Date,HAE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.45406231799650554,-0.9100174723354688,-0.16318433313919628,-0.5782615026208503,-0.5345442632498544,0.0
2018-09-25,1.0,-0.4578357122050684,-0.9079158170696184,-0.16847509466938537,-0.5762452665307312,-0.5306583163413924,0.0
2018-09-26,1.0,-0.45854120388915187,-0.9087797239721787,-0.1700229416263064,-0.5758712355704453,-0.528276464804632,0.0
2018-09-27,1.0,-0.4592401193682218,-0.905779168789577,-0.17082757114782735,-0.5755149574204818,-0.5278768469320911,0.0
2018-09-28,1.0,-0.4575660528422738,-0.906980129558192,-0.17137346240628865,-0.5753693864182254,-0.5279860251837833,0.0
2018-10-01,1.0,-0.4570284049526584,-0.9087035688273852,-0.17184996358339402,-0.5754187909686818,-0.5286598689002184,0.0
2018-10-02,1.0,-0.46114821708821485,-0.8859082448264535,-0.180554034818789,-0.5842184021314646,-0.5379393408518559,0.0
2018-10-03,1.0,-0.46591661151555264,-0.9080079417604237,-0.1828810941981028,-0.5854106919626443,-0.5345245973968674,0.0
2018-10-04,1.0,-0.47248500018404677,-0.9001730040122206,-0.1836787278683697,-0.5945080428460999,-0.5300916553171127,0.0
2018-10-05,1.0,-0.4721383879278616,-0.9042326094957674,-0.17949944792050054,-0.595252116304748,-0.5294442399705558,0.0
2018-10-08,1.0,-0.470279206465834,-0.9010286554004409,-0.17593681116825866,-0.5979794268919911,-0.5285451873622337,0.0
2018-10-09,1.0,-0.4682399647110719,-0.9024408175268342,-0.16986472577562123,-0.6017865019850022,-0.5335980002940744,0.0
2018-10-10,1.0,-0.4677639088331676,-0.9059980117088258,-0.16760558194337052,-0.6028940682646636,-0.5377591222062669,0.0
2018-10-11,1.0,-0.42276801721046975,-0.9091430620294013,-0.10484044460380065,-0.5930082466833991,-0.5557547508067407,0.0
2018-10-12,1.0,-0.44039793924320486,-0.9088648072481792,-0.1020074613608101,-0.5720021318173744,-0.529721087226861,0.0
2018-10-15,1.0,-0.4224076704545454,-0.9436079545454545,-0.07436079545454545,-0.5742897727272727,-0.536434659090909,0.0
2018-10-16,1.0,-0.42066564842112736,-0.951088693922495,-0.06890917486591128,-0.5747877668454516,-0.5365325187369019,0.0
2018-10-17,1.0,-0.40988606485539,-0.9255740578439964,-0.06138475021910605,-0.5699211218229623,-0.5389658194566169,0.0
2018-10-18,1.0,-0.4105702461948516,-0.9270533772883497,-0.060601809637371114,-0.5695447850178859,-0.5392789506908886,0.0
2018-10-19,1.0,-0.40255034492369873,-0.9211553201867466,-0.05166887324925092,-0.5708661417322834,-0.5378370845237266,0.0
2018-10-22,1.0,-0.40142443179834514,-0.9282896344656635,-0.05851342387319764,-0.5675732290612017,-0.5354536885102817,0.0
2018-10-23,1.0,-0.40426720676048467,-0.9279952508991863,-0.06442713971435556,-0.5625938471208576,-0.5327024478821105,0.0
2018-10-24,1.0,-0.40438302624232275,-0.9278685092127305,-0.06110413176996093,-0.5630932439977666,-0.5332216638749302,0.0
2018-10-25,1.0,-0.37501694455740814,-0.8863697980208757,-0.0561542632506439,-0.5684899010437847,-0.502846685644571,0.0
2018-10-26,1.0,-0.3617857263828202,-0.8881211259018392,-0.021678013751989977,-0.6056633810927073,-0.5099414016190766,0.0
2018-10-29,1.0,-0.34323309542333325,-0.9105300544599667,-0.0018266075838040794,-0.6015965903325102,-0.5254202888746068,0.0
2018-10-30,1.0,-0.35599090075713846,-0.9127762876447222,-0.008318337690557837,-0.602756934777442,-0.5153974128272162,0.0
2018-10-31,1.0,-0.356337789812151,-0.9060077847351498,-0.009510915552546963,-0.600304620071078,-0.5125063462514808,0.0
2018-11-01,1.0,-0.34198240866035184,-0.9227334235453316,-0.0,-0.60287550744249,-0.5153924221921516,0.0
2018-11-02,1.0,-0.34543557993203,-0.9022847336720616,-0.0,-0.6065816481039066,-0.5105488071604024,0.0
2018-11-05,1.0,-0.3476957283384989,-0.8977563670664331,-0.0,-0.6072631720792346,-0.5161029510847595,0.0
2018-11-06,1.0,-0.3509480987504631,-0.899969687784177,-0.0,-0.6047287056683843,-0.5123774881277154,0.0
2018-11-07,1.0,-0.3526128868594622,-0.9034331134787755,-0.0,-0.6102486047691527,-0.5161170302722814,0.0
2018-11-08,1.0,-0.35675730726143196,-0.9066096343823201,-0.0,-0.6145907594120243,-0.5168211291034389,0.0
2018-11-09,1.0,-0.356551255940258,-0.9063136456211814,-0.0,-0.614867617107943,-0.5167006109979634,0.0
2018-11-12,1.0,-0.35611278884326963,-0.9059414339520205,-0.0,-0.6149095721217467,-0.5162363000916155,0.0
2018-11-13,1.0,-0.3584300341296929,-0.9157337883959045,-0.0,-0.6195563139931741,-0.5192491467576792,0.0
2018-11-14,1.0,-0.36009150817768976,-0.915047632055178,-0.0,-0.6203093522723392,-0.5190357496500153,0.0
2018-11-15,1.0,-0.3596344665325468,-0.9162205476182358,-0.0,-0.6229413168752345,-0.5110648890101273,0.0
