Date,BCH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.30660268934605217,-0.48189863234111024,-0.0,-0.5679806918744972,-0.5167222158372601,0.0
2018-09-25,1.0,-0.3030100334448161,-0.4964083175803403,-0.0,-0.57882797731569,-0.5300276283263051,0.0
2018-09-26,1.0,-0.30498166792760284,-0.4984577780364314,-0.0,-0.5791770936390618,-0.5272362218471744,0.0
2018-09-27,1.0,-0.30662324824097226,-0.4946502296912252,-0.0,-0.5791417107635053,-0.527068674768855,0.0
2018-09-28,1.0,-0.3072672812400035,-0.49446011574141385,-0.0,-0.5792014424055603,-0.5271468869049349,0.0
2018-10-01,1.0,-0.3068724519510775,-0.4973791496796739,-0.0,-0.5795282469423413,-0.5282760629004076,0.0
2018-10-02,1.0,-0.309105733671122,-0.48926938644768647,-0.0,-0.5823651029381789,-0.5312600099007018,0.0
2018-10-03,1.0,-0.3086908434716805,-0.4854764538098842,-0.0,-0.5832120612375575,-0.5331800454042727,0.0
2018-10-04,1.0,-0.3103037002559925,-0.48251687223644396,-0.0,-0.5849138934140098,-0.5312718175471258,0.0
2018-10-05,1.0,-0.31047436009434787,-0.4846684720887569,-0.0,-0.5860341865408696,-0.5307940945225823,0.0
2018-10-08,1.0,-0.30826914692631885,-0.481645109722424,-0.0,-0.5870077023688417,-0.5296323208835925,0.0
2018-10-09,1.0,-0.3059818625741193,-0.4813684455295896,-0.0,-0.5879548889663992,-0.5313335658644344,0.0
2018-10-10,1.0,-0.3059285091543156,-0.48111014240046496,-0.0,-0.588055797733217,-0.5310084277826213,0.0
2018-10-11,1.0,-0.2558579948557054,-0.4644845812487634,-0.0,-0.5708753780491252,-0.5353175612651573,0.0
2018-10-12,1.0,-0.2581275835102223,-0.45514467657244995,-0.0,-0.5588202435482069,-0.520919450340744,0.0
2018-10-15,1.0,-0.26105798803332775,-0.4522171895095901,-0.0,-0.5609797013923838,-0.5216965833473132,0.0
2018-10-16,1.0,-0.25359576078728235,-0.4682759974205849,-0.0,-0.5606583116045645,-0.5211820450276166,0.0
2018-10-17,1.0,-0.23992593002045218,-0.44168371013210994,-0.0,-0.5566303686916146,-0.5255375601127633,0.0
2018-10-18,1.0,-0.24338006230529594,-0.4521584334668447,-0.0,-0.5564919893190922,-0.5294559412550066,0.0
2018-10-19,1.0,-0.23324033919840897,-0.44239427671739906,-0.0,-0.5577714554042482,-0.5288235781565064,0.0
2018-10-22,1.0,-0.23319066685075243,-0.43738782272539,-0.0,-0.5599061162501725,-0.5308021538036725,0.0
2018-10-23,1.0,-0.23449189741324575,-0.4373188305772575,-0.0,-0.5587334014300306,-0.5301327885597549,0.0
2018-10-24,1.0,-0.23342533811758212,-0.43720673475020705,-0.0,-0.5592050786640905,-0.5302787744962738,0.0
2018-10-25,1.0,-0.21060972334139133,-0.40316948697287136,-0.0,-0.5632017190437819,-0.5090249798549557,0.0
2018-10-26,1.0,-0.2020786142571619,-0.3953897401732179,-0.0,-0.5641838774150567,-0.5032111925383078,0.0
2018-10-29,1.0,-0.1771302240098021,-0.4120874730309245,-0.0,-0.5576538902058973,-0.5167141677543085,0.0
2018-10-30,1.0,-0.1961483786176005,-0.4175093206018829,-0.0,-0.5620524099455516,-0.5065043049110856,0.0
2018-10-31,1.0,-0.19959489352629195,-0.40268116521414676,-0.0,-0.5602462620932278,-0.5026785000399776,0.0
2018-11-01,1.0,-0.17873429874389948,-0.4214203802970904,-0.0,-0.5616716003946982,-0.5050270688321732,0.0
2018-11-02,1.0,-0.17603852117848692,-0.4585543676378574,-0.0,-0.5660654533583612,-0.5197366631301178,0.0
2018-11-05,1.0,-0.16932314410480348,-0.4823144104803493,-0.0,-0.5713700873362446,-0.50625,0.0
2018-11-06,1.0,-0.17772855306697297,-0.4910438373396778,-0.0,-0.5672874449640387,-0.49864632045286733,0.0
2018-11-07,1.0,-0.17689461422502398,-0.49510757845690007,-0.0,-0.5679594353844045,-0.5008907770316569,0.0
2018-11-08,1.0,-0.16315588939690837,-0.4937676899629872,-0.0,-0.5621598084040932,-0.5024765948182016,0.0
2018-11-09,1.0,-0.16354084438032504,-0.49388899474644093,-0.0,-0.5619947192204046,-0.5026267795410622,0.0
2018-11-12,1.0,-0.1631867237919627,-0.48050328108899615,-0.0,-0.5675741634578881,-0.5003796301317859,0.0
2018-11-13,1.0,-0.1427841291190316,-0.47650302622730323,-0.0,-0.5719166106254202,-0.4987491593813046,0.0
2018-11-14,1.0,-0.14231121158297003,-0.4772861833252597,-0.0,-0.5722590020991442,-0.49932719737337855,0.0
2018-11-15,1.0,-0.1424596850436239,-0.4850220145322925,-0.0,-0.5844790794413981,-0.4892358391183383,0.0
2018-11-16,1.0,-0.1413626681765483,-0.48103211194693846,-0.0,-0.5831648197578797,-0.49063064520477767,0.0
2018-11-19,1.0,-0.13721194417396948,-0.4851238775289408,-0.0,-0.5884994049551011,-0.49388726603916483,0.0
2018-11-20,1.0,-0.1067720940239901,-0.4785380022591577,-0.0,-0.5935936743585606,-0.5105427357323437,0.0
2018-11-21,1.0,-0.1065606681121015,-0.4752000856553976,-0.0,-0.5926015150298456,-0.502368907090661,0.0
2018-11-23,1.0,-0.107075030092283,-0.47179350006687176,-0.0,-0.5935535642637421,-0.5024475056840979,0.0
2018-11-26,1.0,-0.10640459954539376,-0.47543789276641263,-0.0,-0.5917636047599946,-0.5005482016312341,0.0
2018-11-27,1.0,-0.09970182631382779,-0.4774506149832277,-0.0,-0.5883871998296151,-0.4967520366327672,0.0
2018-11-28,1.0,-0.10075352131426897,-0.4744255398461006,-0.0,-0.5897702159384403,-0.49767020795058176,0.0
2018-11-29,1.0,-0.08130917530395337,-0.4662816151066804,-0.0,-0.5880475776037134,-0.5017274573410343,0.0
2018-11-30,1.0,-0.08126565589980225,-0.466394199077126,-0.0,-0.5887409360580093,-0.5003823335530653,0.0
2018-12-03,1.0,-0.07707964367846475,-0.47112156696888796,-0.0,-0.5923977690254025,-0.5027358515503159,0.0
2018-12-04,1.0,-0.06927663166780984,-0.4760460085474595,-0.0,-0.5903814699519865,-0.5024006753548251,0.0
2018-12-06,1.0,-0.06534127536680334,-0.42368685696604014,-0.0,-0.6041618318248627,-0.4853923312962533,0.0
2018-12-07,1.0,-0.06103165177879899,-0.4252078277482315,-0.0,-0.6060050601538699,-0.48944080136314344,0.0
2018-12-10,1.0,-0.042743131938404864,-0.42748247812963625,-0.0,-0.6086867550007674,-0.4790504936818949,0.0
2018-12-11,1.0,-0.03616710637534899,-0.4309571988422428,-0.0,-0.6076432468430625,-0.48664224789324045,0.0
2018-12-12,1.0,-0.03764157228514324,-0.43094347358171475,-0.0,-0.608414902885256,-0.48539435248296003,0.0
2018-12-13,1.0,-0.03813407190849874,-0.4322972765040775,-0.0,-0.6078114581730523,-0.48625429553264604,0.0
2018-12-14,1.0,-0.044290959509076445,-0.41582150101419885,-0.0,-0.6199450535342902,-0.4875086656225127,0.0
2018-12-17,1.0,-0.03734800972737745,-0.41464226289517475,-0.0,-0.6150774350441571,-0.49279406118008445,0.0
2018-12-18,1.0,-0.03319470313576404,-0.41101727349271555,-0.0,-0.6145485163166892,-0.49271553593753986,0.0
2018-12-19,1.0,-0.04526105241563237,-0.41173453687557704,-0.0,-0.6132167401784799,-0.49415324648681924,0.0
2018-12-20,1.0,-0.04517002631511714,-0.4054060959096599,-0.0,-0.6135254592371171,-0.490789709000792,0.0
2018-12-21,1.0,-0.04210954584753089,-0.4048720947973351,-0.0,-0.6158266795504247,-0.48006407974368104,0.0
2018-12-24,1.0,-0.019316078988060533,-0.3857131993206418,-0.0,-0.6195340819792644,-0.5103804912672057,0.0
2018-12-26,1.0,-0.02028555628173546,-0.39186064049067415,-0.0,-0.6016037403850988,-0.49994972600673676,0.0
2018-12-27,1.0,-0.0,-0.36953558562944216,-0.0,-0.5553256742284101,-0.5091763216824068,0.0
2018-12-28,1.0,-0.0,-0.3694318679713743,-0.0,-0.5554257338980575,-0.509298476218295,0.0
2018-12-31,1.0,-0.0,-0.3686798607561041,-0.0,-0.5558557900630492,-0.5097981937242874,0.0
2019-01-02,1.0,-0.0,-0.3679038770248577,-0.0,-0.5535340759838497,-0.5108235637495744,0.0
2019-01-03,1.0,-0.0,-0.3688426793932163,-0.0,-0.5504638535148165,-0.5156200540553703,0.0
2019-01-04,1.0,-0.0,-0.3693261638327763,-0.0,-0.5362350433561014,-0.5165431381097709,0.0
2019-01-07,1.0,-0.0,-0.3548163382437345,-0.0,-0.5305146355462025,-0.5061220585421848,0.0
