Date,CARA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-28,1.0,-1.2384458077709612,-1.9328425357873211,-0.4951329243353783,-1.8341104294478527,-1.6793456032719838,0.0
2018-11-29,1.0,-1.1961529136021982,-1.9169158651903337,-0.44564778145962985,-1.8338317303806675,-1.6894851693202941,0.0
2018-11-30,1.0,-1.1959437621202327,-1.9169360051712994,-0.44465093729799615,-1.8339528118939885,-1.6887524240465417,0.0
2018-12-03,1.0,-1.1966987620357634,-1.9244275426814466,-0.4357957763573104,-1.8401974269762924,-1.6941500121369042,0.0
2018-12-04,1.0,-1.1830634114898073,-1.9248247522359196,-0.42978003384094754,-1.8323261622754008,-1.687293529933124,0.0
2018-12-06,1.0,-1.1316035530621784,-1.809022907900888,-0.4375876577840112,-1.7972572853358266,-1.616253701106436,0.0
2018-12-07,1.0,-1.1302242012342785,-1.816889305523006,-0.4326224513709866,-1.8051714709788296,-1.6270603859073507,0.0
2018-12-10,1.0,-1.0933271832718328,-1.8057349323493235,-0.4049815498154981,-1.7888222632226323,-1.5947878228782286,0.0
2018-12-11,1.0,-1.0903146395876606,-1.8095238095238098,-0.40226171243941844,-1.7893684129548428,-1.6013539503038696,0.0
2018-12-12,1.0,-1.0900977148572748,-1.8099561437254752,-0.40224667230899436,-1.7894129414480264,-1.602369777640994,0.0
2018-12-13,1.0,-1.088894019856846,-1.8042792272762258,-0.4059878396059417,-1.7963518817824984,-1.6009389671361505,0.0
2018-12-14,1.0,-1.0977964650003895,-1.8526823950790317,-0.3984271587635288,-1.8116483687611928,-1.6257883672039246,0.0
2018-12-17,1.0,-1.0784222377513784,-1.8581411600279527,-0.374485596707819,-1.8018479695628544,-1.6516810311359578,0.0
2018-12-18,1.0,-1.063088803088803,-1.8449420849420848,-0.3504247104247104,-1.8034749034749036,-1.66015444015444,0.0
2018-12-19,1.0,-1.060491347342398,-1.84672435105068,-0.3508961681087763,-1.8056242274412857,-1.6618510506798516,0.0
2018-12-20,1.0,-1.0457611528437836,-1.8171853441667944,-0.3657826153610302,-1.7942664418212482,-1.6421125249118504,0.0
2018-12-21,1.0,-1.0369130070781643,-1.8120100464266686,-0.3542887586574321,-1.790090570058604,-1.6176269122459852,0.0
2018-12-24,1.0,-1.0036212749905697,-1.7769143719351188,-0.3533006412674462,-1.7783477932855527,-1.632063372312335,0.0
2018-12-26,1.0,-1.0000747440017939,-1.7870543388893043,-0.3320128559683086,-1.7464683459152404,-1.6087151506091637,0.0
2018-12-27,1.0,-0.8994158712067246,-1.7129933038894427,-0.279313292491808,-1.6452486109132354,-1.5865507907109275,0.0
2018-12-28,1.0,-0.895506419400856,-1.7249643366619116,-0.2748930099857347,-1.6491440798858774,-1.5880884450784594,0.0
2018-12-31,1.0,-0.8983583154889364,-1.7229835831548892,-0.2751605995717345,-1.6510349750178444,-1.5902926481084938,0.0
2019-01-02,1.0,-0.8954532497149373,-1.7226339794754846,-0.2673175598631699,-1.650085518814139,-1.5910775370581527,0.0
2019-01-03,1.0,-0.9022561863173217,-1.7807860262008735,-0.23064046579330424,-1.6928675400291122,-1.6714701601164483,0.0
2019-01-04,1.0,-0.8570291585268794,-1.7991462267563851,-0.21214094493886115,-1.6808479849504376,-1.6862021561392084,0.0
2019-01-07,1.0,-0.802130361173815,-1.7411117381489842,-0.2183972911963883,-1.6518058690744921,-1.6407308126410836,0.0
2019-01-08,1.0,-0.8,-1.7320197044334975,-0.2163969035890218,-1.6522871217452497,-1.636664320900774,0.0
2019-01-09,1.0,-0.7985581000848176,-1.7213740458015268,-0.21345773254170203,-1.6693525586655358,-1.6654650834040148,0.0
2019-01-10,1.0,-0.7985169491525423,-1.7176553672316384,-0.21278248587570622,-1.6699858757062147,-1.6632062146892654,0.0
2019-01-11,1.0,-0.7976442375511356,-1.6890957821977712,-0.22344477359289042,-1.6688531527719002,-1.674072506700522,0.0
2019-01-14,1.0,-0.8005489478499543,-1.6821028925329018,-0.22971356182701108,-1.663593497079316,-1.6619044267717644,0.0
2019-01-15,1.0,-0.797699689528648,-1.682472480948349,-0.23941574936494495,-1.6644086931978548,-1.672170476996895,0.0
2019-01-16,1.0,-0.7866150052835506,-1.6812257837266644,-0.23177175061641422,-1.6605847129270872,-1.6845368087354704,0.0
2019-01-17,1.0,-0.7800955190335721,-1.6788172496137097,-0.23303834808259588,-1.6546565528866413,-1.6767804466919511,0.0
2019-01-18,1.0,-0.7872973164341854,-1.6731572612051264,-0.2610635134178291,-1.6595624159172981,-1.699568080436168,0.0
2019-01-22,1.0,-0.749815878627191,-1.796730004418913,-0.17822948887906906,-1.8251583443806156,-1.8149211960524376,0.0
2019-01-23,1.0,-0.7417203823071794,-1.7791361043194784,-0.2018226272505001,-1.8450766837074906,-1.8412980662369414,0.0
2019-01-24,1.0,-0.7442532997182263,-1.7819961441494883,-0.2016906421474121,-1.8442088091353994,-1.8429482426219783,0.0
2019-01-25,1.0,-0.7817448233861145,-1.7631699147381243,-0.24908647990255783,-1.91626065773447,-1.9024056029232643,0.0
2019-01-28,1.0,-0.782681479226906,-1.7379394308324454,-0.2783442398417288,-1.9179729112768222,-1.8921777507228732,0.0
2019-01-29,1.0,-0.7828026922786055,-1.7278983589200636,-0.2851092792860924,-1.8954095137260836,-1.8712848824018757,0.0
2019-01-30,1.0,-0.7833812188114321,-1.726977166187812,-0.2866323907455013,-1.8938454559201572,-1.86995312263723,0.0
2019-01-31,1.0,-0.7687182981300628,-1.7428268604739192,-0.2944204708910591,-1.8798546445605266,-1.884775531834355,0.0
2019-02-01,1.0,-0.7689097944010317,-1.745315226462332,-0.29565283362415595,-1.8874895683180335,-1.889310370988544,0.0
2019-02-04,1.0,-0.7687002652519894,-1.7477074649488442,-0.29374763167866613,-1.8851837817355057,-1.883213338385752,0.0
2019-02-05,1.0,-0.762463121264846,-1.7356834858915198,-0.3046372645434602,-1.8783569105076026,-1.883727967319767,0.0
2019-02-06,1.0,-0.7606294446966259,-1.731653805416856,-0.30662732637312756,-1.8791799061885308,-1.887350582538962,0.0
2019-02-07,1.0,-0.7600060528107739,-1.731482182038284,-0.3071044866459862,-1.8789437845199364,-1.8884769614889911,0.0
2019-02-08,1.0,-0.7640142607904119,-1.7288174163695669,-0.32716377152393233,-1.8806796632026095,-1.8847758476826215,0.0
2019-02-11,1.0,-0.7743831696186867,-1.7562069765643131,-0.3381545363137134,-1.9402892721788232,-1.9255162812282467,0.0
2019-02-12,1.0,-0.79005439005439,-1.757109557109557,-0.342035742035742,-1.9512820512820512,-1.9295260295260293,0.0
2019-02-13,1.0,-0.7802189271019331,-1.770514711590715,-0.348031985094325,-1.9448024221721916,-1.919804363015294,0.0
2019-02-14,1.0,-0.7884495641344956,-1.7495330012453298,-0.3707970112079701,-1.9511207970112079,-1.9233343711083435,0.0
2019-02-15,1.0,-0.7925585739861446,-1.7481123997820502,-0.3772086868529618,-1.946290962870709,-1.9197478010430449,0.0
2019-02-19,1.0,-0.7980448444409961,-1.7268989060439133,-0.377919155869346,-1.9449918535185042,-1.9106990456978818,0.0
2019-02-20,1.0,-0.7979367049332919,-1.7377443375736892,-0.3755817561278312,-1.9400403350915296,-1.9055228048402109,0.0
2019-02-21,1.0,-0.8013980582524272,-1.7349902912621358,-0.380504854368932,-1.9422912621359223,-1.9078058252427184,0.0
2019-02-22,1.0,-0.8004970101731771,-1.7301390075328105,-0.3884445134736352,-1.9433874349615592,-1.9033159897491652,0.0
2019-02-25,1.0,-0.8001712595360424,-1.7244278374591313,-0.407364160049821,-1.9464424723649385,-1.906196481394987,0.0
2019-02-26,1.0,-0.8004981707791702,-1.723748735113256,-0.4079551646298747,-1.9459796061337278,-1.9057367478788823,0.0
2019-02-27,1.0,-0.8031931464174455,-1.7230529595015578,-0.410981308411215,-1.9475856697819318,-1.903348909657321,0.0
2019-02-28,1.0,-0.806101747815231,-1.7305711610486891,-0.4107365792759051,-1.953261548064919,-1.9021535580524345,0.0
2019-03-01,1.0,-0.8047659839576358,-1.7237754068997742,-0.41219531189159725,-1.9497702671131532,-1.89704851647068,0.0
2019-03-04,1.0,-0.7864699976832188,-1.7145725538651633,-0.4055139393003321,-1.9253996447602133,-1.8906479264808096,0.0
2019-03-05,1.0,-0.8045211736471316,-1.705194704652783,-0.41495703336688083,-1.9283889448014244,-1.8886738406750794,0.0
2019-03-06,1.0,-0.8036971150127621,-1.7002088328563694,-0.42014076881429346,-1.923969371181066,-1.8864568025369326,0.0
2019-03-07,1.0,-0.8128645993245317,-1.6545901136014736,-0.4294596254221676,-1.9132637396377035,-1.8655971753147067,0.0
2019-03-08,1.0,-0.8136181369524986,-1.6318630475015423,-0.49984577421344856,-1.9110888340530539,-1.8549506477483038,0.0
2019-03-11,1.0,-0.8172664116774647,-1.6461634532823355,-0.5249395051127937,-1.9261572086488175,-1.8913433767855747,0.0
2019-03-12,1.0,-0.827687193287953,-1.6284628779483932,-0.5751939211651099,-1.9498179515592844,-1.9339085008706662,0.0
2019-03-13,1.0,-0.8514701182486417,-1.6395014381591564,-0.6124960051134548,-1.9506232023010548,-1.935682326621924,0.0
2019-03-14,1.0,-0.8595263286400261,-1.6694066899975584,-0.6104012370798405,-2.0096036461300564,-1.9897452592170588,0.0
2019-03-15,1.0,-0.869255928045789,-1.6673753066230579,-0.6216680294358136,-2.014472608340147,-2.0039247751430906,0.0
2019-03-18,1.0,-0.8868521913014498,-1.7033827695384103,-0.6777203799366772,-2.035160806532245,-2.02882852857857,0.0
2019-03-19,1.0,-0.8802470166068597,-1.7124259367437202,-0.6722857381290162,-2.0377201034799297,-2.0424768421931065,0.0
2019-03-20,1.0,-0.890883166988174,-1.7169336576365009,-0.6797785792166401,-2.044619642707372,-2.054935838295731,0.0
2019-03-21,1.0,-0.8938304631332553,-1.7099147299782644,-0.6825781641865909,-2.0423006186256476,-2.0311820765758233,0.0
2019-03-22,1.0,-0.8977033734331622,-1.7043829393455034,-0.7211239168839909,-2.061159249600404,-2.028097922099773,0.0
2019-03-25,1.0,-0.8647307024075452,-1.617936626127244,-0.737569289319103,-2.050798378423099,-2.0022338049143706,0.0
2019-03-26,1.0,-0.8651760387118305,-1.6346570999499417,-0.7618888703487402,-2.0579843150342065,-2.023360587351911,0.0
2019-03-27,1.0,-0.8627843039240191,-1.6210947263184206,-0.7603099225193701,-2.0624010664000667,-2.024577189036074,0.0
2019-03-28,1.0,-0.8548212351029252,-1.6151345945495459,-0.7783148595716309,-2.056254687890658,-2.0295024585382113,0.0
2019-03-29,1.0,-0.8492625614532122,-1.6121156570285808,-0.7863511374052161,-2.054662111490709,-2.030164152987251,0.0
2019-04-01,1.0,-0.8432562780641942,-1.6150008315316813,-0.7781473474139364,-2.050557126226509,-2.02827207716614,0.0
2019-04-02,1.0,-0.8555731291101306,-1.6151669025222677,-0.8236077582618829,-2.0397069841005577,-1.9901773079164238,0.0
2019-04-03,1.0,-0.856762380357886,-1.6149812734082396,-0.8233042030794839,-2.0390345401581356,-1.98876404494382,0.0
2019-04-04,1.0,-0.8607616031997334,-1.6153653862178152,-0.8225147904341304,-2.04207982668111,-1.9920006666111156,0.0
2019-04-05,1.0,-0.874885234955346,-1.6064602286954344,-0.825640597612887,-2.0451548284784242,-1.9944078123695852,0.0
2019-04-08,1.0,-0.8754380110128483,-1.5996996495911897,-0.8277990989487737,-2.0463040213582513,-1.9937426998164525,0.0
2019-04-09,1.0,-0.898533724340176,-1.5844993715961457,-0.8434855467113531,-2.0614160033514874,-1.9906996229576874,0.0
2019-04-10,1.0,-0.9022121669180493,-1.57114127702363,-0.8577174459527401,-2.0671191553544492,-1.9812300988771578,0.0
2019-04-11,1.0,-0.9231865828092243,-1.5421383647798743,-0.879664570230608,-2.0740461215932915,-1.9668763102725368,0.0
2019-04-12,1.0,-0.9261034047919293,-1.5477931904161413,-0.8859184531315679,-2.0776796973518286,-1.9693989071038251,0.0
2019-04-15,1.0,-0.9280392820860142,-1.5627328140873689,-0.896799864544531,-2.088046054859465,-1.9903487978327126,0.0
2019-04-16,1.0,-0.9273667259937284,-1.5590304263073143,-0.9011780659377913,-2.093991016187813,-1.9937282820578015,0.0
2019-04-17,1.0,-0.9268995929443691,-1.5579206241519676,-0.9066316146540028,-2.098032564450475,-1.9907564450474897,0.0
2019-04-18,1.0,-0.9276831345826235,-1.5730834752981262,-0.9156729131175468,-2.1061328790459966,-1.9953151618398637,0.0
2019-04-22,1.0,-0.9394637978142076,-1.5771857923497268,-0.911287568306011,-2.109801912568306,-2.0005122950819674,0.0
2019-04-23,1.0,-0.9396581196581195,-1.581111111111111,-0.9143589743589744,-2.109230769230769,-2.0027350427350425,0.0
2019-04-24,1.0,-0.9272076372315037,-1.5812308216842825,-0.9127173542448005,-2.103477667916809,-1.9989771564950565,0.0
2019-04-25,1.0,-0.9294499487529894,-1.583618038947728,-0.9240690126409292,-2.1055688418175604,-1.9984625896822683,0.0
2019-04-26,1.0,-0.9240165108246988,-1.5377811473338387,-0.9162665318844243,-2.0814590177744083,-1.9643669446550418,0.0
2019-04-29,1.0,-0.9244058654980617,-1.5307601550648913,-0.9122703522669813,-2.0850328670150007,-1.9749705039608967,0.0
2019-04-30,1.0,-0.9247564662411824,-1.530147799798455,-0.9124118239838763,-2.07247228753779,-1.9578434665770907,0.0
2019-05-01,1.0,-0.9363598150483396,-1.5335855401429173,-0.9115594787725935,-2.0715426649852877,-1.9538461538461538,0.0
2019-05-02,1.0,-0.9323813523729525,-1.536665266694666,-0.9052498950021,-2.0638387232255355,-1.9617807643847123,0.0
2019-05-03,1.0,-0.9303206261045189,-1.5475889926786166,-0.9055793991416309,-2.066649835900025,-1.9651603130522595,0.0
2019-05-06,1.0,-0.9275216259343243,-1.5186864869404553,-0.9154278995548837,-2.0697068951037205,-1.9670781893004117,0.0
2019-05-07,1.0,-0.9129963296629964,-1.5100100100100098,-0.9201701701701702,-2.047881214547881,-1.9506172839506173,0.0
2019-05-08,1.0,-0.8893395133256083,-1.4935441152127131,-0.9087899354411522,-2.0418804833636814,-1.9431385532196657,0.0
2019-05-09,1.0,-0.0,-1.0815445636957535,-0.0,-2.1740550629958,-1.577344843677088,0.0
2019-05-10,1.0,-0.0,-1.0912867859203692,-0.0,-2.1294864396999422,-1.5496249278707444,0.0
2019-05-13,1.0,-0.0,-1.0743927125506072,-0.0,-2.0356500224921277,-1.5129892037786774,0.0
2019-05-14,1.0,-0.0,-1.0520981702640517,-0.07691464884408897,-1.918428837515065,-1.4307549030349513,0.0
2019-05-15,1.0,-0.0,-1.0691314810763508,-0.08362502734631372,-1.9211332312404288,-1.3953730037190988,0.0
2019-05-16,1.0,-0.0,-1.0702667177830112,-0.08921627690454022,-1.9227230406922613,-1.3945451558135715,0.0
2019-05-17,1.0,-0.0,-1.0368610747051115,-0.1265836609873307,-1.8834097859327215,-1.4140454346876365,0.0
2019-05-20,1.0,-0.0,-1.0148447306663757,-0.14282595644817989,-1.8827157124924958,-1.4172351689133877,0.0
2019-05-21,1.0,-0.0,-1.0109349371241116,-0.1330781848004374,-1.901366867140514,-1.4221432476763258,0.0
2019-05-22,1.0,-0.0,-1.0052527905449768,-0.13722915298752464,-1.9040818559859927,-1.4250930181659007,0.0
2019-05-23,1.0,-0.0,-0.9955728027984259,-0.15478793178836905,-1.9117293397463926,-1.403640139921294,0.0
2019-05-24,1.0,-0.0,-0.9628702090592334,-0.16986062717770034,-1.9046167247386758,-1.4069033101045294,0.0
2019-05-28,1.0,-0.0,-0.9350663535579707,-0.1777620009830157,-1.9237616733111247,-1.4245535470482225,0.0
2019-05-29,1.0,-0.0,-0.9392785244028511,-0.17906306110234507,-1.9231731867892703,-1.3995320746504163,0.0
2019-05-30,1.0,-0.0,-0.9512585389870147,-0.26980121853652533,-2.1921349006092683,-1.741030217244138,0.0
2019-05-31,1.0,-0.0,-0.9625299944625607,-0.2651818125884452,-2.1882114071248386,-1.7368485818002828,0.0
2019-06-03,1.0,-0.0,-0.9630603632805333,-0.28456975108556054,-2.1768087578741366,-1.6913950217112104,0.0
2019-06-04,1.0,-0.0,-0.9515003061849356,-0.30177587262706673,-2.20789957134109,-1.6625229638701777,0.0
2019-06-05,1.0,-0.0,-0.9338622736357579,-0.34734419477923806,-2.2276664042153715,-1.5476954757434436,0.0
2019-06-06,1.0,-0.0,-0.9553793061694011,-0.3250590300902101,-2.2088151601380392,-1.5650541865956287,0.0
2019-06-07,1.0,-0.0,-0.9943714821763603,-0.32808811959087336,-2.1773890939901954,-1.5523210070810387,0.0
2019-06-10,1.0,-0.0,-0.9967958406384136,-0.3021582733812949,-2.180158394292969,-1.5664107369566531,0.0
2019-06-11,1.0,-0.0,-0.9965410522483161,-0.3273863705321925,-2.1799866496753446,-1.5644759997572668,0.0
2019-06-12,1.0,-0.0,-0.9947237552307598,-0.33337376432773363,-2.1775729274061493,-1.5589787130814483,0.0
2019-06-13,1.0,-0.0,-1.0667911100740826,-0.3750218748177099,-1.9892084232631393,-1.4022633144723793,0.0
2019-06-14,1.0,-0.0,-1.0619259430419963,-0.35231933452717923,-1.9634914216394197,-1.3989370920224133,0.0
2019-06-17,1.0,-0.0,-1.0665356378981443,-0.35192785710156654,-1.9623099601133012,-1.3999075091045725,0.0
2019-06-18,1.0,-0.0,-1.071746288487089,-0.3459072266189128,-1.965397723990526,-1.3935647853965687,0.0
2019-06-19,1.0,-0.0,-1.0457139563036837,-0.37989277684902284,-1.964028362252839,-1.3750504409984434,0.0
2019-06-20,1.0,-0.0,-1.0659435261707988,-0.3561179981634527,-1.9494949494949494,-1.3675964187327823,0.0
2019-06-21,1.0,-0.0,-1.069698013549202,-0.35813526237225857,-1.944769778390171,-1.368526811344586,0.0
2019-06-24,1.0,-0.0,-1.052422603291518,-0.3532627460006906,-1.961675681896651,-1.38704108643112,0.0
2019-06-25,1.0,-0.0,-1.0695094470445483,-0.34569827237533945,-1.9675853700814698,-1.3952158086323452,0.0
2019-06-26,1.0,-0.0,-1.0592592592592593,-0.30979041056560436,-1.9060005742176285,-1.4671834625323,0.0
2019-06-27,1.0,-0.0,-1.0462920313219715,-0.31609857208659603,-1.9071280515891296,-1.4881391064025795,0.0
2019-06-28,1.0,-0.0,-1.0606689734717416,-0.30986159169550176,-1.9056516724336794,-1.4907727797001153,0.0
2019-07-01,1.0,-0.0,-1.0450989415554535,-0.3182236539346526,-1.9108950759318915,-1.4781983433041876,0.0
2019-07-02,1.0,-0.0,-1.0419185812172511,-0.3164046755340589,-1.9198479875626189,-1.4798756261875974,0.0
2019-07-03,1.0,-0.0,-1.0449552137907723,-0.3091656808067151,-1.8365725874598615,-1.4428482902371698,0.0
2019-07-05,1.0,-0.0,-1.0681498960615765,-0.29001629305017135,-1.8196527894825552,-1.440474183942918,0.0
2019-07-08,1.0,-0.0,-1.063754427390791,-0.2941474110305279,-1.8230730308652388,-1.4411648957103502,0.0
2019-07-09,1.0,-0.0,-1.0582022471910113,-0.29353932584269665,-1.8235955056179776,-1.4426404494382024,0.0
2019-07-10,1.0,-0.0,-1.0225715889949467,-0.2879842784952274,-1.8577203818079728,-1.4465468837731612,0.0
2019-07-11,1.0,-0.0,-1.0147290308072858,-0.29952777153136945,-1.865190015740949,-1.4423768832921071,0.0
2019-07-12,1.0,-0.0,-1.035439223127581,-0.2849648398258734,-1.8119767831231164,-1.448599174014957,0.0
2019-07-15,1.0,-0.0,-1.0598761958356782,-0.29217782779966234,-1.8041643218908272,-1.4712436691052335,0.0
2019-07-16,1.0,-0.0,-1.042710867228602,-0.3477400011314137,-1.8143350115969903,-1.4522826271426146,0.0
2019-07-17,1.0,-0.0,-1.067603558678529,-0.335977786592622,-1.8147560491868306,-1.448348161160537,0.0
2019-07-18,1.0,-0.0,-1.0713391739674594,-0.3526567300034134,-1.8247809762202754,-1.4402093525998407,0.0
2019-07-19,1.0,-0.0,-1.0832420591456735,-0.3537787513691128,-1.880440421974981,-1.4472243039142214,0.0
2019-07-22,1.0,-0.0,-1.0614886731391586,-0.33466250577901063,-1.887713823393435,-1.4950878409616273,0.0
2019-07-23,1.0,-0.0,-1.0685271855318659,-0.33443115502397874,-1.8840353614144567,-1.4910729762523836,0.0
2019-07-24,1.0,-0.0,-1.0701764535724616,-0.3619901648828464,-1.8799537170957479,-1.4732426959791727,0.0
2019-07-25,1.0,-0.0,-1.0605851979345955,-0.35754446356855996,-1.8746987951807228,-1.444406196213425,0.0
2019-07-26,1.0,-0.0,-1.1141123274631128,-0.3533436458829129,-1.9650761542122797,-1.5170752022846263,0.0
2019-07-29,1.0,-0.0,-1.0825306219526698,-0.3520038054465454,-1.9672969437507433,-1.5441788559876322,0.0
2019-07-30,1.0,-0.0,-1.0797724174717003,-0.35636816215255146,-1.952705505837729,-1.5377229893913356,0.0
2019-07-31,1.0,-0.0,-1.1375140774109418,-0.34840851164720527,-1.9270345563392806,-1.514373777487997,0.0
2019-08-01,1.0,-0.0,-1.1762164081922575,-0.34390908014679766,-1.9109743104060612,-1.4881614774476146,0.0
2019-08-02,1.0,-0.0,-1.1703892410687837,-0.3411931986492091,-1.912968777771195,-1.5000296226079746,0.0
2019-08-05,1.0,-0.0,-1.1655719273329783,-0.3276525238179774,-1.9205870169832535,-1.5036984436948932,0.0
2019-08-06,1.0,-0.0,-1.1595850090342135,-0.3178294573643411,-1.843970391094014,-1.5071399428804568,0.0
2019-08-07,1.0,-0.0,-1.2034154275092936,-0.28334107806691444,-1.8070980483271375,-1.5146956319702602,0.0
2019-08-08,1.0,-0.0,-1.2039179212927977,-0.2872754752078126,-1.8089286752310647,-1.512759402429809,0.0
2019-08-09,1.0,-0.0,-1.1913651600970987,-0.27742457519361924,-1.7932030979077562,-1.5176280198820944,0.0
2019-08-12,1.0,-0.0,-1.1861766572434085,-0.29683263139675764,-1.7914959903075058,-1.4948364391622915,0.0
