Date,ESRT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24763538093753246,-0.5485396528427399,-0.0,-0.43688286040952085,-0.3654505768631119,0.0
2018-09-25,1.0,-0.2448990255244664,-0.5545889176267732,-0.0,-0.44149227995924445,-0.37155471954437397,0.0
2018-09-26,1.0,-0.24674543838552832,-0.556543106603231,-0.0,-0.44183614785381925,-0.3690071626496576,0.0
2018-09-27,1.0,-0.24686969023657038,-0.556345575741733,-0.0,-0.44182459809175273,-0.3689975166644883,0.0
2018-09-28,1.0,-0.247947068361316,-0.5558868141639207,-0.0,-0.44207333019509387,-0.36929232700455045,0.0
2018-10-01,1.0,-0.24781387043407474,-0.5620913316351986,-0.0,-0.4438433864656916,-0.3722328720359234,0.0
2018-10-02,1.0,-0.24673649857879776,-0.5728760922202337,-0.0,-0.4419412569744184,-0.3702758185072113,0.0
2018-10-03,1.0,-0.24712356178089045,-0.5741818277559833,-0.0,-0.44177351833811646,-0.36981648719096394,0.0
2018-10-04,1.0,-0.2484275901997421,-0.5716466222795337,-0.0,-0.4431958735756204,-0.3683517987315456,0.0
2018-10-05,1.0,-0.24091016331559495,-0.5679869976669201,-0.0,-0.4437308307337406,-0.36881012923689943,0.0
2018-10-08,1.0,-0.23906217291186938,-0.5656531295792339,-0.0,-0.44429034959179403,-0.3676732258739795,0.0
2018-10-09,1.0,-0.23224941510475539,-0.5686496148891985,-0.0,-0.45082936831313586,-0.377014274072711,0.0
2018-10-10,1.0,-0.23354882791968884,-0.567828235046778,-0.0,-0.45161883738042674,-0.37496058025859347,0.0
2018-10-11,1.0,-0.18193419944357944,-0.5581306312054927,-0.0,-0.4334975369458128,-0.378825391153424,0.0
2018-10-12,1.0,-0.17981878922858877,-0.5545910103259769,-0.0,-0.426553958291152,-0.36991293784166834,0.0
2018-10-15,1.0,-0.16583789787212558,-0.5659439129666557,-0.0,-0.4232526440669409,-0.36913446247822906,0.0
2018-10-16,1.0,-0.16115911272800768,-0.5746046182608257,-0.0,-0.4223889646809156,-0.36824819362336414,0.0
2018-10-17,1.0,-0.15438912668018323,-0.5614377612575405,-0.0,-0.41891316863157374,-0.36835123025706495,0.0
2018-10-18,1.0,-0.1539905398303176,-0.5607277823660435,-0.0,-0.41960107115148787,-0.36837099882373553,0.0
2018-10-19,1.0,-0.14327579783931454,-0.5531354774618155,-0.0,-0.4203899168011921,-0.3667453123059729,0.0
2018-10-22,1.0,-0.14317662260212702,-0.545224132789981,-0.0,-0.42523109034887185,-0.37121061524699334,0.0
2018-10-23,1.0,-0.13831037327799586,-0.5499162437182789,-0.0,-0.4342325674425582,-0.37772832962472186,0.0
2018-10-24,1.0,-0.13682449305763658,-0.5467485765657776,-0.0,-0.4346968334831685,-0.37898311856957345,0.0
2018-10-25,1.0,-0.11250515689081952,-0.5152522629650302,-0.0,-0.44157546048001556,-0.3574392700269372,0.0
2018-10-26,1.0,-0.1069482617291094,-0.509065046530691,-0.0,-0.4416558175418294,-0.35324750470128746,0.0
2018-10-29,1.0,-0.10746715610510046,-0.5097082689335394,-0.0,-0.44503477588871715,-0.3527820710973725,0.0
2018-10-30,1.0,-0.09520701907040824,-0.5110821066879366,-0.0,-0.44671645759311635,-0.3640296811930486,0.0
2018-10-31,1.0,-0.09722622824728391,-0.5007931929622151,-0.0,-0.4447408902990097,-0.36083068935679263,0.0
2018-11-01,1.0,-0.0930791028288747,-0.5035781182460016,-0.0,-0.4441669468325249,-0.36059747370443296,0.0
2018-11-02,1.0,-0.09734365295494721,-0.48368448712436096,-0.0,-0.4505040370741962,-0.3572930103673977,0.0
2018-11-05,1.0,-0.09799985662054626,-0.482185102874758,-0.0,-0.450569933328554,-0.3589026692474968,0.0
2018-11-06,1.0,-0.09732947617567601,-0.481554976450618,-0.0,-0.45155043393023653,-0.3603653142706864,0.0
2018-11-07,1.0,-0.09944058641975309,-0.48681037808641975,-0.0,-0.45929783950617287,-0.36571662808641975,0.0
2018-11-08,1.0,-0.08330940759881328,-0.487032251890133,-0.0,-0.4535601492965834,-0.36867164321944684,0.0
2018-11-09,1.0,-0.08472178937022032,-0.4884808093400139,-0.0,-0.4538633040059454,-0.37026826169299737,0.0
2018-11-12,1.0,-0.08420524580765372,-0.48007739716210407,-0.0,-0.4563327122449955,-0.3682098323061488,0.0
2018-11-13,1.0,-0.06701726956150948,-0.4773411034515434,-0.0,-0.4590765877810153,-0.3655035178736408,0.0
2018-11-14,1.0,-0.0672020087170741,-0.4771413682016297,-0.0,-0.45904396437369716,-0.3653591055523972,0.0
2018-11-15,1.0,-0.06656573780574347,-0.47722004068694707,-0.0,-0.46011732980082315,-0.36164072479538245,0.0
2018-11-16,1.0,-0.061312587462346725,-0.46993667133132516,-0.0,-0.4650506392163374,-0.3755603519840611,0.0
2018-11-19,1.0,-0.06242143958259219,-0.46953634531009125,-0.0,-0.4643661804814419,-0.37531127712557805,0.0
2018-11-20,1.0,-0.03728070175438597,-0.4643935106583663,-0.0,-0.4680484814186002,-0.38829937747594795,0.0
2018-11-21,1.0,-0.03938776943059749,-0.46036649582250927,-0.0,-0.466381146294086,-0.3741955112452901,0.0
2018-11-23,1.0,-0.039895234086338334,-0.4568308311117347,-0.0,-0.4674711192179973,-0.3743510593517609,0.0
2018-11-26,1.0,-0.038810165124721865,-0.46501932310575006,-0.0,-0.4660030448530273,-0.3723621032907835,0.0
2018-11-27,1.0,-0.03343982463913439,-0.4664785579367115,-0.0,-0.46300398759415157,-0.36902735349672366,0.0
2018-11-28,1.0,-0.03533420463032114,-0.4604182225541449,-0.0,-0.4666495519044062,-0.3714525765496639,0.0
2018-11-29,1.0,-0.02950941468737666,-0.4562466624875206,-0.0,-0.464372779828655,-0.37159573727101763,0.0
2018-11-30,1.0,-0.029009406572988037,-0.45648589014051794,-0.0,-0.4644292184415283,-0.37268609917547324,0.0
2018-12-03,1.0,-0.03132074590986533,-0.4588419259224683,-0.0,-0.46780404695778,-0.37591896748897236,0.0
2018-12-04,1.0,-0.026563300274712483,-0.4609349536713694,-0.0,-0.465730781766541,-0.3748428551473669,0.0
2018-12-06,1.0,-0.022047423620611035,-0.43194254445964436,-0.0,-0.46557227542179663,-0.36044231646146835,0.0
2018-12-07,1.0,-0.03893366685195479,-0.44126366499907355,-0.0,-0.47850657772836763,-0.3573744672966463,0.0
2018-12-10,1.0,-0.027299675988694073,-0.4421260656754831,-0.0,-0.47891628558953975,-0.349610497047131,0.0
2018-12-11,1.0,-0.01968503937007874,-0.44614817884606534,-0.0,-0.47808168715752636,-0.3584288806004513,0.0
2018-12-12,1.0,-0.017979807293347472,-0.44746669125443733,-0.0,-0.4784011802129916,-0.36125582038633536,0.0
2018-12-13,1.0,-0.015406814373487246,-0.4468907093651089,-0.0,-0.5002094582014522,-0.36482964066281887,0.0
2018-12-14,1.0,-0.02176042541281836,-0.43003078645396026,-0.0,-0.5137372889262058,-0.36675529433715837,0.0
2018-12-17,1.0,-0.012269653521715893,-0.4295308251806753,-0.0,-0.506773871215114,-0.3752236655589896,0.0
2018-12-18,1.0,-0.012964523074042873,-0.4367920995974914,-0.0,-0.5131985397360292,-0.3772114574557709,0.0
2018-12-19,1.0,-0.015400458737068764,-0.4362215044703459,-0.0,-0.5120535505312924,-0.37681973505593785,0.0
2018-12-20,1.0,-0.015469329662381294,-0.4313213094099255,-0.0,-0.5121211414172052,-0.37434377843626776,0.0
2018-12-21,1.0,-0.012822895372607323,-0.43105370748931426,-0.0,-0.5135662516260918,-0.3655454376509943,0.0
2018-12-24,1.0,-0.0,-0.4171611979587595,-0.0,-0.5119957512642298,-0.3799154871037015,0.0
2018-12-26,1.0,-0.0,-0.41737795660162336,-0.0,-0.5224550550038375,-0.3859106449287159,0.0
2018-12-27,1.0,-0.0,-0.40267445575281824,-0.0,-0.49545890192140934,-0.3838026562000822,0.0
2018-12-28,1.0,-0.0,-0.405602061996761,-0.0,-0.494080883191533,-0.3812869231997445,0.0
2018-12-31,1.0,-0.0,-0.40556569343065696,-0.0,-0.4940693430656934,-0.38138686131386856,0.0
2019-01-02,1.0,-0.0,-0.40490028490028496,-0.0,-0.49189743589743595,-0.38240455840455845,0.0
2019-01-03,1.0,-0.0,-0.40762188143739986,-0.0,-0.5149919890135042,-0.3662394140535592,0.0
2019-01-04,1.0,-0.0,-0.41070899856514903,-0.0,-0.49784772359760404,-0.3689844443938324,0.0
