Date,AWK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24525745257452577,-0.4437427409988386,-0.0,-0.43401567944250874,-0.2966511807975223,0.0
2018-09-25,1.0,-0.24411337209302325,-0.4451065891472868,-0.0,-0.4350290697674418,-0.2982315891472868,0.0
2018-09-26,1.0,-0.2424514999756892,-0.44568969708756745,-0.0,-0.4375212719404872,-0.30541644381776634,0.0
2018-09-27,1.0,-0.24216773691379645,-0.4469497956800934,-0.0,-0.43765810468962835,-0.3056285269507687,0.0
2018-09-28,1.0,-0.24564098812397883,-0.44667983515009635,-0.0,-0.4392420806203819,-0.30702075255444194,0.0
2018-10-01,1.0,-0.2452876317140552,-0.45067598953621985,-0.0,-0.44001662469745495,-0.3088037552257781,0.0
2018-10-02,1.0,-0.24507717521587044,-0.4534135662043492,-0.0,-0.43932389129424426,-0.30830948362319904,0.0
2018-10-03,1.0,-0.24462352422475872,-0.44405525890363984,-0.0,-0.44434918924214956,-0.3164160094057708,0.0
2018-10-04,1.0,-0.2491786397293189,-0.4388270484970333,-0.0,-0.4504486833717452,-0.313342813710587,0.0
2018-10-05,1.0,-0.23734231266622743,-0.43115438108484,-0.0,-0.4542615230705414,-0.3172534953517312,0.0
2018-10-08,1.0,-0.23507371308223543,-0.43084194543762555,-0.0,-0.4632903952588529,-0.3197335553705246,0.0
2018-10-09,1.0,-0.23022571148184495,-0.43167320902845924,-0.0,-0.46660942100098135,-0.32487733071638863,0.0
2018-10-10,1.0,-0.23290865797677787,-0.4310332130495618,-0.0,-0.4687139455531826,-0.3221395782703685,0.0
2018-10-11,1.0,-0.181625256330774,-0.4206447613143212,-0.0,-0.45421813152749296,-0.32798416710381995,0.0
2018-10-12,1.0,-0.17682532845143226,-0.42434249886328285,-0.0,-0.46050207002177707,-0.33141886232560364,0.0
2018-10-15,1.0,-0.1635960097370054,-0.4346331917330915,-0.0,-0.4577347143334447,-0.33058087919431056,0.0
2018-10-16,1.0,-0.16059195608067792,-0.4396706050841389,-0.0,-0.4569041651748419,-0.32977682300990574,0.0
2018-10-17,1.0,-0.1545067423704755,-0.4275372604684173,-0.0,-0.45393896380411636,-0.3297610598533238,0.0
2018-10-18,1.0,-0.1542755765819042,-0.42722649319929035,-0.0,-0.4542164399763453,-0.3297220579538734,0.0
2018-10-19,1.0,-0.1411421993563089,-0.41745953438109334,-0.0,-0.4597927972372965,-0.33081964902389177,0.0
2018-10-22,1.0,-0.14137743906755068,-0.40714437392350705,-0.0,-0.47023570771299816,-0.34065545147818704,0.0
2018-10-23,1.0,-0.14104016234838831,-0.40721600830619664,-0.0,-0.47059795176742647,-0.3408608240124593,0.0
2018-10-24,1.0,-0.14092878963696215,-0.413029578231937,-0.0,-0.4729675326213087,-0.34122717692471644,0.0
2018-10-25,1.0,-0.11069039212042371,-0.3837808957442855,-0.0,-0.5030663445456235,-0.325450659728675,0.0
2018-10-26,1.0,-0.09076558800315707,-0.3813547518454896,-0.0,-0.5235154835414829,-0.3257347137750128,0.0
2018-10-29,1.0,-0.08832602695242735,-0.381068355252476,-0.0,-0.525178020550646,-0.32491359914642914,0.0
2018-10-30,1.0,-0.07069695982122073,-0.3849574002514083,-0.0,-0.5293076958890078,-0.3428930583360491,0.0
2018-10-31,1.0,-0.07308048103607771,-0.37314986123959293,-0.0,-0.5271507863089732,-0.3392923219241443,0.0
2018-11-01,1.0,-0.04703419399860432,-0.400907187718074,-0.0,-0.5325657129565015,-0.34559199813910213,0.0
2018-11-02,1.0,-0.051911999444791454,-0.37902237027783564,-0.0,-0.5401253845975895,-0.3422860712054966,0.0
2018-11-05,1.0,-0.053550748135451895,-0.3757585583916246,-0.0,-0.5405568166025849,-0.34634270625839625,0.0
2018-11-06,1.0,-0.05239364784977396,-0.3750086936362582,-0.0,-0.5421351570650284,-0.3487655036513272,0.0
2018-11-07,1.0,-0.05258274766311785,-0.3752464453877021,-0.0,-0.5425973604249298,-0.34905944842622877,0.0
2018-11-08,1.0,-0.04041705986604368,-0.3736276382719175,-0.0,-0.5377586484682486,-0.34982852671070497,0.0
2018-11-09,1.0,-0.041359447004608293,-0.37442396313364057,-0.0,-0.5376958525345622,-0.35069124423963133,0.0
2018-11-12,1.0,-0.041241613822258986,-0.36030695708115057,-0.0,-0.5464571271022883,-0.3495772447385351,0.0
2018-11-13,1.0,-0.014487770212961052,-0.3627902711872178,-0.0,-0.5617220273708824,-0.35336863581138395,0.0
2018-11-14,1.0,-0.014601384495484345,-0.3626507128776418,-0.0,-0.5616833998074543,-0.3532755696144501,0.0
2018-11-15,1.0,-0.013812850761653877,-0.3624327110296644,-0.0,-0.5622952697285534,-0.35214752032985913,0.0
2018-11-16,1.0,-0.015172382132855898,-0.36510122572648396,-0.0,-0.56305375751733,-0.35201762842583667,0.0
2018-11-19,1.0,-0.012581943645773433,-0.3674985623921794,-0.0,-0.5661644623346751,-0.3539275445658424,0.0
2018-11-20,1.0,-0.0,-0.3567427931326155,-0.0,-0.5646389136547562,-0.364721212536863,0.0
2018-11-21,1.0,-0.0,-0.3520641682149816,-0.0,-0.5648932795577106,-0.3488693524267005,0.0
2018-11-23,1.0,-0.0,-0.33817479259006705,-0.0,-0.5790658029321514,-0.3557677008750994,0.0
2018-11-26,1.0,-0.0,-0.34287468170243723,-0.0,-0.5770507457257184,-0.35362859221535103,0.0
2018-11-27,1.0,-0.0,-0.34277505033822764,-0.0,-0.5714350354064388,-0.34818216782425737,0.0
2018-11-28,1.0,-0.0,-0.3445419985517741,-0.0,-0.5704878711078929,-0.3478457639391745,0.0
2018-11-29,1.0,-0.0,-0.3326763717805151,-0.0,-0.5607390817469204,-0.34620380739081746,0.0
2018-11-30,1.0,-0.0,-0.3325570980743395,-0.0,-0.5610165696372593,-0.3455665024630542,0.0
2018-12-03,1.0,-0.0,-0.34139699541596696,-0.0,-0.572368719647801,-0.35558026596468933,0.0
2018-12-04,1.0,-0.0,-0.3417134322954381,-0.0,-0.5682476466328747,-0.35286929761042723,0.0
2018-12-06,1.0,-0.0,-0.2962612086628919,-0.0,-0.5737513494459009,-0.33316442309810745,0.0
2018-12-07,1.0,-0.0,-0.2996440966465504,-0.0,-0.5799235139377059,-0.3310122245064881,0.0
2018-12-10,1.0,-0.0,-0.2984349348801576,-0.0,-0.5763379665097953,-0.314151253146547,0.0
2018-12-11,1.0,-0.0,-0.29894017692914077,-0.0,-0.5747131470613998,-0.31604186739073314,0.0
2018-12-12,1.0,-0.0,-0.3002456894660641,-0.0,-0.5744307462817532,-0.318957574693985,0.0
2018-12-13,1.0,-0.0,-0.299399228205578,-0.0,-0.5747018067005789,-0.318496754955271,0.0
2018-12-14,1.0,-0.0,-0.2913762111447236,-0.0,-0.5812398614581964,-0.3195010741374019,0.0
2018-12-17,1.0,-0.0,-0.2879631449094998,-0.0,-0.5723455819741927,-0.32304971507172336,0.0
2018-12-18,1.0,-0.0,-0.29804189937967723,-0.0,-0.5826397933729222,-0.32685048235060377,0.0
2018-12-19,1.0,-0.0,-0.29915550249812084,-0.0,-0.5840076048989699,-0.3275633373126409,0.0
2018-12-20,1.0,-0.0,-0.29068027809557334,-0.0,-0.5857388013728769,-0.32368212619906717,0.0
2018-12-21,1.0,-0.0,-0.2901354811880321,-0.0,-0.5884786272406924,-0.310096522138808,0.0
