Date,IWF,IWM,MAG,MTUM,SPY,VLUE,VXX
2018-12-04,-0.044756784765852715,-1.927391670444977,1.0,-0.0,-1.8920914567005636,-1.6129282984649265,0.0
2018-12-06,-0.013576925483326034,-1.7695676656447477,1.0,-0.0,-1.9207282737909028,-1.552712256772821,0.0
2018-12-07,-0.011451098179087666,-1.770352293348351,1.0,-0.0,-1.9220324134910205,-1.55353231962956,0.0
2018-12-10,-0.0,-1.8433412034969054,1.0,-0.0,-1.9863442026673475,-1.55152830068279,0.0
2018-12-11,-0.0,-1.855594046702592,1.0,-0.0,-1.9863997947138827,-1.5731973312804723,0.0
2018-12-12,-0.0,-1.855594046702592,1.0,-0.0,-1.9869771619194254,-1.5726199640749294,0.0
2018-12-13,-0.0,-1.8436600805678112,1.0,-0.0,-1.986060489801138,-1.5645501630539038,0.0
2018-12-14,-0.0,-1.8184627269215914,1.0,-0.0,-2.0353418308227114,-1.5836230204712243,0.0
2018-12-17,-0.0,-1.799221640934031,1.0,-0.0,-1.983220620135256,-1.5974862830164605,0.0
2018-12-18,-0.0,-1.7605081853233047,1.0,-0.0,-1.9633398647367424,-1.596928133493458,0.0
2018-12-19,-0.0,-1.7797140303842718,1.0,-0.0,-1.9857653517170943,-1.6177709689774034,0.0
2018-12-20,-0.0,-1.742700729927007,1.0,-0.0,-1.9600427888245657,-1.5897306821042032,0.0
2018-12-21,-0.0,-1.8384293741016593,1.0,-0.0,-2.0855220175094735,-1.6094342088070037,0.0
2018-12-24,-0.0,-1.7645238248758786,1.0,-0.0,-2.046747050099942,-1.6365336256367269,0.0
2018-12-26,-0.0,-1.7644200429130381,1.0,-0.0,-1.9657957844250917,-1.5805250536412976,0.0
2018-12-27,-0.0,-1.606372405729319,1.0,-0.0,-1.7086816720257232,-1.5311897106109322,0.0
2018-12-28,-0.0,-1.6058304609452592,1.0,-0.0,-1.7069579949757552,-1.5293567798095462,0.0
2018-12-31,-0.0,-1.6048957177075425,1.0,-0.0,-1.707308523689899,-1.529882572880762,0.0
2019-01-02,-0.0,-1.6006762271190393,1.0,-0.0,-1.699253818351405,-1.5295557887373208,0.0
2019-01-03,-0.0,-1.6082299227347225,1.0,-0.0,-1.69866541793491,-1.5465347693748537,0.0
2019-01-04,-0.0,-1.6407544509078087,1.0,-0.0,-1.6574416828250778,-1.5776485104882778,0.0
2019-01-07,-0.0,-1.5364193711682321,1.0,-0.0,-1.5956465492997356,-1.4926036335001969,0.0
2019-01-08,-0.0,-1.5045373067443422,1.0,-0.0,-1.6122003136903427,-1.4849316603181715,0.0
2019-01-09,-0.0,-1.4832394444754309,1.0,-0.0,-1.605499470132188,-1.4888170003904289,0.0
2019-01-10,-0.0,-1.4790866054023948,1.0,-0.0,-1.6047897521581733,-1.4855472013366753,0.0
2019-01-11,-0.0,-1.4415822855235338,1.0,-0.0,-1.6105485701568933,-1.5114609992210972,0.0
2019-01-14,-0.0,-1.4320366891369212,1.0,-0.0,-1.5944303237926842,-1.4990054149629792,0.0
2019-01-15,-0.0,-1.4246423422424308,1.0,-0.0,-1.597427082178108,-1.5230675390928248,0.0
2019-01-16,-0.0,-1.4320258524626701,1.0,-0.0,-1.5756630265210607,-1.56396255850234,0.0
2019-01-17,-0.0,-1.4272001785813944,1.0,-0.0,-1.5837937384898713,-1.5697304537083543,0.0
2019-01-18,-0.0,-1.4509950106096232,1.0,-0.0,-1.636692091529506,-1.647244365429833,0.0
2019-01-22,-0.0,-1.4224011282834812,1.0,-0.0,-1.8259387671152378,-1.628077804548393,0.0
2019-01-23,-0.0,-1.2949263121104446,1.0,-0.0,-1.8304304770781152,-1.699772819945244,0.0
2019-01-24,-0.0,-1.297639371283923,1.0,-0.0,-1.873726967681168,-1.7154883145935127,0.0
2019-01-25,-0.0,-1.1703276247207743,1.0,-0.0,-2.1567386448250185,-1.8780094316207494,0.0
2019-01-28,-0.0,-1.1177519522843264,1.0,-0.0,-2.1869888704421077,-1.8441861895099307,0.0
2019-01-29,-0.0,-1.132994732881866,1.0,-0.0,-2.2151993980436417,-1.9221845999498368,0.0
2019-01-30,-0.0,-1.1337220236975738,1.0,-0.0,-2.215597768165005,-1.9198796313710738,0.0
2019-01-31,-0.0,-1.1447872808395652,1.0,-0.0,-2.1603720228743795,-1.9790108716144033,0.0
2019-02-01,-0.0,-1.147792585107055,1.0,-0.0,-2.190425061580244,-1.9777047937851324,0.0
2019-02-04,-0.0,-1.1563051702395966,1.0,-0.0,-2.1882723833543505,-1.9605296343001262,0.0
2019-02-05,-0.0,-1.1324171996706986,1.0,-0.0,-2.1818124247989363,-2.0184915458172377,0.0
2019-02-06,-0.0,-1.1362082066869301,1.0,-0.0,-2.172998986828774,-2.023112968591692,0.0
2019-02-07,-0.0,-1.132382762991128,1.0,-0.0,-2.170088719898606,-2.0346007604562737,0.0
2019-02-08,-0.0,-1.123896054387191,1.0,-0.0,-2.19766185907618,-2.032085901264375,0.0
2019-02-11,-0.0,-1.100933265149578,1.0,-0.0,-2.2298644847864995,-2.061493224239325,0.0
2019-02-12,-0.0,-1.104439992244555,1.0,-0.0,-2.2831383700639822,-2.075292444904026,0.0
2019-02-13,-0.0,-1.146868388999295,1.0,-0.0,-2.240207705622155,-2.0235271491762292,0.0
2019-02-14,-0.0,-1.0942337461300309,1.0,-0.0,-2.296375128998968,-2.059404024767802,0.0
2019-02-15,-0.0,-1.1711116809847415,1.0,-0.0,-2.234709578151045,-2.0051929734581355,0.0
2019-02-19,-0.0,-1.1283292978208233,1.0,-0.0,-2.254938192939977,-1.9885943672741173,0.0
2019-02-20,-0.0,-1.1183069862315147,1.0,-0.0,-2.2582865884752676,-1.9977689954105051,0.0
2019-02-21,-0.0,-1.1461977186311787,1.0,-0.0,-2.2339670468948034,-1.9569074778200255,0.0
2019-02-22,-0.0,-1.139763779527559,1.0,-0.0,-2.2628905257810517,-1.947294894589789,0.0
2019-02-25,-0.0,-1.1305289993626513,1.0,-0.0,-2.2863607393244103,-1.9565965583173994,0.0
2019-02-26,-0.0,-1.0884569862331028,1.0,-0.0,-2.242820656575095,-1.8980875848751013,0.0
2019-02-27,-0.0,-1.0751721143707746,1.0,-0.0,-2.26074551882404,-1.866402034360851,0.0
2019-02-28,-0.0,-1.070113226328232,1.0,-0.0,-2.260047281323877,-1.8910041060097051,0.0
2019-03-01,-0.0,-1.0691284346636827,1.0,-0.0,-2.268680840482407,-1.8787765759045132,0.0
2019-03-04,-0.0,-1.056493993993994,1.0,-0.0,-2.255693193193193,-1.9440065065065064,0.0
2019-03-05,-0.0,-1.025245881100044,1.0,-0.0,-2.2951826097851282,-1.9441207793021362,0.0
2019-03-06,-0.0,-1.0089280139851406,1.0,-0.0,-2.3026159705313107,-1.9318224386589247,0.0
2019-03-07,-0.0,-0.9276182276612754,1.0,-0.0,-2.3160322243404465,-1.9060943361416887,0.0
2019-03-08,-0.0,-0.8993944745805476,1.0,-0.0,-2.4542071401539047,-1.953891762331273,0.0
2019-03-11,-0.0,-0.9407642469919344,1.0,-0.0,-2.520428401428005,-2.149940499801666,0.0
2019-03-12,-0.0,-0.806640495042917,1.0,-0.0,-2.5595182646882693,-2.2876438884822674,0.0
2019-03-13,-0.0,-0.848939332522632,1.0,-0.0,-2.600121605188488,-2.3067828671801105,0.0
2019-03-14,-0.0,-0.8535360300026789,1.0,-0.0,-2.557527457808733,-2.285896062148406,0.0
2019-03-15,-0.0,-0.8140308839190628,1.0,-0.0,-2.5340788072417464,-2.307907348242811,0.0
2019-03-18,-0.0,-0.8332688588007737,1.0,-0.0,-2.3950354609929083,-2.219084461637653,0.0
2019-03-19,-0.0,-0.8351812228489918,1.0,-0.0,-2.396680282694677,-2.251961356415743,0.0
2019-03-20,-0.0,-0.8422045809474231,1.0,-0.0,-2.3920484122852677,-2.272774596564289,0.0
2019-03-21,-0.0,-0.8431283021329333,1.0,-0.0,-2.4594612223599244,-2.220142195551497,0.0
2019-03-22,-0.0,-0.8264819292856674,1.0,-0.0,-2.5234298411868505,-2.1856087837396245,0.0
2019-03-25,-0.0,-0.6020653374033903,1.0,-0.0,-2.6638306163538354,-2.228875755017211,0.0
2019-03-26,-0.0,-0.6506119748594111,1.0,-0.0,-2.6992391663910023,-2.2660932848164075,0.0
2019-03-27,-0.0,-0.6189243027888446,1.0,-0.0,-2.743758300132802,-2.2774236387782203,0.0
2019-03-28,-0.0,-0.5976108764519537,1.0,-0.0,-2.705187434002112,-2.2969904963041183,0.0
2019-03-29,-0.0,-0.5675475259538897,1.0,-0.0,-2.7816502629095323,-2.3920048537144396,0.0
2019-04-01,-0.0,-0.5780206435944141,1.0,-0.0,-2.7742022532550763,-2.3940497874924107,0.0
2019-04-02,-0.0,-0.6731053930207965,1.0,-0.0,-3.017694747973211,-2.3589002467395135,0.0
2019-04-03,-0.0,-0.6645658263305322,1.0,-0.0,-3.002240896358543,-2.335924369747899,0.0
2019-04-04,-0.0,-0.6582207601315881,1.0,-0.0,-2.9889409953104225,-2.3522083012528876,0.0
2019-04-05,-0.0,-0.6437056301398748,1.0,-0.0,-2.998945666690096,-2.3861671469740635,0.0
2019-04-08,-0.0,-0.6172329246935202,1.0,-0.0,-2.998318739054291,-2.389632224168126,0.0
2019-04-09,-0.0,-0.5761603375527427,1.0,-0.0,-3.089099859353024,-2.367158931082982,0.0
2019-04-10,-0.0,-0.5313570579598685,1.0,-0.0,-3.09795147871076,-2.3622316996434316,0.0
2019-04-11,-0.0,-0.5009808042594928,1.0,-0.0,-3.1548269581056463,-2.349936948297604,0.0
2019-04-12,-0.0,-0.5064314331904126,1.0,-0.0,-3.1689744851339,-2.3534828143670485,0.0
2019-04-15,-0.0,-0.5223551188950591,1.0,-0.0,-3.1875978926384736,-2.4095116047273244,0.0
2019-04-16,-0.0,-0.5262670842824602,1.0,-0.0,-3.187571184510251,-2.4046127562642368,0.0
2019-04-17,-0.0,-0.4974517263656594,1.0,-0.0,-3.2842581293518056,-2.396525733974589,0.0
2019-04-18,-0.0,-0.5060682226211849,1.0,-0.0,-3.268653500897666,-2.4066786355475758,0.0
2019-04-22,-0.0,-0.5229424091336079,1.0,-0.0,-3.2815954910036846,-2.4214177324951223,0.0
2019-04-23,-0.0,-0.5327258262819122,1.0,-0.0,-3.2807550444781945,-2.4187459318724236,0.0
2019-04-24,-0.0,-0.5061577241627655,1.0,-0.0,-3.267626935541952,-2.428159884767735,0.0
2019-04-25,-0.0,-0.507218131947452,1.0,-0.0,-3.295077234011838,-2.4158365814927096,0.0
2019-04-26,-0.0,-0.47679141282274445,1.0,-0.0,-3.3623440673049028,-2.413475485929794,0.0
2019-04-29,-0.0,-0.5474283147413342,1.0,-0.0,-3.4871602904843906,-2.452122482593397,0.0
2019-04-30,-0.0,-0.5341398865784498,1.0,-0.0,-3.548733459357278,-2.4786389413988656,0.0
2019-05-01,-0.0,-0.5329395729213993,1.0,-0.0,-3.5604270786006356,-2.4789489625927605,0.0
2019-05-02,-0.0,-0.5270045385779122,1.0,-0.0,-3.5519667170953095,-2.485400907715582,0.0
2019-05-03,-0.0,-0.5209829867674858,1.0,-0.0,-3.555085066162571,-2.485368620037807,0.0
2019-05-06,-0.0,-0.4467077570655442,1.0,-0.0,-3.5586289837642817,-2.5112748045700544,0.0
2019-05-07,-0.0,-0.44758459567412767,1.0,-0.0,-3.56869394830055,-2.5200090436355413,0.0
2019-05-08,-0.0,-0.47292556436851746,1.0,-0.0,-3.560631482611349,-2.592968273337401,0.0
2019-05-09,-0.0,-0.47398887957955677,1.0,-0.0,-3.543453423718486,-2.599284027724884,0.0
2019-05-10,-0.0,-0.47487819732034103,1.0,-0.0,-3.5479598051157124,-2.5898294762484775,0.0
2019-05-13,-0.0,-0.4733587786259542,1.0,-0.0,-3.551450381679389,-2.6087786259541983,0.0
2019-05-14,-0.0,-0.35962373371924744,1.0,-0.0,-3.8808490110950316,-2.7994854478211932,0.0
2019-05-15,-0.0,-0.37190965092402467,1.0,-0.0,-4.031868583162217,-2.8098562628336756,0.0
2019-05-16,-0.0,-0.38074416302285286,1.0,-0.0,-4.041415724775184,-2.82798448972857,0.0
2019-05-17,-0.0,-0.3540130870537563,1.0,-0.0,-4.017311355918165,-2.9116209724177917,0.0
2019-05-20,-0.0,-0.32482082543866875,1.0,-0.0,-4.007990773539831,-2.905016887717275,0.0
2019-05-21,-0.0,-0.3276655166748809,1.0,-0.0,-3.9894857893872184,-2.8971578774437328,0.0
2019-05-22,-0.0,-0.30330354947126814,1.0,-0.0,-4.005820149192557,-2.8882695302893677,0.0
2019-05-23,-0.0,-0.29602091674156383,1.0,-0.0,-4.02148868371599,-2.8530925729226246,0.0
2019-05-24,-0.0,-0.20608880182827294,1.0,-0.0,-4.0683153770812925,-2.8875285667646096,0.0
2019-05-28,-0.0,-0.1909424724602203,1.0,-0.0,-4.072868217054263,-2.896124031007752,0.0
2019-05-29,-0.0,-0.2190786791683653,1.0,-0.0,-4.0953933958418265,-2.838809620872401,0.0
2019-05-30,-0.0,-0.2115337821396707,1.0,-0.0,-4.068943142185092,-2.8304809798037147,0.0
2019-05-31,-0.0,-0.20496691446777224,1.0,-0.0,-4.1234376276448,-2.8408626746180867,0.0
2019-06-03,-0.0,-0.2371210253882179,1.0,-0.0,-4.2336701996549175,-2.7454605209103606,0.0
2019-06-04,-0.0,-0.24288489147876025,1.0,-0.0,-4.2748078709568444,-2.9276243560510093,0.0
2019-06-05,-0.0,-0.22836110661705228,1.0,-0.0,-4.162756835463517,-2.698107102410613,0.0
2019-06-06,-0.0,-0.2558289632916499,1.0,-0.0,-4.101815248083905,-2.710205728116176,0.0
2019-06-07,-0.0,-0.3054548384497623,1.0,-0.0,-4.057126742405931,-2.694786882604142,0.0
2019-06-10,-0.0,-0.31478190630048464,1.0,-0.0,-4.03578352180937,-2.7269789983844914,0.0
2019-06-11,-0.0,-0.32505381685709556,1.0,-0.0,-4.183391289948667,-2.7711541645967874,0.0
2019-06-12,-0.0,-0.332864121884574,1.0,-0.0,-4.180425602384698,-2.7668295106400596,0.0
2019-06-13,-0.0,-0.3961509622594352,1.0,-0.0035824377239023577,-4.191535449470965,-2.7399816712488545,0.0
2019-06-14,-0.0,-0.38551421231457694,1.0,-0.035468633463164,-4.169636197895086,-2.6964448495897906,0.0
2019-06-17,-0.0,-0.38127476882430644,1.0,-0.03533685601056803,-4.146218626155878,-2.6935270805812412,0.0
2019-06-18,-0.0,-0.41036877790639986,1.0,-0.03373573672895651,-4.142550024805689,-2.681991069952042,0.0
2019-06-19,-0.0,-0.37030900505343384,1.0,-0.09584955678899842,-4.162621158147626,-2.6554552232623645,0.0
2019-06-20,-0.0,-0.3966146697643545,1.0,-0.08911384002655161,-4.154248257550614,-2.657318287421175,0.0
2019-06-21,-0.0,-0.4134184773594294,1.0,-0.08956709238679715,-4.131116271355117,-2.659147453972466,0.0
2019-06-24,-0.0,-0.3603796945934792,1.0,-0.10573669005365251,-4.072307057366901,-2.715806851011143,0.0
2019-06-25,-0.0,-0.3056127915602077,1.0,-0.11728344185279815,-4.0934641061567625,-2.7256243303387455,0.0
2019-06-26,-0.0,-0.30562958027981346,1.0,-0.12058627581612258,-4.136658894070619,-2.764823451032645,0.0
2019-06-27,-0.0,-0.28529827772693234,1.0,-0.17206090356934853,-4.124635993011066,-2.7381645727597967,0.0
2019-06-28,-0.0,-0.21640299750208158,1.0,-0.18800999167360533,-4.1751873438801,-2.746794338051624,0.0
2019-07-01,-0.0,-0.18531177059019674,1.0,-0.20715238412804268,-4.2204901633877965,-2.7230743581193733,0.0
2019-07-02,-0.0,-0.2090924285475514,1.0,-0.18895203075380246,-4.2221293665385256,-2.7368377068360354,0.0
2019-07-03,-0.0,-0.1938860971524288,1.0,-0.2041038525963149,-4.23643216080402,-2.740787269681742,0.0
2019-07-05,-0.0,-0.18604651162790697,1.0,-0.197632440601125,-4.24699857274788,-2.7650071362606,0.0
2019-07-08,-0.0,-0.18659283496937662,1.0,-0.19439550297843777,-4.240708113096736,-2.768185250440473,0.0
2019-07-09,-0.0,-0.16961071578066136,1.0,-0.19280033486814566,-4.237086647132692,-2.7722059439095856,0.0
2019-07-10,-0.0,-0.15426512485336014,1.0,-0.18836936483995306,-4.256494050611698,-2.7802916038210155,0.0
2019-07-11,-0.0,-0.14210084033613446,1.0,-0.20722689075630255,-4.275294117647059,-2.778655462184874,0.0
2019-07-12,-0.0,-0.18501348617666893,1.0,-0.19967970330411328,-4.270229265003372,-2.773937963587323,0.0
2019-07-15,-0.0,-0.24259508582968697,1.0,-0.25084146751935377,-4.2290474587680915,-2.692191181420397,0.0
2019-07-16,-0.0,-0.24528619528619527,1.0,-0.2617845117845118,-4.223737373737373,-2.6867845117845115,0.0
2019-07-17,-0.0,-0.28666326009197757,1.0,-0.243655254641458,-4.274058933742122,-2.71214443876682,0.0
2019-07-18,-0.0,-0.2908017024233476,1.0,-0.2735168939459741,-4.375314861460957,-2.7461130895509425,0.0
2019-07-19,-0.0,-0.2937538113076052,1.0,-0.2881784127537242,-4.3733774719052185,-2.7561634288701105,0.0
2019-07-22,-0.0,-0.27266381642090565,1.0,-0.27798621411744173,-4.389931070587209,-2.7846610243434253,0.0
2019-07-23,-0.0,-0.28721465150594566,1.0,-0.28018401180453084,-4.355524694036976,-2.756878743164656,0.0
2019-07-24,-0.0,-0.2868297761582509,1.0,-0.32535137948984905,-4.341922609751865,-2.721933020996009,0.0
2019-07-25,-0.0,-0.2532837884548911,1.0,-0.3408226754234359,-4.353525751814725,-2.693829934324231,0.0
2019-07-26,-0.0,-0.2301060436244504,1.0,-0.3410638848176567,-4.357358392964911,-2.6928183464091733,0.0
2019-07-29,-0.0,-0.18886406599072006,1.0,-0.3455061007045884,-4.332187661110156,-2.725983846021653,0.0
2019-07-30,-0.0,-0.16381987577639753,1.0,-0.3534334023464458,-4.3526570048309186,-2.756728778467909,0.0
2019-07-31,-0.0,-0.2497387669801463,1.0,-0.34622082897944967,-4.363636363636364,-2.748171368861024,0.0
2019-08-01,-0.0,-0.24225157558490892,1.0,-0.337995337995338,-4.325735992402659,-2.727359060692394,0.0
2019-08-02,-0.0,-0.18119022316684377,1.0,-0.4333156216790648,-4.446953595465816,-2.794367693942614,0.0
2019-08-05,-0.0,-0.17570537048431045,1.0,-0.42647446602795114,-4.422167530983563,-2.7653159883976444,0.0
2019-08-06,-0.0,-0.181211635975447,1.0,-0.4292322747086558,-4.402366337514456,-2.883195445245085,0.0
2019-08-07,-0.0,-0.23343736067766382,1.0,-0.36406598305840393,-4.392064199732501,-2.9269728042799823,0.0
2019-08-08,-0.0,-0.23766175814368587,1.0,-0.37447568049977686,-4.394020526550647,-2.9184292726461405,0.0
2019-08-09,-0.0,-0.1770438082097275,1.0,-0.3560710589858572,-4.221541911003794,-2.8690927906174544,0.0
2019-08-12,-0.0,-0.1550861118181047,1.0,-0.35004666157631287,-4.183761771443115,-2.7950284211419363,0.0
2019-08-13,-0.0,-0.10470344112052567,1.0,-0.3390973543143697,-4.321372989797683,-2.880944146636694,0.0
2019-08-14,-0.0,-0.15531310981018273,1.0,-0.3427354976051091,-4.408461947844598,-2.963455738868192,0.0
2019-08-15,-0.0,-0.25522204669124104,1.0,-0.408899420747762,-4.376689485694225,-2.735650342285413,0.0
2019-08-16,-0.0,-0.2584240084240084,1.0,-0.4118989118989119,-4.369252369252369,-2.7354334854334854,0.0
2019-08-19,-0.0,-0.16001081763274136,1.0,-0.46065086090327234,-4.5917245109528535,-2.8023979085910034,0.0
2019-08-20,-0.0,-0.1720313767919935,1.0,-0.48075015778559194,-4.597872148588946,-2.7656658551979083,0.0
2019-08-21,-0.0,-0.1926102066947137,1.0,-0.509145783793671,-4.67742820559722,-2.766599597585513,0.0
2019-08-22,-0.0,-0.2032505478451424,1.0,-0.4912344777209642,-4.679967129291453,-2.756300219138057,0.0
2019-08-23,-0.0,-0.20127970749542964,1.0,-0.4955210237659964,-4.684460694698355,-2.7595063985374773,0.0
2019-08-26,-0.0,-0.11281088690755513,1.0,-0.5352416705771937,-4.919755983106523,-2.817362740497419,0.0
2019-08-27,-0.0,-0.09452080587459989,1.0,-0.5232536245528149,-4.937205799284504,-2.8594426661645644,0.0
2019-08-28,-0.0,-0.0057231545251721794,1.0,-0.6149966049083325,-5.167814530992336,-2.9116306140265786,0.0
2019-08-29,-0.0,-0.0,1.0,-0.6350294486820508,-5.153519358887708,-2.8667567828521774,0.0
2019-08-30,-0.0,-0.0,1.0,-0.6613155833985904,-5.272905246671888,-2.8543461237274865,0.0
2019-09-03,-0.0,-0.0,1.0,-0.7280069224113065,-5.126910873954428,-2.759638496298433,0.0
2019-09-04,-0.0,-0.0,1.0,-0.7465487069803617,-5.179953334629594,-2.7954501263853784,0.0
2019-09-05,-0.0,-0.0,1.0,-0.7492850333651097,-5.103813155386082,-2.6797902764537658,0.0
2019-09-06,-0.0,-0.0,1.0,-0.8820476287400774,-5.566761652757989,-2.728271931610014,0.0
2019-09-09,-0.0,-0.0,1.0,-0.9049881235154394,-5.6665289682949505,-2.755860786946194,0.0
2019-09-10,-0.0,-0.0,1.0,-1.013584983926164,-5.703826609976148,-2.6528051436275017,0.0
2019-09-11,-0.0,-0.0,1.0,-1.0505699481865285,-5.69740932642487,-2.6147150259067358,0.0
2019-09-12,-0.0,-0.0,1.0,-1.057275064267352,-5.64771208226221,-2.577686375321337,0.0
2019-09-13,-0.0,-0.0,1.0,-1.0305676855895196,-5.7164691203992515,-2.6501351632356,0.0
2019-09-16,-0.0,-0.0,1.0,-1.023083264633141,-5.665292662819456,-2.6166529266281944,0.0
2019-09-17,-0.0,-0.0,1.0,-1.0208354822073233,-5.682310469314079,-2.611449200618876,0.0
2019-09-18,-0.0,-0.0,1.0,-1.0365310980026907,-5.702887302080099,-2.6094380627134433,0.0
