Date,ALB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4822617801047121,-1.0425968586387435,-0.07421989528795812,-0.8381151832460734,-0.7513298429319373,0.0
2018-09-25,1.0,-0.48348474065391217,-1.0407753171180978,-0.07665257252899066,-0.8364800937748565,-0.7490266672248503,0.0
2018-09-26,1.0,-0.4838180901143242,-1.0438802958977809,-0.0707380632145259,-0.8427622730329523,-0.761894754539341,0.0
2018-09-27,1.0,-0.4846283074338513,-1.0401091978160437,-0.07177656446871063,-0.84212515749685,-0.7612347753044939,0.0
2018-09-28,1.0,-0.482442876344086,-1.042002688172043,-0.07258064516129031,-0.8419018817204301,-0.7613407258064516,0.0
2018-10-01,1.0,-0.48523969722455845,-1.041084945332212,-0.07232968881412952,-0.8442809083263246,-0.7622792262405381,0.0
2018-10-02,1.0,-0.4885287307935171,-1.0202904651652283,-0.08031993264575878,-0.8509366449168595,-0.7695222058513996,0.0
2018-10-03,1.0,-0.48893665444430395,-1.0064904960593417,-0.07784380663379273,-0.8591478062966241,-0.7821469212289796,0.0
2018-10-04,1.0,-0.48822088997720176,-1.0116946719581188,-0.07827408595794985,-0.8579751752089843,-0.7857806299079626,0.0
2018-10-05,1.0,-0.47056098382749323,-1.004127358490566,-0.05841475741239892,-0.8742840296495956,-0.804203167115903,0.0
2018-10-08,1.0,-0.46829165791132593,-1.0002941794494642,-0.05496953141416264,-0.8761084261399453,-0.802899768859004,0.0
2018-10-09,1.0,-0.46895884998528853,-1.0006725232230675,-0.056155689126140135,-0.8756672691353873,-0.8018158127022824,0.0
2018-10-10,1.0,-0.47356959863364645,-1.0277540563620837,-0.04748078565328779,-0.89133219470538,-0.8297181895815542,0.0
2018-10-11,1.0,-0.3933637494815429,-1.0237660721692243,-0.0,-0.8754458730817088,-0.8550394027374533,0.0
2018-10-12,1.0,-0.4003682487725041,-1.0139525368248772,-0.0,-0.8509819967266775,-0.8263502454991817,0.0
2018-10-15,1.0,-0.3759435309478151,-1.0333754947162266,-0.0,-0.8453221265657513,-0.8254926761597781,0.0
2018-10-16,1.0,-0.36840169962412156,-1.0484964863539794,-0.0,-0.8442964536689002,-0.8243994116685732,0.0
2018-10-17,1.0,-0.3395840025698683,-0.9977112110504336,-0.0,-0.8399453902987472,-0.8381786058464503,0.0
2018-10-18,1.0,-0.3395309613685648,-0.9981929162316281,-0.0,-0.8397719058710144,-0.8382459240221669,0.0
2018-10-19,1.0,-0.31691375737286787,-0.983142037302726,-0.0,-0.8451697752271642,-0.8401084010840109,0.0
2018-10-22,1.0,-0.3169468568241574,-0.9743845111943271,-0.0,-0.8488965022707353,-0.8435184447454386,0.0
2018-10-23,1.0,-0.3277529167332588,-0.97914335943743,-0.0,-0.8454131372862395,-0.8432155985296468,0.0
2018-10-24,1.0,-0.3251377025624651,-0.9766903488464916,-0.0,-0.8455735611080067,-0.8439770096591364,0.0
2018-10-25,1.0,-0.2808269371697458,-0.917961970146951,-0.0,-0.8530875149458094,-0.8051452154125043,0.0
2018-10-26,1.0,-0.26224695970416684,-0.9012237428996226,-0.0,-0.8555907132781823,-0.7932598833441348,0.0
2018-10-29,1.0,-0.23418874800698505,-0.9146609976463442,-0.0,-0.8448485308632602,-0.8025206893933643,0.0
2018-10-30,1.0,-0.22402277039848195,-0.9148387096774193,-0.0,-0.845313092979127,-0.8108918406072105,0.0
2018-10-31,1.0,-0.22728984633925883,-0.8942829165411269,-0.0,-0.8406523049111179,-0.804007231093703,0.0
2018-11-01,1.0,-0.2266154541346588,-0.8946754029221268,-0.0,-0.8404503690314806,-0.8038861274288296,0.0
2018-11-02,1.0,-0.22636844307505039,-0.9199284871999696,-0.0,-0.843470653124881,-0.8141047586442998,0.0
2018-11-05,1.0,-0.2202170188463735,-0.9397677517608986,-0.0,-0.8465257947839331,-0.800837616600038,0.0
2018-11-06,1.0,-0.225199847735059,-0.9433955081842406,-0.0,-0.8427864484202513,-0.7952417205938334,0.0
2018-11-07,1.0,-0.22501332115399256,-0.9433280048717364,-0.0,-0.8425820202481541,-0.7951206515947326,0.0
2018-11-08,1.0,-0.18779271793322255,-0.948934884423629,-0.0,-0.8335095935941985,-0.8067683940172232,0.0
2018-11-09,1.0,-0.18995724070079842,-0.9509592462254511,-0.0,-0.8341090551330078,-0.8089453967533204,0.0
2018-11-12,1.0,-0.18893295561850804,-0.9463644948064212,-0.0,-0.8344853635505194,-0.8073276676109539,0.0
2018-11-13,1.0,-0.17317952957090255,-0.9445404674231608,-0.0,-0.834823776959495,-0.8048395581273015,0.0
2018-11-14,1.0,-0.1756761840273859,-0.9443253206936763,-0.0,-0.8366249106571868,-0.8051762404544257,0.0
2018-11-15,1.0,-0.1750300932891965,-0.9485404754739692,-0.0,-0.8444176948540475,-0.7936728859464339,0.0
2018-11-16,1.0,-0.17522363376681951,-0.9462151394422309,-0.0,-0.8432684356911975,-0.7938059084417048,0.0
2018-11-19,1.0,-0.18250291869092006,-0.9466350318231461,-0.0,-0.8421647271494748,-0.7947124618687155,0.0
2018-11-20,1.0,-0.13988473916623007,-0.9382905471147369,-0.0,-0.8475039293466058,-0.8165556470324077,0.0
2018-11-21,1.0,-0.13919155107656836,-0.9332862295935445,-0.0,-0.8441114127403221,-0.8021271057231044,0.0
2018-11-23,1.0,-0.14119570467803663,-0.9174005127633487,-0.0,-0.852264704789507,-0.8047783599004199,0.0
2018-11-26,1.0,-0.13980575298626874,-0.9291482156811669,-0.0,-0.8502214118259962,-0.8020317791091429,0.0
2018-11-27,1.0,-0.12688586573748006,-0.9364643955962487,-0.0,-0.8462764577232457,-0.7972717500092671,0.0
2018-11-28,1.0,-0.1259366421841383,-0.9437643742117368,-0.0,-0.8437569552637436,-0.7960160249276653,0.0
2018-11-29,1.0,-0.09225972120322816,-0.9305942773294205,-0.0,-0.8419662509170946,-0.803558327219369,0.0
2018-11-30,1.0,-0.09209271620333015,-0.9308662803491526,-0.0,-0.8428445683268538,-0.8018044450964571,0.0
2018-12-03,1.0,-0.08955278592375367,-0.9317815249266863,-0.0,-0.842925219941349,-0.8014296187683284,0.0
2018-12-04,1.0,-0.08539753393582379,-0.9324942373129412,-0.0,-0.8409132486919615,-0.8000804946763749,0.0
2018-12-06,1.0,-0.0757716490425836,-0.8850385824521292,-0.0,-0.8355601600457273,-0.7760431551871964,0.0
2018-12-07,1.0,-0.06858779309110435,-0.8884911401467693,-0.0,-0.8391981385358869,-0.7834616073026669,0.0
2018-12-10,1.0,-0.04538041551442956,-0.8907679217187832,-0.0,-0.839112245621499,-0.7701198326597178,0.0
2018-12-11,1.0,-0.052835005850856355,-0.8883372930037943,-0.0,-0.8412467642991384,-0.7635544838835503,0.0
2018-12-12,1.0,-0.05368794326241136,-0.8881205673758866,-0.0,-0.8413475177304965,-0.7629078014184398,0.0
2018-12-13,1.0,-0.053124003260445835,-0.8829429067583372,-0.0,-0.8473969592798668,-0.7604989899705852,0.0
2018-12-14,1.0,-0.05691719203796841,-0.8731671034922435,-0.0,-0.8517744563292485,-0.7600056669264008,0.0
2018-12-17,1.0,-0.05164119977362761,-0.8731607243916242,-0.0,-0.8500282965478211,-0.7622382569326541,0.0
2018-12-18,1.0,-0.04837054598209547,-0.8748805774742578,-0.0,-0.8522699126004034,-0.7629241711192103,0.0
2018-12-19,1.0,-0.05309170707535483,-0.8738541039889569,-0.0,-0.8502813860474994,-0.762255335716561,0.0
2018-12-20,1.0,-0.05190689157305349,-0.8601964996302426,-0.0,-0.8534000070429975,-0.7559953516216502,0.0
2018-12-21,1.0,-0.04800648069878839,-0.861545505776275,-0.0,-0.8556283460129614,-0.7569737954353338,0.0
2018-12-24,1.0,-0.02837946600412919,-0.8423907338069075,-0.0,-0.8526087412954473,-0.7759386919550687,0.0
2018-12-26,1.0,-0.02799458840670205,-0.8485794567592881,-0.0,-0.8301592257258819,-0.7622367918964859,0.0
2018-12-27,1.0,-0.0,-0.814854538141842,-0.0,-0.7686016892344818,-0.7681994905483308,0.0
2018-12-28,1.0,-0.0,-0.8152181196810293,-0.0,-0.7679421027943443,-0.7673725122294445,0.0
2018-12-31,1.0,-0.0,-0.8135848803699484,-0.0,-0.7689833121104482,-0.7684471550164198,0.0
2019-01-02,1.0,-0.0,-0.812433047670059,-0.0,-0.7662024638457419,-0.7689809855382967,0.0
2019-01-03,1.0,-0.0,-0.8124602457232768,-0.0,-0.7660272505105287,-0.7692410699340498,0.0
2019-01-04,1.0,-0.0043927823207406905,-0.8160437926606745,-0.0,-0.7852605257822532,-0.7733662228830168,0.0
2019-01-07,1.0,-0.0,-0.7959414881210223,-0.0,-0.7778148012395455,-0.7583552697344307,0.0
2019-01-08,1.0,-0.0,-0.7820086464915197,-0.0,-0.7876288659793814,-0.7559028932490854,0.0
2019-01-09,1.0,-0.0,-0.7740510742868528,-0.0,-0.786836250124531,-0.7599375684920133,0.0
2019-01-10,1.0,-0.0,-0.7704618653916393,-0.0,-0.7913802835607796,-0.7585416874190656,0.0
2019-01-11,1.0,-0.004473309254779814,-0.7411445044567415,-0.0,-0.7918751449683554,-0.7760694522681335,0.0
2019-01-14,1.0,-0.01029017635575555,-0.7392383284253714,-0.0,-0.786983423220726,-0.7722264500545941,0.0
2019-01-15,1.0,-0.00606120826709062,-0.7336049284578695,-0.0,-0.7860029146793852,-0.7864666136724959,0.0
2019-01-16,1.0,-0.0,-0.742759681626647,-0.0,-0.7675071901545047,-0.8340244799678951,0.0
2019-01-17,1.0,-0.0,-0.7451863716755098,-0.0,-0.7634731538025161,-0.8283445122968599,0.0
2019-01-18,1.0,-0.0,-0.745118432530363,-0.0,-0.7682010333489901,-0.841709722874589,0.0
2019-01-22,1.0,-0.0,-0.7272232613501106,-0.0,-0.8124808706002381,-0.8610440401292299,0.0
2019-01-23,1.0,-0.0,-0.7060726814481796,-0.0,-0.8202377303225367,-0.8796021933857838,0.0
2019-01-24,1.0,-0.0,-0.7137205415913509,-0.0,-0.8121141843729749,-0.8846901538146721,0.0
2019-01-25,1.0,-0.0,-0.6425746009715475,-0.0,-0.8832755031228313,-0.9439625260235948,0.0
2019-01-28,1.0,-0.0,-0.6466123529002159,-0.0,-0.8870552189958918,-0.9479493071513128,0.0
2019-01-29,1.0,-0.0,-0.6502487043027583,-0.0,-0.8729694945911163,-0.9551636578663605,0.0
2019-01-30,1.0,-0.0,-0.6407258344320311,-0.0,-0.8593088612865173,-0.9695371591145654,0.0
2019-01-31,1.0,-0.0,-0.6435516355302451,-0.0,-0.8532884228071393,-0.9756233071741093,0.0
2019-02-01,1.0,-0.0,-0.6420566908371786,-0.0,-0.8494258057801062,-0.9779689831037714,0.0
2019-02-04,1.0,-0.0,-0.6491464976974481,-0.0,-0.8415567328001107,-0.9717807555140058,0.0
2019-02-05,1.0,-0.0,-0.6466002000896954,-0.0,-0.8214716942077482,-0.9817504398523476,0.0
2019-02-06,1.0,-0.0,-0.650983097619869,-0.0,-0.8142807864780959,-0.9842014487754399,0.0
2019-02-07,1.0,-0.0,-0.6504934778107531,-0.0,-0.8076126716819656,-0.9927531230588723,0.0
2019-02-08,1.0,-0.0,-0.6547635413802585,-0.0,-0.8050591146549354,-0.977075886719824,0.0
2019-02-11,1.0,-0.0,-0.5772834895121219,-0.0,-0.7711341581351918,-0.9863274085437022,0.0
2019-02-12,1.0,-0.0,-0.5843554192774297,-0.0,-0.7789628049593389,-0.9695707239034796,0.0
2019-02-13,1.0,-0.0,-0.5174424161330402,-0.0,-0.7365956226703623,-0.9317913918888783,0.0
2019-02-14,1.0,-0.0,-0.5385956017491602,-0.0,-0.7110399898599404,-0.919101337220356,0.0
2019-02-15,1.0,-0.0,-0.5651470961197058,-0.0,-0.6974067968551864,-0.9076211006847578,0.0
2019-02-19,1.0,-0.0,-0.5555661124307205,-0.0,-0.7058115597783057,-0.9056848772763263,0.0
2019-02-20,1.0,-0.0,-0.5283786340417481,-0.0,-0.711736141767043,-0.913098316201047,0.0
2019-02-21,1.0,-0.0,-0.5280966195761857,-0.0,-0.7131685166498486,-0.9121468213925328,0.0
2019-02-22,1.0,-0.0,-0.5484092694422623,-0.0,-0.8045954438334643,-0.9201034302173344,0.0
2019-02-25,1.0,-0.0,-0.5427933840903124,-0.0,-0.8112693620372802,-0.9276384877920714,0.0
2019-02-26,1.0,-0.0,-0.5361927647387998,-0.0,-0.8174067612495474,-0.938148062806544,0.0
2019-02-27,1.0,-0.0,-0.5365974120048731,-0.0,-0.8251292351256133,-0.9308880181752331,0.0
2019-02-28,1.0,-0.0,-0.5465674981899559,-0.0,-0.8332455736194301,-0.9111761995655894,0.0
2019-03-01,1.0,-0.0,-0.5392295313474992,-0.0,-0.8353968931656212,-0.9095208381227627,0.0
2019-03-04,1.0,-0.0,-0.531270529496781,-0.0,-0.8296544475101828,-0.9237945079490212,0.0
2019-03-05,1.0,-0.0,-0.5331948154744237,-0.0,-0.8335147257676199,-0.9313347185119224,0.0
2019-03-06,1.0,-0.0,-0.5278390569951599,-0.0,-0.833591254815449,-0.9311843534951105,0.0
2019-03-07,1.0,-0.0,-0.4939486372134213,-0.0,-0.8530617599790088,-0.9328610318475516,0.0
2019-03-08,1.0,-0.0,-0.48381663253847684,-0.0,-0.8751238523020014,-0.9437875685316072,0.0
2019-03-11,1.0,-0.0,-0.4785828662930344,-0.0,-0.8791366426474512,-0.9782826261008807,0.0
2019-03-12,1.0,-0.0,-0.44040751610835605,-0.0,-0.898896872786155,-1.0342070640623418,0.0
2019-03-13,1.0,-0.0,-0.45587039045553146,-0.0,-0.9045553145336225,-1.0289452277657267,0.0
2019-03-14,1.0,-0.0,-0.46248070340291286,-0.0,-0.872105510436942,-1.0213437143432444,0.0
2019-03-15,1.0,-0.0,-0.46651022460610125,-0.0,-0.8677170633590345,-1.0181025812939994,0.0
2019-03-18,1.0,-0.0,-0.4741663859885483,-0.0,-0.8727180868979455,-1.0212529471202425,0.0
2019-03-19,1.0,-0.0,-0.4769095638660856,-0.0,-0.8708489578054796,-1.030471943515422,0.0
2019-03-20,1.0,-0.0,-0.48770075218540354,-0.0,-0.8689435522125093,-1.0315443518330283,0.0
2019-03-21,1.0,-0.0,-0.47837312231759654,-0.0,-0.8608167918454936,-1.013780847639485,0.0
2019-03-22,1.0,-0.0,-0.47796314323117717,-0.0,-0.8753986103185526,-1.0033231512873015,0.0
2019-03-25,1.0,-0.0,-0.4291948432659316,-0.0,-0.8983976814684033,-1.00363103367867,0.0
2019-03-26,1.0,-0.0,-0.42796823162762637,-0.0,-0.8942059582453672,-1.0289199423611808,0.0
2019-03-27,1.0,-0.0,-0.40310155412647375,-0.0,-0.9139871382636656,-1.0322883172561628,0.0
2019-03-28,1.0,-0.0,-0.39765944604654285,-0.0,-0.9100999262289585,-1.0455033196968682,0.0
2019-03-29,1.0,-0.0,-0.40596705756573453,-0.0,-0.8972302963482677,-1.037820320069493,0.0
2019-04-01,1.0,-0.0,-0.40937040502606603,-0.0,-0.8970057478946665,-1.0354230717818473,0.0
2019-04-02,1.0,-0.0,-0.4172596973037987,-0.0,-0.9079549630817546,-1.015803013597942,0.0
2019-04-03,1.0,-0.0,-0.41452677916360964,-0.0,-0.9043887147335422,-1.016007470152738,0.0
2019-04-04,1.0,-0.0,-0.4144565435232815,-0.0,-0.8926782016166744,-1.0331017436034473,0.0
2019-04-05,1.0,-0.0,-0.4107722692732568,-0.0,-0.8934824088641917,-1.0432162822615738,0.0
2019-04-08,1.0,-0.0,-0.40688570663811563,-0.0,-0.8944726980728053,-1.0444994646680943,0.0
2019-04-09,1.0,-0.0,-0.4006437120729541,-0.0,-0.9078687095584538,-1.0441546250041909,0.0
