Date,IWF,IWM,MTUM,SPY,SSB,VLUE,VXX
2018-09-24,-0.14685605764978277,-0.6281380889201071,-0.08728114675199668,-0.36049324904393976,1.0,-0.37875595098727854,0.0
2018-09-25,-0.145749093470378,-0.6320663657944852,-0.08373985860746615,-0.3639944695171262,1.0,-0.383168549291733,0.0
2018-09-26,-0.1455517871119228,-0.6319593008087661,-0.08322462822854161,-0.3642055830941821,1.0,-0.383981215757892,0.0
2018-09-27,-0.14650744400698773,-0.629025108857195,-0.08403514718535708,-0.36403931895809977,1.0,-0.38375094516726205,0.0
2018-09-28,-0.14354767068168162,-0.6341546259765369,-0.0845765944660727,-0.3653489405063622,1.0,-0.3851801531105479,0.0
2018-10-01,-0.14304025950244592,-0.6364349805111571,-0.08496612342061893,-0.3654746645041463,1.0,-0.386036047819604,0.0
2018-10-02,-0.14324338513229734,-0.6533756824863503,-0.08021839563208735,-0.3641327173456531,1.0,-0.3840035699286014,0.0
2018-10-03,-0.14311204408291786,-0.6503017580687483,-0.07990028863815272,-0.36499606402519025,1.0,-0.3856730516924692,0.0
2018-10-04,-0.14165764528820005,-0.6620283579330922,-0.07931771974757743,-0.36358355556729066,1.0,-0.39381617511155703,0.0
2018-10-05,-0.13147095959595959,-0.6585911195286195,-0.07118055555555555,-0.36855534511784516,1.0,-0.4006734006734007,0.0
2018-10-08,-0.13031600514854608,-0.6571488612782054,-0.0696367122855867,-0.3695132522524889,1.0,-0.4001681157897502,0.0
2018-10-09,-0.12821793894133424,-0.6587078282363459,-0.06339898498514292,-0.3736359094375345,1.0,-0.4056115070078098,0.0
2018-10-10,-0.12851585090163506,-0.6581672887860786,-0.0639556279901162,-0.37377109510540985,1.0,-0.40426370853267446,0.0
2018-10-11,-0.09562715173937619,-0.6617594162684344,-0.02682287652227532,-0.36750423924772624,1.0,-0.41752736241714195,0.0
2018-10-12,-0.09205813120458499,-0.6639289734929894,-0.02330877085252277,-0.3645225667792447,1.0,-0.4147477228533415,0.0
2018-10-15,-0.07503008885815984,-0.6962689815881794,-0.0,-0.3674169675552482,1.0,-0.42201224040357477,0.0
2018-10-16,-0.07153834332257569,-0.7022181240715127,-0.0,-0.366502740638287,1.0,-0.4210593719584038,0.0
2018-10-17,-0.05664003236573278,-0.6769495296854455,-0.0,-0.36522706584403763,1.0,-0.4297815313037322,0.0
2018-10-18,-0.05643489254108723,-0.6769152970922883,-0.0,-0.3653097345132743,1.0,-0.42978508217446265,0.0
2018-10-19,-0.04573438874230431,-0.6726724462872219,-0.0,-0.36517150395778364,1.0,-0.4293252921221259,0.0
2018-10-22,-0.048434776017585085,-0.6866267465069861,-0.0,-0.36357664417999447,1.0,-0.42795421814598655,0.0
2018-10-23,-0.042480083483926796,-0.6922548295960701,-0.0,-0.3746341215098373,1.0,-0.43589808852350526,0.0
2018-10-24,-0.04890078178288473,-0.7312555747940604,-0.0,-0.3939870927121045,1.0,-0.4492890497927488,0.0
2018-10-25,-0.05767426902152065,-0.7559295687829978,-0.0,-0.4004234449119609,1.0,-0.46603060595502904,0.0
2018-10-26,-0.04075168356889989,-0.7475578269317787,-0.0,-0.4120684606989805,1.0,-0.4613644227953898,0.0
2018-10-29,-0.02142781372653018,-0.758486262861992,-0.0,-0.4040521905166012,1.0,-0.4679908772674233,0.0
2018-10-30,-0.0,-0.7714062120517041,-0.0,-0.41554901907871655,1.0,-0.5115902528537118,0.0
2018-10-31,-0.0,-0.7601116508762984,-0.0,-0.41479910894012184,1.0,-0.5090045358168497,0.0
2018-11-01,-0.0,-0.760238312489936,-0.0,-0.4146046911062208,1.0,-0.5088830443883849,0.0
2018-11-02,-0.0,-0.7369967675580371,-0.0,-0.4269494830764299,1.0,-0.5074933881868939,0.0
2018-11-05,-0.0,-0.7500334179922471,-0.0,-0.4271888784921802,1.0,-0.49624381767143433,0.0
2018-11-06,-0.0,-0.7464675226991888,-0.0,-0.43391715467683883,1.0,-0.5059098479557299,0.0
2018-11-07,-0.0,-0.7466745492166715,-0.0,-0.4343912073737672,1.0,-0.5061671996345363,0.0
2018-11-08,-0.0,-0.7439017880971444,-0.0,-0.4191353082465973,1.0,-0.5057646116893515,0.0
2018-11-09,-0.0,-0.7437012917689761,-0.0,-0.419798227821074,1.0,-0.5054446460980035,0.0
2018-11-12,-0.0,-0.7370774554165558,-0.0,-0.4210274154910833,1.0,-0.5035932925206282,0.0
2018-11-13,-0.0,-0.7343551461245235,-0.0,-0.41439008894536217,1.0,-0.49843816179584927,0.0
2018-11-14,-0.0,-0.7339845404489623,-0.0,-0.414866581956798,1.0,-0.49833227445997463,0.0
2018-11-15,-0.0,-0.7342348302416046,-0.0,-0.4145121596231708,1.0,-0.49752573500224934,0.0
2018-11-16,-0.0,-0.7412959124009993,-0.0,-0.4188061446871844,1.0,-0.49763461436240897,0.0
2018-11-19,-0.0,-0.7411767832465186,-0.0,-0.41862442861698734,1.0,-0.49779419581162965,0.0
2018-11-20,-0.0,-0.7278258339285242,-0.0,-0.40888289289209856,1.0,-0.5086104277438299,0.0
2018-11-21,-0.0,-0.7273491475556256,-0.0,-0.41111724065463523,1.0,-0.48845456694774997,0.0
2018-11-23,-0.0,-0.7189796346840226,-0.0,-0.41557316817132056,1.0,-0.48984358597522576,0.0
2018-11-26,-0.0,-0.7205184038617939,-0.0,-0.4143295642364299,1.0,-0.4886271217566965,0.0
2018-11-27,-0.0,-0.7217825686867358,-0.0,-0.41664256605757855,1.0,-0.490758511896937,0.0
2018-11-28,-0.0,-0.7152216813577161,-0.0,-0.4219444809893435,1.0,-0.4940665701881331,0.0
2018-11-29,-0.0,-0.7063882063882064,-0.0,-0.41520727690940457,1.0,-0.4922630560928434,0.0
2018-11-30,-0.0,-0.706620646375902,-0.0,-0.4148363141930761,1.0,-0.49333228741763413,0.0
2018-12-03,-0.0,-0.7067747842008893,-0.0,-0.4152759612869475,1.0,-0.4936960502223385,0.0
2018-12-04,-0.0,-0.7129184100418409,-0.0,-0.4098849372384937,1.0,-0.4922594142259414,0.0
2018-12-06,-0.0,-0.6966660640962735,-0.0,-0.4036877308059809,1.0,-0.48209074710120603,0.0
2018-12-07,-0.0,-0.6977719121186243,-0.0,-0.4034107082783428,1.0,-0.4866081825945191,0.0
2018-12-10,-0.0,-0.6991402540741691,-0.0,-0.396484024124214,1.0,-0.470781470550494,0.0
2018-12-11,-0.0,-0.7021282071077486,-0.0,-0.39059162613551557,1.0,-0.4806865848323426,0.0
2018-12-12,-0.0,-0.7028516963342694,-0.0,-0.3900924804863598,1.0,-0.4830881784693063,0.0
2018-12-13,-0.0,-0.7027152352001649,-0.0,-0.3903086197125045,1.0,-0.48310062342212373,0.0
2018-12-14,-0.0,-0.7219703054958153,-0.0,-0.3835410566683078,1.0,-0.48560619801518407,0.0
2018-12-17,-0.0,-0.7225229892500972,-0.0,-0.3823597979536329,1.0,-0.4854293485299832,0.0
2018-12-18,-0.0,-0.7123993475390311,-0.0,-0.3814307536959843,1.0,-0.4953266188540507,0.0
2018-12-19,-0.0,-0.7210446433244361,-0.0,-0.3931543413408699,1.0,-0.5026430104150311,0.0
2018-12-20,-0.0,-0.7194895530974608,-0.0,-0.39350435396563893,1.0,-0.502000470698988,0.0
2018-12-21,-0.0,-0.7244078054888865,-0.0,-0.39987477825315665,1.0,-0.48450380882813315,0.0
2018-12-24,-0.0,-0.7135217921761026,-0.0,-0.3922332113282974,1.0,-0.49009682527321335,0.0
2018-12-26,-0.0,-0.7173845757028631,-0.0,-0.37910755738973434,1.0,-0.48282176940933713,0.0
2018-12-27,-0.0,-0.6964375819961651,-0.0,-0.34551922494701787,1.0,-0.48102734887476034,0.0
2018-12-28,-0.0,-0.7029142886004343,-0.0,-0.3443608263043588,1.0,-0.47813020859639377,0.0
2018-12-31,-0.0,-0.7091590109584188,-0.0,-0.34424113582871463,1.0,-0.4774378052792752,0.0
2019-01-02,-0.0,-0.7087285327667755,-0.0,-0.3430457546096062,1.0,-0.4775020866530086,0.0
2019-01-03,-0.0,-0.7090292539730741,-0.0,-0.3413554003441644,1.0,-0.4802358538313594,0.0
2019-01-04,-0.0,-0.7107013301088271,-0.0,-0.3275392986698912,1.0,-0.4809048770656993,0.0
2019-01-07,-0.0,-0.6987588475725253,-0.0,-0.3218522580001994,1.0,-0.4716628451799422,0.0
2019-01-08,-0.0,-0.6878250267486128,-0.0,-0.3303640299584463,1.0,-0.4700539948742193,0.0
2019-01-09,-0.0,-0.6788368336025848,-0.0,-0.3305331179321486,1.0,-0.4760283335404499,0.0
2019-01-10,-0.0,-0.6771084337349397,-0.0,-0.3319587628865979,1.0,-0.47512110296857535,0.0
2019-01-11,-0.0,-0.6741723829406502,-0.0,-0.33308479968187693,1.0,-0.4780793319415449,0.0
2019-01-14,-0.0,-0.6727774737575245,-0.0,-0.33520720362171036,1.0,-0.4794537585194767,0.0
2019-01-15,-0.0,-0.6644090670532077,-0.0,-0.34018943843250943,1.0,-0.49458925849099045,0.0
2019-01-16,-0.0,-0.6667000100030009,-0.0,-0.3402770831249375,1.0,-0.49377313193958183,0.0
2019-01-17,-0.0,-0.677674500617144,-0.0,-0.3430816897151061,1.0,-0.49817375752537846,0.0
2019-01-18,-0.0,-0.6648366939054318,-0.0,-0.34538416778404635,1.0,-0.5196700989197258,0.0
2019-01-22,-0.0,-0.739005808252244,-0.0,-0.2389429483794725,1.0,-0.5364461542329838,0.0
2019-01-23,-0.0,-0.7225692695214105,-0.0,-0.23992443324937027,1.0,-0.5563727959697733,0.0
2019-01-24,-0.0,-0.7208253552353119,-0.0,-0.24347475561826062,1.0,-0.5550992643353825,0.0
2019-01-25,-0.0,-0.739192134205058,-0.0,-0.20992347068065478,1.0,-0.58494247630632,0.0
2019-01-28,-0.0,-0.7343757906988513,-0.0,-0.21324831739284447,1.0,-0.5826122159809726,0.0
2019-01-29,-0.0,-0.7330335137332622,-0.0,-0.20519856696394542,1.0,-0.6025865792616307,0.0
2019-01-30,-0.0,-0.7328692294011534,-0.0,-0.20503569704514849,1.0,-0.6028100307426509,0.0
2019-01-31,-0.0,-0.7326677336585118,-0.0,-0.20704722709143106,1.0,-0.6007418133780454,0.0
2019-02-01,-0.0,-0.7310840792594293,-0.0,-0.2129905898554051,1.0,-0.6061000178512228,0.0
2019-02-04,-0.0,-0.7219056824540876,-0.0,-0.21023045225619374,1.0,-0.611487002085771,0.0
2019-02-05,-0.0,-0.7188724367781,-0.0,-0.2093064672060245,1.0,-0.6159619396529792,0.0
2019-02-06,-0.0,-0.7210468698286617,-0.0,-0.203314748338807,1.0,-0.6215280429746176,0.0
2019-02-07,-0.0,-0.7153744538156692,-0.0,-0.20518748094705822,1.0,-0.6198557057209633,0.0
2019-02-08,-0.0,-0.7251560310788435,-0.0,-0.2246083301490256,1.0,-0.5976818239714686,0.0
2019-02-11,-0.0,-0.7157856996517108,-0.0,-0.21857713583282112,1.0,-0.6265877893874207,0.0
2019-02-12,-0.0,-0.7191377012201374,-0.0,-0.22000922792986774,1.0,-0.6241669229980519,0.0
2019-02-13,-0.0,-0.7276781137878012,-0.0,-0.2181701691440287,1.0,-0.6169400307534598,0.0
2019-02-14,-0.0,-0.7052523436496726,-0.0,-0.24009246179529986,1.0,-0.6230383973288814,0.0
2019-02-15,-0.0,-0.7010696287154171,-0.0,-0.24380335287462718,1.0,-0.6263498920086393,0.0
2019-02-19,-0.0,-0.7030847667112988,-0.0,-0.24405191059841386,1.0,-0.6277937995674117,0.0
2019-02-20,-0.0,-0.6992266047950503,-0.0,-0.2442124258829595,1.0,-0.6345449858210879,0.0
2019-02-21,-0.0,-0.7053990306109225,-0.0,-0.2464943884295379,1.0,-0.6400559861071512,0.0
2019-02-22,-0.0,-0.7017443819496643,-0.0,-0.25592908426427513,1.0,-0.6342759389336721,0.0
2019-02-25,-0.0,-0.7022859074714587,-0.0,-0.2615920734403038,1.0,-0.6366993472550906,0.0
2019-02-26,-0.0,-0.7048101924076963,-0.0,-0.2607644305772231,1.0,-0.634529381175247,0.0
2019-02-27,-0.0,-0.7042345107423399,-0.0,-0.26551526816834,1.0,-0.6313010456224315,0.0
2019-02-28,-0.0,-0.7090186296671603,-0.0,-0.2700392340270741,1.0,-0.6191960921869722,0.0
2019-03-01,-0.0,-0.7121483674900647,-0.0,-0.27029273487623057,1.0,-0.6150289617912154,0.0
2019-03-04,-0.0,-0.7081050198665177,-0.0,-0.26371828498714517,1.0,-0.625133092684447,0.0
2019-03-05,-0.0,-0.6952219763051687,-0.0,-0.285952349954433,1.0,-0.6226793386277828,0.0
2019-03-06,-0.0,-0.6945326737828691,-0.0,-0.28732101015360584,1.0,-0.6216349908877896,0.0
2019-03-07,-0.0,-0.6822495514937209,-0.0,-0.29812017368243154,1.0,-0.6196406749694495,0.0
2019-03-08,-0.0,-0.6847574155576969,-0.0,-0.2933930571108623,1.0,-0.6261100549493477,0.0
