Date,IWF,IWM,MTUM,PGR,SPY,VLUE,VXX
2018-09-24,-0.25648663478874345,-0.4402288939405816,-0.13723184656789736,1.0,-0.41537979148702675,-0.36361736040343867,0.0
2018-09-25,-0.25622059592263463,-0.44072138003136435,-0.13669628855201255,1.0,-0.4158128593831678,-0.3642446419236801,0.0
2018-09-26,-0.25816582914572866,-0.44357202680067004,-0.13989216917922948,1.0,-0.41577680067001677,-0.35981993299832493,0.0
2018-09-27,-0.25846459783348164,-0.44254016432047727,-0.1402218849756659,1.0,-0.41566800983829605,-0.35969961798105604,0.0
2018-09-28,-0.25559515697887736,-0.4470360081765292,-0.14070443943602914,1.0,-0.41655747156559575,-0.360815556370879,0.0
2018-10-01,-0.25500432877718604,-0.44927460188367396,-0.14103943122491278,1.0,-0.41658577537581654,-0.3615971876065798,0.0
2018-10-02,-0.25488342785129176,-0.4545788699852972,-0.13962402856542744,1.0,-0.41574774207099346,-0.36069103129594626,0.0
2018-10-03,-0.2546065410257756,-0.4483699931754948,-0.13866869651950234,1.0,-0.4182109297075962,-0.3649535408682871,0.0
2018-10-04,-0.2564149656294275,-0.4449808469328856,-0.1390302775882878,1.0,-0.42042294170121214,-0.3628587920449179,0.0
2018-10-05,-0.24698039215686274,-0.4390326797385621,-0.13066666666666665,1.0,-0.42716339869281045,-0.37053594771241827,0.0
2018-10-08,-0.24616147900564028,-0.43761750574472524,-0.1294652182995613,1.0,-0.42795592228953416,-0.3700386463338208,0.0
2018-10-09,-0.2446058199676088,-0.43832610626404056,-0.12522856695052506,1.0,-0.43051564704038453,-0.37349145812653467,0.0
2018-10-10,-0.24738493723849372,-0.4373430962343096,-0.12782426778242678,1.0,-0.4327667364016736,-0.3697437238493723,0.0
2018-10-11,-0.2411740238132377,-0.436333385327302,-0.11974210991524982,1.0,-0.4330057713305257,-0.3694431445952269,0.0
2018-10-12,-0.24127418813134574,-0.4330482858397705,-0.11788565375771823,1.0,-0.4285529749140982,-0.3627509236055494,0.0
2018-10-15,-0.22709780727808052,-0.4594385185567809,-0.09698081045481548,1.0,-0.4308995583563625,-0.36832046282187036,0.0
2018-10-16,-0.22831227226916817,-0.45605602501485903,-0.09985270175982636,1.0,-0.4311445331679458,-0.3688141199576195,0.0
2018-10-17,-0.2390811267011288,-0.48375356050216267,-0.10285895136617787,1.0,-0.44031543411752294,-0.37137356261208987,0.0
2018-10-18,-0.2380650946879781,-0.48222292556839164,-0.10370839267816638,1.0,-0.44200031650577626,-0.37157778129450864,0.0
2018-10-19,-0.22769928300295236,-0.47682939687895404,-0.09049451708140026,1.0,-0.4585354280894138,-0.3824335723323492,0.0
2018-10-22,-0.22637868133030192,-0.485512610373817,-0.09760482208005077,1.0,-0.45460794162745205,-0.3795801829429493,0.0
2018-10-23,-0.22613570257549315,-0.4857739700671638,-0.0968057538738167,1.0,-0.45541805489449466,-0.38011000052884863,0.0
2018-10-24,-0.22549330794053854,-0.4871977992911178,-0.096757128498122,1.0,-0.45590646987250705,-0.37975453631698675,0.0
2018-10-25,-0.20821038463529531,-0.4624682921778744,-0.09509758244033753,1.0,-0.4598798985349692,-0.3627116011803075,0.0
2018-10-26,-0.20290078691559946,-0.45705395257933445,-0.08825798487887673,1.0,-0.46379159594712754,-0.359589569510878,0.0
2018-10-29,-0.19667760459392944,-0.4604440114848236,-0.08339315012305169,1.0,-0.46157198523379817,-0.3615155865463495,0.0
2018-10-30,-0.1845086705202312,-0.46473988439306363,-0.07368015414258189,1.0,-0.4671290944123314,-0.37898522800256906,0.0
2018-10-31,-0.1862617276376,-0.4539969834087481,-0.0750057519748447,1.0,-0.46532198276963976,-0.3758468185188026,0.0
2018-11-01,-0.17615626518037483,-0.46925574617134974,-0.06271572111574157,1.0,-0.4691279114360954,-0.3794390611817043,0.0
2018-11-02,-0.18830555626451598,-0.44243383272504533,-0.05321456828564866,1.0,-0.4879661060207754,-0.38036293101248053,0.0
2018-11-05,-0.18937207936467404,-0.44015729935394904,-0.05308853195781517,1.0,-0.48808763821148593,-0.38285539184392636,0.0
2018-11-06,-0.18365308265669425,-0.437668092518122,-0.05568504905099767,1.0,-0.49371173894111325,-0.39069183678696756,0.0
2018-11-07,-0.18170881539879183,-0.43739121531688335,-0.058922903655165344,1.0,-0.49178355687519193,-0.3898587078939285,0.0
2018-11-08,-0.18977498772895193,-0.4410343847684002,-0.06264692965460229,1.0,-0.499418739827947,-0.3904776666925005,0.0
2018-11-09,-0.18882401570734733,-0.4409941097447556,-0.06337191278288726,1.0,-0.5000516689056527,-0.39022940994109745,0.0
2018-11-12,-0.18870062316526753,-0.43065355101199976,-0.06296029252716691,1.0,-0.5043518566204872,-0.3883710150898697,0.0
2018-11-13,-0.1815759811456092,-0.4289886258837996,-0.05623014653140691,1.0,-0.507864535300748,-0.38705297673942,0.0
2018-11-14,-0.18133135184995386,-0.4293840319770421,-0.05613918212565337,1.0,-0.5080455057907144,-0.38736291892999897,0.0
2018-11-15,-0.20070815211330434,-0.4994702799152448,-0.025342924054867853,1.0,-0.5722092115534738,-0.4902698784431806,0.0
2018-11-16,-0.2012162803023963,-0.5004044968895585,-0.02594359360615951,1.0,-0.5721817725332663,-0.4898875777610399,0.0
2018-11-19,-0.20139450564774788,-0.49948403291033333,-0.02833635476223679,1.0,-0.5707153813972947,-0.48908102077813415,0.0
2018-11-20,-0.1914201512455516,-0.49774799822064053,-0.017626779359430605,1.0,-0.575650578291815,-0.49777580071174377,0.0
2018-11-21,-0.1935092173529087,-0.4919693122861243,-0.02262942929683188,1.0,-0.5731040953747654,-0.47844684843801744,0.0
2018-11-23,-0.19342904472667033,-0.47556598564329094,-0.02733296521258973,1.0,-0.582551076753175,-0.4819988956377692,0.0
2018-11-26,-0.19361878453038675,-0.4745303867403315,-0.02748618784530387,1.0,-0.5837016574585635,-0.483121546961326,0.0
2018-11-27,-0.1911068281938326,-0.47976321585903076,-0.01693281938325991,1.0,-0.5838381057268722,-0.48166299559471365,0.0
2018-11-28,-0.19042085166431477,-0.5017293378711158,-0.01054204366232257,1.0,-0.5822473091502726,-0.4820010514374256,0.0
2018-11-29,-0.18802616688288387,-0.49959976814154405,-0.009384747025863258,1.0,-0.5809986474923404,-0.4822103839465621,0.0
2018-11-30,-0.1905091120267692,-0.5028345455048256,-0.005807361522081801,1.0,-0.5865435137302619,-0.47974336992892896,0.0
2018-12-03,-0.19072264814148515,-0.5028645761257645,-0.007223713708449807,1.0,-0.5867260800974232,-0.4801417065677673,0.0
2018-12-04,-0.184637048899688,-0.5047077339371014,-0.009360245188723528,1.0,-0.5838694535715272,-0.47855979236270263,0.0
2018-12-06,-0.17113993987487472,-0.4690843105923137,-0.03057714703572299,1.0,-0.5780678709747312,-0.4594967906183138,0.0
2018-12-07,-0.17257439952340978,-0.468493595819004,-0.03192612851688375,1.0,-0.5776219231498281,-0.4572828942023883,0.0
2018-12-10,-0.16191424113627803,-0.46981761446172055,-0.028864259966643352,1.0,-0.579437241082477,-0.4500457308871792,0.0
