Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WW
2018-09-24,-0.9273308957952467,-1.8167928963175766,-0.3267171585270306,-1.242165056150431,-1.2161791590493602,0.0,1.0
2018-09-25,-0.9510166358595193,-1.8312648534459992,-0.3459202534988117,-1.2535648270398732,-1.2196989701610774,0.0,1.0
2018-09-26,-0.9538635156664897,-1.83981678173128,-0.3386218799787573,-1.2656664896441847,-1.2404407859798194,0.0,1.0
2018-09-27,-0.966189683860233,-1.8256239600665558,-0.3452911813643927,-1.2726788685524126,-1.2457903494176374,0.0,1.0
2018-09-28,-0.9623648738822901,-1.8365808087548379,-0.3471907113305752,-1.2766582143333778,-1.250100093420526,0.0,1.0
2018-10-01,-0.9624331550802138,-1.8421791443850266,-0.34852941176470587,-1.2783422459893046,-1.2530080213903743,0.0,1.0
2018-10-02,-0.9656925031766201,-1.8207048752758643,-0.35691834414498763,-1.2846251588310038,-1.2597472079181435,0.0,1.0
2018-10-03,-0.9661334582691923,-1.8036945318251791,-0.35432701961046786,-1.2942908774513087,-1.274613479686768,0.0,1.0
2018-10-04,-0.9793918238571525,-1.7939853661811103,-0.35664898972947573,-1.3124790226220044,-1.270255756192522,0.0,1.0
2018-10-05,-0.9594820105466926,-1.7834590481276282,-0.3340898471397103,-1.3188038181696815,-1.2792203457713103,0.0,1.0
2018-10-08,-0.9550808544619686,-1.776202834897185,-0.32854195780927664,-1.3192919411725563,-1.2755706395155388,0.0,1.0
2018-10-09,-0.9528088391906282,-1.777555910543131,-0.3222177848775293,-1.3229499467518635,-1.2804845580404685,0.0,1.0
2018-10-10,-0.9563555913113436,-1.7968624296057925,-0.3167068919281309,-1.3341378385626175,-1.3001474926253689,0.0,1.0
2018-10-11,-0.8549919224555735,-1.792633279483037,-0.17705977382875607,-1.3064297253634893,-1.3309208400646204,0.0,1.0
2018-10-12,-0.8802303262955855,-1.7911068458093409,-0.16634676903390916,-1.2716570697376839,-1.2885476647472809,0.0,1.0
2018-10-15,-0.8836762161122861,-1.7942703326283407,-0.1634301095943088,-1.276100749855797,-1.291482407229379,0.0,1.0
2018-10-16,-0.8847929221695088,-1.7917681754071035,-0.16591870752660598,-1.276573919733299,-1.2920887293242722,0.0,1.0
2018-10-17,-0.8496367735470943,-1.7135521042084167,-0.13639779559118237,-1.2626503006012024,-1.3002254509018036,0.0,1.0
2018-10-18,-0.8480085170340682,-1.710984468937876,-0.13765030060120242,-1.2652805611222446,-1.3005385771543088,0.0,1.0
2018-10-19,-0.82736176543516,-1.6915447557649395,-0.1156087279940491,-1.2664269774361518,-1.2979171832382843,0.0,1.0
2018-10-22,-0.8330231981143779,-1.6791961295124676,-0.10116610842327256,-1.279741967497829,-1.3095149485175537,0.0,1.0
2018-10-23,-0.8348214285714286,-1.677951388888889,-0.10596478174603174,-1.275111607142857,-1.3064856150793651,0.0,1.0
2018-10-24,-0.8348817044469219,-1.6755852842809364,-0.0973615756224452,-1.2767248854205375,-1.3089310045831786,0.0,1.0
2018-10-25,-0.7688942163620017,-1.5900509439616421,-0.07162121666167216,-1.307401857956248,-1.255498951153731,0.0,1.0
2018-10-26,-0.7444391859914814,-1.567262186464742,-0.039813061997160434,-1.3222905821107431,-1.2419545669663985,0.0,1.0
2018-10-29,-0.7154989384288748,-1.596602972399151,-0.008197688133993866,-1.3145789101203114,-1.2627388535031847,0.0,1.0
2018-10-30,-0.7265578810452878,-1.5995624926096723,-0.013952938394229631,-1.3166016317843205,-1.2555870876197233,0.0,1.0
2018-10-31,-0.7290703796875914,-1.5587082431404669,-0.01749254080617797,-1.305095653191365,-1.2400397823670508,0.0,1.0
2018-11-01,-0.7180729927007299,-1.5697518248175182,-0.006189781021897809,-1.3050510948905107,-1.2403503649635035,0.0,1.0
2018-11-02,-0.7240460888194082,-1.5282844073881072,-0.0011580105378958948,-1.3083203057147819,-1.2283017775461755,0.0,1.0
2018-11-05,-1.0481347773766547,-1.802346570397112,-0.16170276774969916,-1.737289410348977,-1.7715854392298438,0.0,1.0
2018-11-06,-1.0447182295231576,-1.814358506350293,-0.16929044033766827,-1.7691079169518595,-1.8075899307932164,0.0,1.0
2018-11-07,-1.0404171106713351,-1.8173999086618968,-0.17871822195159082,-1.7669356066372357,-1.808037753082661,0.0,1.0
2018-11-08,-0.9996249624962497,-1.8091809180918093,-0.1377887788778878,-1.7451995199519952,-1.808955895589559,0.0,1.0
2018-11-09,-0.998048487577873,-1.8104030623733396,-0.1398333708624184,-1.7481047812054344,-1.809427306162276,0.0,1.0
2018-11-12,-0.9933527522593173,-1.7930390619164986,-0.1359324818881171,-1.7448651878407646,-1.8016282022555827,0.0,1.0
2018-11-13,-0.9600471767654429,-1.7792274804658705,-0.09427981719003391,-1.7435500515995872,-1.7942650744508328,0.0,1.0
2018-11-14,-0.9605689858490567,-1.7783755896226416,-0.09433962264150944,-1.7432930424528301,-1.7937057783018868,0.0,1.0
2018-11-15,-0.9695935924058143,-1.8013942450311482,-0.08610204687036489,-1.7717294571343816,-1.787377632749926,0.0,1.0
2018-11-16,-0.9630914593636968,-1.7826086956521738,-0.08142024064368494,-1.765114047390566,-1.789473684210526,0.0,1.0
2018-11-19,-0.9644834970095254,-1.7803293214206601,-0.09023111570553054,-1.7613527283467474,-1.787417854242044,0.0,1.0
2018-11-20,-0.9213162705667275,-1.7668007312614258,-0.03948811700182815,-1.7690676416819011,-1.815941499085923,0.0,1.0
2018-11-21,-0.9218490429758036,-1.743661971830986,-0.04449259660527266,-1.7524015890213074,-1.760491152040448,0.0,1.0
2018-11-23,-0.920597144093466,-1.733953555459397,-0.04694937256598875,-1.7519111495744988,-1.7584739650944756,0.0,1.0
2018-11-26,-0.9199653904391089,-1.7419424616050183,-0.04441560314370178,-1.7488643737832574,-1.75506525344293,0.0,1.0
2018-11-27,-0.9092600543867182,-1.7406612279948477,-0.023686847001574352,-1.7383712609131243,-1.7440961786174323,0.0,1.0
2018-11-28,-0.9094096601073345,-1.740107334525939,-0.024543828264758493,-1.7378890876565294,-1.743685152057245,0.0,1.0
2018-11-29,-0.8564283198309264,-1.7117999295526596,-0.0,-1.728284607256076,-1.7482212046495245,0.0,1.0
2018-11-30,-0.858120019744729,-1.7150412523799452,-0.0,-1.7331640928002257,-1.7452929976729428,0.0,1.0
2018-12-03,-0.8534653465346534,-1.7255304101838755,-0.0,-1.7413012729844413,-1.751838755304102,0.0,1.0
2018-12-04,-0.8401858631371445,-1.7238101943114617,-0.0,-1.731554491692481,-1.744790199943678,0.0,1.0
2018-12-06,-0.8040522164808268,-1.585123742181126,-0.013937992929018223,-1.7149170519445203,-1.6809899374490074,0.0,1.0
2018-12-07,-0.804392167527876,-1.5852597225999459,-0.013326081044329616,-1.7153929834103891,-1.680717976611368,0.0,1.0
