Date,IWF,IWM,MTUM,PLMR,SPY,VLUE,VXX
2019-12-16,-0.4368286445012788,-0.5138959931798807,-2.879710144927536,1.0,-2.448167092924126,-1.246462063086104,0.0
2019-12-17,-0.44041716532740643,-0.5143614293041545,-2.8864763207385877,1.0,-2.454778594631561,-1.252521798598051,0.0
2019-12-18,-0.4425066256305035,-0.5142344190818159,-2.8857826793194836,1.0,-2.4536205864751643,-1.2529708472257843,0.0
2019-12-19,-0.4410506502395619,-0.5130047912388774,-2.890400410677618,1.0,-2.4582477754962357,-1.2529945242984257,0.0
2019-12-20,-0.43479377032346395,-0.5130925894232414,-2.8853328769467734,1.0,-2.465856580523704,-1.25825774430943,0.0
2019-12-23,-0.4375533914232018,-0.5172561079788143,-2.875106782846404,1.0,-2.462327011788826,-1.250384418247053,0.0
2019-12-24,-0.4246515679442509,-0.5229094076655052,-2.9809233449477355,1.0,-2.500871080139373,-1.2814459930313589,0.0
2019-12-26,-0.42743902439024395,-0.522212543554007,-2.9787456445993032,1.0,-2.500261324041812,-1.282142857142857,0.0
2019-12-27,-0.4056035611416601,-0.5425504058654098,-2.9985161909749496,1.0,-2.49367199092258,-1.2878589508597362,0.0
2019-12-30,-0.40089418777943364,-0.5537827649688788,-3.0113965109143503,1.0,-2.507320066625756,-1.2931533269045323,0.0
2019-12-31,-0.3888255416191562,-0.5496009122006841,-3.0215770546443297,1.0,-2.51741075344268,-1.2937461626173141,0.0
2020-01-02,-0.38436482084690554,-0.5481116295448544,-3.0371511576723305,1.0,-2.5314728409190947,-1.302491416497931,0.0
2020-01-03,-0.2715451529010851,-0.641736167159896,-3.1896690879741727,1.0,-2.538158012734284,-1.3266971572056316,0.0
2020-01-06,-0.23106569866451554,-0.661288876938245,-3.2414627588061307,1.0,-2.5304293268799856,-1.298736219413821,0.0
2020-01-07,-0.27411582871170104,-0.6707882534775889,-3.269024456768797,1.0,-2.590871897445222,-1.2869351759250842,0.0
2020-01-08,-0.2771897810218978,-0.6785583941605839,-3.2810218978102186,1.0,-2.6054744525547444,-1.2819343065693432,0.0
2020-01-09,-0.26404954913926587,-0.6808452500227707,-3.2777119956280174,1.0,-2.598050824300938,-1.2877311230531014,0.0
2020-01-10,-0.24532603739170086,-0.7035111719106247,-3.2718650250797996,1.0,-2.588964888280894,-1.3102599179206567,0.0
2020-01-13,-0.2480975520308059,-0.708719171174475,-3.2835793527092694,1.0,-2.607408086549922,-1.3206197854588797,0.0
2020-01-14,-0.23642172523961663,-0.7011410314924692,-3.261524418073939,1.0,-2.5968051118210864,-1.3323596531264263,0.0
2020-01-15,-0.25187763326616597,-0.6956402271478294,-3.271753068327533,1.0,-2.6117420773035356,-1.3281736581791537,0.0
2020-01-16,-0.25711139658652965,-0.6744356762708754,-3.2504129198017986,1.0,-2.6250688199669665,-1.3689667828959442,0.0
2020-01-17,-0.2531287110623915,-0.6428245181328218,-3.2415273590938156,1.0,-2.6200785603361654,-1.3773636612770621,0.0
2020-01-21,-0.25075418228357255,-0.6599323521345645,-3.2340250479934176,1.0,-2.619343632873206,-1.3775482219581314,0.0
2020-01-22,-0.24974860590547582,-0.6565499588627844,-3.2389615138495294,1.0,-2.6189779687357166,-1.3773653898893865,0.0
2020-01-23,-0.24666359871145882,-0.6494247583985274,-3.271974229176254,1.0,-2.625494707777267,-1.4103083294983894,0.0
2020-01-24,-0.24827395747031206,-0.6488999355610788,-3.2722084138819847,1.0,-2.625425757157323,-1.4107520942649359,0.0
2020-01-27,-0.20697887970615245,-0.6112947658402205,-3.313131313131313,1.0,-2.6148760330578513,-1.4364554637281912,0.0
2020-01-28,-0.08950589094894511,-0.6947666453557402,-3.4260663074253355,1.0,-2.588638231801991,-1.3343684354735592,0.0
2020-01-29,-0.06039173014145811,-0.6952303228146536,-3.41784548422198,1.0,-2.5706383750453394,-1.3237214363438519,0.0
2020-01-30,-0.059682539682539684,-0.6956916099773243,-3.419138321995465,1.0,-2.57015873015873,-1.32562358276644,0.0
2020-01-31,-0.0667632937766102,-0.6977987136515988,-3.40447504302926,1.0,-2.5640003623516625,-1.3257541443971375,0.0
2020-02-03,-0.04519170892269372,-0.6434480918067789,-3.3680277555377636,1.0,-2.528956498532159,-1.3103816386442486,0.0
2020-02-04,-0.009228039041703637,-0.6132209405501332,-3.3634427684117125,1.0,-2.5436557231588286,-1.3434782608695652,0.0
2020-02-05,-0.0,-0.6157021164485817,-3.3627821199613592,1.0,-2.5106700623518043,-1.2928778431544743,0.0
2020-02-06,-0.0,-0.6124229074889868,-3.4759471365638763,1.0,-2.5027312775330395,-1.2194713656387666,0.0
2020-02-07,-0.0,-0.6334893579440078,-3.4756689923165243,1.0,-2.501898790073302,-1.2205245959551354,0.0
2020-02-10,-0.0,-0.5995235574377977,-3.4860596435503797,1.0,-2.5152638080112935,-1.2221634021528147,0.0
2020-02-11,-0.0,-0.6058990760483298,-3.517235252309879,1.0,-2.5363361762615497,-1.2246801705756931,0.0
2020-02-12,-0.002044989775051125,-0.6010491686672,-3.5254734595892234,1.0,-2.5466346581310573,-1.2160576153640972,0.0
2020-02-13,-0.0,-0.5993772241992883,-3.546085409252669,1.0,-2.5472419928825625,-1.2040925266903915,0.0
2020-02-14,-0.0,-0.5965661418023307,-3.543990748154079,1.0,-2.5497731518548172,-1.2056756516324172,0.0
2020-02-18,-0.0,-0.6054251806906397,-3.534398144017132,1.0,-2.548139555634871,-1.2350316766306773,0.0
2020-02-19,-0.0,-0.6034990627510488,-3.536999018120146,1.0,-2.5500312416317055,-1.2356511648665536,0.0
2020-02-20,-0.0,-0.6026578665715305,-3.5367463432037103,1.0,-2.545665358544417,-1.2340349625401357,0.0
2020-02-21,-0.0,-0.6772602739726028,-3.619086757990867,1.0,-2.579634703196347,-1.2564383561643837,0.0
2020-02-24,-0.0,-0.6624445851804939,-3.5946801773274224,1.0,-2.547362706957387,-1.2428300009047317,0.0
2020-02-25,-0.0,-0.7547489823609227,-3.4095997286295794,1.0,-2.21506105834464,-1.1008310719131615,0.0
2020-02-26,-0.0,-0.6634791616861901,-3.2257550402422503,1.0,-2.103036098493904,-0.9764921507689857,0.0
2020-02-27,-0.0,-0.6582127524248689,-3.2135474638257273,1.0,-2.107886786452536,-0.9707425663857528,0.0
2020-02-28,-0.0,-0.835143863769818,-2.872210804462713,1.0,-1.75778038755138,-0.8748532002348797,0.0
2020-03-02,-0.0,-0.7954512212958901,-2.858124908585637,1.0,-1.7794354248939594,-0.8801374872019891,0.0
2020-03-03,-0.0,-0.9570552147239264,-2.4864349011588276,1.0,-1.5819359236537152,-0.7912065439672802,0.0
2020-03-04,-0.0,-1.096811554707726,-2.6053277013217064,1.0,-1.460621338056956,-0.6502248262706091,0.0
2020-03-05,-0.0,-1.263239373024576,-2.3376120750822422,1.0,-1.2992969102754306,-0.5502160872089273,0.0
2020-03-06,-0.0,-1.2562373991935485,-2.336567540322581,1.0,-1.2045110887096773,-0.503024193548387,0.0
2020-03-09,-0.0,-1.2324057898677314,-2.3344771649613176,1.0,-1.1846768155727476,-0.4874594459695533,0.0
2020-03-10,-0.3303287380699894,-0.7043478260869567,-1.8989395546129375,1.0,-1.0481442205726406,-0.3204665959703076,0.0
2020-03-11,-0.16335256542344945,-0.9496703070265816,-1.9487430455388421,1.0,-0.908973830620235,-0.1807644755821142,0.0
2020-03-12,-0.20812652068126522,-0.7859367396593674,-1.8055474452554745,1.0,-0.8892457420924575,-0.17737226277372264,0.0
2020-03-13,-0.4019877352505815,-0.5630365827870586,-1.4162402199196449,1.0,-0.7609219708183549,-0.08703742863184606,0.0
2020-03-16,-0.3085817666955086,-0.6793833084244475,-1.2894281444190985,1.0,-0.6555887674034453,-0.0,0.0
2020-03-17,-0.4028452584850921,-0.46758013212625393,-0.8313118249501905,1.0,-0.6503547834597504,-0.14334649935335034,0.0
2020-03-18,-0.39851108033240995,-0.4713296398891966,-0.8024930747922437,1.0,-0.6414127423822714,-0.1488573407202216,0.0
