Date,IWF,IWM,MAA,MTUM,SPY,VLUE,VXX
2018-10-26,-0.1363864882334634,-0.3693950348327787,1.0,-0.0,-0.5296258169543463,-0.3585741303775346,0.0
2018-10-29,-0.13512090016758438,-0.36892506583672485,1.0,-0.0,-0.5320325592530525,-0.35798419918601865,0.0
2018-10-30,-0.11424653579676675,-0.3741339491916859,1.0,-0.0,-0.5374807544264819,-0.3798113933795227,0.0
2018-10-31,-0.11758659431549255,-0.36031362799703587,1.0,-0.0,-0.5361317620060718,-0.37642531016183395,0.0
2018-11-01,-0.08668499228395063,-0.3951822916666667,1.0,-0.0,-0.5441020447530864,-0.3852961033950617,0.0
2018-11-02,-0.09013719658447664,-0.3779142281492852,1.0,-0.0,-0.5485704691547539,-0.3818958073491317,0.0
2018-11-05,-0.09388236426646131,-0.37117346938775514,1.0,-0.0,-0.550105891413169,-0.39146130150173275,0.0
2018-11-06,-0.09288156817415595,-0.3704907768626884,1.0,-0.0,-0.5513413283244232,-0.3934161730000481,0.0
2018-11-07,-0.09264206801935158,-0.3703757190651551,1.0,-0.0,-0.550749753291453,-0.3931691818903892,0.0
2018-11-08,-0.07550684146428828,-0.37039424982687397,1.0,-0.0,-0.5453590276285312,-0.39666165198080094,0.0
2018-11-09,-0.07397647509762116,-0.3731643628871906,1.0,-0.0,-0.5500323407517428,-0.39841410535898236,0.0
2018-11-12,-0.07382197702467101,-0.35912684196699385,1.0,-0.0,-0.5581906331351054,-0.3971245014449141,0.0
2018-11-13,-0.05289600910038866,-0.3557683192719689,1.0,-0.0,-0.5652431510095743,-0.395985401459854,0.0
2018-11-14,-0.0539803707742639,-0.35527002038784317,1.0,-0.0,-0.5656678203973259,-0.3957612251671329,0.0
2018-11-15,-0.053254297569650264,-0.35525785417901595,1.0,-0.0,-0.5661410788381743,-0.3964196799051571,0.0
2018-11-16,-0.04858539827209722,-0.34783537453716895,1.0,-0.0,-0.569211050982626,-0.4078610082597551,0.0
2018-11-19,-0.04373449131513647,-0.35350257682763886,1.0,-0.0,-0.5762788700133613,-0.4124117197938538,0.0
2018-11-20,-0.010846347367921394,-0.34724925238524706,1.0,-0.0,-0.5837091185266056,-0.43157544975554185,0.0
2018-11-21,-0.013909809828657504,-0.3419083035209942,1.0,-0.0,-0.5832705705140275,-0.41451704010544155,0.0
2018-11-23,-0.014741148257864298,-0.3356138618516951,1.0,-0.0,-0.5856491277566183,-0.41505619034184416,0.0
2018-11-26,-0.014477766287487072,-0.3366550719187741,1.0,-0.0,-0.5848923568675378,-0.41426153990786874,0.0
2018-11-27,-0.009382970259962093,-0.3373423497203828,1.0,-0.0,-0.5822121346842315,-0.4109787771720055,0.0
2018-11-28,-0.010696563992135569,-0.3334893736541522,1.0,-0.0,-0.5840979309053459,-0.41229753768373745,0.0
2018-11-29,-0.0,-0.3243619166840531,1.0,-0.0,-0.5794097874214712,-0.4144238125043467,0.0
2018-11-30,-0.0,-0.32421594307039703,1.0,-0.0,-0.5795415034422012,-0.41422312881018053,0.0
2018-12-03,-0.0,-0.32487062263581723,1.0,-0.0,-0.5805852730268501,-0.4152143138938525,0.0
2018-12-04,-0.0,-0.3266038478457158,1.0,-0.0,-0.5758803509827981,-0.41270576250781377,0.0
2018-12-06,-0.0,-0.29720097160109876,1.0,-0.0,-0.5746521077841592,-0.3982429456766021,0.0
2018-12-07,-0.0,-0.3038727081523479,1.0,-0.0,-0.5855013488180696,-0.39675826436834166,0.0
2018-12-10,-0.0,-0.3001474758933636,1.0,-0.0,-0.5818491208167896,-0.3868859897901305,0.0
2018-12-11,-0.0,-0.30015428597358984,1.0,-0.0,-0.5825656849843445,-0.3861914053637065,0.0
2018-12-12,-0.0,-0.30022916524856486,1.0,-0.0,-0.5826015928119257,-0.3861320990175391,0.0
2018-12-13,-0.0,-0.2973170120130388,1.0,-0.0,-0.5958193713100367,-0.38637762429050126,0.0
2018-12-14,-0.0,-0.2827542092157266,1.0,-0.0,-0.6117469673086149,-0.3900121079204076,0.0
2018-12-17,-0.0,-0.2791015224960743,1.0,-0.0,-0.5995084317607701,-0.39716893106665757,0.0
2018-12-18,-0.0,-0.29177620958442874,1.0,-0.0,-0.6121258244545915,-0.40226465568931324,0.0
2018-12-19,-0.0,-0.29296802809092587,1.0,-0.0,-0.613241545000924,-0.40392256514507485,0.0
2018-12-20,-0.0,-0.2845840712035142,1.0,-0.0,-0.6152112416917734,-0.40005979623283733,0.0
2018-12-21,-0.0,-0.282741569947119,1.0,-0.0,-0.6160749032804524,-0.3903806972964311,0.0
2018-12-24,-0.0,-0.26518821790060276,1.0,-0.0,-0.6090526555214375,-0.4003184351188445,0.0
2018-12-26,-0.0,-0.2671909332716549,1.0,-0.0,-0.6315253845264254,-0.41420145715276974,0.0
2018-12-27,-0.0,-0.24912557824664336,1.0,-0.0,-0.5951935010718719,-0.4122531874083267,0.0
2018-12-28,-0.0,-0.2502931361053486,1.0,-0.0,-0.5941192387480834,-0.41050329214395237,0.0
2018-12-31,-0.0,-0.24927268216774542,1.0,-0.0,-0.5947091856295528,-0.4112672244649421,0.0
2019-01-02,-0.0,-0.24867033264220678,1.0,-0.0,-0.5936852068872261,-0.4113179482556567,0.0
2019-01-03,-0.0,-0.2556741867188745,1.0,-0.0,-0.6283379242834702,-0.3924920891479045,0.0
2019-01-04,-0.0,-0.26015596663039536,1.0,-0.0,-0.6095166848023214,-0.39728418570910407,0.0
2019-01-07,-0.0,-0.23913722341184868,1.0,-0.0,-0.607267130620985,-0.3841452533904354,0.0
2019-01-08,-0.0,-0.22992830743198112,1.0,-0.0,-0.613951106559202,-0.38257558890323734,0.0
2019-01-09,-0.0,-0.23527573816591157,1.0,-0.0,-0.6152833262659851,-0.38123507487669334,0.0
2019-01-10,-0.0,-0.23345973678340398,1.0,-0.0,-0.6168860138300246,-0.38030336828016953,0.0
2019-01-11,-0.0,-0.2284582148693725,1.0,-0.0,-0.621101882737469,-0.38912892610087535,0.0
2019-01-14,-0.0,-0.22891215823152997,1.0,-0.0,-0.616995569875151,-0.3915514386718575,0.0
2019-01-15,-0.0,-0.2252789103454456,1.0,-0.0,-0.6160222232178861,-0.3989426049554191,0.0
2019-01-16,-0.0,-0.2286300026740351,1.0,-0.0,-0.6032623228451734,-0.3964479900169356,0.0
2019-01-17,-0.0,-0.2351258581235698,1.0,-0.0,-0.5874405914451681,-0.3777503960570322,0.0
2019-01-18,-0.0,-0.2338205980066445,1.0,-0.0,-0.5856699889258029,-0.3953488372093023,0.0
2019-01-22,-0.0,-0.14658700457400475,1.0,-0.0,-0.7105464732015845,-0.3313855513973694,0.0
2019-01-23,-0.0,-0.12341078474353355,1.0,-0.0,-0.7196185883384482,-0.34899167032003503,0.0
2019-01-24,-0.0,-0.12914168162121942,1.0,-0.0,-0.707160677550663,-0.35216877489385917,0.0
2019-01-25,-0.0,-0.06799929784526265,1.0,-0.0,-0.8092991618027823,-0.31693509457146624,0.0
2019-01-28,-0.0,-0.07159857632596021,1.0,-0.0,-0.7967770814682185,-0.31515164748782676,0.0
2019-01-29,-0.0,-0.06268087345435412,1.0,-0.0,-0.7949662369551871,-0.334758396913093,0.0
2019-01-30,-0.0,-0.060639978930734785,1.0,-0.0,-0.7939162496707928,-0.3401588973751207,0.0
2019-01-31,-0.0,-0.06915185730290183,1.0,-0.0,-0.773784680271511,-0.3537552446016299,0.0
2019-02-01,-0.0,-0.0695476628879473,1.0,-0.0,-0.7748075515229497,-0.37407103400847436,0.0
2019-02-04,-0.0,-0.07245090424941751,1.0,-0.0,-0.7778098302452013,-0.36877843115499837,0.0
2019-02-05,-0.0,-0.08338900022266756,1.0,-0.0,-0.7824092629703853,-0.36087731017590735,0.0
2019-02-06,-0.0,-0.10072655217965654,1.0,-0.0,-0.7623734037868781,-0.33857331571994714,0.0
2019-02-07,-0.0,-0.10179192532910669,1.0,-0.0,-0.7626029146303879,-0.33700964205521067,0.0
2019-02-08,-0.0,-0.110570068653901,1.0,-0.0,-0.7699545963019018,-0.312890702112259,0.0
2019-02-11,-0.0,-0.0997033944853345,1.0,-0.0,-0.7744919257387675,-0.32288256618697136,0.0
2019-02-12,-0.0,-0.09474052376164036,1.0,-0.0,-0.7661434879552311,-0.3250994622480654,0.0
2019-02-13,-0.0,-0.10764048384627162,1.0,-0.0,-0.7620578778135048,-0.31767176323905766,0.0
2019-02-14,-0.0,-0.08806038928265783,1.0,-0.0,-0.7743082223343793,-0.33200939193785517,0.0
2019-02-15,-0.0,-0.10059067653323378,1.0,-0.0,-0.7684943237961398,-0.32673854329066115,0.0
2019-02-19,-0.0,-0.0949269960976893,1.0,-0.0,-0.7724382864909896,-0.32496601920463014,0.0
2019-02-20,-0.0,-0.10510628972167435,1.0,-0.0,-0.7665790050405435,-0.319833442910366,0.0
2019-02-21,-0.0,-0.09538218655440073,1.0,-0.0,-0.7711046792088759,-0.32620707801605053,0.0
2019-02-22,-0.0,-0.09620997651809422,1.0,-0.0,-0.778063071959971,-0.3202975837777339,0.0
2019-02-25,-0.0,-0.09323683117223885,1.0,-0.0,-0.7744735748802833,-0.3188944525834736,0.0
2019-02-26,-0.0,-0.09636471077455079,1.0,-0.0,-0.7761703617780308,-0.3160797531242477,0.0
2019-02-27,-0.0,-0.09420908593322386,1.0,-0.0,-0.782287903667214,-0.31288451012588947,0.0
2019-02-28,-0.0,-0.08898184446245154,1.0,-0.0,-0.7757823963557521,-0.3252885394538008,0.0
2019-03-01,-0.0,-0.09182266009852216,1.0,-0.0,-0.7773180076628353,-0.3202627257799672,0.0
2019-03-04,-0.0,-0.08195431194666083,1.0,-0.0,-0.7808066455350311,-0.32327030276532953,0.0
2019-03-05,-0.0,-0.0747069777631723,1.0,-0.0,-0.7941286011611348,-0.32198488333881037,0.0
2019-03-06,-0.0,-0.06915765322844969,1.0,-0.0,-0.796154266360756,-0.31976401179941,0.0
2019-03-07,-0.0,-0.05788440567066521,1.0,-0.0,-0.8104471101417665,-0.3126935659760087,0.0
2019-03-08,-0.0,-0.04590494563311119,1.0,-0.0,-0.8392230796211855,-0.30708523325149073,0.0
2019-03-11,-0.0,-0.04790155040469311,1.0,-0.0,-0.8361158282425072,-0.32141675672099335,0.0
2019-03-12,-0.0,-0.028507795100222718,1.0,-0.0,-0.8490423162583519,-0.34962138084632516,0.0
2019-03-13,-0.0,-0.039370607457809216,1.0,-0.0,-0.850619991942343,-0.348247459599803,0.0
2019-03-14,-0.0,-0.03127139418299066,1.0,-0.0,-0.8479936397164374,-0.329166758684658,0.0
2019-03-15,-0.0,-0.024172999800589366,1.0,-0.0,-0.8539871047792081,-0.3375135710012629,0.0
2019-03-18,-0.0,-0.03615776308736823,1.0,-0.0,-0.8560166160443096,-0.3411649097730928,0.0
2019-03-19,-0.0,-0.03297146054840515,1.0,-0.0,-0.862988248461108,-0.3424286513710129,0.0
2019-03-20,-0.0,-0.037084370305598524,1.0,-0.0,-0.8624470303356426,-0.34259321539875787,0.0
2019-03-21,-0.0,-0.03812875459517619,1.0,-0.0,-0.8775665740159598,-0.32585403030574733,0.0
2019-03-22,-0.0,-0.0368278355173972,1.0,-0.0,-0.8925892453682784,-0.3299367374604609,0.0
2019-03-25,-0.0,-0.0,1.0,-0.0,-0.9146833400564744,-0.3263636771099458,0.0
2019-03-26,-0.0,-0.0,1.0,-0.0,-0.9180649084480079,-0.33413661854462734,0.0
2019-03-27,-0.0,-0.0,1.0,-0.0,-0.9201062847620978,-0.33166700443603775,0.0
2019-03-28,-0.0,-0.0,1.0,-0.0,-0.9091952470969484,-0.34123233414348725,0.0
2019-03-29,-0.0,-0.0,1.0,-0.0,-0.9075439464101065,-0.3403317897765589,0.0
2019-04-01,-0.0,-0.0,1.0,-0.0,-0.9110846191911468,-0.3382293400512844,0.0
2019-04-02,-0.0,-0.003456324625190771,1.0,-0.0,-0.9268112038782655,-0.31409911123081063,0.0
2019-04-03,-0.0,-0.004332502749904595,1.0,-0.0,-0.9315778840325949,-0.30890969088827536,0.0
2019-04-04,-0.0,-0.0045600858369098714,1.0,-0.0,-0.9360470314735337,-0.2947290772532189,0.0
2019-04-05,-0.0,-0.0036915229210014097,1.0,-0.0,-0.9411146161934807,-0.29250285254043895,0.0
2019-04-08,-0.0,-0.002751000872268569,1.0,-0.0,-0.9420724206571089,-0.29174028762496923,0.0
2019-04-09,-0.0,-0.0,1.0,-0.0,-0.9624969158647915,-0.2805105084897831,0.0
2019-04-10,-0.0,-0.0,1.0,-0.0,-0.9633364707991574,-0.27773295683743443,0.0
2019-04-11,-0.0,-0.0,1.0,-0.0,-0.9629123035181739,-0.27939099042536497,0.0
2019-04-12,-0.0,-0.0,1.0,-0.0,-0.9577486852411323,-0.28011637014658164,0.0
2019-04-15,-0.0,-0.0,1.0,-0.0,-0.9568332437757479,-0.28212878380798856,0.0
2019-04-16,-0.0,-0.0,1.0,-0.0,-0.9524437687251263,-0.28339221034744894,0.0
2019-04-17,-0.0,-0.0,1.0,-0.0,-1.0078638444454517,-0.25837374790373024,0.0
2019-04-18,-0.0,-0.006391011644832605,1.0,-0.0,-1.0133278748180494,-0.25466248180494905,0.0
2019-04-22,-0.0,-0.00034316304820296946,1.0,-0.0,-1.0219395575484431,-0.2654709340898172,0.0
2019-04-23,-0.0,-0.0,1.0,-0.0,-1.0159174311926606,-0.2776605504587156,0.0
2019-04-24,-0.0,-0.007375847535275793,1.0,-0.0,-1.0082233828110683,-0.2750366501740883,0.0
2019-04-25,-0.0,-0.01760110294117647,1.0,-0.0,-1.0164522058823529,-0.2637408088235294,0.0
2019-04-26,-0.0,-0.013365846925395108,1.0,-0.0,-1.0226828314430974,-0.2644643309024822,0.0
2019-04-29,-0.0,-0.014425175146433903,1.0,-0.0,-1.021775582864362,-0.26077868381761804,0.0
2019-04-30,-0.0,-0.005433030986693679,1.0,-0.0,-1.0322068235185782,-0.2644919195174732,0.0
2019-05-01,-0.0,-0.007774872712260904,1.0,-0.0,-1.0043805330030733,-0.28131737076280905,0.0
2019-05-02,-0.0,-0.009717193014621624,1.0,-0.0,-0.9931933813081542,-0.28885731310445983,0.0
2019-05-03,-0.0,-0.017811763089814327,1.0,-0.0,-0.9858284301380525,-0.28576661553606997,0.0
2019-05-06,-0.0,-0.005622214604045252,1.0,-0.0,-0.9917723688721289,-0.28808136213004226,0.0
2019-05-07,-0.0,-0.006902857142857143,1.0,-0.0,-0.9927085714285714,-0.28610285714285716,0.0
2019-05-08,-0.0,-0.028750427155712494,1.0,-0.0,-0.9600410069483996,-0.2893723658731063,0.0
2019-05-09,-0.0,-0.02600113442994895,1.0,-0.0,-0.953079977311401,-0.2897787861599546,0.0
2019-05-10,-0.0,-0.028605752884375637,1.0,-0.0,-0.9518099598794115,-0.28630686583403225,0.0
2019-05-13,-0.0,-0.025840555379100686,1.0,-0.0,-0.9555106856027951,-0.28737692272789145,0.0
2019-05-14,-0.0,-0.0,1.0,-0.0,-0.9593625677103234,-0.28828302353284935,0.0
2019-05-15,-0.0,-0.0,1.0,-0.0,-0.9542762643305697,-0.28048807741301096,0.0
2019-05-16,-0.0,-0.0,1.0,-0.0,-0.9564896425215875,-0.2805467316898573,0.0
2019-05-17,-0.0,-0.0,1.0,-0.0,-0.9534326888650198,-0.2843045112781955,0.0
2019-05-20,-0.0,-0.0,1.0,-0.0,-0.9578294365313985,-0.2817343008151931,0.0
2019-05-21,-0.0,-0.0,1.0,-0.0,-0.9591909951118884,-0.2830844432485762,0.0
2019-05-22,-0.0,-0.0,1.0,-0.0,-0.9614738116049217,-0.2797238844438468,0.0
2019-05-23,-0.0,-0.0,1.0,-0.0,-0.9701653003628544,-0.2696770147381624,0.0
2019-05-24,-0.0,-0.0,1.0,-0.0,-0.9676576938529531,-0.26438551850363823,0.0
2019-05-28,-0.0,-0.0,1.0,-0.0,-0.9675669642857143,-0.26455357142857144,0.0
2019-05-29,-0.0,-0.0,1.0,-0.0,-0.9666339329554077,-0.26521001651564524,0.0
2019-05-30,-0.0,-0.0,1.0,-0.0,-0.9651346715084546,-0.26268184552320273,0.0
2019-05-31,-0.0,-0.0,1.0,-0.0,-0.9657238307349666,-0.26146993318485523,0.0
2019-06-03,-0.0,-0.0,1.0,-0.0,-0.9846280111796283,-0.23355219378022268,0.0
2019-06-04,-0.0,-0.0,1.0,-0.0,-0.9784392884077903,-0.23974091655206067,0.0
2019-06-05,-0.0,-0.0,1.0,-0.0,-1.0067543782451818,-0.19336882865440463,0.0
2019-06-06,-0.0,-0.0,1.0,-0.0,-1.0393101923502102,-0.1716117621047977,0.0
2019-06-07,-0.0,-0.0,1.0,-0.0,-1.0328988068935043,-0.17655766681396376,0.0
2019-06-10,-0.0,-0.0,1.0,-0.0,-1.0230546914642487,-0.18313587927725197,0.0
2019-06-11,-0.0,-0.0,1.0,-0.0,-1.0358533132796603,-0.1759488631336813,0.0
2019-06-12,-0.0,-0.0,1.0,-0.0,-1.0359876133598762,-0.1759124087591241,0.0
2019-06-13,-0.0,-0.0,1.0,-0.0,-1.0381574576458863,-0.17643671797143173,0.0
2019-06-14,-0.0,-0.0,1.0,-0.0,-1.0322766060927622,-0.17844983861696953,0.0
2019-06-17,-0.0,-0.0,1.0,-0.0,-1.03426412760129,-0.17489948305571512,0.0
2019-06-18,-0.0,-0.0,1.0,-0.0,-1.0319137204737434,-0.17359564191349994,0.0
2019-06-19,-0.0,-0.0,1.0,-0.002270172577196888,-1.0415463622137489,-0.16023451103127548,0.0
2019-06-20,-0.0,-0.0,1.0,-0.005767955801104972,-1.0405082872928177,-0.16366850828729282,0.0
2019-06-21,-0.0,-0.0,1.0,-0.006717935118889773,-1.0364845752673915,-0.166622469725095,0.0
2019-06-24,-0.0,-0.0,1.0,-0.014718882602545969,-1.0135917609618104,-0.18170968882602548,0.0
2019-06-25,-0.0,-0.0,1.0,-0.015089920904953383,-1.0120851928770271,-0.18216163669303168,0.0
2019-06-26,-0.0,-0.0,1.0,-0.011688397936820666,-1.0089655325083569,-0.19303566289597768,0.0
2019-06-27,-0.0,-0.0,1.0,-0.026222726362847802,-1.0231311581148106,-0.17479593425413134,0.0
2019-06-28,-0.0,-0.0,1.0,-0.025141840026699298,-1.0232506396707086,-0.176526866169763,0.0
2019-07-01,-0.0,-0.0,1.0,-0.024567343029601087,-1.0215159142036216,-0.1812370537006927,0.0
2019-07-02,-0.0,-0.0,1.0,-0.02485880731089074,-1.0200560323742607,-0.17859207542135458,0.0
2019-07-03,-0.0,-0.0,1.0,-0.03173364256723607,-1.0258686053253645,-0.17244993532848668,0.0
2019-07-05,-0.0,-0.0,1.0,-0.03770477207977208,-1.0203659188034189,-0.1677127849002849,0.0
2019-07-08,-0.0,-0.0,1.0,-0.04264278906890667,-1.0150269287883154,-0.15869146036038032,0.0
2019-07-09,-0.0,-0.0,1.0,-0.04222635988828302,-1.0150729263643217,-0.15930753202996853,0.0
2019-07-10,-0.0,-0.0,1.0,-0.03657239116942992,-1.0249800514229985,-0.15495611313059668,0.0
2019-07-11,-0.0,-0.0,1.0,-0.037015680099359044,-1.0269023486881501,-0.15391780700392557,0.0
2019-07-12,-0.0,-0.0,1.0,-0.03913246372302838,-1.0368880691540188,-0.1461300859980889,0.0
2019-07-15,-0.0,-0.0,1.0,-0.0462160600808781,-1.037106163622628,-0.13860374172332576,0.0
2019-07-16,-0.0,-0.0,1.0,-0.055350635499066755,-1.0334859123633455,-0.1331881610523509,0.0
2019-07-17,-0.0,-0.0,1.0,-0.05738972863077875,-1.0219879784318926,-0.13049146999027667,0.0
2019-07-18,-0.0,-0.0,1.0,-0.056226406763946225,-1.025166118457361,-0.1261617254244023,0.0
2019-07-19,-0.0,-0.0,1.0,-0.06686930091185411,-1.0092727192634687,-0.12640412316638033,0.0
2019-07-22,-0.0,-0.0,1.0,-0.07868433798599797,-1.0152569239575535,-0.10763506670776277,0.0
2019-07-23,-0.0,-0.0,1.0,-0.07813084935368082,-1.014820197749444,-0.10913655281759925,0.0
2019-07-24,-0.0,-0.0,1.0,-0.08078074113194261,-1.0131370477950885,-0.10661473461843148,0.0
2019-07-25,-0.0,-0.0,1.0,-0.08516109182013978,-1.0179552547140784,-0.09461122588018109,0.0
2019-07-26,-0.0,-0.0,1.0,-0.08349066959385291,-1.0200439077936334,-0.09185510428100988,0.0
2019-07-29,-0.0,-0.0,1.0,-0.08701176367499835,-1.008214856842428,-0.09540187079673158,0.0
2019-07-30,-0.0,-0.0,1.0,-0.09046117461568781,-0.9993430561030088,-0.10000875925195989,0.0
2019-07-31,-0.0,-0.0,1.0,-0.09095888010164963,-0.9986855653164501,-0.10108002716498346,0.0
2019-08-01,-0.0,-0.0,1.0,-0.09982912723449001,-0.9898352611286366,-0.10101209253417455,0.0
2019-08-02,-0.0,-0.0,1.0,-0.12703482608982972,-0.9949776416943851,-0.08077626274863978,0.0
2019-08-05,-0.0,-0.0,1.0,-0.12233937179458959,-1.0031696418744909,-0.07563117694965993,0.0
2019-08-06,-0.0,-0.0,1.0,-0.13077988610628613,-0.9817726083419449,-0.08616785031111894,0.0
2019-08-07,-0.0,-0.0,1.0,-0.13443489755452742,-0.9823529411764705,-0.08634060365719322,0.0
2019-08-08,-0.0,-0.0,1.0,-0.13614319724891985,-0.9831143638127149,-0.08511154219204656,0.0
2019-08-09,-0.0,-0.0,1.0,-0.13276550906616325,-0.9753918426482856,-0.0870395574483031,0.0
2019-08-12,-0.0,-0.0,1.0,-0.1352067636236201,-0.9826966882775539,-0.07238917119327143,0.0
2019-08-13,-0.0,-0.0,1.0,-0.13133721184550107,-0.9879926512401033,-0.06780105857136608,0.0
2019-08-14,-0.0,-0.0,1.0,-0.13156232988568317,-0.9824714207947741,-0.06342950462710942,0.0
2019-08-15,-0.0,-0.0,1.0,-0.14656173396981034,-0.9626284780458436,-0.04109147206812024,0.0
2019-08-16,-0.0,-0.0,1.0,-0.14818717474517226,-0.9617650853726722,-0.040514386478000944,0.0
2019-08-19,-0.0,-0.0,1.0,-0.14943637220864944,-0.9627962796279628,-0.03086022888003086,0.0
2019-08-20,-0.0,-0.0,1.0,-0.15028728239430578,-0.9632750192950861,-0.03033616327930709,0.0
2019-08-21,-0.0,-0.0,1.0,-0.1655169458845709,-0.953382749903595,-0.023437165259865462,0.0
2019-08-22,-0.0,-0.0,1.0,-0.16373718127127534,-0.9534993256117664,-0.023657111049262457,0.0
2019-08-23,-0.0,-0.0,1.0,-0.16185725906580467,-0.9534614890610952,-0.025367127627691912,0.0
2019-08-26,-0.0,-0.0,1.0,-0.1599150292087095,-0.9468932554434413,-0.017461497610196493,0.0
2019-08-27,-0.0,-0.0,1.0,-0.16007556942410156,-0.9455942601201469,-0.01704557515549046,0.0
2019-08-28,-0.0,-0.0,1.0,-0.1570764034920028,-0.9464729497228064,-0.020561184392191848,0.0
2019-08-29,-0.0,-0.0,1.0,-0.15605400233868397,-0.9465504411608376,-0.023471882640586795,0.0
2019-08-30,-0.0,-0.0,1.0,-0.15978847170809093,-0.9374087784241142,-0.018085668958223163,0.0
2019-09-03,-0.0,-0.0,1.0,-0.17306106918637834,-0.9274737353879975,-0.01331726805758133,0.0
2019-09-04,-0.0,-0.0,1.0,-0.17763394462423587,-0.9241280115066522,-0.013431478308691328,0.0
2019-09-05,-0.0,-0.0,1.0,-0.16800185520934352,-0.9304928953914914,-0.009697685204705486,0.0
2019-09-06,-0.0,-0.0,1.0,-0.17422680412371133,-0.9297075531243425,-0.0,0.0
2019-09-09,-0.0,-0.0,1.0,-0.1742048131942107,-0.9294639851901717,-0.0,0.0
2019-09-10,-0.0,-0.0,1.0,-0.19015202138322754,-0.8980537921817575,-0.0,0.0
2019-09-11,-0.0,-0.0,1.0,-0.19304987052042435,-0.8953303817559101,-0.0,0.0
2019-09-12,-0.0,-0.0,1.0,-0.19624747506299328,-0.886174798525645,-0.0,0.0
2019-09-13,-0.0,-0.0,1.0,-0.1929671244277986,-0.8877652933832708,-0.0,0.0
2019-09-16,-0.0,-0.0,1.0,-0.19839270471154047,-0.8835960109096208,-0.0,0.0
2019-09-17,-0.0,-0.0,1.0,-0.19849267155229844,-0.8834526982011991,-0.0,0.0
2019-09-18,-0.0,-0.0,1.0,-0.20542692203488738,-0.8786445199341433,-0.0,0.0
2019-09-19,-0.0,-0.0,1.0,-0.20981493033894782,-0.8696194635059264,-0.0,0.0
2019-09-20,-0.0,-0.0,1.0,-0.21513720431897146,-0.8652921963093183,-0.0,0.0
2019-09-23,-0.0,-0.0,1.0,-0.21787104698852874,-0.8640309787021423,-0.0,0.0
2019-09-24,-0.0,-0.0,1.0,-0.2364620938628159,-0.8383127930619528,-0.0,0.0
2019-09-25,-0.0,-0.0,1.0,-0.23571606269176548,-0.8374035989717223,-0.0,0.0
2019-09-26,-0.0,-0.0,1.0,-0.25574031747363124,-0.8411793075971399,-0.0,0.0
