Date,CHWY,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-12,1.0,-0.14981880602708372,-1.5477779897005532,-3.350467289719626,-2.497711234026321,-0.9906542056074766,0.0
2020-02-13,1.0,-0.12867612068145048,-1.547159036832588,-3.3641381935852293,-2.494908156467117,-0.9826782145236509,0.0
2020-02-14,1.0,-0.11595308477162201,-1.5598359874129875,-3.3917230857251837,-2.49432630876323,-0.9737770573090493,0.0
2020-02-18,1.0,-0.11623915323734146,-1.562696672070182,-3.381329264804043,-2.489463144846,-0.9858872890245064,0.0
2020-02-19,1.0,-0.12559648787936628,-1.5730101164344341,-3.389578163771712,-2.4913151364764268,-0.9643061652987212,0.0
2020-02-20,1.0,-0.12013729977116705,-1.571605644546148,-3.3913996948893974,-2.4877002288329515,-0.9638634630053394,0.0
2020-02-21,1.0,-0.08512664254427728,-1.595886497809941,-3.3992572843267945,-2.4824795277090077,-0.9593410778899257,0.0
2020-02-24,1.0,-0.0,-1.6272894660335304,-3.5236941564105044,-2.5535420098846786,-0.9864327938753755,0.0
2020-02-25,1.0,-0.0,-1.723330197554092,-3.5317027281279394,-2.237629350893697,-0.9146754468485417,0.0
2020-02-26,1.0,-0.0,-1.5714913051115404,-3.3625505006147898,-2.1045143158264534,-0.7441594941155805,0.0
2020-02-27,1.0,-0.06269003756036487,-1.5384546592738328,-3.4018064746914685,-2.226971919155786,-0.7131103559291719,0.0
2020-02-28,1.0,-0.010992590179952773,-1.7075971012132563,-2.996172950085498,-1.7919550525201529,-0.6359416985587493,0.0
2020-03-02,1.0,-0.07147493104007789,-1.6290767483368491,-2.9596787278922605,-1.8154307966899237,-0.6373519389907514,0.0
2020-03-03,1.0,-0.0,-1.9244618395303328,-2.629432485322896,-1.6866536203522504,-0.5872407045009785,0.0
2020-03-04,1.0,-0.0,-1.9857629685725104,-2.6294585384324116,-1.5182127981825067,-0.43945475198788336,0.0
2020-03-05,1.0,-0.0,-2.2036332304157393,-2.3173691390823583,-1.3290012206505348,-0.3302936741581101,0.0
2020-03-06,1.0,-0.0,-2.2045244362239456,-2.3850750515757273,-1.2413032652770861,-0.28299068079960166,0.0
2020-03-09,1.0,-0.0,-2.175072096785539,-2.3933319265667863,-1.2143912217767463,-0.25096715200112546,0.0
2020-03-10,1.0,-0.5482946060569858,-1.2069768831013679,-2.0116480496983455,-1.087509706708082,-0.11892957409951616,0.0
2020-03-11,1.0,-0.3358427676570312,-1.4607781162002185,-2.0453996896730073,-0.9048330555715189,-0.0,0.0
2020-03-12,1.0,-0.3666293154047276,-1.2172776265940985,-1.878181527133024,-0.8738060935915906,-0.0,0.0
2020-03-13,1.0,-0.49868379958060055,-0.8232275911301478,-1.4256012135814038,-0.7141837326551554,-0.0,0.0
2020-03-16,1.0,-0.40243751801375216,-0.8612014658047515,-1.2547865113023429,-0.5990035821632972,-0.0,0.0
2020-03-17,1.0,-0.4596990087547934,-0.5769119455900441,-0.8168366977787425,-0.6660878373489617,-0.0981477461833442,0.0
2020-03-18,1.0,-0.4612715509451693,-0.5752701774677412,-0.8087974843676581,-0.661835399573499,-0.10720352766834133,0.0
2020-03-19,1.0,-0.5648988396310621,-0.3723594168402261,-0.8395566795596549,-0.7387682237429337,-0.20354805117524546,0.0
2020-03-20,1.0,-0.5684721703399328,-0.4201344788942847,-0.8266342921180425,-0.7389988793425477,-0.18128502054538662,0.0
2020-03-23,1.0,-0.5655843437880073,-0.48597648619761913,-0.7440017690635019,-0.7233626948734013,-0.16662366859543729,0.0
2020-03-24,1.0,-0.5841358523855031,-0.5054399764757773,-0.7006175108431963,-0.7095493641108578,-0.17595383371315151,0.0
2020-03-25,1.0,-0.5830908839013578,-0.4944236630645608,-0.5562482682183431,-0.6919160432252702,-0.13791909116098644,0.0
2020-03-26,1.0,-0.637938912516256,-0.5081367965976592,-0.5266247232083231,-0.7073213595304207,-0.13479315314048718,0.0
2020-03-27,1.0,-0.6301912803722213,-0.49433051869722555,-0.499844907806307,-0.6986731001206272,-0.12348785111149405,0.0
2020-03-30,1.0,-0.6160443468256459,-0.4853397482829551,-0.5739288080047414,-0.7250984903950075,-0.08600913433043965,0.0
2020-03-31,1.0,-0.6079561232990836,-0.48941266314912524,-0.5698417106359345,-0.7176131630102749,-0.08646903637878367,0.0
2020-04-01,1.0,-0.6103157821761586,-0.4994973829248847,-0.5548892509272418,-0.7179451627439425,-0.08371174044160976,0.0
2020-04-02,1.0,-0.6261541618220368,-0.447814786950277,-0.5469530127898228,-0.7296696532384925,-0.06914711716024895,0.0
2020-04-03,1.0,-0.6228526452672645,-0.4633837519676956,-0.5521867086441723,-0.7084046266511533,-0.07525152282526863,0.0
2020-04-06,1.0,-0.6224999999999999,-0.4656849315068493,-0.5527739726027397,-0.7071917808219178,-0.07650684931506849,0.0
2020-04-07,1.0,-0.5981496379726469,-0.4241083400375436,-0.5393872351836954,-0.7271051220166265,-0.06332126575489408,0.0
2020-04-08,1.0,-0.5974927094157476,-0.42419468373948316,-0.5378942781483592,-0.727114269433178,-0.0652632990312741,0.0
2020-04-09,1.0,-0.5987916835425949,-0.4369852841906305,-0.5364857567166195,-0.7337653570946403,-0.06912380180909951,0.0
2020-04-13,1.0,-0.5850934270503497,-0.5575698528132503,-0.5261839312432584,-0.7598733428442187,-0.05083684192212673,0.0
2020-04-14,1.0,-0.5809650164094685,-0.5766706235598072,-0.5129530060749947,-0.7648907199217931,-0.055896934571608124,0.0
2020-04-15,1.0,-0.5587490020479711,-0.5881842479780623,-0.49383873095213304,-0.7630948661876497,-0.06723593321531465,0.0
2020-04-16,1.0,-0.6157649286440618,-0.5403064623584277,-0.5402713980153582,-0.7901048423857779,-0.02002173989270311,0.0
2020-04-17,1.0,-0.6172220273588214,-0.5387232549982462,-0.542441248684672,-0.7900385829533496,-0.019116099614170465,0.0
2020-04-20,1.0,-0.6542758766074064,-0.4932892980113836,-0.5747312205748015,-0.7911250087836414,-0.0,0.0
2020-04-21,1.0,-0.6550694078369355,-0.4973115445440168,-0.5807063784923563,-0.7811983834124054,-0.0,0.0
2020-04-22,1.0,-0.6421357934095119,-0.506691826536674,-0.5655030226788273,-0.7800957472830835,-0.0,0.0
2020-04-23,1.0,-0.6349344673731177,-0.5128625209146681,-0.5601993865030674,-0.7778165086447295,-0.0,0.0
2020-04-24,1.0,-0.6409279899374585,-0.503231892666224,-0.5666119283043919,-0.7831662066314943,-0.0,0.0
2020-04-27,1.0,-0.6392000837608628,-0.5006456566502635,-0.566293232820298,-0.7838969741388336,-0.0,0.0
2020-04-28,1.0,-0.6387783595113439,-0.501326352530541,-0.5657242582897034,-0.7845724258289705,-0.0,0.0
2020-04-29,1.0,-0.6533949644570508,-0.48345414434289313,-0.576251006758413,-0.788633259796197,-0.0,0.0
2020-04-30,1.0,-0.6521223535977119,-0.4497575947821841,-0.5858184227965539,-0.8001464894841477,-0.0,0.0
2020-05-01,1.0,-0.6484486790213939,-0.45579869472655565,-0.5858723344850452,-0.7999162391372631,-0.0,0.0
2020-05-04,1.0,-0.6482801794595346,-0.4351545925642542,-0.590129725593851,-0.8043334608562585,-0.0,0.0
2020-05-05,1.0,-0.6597207531203724,-0.4429518369649531,-0.5746068683449687,-0.8485649813130245,-0.0,0.0
2020-05-06,1.0,-0.6677422786426014,-0.4409772703095635,-0.5858657494415093,-0.8513882486436652,-0.0,0.0
2020-05-07,1.0,-0.66437990971457,-0.44421142430597516,-0.5844737496889773,-0.8614794014147086,-0.0,0.0
