Date,IWF,IWM,MPC,MTUM,SPY,VLUE,VXX
2018-09-24,-0.32343461413102526,-0.882772607105349,1.0,-0.11925542317024591,-0.6421613008365625,-0.6538224749212328,0.0
2018-09-25,-0.33681404943590487,-0.8871444740589287,1.0,-0.1311110299755376,-0.6448574245134907,-0.6511738289094162,0.0
2018-09-26,-0.33632975224731415,-0.8872323320909157,1.0,-0.1286998465248849,-0.6464225681502594,-0.6554849082803479,0.0
2018-09-27,-0.3374835694464729,-0.8829779465459324,1.0,-0.12987439754637065,-0.6459763400029209,-0.6549583759310648,0.0
2018-09-28,-0.3336876443206392,-0.8929369937323608,1.0,-0.1308140600373859,-0.6493787340101894,-0.6584686434776233,0.0
2018-10-01,-0.3481558596073766,-0.9035544318857824,1.0,-0.12845776323616895,-0.6672739440809042,-0.6706201665675194,0.0
2018-10-02,-0.35834552068099146,-0.87148910638617,1.0,-0.14261071736603292,-0.687066411669854,-0.6904413694828815,0.0
2018-10-03,-0.35859325151071575,-0.8591374845175093,1.0,-0.14041211575273055,-0.6939909169387832,-0.7011973126149458,0.0
2018-10-04,-0.3581111784307786,-0.8793547409875796,1.0,-0.13995758860951227,-0.6942971826719176,-0.715010602847622,0.0
2018-10-05,-0.34700113164843455,-0.8744624669935873,1.0,-0.12942285929837796,-0.6994341757827235,-0.7218408147868729,0.0
2018-10-08,-0.34506777108433734,-0.8714231927710843,1.0,-0.12669427710843373,-0.7009789156626507,-0.7208960843373494,0.0
2018-10-09,-0.3462016496553802,-0.871869232797258,1.0,-0.12903468795902223,-0.7000112990094535,-0.7191819517155662,0.0
2018-10-10,-0.3467866420691992,-0.8708256466247506,1.0,-0.12988968788825722,-0.7003124882346298,-0.71706637551297,0.0
2018-10-11,-0.30281148051757634,-0.8649609618415748,1.0,-0.0790660166416187,-0.6888677101279279,-0.7298486125875152,0.0
2018-10-12,-0.30488644184445973,-0.8576810229289673,1.0,-0.07512587387256855,-0.6725105951389141,-0.712029557720868,0.0
2018-10-15,-0.29672753570782856,-0.86866751039595,1.0,-0.06425601157114445,-0.6725366118242632,-0.7137949737841257,0.0
2018-10-16,-0.3040459485986405,-0.8581191610018539,1.0,-0.07619324584681376,-0.6775600712494093,-0.7192555163764587,0.0
2018-10-17,-0.2900372439478585,-0.8259919782266151,1.0,-0.06549921214725685,-0.6739005873084085,-0.7256839994270162,0.0
2018-10-18,-0.29137245062547046,-0.8288469120757016,1.0,-0.06412416215634968,-0.6734649987454747,-0.7265493386859744,0.0
2018-10-19,-0.2775937600170958,-0.8187128254443138,1.0,-0.05139437974142536,-0.6819104605192862,-0.7319514193111799,0.0
2018-10-22,-0.2813711860686325,-0.8782468720275114,1.0,-0.07638838077120069,-0.6852637740542913,-0.7371771420209263,0.0
2018-10-23,-0.28309132804213455,-0.877583116930617,1.0,-0.08046523536081343,-0.6814673932921255,-0.734903624593102,0.0
2018-10-24,-0.2819939111616477,-0.8848989472912006,1.0,-0.08157576202178778,-0.6836004841726884,-0.7359058064042843,0.0
2018-10-25,-0.2580448867093818,-0.8501986612735799,1.0,-0.08021620073737337,-0.6796363245874647,-0.7113863335361706,0.0
2018-10-26,-0.24950326426341185,-0.8398027249503265,1.0,-0.07071388021572524,-0.68343741129719,-0.7046551234743117,0.0
2018-10-29,-0.2368988303473621,-0.8475917876956782,1.0,-0.06063818509487968,-0.6783631930456906,-0.7101664369765716,0.0
2018-10-30,-0.24606940509915015,-0.8486543909348443,1.0,-0.06558073654390935,-0.6785764872521247,-0.7022308781869688,0.0
2018-10-31,-0.2477299922573379,-0.8326881114943337,1.0,-0.06774829309495319,-0.6745618357147884,-0.696698810445555,0.0
2018-11-01,-0.24897901703985353,-0.8315026052668638,1.0,-0.06889874665540065,-0.6745880861850443,-0.6966976482185607,0.0
2018-11-02,-0.2577922532744974,-0.8028647474959726,1.0,-0.06272326118932547,-0.685718288155775,-0.6930377530293479,0.0
2018-11-05,-0.261650758001123,-0.7963222908478383,1.0,-0.062043795620437964,-0.6872894441325098,-0.7019581695676587,0.0
2018-11-06,-0.26421780163491565,-0.7977756727362032,1.0,-0.06115145774129039,-0.6857172929165352,-0.6995403992562187,0.0
2018-11-07,-0.2597036984903403,-0.8025125804975896,1.0,-0.07016926487665834,-0.6850828729281768,-0.7015518879543936,0.0
2018-11-08,-0.24415720524017465,-0.8049956331877729,1.0,-0.055475982532751086,-0.6806288209606987,-0.7081572052401747,0.0
2018-11-09,-0.25003513209668354,-0.8119027543563799,1.0,-0.051046936481169196,-0.6852164137155705,-0.715008431703204,0.0
2018-11-12,-0.24976377952755907,-0.7953805774278215,1.0,-0.05014873140857393,-0.6919685039370078,-0.7123359580052494,0.0
2018-11-13,-0.23421701817171048,-0.7945867065077655,1.0,-0.03481463465480699,-0.6978562245926132,-0.7130051075362218,0.0
2018-11-14,-0.2333240301423388,-0.8014582751883895,1.0,-0.032514652525816354,-0.7028328216578287,-0.7185668434272955,0.0
2018-11-15,-0.2332590063410215,-0.8025224723015817,1.0,-0.03072956588391053,-0.705874155111142,-0.7116925649780503,0.0
2018-11-16,-0.23291914656642648,-0.7999025442901395,1.0,-0.03090738227002193,-0.7047788103442275,-0.7120531829730953,0.0
2018-11-19,-0.2330363978008212,-0.7989769642981418,1.0,-0.0331268703458835,-0.7033544435938478,-0.7112533927204397,0.0
2018-11-20,-0.22054590226476606,-0.7976970832032741,1.0,-0.020081157007595465,-0.708320327402629,-0.7216730829258142,0.0
2018-11-21,-0.2224591573516767,-0.7903697334479793,1.0,-0.02651762682717111,-0.7035253654342218,-0.6964746345657782,0.0
2018-11-23,-0.22370145547354628,-0.8008553493826309,1.0,-0.022970269710974687,-0.7033524177416017,-0.6981099537835415,0.0
2018-11-26,-0.2255370755370755,-0.7984407484407484,1.0,-0.02245322245322245,-0.7122661122661121,-0.7063063063063062,0.0
2018-11-27,-0.22514214394674803,-0.7992650117875468,1.0,-0.021668284565247543,-0.7135972819303843,-0.7072874774649841,0.0
2018-11-28,-0.22496185323900678,-0.803197392148703,1.0,-0.020980718546261615,-0.7122000277430989,-0.7065473713413788,0.0
2018-11-29,-0.20848226560351937,-0.7953326917789387,1.0,-0.006048941435248832,-0.713706351388507,-0.7133626615342314,0.0
2018-11-30,-0.20843356931747886,-0.7955873255893876,1.0,-0.005498659701697711,-0.7141384287579903,-0.713004330194515,0.0
2018-12-03,-0.20834048984919792,-0.796606093916389,1.0,-0.0019580227405448115,-0.7149874617842054,-0.71323554670056,0.0
2018-12-04,-0.1950307148495144,-0.805587013967535,1.0,-0.005285013212533031,-0.7123099625930883,-0.7135797384948008,0.0
2018-12-06,-0.16834364031422364,-0.7369547049974928,1.0,-0.050810630118669556,-0.7051980611733244,-0.6814975764666554,0.0
2018-12-07,-0.17049366623216017,-0.7362211303853738,1.0,-0.052909522377084794,-0.7044687322437247,-0.6782646478826164,0.0
2018-12-10,-0.15535655058043119,-0.7382421227197347,1.0,-0.04912106135986733,-0.7051409618573798,-0.668922056384743,0.0
2018-12-11,-0.15236799309681057,-0.7407985131592048,1.0,-0.04633102120739437,-0.7050214065248415,-0.6743553151239587,0.0
2018-12-12,-0.15352697095435683,-0.7404481327800829,1.0,-0.04720331950207469,-0.705460580912863,-0.6728298755186722,0.0
2018-12-13,-0.15297863871566936,-0.7380920790765556,1.0,-0.04865994427491044,-0.7059506434921056,-0.6712883109990712,0.0
2018-12-14,-0.1541929068611203,-0.7240304938680808,1.0,-0.05591647331786542,-0.7106728538283061,-0.6697050049718263,0.0
2018-12-17,-0.15306325421031694,-0.7250033152101842,1.0,-0.05450205543031428,-0.7125049728152765,-0.6701365866595941,0.0
2018-12-18,-0.14579075746588438,-0.7168567473136002,1.0,-0.047300415320719894,-0.7121431867624761,-0.6740721207726283,0.0
2018-12-19,-0.14747181752257896,-0.7164282418089525,1.0,-0.04723449139692795,-0.7113520996769728,-0.6737095391917727,0.0
2018-12-20,-0.13655737704918033,-0.6994426229508197,1.0,-0.0661311475409836,-0.7117704918032787,-0.6647868852459017,0.0
2018-12-21,-0.1335749502073334,-0.6994481993012701,1.0,-0.06458353740163908,-0.7134880987364091,-0.6539981062461228,0.0
2018-12-24,-0.1106929665195951,-0.6792434466649364,1.0,-0.07409810537243705,-0.7081819361536466,-0.6720737087983389,0.0
2018-12-26,-0.10990787134313884,-0.6804913528365928,1.0,-0.0723452400193955,-0.7019233877485049,-0.6679165993211572,0.0
2018-12-27,-0.09430858299851308,-0.6591160745357335,1.0,-0.08083140877598152,-0.6651586573444273,-0.6642411971274005,0.0
2018-12-28,-0.09374703482303824,-0.6597083847297339,1.0,-0.0806844419141601,-0.664990353290951,-0.6637568396748584,0.0
2018-12-31,-0.09774245638476396,-0.6559224899471234,1.0,-0.07871323180191875,-0.6673526897381503,-0.6665611246556692,0.0
2019-01-02,-0.09737958098613836,-0.6558959427811887,1.0,-0.07706183935692133,-0.6671941262105198,-0.6671941262105198,0.0
2019-01-03,-0.09765513749564886,-0.6555488750356001,1.0,-0.07784563779627227,-0.6670358532957817,-0.6663396727951647,0.0
2019-01-04,-0.07270894370412374,-0.6652175282739501,1.0,-0.07563872349809407,-0.660807107078726,-0.6758655451595628,0.0
2019-01-07,-0.05723088413780226,-0.647900911835185,1.0,-0.09211713814458657,-0.6522889241589643,-0.6625587402358946,0.0
