Date,EAD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1143222685688247,-0.24825616039819132,-0.010585719793893934,-0.20430088681692313,-0.1751200532791195,0.0
2018-09-25,1.0,-0.11412843393348646,-0.24861064848091724,-0.010203187181150401,-0.2046072123560246,-0.17557546326326678,0.0
2018-09-26,1.0,-0.11419055131913403,-0.2486808659829959,-0.010395301954597248,-0.20452274520115696,-0.1752125514944342,0.0
2018-09-27,1.0,-0.11476731146621812,-0.24695121951219515,-0.010898514157555368,-0.2044610316792823,-0.17509461732548362,0.0
2018-09-28,1.0,-0.11765325838749341,-0.24654839276304233,-0.0105216933075707,-0.20572633058141576,-0.1760934480941507,0.0
2018-10-01,1.0,-0.12135502216570408,-0.2472844804747523,-0.009466786767692826,-0.20982355746304246,-0.17826171426552925,0.0
2018-10-02,1.0,-0.12532201041092972,-0.2295023717732336,-0.01629150603158811,-0.2183985644997957,-0.18709471103451952,0.0
2018-10-03,1.0,-0.12522869779917223,-0.22807609641721582,-0.016146508694957106,-0.2188571327068938,-0.18796738724976464,0.0
2018-10-04,1.0,-0.1264939354655396,-0.22588836994548137,-0.01639111363676724,-0.22048977997194155,-0.18660652448011936,0.0
2018-10-05,1.0,-0.12567095962727418,-0.22508813265071126,-0.01507555492568513,-0.2200393275345887,-0.18563659232227317,0.0
2018-10-08,1.0,-0.1262909465166625,-0.22658551300706248,-0.01559782801575753,-0.2198069347340029,-0.18621570784682542,0.0
2018-10-09,1.0,-0.1266013698144008,-0.2265162000070975,-0.01632421306646794,-0.2193832286454452,-0.18554597395223393,0.0
2018-10-10,1.0,-0.1268822162708618,-0.22593689587286947,-0.016742635191458417,-0.2194633134100704,-0.1845591756380469,0.0
2018-10-11,1.0,-0.11861415892095885,-0.22148647704242086,-0.007390453560696066,-0.2157558180166329,-0.18388776294639736,0.0
2018-10-12,1.0,-0.12674085081383696,-0.21783529737014892,-0.007620002073469951,-0.2049452258354356,-0.17075025054428586,0.0
2018-10-15,1.0,-0.11580527187413746,-0.23240408501242066,-0.0,-0.20431962462048028,-0.1725607231576042,0.0
2018-10-16,1.0,-0.11238864719287343,-0.23850217526413922,-0.0,-0.20366342103445897,-0.1718458669981355,0.0
2018-10-17,1.0,-0.10628952315843447,-0.22659374465903268,-0.0,-0.2020509314647069,-0.17417535464023245,0.0
2018-10-18,1.0,-0.10636152321050112,-0.22684077391125998,-0.0,-0.2018185547275586,-0.17414712517946263,0.0
2018-10-19,1.0,-0.10171275313608663,-0.22177522024749194,-0.0,-0.20137156048955202,-0.17261631953285464,0.0
2018-10-22,1.0,-0.1019309478117623,-0.22250904335716593,-0.0,-0.20126352257867297,-0.17257952210315372,0.0
2018-10-23,1.0,-0.10126732807828213,-0.22264881761348193,-0.0,-0.20194006523511823,-0.1729919815167165,0.0
2018-10-24,1.0,-0.10062935758028127,-0.21996980440719946,-0.0,-0.20203905070484657,-0.1737603691326401,0.0
2018-10-25,1.0,-0.09060079130232404,-0.20475778834325234,-0.0,-0.20366060444858197,-0.1633640323170529,0.0
2018-10-26,1.0,-0.08277057706596219,-0.2002146454222736,-0.0,-0.20767770164286303,-0.16045570874267315,0.0
2018-10-29,1.0,-0.07634277825258037,-0.20189336664256133,-0.0,-0.20396423640786274,-0.16134705147590558,0.0
2018-10-30,1.0,-0.0769938851995529,-0.20193635347491617,-0.0,-0.20397462029061741,-0.1608587020842922,0.0
2018-10-31,1.0,-0.07977496851848824,-0.1925850818519306,-0.0,-0.20386936399169217,-0.15917379429898443,0.0
2018-11-01,1.0,-0.06864300080121655,-0.20207008192030348,-0.0,-0.2043102179636019,-0.16011249734290434,0.0
2018-11-02,1.0,-0.06626655835005056,-0.22065089444103655,-0.0,-0.20450287646932044,-0.16647048095893363,0.0
2018-11-05,1.0,-0.06412466843501327,-0.226790450928382,-0.0,-0.20522214854111406,-0.16168766578249338,0.0
2018-11-06,1.0,-0.06346099620162882,-0.22632652722718902,-0.0,-0.20604090298396058,-0.16284894425185356,0.0
2018-11-07,1.0,-0.06324811830630989,-0.22636692198017172,-0.0,-0.20556052919526507,-0.16270433369806692,0.0
2018-11-08,1.0,-0.054534969931625335,-0.22644369387923224,-0.0,-0.2022242359337672,-0.16437927341626163,0.0
2018-11-09,1.0,-0.05316476615435465,-0.22825979176995537,-0.0,-0.20568501074202614,-0.16550983308544043,0.0
2018-11-12,1.0,-0.05296592690372081,-0.2261364573880043,-0.0,-0.20608860655061464,-0.1648378846629816,0.0
2018-11-13,1.0,-0.04557065662354675,-0.2236449975438022,-0.0,-0.20584575077779593,-0.16240379891927298,0.0
2018-11-14,1.0,-0.04563466072832067,-0.2235885512182342,-0.0,-0.20583900969347652,-0.16236573225045847,0.0
2018-11-15,1.0,-0.04533570124808841,-0.22490257017414042,-0.0,-0.20607435910085015,-0.16807261605248877,0.0
2018-11-16,1.0,-0.044622914203127056,-0.22280252266456446,-0.0,-0.20568913414794376,-0.16924517146235712,0.0
2018-11-19,1.0,-0.04758303189740217,-0.222591252877343,-0.0,-0.20473528444590597,-0.1692864189411378,0.0
2018-11-20,1.0,-0.03782262156102191,-0.21988183499451724,-0.0,-0.20531578861229766,-0.1736141798006579,0.0
2018-11-21,1.0,-0.03980681984487048,-0.2173601964323463,-0.0,-0.2040099517049612,-0.16491861391612597,0.0
2018-11-23,1.0,-0.04083723653395785,-0.2086911267239136,-0.0,-0.20969945355191258,-0.16710577673692428,0.0
2018-11-26,1.0,-0.040175084613381935,-0.2130467326217131,-0.0,-0.2083929966154647,-0.16556560791460556,0.0
2018-11-27,1.0,-0.03873628157672576,-0.21308201831287749,-0.0,-0.20728618741476718,-0.16437755698421977,0.0
