Date,IWF,IWM,MTUM,SPY,URI,VLUE,VXX
2018-09-24,-0.4347664661765797,-0.8396821860845027,-0.1871612088809683,-0.5827578525284026,1.0,-0.6684488007722581,0.0
2018-09-25,-0.4353749072011879,-0.8388641425389756,-0.18830734966592427,-0.5820341499628805,1.0,-0.6673719376391983,0.0
2018-09-26,-0.43602212405805707,-0.8396376999888637,-0.18983629681873862,-0.5816103047626119,1.0,-0.6649838524072905,0.0
2018-09-27,-0.4379567459287013,-0.8340319768520237,-0.191415958749119,-0.5815187149905405,1.0,-0.664688207144712,0.0
2018-09-28,-0.43876377397692284,-0.8334508218009128,-0.19162987422550368,-0.5816421177605461,1.0,-0.6646755463213743,0.0
2018-10-01,-0.4482075436432283,-0.8367911479944674,-0.1897872976711151,-0.5925012149078539,1.0,-0.6708908078202683,0.0
2018-10-02,-0.44835707076370973,-0.8360808941721803,-0.19042278793316136,-0.5925012149078539,1.0,-0.670853426040148,0.0
2018-10-03,-0.44855305466237944,-0.8371719135571675,-0.19079488521648097,-0.5922007029088463,1.0,-0.6701562850519704,0.0
2018-10-04,-0.4462943475646422,-0.8515859891761877,-0.19043144918821409,-0.5900481058328323,1.0,-0.6799082982561635,0.0
2018-10-05,-0.4365373805508713,-0.847255012179127,-0.1799887577290613,-0.5954281431515833,1.0,-0.6882143526325653,0.0
2018-10-08,-0.4366308055628444,-0.848183828766353,-0.1797053641713836,-0.5953817895565469,1.0,-0.6886456498106984,0.0
2018-10-09,-0.44082751370428774,-0.8498535706240143,-0.18727941728617556,-0.5927761507847112,1.0,-0.6838627318465119,0.0
2018-10-10,-0.4399714059972158,-0.8544339516159373,-0.18424319951841678,-0.5940027841529025,1.0,-0.689717446104067,0.0
2018-10-11,-0.4095864592187442,-0.8546879042093204,-0.14335341291252449,-0.585091836357589,1.0,-0.7028715030119369,0.0
2018-10-12,-0.41265358518246836,-0.8519347148358701,-0.13893269759765264,-0.5726389143590683,1.0,-0.6915092609572713,0.0
2018-10-15,-0.387857169124407,-0.9058213510829993,-0.09921671018276762,-0.5793034972235502,1.0,-0.7052550288677233,0.0
2018-10-16,-0.3864004118858488,-0.9117019711679906,-0.09480729626360694,-0.5795454545454546,1.0,-0.7051338629008532,0.0
2018-10-17,-0.37371424417548066,-0.882455566459492,-0.0817068294987824,-0.5799803729146221,1.0,-0.716788427288918,0.0
2018-10-18,-0.375277383680745,-0.8856997344392301,-0.08010476918039942,-0.579140747207974,1.0,-0.7175961293608352,0.0
2018-10-19,-0.4472387970045253,-1.0269512634656202,-0.07532737976052221,-0.6589243522486083,1.0,-0.7962436426254456,0.0
2018-10-22,-0.4488349747778045,-1.0220594122828088,-0.07146288734085997,-0.6623028264873088,1.0,-0.7988629994395068,0.0
2018-10-23,-0.44767325343701153,-1.0240891418493727,-0.06709687763036595,-0.6671209266904485,1.0,-0.8021964808208747,0.0
2018-10-24,-0.4491807219262049,-1.0214334361604103,-0.05929249629421898,-0.6697648331396979,1.0,-0.8065782620888586,0.0
2018-10-25,-0.4259251991680076,-0.9897178289706057,-0.05329461167144147,-0.6708527922765983,1.0,-0.7847023272242063,0.0
2018-10-26,-0.4195474053843153,-0.9818571985953961,-0.046898166211470936,-0.6737026921576278,1.0,-0.779711275848615,0.0
2018-10-29,-0.4065562295846944,-0.9930004666355575,-0.033792191631669,-0.6677554829678022,1.0,-0.787525276092705,0.0
2018-10-30,-0.39547187427059827,-0.9956041391114914,-0.02567493970279312,-0.6715163774994164,1.0,-0.8018750486267797,0.0
2018-10-31,-0.3951817578384288,-1.0045293038147671,-0.02416930225293819,-0.6749443598453789,1.0,-0.8057475303580492,0.0
2018-11-01,-0.40504445227744484,-0.9960051697802843,-0.03293776681157718,-0.6761054321857988,1.0,-0.8064073943524067,0.0
2018-11-02,-0.40494378501194817,-0.9967485407607631,-0.0331805539232969,-0.6759509538919576,1.0,-0.8065969365769577,0.0
2018-11-05,-0.4019423558897243,-1.0047775689223057,-0.03312969924812031,-0.6764176065162908,1.0,-0.7997728696741855,0.0
2018-11-06,-0.39984329089128307,-1.0031733594515182,-0.03463271302644467,-0.6779627815866798,1.0,-0.8021155729676789,0.0
2018-11-07,-0.4020165561614814,-1.0048648436580487,-0.031150692455569066,-0.6811173447369453,1.0,-0.8041115775432539,0.0
2018-11-08,-0.3814316364345621,-1.0143553735127753,-0.006904622586307782,-0.679344645991808,1.0,-0.8188804369026721,0.0
2018-11-09,-0.38706264937507345,-1.0201778787760059,-0.002977706382478549,-0.6829526309603102,1.0,-0.8249030286408338,0.0
2018-11-12,-0.3884197357103761,-0.9990616936429744,-0.0,-0.6974743920556729,1.0,-0.8245758073344279,0.0
2018-11-13,-0.37400747314339094,-0.9989101665888214,-0.0,-0.695936478281177,1.0,-0.8234080647672427,0.0
2018-11-14,-0.37346207755801275,-0.9997274567824326,-0.0,-0.6962700513938638,1.0,-0.8240149509422208,0.0
2018-11-15,-0.37305941403058246,-1.0026458114470251,-0.0,-0.7018014863234894,1.0,-0.8133924750009728,0.0
2018-11-16,-0.36653572400917894,-0.9905487923456887,-0.0,-0.7049122943487224,1.0,-0.8273501614095133,0.0
2018-11-19,-0.3776155527795128,-0.991919113054341,-0.0,-0.7047548407245472,1.0,-0.8295206121174267,0.0
2018-11-20,-0.3384489859351931,-0.9856243686378119,-0.0,-0.7093014220219132,1.0,-0.8519309969694615,0.0
2018-11-21,-0.34395863080307176,-0.9810133909620652,-0.0,-0.7063636012812101,1.0,-0.8276926639138655,0.0
2018-11-23,-0.34372705845987406,-0.9871334183377768,-0.0,-0.7050732197364863,1.0,-0.8279046404698428,0.0
2018-11-26,-0.3445579811116272,-0.9844403158383652,-0.0,-0.7094751509521598,1.0,-0.8320560458275276,0.0
2018-11-27,-0.34518731094392313,-0.9858838129217405,-0.0,-0.7121693942449392,1.0,-0.8348328550376174,0.0
2018-11-28,-0.34237314476649316,-1.0022146242909318,-0.0,-0.7080192711166369,1.0,-0.8326987333903179,0.0
2018-11-29,-0.3252826112118523,-0.9932867780392763,-0.0,-0.7050040510822178,1.0,-0.8346001003125122,0.0
2018-11-30,-0.3248321629755382,-0.9935951848136431,-0.0,-0.7049926691874372,1.0,-0.834902384443244,0.0
2018-12-03,-0.3240126504165381,-0.9935590867016353,-0.0,-0.7047207651959271,1.0,-0.8345418080839246,0.0
2018-12-04,-0.31875577456113335,-0.9957653218355406,-0.0,-0.7018016630736064,1.0,-0.8333461656914075,0.0
2018-12-06,-0.31423510839012747,-0.9990373878556853,-0.0,-0.7021292980632244,1.0,-0.8350467829502137,0.0
2018-12-07,-0.3111085432555273,-1.000154071335028,-0.0,-0.7028734303982743,1.0,-0.8376473307141206,0.0
2018-12-10,-0.2760982703199143,-1.0148476963110362,-0.0,-0.7120388795346702,1.0,-0.8237792744527782,0.0
2018-12-11,-0.26660792276453915,-1.0194237989426098,-0.0,-0.710711822848824,1.0,-0.8344188184813425,0.0
2018-12-12,-0.26753764223592963,-1.0191180414543504,-0.0,-0.7110072411018734,1.0,-0.8336079077429983,0.0
2018-12-13,-0.27016551029109653,-1.0409318190627543,-0.0,-0.7152215202139618,1.0,-0.8497616186673902,0.0
2018-12-14,-0.2776162227133496,-1.020394711333411,-0.0,-0.7287425846225428,1.0,-0.8505680276065295,0.0
2018-12-17,-0.2671616970259504,-1.020574699307731,-0.0,-0.7205785667324128,1.0,-0.8591483930850445,0.0
2018-12-18,-0.24939336748449714,-1.0098987019989984,-0.0,-0.7221045333744174,1.0,-0.8702769325578708,0.0
2018-12-19,-0.24663867164926603,-1.010902646684902,-0.0,-0.7238895095735254,1.0,-0.8710945024463536,0.0
2018-12-20,-0.246121351766513,-1.002227342549923,-0.0,-0.7251152073732717,1.0,-0.8667434715821812,0.0
2018-12-21,-0.24037098072279922,-1.0102326294408461,-0.0,-0.7371325642892731,1.0,-0.84463266010041,0.0
2018-12-24,-0.21842235693316556,-0.9900110564642189,-0.0,-0.7346448587441381,1.0,-0.8694955964771817,0.0
2018-12-26,-0.21768449765115927,-0.9959463555084105,-0.0,-0.7156387331413852,1.0,-0.85914532504925,0.0
2018-12-27,-0.1906539982993826,-0.9701652556471588,-0.0,-0.6722614514399793,1.0,-0.8638766682686975,0.0
2018-12-28,-0.19055187964366244,-0.9702805603814735,-0.0,-0.6720881233134958,1.0,-0.8635271504084575,0.0
