Date,IWF,IWM,MTUM,SPY,TTEC,VLUE,VXX
2018-09-24,-0.6927086190815823,-1.6921599824436275,-0.0028529105173643494,-1.1154880122894608,1.0,-0.9831019915509958,0.0
2018-09-25,-0.7062751807494895,-1.6966720017661021,-0.01578453557039572,-1.1188255422484685,1.0,-0.9815663116066009,0.0
2018-09-26,-0.713718694096601,-1.7148367620751341,-0.006596601073345259,-1.1406529516994632,1.0,-1.0145348837209303,0.0
2018-09-27,-0.7199798747763863,-1.7019789803220036,-0.01084525939177102,-1.1422182468694095,1.0,-1.0153175313059033,0.0
2018-09-28,-0.716630258219907,-1.7096286338430515,-0.012322858903265559,-1.1446255531283258,1.0,-1.0181482103848092,0.0
2018-10-01,-0.7164723032069971,-1.7120991253644315,-0.013455931823278762,-1.1450437317784257,1.0,-1.0195111011437543,0.0
2018-10-02,-0.718739486374341,-1.6949086015476056,-0.02018616126499944,-1.1492093753504542,1.0,-1.0242233935179992,0.0
2018-10-03,-0.7177749145706123,-1.6867962579127218,-0.01966276399081284,-1.1503557223684948,1.0,-1.027337404066999,0.0
2018-10-04,-0.723214785774293,-1.6772892747129657,-0.02105852702324279,-1.15715485858303,1.0,-1.0219546345561468,0.0
2018-10-05,-0.7009664582148949,-1.6921546333143833,-0.0,-1.2115406480955089,1.0,-1.0803297328027288,0.0
2018-10-08,-0.6945877018985549,-1.6841598186455087,-0.0,-1.212411448002267,1.0,-1.0761688863700765,0.0
2018-10-09,-0.6940776423916123,-1.684613204873902,-0.0,-1.2125247945593653,1.0,-1.0761122130915273,0.0
2018-10-10,-0.6953098447943808,-1.683187946074544,-0.0,-1.213096182168347,1.0,-1.0728446810921037,0.0
2018-10-11,-0.557477497017677,-1.6503090771066045,-0.0,-1.1521526949354735,1.0,-1.0625203340201714,0.0
2018-10-12,-0.5696012844527696,-1.645009365801445,-0.0,-1.1176879850147177,1.0,-1.0195879047364198,0.0
2018-10-15,-0.5278889778489458,-1.6827862289831865,-0.0,-1.1084601014144648,1.0,-1.0184681078195892,0.0
2018-10-16,-0.5187248861505491,-1.708866863112778,-0.0,-1.1100455397803375,1.0,-1.0200375033485132,0.0
2018-10-17,-0.47728933904145354,-1.6334969197034563,-0.0,-1.089641850266263,1.0,-1.020361282238697,0.0
2018-10-18,-0.4772453521864362,-1.6335689971196647,-0.0,-1.1002880335166274,1.0,-1.0258706467661691,0.0
2018-10-19,-0.4464812800994252,-1.613588110403397,-0.0,-1.0989073585003366,1.0,-1.0195225519134172,0.0
2018-10-22,-0.446919848712502,-1.599761670379773,-0.0,-1.1071447075281073,1.0,-1.0273042847520855,0.0
2018-10-23,-0.4540834845735027,-1.601659320715582,-0.0,-1.1036556909515167,1.0,-1.0259787399533318,0.0
2018-10-24,-0.45141374837872894,-1.5966796368352787,-0.0,-1.1076005188067446,1.0,-1.032373540856031,0.0
2018-10-25,-0.3847486144101346,-1.5044536817102139,-0.0,-1.0960015835312746,1.0,-0.9632818685669041,0.0
2018-10-26,-0.354412481716236,-1.477523159434422,-0.0,-1.0990736226231106,1.0,-0.9446611409068747,0.0
2018-10-29,-0.31922834569337405,-1.4929959769279242,-0.0,-1.0834666278900684,1.0,-0.9513353691047454,0.0
2018-10-30,-0.3321663019693654,-1.4972039873571603,-0.0,-1.087284220763433,1.0,-0.9459761731096523,0.0
2018-10-31,-0.3359630556090052,-1.4629112949778718,-0.0,-1.0782663074850873,1.0,-0.9332788147007888,0.0
2018-11-01,-0.32501320021120345,-1.4684394950319206,-0.0,-1.0753612057792925,1.0,-0.9312629002064033,0.0
2018-11-02,-0.33144570286475683,-1.4240506329113924,-0.0,-1.082659179594556,1.0,-0.9205767583515753,0.0
2018-11-05,-0.3257817333777545,-1.4413878444624246,-0.0,-1.0843843700918567,1.0,-0.9079529770120414,0.0
2018-11-06,-0.33154087751023126,-1.4456076901113544,-0.0,-1.080089464166746,1.0,-0.9015418292566861,0.0
2018-11-07,-0.33942673296285464,-1.4871794871794874,-0.0,-1.11265477235059,1.0,-0.9355074583211466,0.0
2018-11-08,-0.3352131848898828,-1.4844669162331663,-0.0,-1.108610044241334,1.0,-0.9334435315280276,0.0
2018-11-09,-0.34342773781377334,-1.5374515820715329,-0.0,-1.1692741083555511,1.0,-0.9803310025655214,0.0
2018-11-12,-0.355588704284759,-1.5294480736587623,-0.0,-1.2423743634586697,1.0,-1.0163571832724654,0.0
2018-11-13,-0.3004465676601932,-1.560234707653962,-0.0,-1.289697787932288,1.0,-1.0422681483020044,0.0
2018-11-14,-0.30108769901739263,-1.582838526614471,-0.0,-1.3087068467237664,1.0,-1.0619515527297567,0.0
2018-11-15,-0.30429942214918093,-1.6057360971213488,-0.0,-1.3379101945607803,1.0,-1.053384933467635,0.0
2018-11-16,-0.3008284523244156,-1.5913672101736056,-0.0,-1.3310115561184106,1.0,-1.0536119465991238,0.0
2018-11-19,-0.3018360240582463,-1.59085153529598,-0.0,-1.3301677746122191,1.0,-1.0530758678906829,0.0
2018-11-20,-0.22328824577959527,-1.580056621579113,-0.0,-1.3439236657229738,1.0,-1.0955227010590334,0.0
2018-11-21,-0.2200822445473947,-1.5714434438602882,-0.0,-1.3359533600541356,1.0,-1.077872052469939,0.0
2018-11-23,-0.2222568740579032,-1.5511720983419095,-0.0,-1.3442486615728468,1.0,-1.0800977181766205,0.0
2018-11-26,-0.22126421856334078,-1.5538357658546718,-0.0,-1.3415052199657196,1.0,-1.0773385965823508,0.0
2018-11-27,-0.2052048441123422,-1.5538778665292452,-0.0,-1.3296057717083227,1.0,-1.0646225199690802,0.0
2018-11-28,-0.20449739543039866,-1.562019701892826,-0.0,-1.3272474083243075,1.0,-1.0637990613234307,0.0
2018-11-29,-0.1504600213490571,-1.5387078737355766,-0.0,-1.321150815838967,1.0,-1.0727901184364357,0.0
2018-11-30,-0.15011688179693058,-1.5392316292306127,-0.0,-1.3224413050106718,1.0,-1.0700274418131923,0.0
2018-12-03,-0.16206860921678032,-1.561169663153544,-0.0,-1.348367431287456,1.0,-1.09475098160777,0.0
2018-12-04,-0.14486101799804033,-1.5729462121602806,-0.0,-1.3450569851993193,1.0,-1.0941673972461452,0.0
2018-12-06,-0.12406015037593986,-1.4731895528294419,-0.0,-1.3174713098535813,1.0,-1.0318559556786704,0.0
2018-12-07,-0.13598253708389146,-1.4762117378578161,-0.0,-1.3221213474227316,1.0,-1.026740090291214,0.0
2018-12-10,-0.08776139869729173,-1.4854792105392034,-0.0,-1.3251383515353345,1.0,-0.9990205201038248,0.0
2018-12-11,-0.09191968658178257,-1.483839373163565,-0.0,-1.3256121449559255,1.0,-0.9957884427032321,0.0
2018-12-12,-0.09405310081316744,-1.4835896933477026,-0.0,-1.3264426374057021,1.0,-0.9945135691192319,0.0
2018-12-13,-0.09456484516413091,-1.4792818355266375,-0.0,-1.3263049752947509,1.0,-0.9919769091531725,0.0
2018-12-14,-0.09719845499437735,-1.4736713440571068,-0.0,-1.3270424876546227,1.0,-0.9912971202268617,0.0
2018-12-17,-0.07479224376731301,-1.470865529474656,-0.0,-1.3094717402925597,1.0,-1.0046168051708217,0.0
2018-12-18,-0.05636783378222393,-1.4528183916891113,-0.0,-1.2997306656406309,1.0,-1.0006252404771068,0.0
2018-12-19,-0.06256015399422521,-1.4518286814244465,-0.0,-1.297738209817132,1.0,-1.0002406159769008,0.0
2018-12-20,-0.059020630893686275,-1.428605619644823,-0.0,-1.3073093676702887,1.0,-0.9918146570293427,0.0
