Date,IWF,IWM,MTUM,MYL,SPY,VLUE,VXX
2018-09-24,-0.32927298820399736,-0.7100003500297525,-0.047149007665651575,1.0,-0.6639714375721937,-0.7499037418180546,0.0
2018-09-25,-0.32817598147563415,-0.7143809423569448,-0.04357436059362173,1.0,-0.6676841034277093,-0.7546223204574957,0.0
2018-09-26,-0.32765344482310366,-0.7146822190211853,-0.0402276639848224,1.0,-0.670027755331483,-0.7607771492815234,0.0
2018-09-27,-0.32773522591525545,-0.7146370599395686,-0.04036961562785469,1.0,-0.6699810273346919,-0.7606984751598623,0.0
2018-09-28,-0.32656431156237925,-0.7155605522959632,-0.040965463935635736,1.0,-0.669711555352563,-0.7604960826335946,0.0
2018-10-01,-0.3293463730387673,-0.7146626328009569,-0.040561457820305354,1.0,-0.6720607894181383,-0.7612397101245338,0.0
2018-10-02,-0.3297924727400633,-0.7116778051354203,-0.04206823777699613,1.0,-0.6723531480830108,-0.7615546957439325,0.0
2018-10-03,-0.33132147395171535,-0.6973034025130594,-0.03893124382323874,1.0,-0.6839968939714809,-0.7780248482281519,0.0
2018-10-04,-0.33916825800976025,-0.6894405544946602,-0.03985430369898862,1.0,-0.694709668293373,-0.7731805643963506,0.0
2018-10-05,-0.33070116684880324,-0.6848098142207495,-0.02999964747770297,1.0,-0.6996157506962316,-0.7801318433390912,0.0
2018-10-08,-0.33041945717307014,-0.6848431441663729,-0.02929150511103278,1.0,-0.699894254494184,-0.7804018329221009,0.0
2018-10-09,-0.3292326130635553,-0.6851845324121401,-0.02633155909619655,1.0,-0.7015051640875604,-0.7826853255313898,0.0
2018-10-10,-0.3285300558027831,-0.6890230981140072,-0.023698523698523696,1.0,-0.7028325210143392,-0.7877375150102423,0.0
2018-10-11,-0.25237782312454604,-0.690277729740947,-0.0,1.0,-0.6930792377131395,-0.8228824404247225,0.0
2018-10-12,-0.2444197975876889,-0.6936434215998891,-0.0,1.0,-0.697941217246638,-0.8299597948149176,0.0
2018-10-15,-0.20615801166342682,-0.7355942793668425,-0.0,1.0,-0.6940780338794779,-0.8354276589836156,0.0
2018-10-16,-0.19932573335186987,-0.7490963436674545,-0.0,1.0,-0.6930001390240512,-0.8341790629778952,0.0
2018-10-17,-0.18182129759742263,-0.7176885903279981,-0.0,1.0,-0.6879734037084004,-0.839908146827981,0.0
2018-10-18,-0.18128234124944312,-0.716802028717316,-0.0,1.0,-0.6888043590007197,-0.8400328981186388,0.0
2018-10-19,-0.1653390522875817,-0.7061887254901961,-0.0,1.0,-0.6903935185185185,-0.8422181372549019,0.0
2018-10-22,-0.16583290794623107,-0.7030457716522035,-0.0,1.0,-0.6913731495661052,-0.8428449889399353,0.0
2018-10-23,-0.16336195148541838,-0.7041087489779231,-0.0,1.0,-0.6945012264922322,-0.8449168710820387,0.0
2018-10-24,-0.16207449895865342,-0.6988630543890199,-0.0,1.0,-0.6996824746491858,-0.8535969135170202,0.0
2018-10-25,-0.13739362589687967,-0.6663440680794259,-0.0,1.0,-0.6992491239779742,-0.8342399466043717,0.0
2018-10-26,-0.12360665497965799,-0.6551781166275262,-0.0,1.0,-0.702907419045414,-0.8259517745509873,0.0
2018-10-29,-0.09397813232913818,-0.6735374756383576,-0.0,1.0,-0.6943811317015163,-0.8414098371486143,0.0
2018-10-30,-0.08869955749290008,-0.6734693877551021,-0.0,1.0,-0.6944719635426987,-0.845650881711908,0.0
2018-10-31,-0.09396744124983589,-0.6528817119600893,-0.0,1.0,-0.6936786136274123,-0.8416043061572797,0.0
2018-11-01,-0.07757377049180328,-0.6658688524590164,-0.0,1.0,-0.6932131147540984,-0.8420327868852459,0.0
2018-11-02,-0.07758224440212752,-0.6696762755269552,-0.0,1.0,-0.6929542320572591,-0.8429969137829141,0.0
2018-11-05,-0.08074064329408669,-0.6636190225613365,-0.0,1.0,-0.693909096888772,-0.8505558113530225,0.0
2018-11-06,-0.08833887371227331,-0.6705394464009479,-0.0,1.0,-0.6895303294605536,-0.8428726590527598,0.0
2018-11-07,-0.159408445222806,-0.8535901926444833,-0.0,1.0,-0.8849192449892975,-0.993889861840825,0.0
2018-11-08,-0.12320407847983933,-0.8579097790823421,-0.0,1.0,-0.8758689942839488,-1.0052139657036923,0.0
2018-11-09,-0.12173879383757838,-0.8608810095223348,-0.0,1.0,-0.8812804830843075,-1.0069288534489431,0.0
2018-11-12,-0.12064777327935221,-0.8408714092924618,-0.0,1.0,-0.8899556583767109,-1.0043184885290146,0.0
2018-11-13,-0.09492484797491108,-0.8346655448043753,-0.0,1.0,-0.8911538608635791,-1.0037862852334878,0.0
2018-11-14,-0.09526176909250833,-0.834334008948717,-0.0,1.0,-0.8910857011740411,-1.003556541359134,0.0
2018-11-15,-0.09466523176262587,-0.838880774848182,-0.0,1.0,-0.8941117687754631,-1.0158351910216004,0.0
2018-11-16,-0.0949345212949806,-0.8368216905411114,-0.0,1.0,-0.8930066438803332,-1.0156688044855793,0.0
2018-11-19,-0.09844818314511791,-0.8360989475301528,-0.0,1.0,-0.8914496427748329,-1.0151724667742184,0.0
2018-11-20,-0.05216527915680135,-0.8269686091804781,-0.0,1.0,-0.8982280607958452,-1.0414725425800047,0.0
2018-11-21,-0.05535153144285011,-0.8191799492674063,-0.0,1.0,-0.895543860977549,-1.0160148411766934,0.0
2018-11-23,-0.05871650051173193,-0.7988324930821425,-0.0,1.0,-0.9106174898601267,-1.022402486638111,0.0
2018-11-26,-0.05762159293377307,-0.8056787596193942,-0.0,1.0,-0.9080708139050001,-1.0195231055005876,0.0
2018-11-27,-0.04459801367017862,-0.81216721422907,-0.0,1.0,-0.904157697972131,-1.0153695102148712,0.0
2018-11-28,-0.04569313847664363,-0.8100524904648616,-0.0,1.0,-0.9048751935349874,-1.0156716136097579,0.0
2018-11-29,-0.015689204333208816,-0.7971983563690699,-0.0,1.0,-0.9017556966753829,-1.0208815838625327,0.0
2018-11-30,-0.015612744182571992,-0.79759459156613,-0.0,1.0,-0.9031486945803607,-1.0187128823815037,0.0
2018-12-03,-0.012584957801180073,-0.7992755246844424,-0.0,1.0,-0.9038016282022556,-1.0187093883038314,0.0
2018-12-04,-0.003649770958251089,-0.8026889128896502,-0.0,1.0,-0.900338907303266,-1.017615731257681,0.0
2018-12-06,-0.0,-0.736672110324805,-0.0,1.0,-0.8988931228452186,-0.9935764833968427,0.0
2018-12-07,-0.0,-0.7407366885485048,-0.0,1.0,-0.9016411378555799,-1.0045951859956235,0.0
2018-12-10,-0.0,-0.7346576928643798,-0.0,1.0,-0.8924591113040962,-0.9913518598928933,0.0
2018-12-11,-0.0,-0.7349013931608468,-0.0,1.0,-0.8919124298896328,-0.9917857789035643,0.0
2018-12-12,-0.0,-0.7374528575572963,-0.0,1.0,-0.892116333043226,-0.9967725558456629,0.0
2018-12-13,-0.0,-0.741137585355223,-0.0,1.0,-0.8919439198024117,-0.9990556443411304,0.0
2018-12-14,-0.0,-0.73802694165063,-0.0,1.0,-0.8940125630877601,-0.9989107149340983,0.0
2018-12-17,-0.0,-0.7353559518631289,-0.0,1.0,-0.8884297520661157,-1.000978686385385,0.0
2018-12-18,-0.0,-0.7185057098598652,-0.0,1.0,-0.8801109550055838,-1.0037825570085377,0.0
2018-12-19,-0.0,-0.7185417342123275,-0.0,1.0,-0.8800749306531215,-1.003818581361,0.0
2018-12-20,-0.0,-0.7142446353473995,-0.0,1.0,-0.879479529851551,-1.0007188814205097,0.0
