Date,IWF,IWM,MTUM,PBA,SPY,VLUE,VXX
2018-09-24,-0.300200300450676,-0.5487675958382017,-0.0,1.0,-0.47704890669337335,-0.45590608134423855,0.0
2018-09-25,-0.310500879962008,-0.5505489286811744,-0.0,1.0,-0.47867139704444506,-0.4538089784060117,0.0
2018-09-26,-0.31184688460463816,-0.551858060910869,-0.0,1.0,-0.47876501816149764,-0.45163453478625315,0.0
2018-09-27,-0.3114062063181437,-0.5534526139222812,-0.0,1.0,-0.47892088342186184,-0.4518311434162706,0.0
2018-09-28,-0.31381713358148383,-0.5527133301614844,-0.0,1.0,-0.4797234894069575,-0.45246424673252916,0.0
2018-10-01,-0.3160771343685184,-0.5518246538483099,-0.0,1.0,-0.48178148999383374,-0.4531644150456864,0.0
2018-10-02,-0.3292043425267156,-0.5230873890983305,-0.00328807505881686,1.0,-0.5040392301369087,-0.4749284276765215,0.0
2018-10-03,-0.3290984885006948,-0.513853047103196,-0.001729858491903695,1.0,-0.5087201882993506,-0.48243201088960097,0.0
2018-10-04,-0.33167965981573355,-0.5092841956059532,-0.0023245924875974484,1.0,-0.5120623671155209,-0.4795180722891566,0.0
2018-10-05,-0.3208415701779158,-0.5021462863597853,-0.0,1.0,-0.5161253883083874,-0.48497599548150233,0.0
2018-10-08,-0.3183612473918683,-0.4990131393447246,-0.0,1.0,-0.5181582360570688,-0.48406924942198165,0.0
2018-10-09,-0.318671403597812,-0.49909772740089103,-0.0,1.0,-0.5180736480009023,-0.48375909321603794,0.0
2018-10-10,-0.31972827465681997,-0.49823829523353164,-0.0,1.0,-0.5187022578008287,-0.4820306113820222,0.0
2018-10-11,-0.29025206828809386,-0.48747959381312084,-0.0,1.0,-0.5070972026230597,-0.4820840596552392,0.0
2018-10-12,-0.2946039915678813,-0.4804938812385359,-0.0,1.0,-0.4948941878610343,-0.46773619514331866,0.0
2018-10-15,-0.28504289851904474,-0.4874856549538226,-0.0,1.0,-0.4926225476802011,-0.46723864692059675,0.0
2018-10-16,-0.28265027322404374,-0.4912568306010929,-0.0,1.0,-0.4918579234972678,-0.46647540983606556,0.0
2018-10-17,-0.27323364789227483,-0.4729470297163562,-0.0,1.0,-0.4887110293918828,-0.46908038828651,0.0
2018-10-18,-0.27334433056599694,-0.47337678141647965,-0.0,1.0,-0.48843938451553587,-0.4691040861029233,0.0
2018-10-19,-0.26666666666666666,-0.46763558067554833,-0.0,1.0,-0.4888440317588481,-0.4682815233481362,0.0
2018-10-22,-0.26643831921894384,-0.45652408436269487,-0.0,1.0,-0.4977075354657749,-0.47634716004099464,0.0
2018-10-23,-0.26891753411358615,-0.45663664311525815,-0.0,1.0,-0.49582007442964243,-0.4753788900275066,0.0
2018-10-24,-0.26800981740701785,-0.4518164900072822,-0.0,1.0,-0.4979097553739515,-0.47932680637592034,0.0
2018-10-25,-0.24781348788198104,-0.42265542676501583,-0.0,1.0,-0.5029504741833509,-0.4609325605900948,0.0
2018-10-26,-0.23029621101109485,-0.41524492359221266,-0.0,1.0,-0.5147058823529412,-0.456431861000628,0.0
2018-10-29,-0.22144291189737442,-0.4171251271087008,-0.0,1.0,-0.5107553516022215,-0.458034573566605,0.0
2018-10-30,-0.23010606614765663,-0.41841266523851817,-0.0,1.0,-0.5116777261089921,-0.45227023355452217,0.0
2018-10-31,-0.2361414456578263,-0.40046801872074883,-0.0,1.0,-0.5132345293811753,-0.450260010400416,0.0
2018-11-01,-0.2210876399823317,-0.4128147166575727,-0.0,1.0,-0.5132902018863512,-0.4510873801543378,0.0
2018-11-02,-0.22202339272284036,-0.40763505277626494,-0.0,1.0,-0.5140174797064239,-0.4497523276018569,0.0
2018-11-05,-0.2184817283502347,-0.41790077028814476,-0.0,1.0,-0.5152371813159737,-0.4419430972326685,0.0
2018-11-06,-0.20755709925271026,-0.41898221239869493,-0.0,1.0,-0.5370750447321335,-0.4676876118303337,0.0
2018-11-07,-0.20761619032580664,-0.419048370966893,-0.0,1.0,-0.5372651192168009,-0.46778777830412127,0.0
2018-11-08,-0.1891969582146497,-0.41991794496563617,-0.0,1.0,-0.5316068675359971,-0.4725220163587425,0.0
2018-11-09,-0.19061330262021306,-0.4213281679449258,-0.0,1.0,-0.5316859932466037,-0.4739680129832736,0.0
2018-11-12,-0.1902799154775259,-0.41066444056035273,-0.0,1.0,-0.5357524848042157,-0.4720214958390942,0.0
2018-11-13,-0.17523503664758747,-0.40625728419362356,-0.0,1.0,-0.5383439952345186,-0.4701250938851622,0.0
2018-11-14,-0.1739502776768568,-0.40904136606633107,-0.0,1.0,-0.5398868531686303,-0.47223231431982143,0.0
2018-11-15,-0.17336963568002076,-0.4088162841955141,-0.0,1.0,-0.5405419421755479,-0.4702709710877739,0.0
2018-11-16,-0.1727835478774379,-0.4064078323706908,-0.0,1.0,-0.5397187184335259,-0.4711595741925458,0.0
2018-11-19,-0.17103830801928357,-0.4075216422165777,-0.0,1.0,-0.541314602664455,-0.4720076719713856,0.0
2018-11-20,-0.13426595085690687,-0.40155895106339046,-0.0,1.0,-0.5498141647739004,-0.49540574024365064,0.0
2018-11-21,-0.13715838588935034,-0.3968620212275034,-0.0,1.0,-0.5487617289647746,-0.48092601138286417,0.0
2018-11-23,-0.13837799067575182,-0.38685383472513957,-0.0,1.0,-0.5538449715661663,-0.48252984271735233,0.0
2018-11-26,-0.1397674838244013,-0.3842961359008068,-0.0,1.0,-0.5629108344288918,-0.4908359755626015,0.0
2018-11-27,-0.13680773384069522,-0.38422378773075533,-0.0,1.0,-0.561191957628426,-0.48889288836324374,0.0
2018-11-28,-0.1376668123730426,-0.3817849888148929,-0.0,1.0,-0.5622637628243039,-0.4895991360469003,0.0
2018-11-29,-0.10872006943380816,-0.3762444478480625,-0.0,1.0,-0.5666768775208046,-0.5010721396844846,0.0
2018-11-30,-0.10948009104160807,-0.37871774544152625,-0.0,1.0,-0.571107076183413,-0.4980180548806997,0.0
2018-12-03,-0.10953123801242871,-0.3787433189269366,-0.0,1.0,-0.5710815026980027,-0.4980180548806997,0.0
2018-12-04,-0.10756615919076326,-0.37892101767650965,-0.0,1.0,-0.5704250536425871,-0.49752222335751506,0.0
2018-12-06,-0.10382267587311118,-0.34056339437606326,-0.0,1.0,-0.5743020114079855,-0.48306314420094065,0.0
2018-12-07,-0.09704038123902685,-0.34341610233258085,-0.0,1.0,-0.5776022071733132,-0.49009280160521695,0.0
2018-12-10,-0.08267794922847188,-0.34430064708810354,-0.0,1.0,-0.5796913887506222,-0.4821553011448482,0.0
2018-12-11,-0.07395955414806872,-0.349001321596888,-0.0,1.0,-0.5785602074657756,-0.4920579507767499,0.0
2018-12-12,-0.0761243947486647,-0.3492487395796935,-0.0,1.0,-0.5801677232566265,-0.4903409374532022,0.0
2018-12-13,-0.07623799426219284,-0.3481102656854185,-0.0,1.0,-0.5807159785455906,-0.4896095796432581,0.0
2018-12-14,-0.08281066493415629,-0.33056798020940054,-0.0,1.0,-0.594267722831655,-0.4911666958194858,0.0
2018-12-17,-0.07476146583293888,-0.32946364066665007,-0.0,1.0,-0.5886001843501657,-0.4984180762811091,0.0
2018-12-18,-0.07179270385198816,-0.32720761942655363,-0.0,1.0,-0.5890135030960137,-0.49871931962300753,0.0
2018-12-19,-0.06869184455391351,-0.3285067422998457,-0.0,1.0,-0.5910334875852117,-0.4997263273125342,0.0
2018-12-20,-0.06832944910001489,-0.32225913621262464,-0.0,1.0,-0.5921555015619577,-0.49655377597064515,0.0
2018-12-21,-0.06628613971956819,-0.3222236009430451,-0.0,1.0,-0.5941183769698474,-0.4990693634445961,0.0
2018-12-24,-0.06418240007939068,-0.3216066688168308,-0.0,1.0,-0.5955789316992086,-0.4995906418240008,0.0
2018-12-26,-0.06384974208356986,-0.32275341214798725,-0.0,1.0,-0.5872596687810056,-0.49423698694375207,0.0
2018-12-27,-0.04241447336765626,-0.3073425395756147,-0.0,1.0,-0.5542270124621085,-0.5018524755810038,0.0
2018-12-28,-0.038107152308321506,-0.31236317270912023,-0.0,1.0,-0.5549594630355811,-0.5003488344119134,0.0
2018-12-31,-0.03760737229614303,-0.31356319626572987,-0.0,1.0,-0.5548230312071413,-0.5001082745843459,0.0
2019-01-02,-0.036354018898319344,-0.31324084537520136,-0.0,1.0,-0.5540621769132745,-0.5007092880671299,0.0
2019-01-03,-0.02788238702201622,-0.31867999227500965,-0.0,1.0,-0.5507676709154113,-0.5167294322132097,0.0
2019-01-04,-0.0,-0.33273134436177126,-0.0,1.0,-0.5437164391148355,-0.5314840232126947,0.0
2019-01-07,-0.0,-0.31951324061726044,-0.0,1.0,-0.5393884549437988,-0.5225042865307677,0.0
2019-01-08,-0.0,-0.31646443016892695,-0.0,1.0,-0.5411134903640257,-0.5216987865810135,0.0
2019-01-09,-0.0,-0.3188160777216878,-0.0,1.0,-0.5415515763406038,-0.5208353176492999,0.0
2019-01-10,-0.0,-0.3232863625507523,-0.0,1.0,-0.5410078815380941,-0.5240745163601623,0.0
2019-01-11,-0.0,-0.31995889690770923,-0.0,1.0,-0.5424652296515796,-0.5272905415093438,0.0
2019-01-14,-0.0,-0.3224680973091813,-0.0,1.0,-0.5438990584524208,-0.5233475123070306,0.0
2019-01-15,-0.0,-0.32215149130963444,-0.0,1.0,-0.5437379300479221,-0.5182986433969912,0.0
2019-01-16,-0.0,-0.327434894591243,-0.0,1.0,-0.5419250214633216,-0.5154535915291424,0.0
2019-01-17,-0.0,-0.3263662146380991,-0.0,1.0,-0.5423627827164613,-0.5145499177768774,0.0
2019-01-18,-0.0012658530177458262,-0.3294800449019561,-0.0,1.0,-0.5416417874799971,-0.5160142348754448,0.0
2019-01-22,-0.0,-0.2643606721965912,-0.0,1.0,-0.6053594052542252,-0.5207372170296178,0.0
2019-01-23,-0.0,-0.25067243035542747,-0.0,1.0,-0.6098222862632084,-0.5410422670509125,0.0
2019-01-24,-0.0,-0.2543615129523718,-0.0,1.0,-0.6054693132118999,-0.5432306435334263,0.0
2019-01-25,-0.0,-0.2036009074672974,-0.0,1.0,-0.65163875078438,-0.5582371965052856,0.0
2019-01-28,-0.0,-0.1946793303127953,-0.0,1.0,-0.6714316865747583,-0.5567804618031159,0.0
2019-01-29,-0.0,-0.19987913947304808,-0.0,1.0,-0.6570945129320764,-0.5602368866328257,0.0
2019-01-30,-0.0,-0.19852034525277437,-0.0,1.0,-0.6558835618094341,-0.5633567853775295,0.0
