Date,HUBB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3065189653172486,-0.49103932258438704,-0.05054518037350656,-0.5435564319684492,-0.5082357035146735,0.0
2018-09-25,1.0,-0.3062597899866566,-0.4915878633172826,-0.04995068747461855,-0.5440041770609735,-0.508905261936532,0.0
2018-09-26,1.0,-0.30578536387122995,-0.49148015907573506,-0.047954947893988215,-0.5452117623153067,-0.5123806206275944,0.0
2018-09-27,1.0,-0.30608276742701257,-0.4904231238028905,-0.0483196935399617,-0.5450403389633757,-0.5122177723605549,0.0
2018-09-28,1.0,-0.30520328506340866,-0.49110537160103307,-0.04872457122957718,-0.5447923619373749,-0.5121448678139238,0.0
2018-10-01,1.0,-0.30550235068779386,-0.49080039468338266,-0.04887108944221952,-0.5448662139416101,-0.5120726681757501,0.0
2018-10-02,1.0,-0.3060294800371402,-0.4858112813370473,-0.050893686165273906,-0.5457288765088207,-0.5131441504178273,0.0
2018-10-03,1.0,-0.3067871462606776,-0.4909059213202394,-0.051688070195827766,-0.5449183566738335,-0.5111569527572782,0.0
2018-10-04,1.0,-0.3116822701634006,-0.4846775600395417,-0.052305634703727386,-0.5515206140605919,-0.5072687096586613,0.0
2018-10-05,1.0,-0.3007477393925342,-0.47759680037097146,-0.04066195223742175,-0.5610653837236262,-0.5181718061674009,0.0
2018-10-08,1.0,-0.3014219384793964,-0.4793093441671503,-0.040946024376088214,-0.5612013929193267,-0.5190365641323272,0.0
2018-10-09,1.0,-0.303173727460147,-0.4796887249920149,-0.04433926652922559,-0.5598594616568426,-0.5166235953424897,0.0
2018-10-10,1.0,-0.30267096811695293,-0.4814427296771006,-0.042840119743075535,-0.5603510913476909,-0.5191094835353272,0.0
2018-10-11,1.0,-0.27113686064014086,-0.4768964244128256,-0.0,-0.5573826361080344,-0.5346056630030388,0.0
2018-10-12,1.0,-0.2704012623985573,-0.4707224977457169,-0.0,-0.5504959422903517,-0.5262060414788098,0.0
2018-10-15,1.0,-0.2602154166315138,-0.4778255856463905,-0.0,-0.5483281307123372,-0.5258865547400096,0.0
2018-10-16,1.0,-0.25274849185318826,-0.4934036195523482,-0.0,-0.5477250944353611,-0.5251169870891357,0.0
2018-10-17,1.0,-0.24383026242322725,-0.4762423227247347,-0.0,-0.5445561139028475,-0.527107761027359,0.0
2018-10-18,1.0,-0.24566805699409347,-0.48170646362287606,-0.0,-0.5433474232287322,-0.5285950228144333,0.0
2018-10-19,1.0,-0.23519430304041838,-0.47258616373195367,-0.0,-0.5452446521460959,-0.5286934267990765,0.0
2018-10-22,1.0,-0.2371977438990339,-0.4846149550455129,-0.0,-0.5432791645725135,-0.5271123024515553,0.0
2018-10-23,1.0,-0.2438758389261745,-0.4866051454138703,-0.0,-0.5399328859060403,-0.5259787472035795,0.0
2018-10-24,1.0,-0.2828331103039572,-0.6482189511247053,-0.0,-0.6428981074364366,-0.6121837762059518,0.0
2018-10-25,1.0,-0.2652608559825055,-0.6226491721337082,-0.0,-0.6414557950640425,-0.5946266791627617,0.0
2018-10-26,1.0,-0.24719692746081898,-0.6120609552127858,-0.0,-0.6503747754444651,-0.5876850647339404,0.0
2018-10-29,1.0,-0.23830404842046754,-0.6137788345736961,-0.0,-0.6471914276009016,-0.5887657104036068,0.0
2018-10-30,1.0,-0.24024710424710427,-0.6139305019305019,-0.0,-0.6472895752895753,-0.5873359073359075,0.0
2018-10-31,1.0,-0.2436448483359941,-0.5982438904580621,-0.0,-0.6451246469360187,-0.5831081910843668,0.0
2018-11-01,1.0,-0.24755670293195647,-0.5961337513061651,-0.0,-0.6459524248570901,-0.5836560329460938,0.0
2018-11-02,1.0,-0.24496612572869073,-0.6478336221837088,-0.0,-0.6532850165432488,-0.6050102410587679,0.0
2018-11-05,1.0,-0.24304658707909413,-0.6527860900242544,-0.0,-0.6534475698491197,-0.600592181938451,0.0
2018-11-06,1.0,-0.24522122500393637,-0.6541332073689182,-0.0,-0.6516454101716265,-0.5980790426704456,0.0
2018-11-07,1.0,-0.24547860608734007,-0.654452076375323,-0.0,-0.6523725502552146,-0.5984939189614973,0.0
2018-11-08,1.0,-0.2218469524971073,-0.6560027519779842,-0.0,-0.6450261125183726,-0.604340619820496,0.0
2018-11-09,1.0,-0.2213640201382157,-0.6559304543606742,-0.0,-0.6456424528596891,-0.6041152006003939,0.0
2018-11-12,1.0,-0.22086176278156838,-0.6414306633018663,-0.0,-0.6515873757672057,-0.6016761691123782,0.0
2018-11-13,1.0,-0.20722339239251641,-0.6383038037417916,-0.0,-0.6526452732003469,-0.599337132945112,0.0
2018-11-14,1.0,-0.20828944922867232,-0.6376308778886066,-0.0,-0.6528715692955827,-0.5989405860851248,0.0
2018-11-15,1.0,-0.2074461500371379,-0.6375959395890072,-0.0,-0.6536580836840802,-0.5961562267888091,0.0
2018-11-16,1.0,-0.204903353300809,-0.6306119928364108,-0.0,-0.6524115358488236,-0.5998270857778052,0.0
2018-11-19,1.0,-0.2044345624112161,-0.6308751775677846,-0.0,-0.6528009387931567,-0.6000247050830708,0.0
2018-11-20,1.0,-0.1773995329974192,-0.6248310188029986,-0.0,-0.6562922452992503,-0.6138318790709106,0.0
2018-11-21,1.0,-0.1846440119577817,-0.6205234579952412,-0.0,-0.65700689402721,-0.5882496491977305,0.0
2018-11-23,1.0,-0.18478625697983095,-0.6216702773624629,-0.0,-0.6566075733072956,-0.5882586275287583,0.0
2018-11-26,1.0,-0.1847252311353858,-0.6216702773624629,-0.0,-0.6566380862295181,-0.5882586275287583,0.0
2018-11-27,1.0,-0.1791847776528162,-0.6225721146539408,-0.0,-0.6532113438098422,-0.5846378309371105,0.0
2018-11-28,1.0,-0.1767196734295985,-0.6367818192895875,-0.0,-0.649698409797112,-0.5831353195637604,0.0
2018-11-29,1.0,-0.15888979493219774,-0.6282504303705717,-0.0,-0.6470659297514421,-0.585938207846335,0.0
