Date,CHU,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.35066343454962995,-0.6524942587394743,-0.04953431997958663,-0.6028961469762694,-0.5340010206685379,0.0
2018-09-25,1.0,-0.3517404244306418,-0.6722308488612837,-0.0396286231884058,-0.6192093685300207,-0.552148033126294,0.0
2018-09-26,1.0,-0.3530896966950442,-0.6741656685980644,-0.04204836047000939,-0.6190075421616548,-0.5486679830382288,0.0
2018-09-27,1.0,-0.35659516645637196,-0.6659548998673526,-0.04451777799346469,-0.6194635866576079,-0.5487398492348508,0.0
2018-09-28,1.0,-0.3553219022969913,-0.6669039145907474,-0.045066321578777095,-0.6191847298608865,-0.5487220964089292,0.0
2018-10-01,1.0,-0.3568792489478796,-0.6660731628358691,-0.04486888960828747,-0.6203625768857235,-0.5490449983813531,0.0
2018-10-02,1.0,-0.357878042465044,-0.6567193164163645,-0.048420507509062655,-0.6222812014500259,-0.5513658726048679,0.0
2018-10-03,1.0,-0.3595027911203427,-0.6651304686485785,-0.049493703751785016,-0.6220303777748929,-0.5493314293132545,0.0
2018-10-04,1.0,-0.3616579638698797,-0.6604936269581293,-0.050141082606298445,-0.6245905361139039,-0.5463950961632018,0.0
2018-10-05,1.0,-0.3507633710984152,-0.6531745263225849,-0.03879797295116362,-0.6312901455730933,-0.5537587553661922,0.0
2018-10-08,1.0,-0.34999030318701924,-0.6523369319283729,-0.03219341909625703,-0.6411532742905166,-0.5565647423880019,0.0
2018-10-09,1.0,-0.3523492104581931,-0.6533458451980326,-0.03630597980843904,-0.6398848045560446,-0.5539412373802745,0.0
2018-10-10,1.0,-0.3520862331272457,-0.6541935066196226,-0.03544492279804486,-0.640242126047972,-0.5549800925776066,0.0
2018-10-11,1.0,-0.2760121619459113,-0.6748279724755961,-0.0,-0.6447751640262442,-0.604928788606177,0.0
2018-10-12,1.0,-0.2766587864460205,-0.6628841607565011,-0.0,-0.6274862096138693,-0.5850591016548464,0.0
2018-10-15,1.0,-0.2515173433126828,-0.6852102267366899,-0.0,-0.6226610899713828,-0.5853957671624894,0.0
2018-10-16,1.0,-0.2505738452347263,-0.6865704493286797,-0.0,-0.6222054523158193,-0.5850077036757538,0.0
2018-10-17,1.0,-0.23479818412031747,-0.6543652141688027,-0.0,-0.6137240974645626,-0.5853741391556777,0.0
2018-10-18,1.0,-0.2344222812326314,-0.6537701475946397,-0.0,-0.6142160192675848,-0.5853455196689927,0.0
2018-10-19,1.0,-0.22294047363744984,-0.6442510952483074,-0.0,-0.6135841426426887,-0.5828559174044914,0.0
2018-10-22,1.0,-0.223512470126846,-0.6441571174704332,-0.0,-0.6133954286414608,-0.5828175746062871,0.0
2018-10-23,1.0,-0.2393829569742589,-0.6567853049592665,-0.0,-0.6139763962457021,-0.5874299166744107,0.0
2018-10-24,1.0,-0.23750309329373917,-0.6534583024003959,-0.0,-0.6140806731007177,-0.5882516703786191,0.0
2018-10-25,1.0,-0.2035588463605422,-0.605392010509345,-0.0,-0.6200513524810414,-0.5566370096136621,0.0
2018-10-26,1.0,-0.18963024168560214,-0.592439578599463,-0.0,-0.6215657921916959,-0.5473485407383363,0.0
2018-10-29,1.0,-0.1841981270981801,-0.5928205430237352,-0.0,-0.6204723481948289,-0.5473231639083573,0.0
2018-10-30,1.0,-0.18602527469290364,-0.5930420950304887,-0.0,-0.6206144872890094,-0.5460865466757003,0.0
2018-10-31,1.0,-0.20146541966998274,-0.576547328289748,-0.0,-0.6421040090546256,-0.5583785071781736,0.0
2018-11-01,1.0,-0.1875334562540891,-0.5868673050615595,-0.0,-0.6411705228097306,-0.5583179682388627,0.0
2018-11-02,1.0,-0.1879831133309549,-0.5860090379355453,-0.0,-0.6409799024854324,-0.5580330598168629,0.0
2018-11-05,1.0,-0.1820890186498242,-0.6062086635285705,-0.0,-0.645027706607877,-0.545879759280224,0.0
2018-11-06,1.0,-0.1842332549066325,-0.6074693986955356,-0.0,-0.6431485838520415,-0.5433779074962027,0.0
2018-11-07,1.0,-0.1843367392534779,-0.6076141678334178,-0.0,-0.6434210134350145,-0.5435669814412106,0.0
2018-11-08,1.0,-0.15932023366967604,-0.6078952026907417,-0.0,-0.6345960937039004,-0.5485631675222753,0.0
2018-11-09,1.0,-0.15892261852081305,-0.6077823996223854,-0.0,-0.6350709502315839,-0.5483376109980235,0.0
2018-11-12,1.0,-0.15838985549985254,-0.6072250073724565,-0.0,-0.6352403420819817,-0.5480979062223532,0.0
2018-11-13,1.0,-0.13530562775619873,-0.6022020384918665,-0.0,-0.6383575246050057,-0.5446102625507433,0.0
2018-11-14,1.0,-0.14009192151316954,-0.6079783159507395,-0.0,-0.6477225855871781,-0.5504095221259796,0.0
2018-11-15,1.0,-0.13962875662934593,-0.6114319387153802,-0.0,-0.6544784914555097,-0.5408367707719506,0.0
2018-11-16,1.0,-0.14176788722404468,-0.6160711647013625,-0.0,-0.65652983420516,-0.5409758548334663,0.0
2018-11-19,1.0,-0.1416580464016551,-0.6161666912959953,-0.0,-0.656657307521797,-0.5410373873208216,0.0
2018-11-20,1.0,-0.10702439310769954,-0.6083012886370975,-0.0,-0.6613144685472745,-0.5587518713124138,0.0
2018-11-21,1.0,-0.1102648332800372,-0.6011511962557051,-0.0,-0.6577516788278729,-0.5378935434169597,0.0
2018-11-23,1.0,-0.11105626850937808,-0.5947389814761047,-0.0,-0.6596016491492944,-0.5380349573195518,0.0
