Date,IWF,IWM,MTUM,SPY,UTL,VLUE,VXX
2018-09-24,-0.2556681927185524,-0.6858513189448442,-0.0,-0.473675604970569,1.0,-0.3098975365162415,0.0
2018-09-25,-0.25896457765667574,-0.6848228882833788,-0.0,-0.473024523160763,1.0,-0.30798365122615806,0.0
2018-09-26,-0.2577176078827415,-0.6848541092338347,-0.0,-0.4744111144471436,1.0,-0.3125255888855529,0.0
2018-09-27,-0.2565342861069122,-0.6974852274288855,-0.0,-0.47805414319087536,1.0,-0.3163116668956988,0.0
2018-09-28,-0.257175060479437,-0.6971354739388608,-0.0,-0.478172421376732,1.0,-0.3165823619969211,0.0
2018-10-01,-0.2570735204897689,-0.7020572500137885,-0.0,-0.4795378081738459,1.0,-0.3190392146048205,0.0
2018-10-02,-0.2560282898034193,-0.7325833936626385,-0.0,-0.47836498301498026,1.0,-0.31742495962577266,0.0
2018-10-03,-0.2553990871646444,-0.7260380719136147,-0.0,-0.4803239452298787,1.0,-0.32127351664254705,0.0
2018-10-04,-0.25815784349180737,-0.7213953876540462,-0.0,-0.4836564942832503,1.0,-0.31866358806019973,0.0
2018-10-05,-0.2415311746946237,-0.7139295903387529,-0.0,-0.4894607096363183,1.0,-0.3249314461402099,0.0
2018-10-08,-0.23864547339322736,-0.710573600552868,-0.0,-0.49152729785763644,1.0,-0.32356599861783,0.0
2018-10-09,-0.2384874785781414,-0.7107081651832606,-0.0,-0.4915418209961855,1.0,-0.32337332080269776,0.0
2018-10-10,-0.2385465598231556,-0.7104725062171872,-0.0,-0.49162752141475546,1.0,-0.3225476651008566,0.0
2018-10-11,-0.1772947247399802,-0.7016657308628111,-0.0,-0.47041522953931714,1.0,-0.32432287906740465,0.0
2018-10-12,-0.1820576305115103,-0.6960174893325607,-0.0,-0.4537217510404046,1.0,-0.3021650950850761,0.0
2018-10-15,-0.14761173480194872,-0.7391442490997671,-0.0,-0.4527112899809362,1.0,-0.30825037068417704,0.0
2018-10-16,-0.14698718627554802,-0.7400455363761517,-0.0,-0.4524250767764481,1.0,-0.3080059303187546,0.0
2018-10-17,-0.13381235030719565,-0.714255961678642,-0.0,-0.4462407580964282,1.0,-0.3090180152035822,0.0
2018-10-18,-0.1333454801009917,-0.7134490746765924,-0.0,-0.44707045992868116,1.0,-0.3090397980166064,0.0
2018-10-19,-0.12064785681126529,-0.7053953680301233,-0.0,-0.4476195388662506,1.0,-0.3053850518388611,0.0
2018-10-22,-0.12241221772614541,-0.6948179088891789,-0.0,-0.4684244876647957,1.0,-0.32494452421354914,0.0
2018-10-23,-0.1226375691761512,-0.6947634958755352,-0.0,-0.4682050746580349,1.0,-0.32481466012321186,0.0
2018-10-24,-0.12158737623115709,-0.6976252057371267,-0.0,-0.4690283982548267,1.0,-0.3242939624317475,0.0
2018-10-25,-0.09239514906518444,-0.6604850934815564,-0.0,-0.47678120262758966,1.0,-0.296867104598282,0.0
2018-10-26,-0.08269567391847962,-0.6503375843960991,-0.0,-0.47736934233558387,1.0,-0.2902475618904726,0.0
2018-10-29,-0.08293452932775425,-0.6521760918042645,-0.0,-0.4812457718423492,1.0,-0.28921851118739195,0.0
2018-10-30,-0.07769567939887288,-0.652122730118973,-0.0,-0.48137758296806515,1.0,-0.29347526612398245,0.0
2018-10-31,-0.08383367796905752,-0.633398938688059,-0.0,-0.48289693315727844,1.0,-0.2912130347044022,0.0
2018-11-01,-0.059676491912297805,-0.6575664391609789,-0.0,-0.48678716967924196,1.0,-0.29605740143503584,0.0
2018-11-02,-0.06730793191955942,-0.6288469685265021,-0.0,-0.5015076378678761,1.0,-0.29430087966308655,0.0
2018-11-05,-0.06888378823412004,-0.6257921261414101,-0.0,-0.5020208572426526,1.0,-0.2982136619929145,0.0
2018-11-06,-0.06369410760462955,-0.6250910095152018,-0.0,-0.5116366649092415,1.0,-0.31018553388064574,0.0
2018-11-07,-0.06452181355889534,-0.6266646527200865,-0.0,-0.51428643355235,1.0,-0.31196032525237266,0.0
2018-11-08,-0.050915988618779016,-0.6251435132032147,-0.0,-0.5078620276543703,1.0,-0.311960265561823,0.0
2018-11-09,-0.04952056680770097,-0.6277195002879102,-0.0,-0.5124552487294395,1.0,-0.3138472323060361,0.0
2018-11-12,-0.04883703537506544,-0.618677236806023,-0.0,-0.5144217585321467,1.0,-0.31099643507092467,0.0
2018-11-13,-0.029767487782001282,-0.6161326948709088,-0.0,-0.5168830527718814,1.0,-0.3054993335637064,0.0
2018-11-14,-0.030709983213192456,-0.6155821072380764,-0.0,-0.5171324182877456,1.0,-0.3052236595240446,0.0
2018-11-15,-0.029992087825140935,-0.6167540302640688,-0.0,-0.5178023934328948,1.0,-0.30800613193551574,0.0
2018-11-16,-0.0271530038472921,-0.6093272171253823,-0.0,-0.5169182203807833,1.0,-0.31281444214264575,0.0
2018-11-19,-0.024731315626930202,-0.6115132798023472,-0.0,-0.5198270537368747,1.0,-0.3145892526250772,0.0
2018-11-20,-0.0,-0.6027798999433176,-0.0,-0.5235971116642433,1.0,-0.3380732927520516,0.0
2018-11-21,-0.0,-0.6084817475154974,-0.0,-0.5373413362196202,1.0,-0.3140804880448686,0.0
2018-11-23,-0.0,-0.5954461538461538,-0.0,-0.5475446153846154,1.0,-0.3185476923076923,0.0
2018-11-26,-0.0,-0.6010441806629563,-0.0,-0.5453873811751958,1.0,-0.316258680983106,0.0
2018-11-27,-0.0,-0.6003674219228414,-0.0,-0.5390079608083282,1.0,-0.3101041028781384,0.0
2018-11-28,-0.0,-0.5979813322227394,-0.0,-0.5405570935103751,1.0,-0.3112766113819545,0.0
2018-11-29,-0.0,-0.5839186243642529,-0.0,-0.5291838217486075,1.0,-0.3087914749333979,0.0
2018-11-30,-0.0,-0.586454280155642,-0.0,-0.5306663424124514,1.0,-0.3147859922178988,0.0
2018-12-03,-0.0,-0.586221142162819,-0.0,-0.5298420413122722,1.0,-0.3140704738760632,0.0
