Date,IWF,IWM,MTUM,NCR,SPY,VLUE,VXX
2018-09-24,-0.4341082272850346,-0.8857385990020501,-0.1366959347077709,1.0,-0.6910609987235525,-0.7204579739295247,0.0
2018-09-25,-0.4329417238571595,-0.8905819859640961,-0.1327594897444845,1.0,-0.6952812996781824,-0.7257570470319105,0.0
2018-09-26,-0.43301927028808507,-0.8907758520414099,-0.13295335582179832,1.0,-0.6952037532472568,-0.7253305416618201,0.0
2018-09-27,-0.43506896017356267,-0.8845885634588563,-0.134666046799938,1.0,-0.6949480861614753,-0.7248566558189988,0.0
2018-09-28,-0.4371608001240502,-0.8837416653744766,-0.13486587067762443,1.0,-0.6955729570476042,-0.7252674833307489,0.0
2018-10-01,-0.43819789081885857,-0.8826767990074442,-0.13484801488833748,1.0,-0.6961848635235732,-0.7252636476426799,0.0
2018-10-02,-0.4385923936315154,-0.9080540309081708,-0.12849857915839463,1.0,-0.6946942271010939,-0.7228385690373311,0.0
2018-10-03,-0.438307644402927,-0.8977891950801807,-0.12700451502413204,1.0,-0.6990502880274017,-0.730110540245991,0.0
2018-10-04,-0.43794540285836675,-0.899295143891896,-0.12745823435492037,1.0,-0.6983527395926632,-0.7311421784337396,0.0
2018-10-05,-0.42991379979808964,-0.8965209287877612,-0.11761279801195931,1.0,-0.7022986720509435,-0.7365069503766405,0.0
2018-10-08,-0.42875426621160406,-0.8949348433136829,-0.11580825318026683,1.0,-0.7029941048712379,-0.73596028544834,0.0
2018-10-09,-0.4292308289050076,-0.8951941352158567,-0.11667507078856523,1.0,-0.7025716613009582,-0.7351537954307437,0.0
2018-10-10,-0.431619786614937,-0.8936954413191077,-0.11914645974781767,1.0,-0.7041707080504365,-0.7310960232783705,0.0
2018-10-11,-0.38891624682753134,-0.8931398916625629,-0.061100799272699714,1.0,-0.6957460509867798,-0.7491192848213947,0.0
2018-10-12,-0.3887070684271903,-0.8908701049542941,-0.05405710416431554,1.0,-0.6876199074596546,-0.7405484708272204,0.0
2018-10-15,-0.371199879748976,-0.9220247266168126,-0.028033519972943517,1.0,-0.6894893089323963,-0.7470970651234451,0.0
2018-10-16,-0.36813352422575546,-0.9432597392811395,-0.014090874839876422,1.0,-0.6928641398538167,-0.7492653153492578,0.0
2018-10-17,-0.35661107802263253,-0.9173243001786778,-0.004504169148302561,1.0,-0.6897334723049435,-0.7543180464562239,0.0
2018-10-18,-0.35472078188532846,-0.9150594993844892,-0.00671466408027754,1.0,-0.6968329167754691,-0.7569664639832879,0.0
2018-10-19,-0.34193357058125745,-0.9065836298932385,-0.0,1.0,-0.6999184460260973,-0.7585260972716489,0.0
2018-10-22,-0.3419063148532463,-0.8987177586718055,-0.0,1.0,-0.703528016602431,-0.7617477023421286,0.0
2018-10-23,-0.34485697346969024,-0.8988068771305765,-0.0,1.0,-0.7012005335704757,-0.7604861419890322,0.0
2018-10-24,-0.34283493132935994,-0.8951615888646208,-0.0,1.0,-0.7015511050235073,-0.7623736719357348,0.0
2018-10-25,-0.31370283444665104,-0.8573027622314499,-0.0,1.0,-0.7030510922549197,-0.7367033760606608,0.0
2018-10-26,-0.30264053598939483,-0.8466912686754325,-0.0,1.0,-0.7043101286231235,-0.7291748772885241,0.0
2018-10-29,-0.29600744132799084,-0.848776473955352,-0.0,1.0,-0.7027046365197482,-0.7300729822552948,0.0
2018-10-30,-0.3003400751745123,-0.8492572042240917,-0.0,1.0,-0.7030606765706103,-0.7270807231072133,0.0
2018-10-31,-0.30718558609884633,-0.8260219341974078,-0.0,1.0,-0.703888334995015,-0.7236504771400086,0.0
2018-11-01,-0.4171183028801487,-0.8485212139981418,-0.010684422421802415,1.0,-0.7949055435119232,-0.7999380613192939,0.0
2018-11-02,-0.41716342804056666,-0.8482619803359913,-0.010915847332972052,1.0,-0.7947278779902454,-0.7997600061933885,0.0
2018-11-05,-0.4182156133828996,-0.8461895910780668,-0.01084262701363073,1.0,-0.7949969021065675,-0.8021220570012391,0.0
2018-11-06,-0.43638696632708607,-0.8641807294501904,-0.0010109650828213702,1.0,-0.7932576405630297,-0.7934520569251107,0.0
2018-11-07,-0.43244819408265617,-0.864740873216438,-0.007892383655378874,1.0,-0.7902103339683527,-0.7925430582014696,0.0
2018-11-08,-0.4291036088474971,-0.8651144741948003,-0.0032207993791230115,1.0,-0.7894450911913078,-0.793558401241754,0.0
2018-11-09,-0.4280670443082175,-0.8647474198804996,-0.004229068053076743,1.0,-0.789826957398929,-0.7930472569255839,0.0
2018-11-12,-0.4287758654032102,-0.8449816283117385,-0.0021272481144846258,1.0,-0.8005801585766776,-0.7912589441113905,0.0
2018-11-13,-0.43383356070941337,-0.8557006431494836,-0.0,1.0,-0.8088091989865522,-0.799532254921068,0.0
2018-11-14,-0.4363246195864222,-0.8552867733125245,-0.0,1.0,-0.810417479516192,-0.7996488490050723,0.0
2018-11-15,-0.4355247262382604,-0.8553446864892248,-0.0,1.0,-0.8116597170803943,-0.7944351350298118,0.0
2018-11-16,-0.4334940883634101,-0.8492532669570628,-0.0,1.0,-0.8099719975108898,-0.7964763534536403,0.0
2018-11-19,-0.4323893254493114,-0.8499183070100366,-0.0,1.0,-0.8109001789465494,-0.7969734692289737,0.0
2018-11-20,-0.3879707396369548,-0.8416611835739444,-0.0,1.0,-0.8179355188295855,-0.8228509501877154,0.0
2018-11-21,-0.39309311616472037,-0.8349339274738783,-0.0,1.0,-0.8148816840811309,-0.7985172095881992,0.0
2018-11-23,-0.3937905361323253,-0.8281076102390912,-0.0,1.0,-0.8170549180642437,-0.7987872740530375,0.0
2018-11-26,-0.3934162062615102,-0.829534990791897,-0.0,1.0,-0.8160297728667895,-0.7977286678944138,0.0
2018-11-27,-0.38916312708070255,-0.8294876210155742,-0.0,1.0,-0.813109861095167,-0.7948188114644319,0.0
2018-11-28,-0.3892545538037655,-0.8303612429205571,-0.0,1.0,-0.8125669677024339,-0.7945048216745753,0.0
2018-11-29,-0.3702944748026716,-0.8200895567698847,-0.0,1.0,-0.8083636915604129,-0.7960306618093504,0.0
2018-11-30,-0.3710749136196226,-0.8217336826517827,-0.0,1.0,-0.8115578843452178,-0.7925731860120743,0.0
2018-12-03,-0.3712452056355144,-0.8217825542095469,-0.0,1.0,-0.8117191356852618,-0.7927315535639691,0.0
2018-12-04,-0.3624066987458796,-0.8265828060470579,-0.0,1.0,-0.8083203879816618,-0.791535634448528,0.0
2018-12-06,-0.3569178310663059,-0.7719135688076796,-0.0,1.0,-0.8089766872984693,-0.7685037619065268,0.0
2018-12-07,-0.3609474035360836,-0.7714889358389859,-0.0,1.0,-0.8089254605433857,-0.7651877386115128,0.0
