Date,IWF,IWM,MMD,MTUM,SPY,VLUE,VXX
2018-09-24,-0.1440769002815232,-0.25359312490739366,1.0,-0.0,-0.2343865757890058,-0.22008816120906805,0.0
2018-09-25,-0.14455287865039537,-0.25332864206218403,1.0,-0.0,-0.23419936667839486,-0.21971815336753026,0.0
2018-09-26,-0.14597268802460672,-0.2548314773295781,1.0,-0.0,-0.23444940614056217,-0.21766199114306362,0.0
2018-09-27,-0.14954864779699345,-0.24966171754805463,1.0,-0.0,-0.23581530704925022,-0.21857680401861015,0.0
2018-09-28,-0.15073931837999296,-0.24936457579636742,1.0,-0.0,-0.2362293834993785,-0.21890131908498914,0.0
2018-10-01,-0.15063840843293003,-0.24987009130725263,1.0,-0.0,-0.23624823695345556,-0.21908173112612278,0.0
2018-10-02,-0.15066560219825104,-0.2508122760438907,1.0,-0.0,-0.23614489147992052,-0.21898962143294776,0.0
2018-10-03,-0.15040831477357092,-0.24832962138084635,1.0,-0.0,-0.23685968819599112,-0.22039717891610988,0.0
2018-10-04,-0.16021767686245073,-0.24529930568586975,1.0,-0.0,-0.25194220303996995,-0.21906549071120282,0.0
2018-10-05,-0.15226068790569272,-0.23878982317391625,1.0,-0.0,-0.25302171155711406,-0.22120047750503616,0.0
2018-10-08,-0.15267432091851024,-0.23965275833099975,1.0,-0.0,-0.25298235788294593,-0.22158125641743678,0.0
2018-10-09,-0.14716032710630955,-0.2417848300697727,1.0,-0.0,-0.25795258458999176,-0.22873058744091831,0.0
2018-10-10,-0.1490479317137229,-0.24108432604821312,1.0,-0.0,-0.25926273332708,-0.22660163211706216,0.0
2018-10-11,-0.11759995632313598,-0.22923074123277945,1.0,-0.0,-0.24542757829987807,-0.22762925621940341,0.0
2018-10-12,-0.11807341594575638,-0.22308951277854713,1.0,-0.0,-0.2379993165590547,-0.21934857286739448,0.0
2018-10-15,-0.11520993770980309,-0.22415495359649595,1.0,-0.0,-0.2369899653544438,-0.21873373184698514,0.0
2018-10-16,-0.11481089231542481,-0.22479312139869684,1.0,-0.0,-0.23683785384767275,-0.2186002261753038,0.0
2018-10-17,-0.10792885137172142,-0.2107680575998865,1.0,-0.0,-0.23428328220042918,-0.22041532923087837,0.0
2018-10-18,-0.10831337059710762,-0.21188891846331293,1.0,-0.0,-0.23369709874900188,-0.22056605447608907,0.0
2018-10-19,-0.10089161669275276,-0.20368253521622146,1.0,-0.0,-0.23428239804442258,-0.2197738423931203,0.0
2018-10-22,-0.10067976894899971,-0.19729149056072134,1.0,-0.0,-0.23901098901098902,-0.2240772048464356,0.0
2018-10-23,-0.10814161486283054,-0.20138851991569703,1.0,-0.0,-0.2370933177479057,-0.22444786851566514,0.0
2018-10-24,-0.10838533056014792,-0.20608678648249873,1.0,-0.0,-0.23852950064885428,-0.22468135032798253,0.0
2018-10-25,-0.10178718339197255,-0.19464720194647203,1.0,-0.0,-0.23704248280207954,-0.21696511404015476,0.0
2018-10-26,-0.10313366319261677,-0.19610836228374914,1.0,-0.0,-0.23730568129978596,-0.2180054040776222,0.0
2018-10-29,-0.1037846753110031,-0.1950765883529556,1.0,-0.0,-0.23836260593406206,-0.21739511869878755,0.0
2018-10-30,-0.09095226369296794,-0.19729482534210432,1.0,-0.0,-0.24086256024202343,-0.22978154571358214,0.0
2018-10-31,-0.09556750319609114,-0.18448013169646765,1.0,-0.0,-0.2425176441743577,-0.22873504842296982,0.0
2018-11-01,-0.08319907537125244,-0.19508265620622023,1.0,-0.0,-0.243082796301485,-0.22980876996357527,0.0
2018-11-02,-0.08389261744966443,-0.19138003355704697,1.0,-0.0,-0.24363814317673377,-0.22885206935123042,0.0
2018-11-05,-0.08380083538684703,-0.19163215015991192,1.0,-0.0,-0.24362536919554695,-0.22861287334626612,0.0
2018-11-06,-0.08431060698743381,-0.19198839505741302,1.0,-0.0,-0.24330181589387773,-0.22813149937955507,0.0
2018-11-07,-0.08375718805166657,-0.19291070211315609,1.0,-0.0,-0.242759512698163,-0.2284096271826333,0.0
2018-11-08,-0.0776945405245685,-0.1918377279126762,1.0,-0.0,-0.2397059079137191,-0.22889472129038987,0.0
2018-11-09,-0.07762636445804073,-0.1918584439963846,1.0,-0.0,-0.23983174581102687,-0.2288291733296252,0.0
2018-11-12,-0.0774906470832756,-0.18525703200775945,1.0,-0.0,-0.24185949840654009,-0.2274144381321879,0.0
2018-11-13,-0.066067199780348,-0.1814188145656725,1.0,-0.0,-0.24292137145210554,-0.2256237773277963,0.0
2018-11-14,-0.06625027883113986,-0.18123166149041678,1.0,-0.0,-0.24288337136876062,-0.22550146708076665,0.0
2018-11-15,-0.06607152036462706,-0.18171381573310946,1.0,-0.0,-0.24483816247151352,-0.22083240520210415,0.0
2018-11-16,-0.06421437854846433,-0.17745741842807308,1.0,-0.0,-0.2445276694712361,-0.22388672275805463,0.0
2018-11-19,-0.06394951084353835,-0.17761852637340084,1.0,-0.0,-0.24476636792775533,-0.2240028733666279,0.0
2018-11-20,-0.05913639385622475,-0.17543171783638192,1.0,-0.0,-0.24464294846661327,-0.22549905388588673,0.0
2018-11-21,-0.06206873224191585,-0.17169530510079825,1.0,-0.0,-0.2430658909484508,-0.21441618184278174,0.0
2018-11-23,-0.0625707575066322,-0.16741859718490734,1.0,-0.0,-0.24489278653621943,-0.21486625775164328,0.0
2018-11-26,-0.061591871295512274,-0.17458086367485182,1.0,-0.0,-0.24392887383573242,-0.21337849280270957,0.0
2018-11-27,-0.05777013354917037,-0.17575542965061378,1.0,-0.0,-0.24167003912046406,-0.21103129637123974,0.0
2018-11-28,-0.05825209970654704,-0.1743684015246062,1.0,-0.0,-0.24240226667116402,-0.21150537997099197,0.0
2018-11-29,-0.04547887465292878,-0.16995617703141205,1.0,-0.0,-0.24228080152544076,-0.2149165356437962,0.0
2018-11-30,-0.046005532735350824,-0.1719842400871825,1.0,-0.0,-0.2458378740883561,-0.21275882303629812,0.0
2018-12-03,-0.04529534981147884,-0.17214914118139923,1.0,-0.0,-0.24574780058651027,-0.21255131964809384,0.0
2018-12-04,-0.04586478778728401,-0.17196779063915452,1.0,-0.0,-0.2467035732259688,-0.21303472571716156,0.0
2018-12-06,-0.04546199213630406,-0.14352883355176932,1.0,-0.0,-0.24782110091743115,-0.2014580602883355,0.0
2018-12-07,-0.04464285714285714,-0.1435943643512451,1.0,-0.0,-0.24800131061598948,-0.20203145478374834,0.0
2018-12-10,-0.03562324441052785,-0.14397051421520074,1.0,-0.0,-0.24833980093847927,-0.19573300427024307,0.0
2018-12-11,-0.038339747649437324,-0.1431448011562008,1.0,-0.0,-0.2491515240090288,-0.19324142186713433,0.0
2018-12-12,-0.03572418064179664,-0.14573249238090583,1.0,-0.0,-0.25057448785019315,-0.19772160563242558,0.0
2018-12-13,-0.0360014380964832,-0.14854882991240684,1.0,-0.0,-0.2500653680219636,-0.1996012550660217,0.0
2018-12-14,-0.037770988874548696,-0.14360164022806357,1.0,-0.0,-0.25279769975984706,-0.19952296155919685,0.0
2018-12-17,-0.02785424573634572,-0.1441416494274405,1.0,-0.0,-0.24589923604437136,-0.21100812822726459,0.0
2018-12-18,-0.024892230901371017,-0.14016465173564968,1.0,-0.0,-0.24436845687615466,-0.21116260979483353,0.0
2018-12-19,-0.021272452903665483,-0.1418163526911032,1.0,-0.0,-0.2470103360430966,-0.2125135893816223,0.0
2018-12-20,-0.021339339242024077,-0.14023688772947487,1.0,-0.0,-0.24709561385031675,-0.2116434693844484,0.0
2018-12-21,-0.02047631458917052,-0.14149345148889036,1.0,-0.0,-0.24905518993940184,-0.2179579070828175,0.0
2018-12-24,-0.005845579280668994,-0.12863521961516602,1.0,-0.0,-0.25101891694406103,-0.23825606884793374,0.0
2018-12-26,-0.006294383473208521,-0.12919625564880566,1.0,-0.0,-0.24422207876049065,-0.23424790187217556,0.0
2018-12-27,-0.0,-0.11484694918179393,1.0,-0.0,-0.21218444545554388,-0.2419159985565684,0.0
2018-12-28,-0.0,-0.11427493278407572,1.0,-0.0,-0.21395890001729534,-0.244068489489159,0.0
2018-12-31,-0.0,-0.12096850617556938,1.0,-0.0,-0.21442335028587672,-0.24403765359951984,0.0
2019-01-02,-0.0,-0.12144167510121458,1.0,-0.0,-0.21307249493927125,-0.24696356275303644,0.0
2019-01-03,-0.0,-0.12252594881546629,1.0,-0.0,-0.20979320180651298,-0.252357182473655,0.0
2019-01-04,-0.0,-0.12213716360192567,1.0,-0.0,-0.20381974587641072,-0.2524346933943651,0.0
2019-01-07,-0.0,-0.10882270650045077,1.0,-0.0,-0.20140205800976155,-0.24414772903907728,0.0
2019-01-08,-0.0,-0.11342697242271658,1.0,-0.0,-0.19975992641900636,-0.2457324582599342,0.0
2019-01-09,-0.0,-0.11534559982521031,1.0,-0.0,-0.2001966384194017,-0.24506453173525605,0.0
2019-01-10,-0.0,-0.11386717835915197,1.0,-0.0,-0.20183772484048612,-0.2443331617291462,0.0
2019-01-11,-0.0,-0.10942111591736027,1.0,-0.0,-0.20346049939878505,-0.24871558630166934,0.0
2019-01-14,-0.0,-0.1114160092300976,1.0,-0.0,-0.20449655430478034,-0.2432255449187689,0.0
2019-01-15,-0.0,-0.11163600198906018,1.0,-0.0,-0.20440701143709597,-0.23792578319244156,0.0
2019-01-16,-0.0,-0.1111335403726708,1.0,-0.0,-0.19846273291925468,-0.24318322981366458,0.0
2019-01-17,-0.0,-0.10923600006210121,1.0,-0.0,-0.19942245889677232,-0.24387138842744252,0.0
2019-01-18,-0.0,-0.1106726765132492,1.0,-0.0,-0.2016001996350422,-0.2473758909493582,0.0
2019-01-22,-0.0,-0.06092901068720521,1.0,-0.0,-0.18151829959997612,-0.250179115171055,0.0
2019-01-23,-0.0,-0.06825749167591565,1.0,-0.0,-0.17471814942461592,-0.21739003446462993,0.0
2019-01-24,-0.0,-0.06743822424853506,1.0,-0.0,-0.1770052460070434,-0.21683982873759736,0.0
2019-01-25,-0.0,-0.03911707585727122,1.0,-0.0,-0.17593263572857182,-0.23426765993217194,0.0
2019-01-28,-0.0,-0.03575576331223506,1.0,-0.0,-0.18236455490389641,-0.23359561001103304,0.0
2019-01-29,-0.0,-0.0291803040221107,1.0,-0.0,-0.18540984798894464,-0.2400610953523893,0.0
2019-01-30,-0.0,-0.029381390816133585,1.0,-0.0,-0.18564093613183807,-0.23950197088042358,0.0
2019-01-31,-0.0,-0.03560511223034149,1.0,-0.0,-0.16130018341145302,-0.2587266004832746,0.0
2019-02-01,-0.0,-0.0357569924461166,1.0,-0.0,-0.16568961997258436,-0.2568320354653367,0.0
2019-02-04,-0.0,-0.03585337748151174,1.0,-0.0,-0.16492845369546508,-0.25785842437679596,0.0
2019-02-05,-0.0,-0.0335341891537857,1.0,-0.0,-0.164934649084505,-0.25700812156143565,0.0
2019-02-06,-0.0,-0.03239284882366643,1.0,-0.0,-0.1647012578616352,-0.25876426741206615,0.0
2019-02-07,-0.0,-0.030172476530092418,1.0,-0.0,-0.16364165635688813,-0.2616694563714431,0.0
2019-02-08,-0.0,-0.03276923300787218,1.0,-0.0,-0.16889542074705705,-0.25345226488948386,0.0
2019-02-11,-0.0,-0.03011977967534171,1.0,-0.0,-0.17038731676041152,-0.25665199778509606,0.0
2019-02-12,-0.0,-0.03294254714920265,1.0,-0.0,-0.16727590475496978,-0.2561275759120367,0.0
2019-02-13,-0.0,-0.036531408278511965,1.0,-0.0,-0.16635617395354252,-0.25253245619141873,0.0
2019-02-14,-0.0,-0.03142970018875379,1.0,-0.0,-0.16946870930453742,-0.26230923430344005,0.0
2019-02-15,-0.0,-0.022929415372931604,1.0,-0.0,-0.17251099005418352,-0.2650319113201209,0.0
2019-02-19,-0.0,-0.018797102295963077,1.0,-0.0,-0.17722147572588656,-0.2645323362738798,0.0
2019-02-20,-0.0,-0.015600828930854323,1.0,-0.0,-0.1803946177869881,-0.26338986019088756,0.0
2019-02-21,-0.0,-0.013309788240101575,1.0,-0.0,-0.18150639949796413,-0.26459041753622975,0.0
2019-02-22,-0.0,-0.009602054664584761,1.0,-0.0,-0.1852554467582121,-0.26443591577042624,0.0
2019-02-25,-0.0,-0.007716184954171425,1.0,-0.0,-0.1897127295089168,-0.2667574453131863,0.0
2019-02-26,-0.0,-0.010234560309233066,1.0,-0.0,-0.18886350991244252,-0.2650736478374184,0.0
2019-02-27,-0.0,-0.01000454086041981,1.0,-0.0,-0.19244459417890988,-0.2623445487703057,0.0
2019-02-28,-0.0,-0.01274492549571747,1.0,-0.0,-0.1952217529039071,-0.25863839023817903,0.0
2019-03-01,-0.0,-0.011936397938658954,1.0,-0.0,-0.1933167917076537,-0.26292375680873864,0.0
2019-03-04,-0.0,-0.012269938650306749,1.0,-0.0,-0.1893768162738134,-0.2660492558781225,0.0
2019-03-05,-0.0,-0.010565240359218173,1.0,-0.0,-0.192830310500675,-0.2639842695310207,0.0
2019-03-06,-0.0,-0.009800613271908332,1.0,-0.0,-0.19507328452588799,-0.2622837776375827,0.0
2019-03-07,-0.0,-0.0042300936768149885,1.0,-0.0,-0.20262002341920374,-0.2568647540983607,0.0
2019-03-08,-0.0,-0.0,1.0,-0.0,-0.2123840465724828,-0.25770695206033256,0.0
2019-03-11,-0.0,-0.0,1.0,-0.0,-0.213056441138269,-0.26291474790412095,0.0
2019-03-12,-0.0,-0.0,1.0,-0.0,-0.21337177334264615,-0.2727110609145354,0.0
2019-03-13,-0.0,-0.0,1.0,-0.0,-0.2186341900777047,-0.2756873879258816,0.0
2019-03-14,-0.0,-0.0,1.0,-0.0,-0.21932274784531045,-0.27439616412983403,0.0
2019-03-15,-0.0,-0.0,1.0,-0.0,-0.218814089609437,-0.2781694884807114,0.0
2019-03-18,-0.0,-0.0,1.0,-0.0,-0.22420984475463404,-0.28156480101188053,0.0
2019-03-19,-0.0,-0.0,1.0,-0.0,-0.2233194419278855,-0.2866008334843269,0.0
2019-03-20,-0.0,-0.0,1.0,-0.0,-0.2234711143340585,-0.2872854725646604,0.0
2019-03-21,-0.0,-0.0,1.0,-0.0,-0.24330249153362357,-0.268550435413643,0.0
2019-03-22,-0.0,-0.0,1.0,-0.0,-0.25627979953387053,-0.2670190564686886,0.0
2019-03-25,-0.0,-0.0,1.0,-0.0,-0.2573101184443402,-0.25538899057588454,0.0
2019-03-26,-0.0,-0.0,1.0,-0.0,-0.25696655447405925,-0.25914976196973827,0.0
2019-03-27,-0.0,-0.0,1.0,-0.0,-0.25821646018235245,-0.2563384121406719,0.0
2019-03-28,-0.0,-0.0,1.0,-0.0,-0.25747533442285575,-0.2557502572483506,0.0
2019-03-29,-0.0,-0.0,1.0,-0.0,-0.25045538711668447,-0.25495656886506995,0.0
2019-04-01,-0.0,-0.0,1.0,-0.0,-0.24646476815806515,-0.25949128804421484,0.0
2019-04-02,-0.0,-0.0,1.0,-0.0,-0.25982457455581376,-0.23952320263887847,0.0
2019-04-03,-0.0,-0.0,1.0,-0.0,-0.2548513841816383,-0.2448036951501155,0.0
2019-04-04,-0.0,-0.0,1.0,-0.0,-0.2519553827445917,-0.2492981639669124,0.0
2019-04-05,-0.0,-0.0,1.0,-0.0,-0.2571398508898509,-0.24598665223665223,0.0
2019-04-08,-0.0,-0.0,1.0,-0.0,-0.25889553944716814,-0.2449995488314735,0.0
2019-04-09,-0.0,-0.0,1.0,-0.0,-0.2604735883424408,-0.24490809736711375,0.0
2019-04-10,-0.0,-0.0,1.0,-0.0,-0.25793937206784556,-0.24572958017562857,0.0
2019-04-11,-0.0,-0.0,1.0,-0.0,-0.2598250974607523,-0.24536026611677225,0.0
2019-04-12,-0.0,-0.0,1.0,-0.0,-0.25920910075839654,-0.24554592512338988,0.0
2019-04-15,-0.0,-0.0,1.0,-0.0,-0.25765263871113453,-0.24803131822630428,0.0
2019-04-16,-0.0,-0.0,1.0,-0.0,-0.2574108366078015,-0.2480917754392304,0.0
2019-04-17,-0.0,-0.0,1.0,-0.0,-0.2535211267605634,-0.24961293910743007,0.0
2019-04-18,-0.0,-0.0,1.0,-0.0,-0.26055838253280383,-0.24938469204403038,0.0
2019-04-22,-0.0,-0.0,1.0,-0.0,-0.26271648298413464,-0.2511505389366598,0.0
2019-04-23,-0.0,-0.0,1.0,-0.0,-0.266759586104504,-0.24823124820094836,0.0
2019-04-24,-0.0,-0.0,1.0,-0.0,-0.2677234564907708,-0.24774952262601155,0.0
2019-04-25,-0.0,-0.0,1.0,-0.0,-0.2736653616194725,-0.2438162007951683,0.0
2019-04-26,-0.0,-0.0,1.0,-0.0,-0.27382705180552813,-0.24406126197234407,0.0
2019-04-29,-0.0,-0.0,1.0,-0.0,-0.28009614945763794,-0.24127124187978277,0.0
2019-04-30,-0.0,-0.0,1.0,-0.0,-0.28086213190557313,-0.24018921878802627,0.0
2019-05-01,-0.0,-0.0,1.0,-0.0,-0.2869069746183613,-0.2365855144885585,0.0
2019-05-02,-0.0,-0.0,1.0,-0.0,-0.2808983631518843,-0.24175104682146936,0.0
2019-05-03,-0.0,-0.0,1.0,-0.0,-0.28952009938497875,-0.24419870860876366,0.0
2019-05-06,-0.0,-0.0,1.0,-0.0,-0.2889235999448707,-0.24244651689866922,0.0
2019-05-07,-0.0,-0.0,1.0,-0.0,-0.28779540799168424,-0.2408358555749182,0.0
2019-05-08,-0.0,-0.0,1.0,-0.0,-0.2844221719733545,-0.24343030006722485,0.0
2019-05-09,-0.0,-0.0,1.0,-0.0,-0.2781003764497889,-0.24598783777605046,0.0
2019-05-10,-0.0,-0.0,1.0,-0.0,-0.27704105602958334,-0.23848567055150569,0.0
2019-05-13,-0.0,-0.0,1.0,-0.0,-0.27658575021971693,-0.23870351850168198,0.0
2019-05-14,-0.0,-0.0,1.0,-0.0,-0.2741625067661033,-0.22940097431887896,0.0
2019-05-15,-0.0,-0.0,1.0,-0.0,-0.28070914727748847,-0.22427234145020017,0.0
2019-05-16,-0.0,-0.0,1.0,-0.0,-0.2790596233680284,-0.22506166897298602,0.0
2019-05-17,-0.0,-0.0,1.0,-0.0,-0.28016230838593326,-0.2226931169221521,0.0
2019-05-20,-0.0,-0.0,1.0,-0.0,-0.27975662885901,-0.22254938781642003,0.0
2019-05-21,-0.0,-0.0,1.0,-0.0,-0.27962362686835945,-0.22106669067771176,0.0
2019-05-22,-0.0,-0.0,1.0,-0.0,-0.2809865282486723,-0.21919349515437006,0.0
2019-05-23,-0.0,-0.0,1.0,-0.0,-0.28091520700040457,-0.21744407318059902,0.0
2019-05-24,-0.0,-0.0,1.0,-0.0,-0.2786496050647276,-0.21448942110999952,0.0
2019-05-28,-0.0,-0.0,1.0,-0.0,-0.27855852088591526,-0.21490763004226465,0.0
2019-05-29,-0.0,-0.0,1.0,-0.0,-0.2815075331952372,-0.20873880452438787,0.0
2019-05-30,-0.0,-0.0,1.0,-0.0,-0.2775967989052018,-0.20990078391122616,0.0
2019-05-31,-0.0,-0.0,1.0,-0.0,-0.28411036824158314,-0.20493768333904136,0.0
2019-06-03,-0.0,-0.0,1.0,-0.0,-0.2841934668510341,-0.20264061733351174,0.0
2019-06-04,-0.0,-0.0,1.0,-0.0,-0.2898904138105363,-0.19703210265713053,0.0
2019-06-05,-0.0,-0.0,1.0,-0.005097756103310595,-0.29007116231785834,-0.17817099583044801,0.0
2019-06-06,-0.0,-0.0,1.0,-0.0020301880130638183,-0.281578250507547,-0.18752758407626446,0.0
2019-06-07,-0.0,-0.0,1.0,-0.004518825988401189,-0.27782684212075714,-0.1895699019694427,0.0
2019-06-10,-0.0,-0.0,1.0,-0.011581422692533804,-0.26869488536155206,-0.1894473838918283,0.0
2019-06-11,-0.0,-0.0,1.0,-0.019640729134483823,-0.26589280722661135,-0.1856821291433111,0.0
2019-06-12,-0.0,-0.0,1.0,-0.019217469356523787,-0.26501272826262895,-0.18723053605850584,0.0
2019-06-13,-0.0,-0.0,1.0,-0.020179107995050963,-0.2644788782183468,-0.1882696046662346,0.0
2019-06-14,-0.0,-0.0,1.0,-0.015797110031979155,-0.265856330688144,-0.19886296340163448,0.0
