Date,BMCH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4011182108626198,-1.15814696485623,-0.0,-0.7029952076677316,-0.731349840255591,0.0
2018-09-25,1.0,-0.4005193767479025,-1.158809428685577,-0.0,-0.7035956851777866,-0.7322812624850179,0.0
2018-09-26,1.0,-0.3989314694303848,-1.1618462280067485,-0.0,-0.7098095926729332,-0.7464449264883105,0.0
2018-09-27,1.0,-0.3985236859182349,-1.1852693056456847,-0.0,-0.7177968851395198,-0.7542180402336145,0.0
2018-09-28,1.0,-0.3967223754664936,-1.187246470874574,-0.0,-0.7179944832062307,-0.7545026772675645,0.0
2018-10-01,1.0,-0.40225579217394847,-1.1879962539191335,-0.0,-0.7238894091778981,-0.7577262917871249,0.0
2018-10-02,1.0,-0.40179372197309415,-1.1968202201386058,-0.0,-0.7222176926212801,-0.7558499796167958,0.0
2018-10-03,1.0,-0.4009533898305085,-1.1883148631029987,-0.0,-0.7245762711864407,-0.7604302477183833,0.0
2018-10-04,1.0,-0.4011412268188302,-1.1891175871204402,-0.0,-0.7242714489504789,-0.7612798043611168,0.0
2018-10-05,1.0,-0.3799821414075818,-1.1811835376248072,-0.0,-0.7283870444029549,-0.7691776929945613,0.0
2018-10-08,1.0,-0.3763872012960713,-1.1771162413932765,-0.0,-0.7294046172539489,-0.7672742000810044,0.0
2018-10-09,1.0,-0.3694955152400666,-1.1789439506473478,-0.0,-0.7346889078290515,-0.7754779008888347,0.0
2018-10-10,1.0,-0.3680904010117081,-1.187859503120793,-0.0,-0.7380165626402317,-0.7855423652755682,0.0
2018-10-11,1.0,-0.2687663833505441,-1.1874255302247996,-0.0,-0.709508300897609,-0.8060608467709905,0.0
2018-10-12,1.0,-0.2735789886319091,-1.1828302626421012,-0.0,-0.6842414739317915,-0.7793806350450804,0.0
2018-10-15,1.0,-0.23704110018414762,-1.2205853543862397,-0.0,-0.678290169650903,-0.7821180895662735,0.0
2018-10-16,1.0,-0.23105273475789062,-1.2318368947265244,-0.0,-0.6770829249166831,-0.7808272887669084,0.0
2018-10-17,1.0,-0.20787425841744359,-1.1907697049079282,-0.0,-0.6682718237152324,-0.7854611295169119,0.0
2018-10-18,1.0,-0.20878485210751613,-1.1939763217770236,-0.0,-0.6674250896610235,-0.7862018433535152,0.0
2018-10-19,1.0,-0.1945328374803512,-1.190353870337001,-0.0,-0.664800828125599,-0.7842272744699613,0.0
2018-10-22,1.0,-0.19736285703302195,-1.1999384922923153,-0.0,-0.6637450505516473,-0.7832237727290202,0.0
2018-10-23,1.0,-0.19798593227505093,-1.1997924434023906,-0.0,-0.6630664565476418,-0.7827958642426106,0.0
2018-10-24,1.0,-0.19761334672124817,-1.1971499189001313,-0.0,-0.671661388738704,-0.795473854947092,0.0
2018-10-25,1.0,-0.15185420798563035,-1.1462036448003592,-0.0,-0.6834187778318301,-0.7606556150132844,0.0
2018-10-26,1.0,-0.14113590865277675,-1.1325721064729,-0.0,-0.6823607918736562,-0.7512048639430563,0.0
2018-10-29,1.0,-0.13065661047027508,-1.1365350488021295,-0.0,-0.6782017154687962,-0.7517006802721089,0.0
2018-10-30,1.0,-0.13280325443786983,-1.136760355029586,-0.0,-0.6783653846153848,-0.750258875739645,0.0
2018-10-31,1.0,-0.13388088836506945,-1.1275091156863468,-0.0,-0.6752974107767671,-0.746491841921108,0.0
2018-11-01,1.0,-0.11955722271256251,-1.1377978817299206,-0.0,-0.6740217711091497,-0.7461753456899088,0.0
2018-11-02,1.0,-0.11999104544436984,-1.171069323184837,-0.0,-0.6794642190881278,-0.7605775688381464,0.0
2018-11-05,1.0,-0.12269755277414535,-1.1660750980758452,-0.0,-0.6804408742761069,-0.7670091537455632,0.0
2018-11-06,1.0,-0.11758748734105998,-1.1641348786617154,-0.0,-0.6901466561644349,-0.7789280222047185,0.0
2018-11-07,1.0,-0.11684261937859262,-1.1682759138896195,-0.0,-0.6906864034263817,-0.7812300409512718,0.0
2018-11-08,1.0,-0.07917319603014701,-1.1760689500783523,-0.0,-0.6819267218864264,-0.7938959779120962,0.0
2018-11-09,1.0,-0.08204571813386209,-1.1788319802461744,-0.0,-0.6833401923004976,-0.7969995136368737,0.0
2018-11-12,1.0,-0.08136532055840413,-1.1803585463527828,-0.0,-0.6834462367603579,-0.797522362363861,0.0
2018-11-13,1.0,-0.0542034577428211,-1.1797877865993915,-0.0,-0.6820509015359502,-0.7939452400385842,0.0
2018-11-14,1.0,-0.057079152731326646,-1.1798587885544407,-0.0,-0.6845039018952063,-0.7946488294314381,0.0
2018-11-15,1.0,-0.05554112714725634,-1.1807590991726338,-0.0,-0.6861573850777279,-0.7877045226876415,0.0
2018-11-16,1.0,-0.050276017931903234,-1.1690193027305398,-0.0,-0.6873402245192842,-0.7983031380830647,0.0
2018-11-19,1.0,-0.061017832545325924,-1.1716242880011911,-0.0,-0.6885447302780984,-0.801682737053721,0.0
2018-11-20,1.0,-0.0,-1.1683135090793841,-0.0,-0.7069987695290653,-0.8533875237704612,0.0
2018-11-21,1.0,-0.0,-1.166900939557594,-0.0,-0.7090700599245394,-0.8230746467411407,0.0
2018-11-23,1.0,-0.0,-1.1726003037824622,-0.0,-0.7084058830067055,-0.8236579854036231,0.0
2018-11-26,1.0,-0.0,-1.1739806688145762,-0.0,-0.7069955190164056,-0.8223160389586343,0.0
2018-11-27,1.0,-0.0,-1.1748470778981501,-0.0,-0.6964035669540865,-0.8136192792394428,0.0
2018-11-28,1.0,-0.0,-1.1641807575869454,-0.0,-0.7070811489330281,-0.8206453518422802,0.0
2018-11-29,1.0,-0.0,-1.1457328657021773,-0.0,-0.6923498465585269,-0.8152856934093233,0.0
2018-11-30,1.0,-0.0,-1.1461811009241334,-0.0,-0.6930269934616649,-0.813456551119553,0.0
2018-12-03,1.0,-0.0,-1.1459702146298731,-0.0,-0.6918528252299606,-0.8123083661848445,0.0
2018-12-04,1.0,-0.0,-1.1465381948246285,-0.0,-0.6911566115551663,-0.8120734333369831,0.0
2018-12-06,1.0,-0.0,-1.0997256564648876,-0.0,-0.6776997897887199,-0.7855132361848435,0.0
2018-12-07,1.0,-0.0,-1.101001461206743,-0.0,-0.6798888057307816,-0.7830286182686481,0.0
2018-12-10,1.0,-0.0,-1.1037259403143211,-0.0,-0.6697510153628818,-0.7582200247218788,0.0
2018-12-11,1.0,-0.0,-1.1070126376154907,-0.0,-0.6640943042231583,-0.7688059754327586,0.0
2018-12-12,1.0,-0.0,-1.1082048555732766,-0.0,-0.663866737550948,-0.77210703526493,0.0
2018-12-13,1.0,-0.0,-1.1025477481308243,-0.0,-0.6712022961624322,-0.7697104992735905,0.0
2018-12-14,1.0,-0.0,-1.110373709053483,-0.0,-0.6680626042516946,-0.7705575469354438,0.0
2018-12-17,1.0,-0.0,-1.106859971711457,-0.0,-0.6451202263083451,-0.784087694483734,0.0
2018-12-18,1.0,-0.0,-1.092166872029572,-0.0,-0.6382679105791234,-0.7900721703925365,0.0
2018-12-19,1.0,-0.0,-1.0950951657897525,-0.0,-0.642042445001589,-0.7940958367173983,0.0
2018-12-20,1.0,-0.0,-1.0826394012859704,-0.0,-0.6431608165559889,-0.787779768806437,0.0
2018-12-21,1.0,-0.0,-1.082867328393681,-0.0,-0.6415140500489305,-0.770655668950091,0.0
2018-12-24,1.0,-0.0,-1.056209422629587,-0.0,-0.6272263305905634,-0.7884248168593548,0.0
2018-12-26,1.0,-0.0,-1.0668868703550785,-0.0,-0.6000894577484173,-0.7737063033305808,0.0
2018-12-27,1.0,-0.0,-1.0217593206846223,-0.0,-0.5213612843306354,-0.7738490115430542,0.0
2018-12-28,1.0,-0.0,-1.022904305744307,-0.0,-0.5197719513407802,-0.7720176339951605,0.0
2018-12-31,1.0,-0.0,-1.0282120216402801,-0.0,-0.5195990573865711,-0.7712502904178697,0.0
2019-01-02,1.0,-0.0,-1.0273263911918817,-0.0,-0.5162830801883664,-0.7727001392850038,0.0
2019-01-03,1.0,-0.0,-1.0276035964301118,-0.0,-0.5149132411001626,-0.7751899406124547,0.0
2019-01-04,1.0,-0.0,-1.032500742402745,-0.0,-0.4882700366252021,-0.7787969775959349,0.0
2019-01-07,1.0,-0.0,-1.0157095365360798,-0.0,-0.47826086956521746,-0.7652695391434718,0.0
2019-01-08,1.0,-0.0,-0.9985353946297802,-0.0,-0.49272579332790883,-0.7634174125305125,0.0
2019-01-09,1.0,-0.0,-0.9934980494148244,-0.0,-0.4920026007802341,-0.765442132639792,0.0
2019-01-10,1.0,-0.0,-0.9952819444896365,-0.0,-0.49181661406305927,-0.766732827904858,0.0
2019-01-11,1.0,-0.0,-0.9779581988326974,-0.0,-0.49861423587335746,-0.7840490397469757,0.0
2019-01-14,1.0,-0.0,-0.984637510622998,-0.0,-0.5128783421585932,-0.7710989082826698,0.0
2019-01-15,1.0,-0.0,-0.9761094384081687,-0.0,-0.5118143736091112,-0.7847231312999083,0.0
2019-01-16,1.0,-0.0,-0.9743220699355599,-0.0,-0.5001144875862746,-0.7966373360374212,0.0
2019-01-17,1.0,-0.0,-0.9690529211422583,-0.0,-0.505239717055279,-0.800530521351847,0.0
2019-01-18,1.0,-0.0,-0.95823444092827,-0.0,-0.5137460443037974,-0.824433016877637,0.0
2019-01-22,1.0,-0.0,-1.0583064167027405,-0.0,-0.37711031933668543,-0.8944424095101728,0.0
2019-01-23,1.0,-0.0,-1.046626257243722,-0.0,-0.38120295743688803,-0.9026177312995403,0.0
2019-01-24,1.0,-0.0,-1.0541450086632014,-0.0,-0.37075169932027185,-0.9071038251366119,0.0
2019-01-25,1.0,-0.0,-1.0692921910948707,-0.0,-0.301901475165787,-1.0122141020435782,0.0
2019-01-28,1.0,-0.0,-1.0479041916167664,-0.0,-0.3301194221726039,-1.0050407659257756,0.0
2019-01-29,1.0,-0.0,-1.0122924595022396,-0.0,-0.32883171117771864,-1.026672953221298,0.0
2019-01-30,1.0,-0.0,-1.013038204972711,-0.0,-0.3294589313388586,-1.0265480762751837,0.0
2019-01-31,1.0,-0.0,-1.0324710320668284,-0.0,-0.2919361358124495,-1.0439908380490435,0.0
2019-02-01,1.0,-0.0,-1.03190448888739,-0.0,-0.3045765741458973,-1.0360864726316144,0.0
2019-02-04,1.0,-0.0,-1.0256971574834972,-0.0,-0.30550316583591536,-1.0367102249764244,0.0
2019-02-05,1.0,-0.0,-1.0252384001078276,-0.0,-0.3022205748559491,-1.0421538565218857,0.0
2019-02-06,1.0,-0.0,-1.0140835579514826,-0.0,-0.3014824797843666,-1.0537061994609165,0.0
2019-02-07,1.0,-0.0,-1.0145352758667205,-0.0,-0.31599892081478487,-1.0419196007014704,0.0
2019-02-08,1.0,-0.0,-1.0068347149382508,-0.0,-0.3243106073422433,-1.0524107596007444,0.0
2019-02-11,1.0,-0.0,-0.9765431680282025,-0.0,-0.31924341547744145,-1.0939290193552762,0.0
2019-02-12,1.0,-0.0,-0.983584918432275,-0.0,-0.31185270425776757,-1.0891491234007986,0.0
2019-02-13,1.0,-0.0,-0.9947734600373322,-0.0,-0.31362633633124043,-1.0854233836755471,0.0
2019-02-14,1.0,-0.0,-0.9538022232042697,-0.0,-0.34870992963252545,-1.0968827548696334,0.0
