Date,IWF,IWM,MTUM,PG,SPY,VLUE,VXX
2018-09-24,-0.19502438100648584,-0.3461866212185769,-0.0,1.0,-0.4221938171661222,-0.40368318894096483,0.0
2018-09-25,-0.19209536953314613,-0.3517346404606672,-0.0,1.0,-0.42633131870746677,-0.4093180412125827,0.0
2018-09-26,-0.1903920960313104,-0.35190797794907286,-0.0,1.0,-0.42837028375056674,-0.41579361859532726,0.0
2018-09-27,-0.19287366739011186,-0.3472536907629564,-0.0,1.0,-0.4288678480288106,-0.4159889336735911,0.0
2018-09-28,-0.19123753161838403,-0.3495919438743855,-0.0,1.0,-0.4291032310409011,-0.4163842886460173,0.0
2018-10-01,-0.1910139183995034,-0.3506577219662425,-0.0,1.0,-0.4290352615369924,-0.41666865614629833,0.0
2018-10-02,-0.19335195930940613,-0.34257468300021493,-0.0,1.0,-0.4321465243451059,-0.4198724837022709,0.0
2018-10-03,-0.192831541218638,-0.33416965352449224,-0.0,1.0,-0.43608124253285546,-0.4264038231780167,0.0
2018-10-04,-0.200623875224955,-0.3286622675464907,-0.0,1.0,-0.4470785842831434,-0.42315536892621475,0.0
2018-10-05,-0.19723639150322103,-0.32648418229278925,-0.0,1.0,-0.4476375218526235,-0.4234499604856671,0.0
2018-10-08,-0.1948343895731197,-0.3235920124357288,-0.0,1.0,-0.4501972976204711,-0.4228865239746502,0.0
2018-10-09,-0.19259560423791644,-0.32332049840958554,-0.0,1.0,-0.45110372372228735,-0.4245808719776146,0.0
2018-10-10,-0.1928419441987233,-0.3228058431156908,-0.0,1.0,-0.45133526191216206,-0.42381715160064076,0.0
2018-10-11,-0.1505787010083603,-0.309657436948371,-0.0,1.0,-0.4385319391723528,-0.42998532870683026,0.0
2018-10-12,-0.1456376308244563,-0.30968975082165917,-0.0,1.0,-0.4422973823453999,-0.4332999230787161,0.0
2018-10-15,-0.1322079613095238,-0.31996372767857145,-0.0,1.0,-0.43961588541666663,-0.43336123511904756,0.0
2018-10-16,-0.12472565958440346,-0.33710016343684335,-0.0,1.0,-0.4397618491711417,-0.43324772355825353,0.0
2018-10-17,-0.11460928129901282,-0.31792600793431125,-0.0,1.0,-0.43712519605129624,-0.43682535289233326,0.0
2018-10-18,-0.11370147874306838,-0.31649722735674674,-0.0,1.0,-0.4417975970425138,-0.43851663585951933,0.0
2018-10-19,-0.1058518212300767,-0.30951724771485006,-0.0,1.0,-0.44281383491801024,-0.43845023195994676,0.0
2018-10-22,-0.12923586321071964,-0.3515701795229966,-0.0,1.0,-0.559133943814993,-0.5468467070205392,0.0
2018-10-23,-0.12823498964803312,-0.3518892339544513,-0.0,1.0,-0.5603002070393375,-0.547567287784679,0.0
2018-10-24,-0.1266458004604361,-0.3470860601671021,-0.0,1.0,-0.5621200755322177,-0.5508678444864068,0.0
2018-10-25,-0.09182943041210757,-0.31869311790571636,-0.0,1.0,-0.6056089579711627,-0.5403415482155639,0.0
2018-10-26,-0.07529853205892047,-0.31037192911289707,-0.0,1.0,-0.6149887178967117,-0.5346449306594326,0.0
2018-10-29,-0.0658638796324346,-0.31031000706856504,-0.0,1.0,-0.6122134706654548,-0.5361254165404422,0.0
2018-10-30,-0.057403948099156867,-0.31074872519816227,-0.0,1.0,-0.6128388953400313,-0.5433685060837078,0.0
2018-10-31,-0.05948169890369032,-0.29913950979654297,-0.0,1.0,-0.6104212137176689,-0.539675371917413,0.0
2018-11-01,-0.04224362833634357,-0.31411800120409394,-0.0,1.0,-0.6110274934778246,-0.5411398755769616,0.0
2018-11-02,-0.044559275069272826,-0.30085623705035075,-0.0,1.0,-0.6130956838662972,-0.5378067350657779,0.0
2018-11-05,-0.04129012931249688,-0.31042488391831846,-0.0,1.0,-0.614159468770283,-0.5305057666383743,0.0
2018-11-06,-0.038722265302548964,-0.30935287790479526,-0.0,1.0,-0.6178802811616679,-0.535507917052305,0.0
2018-11-07,-0.03834616538346165,-0.30924407559244077,-0.0,1.0,-0.616988301169883,-0.5351714828517148,0.0
2018-11-08,-0.014857993302740914,-0.31139774277564186,-0.0,1.0,-0.6116085824134938,-0.5426268138410021,0.0
2018-11-09,-0.014658828781903417,-0.31143190217526107,-0.0,1.0,-0.6118758836222934,-0.5423766649304265,0.0
2018-11-12,-0.014631610219845515,-0.2955288175876411,-0.0,1.0,-0.6233164983164983,-0.542260843731432,0.0
2018-11-13,-0.0,-0.2879130050567038,-0.0,1.0,-0.6266876135303648,-0.5401345181403112,0.0
2018-11-14,-0.0,-0.2880060927672956,-0.0,1.0,-0.6282183569182389,-0.5405365566037735,0.0
2018-11-15,-0.0,-0.2878799028626095,-0.0,1.0,-0.6303627934358672,-0.5346971815438959,0.0
2018-11-16,-0.0,-0.282047517678436,-0.0,1.0,-0.6281288996549952,-0.5366659326139617,0.0
2018-11-19,-0.0,-0.28197098328970227,-0.0,1.0,-0.6278961661732684,-0.5367357424216476,0.0
2018-11-20,-0.0,-0.2691568784805817,-0.0,1.0,-0.6215315775394566,-0.5411590185063593,0.0
2018-11-21,-0.0,-0.26327599102468213,-0.0,1.0,-0.6208169469442902,-0.5286269211281878,0.0
2018-11-23,-0.0,-0.2523454646311169,-0.0,1.0,-0.6280539275980994,-0.5313894315413742,0.0
2018-11-26,-0.0,-0.2554612528331003,-0.0,1.0,-0.6261754352124222,-0.5294883541495877,0.0
2018-11-27,-0.0,-0.2547330533893221,-0.0,1.0,-0.6204199160167967,-0.5243671265746851,0.0
2018-11-28,-0.0,-0.2504981633975944,-0.0,1.0,-0.6237725974119511,-0.5265166974767724,0.0
2018-11-29,-0.0,-0.23766634980988594,-0.0,1.0,-0.6134743346007604,-0.5253089353612167,0.0
2018-11-30,-0.0,-0.23742545558221864,-0.0,1.0,-0.6137708189788306,-0.5247214236498847,0.0
2018-12-03,-0.0,-0.2393775468865429,-0.0,1.0,-0.6165193146343207,-0.5271548745323261,0.0
2018-12-04,-0.0,-0.2457374508167402,-0.0,1.0,-0.6124001430785739,-0.5265053058304519,0.0
2018-12-06,-0.0,-0.1956047019467546,-0.0,1.0,-0.6181991358082052,-0.5092923848905822,0.0
