Date,ES,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.22607904316172647,-0.5308632345293811,-0.0,-0.487727509100364,-0.3554602184087364,0.0
2018-09-25,1.0,-0.22484375,-0.5327083333333333,-0.0,-0.4891145833333333,-0.3575260416666666,0.0
2018-09-26,1.0,-0.22336006687740015,-0.5333472661250294,-0.0,-0.4914966430680007,-0.3641944669400977,0.0
2018-09-27,1.0,-0.22361822171141993,-0.5328335597116288,-0.0,-0.4914324521993522,-0.3641991432452199,0.0
2018-09-28,1.0,-0.22490264237735552,-0.5324481848357335,-0.0,-0.4917540053840726,-0.3645487572201458,0.0
2018-10-01,1.0,-0.22490813648293964,-0.5386351706036746,-0.0,-0.4935695538057743,-0.3675590551181102,0.0
2018-10-02,1.0,-0.2266810141199937,-0.5320980525956642,-0.0,-0.49574825468479344,-0.3700068237887775,0.0
2018-10-03,1.0,-0.2264622343782874,-0.5218809173153798,-0.0,-0.5019198401009888,-0.3796812539448769,0.0
2018-10-04,1.0,-0.23591819456570629,-0.516945789348361,-0.0,-0.5155700187845597,-0.3772521628700691,0.0
2018-10-05,1.0,-0.2185563203839966,-0.5080043252367012,-0.0,-0.5240393491046232,-0.38673945723554076,0.0
2018-10-08,1.0,-0.21604677001216868,-0.507380561875033,-0.0,-0.532908311729538,-0.38902703560658164,0.0
2018-10-09,1.0,-0.21210516561200984,-0.5076914930233789,-0.0,-0.5352008260742936,-0.39267653366517513,0.0
2018-10-10,1.0,-0.21560362653093684,-0.5074492338688299,-0.0,-0.5382270293197603,-0.38971952706643337,0.0
2018-10-11,1.0,-0.15853283436715027,-0.4923360844824935,-0.0,-0.519762136668888,-0.3925257599835956,0.0
2018-10-12,1.0,-0.1558052814489739,-0.48593389310266105,-0.0,-0.512924583343903,-0.3820552497399863,0.0
2018-10-15,1.0,-0.1358080923100281,-0.5033022090639946,-0.0,-0.5094005415116779,-0.38191755864267823,0.0
2018-10-16,1.0,-0.13508589934974571,-0.5044151506717608,-0.0,-0.5090453659894238,-0.381625888723022,0.0
2018-10-17,1.0,-0.12102069239952248,-0.47701949860724235,-0.0,-0.5041782729805014,-0.38484878631118186,0.0
2018-10-18,1.0,-0.12012849565455587,-0.4756580421844262,-0.0,-0.5082052942201858,-0.38623403142665036,0.0
2018-10-19,1.0,-0.10804007699521247,-0.4655002221015744,-0.0,-0.5100439267558363,-0.3842110458516361,0.0
2018-10-22,1.0,-0.10871346626604753,-0.455042089841325,-0.0,-0.5230066300811999,-0.39641429316381516,0.0
2018-10-23,1.0,-0.1096325719960278,-0.4549404170804369,-0.0,-0.5221698113207547,-0.39590367428003975,0.0
2018-10-24,1.0,-0.10792116028263295,-0.4512210239246312,-0.0,-0.5229949175653898,-0.3970992934176274,0.0
2018-10-25,1.0,-0.0739013671875,-0.4223876953125,-0.0,-0.5618896484375,-0.38322753906249996,0.0
2018-10-26,1.0,-0.05344088117750268,-0.41892484647626477,-0.0,-0.5819036943171849,-0.38261526464567697,0.0
2018-10-29,1.0,-0.04601830052668625,-0.41897041333948204,-0.0,-0.5800344651828839,-0.3821023761559185,0.0
2018-10-30,1.0,-0.025007937089408263,-0.4253791486555792,-0.0,-0.5866119618042835,-0.4052067306518182,0.0
2018-10-31,1.0,-0.028709177245857153,-0.40885744742707625,-0.0,-0.5844074038181994,-0.40074135090609553,0.0
2018-11-01,1.0,-0.007719196038450335,-0.42890086416156914,-0.0,-0.5868045441304981,-0.4040198077483251,0.0
2018-11-02,1.0,-0.014597481692727843,-0.40162409067839616,-0.0,-0.5991251178190782,-0.40145491456606325,0.0
2018-11-05,1.0,-0.01503650340859643,-0.40078808683459843,-0.0,-0.5991877387226224,-0.40243194894357687,0.0
2018-11-06,1.0,-0.013292656352146437,-0.39999031500447935,-0.0,-0.6018014091668482,-0.40616449964891893,0.0
2018-11-07,1.0,-0.01336658837203671,-0.40002905780080883,-0.0,-0.6018839140857689,-0.4062038404726736,0.0
2018-11-08,1.0,-0.002113657107172023,-0.397271460825287,-0.0,-0.5966277561608301,-0.405870202238555,0.0
2018-11-09,1.0,-0.001753458877786318,-0.39733858570330516,-0.0,-0.5971608378170637,-0.40574558032282854,0.0
2018-11-12,1.0,-0.0015569981076484537,-0.3819436127146861,-0.0,-0.607133446714734,-0.4047716003545165,0.0
2018-11-13,1.0,-0.0,-0.37208971164115345,-0.0,-0.6048178473952771,-0.3964162810015427,0.0
2018-11-14,1.0,-0.0,-0.3718368703413569,-0.0,-0.6055642596021459,-0.39642975834401556,0.0
2018-11-15,1.0,-0.0,-0.37111911646205625,-0.0,-0.6061051334312936,-0.392780964118121,0.0
2018-11-16,1.0,-0.0,-0.3690763622591488,-0.0,-0.6048619987691142,-0.39314964730388674,0.0
2018-11-19,1.0,-0.0,-0.3709845788849348,-0.0,-0.6070225385527876,-0.3944721233689205,0.0
2018-11-20,1.0,-0.0,-0.35502428443438483,-0.0,-0.5992125241665487,-0.4034988447210826,0.0
2018-11-21,1.0,-0.0,-0.3509587313450265,-0.0,-0.6021673634304132,-0.382394843169769,0.0
2018-11-23,1.0,-0.0,-0.3367196114773714,-0.0,-0.6186800553691668,-0.39075147220983975,0.0
2018-11-26,1.0,-0.0,-0.34179027412692453,-0.0,-0.6166212917761923,-0.38856552760045066,0.0
2018-11-27,1.0,-0.0,-0.34171335200746966,-0.0,-0.6101774042950514,-0.38239962651727355,0.0
2018-11-28,1.0,-0.0,-0.33616901935121996,-0.0,-0.6151257361877162,-0.3858091053566421,0.0
2018-11-29,1.0,-0.0,-0.3217833217833218,-0.0,-0.6036498036498036,-0.38456918456918454,0.0
2018-11-30,1.0,-0.0,-0.3217198438185893,-0.0,-0.60370122218885,-0.3849779359101726,0.0
2018-12-03,1.0,-0.0,-0.3245463405578503,-0.0,-0.6075323710957442,-0.38842994384369056,0.0
2018-12-04,1.0,-0.0,-0.3240723605070787,-0.0,-0.603590265568613,-0.3856528176182104,0.0
2018-12-06,1.0,-0.0,-0.2730947141509858,-0.0,-0.608568734000988,-0.3638119189832487,0.0
2018-12-07,1.0,-0.0,-0.2731763173847639,-0.0,-0.6096679314757852,-0.3623790385953883,0.0
2018-12-10,1.0,-0.0,-0.2708962515544502,-0.0,-0.6052140699946704,-0.34455498312311245,0.0
2018-12-11,1.0,-0.0,-0.27082546803171287,-0.0,-0.6070088165404517,-0.34295676119833884,0.0
2018-12-12,1.0,-0.0,-0.2714927098150782,-0.0,-0.6088415718349929,-0.34228307254623047,0.0
2018-12-13,1.0,-0.0,-0.26802518297701944,-0.0,-0.6155814108696136,-0.34103801917643656,0.0
2018-12-14,1.0,-0.0,-0.2565021822392447,-0.0,-0.6269038924022446,-0.34336866482586625,0.0
2018-12-17,1.0,-0.0,-0.2525772053118141,-0.0,-0.6179306981178087,-0.346442902431995,0.0
2018-12-18,1.0,-0.0,-0.25594337102662273,-0.0,-0.6226738491674828,-0.34738669753361234,0.0
2018-12-19,1.0,-0.0,-0.2561225398521685,-0.0,-0.6228070175438596,-0.3474485706652418,0.0
2018-12-20,1.0,-0.0,-0.24612931091766896,-0.0,-0.6257337143110284,-0.3431014242363834,0.0
2018-12-21,1.0,-0.0,-0.2440447360309982,-0.0,-0.6268548280568886,-0.3306767645634274,0.0
2018-12-24,1.0,-0.0,-0.2322498796972746,-0.0,-0.6214401329891946,-0.3336322673782755,0.0
2018-12-26,1.0,-0.0,-0.23555337904015672,-0.0,-0.643264179503161,-0.3471418395512421,0.0
2018-12-27,1.0,-0.0,-0.20912115033801912,-0.0,-0.5911578495546732,-0.3458525592874772,0.0
2018-12-28,1.0,-0.0,-0.2090593082138872,-0.0,-0.5911080593940434,-0.3455711956055274,0.0
2018-12-31,1.0,-0.0,-0.20864359133924165,-0.0,-0.5912963241132165,-0.3459367824724791,0.0
2019-01-02,1.0,-0.0,-0.20800188683290807,-0.0,-0.590257080983726,-0.34586933682111537,0.0
2019-01-03,1.0,-0.0,-0.2124692370795734,-0.0,-0.6159492249902854,-0.3304045593886274,0.0
2019-01-04,1.0,-0.0,-0.21323608280596373,-0.0,-0.6007293789552719,-0.3312667596267296,0.0
2019-01-07,1.0,-0.0,-0.19455621800408707,-0.0,-0.5945814987254303,-0.3175890618745655,0.0
2019-01-08,1.0,-0.0,-0.18552778186557908,-0.0,-0.6008787604852104,-0.31591229213530386,0.0
2019-01-09,1.0,-0.0,-0.1907080672020911,-0.0,-0.6023314150804191,-0.31493075317776514,0.0
2019-01-10,1.0,-0.0,-0.1884510010537408,-0.0,-0.6050158061116966,-0.3139936775553214,0.0
2019-01-11,1.0,-0.0,-0.18059350575077843,-0.0,-0.6107898582957362,-0.3267670669970981,0.0
2019-01-14,1.0,-0.0,-0.1786750788643533,-0.0,-0.6020609884332282,-0.32229232386961093,0.0
2019-01-15,1.0,-0.0,-0.17737789203084833,-0.0,-0.5995406464663492,-0.33020776265329344,0.0
2019-01-16,1.0,-0.0,-0.1796384476001854,-0.0,-0.5973199612321436,-0.3300113775230711,0.0
2019-01-17,1.0,-0.0,-0.17696232097854817,-0.0,-0.5715983363042186,-0.3003052840781036,0.0
2019-01-18,1.0,-0.0,-0.18060938401913085,-0.0,-0.5701327616063329,-0.31079409581924633,0.0
2019-01-22,1.0,-0.0,-0.08675021292127995,-0.0,-0.7266090765299915,-0.21446242446364117,0.0
2019-01-23,1.0,-0.0,-0.048828876247545394,-0.0,-0.7325546085794684,-0.24303095329675892,0.0
2019-01-24,1.0,-0.0,-0.049683153483287106,-0.0,-0.7306905836859474,-0.2442046443828073,0.0
2019-01-25,1.0,-0.0,-0.0,-0.0,-0.8554315051748024,-0.1818922663189634,0.0
2019-01-28,1.0,-0.0,-0.0,-0.0,-0.8667866050619455,-0.17763830396205585,0.0
2019-01-29,1.0,-0.0,-0.0,-0.0,-0.8675651319023431,-0.18060789775520233,0.0
2019-01-30,1.0,-0.0,-0.0,-0.0,-0.8662159393566893,-0.18254456054087279,0.0
2019-01-31,1.0,-0.0,-0.0,-0.0,-0.8474847279734329,-0.20245172399655612,0.0
2019-02-01,1.0,-0.0,-0.0,-0.0,-0.8592878681482093,-0.20605972985253418,0.0
