Date,IWF,IWM,JQC,MTUM,SPY,VLUE,VXX
2018-09-24,-0.09304580407890338,-0.2110999665663658,1.0,-0.009110665329321298,-0.183032430625209,-0.1753928452022735,0.0
2018-09-25,-0.09357243131225348,-0.2105421485393409,1.0,-0.010010695902132495,-0.18251554248278629,-0.1745938899659068,0.0
2018-09-26,-0.09398138088950544,-0.2110778693319517,1.0,-0.010964215874713776,-0.18226337517340507,-0.17308752987581688,0.0
2018-09-27,-0.09541468303683287,-0.20760043431053202,1.0,-0.011960243882067985,-0.18239371920153677,-0.17305604276288314,0.0
2018-09-28,-0.09588903743315508,-0.2075033422459893,1.0,-0.011998663101604277,-0.18255347593582888,-0.1731951871657754,0.0
2018-10-01,-0.09674776356491933,-0.2069893821586824,1.0,-0.01180503302399465,-0.18321210601120308,-0.17334671014129255,0.0
2018-10-02,-0.09701480056860942,-0.20528472280290994,1.0,-0.01252613094740363,-0.18367756501379714,-0.1738774144995401,0.0
2018-10-03,-0.09690849203297162,-0.20328044274273102,1.0,-0.012272400474844923,-0.1843869651724657,-0.17514086508719423,0.0
2018-10-04,-0.09812443582628465,-0.20123031660593094,1.0,-0.012487044899869614,-0.1859516565811909,-0.17384908562067466,0.0
2018-10-05,-0.09381858083394294,-0.19731329387510804,1.0,-0.009260490789386181,-0.1868557558023542,-0.17533417569994014,0.0
2018-10-08,-0.0936663841385385,-0.1971381562546742,1.0,-0.009107377308005517,-0.18676771202074088,-0.1752339166708215,0.0
2018-10-09,-0.09407717618905174,-0.19707847242995313,1.0,-0.010104031641572772,-0.1862099910260245,-0.17439425665569847,0.0
2018-10-10,-0.09379518973455446,-0.19748017884746438,1.0,-0.009623855193391286,-0.18619417249804696,-0.1750577597526719,0.0
2018-10-11,-0.07323076923076922,-0.19049392712550606,1.0,-0.0,-0.17787854251012145,-0.17782995951417002,0.0
2018-10-12,-0.07448238343626996,-0.18533393068578197,1.0,-0.0,-0.1704054529744952,-0.16982943454190536,0.0
2018-10-15,-0.06444355803749502,-0.193585959313921,1.0,-0.0,-0.16791384124451536,-0.16958915037893896,0.0
2018-10-16,-0.06305544475468687,-0.19580374950139606,1.0,-0.0,-0.16749900279218188,-0.16915835660151576,0.0
2018-10-17,-0.05776218914905047,-0.1853730211394445,1.0,-0.0,-0.16584510380130818,-0.1709482731380542,0.0
2018-10-18,-0.05786338426533095,-0.18575694850443217,1.0,-0.0,-0.16553162576832525,-0.17095138022026637,0.0
2018-10-19,-0.05105909632136367,-0.17890267594159304,1.0,-0.0,-0.16616531929560696,-0.17058344300307077,0.0
2018-10-22,-0.05117918984564758,-0.17828096842435165,1.0,-0.0,-0.1665752566011126,-0.17097861004466033,0.0
2018-10-23,-0.05040211955414112,-0.17845328985529965,1.0,-0.0,-0.16740088105726872,-0.17146126953768007,0.0
2018-10-24,-0.049806629401725463,-0.17765042979942694,1.0,-0.0,-0.1670502763555514,-0.1712308390874787,0.0
2018-10-25,-0.04050862016074606,-0.16349162525308303,1.0,-0.0,-0.16790907417632983,-0.16192711209276642,0.0
2018-10-26,-0.03648487807855464,-0.16040528580584124,1.0,-0.0,-0.16927091280861842,-0.15976439710684529,0.0
2018-10-29,-0.03561255731062741,-0.15957106517798664,1.0,-0.0,-0.1688778541073251,-0.1591445674856438,0.0
2018-10-30,-0.02985711239070164,-0.1599335831581513,1.0,-0.0,-0.16940864637601682,-0.16413795204582152,0.0
2018-10-31,-0.03226490869136925,-0.1515799045237554,1.0,-0.0,-0.16912934757899523,-0.16252178525422445,0.0
2018-11-01,-0.024652846131714038,-0.1576994715083968,1.0,-0.0,-0.16910216999560854,-0.1628481003074034,0.0
2018-11-02,-0.02554727984167032,-0.15325346346179994,1.0,-0.0,-0.1700986538955447,-0.1618800138991706,0.0
2018-11-05,-0.024331671952877207,-0.15659265971907566,1.0,-0.0,-0.17036701404621657,-0.15905452348587826,0.0
2018-11-06,-0.022568787910874466,-0.15565202922446264,1.0,-0.0,-0.17251811402380918,-0.16191441407372673,0.0
2018-11-07,-0.02256742244339237,-0.1556426118917611,1.0,-0.0,-0.17246229939648783,-0.16190461785125468,0.0
2018-11-08,-0.019551977809937292,-0.15499879401833092,1.0,-0.0,-0.17094790159189582,-0.16196333815726002,0.0
2018-11-09,-0.019799442056849883,-0.1551383548216844,1.0,-0.0,-0.17089647892633641,-0.1621201839704441,0.0
2018-11-12,-0.019649407661314573,-0.15020446208431054,1.0,-0.0,-0.1724848156834446,-0.16107402730170184,0.0
2018-11-13,-0.013936554358530542,-0.1473186308156018,1.0,-0.0,-0.171715061625235,-0.1591661941567937,0.0
2018-11-14,-0.014084507042253523,-0.14717116256863216,1.0,-0.0,-0.17168476963475773,-0.15906242539985677,0.0
2018-11-15,-0.0138700594431119,-0.14716267151349016,1.0,-0.0,-0.17250420869150665,-0.1562653635862521,0.0
2018-11-16,-0.012987592609122557,-0.14484215537504835,1.0,-0.0,-0.17217114463387784,-0.15769585527686036,0.0
2018-11-19,-0.015048225768040008,-0.14452845915694215,1.0,-0.0,-0.17132055251250297,-0.15756727792331507,0.0
2018-11-20,-0.016683782054144156,-0.14481106100519414,1.0,-0.0,-0.17100504531856944,-0.15579467488205265,0.0
2018-11-21,-0.016854682103203428,-0.1431536192353874,1.0,-0.0,-0.17001437910434486,-0.1523592107798811,0.0
2018-11-23,-0.017286584011020754,-0.139477699269727,1.0,-0.0,-0.17171043860818558,-0.152809255062288,0.0
2018-11-26,-0.017029468384421736,-0.14088553235598994,1.0,-0.0,-0.1709166296460832,-0.15197689915593068,0.0
2018-11-27,-0.015462547258979204,-0.1409351370510397,1.0,-0.0,-0.16967450378071833,-0.15075614366729678,0.0
2018-11-28,-0.015362798392814937,-0.14186953438903332,1.0,-0.0,-0.16936008035925312,-0.15059974001418105,0.0
2018-11-29,-0.008548640589885576,-0.13915776795287965,1.0,-0.0,-0.1689458145444397,-0.15218636624021384,0.0
2018-11-30,-0.008546004522627822,-0.1391001732695075,1.0,-0.0,-0.16908460838154535,-0.15165487063522365,0.0
2018-12-03,-0.007398599550799314,-0.13966324628235052,1.0,-0.0,-0.16928700400757477,-0.15162725150834547,0.0
2018-12-04,-0.006317980591632706,-0.1398164707262013,1.0,-0.0,-0.16857720836142953,-0.1511917675686769,0.0
2018-12-06,-0.0057740369423458105,-0.11914337422079228,1.0,-0.0,-0.16892648875355493,-0.14249806095774326,0.0
2018-12-07,-0.0017129449698435318,-0.12065466165738221,1.0,-0.0,-0.17056037771156307,-0.14653596464711893,0.0
2018-12-10,-0.0,-0.11974356032356147,1.0,-0.0,-0.16979806092593655,-0.14468475704205153,0.0
2018-12-11,-0.0052976899774596934,-0.11837250369689747,1.0,-0.0,-0.17245488349389115,-0.13956326360673627,0.0
2018-12-12,-0.006190660863819824,-0.11835509400899154,1.0,-0.0,-0.1730225075767369,-0.13876560233262952,0.0
2018-12-13,-0.006400483272444841,-0.11973937807438945,1.0,-0.0,-0.17252538618646263,-0.13964560020711675,0.0
2018-12-14,-0.0067891201472893865,-0.11893905613969477,1.0,-0.0,-0.17297872646462323,-0.13965162608057763,0.0
2018-12-17,-0.011924449473409348,-0.1215800620883744,1.0,-0.0,-0.18211622711579195,-0.1350277076624017,0.0
2018-12-18,-0.012724016945944765,-0.12411011952423241,1.0,-0.0,-0.18398870270348963,-0.13499978162442314,0.0
2018-12-19,-0.013743903326781687,-0.12386984057654511,1.0,-0.0,-0.18347528572468516,-0.13483293295479362,0.0
2018-12-20,-0.013909522561099945,-0.12409333216813773,1.0,-0.0,-0.18348917824579802,-0.13500247604066531,0.0
2018-12-21,-0.01335127151485018,-0.12476785165903805,1.0,-0.0,-0.18446105026102977,-0.13975695713847008,0.0
2018-12-24,-0.006967070048871305,-0.1173056783802653,1.0,-0.0,-0.18316558063765415,-0.14705026762857806,0.0
2018-12-26,-0.008437340340121158,-0.13617984088752644,1.0,-0.0,-0.1715933143566163,-0.1435369681045179,0.0
2018-12-27,-0.009673784191192613,-0.13717455253259964,1.0,-0.0,-0.17262070277627362,-0.14402376736085704,0.0
2018-12-28,-0.0,-0.15314019689242084,1.0,-0.0,-0.1817103546435773,-0.14777309927647966,0.0
2018-12-31,-0.0,-0.15408343343566017,1.0,-0.0,-0.18142990612626242,-0.14746926487817177,0.0
2019-01-02,-0.0,-0.15449350649350652,1.0,-0.0,-0.18226345083487944,-0.1474879406307978,0.0
2019-01-03,-0.0002374556625755035,-0.1543758626318992,1.0,-0.0,-0.1830189519300693,-0.14646562087235274,0.0
2019-01-04,-0.0,-0.1553789568531293,1.0,-0.0,-0.17433049232632683,-0.14740247271008436,0.0
2019-01-07,-0.0,-0.1625169895299688,1.0,-0.0,-0.1780652099233791,-0.1530028527474497,0.0
2019-01-08,-0.0,-0.17437164727864504,1.0,-0.0,-0.17477849436441442,-0.15769091676209995,0.0
2019-01-09,-0.0,-0.1718458295694068,1.0,-0.0,-0.17458596808190302,-0.15913881361035834,0.0
2019-01-10,-0.0,-0.17133267106174177,1.0,-0.0,-0.17499021644239743,-0.1588548722116861,0.0
2019-01-11,-0.0,-0.16912141200566247,1.0,-0.0,-0.1758983163157736,-0.1609590072588175,0.0
2019-01-14,-0.0,-0.17262300030184125,1.0,-0.0,-0.18095381829157864,-0.155629338967703,0.0
2019-01-15,-0.0,-0.17048004940577507,1.0,-0.0,-0.18212354456310534,-0.15367003569868504,0.0
2019-01-16,-0.0,-0.17168960786383028,1.0,-0.0,-0.1836602391110977,-0.152286330262781,0.0
2019-01-17,-0.0,-0.1670609508023808,1.0,-0.0,-0.1854893392601522,-0.15426806298500717,0.0
2019-01-18,-0.0,-0.1676677587671399,1.0,-0.0,-0.1875985924038345,-0.16153986166727338,0.0
2019-01-22,-0.0,-0.15069880494227264,1.0,-0.0,-0.17640846089296564,-0.11969385688243293,0.0
