Date,IWF,IWM,MTUM,SPY,VIE,VLUE,VXX
2020-07-30,-1.6920393497523198,-0.7558082746110374,-1.7631340263727062,-1.7658550198841831,1.0,-0.0,0.0
2020-07-31,-1.6931556547826692,-0.7553198911602594,-1.7632735645014999,-1.7650875601758178,1.0,-0.0,0.0
2020-08-03,-1.6780702366822593,-0.7727431404035467,-1.769531522725686,-1.7613628429798227,1.0,-0.0,0.0
2020-08-04,-1.6761359670552103,-0.7672925246038947,-1.7675019194527815,-1.7688280868290638,1.0,-0.0,0.0
2020-08-05,-1.6792848163151277,-0.7657494063416679,-1.7686129347674258,-1.770568515155748,1.0,-0.0,0.0
2020-08-06,-1.682834777746715,-0.7552418227564999,-1.776488677662846,-1.774601621470506,1.0,-0.0,0.0
2020-08-07,-1.6793428871024116,-0.7593149248514505,-1.7792380286613072,-1.7727368053128274,1.0,-0.0,0.0
2020-08-10,-1.6665265517724535,-0.7830320863107748,-1.7738545607398064,-1.782401569286815,1.0,-0.0,0.0
2020-08-11,-1.664168126094571,-0.7865499124343258,-1.770858143607706,-1.7836077057793347,1.0,-0.0,0.0
2020-08-12,-1.6588317593564184,-0.7892969569779643,-1.7604057362714236,-1.7869185029730676,1.0,-0.0,0.0
2020-08-13,-1.6516124528828702,-0.7972218344269162,-1.7454976964958817,-1.7859835264553956,1.0,-0.0,0.0
2020-08-14,-1.6512634371073571,-0.7977104565126344,-1.745078877565266,-1.786332542230909,1.0,-0.0,0.0
2020-08-17,-1.658736267580995,-0.7976348750962143,-1.7498425582534463,-1.7911972570149042,1.0,-0.0,0.0
2020-08-18,-1.6610632485816348,-0.801498914337746,-1.735238495482244,-1.8065419906142746,1.0,-0.0,0.0
2020-08-19,-1.659616192744082,-0.8036839893542513,-1.734346547135453,-1.8061353130690574,1.0,-0.0,0.0
2020-08-20,-1.6600588400112077,-0.8030961053516391,-1.7347996637713645,-1.8068086298683106,1.0,-0.0,0.0
2020-08-21,-1.6581232492997198,-0.8049719887955181,-1.7329131652661065,-1.8068627450980392,1.0,-0.0,0.0
2020-08-24,-1.6573289446039638,-0.8078997128650466,-1.7321941312416835,-1.8058687583164086,1.0,-0.0,0.0
2020-08-25,-1.663647215785408,-0.803173934414718,-1.7534583245558597,-1.8016993188680568,1.0,-0.0,0.0
2020-08-26,-1.6651447035684184,-0.8026833380162968,-1.7544956448440574,-1.8021213824107898,1.0,-0.0,0.0
2020-08-27,-1.6464177740279828,-0.8313295366659635,-1.7459748295015116,-1.807213668002531,1.0,-0.0,0.0
2020-08-28,-1.6472821883130582,-0.8307432669995077,-1.74664228957176,-1.8071865550945785,1.0,-0.0,0.0
2020-08-31,-1.6495708456451388,-0.8289714366117913,-1.7492612916842551,-1.807513718868721,1.0,-0.0,0.0
2020-09-01,-1.6509958477021607,-0.8261665141811528,-1.7546625378281373,-1.8059680484200156,1.0,-0.0,0.0
2020-09-02,-1.6504923142310692,-0.8246086278954453,-1.7698519515477793,-1.8314089395763973,1.0,-0.007296167741021465,0.0
2020-09-03,-1.650212464589235,-0.8250708215297451,-1.769759206798867,-1.8304532577903685,1.0,-0.006586402266288953,0.0
2020-09-04,-1.5850297306750614,-0.8300804477089893,-1.7115774746414831,-1.8297306750612103,1.0,-0.03896467296257433,0.0
2020-09-08,-1.5695758850332981,-0.8288117770767613,-1.706484402383456,-1.8359621451104102,1.0,-0.06933052926743778,0.0
2020-09-09,-1.5331559414606821,-0.8550521672151811,-1.651635039563056,-1.84678944051537,1.0,-0.11567817379735314,0.0
2020-09-10,-1.5146709515159984,-0.8583903870336733,-1.6264496297331283,-1.8467933491686461,1.0,-0.13986307111918403,0.0
2020-09-11,-1.505924170616114,-0.8618622804572067,-1.622456091441316,-1.8416504042375244,1.0,-0.1377195427934207,0.0
2020-09-14,-1.5069705841349503,-0.8635856684790185,-1.6228216924578278,-1.840373623309633,1.0,-0.136902272410428,0.0
2020-09-15,-1.510340972610397,-0.8692705422023478,-1.631078814980436,-1.8467020681945219,1.0,-0.12975125768585802,0.0
2020-09-16,-1.5079020979020978,-0.8715384615384616,-1.61986013986014,-1.8523076923076924,1.0,-0.1413986013986014,0.0
2020-09-17,-1.5020271214874878,-0.8752271774080805,-1.615476024045855,-1.8502027121487488,1.0,-0.14714105969523278,0.0
2020-09-18,-1.5011878144214645,-0.8704583566238122,-1.619480156512018,-1.8507546115148128,1.0,-0.14519284516489658,0.0
2020-09-21,-1.5027944669554283,-0.8690093614643007,-1.6157607936286156,-1.8527315914489313,1.0,-0.14580131339946906,0.0
2020-09-22,-1.50080684768119,-0.8845155405879463,-1.6168525924366801,-1.8612221988353332,1.0,-0.1525292920788606,0.0
2020-09-23,-1.481783350748868,-0.8679205851619645,-1.6111459421804248,-1.8398467432950192,1.0,-0.16544757924068268,0.0
2020-09-24,-1.4667221297836937,-0.8490709927897947,-1.5953272323904604,-1.8395729339988909,1.0,-0.1821963394342762,0.0
2020-09-25,-1.465935895657,-0.8529207714721798,-1.5944220896350771,-1.8384903565977524,1.0,-0.18586096850284448,0.0
2020-09-28,-1.4588870431893688,-0.8488372093023255,-1.5836794019933556,-1.8362403100775193,1.0,-0.19372923588039867,0.0
2020-09-29,-1.461341454973351,-0.8372672527168271,-1.5920952446874785,-1.8399667751090194,1.0,-0.19118156018550564,0.0
2020-09-30,-1.4624169435215948,-0.8336794019933556,-1.5999446290143966,-1.8346483942414173,1.0,-0.1905454042081949,0.0
2020-10-01,-1.4609850581073602,-0.8400664084117322,-1.5971223021582734,-1.832180409518539,1.0,-0.18718871057000555,0.0
2020-10-02,-1.4621819690265487,-0.834070796460177,-1.5943030973451329,-1.8346238938053097,1.0,-0.1885370575221239,0.0
2020-10-05,-1.4419759900648543,-0.850006899406651,-1.5725127639023044,-1.8322064302469987,1.0,-0.20263557334069268,0.0
2020-10-06,-1.4445057598123752,-0.8474167069048769,-1.5755673587638823,-1.8358281023660068,1.0,-0.19466096433744914,0.0
2020-10-07,-1.439272927568163,-0.8505921233819884,-1.5693335169374827,-1.8326218672542,1.0,-0.19333516937482786,0.0
2020-10-08,-1.4380068728522337,-0.8459106529209622,-1.569003436426117,-1.8309965635738832,1.0,-0.18893470790378009,0.0
2020-10-09,-1.4459645263302625,-0.8473119758009074,-1.5747971951051836,-1.8313625739034787,1.0,-0.17523717860580226,0.0
2020-10-12,-1.4375601044099464,-0.8456518752575903,-1.5722626734441547,-1.8278609699134498,1.0,-0.1857397994229977,0.0
2020-10-13,-1.425749365525756,-0.8523904245833048,-1.5675286370807326,-1.8211125591604362,1.0,-0.19240002743672405,0.0
2020-10-14,-1.428336192109777,-0.8516638078902231,-1.5726243567753002,-1.819759862778731,1.0,-0.18861063464837052,0.0
2020-10-15,-1.4290125574692925,-0.8522610306731627,-1.5727715638509572,-1.8201468469086666,1.0,-0.18781307898167843,0.0
2020-10-16,-1.427522306108442,-0.8555936856554565,-1.5700068634179822,-1.819148936170213,1.0,-0.19107755662319836,0.0
2020-10-19,-1.42703522437444,-0.8551733645826153,-1.585234714275867,-1.8342868959812504,1.0,-0.19149376163231543,0.0
2020-10-20,-1.4304242842359434,-0.8541566057261125,-1.5915143152811315,-1.8426353915143152,1.0,-0.18013107968264921,0.0
2020-10-21,-1.4328708497273417,-0.857527438393042,-1.585145302685166,-1.8466901359839856,1.0,-0.18043763374059502,0.0
2020-10-22,-1.4291127032240285,-0.8597409754753375,-1.5854918710388535,-1.8383163405896938,1.0,-0.17628823367318822,0.0
2020-10-23,-1.3879130493303722,-0.8567871323776836,-1.528703142876371,-1.7810754424927653,1.0,-0.17544922269331717,0.0
2020-10-26,-1.3881149471700653,-0.8571236287771721,-1.528501245036678,-1.781344639612356,1.0,-0.17491082845413553,0.0
2020-10-27,-1.3850339222140122,-0.8536306844898233,-1.5361053267951903,-1.7797407133740848,1.0,-0.16275945455766777,0.0
2020-10-28,-1.372563369037323,-0.8439890892156211,-1.5414809393919233,-1.7534428847049432,1.0,-0.14144102188809793,0.0
2020-10-29,-1.3431948755200422,-0.8430297827378986,-1.5313346100508485,-1.7388232186488806,1.0,-0.14739483589777455,0.0
2020-10-30,-1.3400013203934773,-0.8418168614247047,-1.5361457714398892,-1.7377038357430514,1.0,-0.14629959727998942,0.0
2020-11-02,-1.319365872911459,-0.8305486120247337,-1.5279568477831864,-1.7336534666491252,1.0,-0.16655703196947771,0.0
2020-11-03,-1.3209965816460687,-0.8313173810149881,-1.5301735471995792,-1.7321193794372862,1.0,-0.1591506705232711,0.0
2020-11-04,-1.320102348773127,-0.8218081616585751,-1.527555438918777,-1.7317281196693348,1.0,-0.15962472116520143,0.0
2020-11-05,-1.2839981719657898,-0.8422667624208396,-1.4970947313442582,-1.7278187634654305,1.0,-0.17758046614872364,0.0
2020-11-06,-1.2787697119770622,-0.8323993222989703,-1.5020200703766453,-1.7310699856640166,1.0,-0.1721621269386159,0.0
