Date,IWF,IWM,MTUM,SPY,TMX,VLUE,VXX
2020-04-06,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,0.0
2020-04-07,-0.6189800481596147,-0.7177502579979361,-0.6202270381836946,-0.647531819745442,0.44629342965256275,-0.6955194358445133,0.5537065703474372
2020-04-08,-0.5601759139278282,-0.6167589429457729,-0.5696391408489417,-0.577217575686182,0.43522990536773076,-0.6028586013272077,0.5647700946322692
2020-04-09,-0.5388604959303426,-0.5750899110353965,-0.5485519591141397,-0.5520726859738785,0.4586409237175847,-0.571152754116979,0.5413590762824153
2020-04-13,-0.5288955001859427,-0.5566381554481219,-0.5371513573819263,-0.5395686128672368,0.46336928226106355,-0.5566009669021941,0.5366307177389364
2020-04-14,-0.5221499209587883,-0.5463034447262969,-0.5300908054850926,-0.5313775228851881,0.46237270688577625,-0.5464137347891622,0.5376272931142239
2020-04-15,-0.516501168224299,-0.5426766939252337,-0.5235835280373832,-0.5264310747663551,0.4744450934579439,-0.5414719626168225,0.525554906542056
2020-04-16,-0.5189766863082386,-0.5428759653039564,-0.5271749075870147,-0.5283826812575486,0.47421586209420635,-0.5425099732825825,0.5257841379057937
2020-04-17,-0.516487116028534,-0.537596447808997,-0.5236934051535885,-0.5246760809433688,0.47525112825738824,-0.5370869122142962,0.5247488717426118
2020-04-20,-0.5145399305555556,-0.5303819444444444,-0.5207971643518519,-0.5206524884259259,0.48025173611111116,-0.5305266203703703,0.5197482638888888
2020-04-21,-0.5153403122396494,-0.5324012025935452,-0.5218241750280727,-0.5213895026623683,0.4820154308689825,-0.5313145216792843,0.5179845691310175
2020-04-22,-0.5137256320300915,-0.5323881514702159,-0.519801801150132,-0.5204889869434699,0.4828022713298853,-0.5303627617635357,0.5171977286701146
2020-04-23,-0.5120308335134357,-0.5285282040198833,-0.517181759239248,-0.5179381888912903,0.48670845039982713,-0.5263669764426195,0.5132915496001729
2020-04-24,-0.5104245164531526,-0.5247784117414864,-0.514874223992536,-0.515520149280511,0.4877094771593642,-0.5228765206157822,0.5122905228406359
2020-04-27,-0.5093590064779355,-0.5220285601803799,-0.5133316631473461,-0.5139042983429368,0.4899251995275759,-0.5203822339930567,0.5100748004724239
2020-04-28,-0.5090785617270712,-0.5202301808563872,-0.5127242833655014,-0.5132246765315605,0.4920294517120594,-0.5189791979412395,0.5079705482879404
2020-04-29,-0.5084419061217206,-0.5190790647867214,-0.5117258611458146,-0.5123683740853114,0.49184365518472245,-0.5179368195609495,0.5081563448152775
2020-04-30,-0.507717534666524,-0.5175917014223077,-0.5110683349374399,-0.5116030371083307,0.49374398460057745,-0.5167005311374897,0.5062560153994226
2020-05-01,-0.5073712698525745,-0.5163449896731002,-0.5105049497899009,-0.511039099779218,0.4938750801224984,-0.5157396196852075,0.5061249198775016
2020-05-04,-0.5076446060087673,-0.5169820734880074,-0.5111728857051213,-0.5117074735379024,0.49477885883317296,-0.5164118464663744,0.505221141166827
2020-05-05,-0.5068478531535698,-0.5152431432535307,-0.5099783003094874,-0.5105118992565189,0.49525096937142055,-0.5147451175696347,0.5047490306285796
2020-05-06,-0.5063403544915286,-0.5137640748765674,-0.5090398891769972,-0.509572692075445,0.4960039782616418,-0.5133378325578093,0.5039960217383583
2020-10-05,-0.5059625212947189,-0.5130252697331062,-0.508517887563884,-0.5090147643384441,0.4960959681998864,-0.512599375354912,0.5039040318001136
2020-10-06,-0.41923781108021974,-0.49382925340747275,-0.4524649081169052,-0.48084356140231915,0.5835424154065234,-0.5441784769783685,0.41645758459347665
2020-10-07,-0.4198752711496746,-0.4937296637744034,-0.452447125813449,-0.4803755422993492,0.5821244577006508,-0.5429094360086767,0.4178755422993492
2020-10-08,-0.4212631793063701,-0.49340610909584026,-0.4531647286164695,-0.4805912465674475,0.5818218801912058,-0.5417161067227175,0.4181781198087941
2020-10-09,-0.42275347575449307,-0.49308240081383525,-0.453950491692099,-0.4807731434384537,0.5811122414377755,-0.5404543913190912,0.4188877585622245
