Date,IWF,IWM,MTUM,NHI,SPY,VLUE,VXX
2018-09-24,-0.2182527693856999,-0.6025176233635449,-0.0,1.0,-0.3824773413897281,-0.31440080563947637,0.0
2018-09-25,-0.2158062395712191,-0.6070940992061485,-0.0,1.0,-0.386029225868433,-0.319234464276685,0.0
2018-09-26,-0.21802171107568513,-0.6095295933601559,-0.0,1.0,-0.38654824261747517,-0.3163541587590779,0.0
2018-09-27,-0.21792502974005923,-0.6100382191399428,-0.0,1.0,-0.38662076995115036,-0.3164848515528108,0.0
2018-09-28,-0.2219740048740861,-0.6097684809098294,-0.0,1.0,-0.388657595450853,-0.31818643379366374,0.0
2018-10-01,-0.222244934460996,-0.618468456958888,-0.0,1.0,-0.3917264992206863,-0.32266142013950994,0.0
2018-10-02,-0.22069408740359894,-0.6404370179948585,-0.0,1.0,-0.38953727506426733,-0.32005141388174807,0.0
2018-10-03,-0.22168730530597536,-0.644852354349561,-0.0,1.0,-0.38920783667584896,-0.3187189454985454,0.0
2018-10-04,-0.2270406847831692,-0.6390965812406538,-0.0,1.0,-0.3965606146547724,-0.3155262208013201,0.0
2018-10-05,-0.21599014727767232,-0.6339611022733105,-0.0,1.0,-0.39813721968491816,-0.31769897880638376,0.0
2018-10-08,-0.21336714827338868,-0.6310328927144174,-0.0,1.0,-0.40055333538272364,-0.31678450660928376,0.0
2018-10-09,-0.2064374919531351,-0.6344277069653663,-0.0,1.0,-0.4075189906012618,-0.32663834170207284,0.0
2018-10-10,-0.2092136452643512,-0.6338761207873853,-0.0,1.0,-0.40964134803668967,-0.3237658456147583,0.0
2018-10-11,-0.15657134279066276,-0.627286146763742,-0.0,1.0,-0.3909029497860842,-0.32715354399659735,0.0
2018-10-12,-0.1518392642942823,-0.6304228308676529,-0.0,1.0,-0.39109356257497,-0.32564474210315875,0.0
2018-10-15,-0.1248343625771933,-0.6596244718353876,-0.0,1.0,-0.3877290796809761,-0.3279745980948571,0.0
2018-10-16,-0.11904105814273905,-0.6714847566321802,-0.0,1.0,-0.3872090984243093,-0.32736290989253236,0.0
2018-10-17,-0.10898704125037095,-0.6524878820852706,-0.0,1.0,-0.3829013750123652,-0.32869225442674843,0.0
2018-10-18,-0.10872629262382237,-0.6522093914591627,-0.0,1.0,-0.38317549022032094,-0.32865161593432407,0.0
2018-10-19,-0.09534792423201492,-0.6446412798115616,-0.0,1.0,-0.385611934439101,-0.3280253214250663,0.0
2018-10-22,-0.09538295471272264,-0.6388057504538541,-0.0,1.0,-0.38840096167999605,-0.33067562926254845,0.0
2018-10-23,-0.0956679585929451,-0.6387676004513565,-0.0,1.0,-0.38809301869204726,-0.3304960015699357,0.0
2018-10-24,-0.09413610511865071,-0.6354187095508923,-0.0,1.0,-0.3891939595999216,-0.3327368111394391,0.0
2018-10-25,-0.06340002396070445,-0.605630765544507,-0.0,1.0,-0.41298670180903324,-0.3140529531568228,0.0
2018-10-26,-0.05238050030853942,-0.5965491052356767,-0.0,1.0,-0.4162434138700337,-0.30820714862106613,0.0
2018-10-29,-0.05137279118373551,-0.5979241877256317,-0.0,1.0,-0.41844005320159605,-0.30733422002660077,0.0
2018-10-30,-0.03582480361818614,-0.6005712925493931,-0.0,1.0,-0.421471078314687,-0.32251844798857415,0.0
2018-10-31,-0.037501775652256264,-0.5912922013352905,-0.0,1.0,-0.4193380368388655,-0.31940432785643263,0.0
2018-11-01,-0.015451805084142317,-0.6126605112624908,-0.0,1.0,-0.42225439699983386,-0.32320619021623037,0.0
2018-11-02,-0.018649229243879985,-0.5961143504638702,-0.0,1.0,-0.42612308491300965,-0.3197516583650055,0.0
2018-11-05,-0.021778240696903702,-0.5903086828898779,-0.0,1.0,-0.42739797367673515,-0.32771517848688575,0.0
2018-11-06,-0.018261695559249586,-0.5887912609831394,-0.0,1.0,-0.43286630254096414,-0.33483733080028494,0.0
2018-11-07,-0.018461319140847747,-0.589003991636571,-0.0,1.0,-0.43337768485078887,-0.335131153773047,0.0
2018-11-08,-0.0022858489454459763,-0.589301284317191,-0.0,1.0,-0.42738305643926,-0.3375751148815836,0.0
2018-11-09,-0.0012975982635775964,-0.5901712829707921,-0.0,1.0,-0.42969376680979565,-0.3381069220969188,0.0
