Date,IWF,IWM,MTUM,NTGR,SPY,VLUE,VXX
2018-10-16,-0.6006942671907702,-1.4807800296084537,-0.0,1.0,-1.0606462810761141,-0.9627341875542397,0.0
2018-10-17,-0.5643217839108045,-1.4156792160391982,-0.0,1.0,-1.048747562621869,-0.9710514474276287,0.0
2018-10-18,-0.5635872825434913,-1.4144171165766848,-0.0,1.0,-1.0498900219956009,-0.9711057788442311,0.0
2018-10-19,-0.5384958162103283,-1.3966925781056592,-0.0,1.0,-1.0497598653265334,-0.9663316334109026,0.0
2018-10-22,-0.5396196513470681,-1.3973355784469097,-0.0,1.0,-1.0492769413629162,-0.9661747226624406,0.0
2018-10-23,-0.559482801657431,-1.411362388298138,-0.0,1.0,-1.0498227746992164,-0.9715441066347162,0.0
2018-10-24,-0.5567694303102864,-1.405617080714357,-0.0,1.0,-1.0512321660181583,-0.9748079417340118,0.0
2018-10-25,-0.49576189558851863,-1.3306684646503564,-0.0,1.0,-1.0664130225390098,-0.9231843575418994,0.0
2018-10-26,-0.46988409652289564,-1.3064316929507884,-0.0,1.0,-1.0676895306859204,-0.9061846855405662,0.0
2018-10-29,-0.45443798174681993,-1.30950016550811,-0.0,1.0,-1.0601503759398496,-0.9047146167305055,0.0
2018-10-30,-0.4587138598400606,-1.3102730326976766,-0.0,1.0,-1.0608053754791085,-0.9021435669332324,0.0
2018-10-31,-0.4633780361999437,-1.2794241770608645,-0.0,1.0,-1.0543936978336304,-0.8919628622338929,0.0
2018-11-01,-0.4650279119951212,-1.2787446638832856,-0.0,1.0,-1.0549326828352958,-0.8923863583055778,0.0
2018-11-02,-0.4749556944314896,-1.231694804589124,-0.0,1.0,-1.0713552840220129,-0.8857382706837049,0.0
2018-11-05,-0.46672590375531964,-1.2632932703549549,-0.0,1.0,-1.0779591264088295,-0.868680727680868,0.0
2018-11-06,-0.5027981058975463,-1.3203711675515377,-0.0,1.0,-1.0919787630937006,-0.8679867986798679,0.0
2018-11-07,-0.5020550563945708,-1.3197285413878799,-0.0,1.0,-1.0904224813611163,-0.867042630472185,0.0
2018-11-08,-0.4836492890995261,-1.3141232227488153,-0.0,1.0,-1.078483412322275,-0.8631279620853081,0.0
2018-11-09,-0.4836279202009193,-1.3136994740084347,-0.0,1.0,-1.0784248685021087,-0.8629104866606644,0.0
2018-11-12,-0.4819475867269985,-1.292797888386124,-0.0,1.0,-1.0821549773755657,-0.8565233785822022,0.0
2018-11-13,-0.44946597640035446,-1.2863206007182502,-0.0,1.0,-1.0822256424607062,-0.8459959889930507,0.0
2018-11-14,-0.45495432185523543,-1.2899508081517919,-0.0,1.0,-1.0895760131178263,-0.8504567814476458,0.0
2018-11-15,-0.45346933046366916,-1.2897581060216161,-0.0,1.0,-1.0900669068450848,-0.845506012258457,0.0
2018-11-16,-0.44885303991048114,-1.2768090264826557,-0.0,1.0,-1.08662812383439,-0.8501491980604252,0.0
2018-11-19,-0.44847524013802104,-1.2771146134477291,-0.0,1.0,-1.0869626037489508,-0.8502751095775436,0.0
2018-11-20,-0.40879426058782686,-1.266928951631567,-0.0,1.0,-1.0882666049525573,-0.864568386947466,0.0
2018-11-21,-0.4173693858845096,-1.257974335472044,-0.0,1.0,-1.084372135655362,-0.8231897341888176,0.0
2018-11-23,-0.4185961380067722,-1.2453555413196669,-0.0,1.0,-1.0881760776059302,-0.8236478447881393,0.0
2018-11-26,-0.4175356750823271,-1.250365898280278,-0.0,1.0,-1.0852542993047931,-0.8205726308086352,0.0
2018-11-27,-0.40814006366530237,-1.2500227376080035,-0.0,1.0,-1.0773988176443836,-0.8119599818099135,0.0
2018-11-28,-0.407107430495518,-1.25726896300678,-0.0,1.0,-1.0748509805705966,-0.8109842107658006,0.0
2018-11-29,-0.36558415307909986,-1.2386920001796704,-0.0,1.0,-1.0697569959125006,-0.8177244755872973,0.0
2018-11-30,-0.3651470918481922,-1.2389849539636202,-0.0,1.0,-1.0701549517179432,-0.8170222322030092,0.0
2018-12-03,-0.3662605098691606,-1.2399622319140329,-0.0,1.0,-1.0715795153095633,-0.8183984533069556,0.0
2018-12-04,-0.350197877316064,-1.2549919050188882,-0.0,1.0,-1.0711009174311925,-0.8209210289620436,0.0
2018-12-06,-0.34343345371267503,-1.2117501981855014,-0.0,1.0,-1.057297630582225,-0.7916409759534924,0.0
2018-12-07,-0.3625476802980573,-1.2187971258759869,-0.0,1.0,-1.0674177237647478,-0.7866583872970815,0.0
2018-12-10,-0.30873286911784276,-1.2536479354237815,-0.0,1.0,-1.0985496961901804,-0.7742493458109726,0.0
2018-12-11,-0.30392722431772795,-1.2559573996006212,-0.0,1.0,-1.0974927889948969,-0.7801641890392722,0.0
2018-12-12,-0.3064559097771068,-1.2559719385489743,-0.0,1.0,-1.0990586981617974,-0.7786164639019625,0.0
2018-12-13,-0.3051442799341959,-1.2501000400160065,-0.0,1.0,-1.1131563736605754,-0.777822240007114,0.0
2018-12-14,-0.30637919537675035,-1.2483218492998445,-0.0,1.0,-1.112913980884641,-0.7778172927317181,0.0
2018-12-17,-0.28423475258918296,-1.2483845268655394,-0.0,1.0,-1.0970169071434894,-0.7963176064441887,0.0
2018-12-18,-0.2683729914830099,-1.234041619106155,-0.0,1.0,-1.091579594345421,-0.7962068662744753,0.0
2018-12-19,-0.2727352566635929,-1.2330391252799369,-0.0,1.0,-1.089755412110833,-0.7956790936635489,0.0
2018-12-20,-0.2679933374243885,-1.2135969141755063,-0.0,1.0,-1.1089681774349083,-0.7927588322959586,0.0
2018-12-21,-0.26123926219857846,-1.216805476823791,-0.0,1.0,-1.1153795840055816,-0.7671477783107312,0.0
2018-12-24,-0.2413151633138655,-1.1953277092796886,-0.0,1.0,-1.108976854856154,-0.7806186459009301,0.0
2018-12-26,-0.24126712328767122,-1.2047517123287672,-0.0,1.0,-1.0763698630136986,-0.7584332191780822,0.0
2018-12-27,-0.1854176924339406,-1.1568603315279828,-0.0,1.0,-0.9932709666830789,-0.7675201050385689,0.0
2018-12-28,-0.18947411769550715,-1.1561174484207057,-0.0,1.0,-0.9981056706337768,-0.7743689000535354,0.0
2018-12-31,-0.18409090909090908,-1.1690909090909092,-0.0,1.0,-1.0020661157024793,-0.7769834710743801,0.0
2019-01-02,-0.17943107221006563,-1.1691094504768589,-0.0,1.0,-1.0002890054085298,-0.7798191651872342,0.0
2019-01-03,-0.17050633960387834,-1.1760586724123645,-0.0,1.0,-0.9983425872213474,-0.7986243473937183,0.0
2019-01-04,-0.10501658374792702,-1.2123548922056386,-0.0,1.0,-0.9951492537313432,-0.8333747927031508,0.0
2019-01-07,-0.07968159850546236,-1.1779230800471105,-0.0,1.0,-0.9936238476221418,-0.8100150266011452,0.0
2019-01-08,-0.08187418936446174,-1.1686527237354085,-0.0,1.0,-0.99594682230869,-0.8067444876783398,0.0
2019-01-09,-0.07874079469126812,-1.1561058509346929,-0.0,1.0,-0.9965606538803917,-0.8148822529740228,0.0
2019-01-10,-0.07958267621011766,-1.1539083666949734,-0.0,1.0,-0.9968458085648428,-0.8134578834566702,0.0
2019-01-11,-0.0806673685915607,-1.1441240787235767,-0.0,1.0,-1.0009314003401637,-0.8238438487081883,0.0
2019-01-14,-0.07998375964271214,-1.1426309378806334,-0.0,1.0,-1.0006090133982948,-0.8368656110434429,0.0
2019-01-15,-0.07833970241483047,-1.1386291568420197,-0.0,1.0,-1.0008943816570453,-0.8475079274737783,0.0
2019-01-16,-0.06650966379730387,-1.1436170212765957,-0.0,1.0,-0.9931784960207894,-0.8571138541497483,0.0
2019-01-17,-0.06524207282458844,-1.143297380585516,-0.0,1.0,-0.9923769361771146,-0.8539453410104615,0.0
2019-01-18,-0.06889795918367347,-1.129061224489796,-0.0,1.0,-0.9951836734693879,-0.8884897959183674,0.0
2019-01-22,-0.0,-1.220888405554626,-0.0,1.0,-1.1263175506106744,-0.8354943951815292,0.0
2019-01-23,-0.0,-1.1908076826302105,-0.0,1.0,-1.14123962090078,-0.8614862031367945,0.0
2019-01-24,-0.0,-1.1641858879672764,-0.0,1.0,-0.8794833920387836,-0.7437791160095444,0.0
2019-01-25,-0.0,-1.157135676448981,-0.0,1.0,-0.9469899083632988,-0.7624018868654061,0.0
2019-01-28,-0.0,-1.158987147515826,-0.0,1.0,-0.9236907730673317,-0.7538845194705545,0.0
2019-01-29,-0.0,-1.1429945002115303,-0.0,1.0,-0.9293488711972615,-0.7736625514403291,0.0
2019-01-30,-0.0,-1.1440775802355116,-0.0,1.0,-0.9302701454629417,-0.7738782421303779,0.0
2019-01-31,-0.0,-1.1550462249614792,-0.0,1.0,-0.8881741140215716,-0.8088983050847458,0.0
2019-02-01,-0.0,-1.1565916026111474,-0.0,1.0,-0.8997257522499903,-0.8063270114720537,0.0
2019-02-04,-0.0,-1.1648037130148907,-0.0,1.0,-0.9092245213691743,-0.7936956101334365,0.0
2019-02-05,-0.0,-1.1515198391213552,-0.0,1.0,-0.9043236135818703,-0.8114316652486658,0.0
2019-02-06,-0.0,-1.1603642537428616,-0.0,1.0,-0.900563358542985,-0.7976925451458559,0.0
2019-02-07,-0.0,-1.1710694751541952,-0.0,1.0,-0.9278094573102137,-0.7802086970014352,0.0
2019-02-08,-0.0,-1.166692564680289,-0.0,1.0,-0.9436718203713775,-0.7743376583016084,0.0
2019-02-11,-0.0,-1.171618451915559,-0.0,1.0,-0.9732994526974198,-0.7644253322908521,0.0
2019-02-12,-0.0,-1.1669736274932405,-0.0,1.0,-0.9833457423880247,-0.768290293506799,0.0
2019-02-13,-0.0,-1.2539029675821503,-0.0,1.0,-1.2133032594754765,-0.9554199283534562,0.0
2019-02-14,-0.0,-1.238776605258451,-0.0,1.0,-1.2332319799678053,-0.9994634233589698,0.0
2019-02-15,-0.0,-1.2461641690896892,-0.0,1.0,-1.2301945873406397,-0.9969134421829569,0.0
2019-02-19,-0.0,-1.2234294656829867,-0.0,1.0,-1.2520903196959536,-0.9957075788061704,0.0
2019-02-20,-0.0,-1.2313376024360754,-0.0,1.0,-1.2572209036765034,-0.989521293269446,0.0
2019-02-21,-0.0,-1.2285752664099578,-0.0,1.0,-1.2583504970000896,-0.9905077460374316,0.0
2019-02-22,-0.0,-1.2332512866413066,-0.0,1.0,-1.25128664130678,-0.9907361825911837,0.0
2019-02-25,-0.0,-1.2396261344651647,-0.0,1.0,-1.273174696347135,-1.0025285591728,0.0
2019-02-26,-0.0,-1.2424981923355025,-0.0,1.0,-1.2783351409978307,-0.9983279103398409,0.0
2019-02-27,-0.0,-1.2375875310594082,-0.0,1.0,-1.279331375649424,-1.0008583690987125,0.0
2019-02-28,-0.0,-1.2362436135099697,-0.0,1.0,-1.2788804991635392,-1.0062395442419858,0.0
2019-03-01,-0.0,-1.2454376669836527,-0.0,1.0,-1.291219490105511,-0.991713082461622,0.0
2019-03-04,-0.0,-1.2458237131603964,-0.0,1.0,-1.2848476617320839,-0.9964688306396849,0.0
2019-03-05,-0.0,-1.2278290940528735,-0.0,1.0,-1.3209719251945216,-1.0014105655913,0.0
2019-03-06,-0.0,-1.2278913112739522,-0.0,1.0,-1.3208320058258616,-1.0027308725137682,0.0
2019-03-07,-0.0,-1.2119063849125198,-0.0,1.0,-1.331379231992729,-1.001136105430584,0.0
2019-03-08,-0.0,-1.2049912514964545,-0.0,1.0,-1.3855787825766646,-1.0139055161617092,0.0
2019-03-11,-0.0,-1.2019468119789485,-0.0,1.0,-1.3883377579060128,-1.0671603558287923,0.0
2019-03-12,-0.0,-1.1581160241874529,-0.0,1.0,-1.4260204081632653,-1.1399754346182918,0.0
2019-03-13,-0.0,-1.180276322058123,-0.0,1.0,-1.4363030014292522,-1.147546450690805,0.0
2019-03-14,-0.0,-1.185922468806553,-0.0,1.0,-1.4302790741975426,-1.1461567768358891,0.0
2019-03-15,-0.0,-1.180413357573438,-0.0,1.0,-1.4375657831786433,-1.166252033298249,0.0
2019-03-18,-0.0,-1.2023087743124605,-0.0,1.0,-1.4537517582577484,-1.194305670078091,0.0
2019-03-19,-0.0,-1.201275932599591,-0.0,1.0,-1.4629395149508133,-1.2058050063309633,0.0
2019-03-20,-0.0,-1.2225107800862405,-0.0,1.0,-1.4644257154057232,-1.2130537044296354,0.0
2019-03-21,-0.0,-1.2246866431649042,-0.0,1.0,-1.4917254210732471,-1.1797884841363102,0.0
2019-03-22,-0.0,-1.2159601243646054,-0.0,1.0,-1.5469081577259043,-1.1722844593594235,0.0
2019-03-25,-0.0,-1.1167080352362875,-0.0,1.0,-1.5812040687204945,-1.1689784396748917,0.0
2019-03-26,-0.0,-1.115316555249705,-0.0,1.0,-1.59226307510814,-1.207874557609123,0.0
2019-03-27,-0.0,-1.0857577392925477,-0.0,1.0,-1.6108031202472648,-1.2095373595643428,0.0
2019-03-28,-0.0,-1.0752277402292096,-0.0,1.0,-1.5943285336467823,-1.2280830639631697,0.0
2019-03-29,-0.0,-1.067153213166144,-0.0,1.0,-1.5947786050156738,-1.2361873040752351,0.0
2019-04-01,-0.0,-1.0759729438290362,-0.0,1.0,-1.5942554651504754,-1.2312518380550925,0.0
2019-04-02,-0.0,-1.0844987775061126,-0.0,1.0,-1.598679706601467,-1.20679706601467,0.0
2019-04-03,-0.0,-1.0842583989437136,-0.0,1.0,-1.6037459044452052,-1.202259279182356,0.0
2019-04-04,-0.0,-1.0820073439412485,-0.0,1.0,-1.60328029375765,-1.2106731946144431,0.0
2019-04-05,-0.0,-1.0780583476342243,-0.0,1.0,-1.6136307918607502,-1.2115224319686198,0.0
2019-04-08,-0.0,-1.0716805487506125,-0.0,1.0,-1.6163645271925529,-1.2115629593336599,0.0
2019-04-09,-0.0,-1.055533674675069,-0.0,1.0,-1.6739365892083498,-1.1937278456085072,0.0
2019-04-10,-0.0,-1.015768404608475,-0.0,1.0,-1.6667154852567858,-1.1993751220464755,0.0
2019-04-11,-0.0,-0.9536186627479795,-0.0,1.0,-1.6280308596620132,-1.0106080088170462,0.0
2019-04-12,-0.0,-0.9563543003851092,-0.0,1.0,-1.6205758298184485,-1.0077021822849808,0.0
2019-04-15,-0.0,-0.9608713560020137,-0.0,1.0,-1.6017115921468126,-1.0139124067548395,0.0
2019-04-16,-0.0,-0.9568062228323038,-0.0,1.0,-1.6042553191489362,-1.0145046900022878,0.0
2019-04-17,-0.0,-0.96110551844056,-0.0,1.0,-1.5947652603642353,-1.0199505811293126,0.0
2019-04-18,-0.0,-0.9610579783096143,-0.0,1.0,-1.5850455315059717,-1.0299272411110603,0.0
2019-04-22,-0.0,-0.96547132558887,-0.0,1.0,-1.5892832545112263,-1.0368244639331465,0.0
2019-04-23,-0.0,-0.9430645603141267,-0.0,1.0,-1.58008401059264,-1.042644507350927,0.0
2019-04-24,-0.0,-0.9367359970808247,-0.0,1.0,-1.580277321656632,-1.0441981390257253,0.0
2019-04-25,-0.0,-0.9269716735848196,-0.0,1.0,-1.592528394836473,-1.0419194453313871,0.0
2019-04-26,-0.0,-0.9980910278308048,-0.0,1.0,-1.6848688837536423,-1.340651059981915,0.0
2019-04-29,-0.0,-1.011879593274942,-0.0,1.0,-1.692590355381053,-1.329256015302527,0.0
2019-04-30,-0.0,-1.010419812745394,-0.0,1.0,-1.6929427161985302,-1.3303130977549582,0.0
2019-05-01,-0.0,-0.9938736567239128,-0.0,1.0,-1.7131164005222457,-1.3145525760771317,0.0
2019-05-02,-0.0,-0.9845159350571258,-0.0,1.0,-1.7097113650030067,-1.316796953297254,0.0
2019-05-03,-0.0,-0.9840172353324315,-0.0,1.0,-1.710055614008718,-1.316198206322962,0.0
2019-05-06,-0.0,-0.934120945134161,-0.0,1.0,-1.7303764517420908,-1.341509811774129,0.0
2019-05-07,-0.0,-0.9434170300205482,-0.0,1.0,-1.7284618854307623,-1.3398486443141382,0.0
2019-05-08,-0.0,-0.9454870420017873,-0.0,1.0,-1.693277728130275,-1.3259855029292027,0.0
2019-05-09,-0.0,-0.9476920025782141,-0.0,1.0,-1.6940354008627099,-1.3164261986216472,0.0
2019-05-10,-0.0,-0.9477448837671368,-0.0,1.0,-1.6960063580369562,-1.3235148023047885,0.0
2019-05-13,-0.0,-0.9462680637632219,-0.0,1.0,-1.692655311118836,-1.3271093012861894,0.0
2019-05-14,-0.0,-0.8771938401368858,-0.0,1.0,-1.6977267171840627,-1.3138596920068442,0.0
2019-05-15,-0.0,-0.8831798589341693,-0.0,1.0,-1.7231583072100314,-1.2917809561128528,0.0
2019-05-16,-0.0,-0.8881972355651407,-0.0,1.0,-1.719243211449858,-1.294039800019606,0.0
2019-05-17,-0.0,-0.8766450599096446,-0.0,1.0,-1.719799646434885,-1.3141327833431546,0.0
2019-05-20,-0.0,-0.8597222903684805,-0.0,1.0,-1.7285216623325648,-1.3183357048231195,0.0
2019-05-21,-0.0,-0.8533085174119607,-0.0,1.0,-1.7288534064749965,-1.3157172944115199,0.0
2019-05-22,-0.0,-0.8362834027948026,-0.0,1.0,-1.751703848982594,-1.3151752880607994,0.0
2019-05-23,-0.0,-0.8391091532060695,-0.008223201174743025,1.0,-1.7602055800293683,-1.287224669603524,0.0
2019-05-24,-0.0,-0.8304472952538902,-0.006389932198429345,1.0,-1.7619628310814106,-1.279059558070338,0.0
2019-05-28,-0.0,-0.8250072893381282,-0.013558168918262222,1.0,-1.753037224220041,-1.2680532607639228,0.0
2019-05-29,-0.0,-0.832460986720946,-0.014926819811960841,1.0,-1.7561791218377436,-1.242851604148493,0.0
2019-05-30,-0.0,-0.8321861366941347,-0.011682016480853125,1.0,-1.7597188560349006,-1.2437712069801259,0.0
2019-05-31,-0.0,-0.8330990353386011,-0.012409714479616075,1.0,-1.7592224538271366,-1.2428619904018614,0.0
2019-06-03,-0.0,-0.835098190219484,-0.05010589141316905,1.0,-1.7491336157104351,-1.1788602233346168,0.0
2019-06-04,-0.0,-0.8282784517619873,-0.05724051607933757,1.0,-1.764153668399769,-1.1645002888503755,0.0
2019-06-05,-0.0,-0.8077489198043778,-0.092635677318266,1.0,-1.7650159061772945,-1.0827596030577846,0.0
2019-06-06,-0.0,-0.8170384432842904,-0.07916468913146654,1.0,-1.75562411010916,-1.0942572377788324,0.0
2019-06-07,-0.0,-0.8407008214234841,-0.08024310336641184,1.0,-1.7368121171834197,-1.0904040643844073,0.0
2019-06-10,-0.0,-0.8384370697431515,-0.07273417841712956,1.0,-1.7455253287755779,-1.090917723021412,0.0
2019-06-11,-0.0,-0.83836987607245,-0.10376549094375596,1.0,-1.737940896091516,-1.086367969494757,0.0
2019-06-12,-0.0,-0.8393078463151874,-0.1042997425874726,1.0,-1.7365811802841074,-1.0866622175612546,0.0
2019-06-13,-0.0,-0.8579065438403896,-0.12142618490764165,1.0,-1.7163858527039282,-1.077371008543745,0.0
2019-06-14,-0.0,-0.840852727966425,-0.1496089278901183,1.0,-1.7262018313620755,-1.052508584509729,0.0
2019-06-17,-0.0,-0.842338690447804,-0.1493633458915542,1.0,-1.7211121178883113,-1.0561304783251466,0.0
2019-06-18,-0.0,-0.8446241674595624,-0.1418648905803996,1.0,-1.7231684110371075,-1.0477164605137965,0.0
2019-06-19,-0.0,-0.8242332162187826,-0.1696894881777609,1.0,-1.722770866964201,-1.0312410977115183,0.0
2019-06-20,-0.0,-0.8284398388025331,-0.19343696027633853,1.0,-1.7329207445787758,-1.0427940894262138,0.0
2019-06-21,-0.0,-0.831901722731417,-0.1955468112673353,1.0,-1.7272421901242863,-1.0440040309035943,0.0
2019-06-24,-0.0,-0.8424819848140446,-0.20873434250616624,1.0,-1.7276200609372732,-1.057455143396044,0.0
2019-06-25,-0.0,-0.8608762861697503,-0.20525578474469833,1.0,-1.7143616250422684,-1.0501908120380659,0.0
2019-06-26,-0.0,-0.8445026178010471,-0.17682056163731558,1.0,-1.652022846263684,-1.086292241789624,0.0
2019-06-27,-0.0,-0.8354418293789087,-0.17458347257363824,1.0,-1.6529335943094476,-1.1109944144746264,0.0
2019-06-28,-0.0,-0.8390085486412914,-0.1732651989111228,1.0,-1.651941353455275,-1.1115143989684322,0.0
2019-07-01,-0.0,-0.8225752428345854,-0.18364515048566915,1.0,-1.692473324082492,-1.0862242212546054,0.0
2019-07-02,-0.0,-0.8233379600823242,-0.18274063083329345,1.0,-1.696596946345666,-1.0836165222801895,0.0
2019-07-03,-0.0,-0.8319283456269758,-0.17559153175591533,1.0,-1.6936967142446595,-1.0884663281923557,0.0
2019-07-05,-0.0,-0.8476713637449248,-0.1682827800334368,1.0,-1.679388583711488,-1.081347026510628,0.0
2019-07-08,-0.0,-0.8500931543495915,-0.16524148473701813,1.0,-1.678354750871829,-1.0834567429417667,0.0
2019-07-09,-0.0,-0.8345533115795044,-0.1395184760560896,1.0,-1.4764970455948496,-0.9590351882882088,0.0
2019-07-10,-0.0,-0.8422375033060037,-0.14184959887155074,1.0,-1.4690998853918718,-0.9548179493961033,0.0
2019-07-11,-0.0,-0.8420472579791924,-0.14230294480691236,1.0,-1.4697143360959266,-0.9543731264327278,0.0
2019-07-12,-0.0,-0.8361281826163302,-0.14920983318700615,1.0,-1.4789288849868305,-0.9255487269534679,0.0
2019-07-15,-0.0,-0.8737885365960619,-0.17278428276981098,1.0,-1.4426171994912949,-0.8961978687014867,0.0
2019-07-16,-0.0,-0.8628357167771189,-0.1379926752703174,1.0,-1.4346006278339727,-0.9244855249389606,0.0
2019-07-17,-0.0,-0.8815703380588876,-0.12959651035986913,1.0,-1.4321919302071973,-0.9186913849509268,0.0
2019-07-18,-0.0,-0.884685704335713,-0.1452637994079749,1.0,-1.418074177259272,-0.9050583318822915,0.0
2019-07-19,-0.0,-0.8882399093365878,-0.1459768110888327,1.0,-1.4241129805596722,-0.9004445994246361,0.0
2019-07-22,-0.0,-0.8939947780678852,-0.1429503916449086,1.0,-1.4146649260226283,-0.9000435161009575,0.0
2019-07-23,-0.0,-0.8939947780678852,-0.14338555265448216,1.0,-1.4140557006092254,-0.9001740644038293,0.0
2019-07-24,-0.0,-0.8938630041724618,-0.15059979137691237,1.0,-1.4092489568845616,-0.8926025730180807,0.0
2019-07-25,-0.0,-0.915125940749119,-0.13481533040414148,1.0,-1.4006177404620004,-0.8996824291991126,0.0
2019-07-26,-0.0,-0.8199085473091805,-0.2766695140947691,1.0,-1.7559419124667102,-1.1723028993517914,0.0
2019-07-29,-0.0,-0.8102112676056338,-0.2765593561368209,1.0,-1.7606639839034204,-1.1827464788732394,0.0
2019-07-30,-0.0,-0.8166255475555108,-0.2804491213936861,1.0,-1.7563063289864558,-1.181561854891496,0.0
2019-07-31,-0.0,-0.8377765458851988,-0.27954442372625105,1.0,-1.7473164340069545,-1.1749735423071108,0.0
2019-08-01,-0.0,-0.8657309588489787,-0.27613441996176674,1.0,-1.7337760338062178,-1.1549954723815272,0.0
2019-08-02,-0.0,-0.8593506166624717,-0.27284168134910647,1.0,-1.73551472438963,-1.166272338283413,0.0
2019-08-05,-0.0,-0.8525928539031397,-0.263165851937711,1.0,-1.756186060575518,-1.1676661795091468,0.0
2019-08-06,-0.0,-0.8470367072326112,-0.24943108736519246,1.0,-1.689868408034036,-1.1607301869991096,0.0
2019-08-07,-0.0,-0.853431275882469,-0.22604022875172552,1.0,-1.6814237822914613,-1.1690987970814435,0.0
2019-08-08,-0.0,-0.8510858835143139,-0.22744323790720633,1.0,-1.6857847976307996,-1.1715695952615992,0.0
2019-08-09,-0.0,-0.8313823041654472,-0.20446785679445906,1.0,-1.6539849770754074,-1.1876890059506389,0.0
2019-08-12,-0.0,-0.8234835566382461,-0.22124238733252133,1.0,-1.6623142509135203,-1.165018270401949,0.0
2019-08-13,-0.0,-0.8114997324512331,-0.21423359439606948,1.0,-1.6709150167826046,-1.1679233351169918,0.0
2019-08-14,-0.0,-0.8191587201703857,-0.20886780579892542,1.0,-1.6539522726172613,-1.1584781451183503,0.0
2019-08-15,-0.0,-0.8443953149254434,-0.23764052871724917,1.0,-1.588691848158427,-1.0331624253257443,0.0
2019-08-16,-0.0,-0.8352526439482961,-0.24277320799059932,1.0,-1.5881551116333725,-1.034171562867215,0.0
2019-08-19,-0.0,-0.8087216919333707,-0.2529009919520869,1.0,-1.5989144675276064,-1.0185289163391353,0.0
2019-08-20,-0.0,-0.8076098106873075,-0.2579502005035904,1.0,-1.5902266156859088,-1.0071341975193508,0.0
2019-08-21,-0.0,-0.8093885344385974,-0.24202486843943558,1.0,-1.5965165556745682,-1.0090811717040005,0.0
2019-08-22,-0.0,-0.8112259145490087,-0.23736386484222283,1.0,-1.5954575072139998,-1.0101926836079307,0.0
2019-08-23,-0.0,-0.815682991488768,-0.23673317520115342,1.0,-1.5949025626715037,-1.0036277382447327,0.0
2019-08-26,-0.0,-0.7944546287809349,-0.23583868010999082,1.0,-1.5830430797433548,-0.9695692025664527,0.0
2019-08-27,-0.0,-0.7892809739576182,-0.22966726165957255,1.0,-1.579202709506156,-0.9787633301295254,0.0
2019-08-28,-0.0,-0.7718351100333989,-0.24486434551859818,1.0,-1.5908862149425813,-0.9675618794894085,0.0
2019-08-29,-0.0,-0.7701244054152946,-0.24606659348701063,1.0,-1.591200146359312,-0.9663373582144164,0.0
2019-08-30,-0.0,-0.7651718643296153,-0.24994309128158432,1.0,-1.5839289779194172,-0.9536080127475529,0.0
2019-09-03,-0.0,-0.7638483965014577,-0.25273323615160354,1.0,-1.5779427842565596,-0.96086916909621,0.0
2019-09-04,-0.0,-0.7620024620434961,-0.2586969406829891,1.0,-1.5783978479916108,-0.960242556877764,0.0
2019-09-05,-0.0,-0.7778939710830226,-0.25279621715013184,1.0,-1.583841047558425,-0.932163317268346,0.0
2019-09-06,-0.0,-0.7738795835219555,-0.25871435038478946,1.0,-1.588365776369398,-0.9059755545495699,0.0
