Date,EPR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.31697963126047557,-0.6072554756967132,-0.0,-0.5110650265617455,-0.40552825203829435,0.0
2018-09-25,1.0,-0.31403188024910017,-0.6140090270239388,-0.0,-0.5162257898645947,-0.4123578815060276,0.0
2018-09-26,1.0,-0.314565658296912,-0.6145056702945125,-0.0,-0.5161824777901562,-0.41131773645270947,0.0
2018-09-27,1.0,-0.314024303073624,-0.6168977841315225,-0.0,-0.5165117941386704,-0.41175125089349535,0.0
2018-09-28,1.0,-0.31589640864215196,-0.6163113464014881,-0.0,-0.5170982973243669,-0.4123336671913006,0.0
2018-10-01,1.0,-0.315898438623228,-0.6240043707047761,-0.0,-0.5194525117175144,-0.4161083474710297,0.0
2018-10-02,1.0,-0.3147475795297372,-0.635258183494698,-0.0,-0.5174331489165515,-0.414073305670816,0.0
2018-10-03,1.0,-0.31410385645574723,-0.6288989372425909,-0.0,-0.5193398807638029,-0.41778750612021537,0.0
2018-10-04,1.0,-0.317685683840682,-0.6236500302393226,-0.0,-0.5239178642398411,-0.4146819111251908,0.0
2018-10-05,1.0,-0.30473924137733305,-0.6162734023337826,-0.0,-0.5273373663235759,-0.4187046646979558,0.0
2018-10-08,1.0,-0.3017105527062262,-0.613220251568723,-0.0,-0.5318758774820206,-0.41844073235723905,0.0
2018-10-09,1.0,-0.29762587452689526,-0.6134591122835187,-0.0,-0.5340635393967198,-0.4221240968000917,0.0
2018-10-10,1.0,-0.2990884595539758,-0.6125379808519177,-0.0,-0.534999713352061,-0.4198819010491314,0.0
2018-10-11,1.0,-0.23714070645961693,-0.6045052831135521,-0.0,-0.5172433020156681,-0.4290334271933982,0.0
2018-10-12,1.0,-0.23620656344014793,-0.5990726173718638,-0.0,-0.5080179956390936,-0.4167977698655847,0.0
2018-10-15,1.0,-0.20843912131581852,-0.6279942598520808,-0.0,-0.5043603046693895,-0.418892813776355,0.0
2018-10-16,1.0,-0.20216766202167663,-0.6407874364078744,-0.0,-0.5037325812873258,-0.41818734793187345,0.0
2018-10-17,1.0,-0.19100111872083825,-0.6190891975224427,-0.0,-0.49892220797293246,-0.41957488608147564,0.0
2018-10-18,1.0,-0.19098425519142084,-0.619423145141485,-0.0,-0.4987584249733948,-0.4195432095396622,0.0
2018-10-19,1.0,-0.17786261608859286,-0.6100777082825657,-0.0,-0.5011507324073322,-0.418514607532559,0.0
2018-10-22,1.0,-0.1778240978858179,-0.6038006550986709,-0.0,-0.5040740640480766,-0.4213475542080615,0.0
2018-10-23,1.0,-0.1759525228984879,-0.6046013766191534,-0.0,-0.506422416129207,-0.422903907647282,0.0
2018-10-24,1.0,-0.17435786396730452,-0.6015914688608006,-0.0,-0.5068341137304788,-0.4237962486805424,0.0
2018-10-25,1.0,-0.14069819760209618,-0.5676097715903978,-0.0,-0.5345261096260223,-0.4038588783315248,0.0
2018-10-26,1.0,-0.1272703446468353,-0.5574891888350151,-0.0,-0.5389332983881536,-0.3971694404403093,0.0
2018-10-29,1.0,-0.12600634620932002,-0.558230404111924,-0.0,-0.5415781606482575,-0.396585634489812,0.0
2018-10-30,1.0,-0.10627434466785976,-0.5625592167596589,-0.0,-0.5462680282134961,-0.41678071375934306,0.0
2018-10-31,1.0,-0.10686341437798667,-0.5585516987869559,-0.0,-0.5450034133277321,-0.41521819041117475,0.0
2018-11-01,1.0,-0.08642072625991909,-0.5770403068999947,-0.0,-0.5464554101634348,-0.417652004834726,0.0
2018-11-02,1.0,-0.0901656476981763,-0.5576631655954434,-0.0,-0.5511835710926477,-0.4137012070857501,0.0
2018-11-05,1.0,-0.09306101073579472,-0.5522388059701493,-0.0,-0.5522388059701493,-0.42094789211835554,0.0
2018-11-06,1.0,-0.0882933115909629,-0.5508271744562215,-0.0,-0.5600589148102364,-0.43094605612687725,0.0
2018-11-07,1.0,-0.08768563543172558,-0.5511105270074911,-0.0,-0.5589433565514522,-0.4307267709291628,0.0
2018-11-08,1.0,-0.07316309762904613,-0.5500143457054174,-0.0,-0.5530660684942226,-0.432066564073137,0.0
2018-11-09,1.0,-0.07299898286519052,-0.5498787262342539,-0.0,-0.5532691755991967,-0.43189108833424616,0.0
2018-11-12,1.0,-0.07282184655396619,-0.5342782834850455,-0.0,-0.5629388816644993,-0.43074122236671,0.0
2018-11-13,1.0,-0.05058686959886495,-0.5317941442022442,-0.0,-0.5685799045530763,-0.4286598735973172,0.0
2018-11-14,1.0,-0.04943250859639598,-0.5346829028671889,-0.0,-0.5703353240776649,-0.4309056594017426,0.0
2018-11-15,1.0,-0.048718147316241966,-0.5355639893630755,-0.0,-0.5732321276430951,-0.4242635478790695,0.0
2018-11-16,1.0,-0.04416737654560004,-0.5272464441518883,-0.0,-0.5753375151655954,-0.4346266036810449,0.0
2018-11-19,1.0,-0.04259991216512956,-0.5283784132888992,-0.0,-0.5768942623162573,-0.4355059546875404,0.0
2018-11-20,1.0,-0.005731174505268569,-0.5225905936777178,-0.0,-0.5847854022102287,-0.45690053970701616,0.0
2018-11-21,1.0,-0.008053417605382538,-0.5175849941383353,-0.0,-0.5832101534227024,-0.4396758244558846,0.0
2018-11-23,1.0,-0.008783319330940198,-0.5121311642353421,-0.0,-0.5849690674406172,-0.4399806512385754,0.0
2018-11-26,1.0,-0.008346905537459284,-0.5141999185667753,-0.0,-0.5836471905537459,-0.43859425895765475,0.0
2018-11-27,1.0,-0.0,-0.5181571678365982,-0.0,-0.5808773219127746,-0.4349611008337345,0.0
2018-11-28,1.0,-0.0012165450121654502,-0.5153335360908353,-0.0,-0.5820914436334145,-0.43585259529602594,0.0
2018-11-29,1.0,-0.0,-0.5020822880080281,-0.0,-0.5719769192172603,-0.43472152533868536,0.0
2018-11-30,1.0,-0.0,-0.5022086135930127,-0.0,-0.5718803332998695,-0.43569922698524244,0.0
2018-12-03,1.0,-0.0,-0.5020441947377662,-0.0,-0.5711455015174697,-0.4350247059118614,0.0
2018-12-04,1.0,-0.0,-0.505697042546265,-0.0,-0.5658227531114617,-0.4326747301730398,0.0
2018-12-06,1.0,-0.0,-0.46210179421457337,-0.0,-0.5667765165385085,-0.4122055413157574,0.0
2018-12-07,1.0,-0.0,-0.4683562955868268,-0.0,-0.5769788059628184,-0.4105208870551831,0.0
2018-12-10,1.0,-0.0,-0.4656111678583589,-0.0,-0.5709908069458631,-0.39542292913079435,0.0
2018-12-11,1.0,-0.0,-0.46764605564488626,-0.0,-0.5666081956828923,-0.4020611021780442,0.0
2018-12-12,1.0,-0.0,-0.46804465460927214,-0.0,-0.5681519036708429,-0.40130648856822504,0.0
2018-12-13,1.0,-0.0,-0.4652222930248517,-0.0,-0.5834763001813636,-0.40216165874221854,0.0
2018-12-14,1.0,-0.0,-0.4512503374315934,-0.0,-0.5976588382536995,-0.40513877641169105,0.0
2018-12-17,1.0,-0.0,-0.44964090496850256,-0.0,-0.579062185945045,-0.4224575336421796,0.0
2018-12-18,1.0,-0.0,-0.456734683806657,-0.0,-0.5858767795899232,-0.424732907300945,0.0
2018-12-19,1.0,-0.0,-0.4637359900373599,-0.0,-0.5940224159402241,-0.43290161892901613,0.0
2018-12-20,1.0,-0.0,-0.4581668362661636,-0.0,-0.5938298875679432,-0.42994713459581546,0.0
2018-12-21,1.0,-0.0,-0.4565883807169344,-0.0,-0.5934239802224969,-0.422150803461063,0.0
2018-12-24,1.0,-0.0,-0.44429150792675437,-0.0,-0.586997664987096,-0.42661914710581295,0.0
2018-12-26,1.0,-0.0,-0.4473368641950634,-0.0,-0.6098231238133307,-0.4410912361347057,0.0
2018-12-27,1.0,-0.0,-0.41998839009287925,-0.0,-0.5579285990712074,-0.44081366099071206,0.0
2018-12-28,1.0,-0.0,-0.4251282547672055,-0.0,-0.5567950827606234,-0.4379779305004356,0.0
2018-12-31,1.0,-0.0,-0.4254392333381734,-0.0,-0.5566526305599923,-0.4379265282416147,0.0
2019-01-02,1.0,-0.0,-0.4246923132722393,-0.0,-0.5543197040404285,-0.4389583383707716,0.0
2019-01-03,1.0,-0.0,-0.42591022504299797,-0.0,-0.5714493350451781,-0.4250623773648894,0.0
2019-01-04,1.0,-0.0,-0.43497920495212306,-0.0,-0.5489409033755682,-0.43413289486410683,0.0
2019-01-07,1.0,-0.0,-0.41373737373737374,-0.0,-0.5434818775995247,-0.4194890077243018,0.0
2019-01-08,1.0,-0.0,-0.4051092293460471,-0.0,-0.5491354159254251,-0.4177281244811309,0.0
2019-01-09,1.0,-0.0,-0.41448246282882195,-0.0,-0.5522064430041937,-0.4161027449485322,0.0
2019-01-10,1.0,-0.0,-0.4143674052894925,-0.0,-0.5522516082916369,-0.41603526328329754,0.0
2019-01-11,1.0,-0.0,-0.39695002625173026,-0.0,-0.5568707937568612,-0.43267624457066484,0.0
