Date,IWF,IWM,MTUM,NTUS,SPY,VLUE,VXX
2018-09-24,-0.5081085453148381,-1.123387390302099,-0.09354147288389211,1.0,-0.682128847009342,-0.6370364379018886,0.0
2018-09-25,-0.5139305094354903,-1.1217299748926866,-0.10087470640641452,1.0,-0.6804081963229934,-0.6326233093059043,0.0
2018-09-26,-0.5145182845340784,-1.1225043534604948,-0.10221520268902116,1.0,-0.6800307779532662,-0.6304620742720609,0.0
2018-09-27,-0.5168507504956104,-1.1151029655702551,-0.10426022575555287,1.0,-0.6797345956224461,-0.6299308168467047,0.0
2018-09-28,-0.514869512441837,-1.1165688852923326,-0.10495650414727899,1.0,-0.6796277564232248,-0.630062714950435,0.0
2018-10-01,-0.5145292207792208,-1.1231737012987013,-0.1059659090909091,1.0,-0.6814529220779221,-0.6333603896103897,0.0
2018-10-02,-0.5148920629767895,-1.1190147703294921,-0.10777471189741926,1.0,-0.6819915598117189,-0.6341097224476546,0.0
2018-10-03,-0.5143992861198994,-1.1093940131418836,-0.10651415591790378,1.0,-0.6855277034152673,-0.6403423379573294,0.0
2018-10-04,-0.5240613432046536,-1.1009640808688932,-0.10755400073221333,1.0,-0.6992637188300859,-0.6360086238457471,0.0
2018-10-05,-0.5091226078494971,-1.0952805708725268,-0.09037463509568602,1.0,-0.7105092442426209,-0.6492053194939994,0.0
2018-10-08,-0.5071072773660551,-1.0920503786498197,-0.08463937148179645,1.0,-0.7165188514963755,-0.6494148139148747,0.0
2018-10-09,-0.512978835763903,-1.0957062192793598,-0.09371572490555308,1.0,-0.7149124588698867,-0.6448795547792177,0.0
2018-10-10,-0.5135222935109234,-1.0949403069926094,-0.09420937220823519,1.0,-0.7150978640461301,-0.6429789653212052,0.0
2018-10-11,-0.4629914428802398,-1.0964943412595134,-0.02330533538388738,1.0,-0.7017626878031469,-0.6587799203438621,0.0
2018-10-12,-0.46462162900519066,-1.092807243492175,-0.016313468368262887,1.0,-0.6874292627717284,-0.641572025133669,0.0
2018-10-15,-0.445842259006816,-1.1189483933787732,-0.0,1.0,-0.6859201557935736,-0.64412852969815,0.0
2018-10-16,-0.4451065155586712,-1.1199906531136816,-0.0,1.0,-0.6855941114616194,-0.643805740546014,0.0
2018-10-17,-0.42868106987988797,-1.0880693810199933,-0.0,1.0,-0.6767335661383783,-0.6439617790398711,0.0
2018-10-18,-0.42929002035095803,-1.0901585838805052,-0.0,1.0,-0.6760357869677073,-0.6443190108666437,0.0
2018-10-19,-0.41736940512076925,-1.0841759835158544,-0.0,1.0,-0.6739420765444346,-0.6402487884916243,0.0
2018-10-22,-0.4195263782088067,-1.0939974750373005,-0.0,1.0,-0.672711274341023,-0.6394659321320632,0.0
2018-10-23,-0.42597342930433785,-1.095447758336843,-0.0,1.0,-0.6691680385925954,-0.6380412726367779,0.0
2018-10-24,-0.424107996481701,-1.0923935905770776,-0.0,1.0,-0.6689357145588741,-0.6388389613369536,0.0
2018-10-25,-0.3963323910132421,-1.0522615682190148,-0.0,1.0,-0.663703317958637,-0.6073872935575062,0.0
2018-10-26,-0.3787276341948311,-1.0375156468595834,-0.0,1.0,-0.6677711508725427,-0.5976732199396216,0.0
2018-10-29,-0.36192744595089776,-1.0446683766947602,-0.0,1.0,-0.6584096738732137,-0.5993404177354343,0.0
2018-10-30,-0.3401263126973636,-1.0483219505030474,-0.0,1.0,-0.6626643166629947,-0.6207314386428728,0.0
2018-10-31,-0.3466506129597198,-1.0238251605370696,-0.0,1.0,-0.6620694687682429,-0.6159880326911851,0.0
2018-11-01,-0.3205825455341826,-1.0470489469649962,-0.0,1.0,-0.6635763039748878,-0.6188633792021024,0.0
2018-11-02,-0.3208429202731821,-1.0482816551623388,-0.0,1.0,-0.6635258025638217,-0.6195171834483766,0.0
2018-11-05,-0.3196787148594378,-1.0511135450894487,-0.0,1.0,-0.6634538152610442,-0.6167214311792625,0.0
2018-11-06,-0.32923796986982595,-1.0604066110867338,-0.0,1.0,-0.6588415971917508,-0.6080883428404271,0.0
2018-11-07,-0.3289834411667946,-1.0602770771648937,-0.0,1.0,-0.6583324194904413,-0.6078151844134957,0.0
2018-11-08,-0.29111991567009554,-1.0701537566791464,-0.0,1.0,-0.6512667660208643,-0.622369234124532,0.0
2018-11-09,-0.2894861429768018,-1.0723260133289632,-0.0,1.0,-0.6560690483994319,-0.6239120142758294,0.0
2018-11-12,-0.2893237914415072,-1.0790127062947277,-0.0,1.0,-0.6565284066014312,-0.6263692127939243,0.0
2018-11-13,-0.25865506615914446,-1.0806235272793185,-0.0,1.0,-0.6618814573137575,-0.6239985499365598,0.0
2018-11-14,-0.25950628919418567,-1.0798927030847862,-0.0,1.0,-0.6619059702033567,-0.6235908217638743,0.0
2018-11-15,-0.2592753780872593,-1.0851557683240851,-0.0,1.0,-0.6703659376926704,-0.611939215899612,0.0
2018-11-16,-0.26168665939658303,-1.0890221737549983,-0.0,1.0,-0.672446383133406,-0.6119229371137768,0.0
2018-11-19,-0.24781737782984997,-1.1404814996787482,-0.0,1.0,-0.732907517290903,-0.6582259344646435,0.0
2018-11-20,-0.20760244901025426,-1.1342072643954475,-0.0,1.0,-0.7367689591706418,-0.6775344626826428,0.0
2018-11-21,-0.21767514735506974,-1.132097291651123,-0.0,1.0,-0.7383421622024919,-0.6423561889129299,0.0
2018-11-23,-0.2200917670757638,-1.1137389487820346,-0.0,1.0,-0.7497295482523222,-0.6468459730667363,0.0
2018-11-26,-0.21944216570959804,-1.1170109627861884,-0.0,1.0,-0.7476694757252592,-0.6447162353643076,0.0
2018-11-27,-0.21171187887334397,-1.1183805247337368,-0.0,1.0,-0.7420492077040116,-0.6388466248561993,0.0
2018-11-28,-0.213145783847981,-1.11416270783848,-0.0,1.0,-0.7439504156769595,-0.6401425178147268,0.0
2018-11-29,-0.1968225948808473,-1.1025669314504267,-0.0,1.0,-0.7381215063253899,-0.6400779641070904,0.0
2018-11-30,-0.19613757586904543,-1.1031083318006254,-0.0,1.0,-0.7382012139047269,-0.6410520507632886,0.0
2018-12-03,-0.19518382352941174,-1.103014705882353,-0.0,1.0,-0.7377573529411764,-0.6405147058823529,0.0
2018-12-04,-0.18357682989501506,-1.1117392261948462,-0.0,1.0,-0.7350781880919169,-0.6403714852066662,0.0
2018-12-06,-0.17553457770149467,-1.0548165629693198,-0.0,1.0,-0.7349638847171565,-0.6104555531717085,0.0
2018-12-07,-0.1749266967031395,-1.0552814131445325,-0.0,1.0,-0.7351784309518701,-0.6103840377601373,0.0
2018-12-10,-0.14621104815864022,-1.0635623229461757,-0.0,1.0,-0.7378541076487253,-0.5934844192634561,0.0
2018-12-11,-0.1383137143667565,-1.0675081548716494,-0.0,1.0,-0.7368458374698624,-0.6028932066373563,0.0
2018-12-12,-0.1333380843785633,-1.0741875712656785,-0.0,1.0,-0.7416975484606614,-0.6140607183580388,0.0
2018-12-13,-0.1333926664293343,-1.0710217159131363,-0.0,1.0,-0.7431114275542898,-0.6124243503025988,0.0
2018-12-14,-0.1365188927631111,-1.062762399487654,-0.0,1.0,-0.7465665694157831,-0.6121112929623569,0.0
2018-12-17,-0.1183977313009571,-1.0640198511166252,-0.0,1.0,-0.7336051045728464,-0.6288550159517902,0.0
2018-12-18,-0.1002505381276686,-1.0542009245209782,-0.0,1.0,-0.7356999188397616,-0.638554642012774,0.0
2018-12-19,-0.10462038050192368,-1.053157318838022,-0.0,1.0,-0.7339310296142035,-0.6379584201051851,0.0
2018-12-20,-0.10135800731775964,-1.036905432029271,-0.0,1.0,-0.7461652124964818,-0.6337250211089221,0.0
2018-12-21,-0.09501579501579502,-1.0451035451035453,-0.0,1.0,-0.7581958581958582,-0.6116883116883117,0.0
2018-12-24,-0.07990095211523036,-1.030621141840756,-0.0,1.0,-0.7537404526906847,-0.6233041537334775,0.0
2018-12-26,-0.08042997373150836,-1.041442001935573,-0.0,1.0,-0.7273607078667219,-0.6071823586340384,0.0
2018-12-27,-0.038815526210484196,-1.0081699346405228,-0.0,1.0,-0.6681005735627585,-0.6195811657996532,0.0
2018-12-28,-0.036888933320003994,-1.0099303542270652,-0.0,1.0,-0.6674664267386451,-0.618047918957646,0.0
2018-12-31,-0.03338340844600234,-1.0173593723919214,-0.0,1.0,-0.6690368886663329,-0.6185945585044234,0.0
2019-01-02,-0.030482924226254003,-1.0171424759871932,-0.0,1.0,-0.6674559765208111,-0.6200306830309498,0.0
2019-01-03,-0.052159903332997685,-1.0170174201993758,-0.0,1.0,-0.6955660725673817,-0.591749739871782,0.0
2019-01-04,-0.03448160646864245,-1.0226202011427044,-0.0,1.0,-0.6890975308229477,-0.5950415984496642,0.0
2019-01-07,-0.022148467023758667,-1.001215865400414,-0.0,1.0,-0.6841707469356905,-0.5785876244618974,0.0
2019-01-08,-0.0258815811054617,-0.9837297031326881,-0.0,1.0,-0.6952599639166803,-0.5754305396096441,0.0
2019-01-09,-0.022313968347586748,-0.9716570005570301,-0.0,1.0,-0.6973360857170943,-0.5853075133523379,0.0
2019-01-10,-0.02266994266994267,-0.9710073710073709,-0.0,1.0,-0.6973955773955773,-0.5849303849303849,0.0
2019-01-11,-0.020917526106495103,-0.9813455756360933,-0.0,1.0,-0.6777343118554202,-0.5530050758139085,0.0
2019-01-14,-0.028394023672466205,-0.9792057434836039,-0.0,1.0,-0.677899230321454,-0.5484444731906086,0.0
2019-01-15,-0.028432485005673528,-0.9810017831090939,-0.0,1.0,-0.6784568001296807,-0.5541254660398768,0.0
2019-01-16,-0.009774948852011823,-0.983795018348326,-0.0,1.0,-0.6743740460494269,-0.5795148247978437,0.0
2019-01-17,-0.00824407659850698,-0.9853294384939956,-0.0,1.0,-0.6741317753975982,-0.5780266147354756,0.0
2019-01-18,-0.01286824743614867,-0.975896531452087,-0.0,1.0,-0.6772813377751649,-0.5999738715788099,0.0
2019-01-22,-0.0,-1.090984257176875,-0.0,1.0,-0.7135864532345548,-0.5027119989416589,0.0
2019-01-23,-0.0,-1.082635879453505,-0.0,1.0,-0.725958516656191,-0.49945416652882996,0.0
2019-01-24,-0.0,-1.0827319075680328,-0.0,1.0,-0.7269416672184335,-0.5008938621465934,0.0
2019-01-25,-0.0,-1.1177849988275101,-0.0,1.0,-0.7903587819503535,-0.44179424474891965,0.0
2019-01-28,-0.0,-1.1011002280960687,-0.0,1.0,-0.8132966590634644,-0.4399570642694217,0.0
2019-01-29,-0.0,-1.0990730789897902,-0.0,1.0,-0.8162614185921546,-0.44307495969908645,0.0
2019-01-30,-0.0,-1.0994692287019618,-0.0,1.0,-0.8165479709755442,-0.4432612201021231,0.0
2019-01-31,-0.0,-1.123678576207681,-0.0,1.0,-0.7589656095276327,-0.4627325036799143,0.0
