Date,IWF,IWM,MMC,MTUM,SPY,VLUE,VXX
2018-09-24,-0.22593548081702208,-0.3190930392180067,1.0,-0.08636481976757947,-0.3948072234976687,-0.3406309909824619,0.0
2018-09-25,-0.2254955360314491,-0.3199848438203045,1.0,-0.08539559997158218,-0.39557629005138895,-0.34170080754019944,0.0
2018-09-26,-0.22502136955076454,-0.32056700541361954,1.0,-0.08163168392060026,-0.3984234020324817,-0.3487510684775383,0.0
2018-09-27,-0.2247980997624703,-0.3216389548693587,1.0,-0.0814251781472684,-0.39852731591448937,-0.34890736342042755,0.0
2018-09-28,-0.2229694406159403,-0.32377263438049525,1.0,-0.08184021671973765,-0.39860272800722396,-0.3491754194192291,0.0
2018-10-01,-0.2246033822515044,-0.3230026401541279,1.0,-0.08146421520823918,-0.39990010227624095,-0.3495468924672359,0.0
2018-10-02,-0.2261142707564905,-0.31156747495419174,1.0,-0.0856197796444804,-0.4031839706827214,-0.35318754015658094,0.0
2018-10-03,-0.2258670726485561,-0.30734097721109477,1.0,-0.08506589276369,-0.40463390265949856,-0.35586849992863606,0.0
2018-10-04,-0.22754078090074664,-0.30434679221952726,1.0,-0.08541399153469349,-0.4066913967755742,-0.35390212583820796,0.0
2018-10-05,-0.2187233437588854,-0.2977916785138849,1.0,-0.07717277983129561,-0.4138233342811108,-0.36195621268126243,0.0
2018-10-08,-0.21792323347058545,-0.2962279331724171,1.0,-0.07586729140044488,-0.4148326944010602,-0.36158833830280657,0.0
2018-10-09,-0.21646702334169782,-0.29683727096254914,1.0,-0.07182425074570332,-0.4172861133469059,-0.36487382226220344,0.0
2018-10-10,-0.21646824927220656,-0.2965610281413458,1.0,-0.07183261934628767,-0.4173865707320537,-0.3645357506331211,0.0
2018-10-11,-0.19755236635548745,-0.29011657609957736,1.0,-0.04834889229483071,-0.4148437137151084,-0.3713482885142353,0.0
2018-10-12,-0.1984280643525561,-0.2848614760521827,1.0,-0.046397455400359555,-0.41027059420089423,-0.3649333886507168,0.0
2018-10-15,-0.18725393134252757,-0.30407754472405774,1.0,-0.03025349388713651,-0.41185273870098776,-0.3689821103769024,0.0
2018-10-16,-0.1877993736182756,-0.30245946941783347,1.0,-0.03161845983787767,-0.4118920412675018,-0.36912767133382457,0.0
2018-10-17,-0.18245942429292122,-0.2893829753235784,1.0,-0.027255918003971966,-0.4112128198689707,-0.37242906384824337,0.0
2018-10-18,-0.18117448208126816,-0.2875905072976862,1.0,-0.02836847034101551,-0.4139238482446724,-0.3730613736552386,0.0
2018-10-19,-0.17640643460874306,-0.2816504589657366,1.0,-0.024084340634372443,-0.4164318822139416,-0.3735344905934745,0.0
2018-10-22,-0.17877437832431695,-0.27676501341091964,1.0,-0.017843342273946447,-0.4216256762285766,-0.3780060917397827,0.0
2018-10-23,-0.17916553040632668,-0.27649759112807926,1.0,-0.018907372057085717,-0.4205981274429597,-0.377352058903736,0.0
2018-10-24,-0.17925663556070207,-0.27479962763662785,1.0,-0.016529300910473856,-0.421565288468088,-0.37835751424744,0.0
2018-10-25,-0.17405697556581465,-0.266636640018016,1.0,-0.014908231055061366,-0.42256502646098415,-0.3738317757009346,0.0
2018-10-26,-0.19042295509595678,-0.2929243525246879,1.0,-0.023569964598472146,-0.42931339668343577,-0.3928172163219676,0.0
2018-10-29,-0.17905248490478404,-0.30267069205759406,1.0,-0.013005109150023224,-0.42614955875522526,-0.40150952159777054,0.0
2018-10-30,-0.17128317144583352,-0.30459636566435844,1.0,-0.007319793651531348,-0.42887019565924617,-0.4116512524980248,0.0
2018-10-31,-0.17127123173083625,-0.3045054255640496,1.0,-0.007296047586960058,-0.4288867718474801,-0.4116457931547274,0.0
2018-11-01,-0.16741745228254307,-0.30943203455161844,1.0,-0.003134723447731389,-0.42964287372869553,-0.4123902846793294,0.0
2018-11-02,-0.1736164111103402,-0.2898078123915909,1.0,-0.0,-0.43874742709128334,-0.4105321584680497,0.0
2018-11-05,-0.17159900120225652,-0.2952695829094608,1.0,-0.0,-0.4391704429852955,-0.4059696661426061,0.0
2018-11-06,-0.16823815591335575,-0.2935943472720955,1.0,-0.0,-0.4432758021545234,-0.41149079115023746,0.0
2018-11-07,-0.1681338028169014,-0.2935507783543365,1.0,-0.0003011489992587101,-0.4431523350630096,-0.41141586360266863,0.0
2018-11-08,-0.15556067234630439,-0.29350679253971906,1.0,-0.0,-0.439005295878425,-0.4144830762145982,0.0
2018-11-09,-0.1546099617564392,-0.29406072893148416,1.0,-0.0,-0.4406072893148413,-0.4145509837349675,0.0
2018-11-12,-0.15441851919897115,-0.28385081756384345,1.0,-0.0,-0.44518188498989525,-0.41307642844019843,0.0
2018-11-13,-0.14157334124033483,-0.2795429144903405,1.0,-0.0,-0.44761991652031113,-0.4121068357548526,0.0
2018-11-14,-0.1409366869037294,-0.2805724197745013,1.0,-0.0,-0.44805313370155664,-0.4128360797918474,0.0
2018-11-15,-0.14064851552880012,-0.28166187804989284,1.0,-0.0,-0.45140694121402836,-0.40655356409905596,0.0
2018-11-16,-0.13925059187761793,-0.27790930613731557,1.0,-0.0,-0.4506692769987252,-0.40862320160262244,0.0
2018-11-19,-0.1378069336248918,-0.27878001002232244,1.0,-0.0,-0.4519384082729716,-0.40927520386314975,0.0
2018-11-20,-0.10045195430492153,-0.27378437918739074,1.0,-0.0,-0.46203810951375174,-0.4348754286752516,0.0
2018-11-21,-0.09765527279343203,-0.2742944213231448,1.0,-0.0,-0.46396488594755636,-0.4383343567351209,0.0
2018-11-23,-0.09945141244223897,-0.2608181011131092,1.0,-0.0,-0.473742915025836,-0.4423300175274863,0.0
2018-11-26,-0.09929675231571042,-0.2614761373722661,1.0,-0.0,-0.4732697603495755,-0.44183982339152006,0.0
2018-11-27,-0.09635026555903581,-0.2615643016024331,1.0,-0.0,-0.47165100549275957,-0.440147078850606,0.0
2018-11-28,-0.09629310149138538,-0.2629105849771866,1.0,-0.0,-0.47102353982702655,-0.4397884366558464,0.0
2018-11-29,-0.08753159985554353,-0.2588479595521849,1.0,-0.0,-0.46959642470205853,-0.4411565547128928,0.0
2018-11-30,-0.08740296082325329,-0.25875609315760967,1.0,-0.0,-0.46991785520852136,-0.4406481314316663,0.0
2018-12-03,-0.08899848426577382,-0.25968825645318194,1.0,-0.0,-0.47141596724204243,-0.442164558966586,0.0
