Date,EXPI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-08,1.0,-2.075636498792046,-5.739081955026947,-0.0,-5.163724214829958,-4.605649507526482,0.0
2018-10-09,1.0,-2.0639048857514397,-5.736949656325469,-0.0,-5.1657068549136165,-4.6104402749396245,0.0
2018-10-10,1.0,-2.0575925925925924,-5.718703703703703,-0.0,-5.154629629629629,-4.587592592592593,0.0
2018-10-11,1.0,-1.4463576158940397,-5.216721854304636,-0.0,-4.563907284768212,-4.32930463576159,0.0
2018-10-12,1.0,-1.4244402985074625,-4.94169776119403,-0.0,-4.21719527363184,-3.9639303482587067,0.0
2018-10-15,1.0,-1.2540983606557379,-5.212799495586381,-0.0,-4.255517023959647,-4.040510718789408,0.0
2018-10-16,1.0,-1.2602718078381794,-5.217920353982301,-0.0,-4.270385587863464,-4.054203539823009,0.0
2018-10-17,1.0,-1.0783603707995364,-4.669322132097334,-0.0,-3.9348203939745074,-3.8019988412514483,0.0
2018-10-18,1.0,-1.0776713124274102,-4.686120789779327,-0.0,-3.9423635307781653,-3.8119918699186996,0.0
2018-10-19,1.0,-0.9508150646430579,-4.52079820123665,-0.0,-3.864390106801574,-3.716694772344013,0.0
2018-10-22,1.0,-0.9524947294448347,-4.477863668306394,-0.0,-3.8865776528460994,-3.7378777231201687,0.0
2018-10-23,1.0,-0.9840463080615558,-4.500917690244246,-0.0,-3.8863475928278977,-3.7471410419313846,0.0
2018-10-24,1.0,-0.9643208315774687,-4.469588425340637,-0.0,-3.8741396263520156,-3.738867818513836,0.0
2018-10-25,1.0,-0.7231503579952266,-4.136038186157518,-0.0,-3.91447891805887,-3.4854150092813576,0.0
2018-10-26,1.0,-0.6162295757242895,-4.266099134971852,-0.0,-4.218728545928875,-3.629548263078402,0.0
2018-10-29,1.0,-0.49140708915145004,-4.243958109559613,-0.0,-4.102712137486574,-3.5883458646616537,0.0
2018-10-30,1.0,-0.49663707290825937,-4.253430185633575,-0.0,-4.113263384449825,-3.5885122410546137,0.0
2018-10-31,1.0,-0.5364715295372716,-4.1229497266302175,-0.0,-4.112414988665155,-3.563275103347113,0.0
2018-11-01,1.0,-0.47874453714739773,-4.139716593828632,-0.0,-4.085286716991127,-3.5393987551317707,0.0
2018-11-02,1.0,-0.49089264952848466,-3.980881023123627,-0.0,-4.00762175429531,-3.438832192223227,0.0
2018-11-05,1.0,-0.47336514897459053,-4.0246356249193855,-0.0,-4.006320134141623,-3.3940410163807555,0.0
2018-11-06,1.0,-0.48544564657393097,-4.0284647089129315,-0.0,-3.9908552292632664,-3.375193199381762,0.0
2018-11-07,1.0,-0.4791987673343605,-4.020416024653312,-0.0,-3.976502311248074,-3.364149974319466,0.0
2018-11-08,1.0,-0.31116751269035536,-4.043401015228427,-0.0,-3.9270304568527923,-3.4087563451776655,0.0
2018-11-09,1.0,-0.31285058643549213,-4.062468128505865,-0.0,-3.9451810300866907,-3.4280979092299844,0.0
2018-11-12,1.0,-0.3148053278688525,-3.9883452868852465,-0.0,-4.0502049180327875,-3.4538934426229506,0.0
2018-11-13,1.0,-0.15245609569865104,-3.9965640111987786,-0.0,-4.1132603715958265,-3.4636039704759485,0.0
2018-11-14,1.0,-0.15938697318007664,-4.00536398467433,-0.0,-4.131673052362708,-3.4750957854406135,0.0
2018-11-15,1.0,-0.1451817950673786,-3.994660564454615,-0.0,-4.12420544113908,-3.448893974065599,0.0
2018-11-16,1.0,-0.12643533123028391,-3.9323659305993686,-0.0,-4.098422712933754,-3.4611987381703466,0.0
2018-11-19,1.0,-0.12506309944472488,-3.9332407874810698,-0.0,-4.0996971226653205,-3.461761736496719,0.0
2018-11-20,1.0,-0.0,-3.826987060998152,-0.0,-4.0289587184226745,-3.4669131238447317,0.0
2018-11-21,1.0,-0.0,-3.7404972507769543,-0.0,-3.9524264881663878,-3.260100406406885,0.0
2018-11-23,1.0,-0.0,-3.7279236276849645,-0.0,-3.950835322195704,-3.2544152744630073,0.0
2018-11-26,1.0,-0.0,-3.7457081545064383,-0.0,-3.9360991893180737,-3.239985693848355,0.0
2018-11-27,1.0,-0.0,-3.8434099153567116,-0.0,-3.9766626360338573,-3.2719467956469166,0.0
2018-11-28,1.0,-0.0,-3.902664557732084,-0.0,-3.98235795108894,-3.281907774668451,0.0
2018-11-29,1.0,-0.0,-3.7720256471147,-0.0,-3.862028021847542,-3.2397292804559483,0.0
2018-11-30,1.0,-0.0,-3.7980413233010872,-0.0,-3.901707870536247,-3.243401409291771,0.0
2018-12-03,1.0,-0.0,-3.7926596758817923,-0.0,-3.8904909437559585,-3.2328408007626313,0.0
2018-12-04,1.0,-0.0,-3.7974173676104725,-0.0,-3.8451605260040282,-3.20447814240019,0.0
2018-12-06,1.0,-0.0,-3.3648633819817846,-0.0,-3.682431690990892,-2.926039723471963,0.0
2018-12-07,1.0,-0.0,-3.364703301524624,-0.0,-3.684106614017769,-2.9198201162663158,0.0
2018-12-10,1.0,-0.0,-3.3206359368331198,-0.0,-3.5867477592829706,-2.7626973965002133,0.0
2018-12-11,1.0,-0.0,-3.3359819607000967,-0.0,-3.6519918393643294,-2.7497047138408672,0.0
2018-12-12,1.0,-0.0,-3.364178134142377,-0.0,-3.7031097627045186,-2.768013869324954,0.0
2018-12-13,1.0,-0.0,-3.3641725832878207,-0.0,-3.774440196613872,-2.784380120152922,0.0
2018-12-14,1.0,-0.0,-3.3719252213840605,-0.0,-3.773805619328742,-2.786924674756751,0.0
2018-12-17,1.0,-0.0,-3.337769122579249,-0.0,-3.6622308774207513,-2.8189981607703127,0.0
2018-12-18,1.0,-0.0,-3.248937526561836,-0.0,-3.5889290267743306,-2.7868678283042922,0.0
2018-12-19,1.0,-0.0,-3.250318877551021,-0.0,-3.590667517006803,-2.788159013605442,0.0
2018-12-20,1.0,-0.0,-3.1683230463437604,-0.0,-3.5647034208599226,-2.728318861805628,0.0
2018-12-21,1.0,-0.0,-3.1455800535751086,-0.0,-3.5369874304553885,-2.620337935297754,0.0
2018-12-24,1.0,-0.0,-3.01858811579482,-0.0,-3.462874555611986,-2.675876079228035,0.0
2018-12-26,1.0,-0.0,-2.989234567901234,-0.0,-3.317728395061728,-2.56958024691358,0.0
2018-12-27,1.0,-0.0,-2.819058316952167,-0.0,-2.929046148085744,-2.6125620144154267,0.0
2018-12-28,1.0,-0.0,-2.830029917726253,-0.0,-2.920063575168287,-2.599102468212416,0.0
2018-12-31,1.0,-0.0,-2.8394946186242396,-0.0,-2.9203556387459053,-2.598970519419747,0.0
2019-01-02,1.0,-0.0,-2.845092887971477,-0.0,-2.918277350347157,-2.619159316945018,0.0
2019-01-03,1.0,-0.0,-2.8413754333364563,-0.0,-2.9380680221118713,-2.589993441394172,0.0
2019-01-04,1.0,-0.0,-2.8700270194726545,-0.0,-2.8318270753750117,-2.615205441162769,0.0
2019-01-07,1.0,-0.0,-2.756806139228942,-0.0,-2.834368719166819,-2.5446738534624522,0.0
2019-01-08,1.0,-0.0,-2.7000546348570387,-0.0,-2.8731560735749406,-2.532598798033145,0.0
2019-01-09,1.0,-0.0,-2.6797966963151207,-0.0,-2.863859139589762,-2.5324015247776366,0.0
2019-01-10,1.0,-0.0,-2.7557955497625914,-0.0,-2.930639605250908,-2.623684945535797,0.0
