Date,IWF,IWM,MTUM,SPY,TPH,VLUE,VXX
2018-09-24,-0.5188397377375716,-1.210722881566935,-0.040791766951614246,-0.6943729770105403,1.0,-0.6850361025811271,0.0
2018-09-25,-0.5207400033184006,-1.2086029533764726,-0.044051767048282724,-0.6925087108013938,1.0,-0.6821387091421935,0.0
2018-09-26,-0.5234258182422329,-1.212410699451736,-0.04851304203356039,-0.6926399734175112,1.0,-0.6764828044525668,0.0
2018-09-27,-0.5236296482833879,-1.2400318979266347,-0.04453118442038109,-0.7026777469990767,1.0,-0.6862251322085118,0.0
2018-09-28,-0.5204938686376617,-1.243448681337141,-0.045565261212833864,-0.7031328741810852,1.0,-0.6869225600537544,0.0
2018-10-01,-0.5242122091800244,-1.2426269510707224,-0.0451007614960663,-0.7067188354579493,1.0,-0.6885439017207287,0.0
2018-10-02,-0.5246708450763471,-1.2374963193538888,-0.047322592857443314,-0.7074412148235393,1.0,-0.6895217263281875,0.0
2018-10-03,-0.5297687248037344,-1.2205389348610227,-0.042435815828559306,-0.7307447485677911,1.0,-0.7200933587948228,0.0
2018-10-04,-0.5453691045796308,-1.2124914559125086,-0.04391660970608338,-0.7534176349965823,1.0,-0.7168916609706083,0.0
2018-10-05,-0.53255873340143,-1.2082907728975143,-0.02783452502553626,-0.761150834184542,1.0,-0.7262087163772557,0.0
2018-10-08,-0.5316655301738834,-1.2073815206273442,-0.019604500511421753,-0.7734401636549608,1.0,-0.7297562222979884,0.0
2018-10-09,-0.5287086446104589,-1.2107150480256135,-0.009220917822838848,-0.7808751334044823,1.0,-0.7393810032017075,0.0
2018-10-10,-0.5283035026119722,-1.217478804487454,-0.005480859809882676,-0.7835060375096343,1.0,-0.7471097028346322,0.0
2018-10-11,-0.4347172960567494,-1.2168161902774879,-0.0,-0.7558105570623826,1.0,-0.7654078865011475,0.0
2018-10-12,-0.4408686335915609,-1.2115131036756221,-0.0,-0.7308389648920388,1.0,-0.7374320092302621,0.0
2018-10-15,-0.3972919418758256,-1.2617651915455745,-0.0,-0.7260980845442535,1.0,-0.7429821664464993,0.0
2018-10-16,-0.3918985878272359,-1.2710380708563878,-0.0,-0.7247088942109174,1.0,-0.741555867536543,0.0
2018-10-17,-0.37134146341463414,-1.2335365853658538,-0.0,-0.7158536585365854,1.0,-0.744308943089431,0.0
2018-10-18,-0.3725123112612429,-1.2373529770868097,-0.0,-0.7147857230067967,1.0,-0.7451874160595825,0.0
2018-10-19,-0.35589590236805946,-1.2296936878687466,-0.0,-0.7132465853067161,1.0,-0.7421805544330397,0.0
2018-10-22,-0.3559397342165852,-1.2215535000201962,-0.0,-0.7165650119158218,1.0,-0.7452033768227168,0.0
2018-10-23,-0.34851945509421645,-1.2333387715148054,-0.0,-0.7364385349539114,1.0,-0.76033934252386,0.0
2018-10-24,-0.3495954991581454,-1.2314484004763666,-0.0,-0.748593486920455,1.0,-0.7769701449632459,0.0
2018-10-25,-0.2971270673330895,-1.194075338290869,-0.0,-0.8121825348449754,1.0,-0.7601690438457475,0.0
2018-10-26,-0.2671437813359211,-1.1836487142163998,-0.0,-0.8367297428432799,1.0,-0.7558224163027657,0.0
2018-10-29,-0.2200139900423816,-1.2471299839525987,-0.0,-0.8432703781426162,1.0,-0.8043451425749907,0.0
2018-10-30,-0.25879554275698013,-1.2639706189224158,-0.0,-0.8587705020658571,1.0,-0.791953591252452,0.0
2018-10-31,-0.2608658851411401,-1.2907444242244699,-0.0,-0.8729104067036269,1.0,-0.8075669727876761,0.0
2018-11-01,-0.2542165109692691,-1.2945851122289385,-0.0,-0.8715813501289259,1.0,-0.8066956926068395,0.0
2018-11-02,-0.2565947242206235,-1.2769573814632504,-0.0,-0.8723126761748495,1.0,-0.8013378770667676,0.0
2018-11-05,-0.24859734233284117,-1.3068129086690572,-0.0,-0.8785488293608943,1.0,-0.7845602193630036,0.0
2018-11-06,-0.24280689859739818,-1.305267172337811,-0.0,-0.8902495868469003,1.0,-0.7991440315267596,0.0
2018-11-07,-0.24177499259008342,-1.3055002752254732,-0.0,-0.8883854850319686,1.0,-0.798577296015582,0.0
2018-11-08,-0.18373969853537725,-1.3434390879200648,-0.0,-0.8991844229044792,1.0,-0.8437166403347708,0.0
2018-11-09,-0.1867374459523096,-1.3464189391669166,-0.0,-0.9006806798236225,1.0,-0.8471253050216191,0.0
2018-11-12,-0.1850558064241288,-1.3272556871432222,-0.0,-0.9055550822186249,1.0,-0.8421658004600835,0.0
2018-11-13,-0.14424662747917283,-1.3295978348204847,-0.0,-0.9143654586205437,1.0,-0.8406563200405971,0.0
2018-11-14,-0.1497598912073435,-1.333092516255153,-0.0,-0.9218902724066126,1.0,-0.8449704644936468,0.0
2018-11-15,-0.14809944001357542,-1.3341252333276767,-0.0,-0.9244866791108094,1.0,-0.8356100458170711,0.0
2018-11-16,-0.13987840383627334,-1.3271964377461893,-0.0,-0.9433550265456414,1.0,-0.8710395615687618,0.0
2018-11-19,-0.13341656621319098,-1.3370931634234546,-0.0,-0.9553556053039436,1.0,-0.8792836232133633,0.0
2018-11-20,-0.0611587982832618,-1.3321030042918454,-0.0,-0.9730472103004292,1.0,-0.9255793991416308,0.0
2018-11-21,-0.07492943289710034,-1.3348302112736292,-0.0,-0.9828072876571722,1.0,-0.8842271833033958,0.0
2018-11-23,-0.07674895361749381,-1.3190398906637055,-0.0,-0.9892799179977791,1.0,-0.8858802425899035,0.0
2018-11-26,-0.07546041105841131,-1.3282912447122166,-0.0,-0.9864974575909071,1.0,-0.8826646156475666,0.0
2018-11-27,-0.061668579200136006,-1.3333758340770965,-0.0,-0.9797696459688046,1.0,-0.8752603170555485,0.0
2018-11-28,-0.06563098531602468,-1.3221536497127049,-0.0,-0.9877420727814429,1.0,-0.8806980208555012,0.0
2018-11-29,-0.029028734666442617,-1.3042345824231223,-0.0,-0.9819778188539742,1.0,-0.8857334901697194,0.0
2018-11-30,-0.028601427971440573,-1.304619907601848,-0.0,-0.9827383452330953,1.0,-0.8839563208735824,0.0
2018-12-03,-0.02333515858641169,-1.3118655490501663,-0.0,-0.9887115117307611,1.0,-0.888210269154627,0.0
2018-12-04,-0.012512071209640173,-1.3166645673258597,-0.0,-0.9839190494184826,1.0,-0.8856279128353698,0.0
2018-12-06,-0.0,-1.2488702520050483,-0.0,-0.9746773602572977,1.0,-0.8476163335097505,0.0
2018-12-07,-0.018877236273904998,-1.259469463294263,-0.0,-0.9898005346493933,1.0,-0.8445404071560765,0.0
2018-12-10,-0.0,-1.262175786649321,-0.0,-0.9839011301731848,1.0,-0.8192942515651679,0.0
2018-12-11,-0.0,-1.281031216539,-0.0,-0.9800675397413722,1.0,-0.8571781566592537,0.0
2018-12-12,-0.0,-1.2811714791778224,-0.0,-0.9796927132677019,1.0,-0.8582197141327182,0.0
2018-12-13,-0.0,-1.2827404262335629,-0.0,-0.9797188672245352,1.0,-0.859722164969702,0.0
2018-12-14,-0.0,-1.2867868487273628,-0.0,-0.9779299533847614,1.0,-0.8604843034528279,0.0
2018-12-17,-0.0,-1.2812448677943833,-0.0,-0.9542207258991624,1.0,-0.8702988996551158,0.0
2018-12-18,-0.0,-1.267335278885281,-0.0,-0.9562250811788401,1.0,-0.8867606560072341,0.0
2018-12-19,-0.0,-1.2699818721160185,-0.0,-0.9595006591957812,1.0,-0.8904911008569545,0.0
2018-12-20,-0.0,-1.2497642959622872,-0.0,-0.9669194507071122,1.0,-0.8825169092027055,0.0
2018-12-21,-0.0,-1.2504075643951746,-0.0,-0.967761656341702,1.0,-0.8574747310074992,0.0
2018-12-24,-0.0,-1.24347932071179,-0.0,-0.9617697245470057,1.0,-0.857520110506216,0.0
2018-12-26,-0.0,-1.2511053943243027,-0.0,-0.9307822172200337,1.0,-0.8377281131923788,0.0
2018-12-27,-0.0,-1.1915032931479412,-0.0,-0.8310672880637829,1.0,-0.8291029542040596,0.0
2018-12-28,-0.0,-1.1965041965041965,-0.0,-0.8285593285593286,1.0,-0.8249788249788249,0.0
2018-12-31,-0.0,-1.1980823289306484,-0.0,-0.8281412453309717,1.0,-0.8244830374677501,0.0
2019-01-02,-0.0,-1.1982280431432974,-0.0,-0.825,1.0,-0.8288520801232666,0.0
2019-01-03,-0.0,-1.2040650406504068,-0.0,-0.8178861788617887,1.0,-0.8495160665892374,0.0
