Date,IWF,IWM,MTUM,SPY,VLUE,VLY,VXX
2018-09-24,-0.2248198470762968,-0.6106496506958579,-0.09843775785246714,-0.4058804114637769,-0.41061114472743276,1.0,0.0
2018-09-25,-0.22346044299422063,-0.6182009235959406,-0.09255316207173077,-0.4124381273677516,-0.41860465116279066,1.0,0.0
2018-09-26,-0.22381992644415563,-0.6186710173381633,-0.09346569698310427,-0.4121616016370323,-0.41713906478997875,1.0,0.0
2018-09-27,-0.22291410700323913,-0.638640679101977,-0.08946721769239362,-0.4183234669943036,-0.42304255556796605,1.0,0.0
2018-09-28,-0.22011295012301496,-0.6426135092820399,-0.09005256094833371,-0.4190617311563409,-0.42395437262357416,1.0,0.0
2018-10-01,-0.22138002405392554,-0.6416524487455598,-0.08983861494140352,-0.41996475820210893,-0.42413224065113414,1.0,0.0
2018-10-02,-0.2215570537387753,-0.6422916608386717,-0.08990964276722523,-0.4197555039583741,-0.4239236859037122,1.0,0.0
2018-10-03,-0.22143876437505247,-0.6335375919863455,-0.08841881418058704,-0.42396261786843503,-0.4307059514815748,1.0,0.0
2018-10-04,-0.21982879990989468,-0.6462521822379906,-0.08785267781719884,-0.4224531170805879,-0.439432336543335,1.0,0.0
2018-10-05,-0.21031367487795297,-0.6423040233432467,-0.0794007070310308,-0.42752931934234883,-0.44615902586835754,1.0,0.0
2018-10-08,-0.20981491867638813,-0.6420078519349411,-0.07874369040942233,-0.4277341559169939,-0.4459899046550757,1.0,0.0
2018-10-09,-0.2070788001461865,-0.6451884962469427,-0.069016895785893,-0.4348767254223946,-0.4551179331477889,1.0,0.0
2018-10-10,-0.20702158758713737,-0.6451540364290532,-0.06895097818754216,-0.43492804137620866,-0.4548009894310771,1.0,0.0
2018-10-11,-0.17076119813135476,-0.6498488595768068,-0.02220390217092608,-0.43086012640835397,-0.47430612805715855,1.0,0.0
2018-10-12,-0.1698360297929228,-0.6486235778790276,-0.01874334979401413,-0.4239216435216762,-0.46716503424003486,1.0,0.0
2018-10-15,-0.13324869594016506,-0.7130516380095493,-0.0,-0.4306019374603262,-0.4830127232081252,1.0,0.0
2018-10-16,-0.13027158313093398,-0.7179289026275117,-0.0,-0.4297030249503202,-0.4820876573194966,1.0,0.0
2018-10-17,-0.1125371263522167,-0.688220387476498,-0.0,-0.4297392299517698,-0.49440039238126376,1.0,0.0
2018-10-18,-0.11183170744999728,-0.6869311679110578,-0.0,-0.4314676549130743,-0.4947136083710284,1.0,0.0
2018-10-19,-0.10010289180114806,-0.6810624932308025,-0.0,-0.4318747969240767,-0.49461171883461497,1.0,0.0
2018-10-22,-0.10191670738991149,-0.6895259814302003,-0.0,-0.43028180485421075,-0.49318564369875656,1.0,0.0
2018-10-23,-0.09605924792304328,-0.694905990380411,-0.0,-0.4409980323567993,-0.5008745080891998,1.0,0.0
2018-10-24,-0.09412792443558733,-0.6925008872266659,-0.0,-0.4411290983047146,-0.5021429936392673,1.0,0.0
2018-10-25,-0.0821275563818608,-0.6800043111578152,-0.0,-0.43976504189906496,-0.4925767251367445,1.0,0.0
2018-10-26,-0.0664259927797834,-0.6712929536034229,-0.0,-0.44917769755314885,-0.48725765476668004,1.0,0.0
2018-10-29,-0.04595005197366667,-0.6829606332791386,-0.0,-0.44129640981902496,-0.49510914470001866,1.0,0.0
2018-10-30,-0.0,-0.7143093146837743,-0.0,-0.47297557752140745,-0.5660948814670007,1.0,0.0
2018-10-31,-0.0038925438596491228,-0.695641447368421,-0.0,-0.4764802631578947,-0.5652138157894737,1.0,0.0
2018-11-01,-0.0,-0.7094659461831747,-0.0,-0.4708560770222454,-0.562635433524426,1.0,0.0
2018-11-02,-0.0,-0.6876262212761313,-0.0,-0.4809235303749795,-0.5605589214562523,1.0,0.0
2018-11-05,-0.0,-0.6924483003219294,-0.0,-0.4803841327003874,-0.5553554864407705,1.0,0.0
2018-11-06,-0.0,-0.6960992907801418,-0.0,-0.4793507910529187,-0.5523186033824332,1.0,0.0
2018-11-07,-0.0,-0.6963379359275228,-0.0,-0.4798886645200021,-0.5526114719205371,1.0,0.0
2018-11-08,-0.0,-0.6949952529499526,-0.0,-0.46290519462905194,-0.5546995795469959,1.0,0.0
2018-11-09,-0.0,-0.6949667616334284,-0.0,-0.46395333061999733,-0.5543888210554877,1.0,0.0
2018-11-12,-0.0,-0.6807204478459583,-0.0,-0.47099548367904376,-0.5526949184628283,1.0,0.0
2018-11-13,-0.0,-0.6750631075782803,-0.0,-0.46380041892690266,-0.5465653364842366,1.0,0.0
2018-11-14,-0.0,-0.6752426270935827,-0.0,-0.4659246713444632,-0.5472215501250101,1.0,0.0
2018-11-15,-0.0,-0.675302338081161,-0.0,-0.46565439398011294,-0.5464928782585327,1.0,0.0
2018-11-16,-0.0,-0.6798976017246025,-0.0,-0.46836432228509833,-0.5464295338183778,1.0,0.0
2018-11-19,-0.0,-0.6799353186902035,-0.0,-0.4682926829268293,-0.5468265732381081,1.0,0.0
2018-11-20,-0.0,-0.6649939621628874,-0.0,-0.4586072722393667,-0.5598819267409098,1.0,0.0
2018-11-21,-0.0,-0.6631951843170679,-0.0,-0.4600202429149798,-0.5402993820583848,1.0,0.0
2018-11-23,-0.0,-0.6550035920495969,-0.0,-0.46422584679243273,-0.5415480403373866,1.0,0.0
2018-11-26,-0.0,-0.657286485623853,-0.0,-0.46259010027395797,-0.5399366970768944,1.0,0.0
2018-11-27,-0.0,-0.6575160269199054,-0.0,-0.46247971696858453,-0.5400739499374884,1.0,0.0
2018-11-28,-0.0,-0.6539935082211461,-0.0,-0.46498696323099026,-0.5415846325759591,1.0,0.0
2018-11-29,-0.0,-0.642308808399504,-0.0,-0.45603714353549474,-0.5397156198063682,1.0,0.0
2018-11-30,-0.0,-0.6447649996037093,-0.0,-0.4602520408972022,-0.5369475046894402,1.0,0.0
2018-12-03,-0.0,-0.6465071922435032,-0.0,-0.4631380963734139,-0.5394579988873878,1.0,0.0
2018-12-04,-0.0,-0.6504351046102573,-0.0,-0.4573491681434655,-0.5372285555584945,1.0,0.0
2018-12-06,-0.0,-0.6279530122678614,-0.0,-0.45128018128304637,-0.5254082775505952,1.0,0.0
2018-12-07,-0.0,-0.6286124152321335,-0.0,-0.45088680229525296,-0.5287428273343766,1.0,0.0
2018-12-10,-0.0,-0.6286135388116048,-0.0,-0.4437865232455914,-0.5133422971505405,1.0,0.0
2018-12-11,-0.0,-0.6381362568519968,-0.0,-0.4363612633777082,-0.5357870007830854,1.0,0.0
2018-12-12,-0.0,-0.6393391195231621,-0.0,-0.4360033462302625,-0.5388999268012129,1.0,0.0
2018-12-13,-0.0,-0.6440126904218779,-0.0,-0.4358006240331419,-0.54217467683998,1.0,0.0
2018-12-14,-0.0,-0.6549230971473642,-0.0,-0.4311555146575522,-0.5430787432627843,1.0,0.0
2018-12-17,-0.0,-0.653686696405143,-0.0,-0.425242718446602,-0.5450537916557334,1.0,0.0
2018-12-18,-0.0,-0.6434589800443459,-0.0,-0.41862527716186254,-0.5464979783487673,1.0,0.0
2018-12-19,-0.0,-0.6464736373632127,-0.0,-0.42279700507879997,-0.5486936488821405,1.0,0.0
2018-12-20,-0.0,-0.642692930665134,-0.0,-0.42311510528240764,-0.5466586551021474,1.0,0.0
2018-12-21,-0.0,-0.6464367576578455,-0.0,-0.4284225880391748,-0.5298760158366327,1.0,0.0
2018-12-24,-0.0,-0.644711513448832,-0.0,-0.4260964570001561,-0.5305135008584362,1.0,0.0
2018-12-26,-0.0,-0.6473737295368143,-0.0,-0.41459125352367654,-0.5242196187963897,1.0,0.0
2018-12-27,-0.0,-0.6314170205192098,-0.0,-0.38996669124564576,-0.5212947189097105,1.0,0.0
2018-12-28,-0.0,-0.6358250699211798,-0.0,-0.38832951945080096,-0.5184083396898043,1.0,0.0
2018-12-31,-0.0,-0.637579796027366,-0.0,-0.38792949973295354,-0.5178158142373916,1.0,0.0
2019-01-02,-0.0,-0.6368764770157295,-0.0,-0.3859680329326862,-0.5182578202424212,1.0,0.0
2019-01-03,-0.0,-0.6383634187947145,-0.0,-0.38116454922728316,-0.5265167909972758,1.0,0.0
2019-01-04,-0.0,-0.6409931593615404,-0.0,-0.36392196605016464,-0.5286546744362808,1.0,0.0
2019-01-07,-0.0,-0.6305155363686562,-0.0,-0.3586918327393203,-0.5206816926861101,1.0,0.0
2019-01-08,-0.0,-0.6317137476459511,-0.0,-0.35824231010671687,-0.5210546139359699,1.0,0.0
2019-01-09,-0.0,-0.631273695046323,-0.0,-0.358256546737302,-0.5212031434381983,1.0,0.0
2019-01-10,-0.0,-0.6341616781528246,-0.0,-0.3577896272448312,-0.5232657578349011,1.0,0.0
2019-01-11,-0.0,-0.6370297874476147,-0.0,-0.3549398981153856,-0.5175035759993977,1.0,0.0
2019-01-14,-0.0,-0.6361718691142865,-0.0,-0.3569975640993446,-0.5180432435147284,1.0,0.0
2019-01-15,-0.0,-0.6300128389094478,-0.0,-0.36190620043803334,-0.5254890114039725,1.0,0.0
2019-01-16,-0.0,-0.6312811226799457,-0.0,-0.3535787938232483,-0.5301292691514512,1.0,0.0
2019-01-17,-0.0,-0.6293307185598632,-0.0,-0.35364811183184997,-0.5312264293256902,1.0,0.0
2019-01-18,-0.0,-0.6245190360469827,-0.0,-0.35981166464155523,-0.5470585257189146,1.0,0.0
2019-01-22,-0.0,-0.6780732235483709,-0.0,-0.25713854056504004,-0.582817142569371,1.0,0.0
2019-01-23,-0.0,-0.6594413182265513,-0.0,-0.2579928839990916,-0.6059703752302606,1.0,0.0
2019-01-24,-0.0,-0.6512009284488849,-0.0,-0.2715965284085175,-0.6001866989605409,1.0,0.0
2019-01-25,-0.0,-0.654150247870853,-0.0,-0.23348163213423162,-0.6546078555993391,1.0,0.0
2019-01-28,-0.0,-0.6486204704386523,-0.0,-0.2413731722822632,-0.6529179910998093,1.0,0.0
2019-01-29,-0.0,-0.6442489643532961,-0.0,-0.2349000153429141,-0.6780033754411087,1.0,0.0
2019-01-30,-0.0,-0.6505519897304236,-0.0,-0.2440821566110398,-0.6727599486521181,1.0,0.0
2019-01-31,-0.0,-0.6497785514963774,-0.0,-0.2278743503750544,-0.6824454059035866,1.0,0.0
2019-02-01,-0.0,-0.649416683873632,-0.0,-0.23198430724757382,-0.6996438158166425,1.0,0.0
2019-02-04,-0.0,-0.6446014595528508,-0.0,-0.2318780783413703,-0.7022357461512674,1.0,0.0
2019-02-05,-0.0,-0.6499896683541688,-0.0,-0.23427006922202706,-0.698625891104453,1.0,0.0
2019-02-06,-0.0,-0.6370135232786208,-0.0,-0.23601218127387222,-0.7077526582017136,1.0,0.0
2019-02-07,-0.0,-0.6273109352035686,-0.0,-0.22865688574891058,-0.7224814996261248,1.0,0.0
2019-02-08,-0.0,-0.6355969360121734,-0.0,-0.2415082660614345,-0.7020091300647358,1.0,0.0
2019-02-11,-0.0,-0.6274986423935248,-0.0,-0.23901631713687257,-0.7194021359675209,1.0,0.0
2019-02-12,-0.0,-0.6290368528733846,-0.0,-0.24478802475850106,-0.7159505865900085,1.0,0.0
2019-02-13,-0.0,-0.6268841947410606,-0.0,-0.24575329006903326,-0.7128784548956745,1.0,0.0
2019-02-14,-0.0,-0.596063705813803,-0.0,-0.2731322025119772,-0.7204454227631749,1.0,0.0
2019-02-15,-0.0,-0.5882109081487239,-0.0,-0.27798937686228786,-0.7247830029796605,1.0,0.0
2019-02-19,-0.0,-0.578984138484229,-0.0,-0.28584366186249904,-0.7226951639195798,1.0,0.0
2019-02-20,-0.0,-0.5814850280804368,-0.0,-0.28401356142757317,-0.7225601076632417,1.0,0.0
2019-02-21,-0.0,-0.5789119345399932,-0.0,-0.2841347523239856,-0.7263523136280069,1.0,0.0
2019-02-22,-0.0,-0.5704156099580767,-0.0,-0.2922726566947881,-0.7251695046840226,1.0,0.0
2019-02-25,-0.0,-0.5684899606706686,-0.0,-0.2920979093355413,-0.7268681432415649,1.0,0.0
2019-02-26,-0.0,-0.5709588047953187,-0.0,-0.29553869656404547,-0.722741513684265,1.0,0.0
2019-02-27,-0.0,-0.5760976621222331,-0.0,-0.29581151832460734,-0.71999896324711,1.0,0.0
2019-02-28,-0.0,-0.5854159089728269,-0.0,-0.307060840650491,-0.7053047228139451,1.0,0.0
2019-03-01,-0.0,-0.587917510778661,-0.0,-0.3079060828008935,-0.70144408082697,1.0,0.0
2019-03-04,-0.0,-0.5849144755625925,-0.0,-0.30869260518597347,-0.7019752381446778,1.0,0.0
2019-03-05,-0.0,-0.5732011862025909,-0.0,-0.3281046771760054,-0.7000156079288279,1.0,0.0
2019-03-06,-0.0,-0.569631134729603,-0.0,-0.33963738668333854,-0.6957122017297072,1.0,0.0
2019-03-07,-0.0,-0.5734684837272325,-0.0,-0.3354092294864111,-0.6968236183130521,1.0,0.0
2019-03-08,-0.0,-0.5730298913043478,-0.0,-0.3331678511705686,-0.7066785117056855,1.0,0.0
2019-03-11,-0.0,-0.5736619459260622,-0.0,-0.33519009958222756,-0.7186473633043432,1.0,0.0
2019-03-12,-0.0,-0.5543154172933322,-0.0,-0.3456819441146204,-0.738568299955144,1.0,0.0
2019-03-13,-0.0,-0.5593806969801052,-0.0,-0.3450289307511427,-0.7376681021955667,1.0,0.0
2019-03-14,-0.0,-0.5551219512195122,-0.0,-0.3494792353328939,-0.7321555702043506,1.0,0.0
2019-03-15,-0.0,-0.5439269648055041,-0.0,-0.35853400370468375,-0.7437417306165651,1.0,0.0
2019-03-18,-0.0,-0.5548710563511747,-0.0,-0.3665093207456596,-0.7454996399711977,1.0,0.0
2019-03-19,-0.0,-0.5581731541468116,-0.0,-0.36253145580125296,-0.7563848583819672,1.0,0.0
2019-03-20,-0.0,-0.5747374091031511,-0.0,-0.36372205763533527,-0.7547535685429572,1.0,0.0
2019-03-21,-0.0,-0.5781728502127429,-0.0,-0.34916935418304024,-0.7827312393289791,1.0,0.0
2019-03-22,-0.0,-0.5765040650406504,-0.0,-0.3620867208672087,-0.7714092140921409,1.0,0.0
2019-03-25,-0.0,-0.581732206429872,-0.0,-0.3654373997880262,-0.7704432426556511,1.0,0.0
2019-03-26,-0.0,-0.5875723174325947,-0.0,-0.36336098679183493,-0.7780264163300951,1.0,0.0
2019-03-27,-0.0,-0.596439331689948,-0.0,-0.36003834565872367,-0.7824979457682827,1.0,0.0
2019-03-28,-0.0,-0.5977316932854834,-0.0,-0.3575048626140317,-0.7842369120346273,1.0,0.0
2019-03-29,-0.0,-0.5956916844583128,-0.0,-0.3569277932884436,-0.7845568511523512,1.0,0.0
2019-04-01,-0.0,-0.6086312381683997,-0.0,-0.3642898296249555,-0.7706109906993334,1.0,0.0
2019-04-02,-0.0,-0.6157067776196211,-0.0,-0.3729059454724625,-0.7486860834337019,1.0,0.0
2019-04-03,-0.0,-0.6165339463098268,-0.0,-0.3736146457597899,-0.7463536108146567,1.0,0.0
2019-04-04,-0.0,-0.6112295081967213,-0.0,-0.3673770491803279,-0.7536338797814208,1.0,0.0
2019-04-05,-0.0,-0.605133836650652,-0.0,-0.3676870281400137,-0.7725463280713795,1.0,0.0
2019-04-08,-0.0,-0.605408963739097,-0.0,-0.3684513686982281,-0.7689944593779143,1.0,0.0
2019-04-09,-0.0,-0.5855407781930094,-0.0,-0.4080292371949879,-0.7542866564080017,1.0,0.0
2019-04-10,-0.0,-0.580358123695485,-0.0,-0.4112655168625728,-0.7547237174557838,1.0,0.0
2019-04-11,-0.0,-0.5852414541508411,-0.0,-0.36584373304395007,-0.7618827997829627,1.0,0.0
2019-04-12,-0.0,-0.5844818231144873,-0.0,-0.3660607704829083,-0.7624525230602279,1.0,0.0
2019-04-15,-0.0,-0.5821598801579737,-0.0,-0.37992646057469703,-0.7615960778973172,1.0,0.0
2019-04-16,-0.0,-0.585484443716026,-0.0,-0.3801797372230872,-0.7659045589882268,1.0,0.0
2019-04-17,-0.0,-0.575731804340073,-0.0,-0.3764231433979863,-0.791254012235604,1.0,0.0
2019-04-18,-0.0,-0.5663179858880378,-0.0,-0.37835982758147324,-0.8008401284902397,1.0,0.0
2019-04-22,-0.0,-0.5744111644326769,-0.0,-0.3827017485796238,-0.8008991119201279,1.0,0.0
2019-04-23,-0.0,-0.5762482385123373,-0.0,-0.3777182172363294,-0.8091790776712442,1.0,0.0
2019-04-24,-0.0,-0.5811743190445843,-0.0,-0.3856022610767824,-0.8041508492892572,1.0,0.0
2019-04-25,-0.0,-0.5795240208587595,-0.0,-0.3903805614112948,-0.8038666370797737,1.0,0.0
2019-04-26,-0.0,-0.5850223964165733,-0.0,-0.37334826427771556,-0.8411814109742441,1.0,0.0
2019-04-29,-0.0,-0.6129334317008115,-0.0,-0.4013109358152205,-0.8232790420520969,1.0,0.0
2019-04-30,-0.0,-0.6102156640181612,-0.0,-0.3990635641316686,-0.8284052213393871,1.0,0.0
2019-05-01,-0.0,-0.6028513816705007,-0.0,-0.4116895288404192,-0.8254806736531197,1.0,0.0
