Date,ATO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-26,1.0,-0.015673910595653644,-0.4232181060691364,-0.0,-0.49140862515482486,-0.3216980069811958,0.0
2018-10-29,1.0,-0.01574980820434135,-0.42357507107721465,-0.0,-0.4958030597048603,-0.3212915745295365,0.0
2018-10-30,1.0,-0.003772391515507466,-0.4251056043732635,-0.0,-0.4975942533149608,-0.33246741512119093,0.0
2018-10-31,1.0,-0.006885569461265868,-0.4113623110393397,-0.0,-0.49582828690620373,-0.3287803346341901,0.0
2018-11-01,1.0,-0.0,-0.4333325811765236,-0.0,-0.4934223886995961,-0.32971545907890876,0.0
2018-11-02,1.0,-0.0,-0.41319125070106566,-0.0,-0.5025238362310712,-0.3276948962422883,0.0
2018-11-05,1.0,-0.0,-0.4107792499438581,-0.0,-0.5034583426903212,-0.3314619357736358,0.0
2018-11-06,1.0,-0.0,-0.40915841584158413,-0.0,-0.5057605760576057,-0.3353060306030603,0.0
2018-11-07,1.0,-0.0,-0.41420051250651974,-0.0,-0.5130734517087331,-0.34043132185862984,0.0
2018-11-08,1.0,-0.0,-0.40988516099977484,-0.0,-0.5042557982436389,-0.337581625759964,0.0
2018-11-09,1.0,-0.0,-0.41125794957376755,-0.0,-0.5048486761986379,-0.33909160615218076,0.0
2018-11-12,1.0,-0.0,-0.397215912924191,-0.0,-0.5136393280410192,-0.33800346324240443,0.0
2018-11-13,1.0,-0.0,-0.3885065152021383,-0.0,-0.5095222185098564,-0.32939080075732263,0.0
2018-11-14,1.0,-0.0,-0.3886079615067608,-0.0,-0.5095453431645541,-0.32946470339266226,0.0
2018-11-15,1.0,-0.0,-0.39082891630662336,-0.0,-0.5144314284441673,-0.3218119460157677,0.0
2018-11-16,1.0,-0.0,-0.3923395906719579,-0.0,-0.5150711196325858,-0.322044856646007,0.0
2018-11-19,1.0,-0.0,-0.39222024074899686,-0.0,-0.5148684797146679,-0.3220909496210433,0.0
2018-11-20,1.0,-0.0,-0.3788130524357015,-0.0,-0.5076316430739239,-0.3288363128862896,0.0
2018-11-21,1.0,-0.0,-0.3747800844475721,-0.0,-0.5065095003518648,-0.31786593947923997,0.0
2018-11-23,1.0,-0.0,-0.36487526101769424,-0.0,-0.5128475656665568,-0.32032091438619625,0.0
2018-11-26,1.0,-0.0,-0.36620894210699767,-0.0,-0.511699439745139,-0.31919147533780073,0.0
2018-11-27,1.0,-0.0,-0.36527653246440833,-0.0,-0.5069871192074704,-0.3146062501366807,0.0
2018-11-28,1.0,-0.0,-0.3614842690237606,-0.0,-0.5098455345031286,-0.3165886316894937,0.0
2018-11-29,1.0,-0.0,-0.3490486212058753,-0.0,-0.5014427979431993,-0.3191512442776247,0.0
2018-11-30,1.0,-0.0,-0.3690793153596599,-0.0,-0.5193645821680277,-0.3489428347689898,0.0
2018-12-03,1.0,-0.0,-0.37365906427476786,-0.0,-0.5255791940863608,-0.35443522942396105,0.0
2018-12-04,1.0,-0.0,-0.3741842241943861,-0.0,-0.5282162455118217,-0.35580245240837344,0.0
2018-12-06,1.0,-0.0,-0.3294890382672115,-0.0,-0.5314573173410658,-0.33581564957602916,0.0
2018-12-07,1.0,-0.0,-0.33095075765906445,-0.0,-0.5347159603246168,-0.33361191141217095,0.0
2018-12-10,1.0,-0.0,-0.3290243955517834,-0.0,-0.529890535570499,-0.31731627168070337,0.0
2018-12-11,1.0,-0.0,-0.3295162624635346,-0.0,-0.5283667871293595,-0.3191535681630165,0.0
2018-12-12,1.0,-0.0,-0.3295669779896806,-0.0,-0.5283347484379423,-0.31920405808460145,0.0
2018-12-13,1.0,-0.0,-0.3270548317637079,-0.0,-0.5301346325336581,-0.3178328294582074,0.0
2018-12-14,1.0,-0.0,-0.3164468816642729,-0.0,-0.5399747573660617,-0.3196674935805371,0.0
2018-12-17,1.0,-0.0,-0.3140228687973269,-0.0,-0.5347696847403935,-0.3209442600186595,0.0
2018-12-18,1.0,-0.0,-0.31869330076762037,-0.0,-0.539907536636427,-0.322160676901605,0.0
2018-12-19,1.0,-0.0,-0.32015032993925624,-0.0,-0.541734038369095,-0.32314381855525937,0.0
2018-12-20,1.0,-0.0,-0.31042958129418163,-0.0,-0.5454486133768353,-0.3192169657422512,0.0
2018-12-21,1.0,-0.0,-0.3096458779501157,-0.0,-0.5473640945767624,-0.3062495943928873,0.0
2018-12-24,1.0,-0.0,-0.29667991834103363,-0.0,-0.5411625658106801,-0.3110561942623831,0.0
2018-12-26,1.0,-0.0,-0.30334792799964616,-0.0,-0.5749192870726637,-0.33306797576400865,0.0
2018-12-27,1.0,-0.0,-0.2774301031632457,-0.0,-0.5230782374676948,-0.33535530447040734,0.0
2018-12-28,1.0,-0.0,-0.2771164162516831,-0.0,-0.5239265639359679,-0.33623287524845585,0.0
2018-12-31,1.0,-0.0,-0.2786377047077436,-0.0,-0.5234745798948134,-0.33584897592679697,0.0
2019-01-02,1.0,-0.0,-0.2787793246508843,-0.0,-0.5238981202283954,-0.33583541840422576,0.0
2019-01-03,1.0,-0.0,-0.2863448514615834,-0.0,-0.5587554363113141,-0.31860570785641645,0.0
2019-01-04,1.0,-0.0,-0.2901836659991818,-0.0,-0.5406627478845035,-0.3223305987985272,0.0
2019-01-07,1.0,-0.0,-0.2729794397272747,-0.0,-0.5348423571262201,-0.3096110275901497,0.0
2019-01-08,1.0,-0.0,-0.26126030873334743,-0.0,-0.5449777965743287,-0.3083738633960668,0.0
2019-01-09,1.0,-0.0,-0.2619087909298587,-0.0,-0.5450545731449361,-0.30827481174380233,0.0
2019-01-10,1.0,-0.0,-0.25956724649978785,-0.0,-0.552948663555367,-0.3088035638523547,0.0
2019-01-11,1.0,-0.0,-0.2573298931701388,-0.0,-0.5578395206516409,-0.31718446808964323,0.0
2019-01-14,1.0,-0.0,-0.2604595592157197,-0.0,-0.5594290712807493,-0.3136054276631606,0.0
2019-01-15,1.0,-0.0,-0.25892360962681144,-0.0,-0.5571965972726883,-0.3212713204804856,0.0
2019-01-16,1.0,-0.0,-0.26093930450404207,-0.0,-0.5571666880533812,-0.32058685144788057,0.0
2019-01-17,1.0,-0.0,-0.26958386958386954,-0.0,-0.5560918060918061,-0.31932646932646935,0.0
2019-01-18,1.0,-0.0,-0.27063853678550603,-0.0,-0.5557019153944158,-0.3330670064134401,0.0
2019-01-22,1.0,-0.0,-0.20679603387378184,-0.0,-0.6808162049448913,-0.24015915570875357,0.0
2019-01-23,1.0,-0.0,-0.16535800687576926,-0.0,-0.68530622639107,-0.27148677899919355,0.0
2019-01-24,1.0,-0.0,-0.15945722112505575,-0.0,-0.6959716293983988,-0.2681404089953494,0.0
2019-01-25,1.0,-0.0,-0.08126822157434402,-0.0,-0.8269593551706397,-0.2354656148173555,0.0
2019-01-28,1.0,-0.0,-0.07358417875947092,-0.0,-0.8328196566927786,-0.23391550019262872,0.0
2019-01-29,1.0,-0.0,-0.05668623334333091,-0.0,-0.8404815973263636,-0.2451690303783367,0.0
2019-01-30,1.0,-0.0,-0.05518527249737468,-0.0,-0.8391804719144467,-0.24873020295321574,0.0
2019-01-31,1.0,-0.0,-0.06366776068816098,-0.0,-0.8199154814767146,-0.2615569427462085,0.0
2019-02-01,1.0,-0.0,-0.06539263526731014,-0.0,-0.8222661708119263,-0.2620219695178314,0.0
2019-02-04,1.0,-0.0,-0.061094420600858367,-0.0,-0.8248927038626609,-0.25993562231759654,0.0
2019-02-05,1.0,-0.0,-0.04808084275569096,-0.0,-0.8192194640520071,-0.2782295264863009,0.0
2019-02-06,1.0,-0.0,-0.05422073750481819,-0.0,-0.8131183348323269,-0.2741016745899182,0.0
2019-02-07,1.0,-0.0,-0.054918682637296705,-0.0,-0.8196661595491653,-0.2681437356703593,0.0
2019-02-08,1.0,-0.0,-0.06589097728338235,-0.0,-0.8274304223671313,-0.23769338959212377,0.0
2019-02-11,1.0,-0.0,-0.05624626164231394,-0.0,-0.8370076048876357,-0.2429718875502008,0.0
2019-02-12,1.0,-0.0,-0.046977998459036045,-0.0,-0.8428216762263505,-0.2504066432668436,0.0
2019-02-13,1.0,-0.0,-0.053391300623219756,-0.0,-0.8416250829888848,-0.24661084102542136,0.0
2019-02-14,1.0,-0.0,-0.041193914388860234,-0.0,-0.8489771359807461,-0.2587029396596184,0.0
2019-02-15,1.0,-0.0,-0.06286499484713157,-0.0,-0.8365681896255582,-0.24757385778083132,0.0
2019-02-19,1.0,-0.0,-0.06195126129598698,-0.0,-0.8340185875198081,-0.2454494839179408,0.0
2019-02-20,1.0,-0.0,-0.07238095238095239,-0.0,-0.8258319957196362,-0.24196896736222578,0.0
2019-02-21,1.0,-0.0,-0.08308732297950627,-0.0,-0.8227227998117486,-0.23341034527018356,0.0
2019-02-22,1.0,-0.0,-0.08449527726016834,-0.0,-0.8299171110968322,-0.22741973484118314,0.0
2019-02-25,1.0,-0.0,-0.08391081651099729,-0.0,-0.8379029828261525,-0.2302974217707571,0.0
2019-02-26,1.0,-0.0,-0.08470086574492829,-0.0,-0.8445535598914589,-0.2243399233320412,0.0
2019-02-27,1.0,-0.0,-0.08484508984358168,-0.0,-0.8471366398069547,-0.2225406127461542,0.0
2019-02-28,1.0,-0.0,-0.08699870633893919,-0.0,-0.8477792151789565,-0.22132384648555414,0.0
2019-03-01,1.0,-0.0,-0.08804380632087268,-0.0,-0.8483163023326004,-0.21946276893890398,0.0
2019-03-04,1.0,-0.0,-0.07795802755246556,-0.0,-0.8542766404875328,-0.21359598300502125,0.0
2019-03-05,1.0,-0.0,-0.07252072327449212,-0.0,-0.8633981875187905,-0.21157067388223166,0.0
2019-03-06,1.0,-0.0,-0.07126599673623636,-0.0,-0.8624495404964356,-0.2134973804002405,0.0
2019-03-07,1.0,-0.0,-0.05581275720164609,-0.0,-0.8791795267489713,-0.2083547668038409,0.0
2019-03-08,1.0,-0.0,-0.04137514036451585,-0.0,-0.919625118769975,-0.19845383087155566,0.0
2019-03-11,1.0,-0.0,-0.04397946754828606,-0.0,-0.9159996519923439,-0.21506873151209324,0.0
2019-03-12,1.0,-0.0,-0.02855893286682703,-0.0,-0.9266127268751367,-0.2315766455280997,0.0
2019-03-13,1.0,-0.0,-0.04187828371278459,-0.0,-0.9239492119089318,-0.22331436077057795,0.0
2019-03-14,1.0,-0.0,-0.04076009708950165,-0.0,-0.9253460453521681,-0.22059434519253898,0.0
2019-03-15,1.0,-0.0,-0.0380338224649602,-0.0,-0.9264767168958786,-0.22890482770722292,0.0
2019-03-18,1.0,-0.0,-0.04564507589128133,-0.0,-0.9266237204376986,-0.2338731027179668,0.0
2019-03-19,1.0,-0.0,-0.04634108629867691,-0.0,-0.9259381971594549,-0.23652066353013934,0.0
2019-03-20,1.0,-0.0,-0.05365961687520762,-0.0,-0.9217583877754401,-0.23917617096667035,0.0
2019-03-21,1.0,-0.0,-0.05294130660826088,-0.0,-0.9283644167164443,-0.23101258821707482,0.0
2019-03-22,1.0,-0.0,-0.051597928941260494,-0.0,-0.9438939475093734,-0.23627477236207822,0.0
2019-03-25,1.0,-0.0,-0.0009508435972845676,-0.0,-0.9711872277380977,-0.23912610839617007,0.0
2019-03-26,1.0,-0.0,-0.007913045411100491,-0.0,-0.9673031185400875,-0.24754940096468026,0.0
2019-03-27,1.0,-0.0,-0.003977777777777777,-0.0,-0.9708444444444444,-0.24739999999999998,0.0
2019-03-28,1.0,-0.0,-0.0,-0.0,-0.9591809570290835,-0.2592231071278035,0.0
2019-03-29,1.0,-0.0,-0.0,-0.0,-0.9563327493291345,-0.261404714909849,0.0
2019-04-01,1.0,-0.0,-0.0,-0.0,-0.9561139621305964,-0.25588391435144225,0.0
2019-04-02,1.0,-0.0,-0.006122494087483147,-0.0,-0.9772561501226709,-0.2268859271047455,0.0
2019-04-03,1.0,-0.0,-0.009579693716521082,-0.0,-0.9659265186370608,-0.2471827698873108,0.0
2019-04-04,1.0,-0.0,-0.011265280628178815,-0.0,-0.9582403854733649,-0.2612429731417864,0.0
2019-04-05,1.0,-0.0,-0.008186454325847723,-0.0,-0.96781336673526,-0.2607139661805494,0.0
2019-04-08,1.0,-0.0,-0.010400357861775887,-0.0,-0.9678595392529635,-0.2583762021919034,0.0
2019-04-09,1.0,-0.0,-0.0,-0.0,-0.9996194313857175,-0.23901947615849564,0.0
2019-04-10,1.0,-0.0,-0.0,-0.0,-0.9991945407763732,-0.23821456538762723,0.0
2019-04-11,1.0,-0.0,-0.0,-0.0,-0.9932816998861684,-0.23871169341338752,0.0
2019-04-12,1.0,-0.0,-0.0,-0.0,-0.991143927902204,-0.2396047113411261,0.0
2019-04-15,1.0,-0.0,-0.0,-0.0,-0.9907159435815033,-0.24100607034458135,0.0
2019-04-16,1.0,-0.0,-0.0,-0.0,-0.990224959828602,-0.24151937154079628,0.0
2019-04-17,1.0,-0.0,-0.0,-0.0,-1.0085416573498502,-0.22749429810831356,0.0
2019-04-18,1.0,-0.0,-0.0,-0.0,-0.9985925876281752,-0.2353953041574515,0.0
2019-04-22,1.0,-0.0,-0.0,-0.0,-0.9956493607907008,-0.23544766961915173,0.0
2019-04-23,1.0,-0.0,-0.004275502705591556,-0.0,-0.9960139844567661,-0.22655710690983585,0.0
2019-04-24,1.0,-0.0,-0.006477660943253915,-0.0,-0.9850925063223746,-0.22680686809530146,0.0
2019-04-25,1.0,-0.0,-0.008130442509330016,-0.0,-0.9929802736804691,-0.22034387773236183,0.0
2019-04-26,1.0,-0.0,-0.003379354810022455,-0.0,-1.0104493207941483,-0.20945330042908913,0.0
2019-04-29,1.0,-0.0,-0.0,-0.0,-1.008756528503167,-0.213712634737193,0.0
2019-04-30,1.0,-0.0,-0.0,-0.0,-1.0060168738898756,-0.21423179396092362,0.0
2019-05-01,1.0,-0.0,-0.0,-0.0,-1.000401633308789,-0.23089452663051968,0.0
2019-05-02,1.0,-0.0,-0.0,-0.0,-0.9875233936369308,-0.24044202833972017,0.0
2019-05-03,1.0,-0.0,-0.0,-0.0,-0.9853065586179259,-0.24097243866601362,0.0
2019-05-06,1.0,-0.0,-0.0,-0.0,-0.9832951486976443,-0.24103031785928775,0.0
2019-05-07,1.0,-0.0,-0.0,-0.0,-0.9850676517714082,-0.2403195656044152,0.0
2019-05-08,1.0,-0.0,-0.0031879566083683865,-0.0,-0.9561434580473765,-0.2545052025680762,0.0
2019-05-09,1.0,-0.0,-0.004907730230285803,-0.0,-0.9497235237947192,-0.26606115786902357,0.0
2019-05-10,1.0,-0.0,-0.0036391070873829493,-0.0,-0.9519593485110727,-0.26336928061065995,0.0
2019-05-13,1.0,-0.0,-0.0015334696417459328,-0.0,-0.956685038670104,-0.2642012623344297,0.0
2019-05-14,1.0,-0.0,-0.0,-0.0,-0.9480570888219382,-0.2510500736700899,0.0
2019-05-15,1.0,-0.0,-0.0,-0.0,-0.957861897752488,-0.23911944987587055,0.0
2019-05-16,1.0,-0.0,-0.0,-0.0,-0.9544425642265346,-0.24321473309452127,0.0
2019-05-17,1.0,-0.0,-0.0,-0.0,-0.9426358969859168,-0.2510419865748256,0.0
2019-05-20,1.0,-0.0,-0.0,-0.0,-0.945708013172338,-0.24968166849615805,0.0
2019-05-21,1.0,-0.0,-0.0,-0.0,-0.9422056566542425,-0.2502959877219908,0.0
2019-05-22,1.0,-0.0,-0.0,-0.0,-0.9405890945559989,-0.23964942115246254,0.0
2019-05-23,1.0,-0.0,-0.0,-0.0,-0.9540024415765609,-0.225976630624346,0.0
2019-05-24,1.0,-0.0,-0.0,-0.0,-0.9540724325968412,-0.21847096395750507,0.0
2019-05-28,1.0,-0.0,-0.0,-0.0,-0.9502939836410579,-0.21934867978564143,0.0
2019-05-29,1.0,-0.0,-0.0,-0.0,-0.9492852649617146,-0.21986507884861503,0.0
2019-05-30,1.0,-0.0,-0.0,-0.0,-0.9490335442489383,-0.21790760162953973,0.0
2019-05-31,1.0,-0.0,-0.0,-0.0,-0.9400951557093425,-0.22253460207612458,0.0
2019-06-03,1.0,-0.0,-0.0,-0.0,-0.9609643840330351,-0.1897582587749484,0.0
2019-06-04,1.0,-0.0,-0.0,-0.0,-0.9453749811377696,-0.21028692146845154,0.0
2019-06-05,1.0,-0.0,-0.0,-0.0,-0.9719010027736291,-0.16165991039044164,0.0
2019-06-06,1.0,-0.0,-0.0,-0.0,-0.9973396266895516,-0.14812272044625618,0.0
2019-06-07,1.0,-0.0,-0.0,-0.0,-0.991868348781325,-0.15368606247854447,0.0
2019-06-10,1.0,-0.0,-0.0,-0.0,-0.9844218736607525,-0.15837404645581557,0.0
2019-06-11,1.0,-0.0,-0.0,-0.0,-0.9983709165737804,-0.14513847209122868,0.0
2019-06-12,1.0,-0.0,-0.0,-0.0,-0.9994430759344544,-0.14259398093606085,0.0
2019-06-13,1.0,-0.0,-0.0,-0.0,-1.0148518048171506,-0.13758367592931403,0.0
2019-06-14,1.0,-0.0,-0.0,-0.0,-1.0190672950696193,-0.13299761120795403,0.0
2019-06-17,1.0,-0.0,-0.0,-0.0,-1.0235144787229464,-0.1278559442364786,0.0
2019-06-18,1.0,-0.0,-0.0,-0.0,-1.022724338282763,-0.12920163546374006,0.0
2019-06-19,1.0,-0.0,-0.0,-0.0,-1.0229665687388758,-0.12141616451868847,0.0
2019-06-20,1.0,-0.0,-0.0,-0.0,-1.0243535778713169,-0.12322824499613436,0.0
2019-06-21,1.0,-0.0,-0.0,-0.0,-1.0190652038559804,-0.12793868218219293,0.0
2019-06-24,1.0,-0.0,-0.0,-0.0,-0.9778637803814829,-0.14857422331851913,0.0
2019-06-25,1.0,-0.0,-0.0,-0.0,-0.9754117522048666,-0.14976091807459357,0.0
2019-06-26,1.0,-0.0,-0.0,-0.0,-0.9480566499840272,-0.1816419976573315,0.0
2019-06-27,1.0,-0.0,-0.0,-0.0,-1.017371075745717,-0.15673102008870338,0.0
2019-06-28,1.0,-0.0,-0.0,-0.0,-1.0167032775832445,-0.15820265773505296,0.0
2019-07-01,1.0,-0.0,-0.0,-0.0,-1.017071526433682,-0.15764521671052345,0.0
2019-07-02,1.0,-0.0,-0.0,-0.0,-1.0129269140523158,-0.15966368297558006,0.0
2019-07-03,1.0,-0.0,-0.0,-0.0013272122016492242,-1.0184286677835557,-0.15600182763647438,0.0
2019-07-05,1.0,-0.0,-0.0,-0.00806941431670282,-1.0110629067245118,-0.15004338394793926,0.0
2019-07-08,1.0,-0.0,-0.0,-0.008957425119829962,-1.010952783742165,-0.14893617021276595,0.0
2019-07-09,1.0,-0.0,-0.0,-0.008014035391713055,-1.009681821135394,-0.14823799519157876,0.0
2019-07-10,1.0,-0.0,-0.0,-0.002750882665107111,-1.0186930058266728,-0.14460545411224468,0.0
2019-07-11,1.0,-0.0,-0.0,-0.009142708581580259,-1.0183504127217975,-0.13900383473795958,0.0
2019-07-12,1.0,-0.0,-0.0,-0.011286486486486485,-1.023481081081081,-0.1273945945945946,0.0
2019-07-15,1.0,-0.0,-0.0,-0.018250621688831223,-1.025797383500919,-0.11832630554654557,0.0
2019-07-16,1.0,-0.0,-0.0,-0.021943777186262416,-1.023739964076262,-0.11837520829275681,0.0
2019-07-17,1.0,-0.0,-0.0,-0.02321968062149331,-1.0177384548985757,-0.11700474751834268,0.0
2019-07-18,1.0,-0.0,-0.0,-0.030447234125018843,-1.012381301005577,-0.11046273766714756,0.0
2019-07-19,1.0,-0.0,-0.0,-0.030534022394487513,-1.01244616709733,-0.1103359173126615,0.0
2019-07-22,1.0,-0.0,-0.0,-0.030039679116708358,-1.0176615198826877,-0.10877253515052186,0.0
2019-07-23,1.0,-0.0,-0.0,-0.030367734282325032,-1.0173406664509868,-0.10909090909090909,0.0
2019-07-24,1.0,-0.0,-0.0,-0.03531186038996014,-1.0145858020036627,-0.10457826133792955,0.0
2019-07-25,1.0,-0.0,-0.0,-0.037345559430022816,-1.0184037194885702,-0.09671100779198416,0.0
2019-07-26,1.0,-0.0,-0.0,-0.03743683474895172,-1.0184496290721428,-0.09444145790775185,0.0
2019-07-29,1.0,-0.0,-0.0,-0.03816169186372055,-1.016647284317526,-0.09878537278718182,0.0
2019-07-30,1.0,-0.0,-0.0,-0.041569692267907944,-1.0089647444185845,-0.10447375226273597,0.0
2019-07-31,1.0,-0.0,-0.0,-0.04188210961737331,-1.0082083764219234,-0.10433902102723198,0.0
2019-08-01,1.0,-0.0,-0.0,-0.044177743364735234,-1.0047748096528584,-0.10188411407923603,0.0
2019-08-02,1.0,-0.0,-0.0,-0.058408256979164436,-1.0051284252086776,-0.08224792395339356,0.0
2019-08-05,1.0,-0.0,-0.0,-0.055474546468242056,-1.0070549384569198,-0.08182870866749582,0.0
2019-08-06,1.0,-0.0,-0.0,-0.066392954390742,-0.96928182437032,-0.0916227025187202,0.0
2019-08-07,1.0,-0.0,-0.0,-0.06469626515489309,-0.964583731447863,-0.09399749453256045,0.0
2019-08-08,1.0,-0.0,-0.0,-0.06549615727569955,-0.9642690331620738,-0.09328690926075325,0.0
2019-08-09,1.0,-0.0,-0.0,-0.06433267795606858,-0.9573581953869897,-0.0924081943299296,0.0
2019-08-12,1.0,-0.0,-0.0,-0.06280131946206546,-0.9610927852490907,-0.09064958132453692,0.0
2019-08-13,1.0,-0.0,-0.0,-0.05872794800371402,-0.9645901916096902,-0.0868996370389128,0.0
2019-08-14,1.0,-0.0,-0.0,-0.05919697288206853,-0.9578726087870506,-0.08509564851797352,0.0
2019-08-15,1.0,-0.0,-0.0,-0.07149666348903717,-0.937538856882331,-0.06333153728188337,0.0
2019-08-16,1.0,-0.0,-0.0,-0.07468259895444361,-0.939278898016762,-0.06055514065222803,0.0
2019-08-19,1.0,-0.0,-0.0,-0.07607504085051812,-0.9385690942561069,-0.05371584586427286,0.0
2019-08-20,1.0,-0.0,-0.0,-0.07668496429898056,-0.9389780841140782,-0.048000330182838745,0.0
2019-08-21,1.0,-0.0,-0.0,-0.10517117302354272,-0.9165210239539426,-0.03444021795003598,0.0
2019-08-22,1.0,-0.0,-0.0,-0.10206011760351988,-0.9148813684773223,-0.03906410625436901,0.0
2019-08-23,1.0,-0.0,-0.0,-0.10161340047271607,-0.9151371904223615,-0.0385366354948104,0.0
2019-08-26,1.0,-0.0,-0.0,-0.10375469848014382,-0.9097278967151495,-0.029314430462493872,0.0
2019-08-27,1.0,-0.0,-0.0,-0.1012255551703746,-0.9070739615408144,-0.03089377842125655,0.0
2019-08-28,1.0,-0.0,-0.0,-0.09563316100292212,-0.9094141447166765,-0.038396305453951,0.0
2019-08-29,1.0,-0.0,-0.0,-0.09787998122793772,-0.9093431818645554,-0.03321838845926258,0.0
2019-08-30,1.0,-0.0,-0.0,-0.09775863476769822,-0.9086102719033233,-0.03494733404098963,0.0
2019-09-03,1.0,-0.0,-0.0,-0.10883451358135549,-0.8975327034142161,-0.03442786881900369,0.0
2019-09-04,1.0,-0.0,-0.0,-0.11398073737807496,-0.8946690387092816,-0.03619409852156309,0.0
2019-09-05,1.0,-0.0,-0.0,-0.09944717694402666,-0.906040404861591,-0.02695012397870005,0.0
2019-09-06,1.0,-0.0,-0.0,-0.1106554881143298,-0.9186983617872151,-0.0006496011043218774,0.0
2019-09-09,1.0,-0.0,-0.0,-0.11201997239587562,-0.9176950556141917,-0.0,0.0
2019-09-10,1.0,-0.0,-0.0,-0.13505601073454368,-0.8980015044625612,-0.0,0.0
2019-09-11,1.0,-0.0,-0.0,-0.11861094713701224,-0.9169295906527979,-0.0,0.0
2019-09-12,1.0,-0.0,-0.0,-0.12024068465025513,-0.9125688614233732,-0.0,0.0
2019-09-13,1.0,-0.0,-0.0,-0.11618172951885566,-0.9156981469440832,-0.0,0.0
2019-09-16,1.0,-0.0,-0.0,-0.11354173014035301,-0.9176162330144415,-0.0,0.0
2019-09-17,1.0,-0.0,-0.0,-0.11545008713978842,-0.9110566205974142,-0.0,0.0
2019-09-18,1.0,-0.0,-0.0,-0.12282335790070463,-0.90195999028104,-0.0,0.0
2019-09-19,1.0,-0.0,-0.0,-0.12715138032156942,-0.8952978056426333,-0.0,0.0
2019-09-20,1.0,-0.0,-0.0,-0.13925946919853432,-0.8851549689252384,-0.0,0.0
2019-09-23,1.0,-0.0,-0.0,-0.15181198855161848,-0.863748135606885,-0.0,0.0
2019-09-24,1.0,-0.0,-0.0,-0.17846861255497803,-0.8207317073170732,-0.0,0.0
2019-09-25,1.0,-0.0,-0.0,-0.17998117477419745,-0.8227024212444676,-0.0,0.0
2019-09-26,1.0,-0.0,-0.0,-0.20763330898466034,-0.8214227741254769,-0.0,0.0
2019-09-27,1.0,-0.0,-0.0,-0.21320514633111834,-0.8065278422976713,-0.0,0.0
2019-09-30,1.0,-0.0,-0.0,-0.247923025610964,-0.77346324109074,-0.0,0.0
2019-10-01,1.0,-0.0,-0.0,-0.26069308130376834,-0.7587745870188618,-0.0,0.0
2019-10-02,1.0,-0.0,-0.0,-0.26962443503111133,-0.7571697845517745,-0.0,0.0
