Date,CBRE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24398817608053044,-0.49697744400948046,-0.1093978855423291,-0.39341162685414505,-0.41926979308140927,0.0
2018-09-25,1.0,-0.24415508334664748,-0.4967513447302551,-0.10973531448048143,-0.3932204292485488,-0.4189966448314427,0.0
2018-09-26,1.0,-0.24368939818895746,-0.49768945161204164,-0.10505649491145123,-0.3968800918877047,-0.427838769132142,0.0
2018-09-27,1.0,-0.24442664530770258,-0.4953143772527032,-0.10572687224669605,-0.3967427579762382,-0.42763315979175015,0.0
2018-09-28,1.0,-0.24289033084995595,-0.49683569654730436,-0.10614435632460147,-0.39672621431813937,-0.4277016742770168,0.0
2018-10-01,1.0,-0.2434973027826737,-0.4961811675479357,-0.10609944987448593,-0.39707845964856053,-0.42765582438711747,0.0
2018-10-02,1.0,-0.2452709201667201,-0.4830608100887036,-0.1108261194827402,-0.4009030672224003,-0.43173559901677894,0.0
2018-10-03,1.0,-0.2454832157365833,-0.4843382510156083,-0.1111022022664101,-0.4006040196707291,-0.43109899508231775,0.0
2018-10-04,1.0,-0.24588455371459114,-0.48359166221272054,-0.11135756280064137,-0.4009086050240513,-0.43059861036878677,0.0
2018-10-05,1.0,-0.2473446236990663,-0.48727827273456936,-0.11038874173957246,-0.40062070257109994,-0.4298365304866629,0.0
2018-10-08,1.0,-0.2503633134183756,-0.4940793368857312,-0.11238495075084771,-0.4011787502018408,-0.433204155229022,0.0
2018-10-09,1.0,-0.2494954116095697,-0.4943082429559461,-0.11028283861244922,-0.40227132054145703,-0.43475335719475766,0.0
2018-10-10,1.0,-0.24875675675675676,-0.5004864864864865,-0.1065945945945946,-0.40437837837837837,-0.44248648648648653,0.0
2018-10-11,1.0,-0.22656187770490932,-0.49868571276849954,-0.07888378514722671,-0.39914504951809465,-0.4518758463213233,0.0
2018-10-12,1.0,-0.22684684209137215,-0.4964237641531843,-0.07619625748898097,-0.39341233603420517,-0.4464092480667212,0.0
2018-10-15,1.0,-0.213677242397869,-0.5201624601102407,-0.057098399134952654,-0.39491520953661946,-0.45148614078117993,0.0
2018-10-16,1.0,-0.21090254428000316,-0.5408382092081226,-0.04336660400836621,-0.39861269227714385,-0.45384024780916576,0.0
2018-10-17,1.0,-0.2041710388247639,-0.5252098635886674,-0.037486883525708295,-0.39787513116474293,-0.4585781741867786,0.0
2018-10-18,1.0,-0.2068430464969493,-0.5306122448979591,-0.0350042078687145,-0.39717020828950134,-0.460288239006943,0.0
2018-10-19,1.0,-0.19895917780276678,-0.5242291900938832,-0.027720390177567406,-0.40116111823007927,-0.4630351212113287,0.0
2018-10-22,1.0,-0.2019308756966066,-0.5180136574134638,-0.02011982941314984,-0.407786295492007,-0.46851207451401067,0.0
2018-10-23,1.0,-0.20157026956294166,-0.5183721538864172,-0.019052604030358546,-0.4088981941900026,-0.4692227165663439,0.0
2018-10-24,1.0,-0.20259984829859023,-0.5159417257343133,-0.013731593126356812,-0.41090157717155334,-0.4723406481311956,0.0
2018-10-25,1.0,-0.18330731232883726,-0.49033810242891146,-0.009879450231629597,-0.4192367740779606,-0.4567326149829797,0.0
2018-10-26,1.0,-0.17972232836581328,-0.48625652783084955,-0.005757228378550502,-0.4216023436504904,-0.4541077569736339,0.0
2018-10-29,1.0,-0.17429304606316215,-0.48944332935287993,-0.0007622144871566859,-0.41947203943189615,-0.4567443278538581,0.0
2018-10-30,1.0,-0.15423823844232631,-0.49339925582343647,-0.0,-0.4239512717263877,-0.47698659462765686,0.0
2018-10-31,1.0,-0.15522850897259927,-0.4882314066392151,-0.0,-0.42295765339840374,-0.4754206700218596,0.0
2018-11-01,1.0,-0.14768918232605385,-0.4938039614017268,-0.0,-0.4224733367191468,-0.4753682072117827,0.0
2018-11-02,1.0,-0.14448600541725784,-0.5253450277312008,-0.0,-0.42350058042048244,-0.48631497484844577,0.0
2018-11-05,1.0,-0.14584408879710892,-0.5221992772328343,-0.0,-0.4236189984512132,-0.48964894166236445,0.0
2018-11-06,1.0,-0.14673618460108923,-0.5225976305397104,-0.0,-0.42304416281650875,-0.488733448622977,0.0
2018-11-07,1.0,-0.14791596508043417,-0.5246224386705697,-0.0,-0.42688392093878713,-0.49104991840012435,0.0
2018-11-08,1.0,-0.13777456945447045,-0.5245436733010209,-0.0,-0.4228627410539342,-0.49293595957512637,0.0
2018-11-09,1.0,-0.1374065480794019,-0.5244650683165765,-0.0,-0.42338231502964674,-0.4927300850734725,0.0
2018-11-12,1.0,-0.13687811905129393,-0.5190358594433298,-0.0,-0.424936975870762,-0.4915624839224161,0.0
2018-11-13,1.0,-0.11970661146464258,-0.517237854276879,-0.0,-0.4273301132152623,-0.4913746837384037,0.0
2018-11-14,1.0,-0.12005212991592773,-0.5169038918559783,-0.0,-0.42731198732527537,-0.49114558045639234,0.0
2018-11-15,1.0,-0.11974763084625405,-0.5192469794886203,-0.0,-0.43201614345194,-0.48330736417277576,0.0
2018-11-16,1.0,-0.11795002549719531,-0.5143294237633861,-0.0,-0.43136155022947476,-0.48607853136155027,0.0
2018-11-19,1.0,-0.11517348788520948,-0.5163019889192433,-0.0,-0.4341154543365588,-0.4875788291163479,0.0
2018-11-20,1.0,-0.08512963904422978,-0.5115404168784952,-0.0,-0.4393746822572445,-0.5058973055414336,0.0
2018-11-21,1.0,-0.08185542352611891,-0.5130912699422406,-0.0,-0.4404722526144373,-0.5090201267143329,0.0
2018-11-23,1.0,-0.08269988559806789,-0.5064192195245965,-0.0,-0.4434218889030126,-0.5097495868819117,0.0
2018-11-26,1.0,-0.08155369460635833,-0.5149286023366508,-0.0,-0.44152009570595874,-0.5073433960343116,0.0
2018-11-27,1.0,-0.07729198913953665,-0.5160496333324875,-0.0,-0.4390621431652668,-0.505062295414753,0.0
2018-11-28,1.0,-0.07591882349953011,-0.5238627416118462,-0.0,-0.4365141855680577,-0.5036448147113357,0.0
2018-11-29,1.0,-0.06493145843326348,-0.518719547600414,-0.0,-0.4352831284239226,-0.5055918810431446,0.0
2018-11-30,1.0,-0.064287157724563,-0.5190714357886228,-0.0,-0.43518237849853486,-0.5074517530564818,0.0
2018-12-03,1.0,-0.06493112599519778,-0.5191962593201062,-0.0,-0.43551118412738526,-0.5078478453178314,0.0
2018-12-04,1.0,-0.06278876013027342,-0.519856598247873,-0.0,-0.4345477038046908,-0.507485672448181,0.0
