Date,IIPR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.1722398502969653,-2.3698641282239032,-0.0,-1.9035879912130826,-1.6902611667073466,0.0
2018-09-25,1.0,-1.1727420667209114,-2.3696501220504476,-0.0,-1.9036615134255492,-1.6906427990235964,0.0
2018-09-26,1.0,-1.176887368678231,-2.374786220376252,-0.0,-1.9053668865542797,-1.686945190976464,0.0
2018-09-27,1.0,-1.1815302144249513,-2.354857050032489,-0.0,-1.9023716699155298,-1.6834795321637428,0.0
2018-09-28,1.0,-1.17873964593146,-2.3569108331979858,-0.0,-1.9017378593470846,-1.6834497320123438,0.0
2018-10-01,1.0,-1.185206375153249,-2.3776869636289333,-0.0,-1.9135267674703718,-1.696771557008582,0.0
2018-10-02,1.0,-1.1871364195002048,-2.3941827120032775,-0.0,-1.9142974190905364,-1.697664891437935,0.0
2018-10-03,1.0,-1.18378024852845,-2.3761445389143234,-0.0,-1.9139960758665795,-1.7013570961412687,0.0
2018-10-04,1.0,-1.2735671514114628,-2.459880239520958,-0.0,-2.0480752780153977,-1.7727117194183062,0.0
2018-10-05,1.0,-1.2251750611659495,-2.4160971905846624,-0.0,-2.033409263477601,-1.7620011811355776,0.0
2018-10-08,1.0,-1.2190773910104764,-2.413230821223386,-0.0,-2.050861777627577,-1.7657147685028725,0.0
2018-10-09,1.0,-1.2149193207738447,-2.4129424685308773,-0.0,-2.052124693756864,-1.7681000253442596,0.0
2018-10-10,1.0,-1.261260482406847,-2.469093109708654,-0.0,-2.1148093714878535,-1.800207486815942,0.0
2018-10-11,1.0,-1.0038289205702648,-2.3762932790224034,-0.0,-1.9917718940936866,-1.7747454175152748,0.0
2018-10-12,1.0,-1.0152878413886457,-2.338402739071582,-0.0,-1.919898081057409,-1.6888287284019428,0.0
2018-10-15,1.0,-0.9391721558103603,-2.500365942912906,-0.0,-1.9523461006749614,-1.740099211189721,0.0
2018-10-16,1.0,-0.9303498779495525,-2.517412530512612,-0.0,-1.9506102522375917,-1.738405207485761,0.0
2018-10-17,1.0,-0.8488692774407061,-2.3669529587896934,-0.0,-1.9164762430068552,-1.7473012370971555,0.0
2018-10-18,1.0,-0.8478928712091374,-2.3654194564789286,-0.0,-1.9168964159117763,-1.7468294604174872,0.0
2018-10-19,1.0,-0.7919999999999999,-2.2985384615384614,-0.0,-1.8895384615384614,-1.7122307692307692,0.0
2018-10-22,1.0,-0.7972545692912778,-2.3088609547312404,-0.0,-1.8910310788925735,-1.7147374103493482,0.0
2018-10-23,1.0,-0.808372595968178,-2.3136633969259286,-0.0,-1.8874642774387889,-1.7142967482814553,0.0
2018-10-24,1.0,-0.8013709180529882,-2.301601971657424,-0.0,-1.8850893407270486,-1.713724584103512,0.0
2018-10-25,1.0,-0.6787174992696465,-2.1357727139935734,-0.0,-1.890812153082092,-1.598232544551563,0.0
2018-10-26,1.0,-0.6234760419620073,-2.0605330309044514,-0.0,-1.8629146583498724,-1.5411823079104054,0.0
2018-10-29,1.0,-0.56547409854502,-2.079356153792085,-0.0,-1.8347508258944258,-1.549237365572503,0.0
2018-10-30,1.0,-0.5546118208619963,-2.0767934858907764,-0.0,-1.8326547802892037,-1.55545416257195,0.0
2018-10-31,1.0,-0.563607419712071,-2.008651716500554,-0.0,-1.8169988925802878,-1.532045957918051,0.0
2018-11-01,1.0,-0.5184903047091413,-2.049792243767313,-0.0,-1.8195983379501384,-1.537257617728532,0.0
2018-11-02,1.0,-0.5341346153846154,-1.967032967032967,-0.0,-1.843818681318681,-1.5231456043956042,0.0
2018-11-05,1.0,-0.5281207133058985,-1.9796296296296294,-0.0,-1.8421810699588475,-1.5087791495198901,0.0
2018-11-06,1.0,-0.5441034814916746,-1.9982798954176415,-0.0,-1.8388606027246457,-1.499174349800468,0.0
2018-11-07,1.0,-0.5444230504744877,-1.9968367487278231,-0.0,-1.8371613258148811,-1.498143309035896,0.0
2018-11-08,1.0,-0.47398882831953704,-1.9752338649976444,-0.0,-1.7921125243959892,-1.4886600713372367,0.0
2018-11-09,1.0,-0.484562547699993,-2.0423922847429403,-0.0,-1.8647054742246583,-1.5464511205162006,0.0
2018-11-12,1.0,-0.47915809680515564,-1.9908816673522556,-0.0,-1.8607568901686549,-1.5250925545043195,0.0
2018-11-13,1.0,-0.4070491137870383,-1.9782843999458801,-0.0,-1.8680151535651466,-1.5116357732377215,0.0
2018-11-14,1.0,-0.41047354515276746,-1.9793374432626516,-0.0,-1.8715534177901227,-1.5132443601382022,0.0
2018-11-15,1.0,-0.41448360993005073,-2.016458647647785,-0.0,-1.9170895624742834,-1.5096694554930736,0.0
2018-11-16,1.0,-0.4055525313010343,-1.9857103973870442,-0.0,-1.902626565051715,-1.5106831790963529,0.0
2018-11-19,1.0,-0.4023558586484811,-2.014879107253565,-0.0,-1.9344217124750294,-1.5367500172211892,0.0
2018-11-20,1.0,-0.28091046623573096,-2.00838949250447,-0.0,-1.9703617109063405,-1.6170402970705544,0.0
2018-11-21,1.0,-0.2865878242171751,-1.9659319983873134,-0.0,-1.9366348609057922,-1.5303722617927698,0.0
2018-11-23,1.0,-0.2888784482180012,-1.960265789650312,-0.0,-1.934089536210484,-1.5286260822874018,0.0
2018-11-26,1.0,-0.2905732397246268,-2.0179946833889986,-0.0,-1.959171153977234,-1.5484288732874378,0.0
2018-11-27,1.0,-0.33043478260869563,-2.4585346215781,-0.0,-2.3583735909822865,-1.9041867954911431,0.0
2018-11-28,1.0,-0.3598776151492599,-2.4761432233523526,-0.0,-2.4516662532043334,-1.9814768874555528,0.0
2018-11-29,1.0,-0.2511887194622069,-2.4554025250040987,-0.0,-2.467371700278734,-2.0241023118544024,0.0
2018-11-30,1.0,-0.2506351938365708,-2.4562740758954185,-0.0,-2.4700434390623722,-2.019096795344644,0.0
2018-12-03,1.0,-0.24314337329610775,-2.4660863852849397,-0.0,-2.4777467564460505,-2.024552471670225,0.0
2018-12-04,1.0,-0.22122024534893167,-2.453570558128199,-0.0,-2.4482898692013975,-2.00105613778536,0.0
2018-12-06,1.0,-0.17849005012912048,-2.191402096308674,-0.0,-2.3777153273583473,-1.84763785508127,0.0
2018-12-07,1.0,-0.18496846264913747,-2.192111862603541,-0.0,-2.379816095447982,-1.8423892393038983,0.0
2018-12-10,1.0,-0.09807577565632458,-2.197195704057279,-0.0,-2.3769391408114555,-1.7860978520286395,0.0
2018-12-11,1.0,-0.110655126100582,-2.1938516639307566,-0.0,-2.380465602148933,-1.7766005073869573,0.0
2018-12-12,1.0,-0.11146758188465268,-2.193389539655301,-0.0,-2.379840334253525,-1.776318734611654,0.0
2018-12-13,1.0,-0.11058981233243967,-2.180145963658028,-0.0,-2.3871760500446824,-1.769213583556747,0.0
2018-12-14,1.0,-0.1272333109067803,-2.1473424534649026,-0.0,-2.421843462659789,-1.7790984525678404,0.0
2018-12-17,1.0,-0.0746501935099732,-2.149821375409348,-0.0,-2.391708841917237,-1.826436439416493,0.0
2018-12-18,1.0,-0.04520677374809216,-2.0880151173777164,-0.0,-2.341521912929719,-1.7932989316084018,0.0
2018-12-19,1.0,-0.05443959243085881,-2.0884279475982535,-0.0,-2.340684133915575,-1.794395924308588,0.0
2018-12-20,1.0,-0.05090700509070051,-2.0344160034416,-0.0,-2.324585932458593,-1.7600917760091774,0.0
2018-12-21,1.0,-0.03663184641445511,-2.013763410502541,-0.0,-2.3059006211180124,-1.7017927724449462,0.0
2018-12-24,1.0,-0.021080368906455864,-1.9626932945010749,-0.0,-2.2626724915054433,-1.687885722210665,0.0
2018-12-26,1.0,-0.018782514694953043,-1.9436524559151407,-0.0,-2.172826160394568,-1.6210391189784474,0.0
2018-12-27,1.0,-0.0,-1.7463144963144963,-0.0,-1.882862407862408,-1.5133906633906633,0.0
2018-12-28,1.0,-0.0,-1.7776194311915234,-0.0,-1.8970816035689944,-1.5214697317058057,0.0
2018-12-31,1.0,-0.0,-1.7908610506683245,-0.0,-1.901025800435188,-1.525085483369599,0.0
2019-01-02,1.0,-0.0,-1.7927299887962156,-0.0,-1.8985435080293789,-1.532988920702104,0.0
2019-01-03,1.0,-0.0,-1.789856423643483,-0.0,-1.9068929081981478,-1.5186773572005718,0.0
2019-01-04,1.0,-0.0,-1.7813765182186234,-0.0,-1.846705925653294,-1.5061342166605325,0.0
2019-01-07,1.0,-0.0,-1.6849728068101206,-0.0,-1.7972333885079215,-1.4293568219437218,0.0
2019-01-08,1.0,-0.0,-1.6924626688788813,-0.0,-1.7982341787153355,-1.4348186774117089,0.0
2019-01-09,1.0,-0.0,-1.678714859437751,-0.0,-1.792227734467281,-1.4350933144342075,0.0
2019-01-10,1.0,-0.0,-1.6727283462242428,-0.0,-1.798665643266222,-1.4327803034775934,0.0
2019-01-11,1.0,-0.0,-1.617389772793988,-0.0,-1.7967474901661478,-1.4568191158339692,0.0
2019-01-14,1.0,-0.0,-1.6166979582257686,-0.0,-1.79388641164046,-1.456582961746069,0.0
2019-01-15,1.0,-0.0,-1.6210777016969338,-0.0,-1.8282822268532302,-1.5047930931824949,0.0
2019-01-16,1.0,-0.0,-1.6246356985665853,-0.0,-1.786593707250342,-1.5365490989115567,0.0
2019-01-17,1.0,-0.0,-1.604383401519579,-0.0,-1.7477498538866159,-1.4924021040327295,0.0
2019-01-18,1.0,-0.0,-1.5998107292837287,-0.0,-1.7602768084225469,-1.5546223457739399,0.0
2019-01-22,1.0,-0.0,-1.659353635798633,-0.0,-2.041081417029211,-1.5145431945307646,0.0
2019-01-23,1.0,-0.0,-1.5750752634219771,-0.0,-2.0950827897641746,-1.6017937782237832,0.0
2019-01-24,1.0,-0.0,-1.5552634872950306,-0.0,-2.1149705845537614,-1.588308924771561,0.0
2019-01-25,1.0,-0.0,-1.4527239392352018,-0.0,-2.4131089575694085,-1.6821634363541123,0.0
2019-01-28,1.0,-0.0,-1.4188073394495413,-0.0,-2.456553079947575,-1.6777195281782438,0.0
2019-01-29,1.0,-0.0,-1.368772504091653,-0.0,-2.45342062193126,-1.7244517184942716,0.0
2019-01-30,1.0,-0.0,-1.3844987807289264,-0.0,-2.478151980491663,-1.7280036907664929,0.0
2019-01-31,1.0,-0.0,-1.4093388751785947,-0.0,-2.3643330302636705,-1.72061306663203,0.0
2019-02-01,1.0,-0.0,-1.4057094550656783,-0.0,-2.3828196124333463,-1.7142671348679934,0.0
2019-02-04,1.0,-0.0,-1.4098360655737705,-0.0,-2.378350247202706,-1.7170830080666148,0.0
2019-02-05,1.0,-0.0,-1.4107456854444806,-0.0,-2.371084337349398,-1.7307717355910128,0.0
2019-02-06,1.0,-0.0,-1.415992695016958,-0.0,-2.362901121836681,-1.7434776937124965,0.0
2019-02-07,1.0,-0.0,-1.430339138405133,-0.0,-2.3876522194579026,-1.7290166295665839,0.0
2019-02-08,1.0,-0.0,-1.4203734032099575,-0.0,-2.409695381591877,-1.7208647232230592,0.0
2019-02-11,1.0,-0.0,-1.3784597264934895,-0.0,-2.427533861152915,-1.737158934764117,0.0
2019-02-12,1.0,-0.0,-1.4081888310147028,-0.0,-2.4373969802861475,-1.7476758752554886,0.0
2019-02-13,1.0,-0.0,-1.4566432187232923,-0.0,-2.408848859378082,-1.708631911116955,0.0
2019-02-14,1.0,-0.0,-1.4256108058001722,-0.0,-2.46288816791366,-1.732768324174005,0.0
2019-02-15,1.0,-0.0,-1.461914792416933,-0.0,-2.5338044438404568,-1.799075898620643,0.0
2019-02-19,1.0,-0.0,-1.461758691206544,-0.0,-2.5466939331970004,-1.8081799591002046,0.0
2019-02-20,1.0,-0.0,-1.4574989783408254,-0.0,-2.55046996322027,-1.8030922217681515,0.0
2019-02-21,1.0,-0.0,-1.4765141730677724,-0.0,-2.542247297940317,-1.7788729522126299,0.0
2019-02-22,1.0,-0.0,-1.4996551724137932,-0.0,-2.603586206896552,-1.7933103448275862,0.0
2019-02-25,1.0,-0.0,-1.4999653667659485,-0.0,-2.627762000415599,-1.7989194430975965,0.0
2019-02-26,1.0,-0.0,-1.5006663393420776,-0.0,-2.665778214210563,-1.8477239250894297,0.0
2019-02-27,1.0,-0.0,-1.4963144963144965,-0.0,-2.679115479115479,-1.8446472446472448,0.0
2019-02-28,1.0,-0.0,-1.4945024161355838,-0.0,-2.6688843756565586,-1.839974788150431,0.0
2019-03-01,1.0,-0.0,-1.4853731760106124,-0.0,-2.6698317391607906,-1.8265726453955178,0.0
2019-03-04,1.0,-0.0,-1.4603019289907742,-0.0,-2.6774531730500417,-1.851341906625664,0.0
2019-03-05,1.0,-0.0,-1.4529782761037142,-0.0,-2.697897687456202,-1.856832515767344,0.0
2019-03-06,1.0,-0.0,-1.4533978539869556,-0.0,-2.69878673118732,-1.8608598078406622,0.0
2019-03-07,1.0,-0.0,-1.4550589219719683,-0.0,-2.6832856844013664,-1.8346698277665434,0.0
2019-03-08,1.0,-0.0,-1.4166491043203373,-0.0,-2.775131717597471,-1.8332279592553566,0.0
2019-03-11,1.0,-0.0,-1.4227741196679071,-0.0,-2.7969510449470367,-1.9373747494989977,0.0
2019-03-12,1.0,-0.0,-1.3202808338158656,-0.0,-2.846048060220035,-2.0716560509554136,0.0
2019-03-13,1.0,-0.0,-1.3593738570697096,-0.0,-2.8736010533245553,-2.0817789481383953,0.0
2019-03-14,1.0,-0.0,-1.3540359071668369,-0.0,-2.872354400817399,-2.0717413516275,0.0
2019-03-15,1.0,-0.0,-1.3371768507638073,-0.0,-2.893213866039953,-2.113983548766157,0.0
2019-03-18,1.0,-0.0,-1.3308281141266527,-0.0,-2.6801670146137786,-1.9479471120389702,0.0
2019-03-19,1.0,-0.0,-1.356349317958093,-0.0,-2.6702995359302486,-2.0047110111095483,0.0
