Date,IWF,IWM,MTUM,SPY,STNG,VLUE,VXX
2018-10-15,-0.977640026566305,-2.257324182717143,-0.03365065308833297,-1.5738321895063094,1.0,-1.5370821341598406,0.0
2018-10-16,-0.9751364910727461,-2.2653829127932714,-0.02737199350745168,-1.5734838424081452,1.0,-1.5365205843293492,0.0
2018-10-17,-0.9292079919505533,-2.171266350438407,-0.0,-1.549734080781946,1.0,-1.5368693402328588,0.0
2018-10-18,-0.9289205117148196,-2.171553830674141,-0.0,-1.549734080781946,1.0,-1.5367974701739253,0.0
2018-10-19,-0.890925886449229,-2.143821502167271,-0.0,-1.544020464719676,1.0,-1.5270375897107937,0.0
2018-10-22,-0.8908458206093317,-2.129252183793765,-0.0,-1.5496058518571125,1.0,-1.5321355017399332,0.0
2018-10-23,-0.8899467140319718,-2.1301598579040855,-0.0,-1.5512611012433395,1.0,-1.5334280639431617,0.0
2018-10-24,-0.8859617979123766,-2.1305829723780443,-0.0,-1.551018959028616,1.0,-1.5331960519775616,0.0
2018-10-25,-0.7980098828944696,-2.006498341569079,-0.0,-1.524741081703107,1.0,-1.4398564949570163,0.0
2018-10-26,-0.7630650422741495,-1.9679115904400504,-0.0,-1.5155449038013447,1.0,-1.410891418680514,0.0
2018-10-29,-0.7119829481116365,-2.0087923799373875,-0.0,-1.5027642709651634,1.0,-1.4373542929461134,0.0
2018-10-30,-0.6838593447654634,-2.014145592847134,-0.0,-1.508640822045773,1.0,-1.4658036965369987,0.0
2018-10-31,-0.6894660322495374,-1.9678826328310863,-0.0,-1.5000660851176313,1.0,-1.451097012952683,0.0
2018-11-01,-0.7125457570715474,-1.966522462562396,-0.0,-1.514009983361065,1.0,-1.4625623960066556,0.0
2018-11-02,-0.7137480190174327,-1.929477020602219,-0.0,-1.5113576333861596,1.0,-1.4486925515055469,0.0
2018-11-05,-0.7042866711319491,-2.0164099129269926,-0.0,-1.544943067649029,1.0,-1.4322839919624917,0.0
2018-11-06,-0.7065952460662872,-2.0170739872782057,-0.0,-1.5426180113826582,1.0,-1.4293940408436558,0.0
2018-11-07,-0.7050836120401338,-2.0159866220735787,-0.0,-1.540200668896321,1.0,-1.4276923076923076,0.0
2018-11-08,-0.6327490093357513,-2.058298072402445,-0.0,-1.5475854657801063,1.0,-1.4777352407817852,0.0
2018-11-09,-0.6321761901564493,-2.0574095212515946,-0.0,-1.5479755589874438,1.0,-1.4770697643188075,0.0
2018-11-12,-0.6288384512683579,-2.0226969292389856,-0.0,-1.5558744993324434,1.0,-1.4681575433911882,0.0
2018-11-13,-0.5920253498811724,-2.0119487721151303,-0.0,-1.5454845524161607,1.0,-1.452138896223924,0.0
2018-11-14,-0.5912365342673981,-2.015266671072632,-0.0,-1.547617474059877,1.0,-1.4547617474059877,0.0
2018-11-15,-0.5910173303347003,-2.0242095515279797,-0.0,-1.560920756713851,1.0,-1.4385500727609473,0.0
2018-11-16,-0.5830092928227772,-2.004152112304752,-0.0,-1.5567784881038687,1.0,-1.4467145587556844,0.0
2018-11-19,-0.5885145381420189,-2.0032966308432782,-0.0,-1.5550207687743127,1.0,-1.4464956814135954,0.0
2018-11-20,-0.5024224171795209,-1.9890009165902844,-0.0,-1.5651433809087338,1.0,-1.4904412727510803,0.0
2018-11-21,-0.4984772889263267,-1.9743406985032077,-0.0,-1.550573446510724,1.0,-1.4562301561588804,0.0
2018-11-23,-0.49857291126102754,-1.9800207576543853,-0.0,-1.550726517903477,1.0,-1.4574468085106382,0.0
2018-11-26,-0.4969846313468646,-1.987743985474353,-0.0,-1.5467220024641721,1.0,-1.4532131508981259,0.0
2018-11-27,-0.5118280983046393,-2.0059797608095673,-0.0,-1.574714154290971,1.0,-1.4786437113944013,0.0
2018-11-28,-0.5223485850304151,-1.987966146522084,-0.0,-1.6024861147844485,1.0,-1.4992065591113461,0.0
2018-11-29,-0.4713802523741382,-1.9547938077273321,-0.0,-1.5835826720437103,1.0,-1.494731364641603,0.0
2018-11-30,-0.4732212666145426,-1.9599947875944745,-0.0,-1.5912170966901225,1.0,-1.4910737555381808,0.0
2018-12-03,-0.4674679905931539,-1.96949307551607,-0.0,-1.5987718839822316,1.0,-1.4967990593153908,0.0
2018-12-04,-0.4479159872154458,-1.9837583980170896,-0.0,-1.594416541647642,1.0,-1.4967060204813776,0.0
2018-12-06,-0.4270435446906035,-1.8612808759867585,-0.0,-1.623503947033359,1.0,-1.4543544690603514,0.0
2018-12-07,-0.4229936305732484,-1.8633757961783437,-0.0,-1.6254777070063693,1.0,-1.4576433121019108,0.0
2018-12-10,-0.34953318838726183,-1.919427036705461,-0.0,-1.675022381378693,1.0,-1.4507609668755594,0.0
2018-12-11,-0.3578920440010233,-1.9165387567152725,-0.0,-1.6770273727295983,1.0,-1.4439754412893324,0.0
2018-12-12,-0.3568777991042867,-1.917530390275112,-0.0,-1.6770953294945616,1.0,-1.4465131158029432,0.0
2018-12-13,-0.3581678411274824,-1.9210121716848176,-0.0,-1.677642536835362,1.0,-1.4492632927610507,0.0
2018-12-14,-0.3555112283636832,-1.9468502670355834,-0.0,-1.6754391609291552,1.0,-1.4567917122450293,0.0
2018-12-17,-0.3348054275473631,-1.942652329749104,-0.0,-1.6586021505376345,1.0,-1.4643497183819765,0.0
2018-12-18,-0.32112192329708067,-1.9310564141703237,-0.0,-1.6496851745850027,1.0,-1.4581822807352285,0.0
2018-12-19,-0.3070489081854169,-1.942855318605542,-0.0,-1.6657515004469416,1.0,-1.4692248754948283,0.0
2018-12-20,-0.30155902004454344,-1.9149856824689784,-0.0,-1.6847597836461978,1.0,-1.4621062678969137,0.0
2018-12-21,-0.290100448543812,-1.9113652157432561,-0.0,-1.6810916671931266,1.0,-1.4350243224461432,0.0
2018-12-24,-0.22410243211941835,-1.8942864496203835,-0.0,-1.7437910178870157,1.0,-1.5719984557971947,0.0
2018-12-26,-0.22987606001304633,-1.983953033268102,-0.0,-1.7294846705805609,1.0,-1.579843444227006,0.0
2018-12-27,-0.12240471025720484,-1.8994731949178802,-0.0,-1.5890300588782151,1.0,-1.5867988844127672,0.0
2018-12-28,-0.11500588344584133,-1.9070415557069422,-0.0,-1.5881587911067072,1.0,-1.5828946553539356,0.0
2018-12-31,-0.11789121546276791,-1.9036055011770536,-0.0,-1.589084376161566,1.0,-1.5843761615661007,0.0
2019-01-02,-0.10616822429906542,-1.9170716510903427,-0.0,-1.6001869158878503,1.0,-1.6071028037383177,0.0
2019-01-03,-0.09309027125227087,-1.9313412265864813,-0.0,-1.6020798095596067,1.0,-1.6380379627889494,0.0
2019-01-04,-0.0,-1.9932015611230012,-0.0,-1.6036761928742287,1.0,-1.6979730580385244,0.0
2019-01-07,-0.0,-1.9190283400809718,-0.0,-1.5719543614280456,1.0,-1.6431726168568275,0.0
2019-01-08,-0.0,-1.8934401173809379,-0.0,-1.5836644861527176,1.0,-1.6365470440789875,0.0
2019-01-09,-0.0,-1.8693899981681625,-0.0,-1.5846003541552178,1.0,-1.6521340904927642,0.0
2019-01-10,-0.0,-1.8636086000488639,-0.0,-1.5935133154165648,1.0,-1.6508673344734914,0.0
2019-01-11,-0.0,-1.803386127799017,-0.0,-1.5895988834273926,1.0,-1.675283694398932,0.0
2019-01-14,-0.0,-1.8056380721430734,-0.0,-1.5940588056986964,1.0,-1.6627462867535616,0.0
2019-01-15,-0.0,-1.7990889766170666,-0.0,-1.5939872456726392,1.0,-1.68041299726693,0.0
2019-01-16,-0.0,-1.7985803555178062,-0.0,-1.5828429290784445,1.0,-1.68543347691561,0.0
2019-01-17,-0.0,-1.7850456072971674,-0.0,-1.5594095055208832,1.0,-1.6565650504080653,0.0
2019-01-18,-0.0,-1.7789690471863833,-0.0,-1.5758071355018475,1.0,-1.7025864679871587,0.0
2019-01-22,-0.0,-1.8389144777791608,-0.0,-1.6508776297771692,1.0,-1.7345947964645836,0.0
2019-01-23,-0.0,-1.7877936031984007,-0.0,-1.6669790104947524,1.0,-1.792166416791604,0.0
2019-01-24,-0.0,-1.7941615834681939,-0.0,-1.6401095481140298,1.0,-1.7900535291920827,0.0
2019-01-25,-0.0,-1.6883305910644224,-0.0,-1.7469307682571829,1.0,-1.8929882293380587,0.0
2019-01-28,-0.0,-1.6304689959080896,-0.0,-1.7923197985520933,1.0,-1.872458293988039,0.0
2019-01-29,-0.0,-1.62356358126026,-0.0,-1.7961863871700974,1.0,-1.8941785578987247,0.0
2019-01-30,-0.0,-1.6203633610900832,-0.0,-1.7904365379762808,1.0,-1.8975523593237449,0.0
2019-01-31,-0.0,-1.6511775534818764,-0.0,-1.7237351615565288,1.0,-1.9730844918428234,0.0
2019-02-01,-0.0,-1.6612872114704558,-0.0,-1.7543239246447628,1.0,-2.0140165884395294,0.0
2019-02-04,-0.0,-1.672234619062799,-0.0,-1.730379343321645,1.0,-1.972904048453937,0.0
2019-02-05,-0.0,-1.651932997898223,-0.0,-1.7116744156423156,1.0,-2.0054773581300553,0.0
2019-02-06,-0.0,-1.6521877994251037,-0.0,-1.7076333439795595,1.0,-2.02791440434366,0.0
2019-02-07,-0.0,-1.6759312873962553,-0.0,-1.7475390851187027,1.0,-2.0102940230328765,0.0
2019-02-08,-0.0,-1.6603858811382848,-0.0,-1.7633090275537202,1.0,-2.0291669355359105,0.0
2019-02-11,-0.0,-1.6456172199170125,-0.0,-1.7706172199170127,1.0,-2.0671680497925315,0.0
2019-02-12,-0.0,-1.6812019293442837,-0.0,-1.778255768478686,1.0,-2.058597314561335,0.0
2019-02-13,-0.0,-1.687817258883249,-0.0,-1.7723545490042956,1.0,-2.047767799036835,0.0
2019-02-14,-0.0,-1.6762260197734564,-0.0,-1.7940155830550646,1.0,-2.0772605251096703,0.0
2019-02-15,-0.0,-1.7770139491423613,-0.0,-1.8087832877260894,1.0,-2.0885003003403857,0.0
2019-02-19,-0.0,-1.750976627160167,-0.0,-1.801496391445408,1.0,-2.0687280672714032,0.0
2019-02-20,-0.0,-1.7817677734503925,-0.0,-1.770017822958611,1.0,-2.0493101854907914,0.0
2019-02-21,-0.0,-1.7723818962669307,-0.0,-1.7782623059134455,1.0,-2.0564915758176414,0.0
2019-02-22,-0.0,-1.7544010021757763,-0.0,-1.7929056504252654,1.0,-2.0459550339552974,0.0
2019-02-25,-0.0,-1.7263828669031667,-0.0,-1.7972014189988175,1.0,-2.0458546840099854,0.0
2019-02-26,-0.0,-1.724144723882067,-0.0,-1.7996585461947598,1.0,-2.0425503972683696,0.0
2019-02-27,-0.0,-1.7131686161124982,-0.0,-1.811341832041004,1.0,-2.046655276646077,0.0
2019-02-28,-0.0,-1.6967380560131795,-0.0,-1.8048764415156509,1.0,-2.088171334431631,0.0
2019-03-01,-0.0,-1.6908600381654275,-0.0,-1.8071987892347174,1.0,-2.08218727380404,0.0
2019-03-04,-0.0,-1.6816447368421052,-0.0,-1.7967105263157896,1.0,-2.100592105263158,0.0
2019-03-05,-0.0,-1.654953345245186,-0.0,-1.8550062868109325,1.0,-2.1077360862947523,0.0
2019-03-06,-0.0,-1.6443652678807072,-0.0,-1.8501583531274741,1.0,-2.1035233570863023,0.0
2019-03-07,-0.0,-1.6235108273547028,-0.0,-1.8624366484565258,1.0,-2.0960310669387217,0.0
2019-03-08,-0.0,-1.6003716238635612,-0.0,-1.9238171079700046,1.0,-2.111951688897737,0.0
2019-03-11,-0.0,-1.6019763377251948,-0.0,-1.940844312987362,1.0,-2.179416509814466,0.0
2019-03-12,-0.0,-1.534268973974656,-0.0,-1.9943452786483171,1.0,-2.2843030385611116,0.0
2019-03-13,-0.0,-1.5596948243865558,-0.0,-2.021857172314248,1.0,-2.2917726304213346,0.0
2019-03-14,-0.0,-1.5692170696623056,-0.0,-1.997671073361189,1.0,-2.2828960887732035,0.0
2019-03-15,-0.0,-1.5586292320396367,-0.0,-2.0110789980732178,1.0,-2.3117258464079273,0.0
2019-03-18,-0.0,-1.5933235355868152,-0.0,-2.045839456924907,1.0,-2.3591573937994266,0.0
2019-03-19,-0.0,-1.5984036967023734,-0.0,-2.022964363229013,1.0,-2.379962192816635,0.0
2019-03-20,-0.0,-1.6016943219211648,-0.0,-2.00777147658055,1.0,-2.391934467548834,0.0
2019-03-21,-0.0,-1.6012059174086797,-0.0,-2.0656944541821494,1.0,-2.344247353291734,0.0
2019-03-22,-0.0,-1.6003688466449142,-0.0,-2.152220173074195,1.0,-2.3406866222159173,0.0
2019-03-25,-0.0,-1.4270614587708246,-0.0,-2.2215455690886183,1.0,-2.3512529749405013,0.0
2019-03-26,-0.0,-1.443357725865466,-0.0,-2.2334646777371234,1.0,-2.35948494230228,0.0
2019-03-27,-0.0,-1.3292217527599837,-0.0,-2.1796374540002725,1.0,-2.3059152242060788,0.0
2019-03-28,-0.0,-1.3268036311514573,-0.0,-2.177530543990171,1.0,-2.321138488840352,0.0
2019-03-29,-0.0,-1.3305436483636117,-0.0,-2.161325440566102,1.0,-2.3122405933183647,0.0
2019-04-01,-0.0,-1.3445840407470289,-0.0,-2.1464855687606113,1.0,-2.300101867572156,0.0
2019-04-02,-0.0,-1.3814061117538965,-0.0,-2.196011706254679,1.0,-2.2285442047233377,0.0
2019-04-03,-0.0,-1.3831667686450473,-0.0,-2.192603168128357,1.0,-2.2227887687810184,0.0
2019-04-04,-0.0,-1.3726927252985885,-0.0,-2.1824782844733988,1.0,-2.23093105320304,0.0
2019-04-05,-0.0,-1.3633025027203483,-0.0,-2.199265505984766,1.0,-2.2383025027203485,0.0
2019-04-08,-0.0,-1.3531090723751276,-0.0,-2.205912334352701,1.0,-2.236833163438668,0.0
2019-04-09,-0.0,-1.3275306695908435,-0.0,-2.279967103008704,1.0,-2.2460420807346995,0.0
2019-04-10,-0.0,-1.3130865484880083,-0.0,-2.1606491136600625,1.0,-2.0435349322210636,0.0
2019-04-11,-0.0,-1.337076438140268,-0.0,-2.191620698712897,1.0,-2.0382190701339638,0.0
2019-04-12,-0.0,-1.3443188739256953,-0.0,-2.2882858496311833,1.0,-2.1346010692292072,0.0
2019-04-15,-0.0,-1.3473078225533355,-0.0,-2.282560108364375,1.0,-2.1429055198103626,0.0
2019-04-16,-0.0,-1.3537493232268545,-0.0,-2.282079047103411,1.0,-2.13183540877098,0.0
2019-04-17,-0.0,-1.3045122939746014,-0.0,-2.3307214266414484,1.0,-2.1196973790867335,0.0
2019-04-18,-0.0,-1.27214587018642,-0.0,-2.3478704585657915,1.0,-2.183630425908287,0.0
2019-04-22,-0.0,-1.2971859986273164,-0.0,-2.368496911461908,1.0,-2.197735072065889,0.0
2019-04-23,-0.0,-1.3104158089748867,-0.0,-2.3741594620557156,1.0,-2.17695896802525,0.0
2019-04-24,-0.0,-1.300780714970552,-0.0,-2.3674154225448567,1.0,-2.1801123133817284,0.0
2019-04-25,-0.0,-1.3226446054970602,-0.0,-2.356283331054287,1.0,-2.1581430329550115,0.0
2019-04-26,-0.0,-1.2735182164219685,-0.0,-2.3849918433931485,1.0,-2.1386623164763456,0.0
2019-04-29,-0.0,-1.258708494601752,-0.0,-2.3798465403680313,1.0,-2.1516941671759353,0.0
2019-04-30,-0.0,-1.2564259485924112,-0.0,-2.378824969400245,1.0,-2.1646946824425406,0.0
2019-05-01,-0.0,-1.2701321705954491,-0.0,-2.3884725439433168,1.0,-2.154244447472408,0.0
2019-05-02,-0.0,-1.276792388718994,-0.0,-2.3356439007815153,1.0,-2.183418280665987,0.0
2019-05-03,-0.0,-1.3234686854783206,-0.0,-2.35705437026841,1.0,-2.2017894012388157,0.0
2019-05-06,-0.0,-1.2439292838962646,-0.0,-2.387837930797276,1.0,-2.2472312031368236,0.0
2019-05-07,-0.0,-1.2461104226903483,-0.0,-2.386204047914085,1.0,-2.251824315021341,0.0
2019-05-08,-0.0,-1.2421426619294889,-0.0,-2.3496857064771794,1.0,-2.2406395189942607,0.0
2019-05-09,-0.0,-1.2439140811455847,-0.0,-2.349880668257757,1.0,-2.225161950221616,0.0
2019-05-10,-0.0,-1.2434717392786527,-0.0,-2.357196427353924,1.0,-2.217358696393264,0.0
2019-05-13,-0.0,-1.2400273224043716,-0.0,-2.367827868852459,1.0,-2.2227459016393443,0.0
2019-05-14,-0.0,-1.1222237088573723,-0.0,-2.3694139684238693,1.0,-2.198220497725448,0.0
2019-05-15,-0.0,-1.1318997856377278,-0.0,-2.394560557341908,1.0,-2.172293676312969,0.0
2019-05-16,-0.0,-1.1382750770054908,-0.0,-2.3887103254319,1.0,-2.1691442346323826,0.0
2019-05-17,-0.0,-1.1178676667559604,-0.0,-2.373961960889365,1.0,-2.2051968925796945,0.0
2019-05-20,-0.0,-1.0995754278890806,-0.0,-2.350736367254876,1.0,-2.183627437972668,0.0
2019-05-21,-0.0,-1.0950512172409206,-0.0048556605028601835,-2.3581215910602635,1.0,-2.1936277770387123,0.0
2019-05-22,-0.0,-1.0570616239090187,-0.041325046284051835,-2.340915101824914,1.0,-2.172705633430309,0.0
2019-05-23,-0.0,-1.0529617645116556,-0.052433467608796136,-2.3400911312157433,1.0,-2.1582249224063923,0.0
2019-05-24,-0.0,-1.0324576996510633,-0.05260385805517151,-2.3411679504904868,1.0,-2.1575482256896437,0.0
2019-05-28,-0.0,-1.0642554319024906,-0.034313725490196074,-2.356253312135665,1.0,-2.1693826179120297,0.0
2019-05-29,-0.0,-1.0792948633302522,-0.036577314142347814,-2.3528984550376335,1.0,-2.1336986663145385,0.0
2019-05-30,-0.0,-1.0685165702261967,-0.048198316675433985,-2.3273277222514466,1.0,-2.131378221988427,0.0
2019-05-31,-0.0,-1.065217391304348,-0.0441350321817943,-2.3207014317614605,1.0,-2.1377249441744386,0.0
2019-06-03,-0.0,-1.0841339911711243,-0.0873149831212672,-2.2858348480914046,1.0,-2.034601402233186,0.0
2019-06-04,-0.0,-1.0623379989631934,-0.08443494038361844,-2.292768273716952,1.0,-2.0405002592016586,0.0
2019-06-05,-0.0,-1.0014014524143202,-0.15613453943177474,-2.298636769015161,1.0,-1.9140654860491781,0.0
2019-06-06,-0.0,-1.0201081769010498,-0.14412981228125993,-2.2790964047088766,1.0,-1.920012726694241,0.0
2019-06-07,-0.0,-1.0538887827250145,-0.14682463851200714,-2.2573412319256003,1.0,-1.9117141219185936,0.0
2019-06-10,-0.0,-1.0636846095526915,-0.17134192570128884,-2.1872630780894617,1.0,-1.8956280010108666,0.0
2019-06-11,-0.0,-1.062253843221954,-0.2189683648837505,-2.1835217888451277,1.0,-1.8876254605513914,0.0
2019-06-12,-0.0,-1.0648830706659889,-0.22362735129639044,-2.183083375699034,1.0,-1.8831977630910015,0.0
2019-06-13,-0.0,-1.0641683444826915,-0.21958823147366371,-2.2435539390790415,1.0,-1.9673962460219525,0.0
2019-06-14,-0.0,-1.085003274394237,-0.22933857236411265,-2.254551407989522,1.0,-1.9799607072691552,0.0
2019-06-17,-0.0,-1.0788199895342754,-0.2306384092098378,-2.262428048142334,1.0,-1.9691915227629513,0.0
2019-06-18,-0.0,-1.0769432085841402,-0.23305417429992148,-2.261253598534415,1.0,-1.9715388641716827,0.0
2019-06-19,-0.0,-1.0640992167101828,-0.24588772845953002,-2.2549608355091384,1.0,-1.9624673629242817,0.0
2019-06-20,-0.0,-1.0749442184013651,-0.22306076912980707,-2.2839611497571863,1.0,-1.9805748785929915,0.0
2019-06-21,-0.0,-1.0853642557651992,-0.2216325995807128,-2.2686713836477987,1.0,-1.9756944444444444,0.0
2019-06-24,-0.0,-1.0545191802417235,-0.22655018392012613,-2.2678008407777197,1.0,-2.0197714135575406,0.0
2019-06-25,-0.0,-1.0503082775810046,-0.23133936770300406,-2.2629542174996717,1.0,-2.0144956054046963,0.0
2019-06-26,-0.0,-1.0575430751019335,-0.21682230698408522,-2.233723530185453,1.0,-2.0682625279494937,0.0
2019-06-27,-0.0,-1.0240756663800517,-0.22561015940207688,-2.238904689463589,1.0,-2.1256035452080164,0.0
2019-06-28,-0.0,-0.9315702479338843,-0.244297520661157,-2.3012231404958676,1.0,-2.1344132231404958,0.0
2019-07-01,-0.0,-0.9378692333222701,-0.24022568868237637,-2.2943245934284766,1.0,-2.165482907401261,0.0
2019-07-02,-0.0,-0.9476751800916831,-0.2386378519973805,-2.2409299279633266,1.0,-2.1216110019646366,0.0
2019-07-03,-0.0,-0.9465653853709646,-0.24012834784886386,-2.2409796346015325,1.0,-2.1206862680898433,0.0
2019-07-05,-0.0,-0.9567187705241035,-0.2240903717325627,-2.2476684618415863,1.0,-2.1392355181925655,0.0
2019-07-08,-0.0,-0.968213228035538,-0.2154656136887134,-2.2517933530766703,1.0,-2.145705824284304,0.0
2019-07-09,-0.0,-0.9563873174582292,-0.2160899881594527,-2.252137876595185,1.0,-2.1534666491251153,0.0
2019-07-10,-0.0,-0.9451135241855873,-0.21184600197433368,-2.2640342217834815,1.0,-2.160184271141823,0.0
2019-07-11,-0.0,-0.9353607161664034,-0.23130595050026329,-2.2657977883096367,1.0,-2.149947340705635,0.0
2019-07-12,-0.0,-0.935239973701512,-0.23648915187376726,-2.272386587771203,1.0,-2.1304404996712685,0.0
2019-07-15,-0.0,-0.9269928966061562,-0.2536174690870823,-2.2966324651407524,1.0,-2.099973691133912,0.0
2019-07-16,-0.0,-0.943382546796731,-0.23154495122594254,-2.3029923543369364,1.0,-2.11316899551806,0.0
2019-07-17,-0.0,-0.9781803755620204,-0.21535308119545093,-2.307921184871727,1.0,-2.1105527638190953,0.0
2019-07-18,-0.0,-0.9773025452637104,-0.22566255575964314,-2.267187090002624,1.0,-2.0898058252427187,0.0
2019-07-19,-0.0,-0.979490203787432,-0.21912063429657294,-2.2738352663652446,1.0,-2.080269969202542,0.0
2019-07-22,-0.0,-0.9513697732337135,-0.20762878489972475,-2.287783457858173,1.0,-2.1072224406868525,0.0
2019-07-23,-0.0,-0.9548970761767406,-0.21010882391503868,-2.286875573620034,1.0,-2.103710502163367,0.0
2019-07-24,-0.0,-0.9565245858704904,-0.2302101748183068,-2.2765010148628297,1.0,-2.0842663523865643,0.0
2019-07-25,-0.0,-0.9267655321094924,-0.24674985300842747,-2.2913046318677726,1.0,-2.068138760044424,0.0
2019-07-26,-0.0,-0.9075004895880933,-0.24779685358052095,-2.299889026698871,1.0,-2.072589594621059,0.0
2019-07-29,-0.0,-0.8715116659041892,-0.25142147572054113,-2.3033788641265276,1.0,-2.109208548460885,0.0
2019-07-30,-0.0,-0.9014680597804523,-0.2541991800026452,-2.3397698717100917,1.0,-2.1174447824361855,0.0
2019-07-31,-0.0,-0.9299034519243486,-0.2508927390556805,-2.3244941145351143,1.0,-2.1075254595952915,0.0
2019-08-01,-0.0,-0.9507473497069862,-0.23171133206031472,-2.3166524000790147,1.0,-2.0854678343319946,0.0
2019-08-02,-0.0,-0.9292403746097815,-0.21631113423517168,-2.257609261186264,1.0,-2.100416233090531,0.0
2019-08-05,-0.0,-0.9212286512111177,-0.19267484901616988,-2.269822715760764,1.0,-2.110266900448081,0.0
2019-08-06,-0.0,-0.923519839779697,-0.16616597822005258,-2.141256728001001,1.0,-2.0276630366754285,0.0
2019-08-07,-0.0,-0.9697157751023955,-0.14223656447809357,-2.0845227752265107,1.0,-2.0093086756857392,0.0
2019-08-08,-0.0,-0.9702761402420106,-0.1432206019236736,-2.0841452063295067,1.0,-2.007756748371083,0.0
2019-08-09,-0.0,-0.9337248840803709,-0.12624420401854713,-2.063307573415765,1.0,-2.059165378670788,0.0
2019-08-12,-0.0,-0.9289245982694684,-0.13566131025957973,-2.065512978986403,1.0,-2.050370828182942,0.0
2019-08-13,-0.0,-0.9052592546814164,-0.13083245782090105,-2.077312897843149,1.0,-2.0666213460231133,0.0
2019-08-14,-0.0,-0.9211092664330074,-0.1256840681301113,-2.0477771628850765,1.0,-2.0543565147881697,0.0
2019-08-15,-0.0,-0.9559706871696302,-0.155634310427679,-1.9766938971648247,1.0,-1.9183685728015378,0.0
2019-08-16,-0.0,-0.9627045235803656,-0.15351299326275267,-1.9697425409047162,1.0,-1.9294393647738208,0.0
2019-08-19,-0.0,-0.9586074889340831,-0.1559995214738605,-1.9570522789807396,1.0,-1.9099174542409378,0.0
2019-08-20,-0.0,-0.9588991923422077,-0.147113371223452,-1.9649416691594377,1.0,-1.9116960813640442,0.0
2019-08-21,-0.0,-0.9724369345077595,-0.16376056084846305,-1.965965606087842,1.0,-1.8898675774462221,0.0
2019-08-22,-0.0,-0.9722603352621847,-0.17323868042713117,-1.95895722722663,1.0,-1.861122710731969,0.0
2019-08-23,-0.0,-0.964366583243952,-0.17578357764271244,-1.9529257537838158,1.0,-1.8656298414968417,0.0
2019-08-26,-0.0,-0.9420502583372476,-0.1737905119774542,-1.9257867543447629,1.0,-1.8297322686707373,0.0
2019-08-27,-0.0,-0.9403811410921383,-0.1567690424849933,-1.8995862229733669,1.0,-1.831109038988286,0.0
2019-08-28,-0.0,-0.9290990519397428,-0.15983248996684699,-1.8965276566044322,1.0,-1.830861397080207,0.0
2019-08-29,-0.0,-0.8997737950234904,-0.15764746824430137,-1.8943216750768517,1.0,-1.8483846644626183,0.0
2019-08-30,-0.0,-0.8731541301338257,-0.1641670512228888,-1.9032648823257963,1.0,-1.827757268112598,0.0
2019-09-03,-0.0,-0.8661181750186987,-0.1555146424256372,-1.898222196651516,1.0,-1.8335538806742995,0.0
2019-09-04,-0.0,-0.8415012050958338,-0.14587398140709287,-1.9051991277401585,1.0,-1.8459772753357053,0.0
2019-09-05,-0.0,-0.8646951358757707,-0.15151861155514956,-1.888787394382279,1.0,-1.8040077643297554,0.0
2019-09-06,-0.0,-0.8557703240477544,-0.161910176236498,-1.888288800454804,1.0,-1.7790790221716883,0.0
2019-09-09,-0.0,-0.8383107260914168,-0.16077738515901058,-1.89866636270375,1.0,-1.8015502108742731,0.0
2019-09-10,-0.0,-0.8414661824784384,-0.12522696323195642,-1.8966749886518384,1.0,-1.8107126645483431,0.0
