Date,IWF,IWM,MTA,MTUM,SPY,VLUE,VXX
2018-11-20,-0.4840751327072274,-2.989485504287464,1.0,-0.0,-2.996529195590037,-2.7381584320130665,0.0
2018-11-21,-0.49105983418239935,-2.932773948656478,1.0,-0.0,-2.955049445609829,-2.610228748376785,0.0
2018-11-23,-0.49720335597283255,-2.8912305233719535,1.0,-0.0,-2.9795245705153817,-2.6200559328805433,0.0
2018-11-26,-0.4961900942450371,-2.9233005815119313,1.0,-0.0,-2.9841588129135754,-2.622418287547624,0.0
2018-11-27,-0.45849284706830545,-2.9771307676808383,1.0,-0.0,-3.0039290751561554,-2.6349989925448316,0.0
2018-11-28,-0.45911758753288806,-3.0103217972070433,1.0,-0.0,-3.00809552722121,-2.6418741145517104,0.0
2018-11-29,-0.34792335375936195,-2.885614239859936,1.0,-0.0,-2.910320007781344,-2.5828226826184224,0.0
2018-11-30,-0.3462921566721742,-2.8843425017008455,1.0,-0.0,-2.910098163086792,-2.578384682670814,0.0
2018-12-03,-0.33957141471928637,-2.880636090371376,1.0,-0.0,-2.904101619315427,-2.5721904392514303,0.0
2018-12-04,-0.30575294461208996,-2.923391414387228,1.0,-0.0,-2.9161880658035626,-2.5889224179889028,0.0
2018-12-06,-0.2609728291848755,-2.7154664639939194,1.0,-0.0,-2.9923997719931594,-2.531350940528216,0.0
2018-12-07,-0.27951853267099736,-2.7296522735957205,1.0,-0.0,-3.0107948032097824,-2.5329575850210166,0.0
2018-12-10,-0.1642599277978339,-2.7800684020520614,1.0,-0.0,-3.055576667300019,-2.500285008550257,0.0
2018-12-11,-0.17829310017107014,-2.776373313058354,1.0,-0.0,-3.0593993537350315,-2.4898308306405625,0.0
2018-12-12,-0.17698609258906456,-2.783768336826062,1.0,-0.0,-3.065155267670032,-2.4998094875214325,0.0
2018-12-13,-0.17714121479210576,-2.7856869132017623,1.0,-0.0,-3.106917033914543,-2.5107300249089866,0.0
2018-12-14,-0.18974751338944146,-2.7494261667941853,1.0,-0.0,-3.118018362662586,-2.5066947207345063,0.0
2018-12-17,-0.11800884105323851,-2.7814722275610224,1.0,-0.0,-3.1083990005765907,-2.60186430905247,0.0
2018-12-18,-0.0655367231638418,-2.7087570621468924,1.0,-0.0,-3.062523540489642,-2.5794726930320153,0.0
2018-12-19,-0.07148912122068381,-2.7078270697937272,1.0,-0.0,-3.060563247621739,-2.5789771121785816,0.0
2018-12-20,-0.0640751418208872,-2.6414023993304196,1.0,-0.0,-3.0532874546638147,-2.54105830930903,0.0
2018-12-21,-0.04103132797338509,-2.6474447832917476,1.0,-0.0,-3.0710655207466964,-2.481748452083911,0.0
2018-12-24,-0.0,-2.5621106632466106,1.0,-0.0,-3.0503847563209967,-2.548369366068157,0.0
2018-12-26,-0.0,-2.5645233611335305,1.0,-0.0,-2.9349834095596807,-2.468298807281858,0.0
2018-12-27,-0.0,-2.2877024497436316,1.0,-0.0,-2.5181899568649797,-2.3327093676243185,0.0
2018-12-28,-0.0,-2.3176981008513424,1.0,-0.0,-2.5299607072691552,-2.338408644400786,0.0
2018-12-31,-0.0,-2.315591221749099,1.0,-0.0,-2.5322633475270226,-2.3408942024238453,0.0
2019-01-02,-0.0,-2.3049257869841786,1.0,-0.0,-2.5174522916326865,-2.33289838525526,0.0
2019-01-03,-0.0,-2.2999348852352273,1.0,-0.0,-2.5201041836236366,-2.3193065277551685,0.0
2019-01-04,-0.0,-2.27147190293742,1.0,-0.0,-2.42440932311622,-2.2862388250319285,0.0
2019-01-07,-0.0,-2.1693303188586577,1.0,-0.0,-2.404693225228035,-2.222031651984096,0.0
2019-01-08,-0.0,-2.1293318763659066,1.0,-0.0,-2.4504370902279113,-2.225413674679987,0.0
2019-01-09,-0.0,-2.0948831431011725,1.0,-0.0,-2.43924217718767,-2.2304526748971196,0.0
2019-01-10,-0.0,-2.1086768747546136,1.0,-0.0,-2.4877110325873577,-2.2559874361994505,0.0
2019-01-11,-0.0,-2.0110535672876244,1.0,-0.0,-2.4562881657262112,-2.26242560098941,0.0
2019-01-14,-0.0,-2.0094172134311075,1.0,-0.0,-2.4495561559243537,-2.260054033191818,0.0
2019-01-15,-0.0,-1.9280283068583903,1.0,-0.0,-2.3573740871791014,-2.2430173906497024,0.0
2019-01-16,-0.0,-1.9228863192671573,1.0,-0.0,-2.328577864544226,-2.257170746358312,0.0
2019-01-17,-0.0,-1.9153343841477148,1.0,-0.0,-2.331606995421452,-2.2588756286121745,0.0
2019-01-18,-0.0,-1.948168624740843,1.0,-0.0,-2.384320049143822,-2.3462335867311674,0.0
2019-01-22,-0.0,-1.9776967083989718,1.0,-0.0,-2.804825470524832,-2.508581377995191,0.0
2019-01-23,-0.0,-1.868561872909699,1.0,-0.0,-2.8690635451505018,-2.623578595317726,0.0
2019-01-24,-0.0,-1.8444666833458427,1.0,-0.0,-2.890167625719289,-2.604953715286465,0.0
2019-01-25,-0.0,-1.6887340301974447,1.0,-0.0,-3.338872509604217,-2.9065487358170286,0.0
2019-01-28,-0.0,-1.58164618512952,1.0,-0.0,-3.4035894262222612,-2.855715675006631,0.0
2019-01-29,-0.0,-1.7434875583203733,1.0,-0.0,-3.7187013996889577,-3.2579704510108862,0.0
2019-01-30,-0.0,-1.7420391469471224,1.0,-0.0,-3.723244717109748,-3.2727626838056283,0.0
2019-01-31,-0.0,-1.785679682201337,1.0,-0.0,-3.6273616897587444,-3.2759422536575915,0.0
2019-02-01,-0.0,-1.757205995388163,1.0,-0.0,-3.62413528055342,-3.226748654880861,0.0
2019-02-04,-0.0,-1.7754903864828122,1.0,-0.0,-3.651971256554671,-3.2830646727519905,0.0
2019-02-05,-0.0,-1.7475218658892129,1.0,-0.0,-3.6294460641399415,-3.341205053449951,0.0
2019-02-06,-0.0,-1.7375231053604436,1.0,-0.0,-3.631773518824788,-3.3591789084541293,0.0
2019-02-07,-0.0,-1.7441770186335401,1.0,-0.0,-3.625582298136646,-3.3352096273291925,0.0
2019-02-08,-0.0,-1.7139691714836225,1.0,-0.0,-3.6306358381502886,-3.289306358381503,0.0
2019-02-11,-0.0,-1.6912980068060282,1.0,-0.0,-3.691686922702966,-3.3400097228974235,0.0
2019-02-12,-0.0,-1.7136408243375858,1.0,-0.0,-3.746712463199215,-3.353189401373896,0.0
2019-02-13,-0.0,-1.7858060689927844,1.0,-0.0,-3.7568449145003457,-3.341702085598498,0.0
2019-02-14,-0.0,-1.7588040533761415,1.0,-0.0,-3.8736831544095516,-3.40072238386676,0.0
2019-02-15,-0.0,-1.8555600322320709,1.0,-0.0,-3.8434730056406123,-3.373489121676068,0.0
2019-02-19,-0.0,-1.8101124734015603,1.0,-0.0,-3.925727024014591,-3.3970007092917216,0.0
2019-02-20,-0.0,-1.837969543147208,1.0,-0.0,-3.915228426395939,-3.3990862944162434,0.0
2019-02-21,-0.0,-1.8406151339240249,1.0,-0.0,-3.9347184030960385,-3.4090029534575828,0.0
2019-02-22,-0.0,-1.7656140350877192,1.0,-0.0,-3.931829573934837,-3.3276190476190473,0.0
2019-02-25,-0.0,-1.7590812506323992,1.0,-0.0,-3.988566224830517,-3.370737630274208,0.0
2019-02-26,-0.0,-1.7624203177172924,1.0,-0.0,-3.979560862086411,-3.376403925933421,0.0
2019-02-27,-0.0,-1.732556972191547,1.0,-0.0,-3.9876518421845195,-3.318943881136432,0.0
2019-02-28,-0.0,-1.7280128656146345,1.0,-0.0,-3.987536435822696,-3.3357121318725502,0.0
2019-03-01,-0.0,-1.7343968095712863,1.0,-0.0,-3.9515453639082754,-3.284147557328016,0.0
2019-03-04,-0.0,-1.7250886974151038,1.0,-0.0,-4.015509376583882,-3.396249366447035,0.0
2019-03-05,-0.0,-1.6849176684513587,1.0,-0.0,-4.0304071118294775,-3.3867057278512984,0.0
2019-03-06,-0.0,-1.6997012465231276,1.0,-0.0,-4.157618213660245,-3.4445245698980114,0.0
2019-03-07,-0.0,-1.6174072564207094,1.0,-0.0,-4.189359967386873,-3.3849368120668566,0.0
2019-03-08,-0.0,-1.3949229725801762,1.0,-0.0,-4.119174498595098,-3.174886154442399,0.0
2019-03-11,-0.0,-1.2123391034176654,1.0,-0.0,-3.666400355082113,-2.998313359964492,0.0
2019-03-12,-0.0,-1.097450322112331,1.0,-0.0,-3.7762453497867705,-3.199981852826422,0.0
2019-03-13,-0.0,-1.1595244677909868,1.0,-0.0,-3.8301539028660954,-3.22596995668602,0.0
2019-03-14,-0.0,-1.1669113598825473,1.0,-0.0,-3.798862176546155,-3.210222059093412,0.0
2019-03-15,-0.0,-1.1606280193236715,1.0,-0.0,-3.8471757710888146,-3.2823299888517283,0.0
2019-03-18,-0.0,-1.2602570204664445,1.0,-0.0,-3.9142313184198,-3.3447881960970967,0.0
2019-03-19,-0.0,-1.2687830687830688,1.0,-0.0,-3.9424723424723425,-3.4087542087542086,0.0
2019-03-20,-0.0,-1.2715289982425309,1.0,-0.0,-4.0066393282562,-3.4855496973247413,0.0
2019-03-21,-0.0,-1.2802235513285616,1.0,-0.0,-4.118639082262967,-3.405922149230317,0.0
2019-03-22,-0.0,-1.247212986504987,1.0,-0.0,-4.202131820848816,-3.3296499119890477,0.0
2019-03-25,-0.0,-0.9191069875326181,1.0,-0.0,-4.376727553880351,-3.368802551464192,0.0
2019-03-26,-0.0,-1.083836008588079,1.0,-0.0,-4.60597075963603,-3.534096718126981,0.0
2019-03-27,-0.0,-1.0438038572014772,1.0,-0.0,-4.664649158801805,-3.549958965941732,0.0
2019-03-28,-0.0,-0.9673428995546759,1.0,-0.0,-4.457298367144977,-3.4714497773379516,0.0
2019-03-29,-0.0,-0.9492122516880321,1.0,-0.0,-4.396907720912027,-3.4394754868382424,0.0
2019-04-01,-0.0,-0.9764077669902914,1.0,-0.0,-4.343300970873787,-3.3890291262135923,0.0
2019-04-02,-0.0,-1.0337100172380769,1.0,-0.0,-4.3752154759624595,-3.167783949434974,0.0
2019-04-03,-0.0,-0.975244781082579,1.0,-0.0,-4.24339552928136,-3.018474043968225,0.0
2019-04-04,-0.0,-0.9768180968405309,1.0,-0.0,-4.331650775845952,-3.0390727238736215,0.0
2019-04-05,-0.0,-0.904701166180758,1.0,-0.0,-4.225218658892128,-2.980867346938776,0.0
2019-04-08,-0.0,-0.8737424091362277,1.0,-0.0,-4.213631831777396,-2.9763436961841747,0.0
2019-04-09,-0.0,-0.826711827169535,1.0,-0.0,-4.350238008055657,-2.977114610032955,0.0
2019-04-10,-0.0,-0.7552807365950532,1.0,-0.0,-4.318559306734067,-2.953060119155082,0.0
2019-04-11,-0.0,-0.7247963800904976,1.0,-0.0,-4.375203619909502,-2.9497737556561088,0.0
2019-04-12,-0.0,-0.7307972333454678,1.0,-0.0,-4.41081179468511,-2.9592282489989077,0.0
2019-04-15,-0.0,-0.7411753919501237,1.0,-0.0,-4.426423397817915,-3.0008251581553127,0.0
2019-04-16,-0.0,-0.7564161110603709,1.0,-0.0,-4.399945200474929,-2.9768928669284866,0.0
2019-04-17,-0.0,-0.691062890768665,1.0,-0.0,-4.541283560132402,-2.962210371460096,0.0
2019-04-18,-0.0,-0.6870453917687138,1.0,-0.0,-4.525089770739343,-2.995120154681889,0.0
2019-04-22,-0.0,-0.7322337417530631,1.0,-0.0,-4.624033930254477,-3.0687087653157397,0.0
2019-04-23,-0.0,-0.7551776553296599,1.0,-0.0,-4.645069352080562,-3.1001330039901194,0.0
2019-04-24,-0.0,-0.6887918486171761,1.0,-0.0,-4.768947113051916,-3.246191169335274,0.0
2019-04-25,-0.0,-0.7271293375394322,1.0,-0.0,-4.865733438485805,-3.2650828075709777,0.0
2019-04-26,-0.0,-0.6391229414017617,1.0,-0.0,-4.768958253542704,-3.166794331673688,0.0
2019-04-29,-0.0,-0.6738688111617092,1.0,-0.0,-4.833155701966864,-3.1819591124891,0.0
2019-04-30,-0.0,-0.6578641903656414,1.0,-0.0,-4.827529502805185,-3.187657187076804,0.0
2019-05-01,-0.0,-0.6492349409258183,1.0,-0.0,-4.848053457292272,-3.1870036800309895,0.0
2019-05-02,-0.0,-0.6492400038725916,1.0,-0.0,-4.829993222964469,-3.20234291799787,0.0
2019-05-03,-0.0,-0.6592535292980082,1.0,-0.0,-4.815799651904854,-3.1942564300908916,0.0
2019-05-06,-0.0,-0.5579682418213124,1.0,-0.0,-4.793284867036542,-3.2145590204706336,0.0
2019-05-07,-0.0,-0.6095703125,1.0,-0.0,-4.8755859374999995,-3.28037109375,0.0
2019-05-08,-0.0,-0.639795013304425,1.0,-0.0,-4.846654183502513,-3.3686803981472355,0.0
2019-05-09,-0.0,-0.6429980276134122,1.0,-0.0,-4.850986193293886,-3.368047337278106,0.0
2019-05-10,-0.0,-0.6422627303348524,1.0,-0.0,-4.874678026550426,-3.3899346146225477,0.0
2019-05-13,-0.0,-0.6849581034130391,1.0,-0.0,-5.002350296341713,-3.5313713468219903,0.0
2019-05-14,-0.0,-0.5612763656030286,1.0,-0.0,-5.44532179556517,-3.81005949161709,0.0
2019-05-15,-0.0,-0.5806206597222222,1.0,-0.0,-5.499782986111111,-3.7703993055555554,0.0
2019-05-16,-0.0,-0.596777729066199,1.0,-0.0,-5.542963612450679,-3.820254274441034,0.0
2019-05-17,-0.0,-0.585580566079786,1.0,-0.0,-5.594160909293515,-3.9634499665700913,0.0
2019-05-20,-0.0,-0.5551038347434348,1.0,-0.0,-5.521151521810791,-3.9115481815185142,0.0
2019-05-21,-0.0,-0.5556289204357874,1.0,-0.0,-5.526796522504677,-3.922306591834489,0.0
2019-05-22,-0.0,-0.5043429844097995,1.0,-0.02293986636971047,-5.6419821826280625,-3.9665924276169267,0.0
2019-05-23,-0.0,-0.4917488093919593,1.0,-0.035662864104552,-5.61690109646694,-3.9311108649905857,0.0
2019-05-24,-0.0,-0.37359397182483345,1.0,-0.08900294856394014,-5.549634159659277,-3.9083761057114774,0.0
2019-05-28,-0.0,-0.3640326975476839,1.0,-0.08479564032697548,-5.541689373297002,-3.908773841961853,0.0
2019-05-29,-0.0,-0.3759285176014641,1.0,-0.08946065238454085,-5.4775540962428675,-3.822370545806868,0.0
2019-05-30,-0.0,-0.3591572123176661,1.0,-0.08741220961642356,-5.499945975148569,-3.8584548892490544,0.0
2019-05-31,-0.0,-0.35452084461288574,1.0,-0.1010286951813752,-5.5161884136437465,-3.856632376827287,0.0
2019-06-03,-0.0,-0.42706872370266485,1.0,-0.2648433847592333,-6.021154745208041,-3.9746376811594204,0.0
2019-06-04,-0.0,-0.4063996262991942,1.0,-0.26707929463972907,-6.036552610066566,-3.968118650005839,0.0
2019-06-05,-0.0,-0.3584793936522975,1.0,-0.3967314069161535,-6.286712458550451,-3.800805305542397,0.0
2019-06-06,-0.0,-0.3850059031877214,1.0,-0.37414403778040145,-6.242857142857143,-3.804486422668241,0.0
2019-06-07,-0.0,-0.45645752097365,1.0,-0.3898144865886801,-6.180314309346567,-3.7894363700815314,0.0
2019-06-10,-0.0,-0.4803055621866794,1.0,-0.36082597278586775,-6.219742181904991,-3.8751492002864647,0.0
2019-06-11,-0.0,-0.4718746203377476,1.0,-0.46737941926861865,-6.300813995869275,-3.9092455351719115,0.0
2019-06-12,-0.0,-0.4749939009514516,1.0,-0.4609660892900707,-6.327030983166626,-3.9351061234447426,0.0
2019-06-13,-0.0,-0.5369822485207101,1.0,-0.5107248520710059,-6.354413214990138,-3.9252958579881656,0.0
2019-06-14,-0.0,-0.49622291021671827,1.0,-0.5697832817337461,-6.419071207430341,-3.898823529411765,0.0
2019-06-17,-0.0,-0.4820531667279187,1.0,-0.5614357466617665,-6.339826044346442,-3.8672056841847366,0.0
2019-06-18,-0.0,-0.4749262536873156,1.0,-0.5722713864306784,-6.353736479842674,-3.890117994100295,0.0
2019-06-19,-0.0,-0.4678729689807976,1.0,-0.6254308222550468,-6.386632200886263,-3.829271294928606,0.0
2019-06-20,-0.0,-0.5012403870007442,1.0,-0.6188290746712974,-6.423468122054081,-3.8603324237161996,0.0
2019-06-21,-0.0,-0.5194073711277091,1.0,-0.6174850006122199,-6.3079466144239005,-3.7995592016652378,0.0
2019-06-24,-0.0,-0.5011811513116996,1.0,-0.6345890836752456,-6.391396245182145,-3.906005221932115,0.0
2019-06-25,-0.0,-0.4175062972292191,1.0,-0.6625944584382871,-6.530730478589421,-3.983627204030227,0.0
2019-06-26,-0.0,-0.41515650741350907,1.0,-0.6329996198200483,-6.5377011785578505,-4.086681029020403,0.0
2019-06-27,-0.0,-0.4121274409044193,1.0,-0.692060637204522,-6.635662898252826,-4.107014388489208,0.0
2019-06-28,-0.0,-0.3037027480325119,1.0,-0.7213262804799382,-6.739130434782608,-4.137272609985809,0.0
2019-07-01,-0.0,-0.27602967510872345,1.0,-0.7329240214888718,-6.705679201841903,-4.076362240982348,0.0
2019-07-02,-0.0,-0.3080775651727238,1.0,-0.7070758957236419,-6.721972518299731,-4.104918453833312,0.0
2019-07-03,-0.0,-0.31987138263665593,1.0,-0.6972347266881029,-6.726688102893891,-4.117942122186495,0.0
2019-07-05,-0.0,-0.2579695301497888,1.0,-0.7136090129304826,-6.700294456535656,-4.130585072333888,0.0
2019-07-08,-0.0,-0.2578205128205128,1.0,-0.7121794871794872,-6.708846153846154,-4.141666666666667,0.0
2019-07-09,-0.0,-0.22573248407643312,1.0,-0.7095541401273885,-6.67171974522293,-4.13171974522293,0.0
2019-07-10,-0.0,-0.18328426980673235,1.0,-0.6965314219889926,-6.744528350185588,-4.174708818635607,0.0
2019-07-11,-0.0,-0.15697302825003195,1.0,-0.7383356768503132,-6.743065320209639,-4.144445864757766,0.0
2019-07-12,-0.0,-0.16379420400868122,1.0,-0.7413506957742882,-6.737903740584707,-4.123452061789863,0.0
2019-07-15,-0.0,-0.27989981214777704,1.0,-0.8257983719474014,-6.515341264871634,-3.9024420788979333,0.0
2019-07-16,-0.0,-0.2823337924126706,1.0,-0.8921998247151622,-6.4940528358582705,-3.8518843120070114,0.0
2019-07-17,-0.0,-0.31636363636363635,1.0,-0.8774921630094044,-6.4986833855799375,-3.8465203761755484,0.0
2019-07-18,-0.0,-0.31185470829705186,1.0,-0.8823236720985198,-6.44794128622963,-3.7972384624953346,0.0
2019-07-19,-0.0,-0.3289273004575496,1.0,-0.9320030503304525,-6.543085917641077,-3.9058210472801225,0.0
2019-07-22,-0.0,-0.2713325725878027,1.0,-0.897172562444529,-6.539748953974895,-3.97071129707113,0.0
2019-07-23,-0.0,-0.28323406412368524,1.0,-0.9001393993156761,-6.529463946267901,-3.95970092510455,0.0
2019-07-24,-0.0,-0.27906685062084535,1.0,-0.944186629875831,-6.442242568669259,-3.876708892512229,0.0
2019-07-25,-0.0,-0.23858120721841938,1.0,-0.9570628500311138,-6.428375855631611,-3.821655258245177,0.0
2019-07-26,-0.0,-0.1992327682217547,1.0,-0.9575547580744957,-6.40985026605618,-3.808068308377676,0.0
2019-07-29,-0.0,-0.1442295695570805,1.0,-0.9683094198378042,-6.461883967560824,-3.9023081721771677,0.0
2019-07-30,-0.0,-0.15725705720709468,1.0,-0.9827629278041469,-6.44129402947789,-3.9091931051711217,0.0
2019-07-31,-0.0,-0.23518402994385526,1.0,-0.9739238927011853,-6.3927635683094195,-3.874734872114785,0.0
2019-08-01,-0.0,-0.2822269273882177,1.0,-0.9206625980819529,-6.418109353593225,-3.833976833976834,0.0
2019-08-02,-0.0,-0.2132636555928829,1.0,-0.9856911783003609,-6.4062461117332345,-3.837128281697151,0.0
2019-08-05,-0.0,-0.1933249370277078,1.0,-0.9594458438287153,-6.547481108312343,-3.8943324937027706,0.0
2019-08-06,-0.0,-0.2079589216944801,1.0,-0.9753530166880617,-6.555840821566111,-4.097689345314506,0.0
2019-08-07,-0.0,-0.3092592592592593,1.0,-0.8818783068783068,-6.732010582010581,-4.304497354497355,0.0
2019-08-08,-0.0,-0.2986634908032288,1.0,-0.8740240836310705,-6.743946010321556,-4.316130739711526,0.0
2019-08-09,-0.0,-0.20273407273665206,1.0,-0.8363425328862524,-6.551070415269539,-4.30642249161723,0.0
2019-08-12,-0.0,-0.14640040702111423,1.0,-0.8397354362757568,-6.547570592724497,-4.185576189264818,0.0
2019-08-13,-0.0,-0.046192893401015234,1.0,-0.8199238578680204,-6.5953045685279195,-4.229060913705584,0.0
2019-08-14,-0.0,-0.09004144166771316,1.0,-0.8029637071455481,-6.489639583071705,-4.1754363933191,0.0
2019-08-15,-0.0,-0.2212776293417537,1.0,-0.8577847947534613,-6.281515666747632,-3.7841875151809568,0.0
2019-08-16,-0.0,-0.22735021919142717,1.0,-0.8594739405747687,-6.285679493424257,-3.8047978567949343,0.0
2019-08-19,-0.0,-0.1106762871468754,1.0,-0.9011862541274307,-6.412987648281766,-3.8045738045738045,0.0
2019-08-20,-0.0,-0.14950634696755993,1.0,-0.9789716630337223,-6.745993076035389,-3.9476856007180405,0.0
2019-08-21,-0.0,-0.16718346253229974,1.0,-1.0886304909560724,-6.766020671834625,-3.898062015503876,0.0
2019-08-22,-0.0,-0.17973602484472048,1.0,-1.0679347826086958,-6.799689440993788,-3.8927277432712213,0.0
2019-08-23,-0.0,-0.15300823305889802,1.0,-1.0642178594046865,-6.629132362254591,-3.8200126662444585,0.0
2019-08-26,-0.0,-0.1765857027742604,1.0,-1.1029123978358466,-5.838148958213423,-3.393691723264648,0.0
2019-08-27,-0.0,-0.16092338574774173,1.0,-1.0881008140961304,-5.628749860599978,-3.274339243894279,0.0
2019-08-28,-0.0,-0.10859879705947872,1.0,-1.1296502561817776,-5.660837603029628,-3.2392515036756517,0.0
2019-08-29,-0.0,-0.05789532170241138,1.0,-1.1583509278808757,-5.673852650294477,-3.222246916324036,0.0
2019-08-30,-0.0,-0.014238410596026489,1.0,-1.179690949227373,-5.670860927152318,-3.172847682119205,0.0
2019-09-03,-0.0,-0.03443312666076174,1.0,-1.2150132860938885,-5.647918511957485,-3.1743799822852083,0.0
2019-09-04,-0.0,-0.0,1.0,-1.2592257188136744,-5.782997509621916,-3.2777903554448717,0.0
2019-09-05,-0.0,-0.0,1.0,-1.252278284063125,-5.696710380084463,-3.1645921315847967,0.0
2019-09-06,-0.0,-0.0,1.0,-1.340074991478241,-5.9139870469264855,-3.108169526190206,0.0
2019-09-09,-0.0,-0.0,1.0,-1.3511694238448373,-5.947746719908728,-3.110211066742727,0.0
2019-09-10,-0.0,-0.0,1.0,-1.4118647912885662,-5.926497277676951,-3.0046506352087117,0.0
2019-09-11,-0.0,-0.0,1.0,-1.462969263921969,-5.924350686174436,-2.954292843370761,0.0
2019-09-12,-0.0,-0.0,1.0,-1.46607303877367,-5.881086564472498,-2.9242560865644727,0.0
2019-09-13,-0.0,-0.0,1.0,-1.4387858347386173,-5.863743676222597,-2.9396290050590217,0.0
2019-09-16,-0.0,-0.0,1.0,-1.4277443776441772,-5.8053885548875535,-2.900133600534402,0.0
