Date,GRBK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5555809488984368,-1.291342901544931,-0.166879970746869,-0.7889203766340617,-0.7680775207971478,0.0
2018-09-25,1.0,-0.56119321041314,-1.2893809763462507,-0.17413185707096124,-0.7870247517957635,-0.76350825822391,0.0
2018-09-26,1.0,-0.5644163343874604,-1.2941014711948302,-0.1789266235849489,-0.7876621293368166,-0.7579632430450525,0.0
2018-09-27,1.0,-0.5658822452156396,-1.2878857247504807,-0.18052376156029667,-0.7869242743338523,-0.7571193114183682,0.0
2018-09-28,1.0,-0.5658105571578995,-1.2874605136657054,-0.18101909078423292,-0.7867966854369821,-0.7570388682873231,0.0
2018-10-01,1.0,-0.5656792271416143,-1.2875784075820706,-0.18144773590952795,-0.7866855913190788,-0.757153976466279,0.0
2018-10-02,1.0,-0.567301529163996,-1.2735097518542258,-0.18661294753227725,-0.7899917589964289,-0.7609193297317095,0.0
2018-10-03,1.0,-0.5688641997979983,-1.2582866587090258,-0.1835460471949316,-0.8020383803140206,-0.7781654577173813,0.0
2018-10-04,1.0,-0.5711729895866783,-1.2523968989403182,-0.18441212899674297,-0.8047158126519565,-0.7746685627781091,0.0
2018-10-05,1.0,-0.5649368478857771,-1.253386417719202,-0.17499542375983893,-0.8064708035877723,-0.7764049057294528,0.0
2018-10-08,1.0,-0.5624029237094563,-1.2492919141160346,-0.1693467336683417,-0.8113750571037003,-0.7758793969849246,0.0
2018-10-09,1.0,-0.5594943665842265,-1.2542365118622332,-0.15741504076211413,-0.8209672987084363,-0.7878996061188971,0.0
2018-10-10,1.0,-0.5614838561941837,-1.2527593313487522,-0.1595603389054271,-0.8221662468513855,-0.7838332951683078,0.0
2018-10-11,1.0,-0.491332075810653,-1.285233090811102,-0.04437258600556903,-0.8291565615736999,-0.8411030270367377,0.0
2018-10-12,1.0,-0.5090432386792871,-1.2848064702484112,-0.037506110296404924,-0.8029596053859485,-0.809536506243612,0.0
2018-10-15,1.0,-0.48846290379836704,-1.321884984025559,-0.006478523251686191,-0.8044018459353922,-0.816160809371672,0.0
2018-10-16,1.0,-0.486843856768869,-1.3279939654789903,-0.0018192305985712384,-0.8045436393486268,-0.8159914806762214,0.0
2018-10-17,1.0,-0.4555913884772945,-1.273032336790726,-0.0,-0.7990935239257386,-0.8302972195589645,0.0
2018-10-18,1.0,-0.45571441025193965,-1.2739517042977944,-0.0,-0.7987533780838636,-0.830398395955017,0.0
2018-10-19,1.0,-0.4343656861474666,-1.2601615480972745,-0.0,-0.7977193209796554,-0.8272644810159389,0.0
2018-10-22,1.0,-0.4393722012086431,-1.2815094995869747,-0.0,-0.7984435459327855,-0.8283118125298901,0.0
2018-10-23,1.0,-0.4354008549245399,-1.285701823257437,-0.0,-0.8065078949664137,-0.8342929425106865,0.0
2018-10-24,1.0,-0.43502429202958814,-1.2823127762944806,-0.0,-0.8141112618724559,-0.8455377073576399,0.0
2018-10-25,1.0,-0.3835460153807149,-1.21841460322826,-0.0,-0.8229105045212541,-0.8006000169018845,0.0
2018-10-26,1.0,-0.3585000208794421,-1.1993151542990772,-0.0,-0.8300831001795633,-0.7879483860191256,0.0
2018-10-29,1.0,-0.3231000250271127,-1.2247434720947692,-0.0,-0.8190539751397347,-0.8042879786435304,0.0
2018-10-30,1.0,-0.32917153833305496,-1.22586437280775,-0.0,-0.8199849674294304,-0.8006931685318189,0.0
2018-10-31,1.0,-0.3322982652258519,-1.2022109054775805,-0.0,-0.8137291433776342,-0.792075518569122,0.0
2018-11-01,1.0,-0.3072785202962718,-1.2231141639425664,-0.0,-0.8137956717838375,-0.7936442255968883,0.0
2018-11-02,1.0,-0.3118889162763947,-1.1923013721140416,-0.0,-0.8181332676033194,-0.7858023169829924,0.0
2018-11-05,1.0,-0.311426928448205,-1.1933377146143103,-0.0,-0.8180399244229031,-0.7846463484761357,0.0
2018-11-06,1.0,-0.3137882893980455,-1.1943417919027675,-0.0,-0.816046645314938,-0.7819249404615257,0.0
2018-11-07,1.0,-0.3134020618556701,-1.2028865979381445,-0.0,-0.8197525773195876,-0.7876701030927836,0.0
2018-11-08,1.0,-0.26203650177553883,-1.2276405979023868,-0.0,-0.8210422000165166,-0.8184408291353539,0.0
2018-11-09,1.0,-0.2609791365420368,-1.2281759966948977,-0.0,-0.8234662259863664,-0.8187151414996903,0.0
2018-11-12,1.0,-0.25980715345310695,-1.2215674962914125,-0.0,-0.823265205208505,-0.8159716499093457,0.0
2018-11-13,1.0,-0.22824047638469697,-1.2182886042907253,-0.0,-0.8225793294722245,-0.8095276939391467,0.0
2018-11-14,1.0,-0.23327868852459016,-1.2216803278688526,-0.0,-0.8297950819672132,-0.8136065573770492,0.0
2018-11-15,1.0,-0.23198622837937535,-1.2226821870645135,-0.0,-0.830109025329945,-0.8139191737027626,0.0
2018-11-16,1.0,-0.22902197891984638,-1.2125990685513521,-0.0,-0.8270692050004085,-0.8166516872293488,0.0
2018-11-19,1.0,-0.2321961184882533,-1.2118079673135853,-0.0,-0.8255771195097038,-0.816220633299285,0.0
2018-11-20,1.0,-0.20443379755572696,-1.2057330788907386,-0.0,-0.8246376223151569,-0.8254496731495392,0.0
2018-11-21,1.0,-0.21678378160084,-1.2054761327841046,-0.0,-0.8295775785477748,-0.7865681285841208,0.0
2018-11-23,1.0,-0.21724904059785904,-1.2063017572207635,-0.0,-0.8293678044839426,-0.7867097556049284,0.0
2018-11-26,1.0,-0.21648901808785528,-1.2094638242894056,-0.0,-0.8271156330749353,-0.7844395994832041,0.0
2018-11-27,1.0,-0.19945862960568841,-1.2275371687136394,-0.0,-0.8289835164835165,-0.78409825468649,0.0
2018-11-28,1.0,-0.19784754814694935,-1.2388736041430655,-0.0,-0.8262259265253278,-0.7829745913578249,0.0
2018-11-29,1.0,-0.18244785202386196,-1.2240861592665253,-0.0,-0.8171517796372664,-0.7799975977899668,0.0
2018-11-30,1.0,-0.18112039864973475,-1.2284600546535926,-0.0,-0.820245941167015,-0.7888201253817714,0.0
2018-12-03,1.0,-0.17630953818899223,-1.2338446672303418,-0.0,-0.8244554495309417,-0.7916012400853565,0.0
2018-12-04,1.0,-0.16593080195873808,-1.2389419603435818,-0.0,-0.8196596291241872,-0.7892751063658987,0.0
2018-12-06,1.0,-0.1548249027237354,-1.17136186770428,-0.0,-0.8120622568093385,-0.7528015564202335,0.0
2018-12-07,1.0,-0.1583719210864236,-1.1712907117008444,-0.0,-0.8120160317522083,-0.7494844157360209,0.0
2018-12-10,1.0,-0.12018656284932351,-1.18475118529083,-0.0,-0.8187565046447982,-0.7309100720811009,0.0
2018-12-11,1.0,-0.12981102969533362,-1.1818357115310452,-0.0,-0.8220593906671809,-0.7228692634014655,0.0
2018-12-12,1.0,-0.13019668337832627,-1.1816043193212495,-0.0,-0.8219822599305824,-0.7227535672965677,0.0
2018-12-13,1.0,-0.12920524691358026,-1.1758101851851852,-0.0,-0.8319830246913581,-0.7210262345679013,0.0
2018-12-14,1.0,-0.13418678183080124,-1.162180920798951,-0.0,-0.8387830647027068,-0.720791239299761,0.0
2018-12-17,1.0,-0.11220374140513963,-1.1638689355817615,-0.0,-0.8236853224753198,-0.7415203779817923,0.0
2018-12-18,1.0,-0.0931031849079661,-1.1522187428396853,-0.0,-0.823722599862522,-0.7497517757580388,0.0
2018-12-19,1.0,-0.06031434184675835,-1.1948526522593321,-0.0,-0.882475442043222,-0.7915913555992141,0.0
2018-12-20,1.0,-0.05820767247441207,-1.1768106883350262,-0.0,-0.8875693413547935,-0.7839284319087428,0.0
2018-12-21,1.0,-0.05142746164303748,-1.1793746358516217,-0.0,-0.8914352301417751,-0.7619731986793552,0.0
2018-12-24,1.0,-0.028822441430332923,-1.1572903822441432,-0.0,-0.8857891491985205,-0.7813270653514182,0.0
2018-12-26,1.0,-0.0286455353396651,-1.169432047907846,-0.0,-0.8541785864133958,-0.7620246405004386,0.0
2018-12-27,1.0,-0.0,-1.1208056144455005,-0.0,-0.7748738942905183,-0.7595584472549164,0.0
2018-12-28,1.0,-0.0,-1.1239545670355358,-0.0,-0.7723238742193491,-0.7558891201928344,0.0
2018-12-31,1.0,-0.0,-1.1204201895977453,-0.0,-0.7781193953369203,-0.761648548735405,0.0
2019-01-02,1.0,-0.0,-1.1201609952433225,-0.0,-0.7773874862788146,-0.7614343212586901,0.0
2019-01-03,1.0,-0.0,-1.1230509593865796,-0.0,-0.7724254319991196,-0.7733059397585942,0.0
