Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WPM
2018-09-24,-0.38291427945845347,-0.9699667919570849,-0.0,-0.6982447177316353,-0.5980732036638324,0.0,1.0
2018-09-25,-0.38325975115846317,-0.9696427919874485,-0.0,-0.6980333491443792,-0.5978034808625534,0.0,1.0
2018-09-26,-0.38500565755374677,-0.9714932291856774,-0.0,-0.6982881337372705,-0.5952476548527211,0.0,1.0
2018-09-27,-0.3865757619950415,-0.9667128481843371,-0.0,-0.6978634971561907,-0.594720723348403,0.0,1.0
2018-09-28,-0.40406772126106766,-0.978401807876116,-0.0,-0.7137035527729411,-0.6084910902826659,0.0,1.0
2018-10-01,-0.4042735042735043,-0.9845039018952062,-0.0,-0.7156819026384243,-0.6116313638052768,0.0,1.0
2018-10-02,-0.4035859395385246,-1.0000372758787788,-0.0,-0.7140567338875015,-0.6099079285794162,0.0,1.0
2018-10-03,-0.40334565550203505,-0.9872297524364289,-0.0,-0.7216683469623987,-0.6217094208580711,0.0,1.0
2018-10-04,-0.4131909312347761,-0.9804759228030729,-0.0,-0.7353944163387671,-0.6183623758665917,0.0,1.0
2018-10-05,-0.38893664735563444,-0.9703606802466829,-0.0,-0.746439917772379,-0.631881891235283,0.0,1.0
2018-10-08,-0.38476453260747984,-0.9652485178418285,-0.0,-0.7488347813117566,-0.6298519706178456,0.0,1.0
2018-10-09,-0.37719857491093195,-0.9710856928558035,-0.0,-0.7587849240577537,-0.6432027001687606,0.0,1.0
2018-10-10,-0.3775911834164261,-0.9703489897664654,-0.0,-0.7590058852194774,-0.6416013794654571,0.0,1.0
2018-10-11,-0.27986360503500557,-0.960423694997642,-0.0,-0.7306924946493996,-0.6565458700620307,0.0,1.0
2018-10-12,-0.32690446049594163,-1.0071859408742274,-0.0,-0.7374711445379403,-0.6516866482984586,0.0,1.0
2018-10-15,-0.2758451183543825,-1.0886334417303185,-0.0,-0.7453301066323831,-0.6714436965892764,0.0,1.0
2018-10-16,-0.2681483729044982,-1.1071076386255025,-0.0,-0.7457710688007282,-0.6717363270879162,0.0,1.0
2018-10-17,-0.23665427509293677,-1.0516728624535314,-0.0,-0.7415985130111524,-0.6875836431226766,0.0,1.0
2018-10-18,-0.23590410704330048,-1.0503995539862478,-0.0,-0.7427987362943691,-0.6876417022858204,0.0,1.0
2018-10-19,-0.21235194585448391,-1.034429485764732,-0.0,-0.7456043551828146,-0.685978076951372,0.0,1.0
2018-10-22,-0.21256340513122104,-1.0280820407263103,-0.0,-0.7473351466588252,-0.6877159450121296,0.0,1.0
2018-10-23,-0.2108788458707493,-1.0294052701310172,-0.0,-0.7502208155454143,-0.6897909612836743,0.0,1.0
2018-10-24,-0.20877541998231652,-1.0251252578838785,-0.0,-0.7541998231653404,-0.6959549071618036,0.0,1.0
2018-10-25,-0.16218307135070506,-0.9566058304321834,-0.0,-0.7510285895136618,-0.6467278545556845,0.0,1.0
2018-10-26,-0.131116664855663,-0.9866347930022817,-0.0,-0.8269404904197907,-0.6772791481038791,0.0,1.0
2018-10-29,-0.09654773105594558,-1.0104943185930375,-0.0,-0.8184482883404502,-0.6932763986393574,0.0,1.0
2018-10-30,-0.08738741997323399,-1.010417043440518,-0.0,-0.8186059970340362,-0.7005823416645568,0.0,1.0
2018-10-31,-0.0912243074173369,-0.9828775692582663,-0.0,-0.81047363717605,-0.6900446827524576,0.0,1.0
2018-11-01,-0.0679552681410554,-1.002429525885169,-0.0,-0.8107828075315301,-0.6916288541927185,0.0,1.0
2018-11-02,-0.06947428735138232,-1.0065893138518838,-0.0,-0.8112376450365277,-0.6938833977940123,0.0,1.0
2018-11-05,-0.06663565114697778,-1.0137422610313853,-0.0,-0.8112586336470672,-0.6870772644311633,0.0,1.0
2018-11-06,-0.08085428221565943,-1.03162140747677,-0.0,-0.8096232802708347,-0.6793920622343873,0.0,1.0
2018-11-07,-0.07984722372356141,-1.033978308651317,-0.0,-0.8089936223111015,-0.6803588801210679,0.0,1.0
2018-11-08,-0.037463770708841736,-1.0436182774537517,-0.0,-0.8013740294128171,-0.6957097362865423,0.0,1.0
2018-11-09,-0.0372424155695478,-1.0432169433314253,-0.0,-0.8017315397824842,-0.6953706353749284,0.0,1.0
2018-11-12,-0.03590728100113766,-1.0217576791808873,-0.0,-0.8074872013651878,-0.69002417519909,0.0,1.0
2018-11-13,-0.013983065734462286,-1.0149667990022133,-0.0,-0.8034290131047325,-0.6809542212697186,0.0,1.0
2018-11-14,-0.014191871289563356,-1.0146134120209365,-0.0,-0.8032809920258546,-0.6807180243791057,0.0,1.0
2018-11-15,-0.013971210838272649,-1.0252257973468812,-0.0,-0.8185506632797064,-0.6703005927180354,0.0,1.0
2018-11-16,-0.00642521267812915,-1.0272443375569833,-0.0,-0.8447898345238523,-0.7110090096557665,0.0,1.0
2018-11-19,-0.0,-1.0570326845391111,-0.0,-0.8785530664708043,-0.7368343738523688,0.0,1.0
2018-11-20,-0.0,-1.033195020746888,-0.0,-0.8615782194074398,-0.7450680643517508,0.0,1.0
2018-11-21,-0.0,-1.0223928802124451,-0.0,-0.8550204550348094,-0.7111892629010262,0.0,1.0
2018-11-23,-0.0,-1.034718967444208,-0.0,-0.8561488264772685,-0.7144608284962325,0.0,1.0
2018-11-26,-0.0,-1.0350400405841216,-0.0,-0.8656013334782767,-0.722904663550386,0.0,1.0
2018-11-27,-0.0,-1.039028965119215,-0.0,-0.8549219059986294,-0.7131623561663601,0.0,1.0
2018-11-28,-0.0,-1.0594569118660042,-0.0,-0.8525541094152195,-0.7134104339629482,0.0,1.0
2018-11-29,-0.0,-1.0353344278677994,-0.0,-0.831072881718895,-0.7027268184738383,0.0,1.0
