Date,HERO,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-06-29,0.9904836722669572,-0.3035762109660947,-0.033994536592333376,-0.24624613901337283,-0.20161045546251496,-0.0,0.009516327733042904
2020-06-30,0.9912931543096204,-0.3076716786154864,-0.027836876262671412,-0.24981674503423737,-0.20252802460086175,-0.0,0.008706845690379562
2020-07-01,0.9923922382929973,-0.3081053988257196,-0.02910640126020335,-0.24740441071172847,-0.20542746670485465,-0.0,0.007607761707002721
2020-07-02,0.9917680744452397,-0.30966356478167495,-0.025357909806728703,-0.24892627057981387,-0.2056012884753042,-0.0,0.008231925554760199
2020-07-06,0.991606113755951,-0.3089809213587715,-0.025181658732147328,-0.24972259011346956,-0.20587393062963094,-0.0,0.00839388624404911
2020-07-07,0.9915539331472336,-0.3084603822203136,-0.025588719490372922,-0.24949896213585288,-0.2058549853267483,-0.0,0.008446066852766446
2020-07-08,0.9914854035489411,-0.3085467945048655,-0.024685174585002863,-0.25008943903835146,-0.2054593589009731,-0.0,0.008514596451058959
2020-07-09,0.9914480981858518,-0.30904927183597525,-0.024600135971660643,-0.2502952016316599,-0.20515618849966005,-0.0,0.00855190181414821
2020-07-10,0.9913711308831163,-0.31309189208542937,-0.018886840079485847,-0.2547485633469987,-0.20347661075207216,-0.0,0.00862886911688358
2020-07-13,0.9922351337780648,-0.31826985151710785,-0.017089878774836816,-0.25525428591923105,-0.20265762857757696,-0.0,0.0077648662219353
2020-07-14,0.9898391799788913,-0.3213359331675641,-0.012987245308670686,-0.2590472442353446,-0.19550634156812938,-0.0,0.010160820021108746
2020-07-15,0.9915518725785623,-0.32511838140335775,-0.013291003013344812,-0.2585198737265031,-0.1967104319127565,-0.0,0.008448127421437796
2020-07-16,0.9915661785816824,-0.32877548090726383,-0.004934682744760264,-0.2616817398794143,-0.19903818547229402,-0.0,0.008433821418317543
2020-07-17,0.9953639145946142,-0.33841612488455064,-0.00878320867817237,-0.2629529690867274,-0.20080044912077366,-0.0,0.004636085405385828
2020-07-20,0.9959932556157876,-0.33941294849248504,-0.009500154105553238,-0.2625777326540602,-0.20153380350635458,-0.0,0.0040067443842123395
2020-07-21,0.9954129272051491,-0.34281570120569305,-0.0059468769830477745,-0.26510742453086755,-0.19922037893210046,-0.0,0.004587072794850875
2020-07-22,0.995809295743986,-0.3404085483110192,-0.009324770509052645,-0.26312543086245055,-0.20129893690359565,-0.0,0.004190704256013932
2020-07-23,0.996872442949359,-0.3412128375306846,-0.011946540594599509,-0.2641149195381398,-0.20105464133103007,-0.0,0.003127557050640967
2020-07-24,0.9968352128046563,-0.34292469989086943,-0.010421971626045835,-0.2646962531829756,-0.20080029101491453,-0.0,0.0031647871953437616
2020-07-27,0.9970881030811508,-0.34291226090596394,-0.01110160700311209,-0.26531020801863614,-0.20059329899721548,-0.0,0.002911896918849073
2020-07-28,0.997103033615742,-0.3447389997267013,-0.01131456682153594,-0.2675230026418876,-0.198414867450123,-0.0,0.0028969663842579943
2020-07-29,0.9973927946324387,-0.3453726662777129,-0.01174154025670945,-0.2677217036172695,-0.19838462660443404,-0.0,0.00260720536756126
2020-07-30,0.9976097943693323,-0.3456492783768496,-0.01291805791231047,-0.26764829310124616,-0.19835057565639425,-0.0,0.002390205630667615
2020-07-31,0.9975916803503011,-0.34568509396095604,-0.012862616310892172,-0.26763364349571245,-0.19830322933771208,-0.0,0.00240831964969896
2020-08-03,0.9974273828638155,-0.34741278645453216,-0.011202744124945263,-0.2668770982338345,-0.19907677711283023,-0.0,0.0025726171361844987
2020-08-04,1.0,-0.35452655591736115,-0.01808414739591957,-0.27082068546829297,-0.19625807163750758,-0.0,0.0
2020-08-05,1.0,-0.3537133178688464,-0.019183327810302294,-0.2713833351743437,-0.19673036562465482,-0.0,0.0
2020-08-06,1.0,-0.3535282852091927,-0.02114024749558044,-0.2703668238067178,-0.19644961697112553,-0.0,0.0
2020-08-07,1.0,-0.3543930742309817,-0.02053785227482041,-0.2698286977343894,-0.19720022103518142,-0.0,0.0
2020-08-10,1.0,-0.36031500129098887,-0.014827929622662387,-0.27263841245251,-0.19648851019881228,-0.0,0.0
2020-08-11,1.0,-0.36330576681680576,-0.011814221368972902,-0.2763235619877427,-0.19451007900760542,-0.0,0.0
2020-08-12,1.0,-0.3675253245430471,-0.008537195133243209,-0.2844126743087835,-0.19141095205466768,-0.0,0.0
2020-08-13,1.0,-0.3686161831495041,-0.006506627120215034,-0.28758921123366393,-0.19102789878580037,-0.0,0.0
2020-08-14,1.0,-0.36943785226935627,-0.00628522693562741,-0.2883973598338772,-0.18994734500148325,-0.0,0.0
2020-08-17,1.0,-0.3695765037454572,-0.006304234962545427,-0.28840020766891644,-0.18988726544537565,-0.0,0.0
2020-08-18,1.0,-0.3695966754480353,-0.006252087121071574,-0.29156617565210935,-0.1878037920670847,-0.0,0.0
2020-08-19,1.0,-0.3716889722124255,-0.003805245670372914,-0.29237280270265253,-0.18835037959645834,-0.0,0.0
2020-08-20,1.0,-0.37169373549883994,-0.0038422273781902553,-0.2923433874709977,-0.18828770301624131,-0.0,0.0
2020-08-21,1.0,-0.3693432824739206,-0.006218212867060178,-0.2904740691242529,-0.19012881909641013,-0.0,0.0
2020-08-24,1.0,-0.36881183524214356,-0.007870361776771294,-0.29018246617043786,-0.18937129916655837,-0.0,0.0
2020-08-25,1.0,-0.3691310083424686,-0.008992772337935006,-0.28553910183757275,-0.19436651121309526,-0.0,0.0
2020-08-26,1.0,-0.36851786477397297,-0.009382954608795823,-0.2853533007562104,-0.19475669348395608,-0.0,0.0
2020-08-27,1.0,-0.3666251834240392,-0.011274773854412392,-0.28469268347047566,-0.19484740977394727,-0.0,0.0
2020-08-28,1.0,-0.3687380337193524,-0.010483855977099096,-0.285852370950053,-0.19378404000223062,-0.0,0.0
2020-08-31,1.0,-0.3687380337193524,-0.010409502388609031,-0.2859639013327881,-0.19372827481086308,-0.0,0.0
2020-09-01,1.0,-0.3687477927919556,-0.011263731157413432,-0.28367502462779504,-0.19501496254716455,-0.0,0.0
2020-09-02,1.0,-0.3706494037985751,-0.011514779470580576,-0.28364678088434997,-0.19441189054448724,-0.0,0.0
2020-09-03,1.0,-0.3706011457480842,-0.011885276393125511,-0.2841306450412916,-0.1933635890186742,-0.0,0.0
2020-09-04,1.0,-0.37124870004456995,-0.010808200861684743,-0.28257316891992273,-0.19244911603030754,-0.0,0.0
2020-09-08,1.0,-0.3708649863481862,-0.011125763851483124,-0.28265755307490853,-0.19272274745073273,-0.0,0.0
2020-09-09,1.0,-0.37251181307437586,-0.00969230196822562,-0.285653160695018,-0.1924880008929568,-0.0,0.0
2020-09-10,1.0,-0.37319015893103064,-0.009174824133695612,-0.2865038895299066,-0.19213161127033163,-0.0,0.0
2020-09-11,1.0,-0.37273031701146003,-0.009469415091531477,-0.28642655157017416,-0.19176960857270428,-0.0,0.0
2020-09-14,1.0,-0.3722976744186047,-0.009395348837209303,-0.2864,-0.19237209302325584,-0.0,0.0
2020-09-15,1.0,-0.3718822127913037,-0.010609783337056063,-0.28763681036408306,-0.19121807758171394,-0.0,0.0
2020-09-16,1.0,-0.37211857148177113,-0.01016646184783823,-0.2891669459650691,-0.19055599001973708,-0.0,0.0
2020-09-17,1.0,-0.3710599318575339,-0.011319841373275494,-0.2886559550185251,-0.19078028709202957,-0.0,0.0
2020-09-18,1.0,-0.36966233572837937,-0.011857339637392501,-0.288708536539965,-0.19120658203343135,-0.0,0.0
