Date,CODI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21887743753243863,-0.5023355824126936,-0.02829885568819357,-0.3868663651417414,-0.33513753985319195,0.0
2018-09-25,1.0,-0.21808722493278898,-0.510878223638355,-0.022528129045106045,-0.39410534700786615,-0.3436722094991536,0.0
2018-09-26,1.0,-0.2185407383435812,-0.5114385999850638,-0.023549326628662465,-0.3938413283214259,-0.3420128948744119,0.0
2018-09-27,1.0,-0.22009700286034073,-0.5068772540728764,-0.024847655764208432,-0.39368237781370474,-0.34174853873896277,0.0
2018-09-28,1.0,-0.22003333084595678,-0.5068527224336492,-0.025097629530134568,-0.3936273412431908,-0.3417655398850832,0.0
2018-10-01,1.0,-0.21967352236421728,-0.511930910543131,-0.025484225239616614,-0.39484325079872207,-0.34407448083067094,0.0
2018-10-02,1.0,-0.21963959911024467,-0.5187323486041339,-0.023768463672490064,-0.3940416385493989,-0.34313063907425456,0.0
2018-10-03,1.0,-0.21953474425926386,-0.5172284550610929,-0.02373753779265885,-0.39434296994078105,-0.34384448164713527,0.0
2018-10-04,1.0,-0.22201683611020906,-0.5129518147528289,-0.02423001024155072,-0.3975220443134414,-0.34121849474183796,0.0
2018-10-05,1.0,-0.2153371792321464,-0.5089765267555202,-0.017704396260194946,-0.4003381738611498,-0.34421623234533516,0.0
2018-10-08,1.0,-0.21416693554391802,-0.506887394207143,-0.015884440693951504,-0.40150405797820854,-0.34350103000670124,0.0
2018-10-09,1.0,-0.21256674531230596,-0.5079100956165404,-0.011200794734881411,-0.4044703837079349,-0.3473984850366323,0.0
2018-10-10,1.0,-0.21294342526624133,-0.5071866544199786,-0.011717101506839113,-0.4046123674999379,-0.34597721123054387,0.0
2018-10-11,1.0,-0.1720663388294282,-0.4983849194870311,-0.0,-0.3899575740044354,-0.3501590974833671,0.0
2018-10-12,1.0,-0.17287037698554453,-0.4924388559453216,-0.0,-0.37893834393084236,-0.33721511752518396,0.0
2018-10-15,1.0,-0.14962878355225587,-0.5159670664382258,-0.0,-0.3753807348181991,-0.3386160289358462,0.0
2018-10-16,1.0,-0.1463153384747215,-0.5216366752356469,-0.0,-0.37455964962391697,-0.3377844425402266,0.0
2018-10-17,1.0,-0.1356711968640706,-0.5009741098044739,-0.0,-0.3704903410557942,-0.34011689317653687,0.0
2018-10-18,1.0,-0.13632839117460466,-0.5030898282384454,-0.0,-0.36972203294250333,-0.34051551963157023,0.0
2018-10-19,1.0,-0.1257078934489268,-0.49500104873103545,-0.0,-0.3705516325246452,-0.33927614253420024,0.0
2018-10-22,1.0,-0.12627087025464043,-0.49643223579889934,-0.0,-0.3701380468239903,-0.33903087398563564,0.0
2018-10-23,1.0,-0.1217721697117527,-0.5005746182892793,-0.0,-0.3782161033843844,-0.34481788118301004,0.0
2018-10-24,1.0,-0.12044129014124096,-0.49870002108073924,-0.0,-0.3781181926779566,-0.3450448551284754,0.0
2018-10-25,1.0,-0.10780464283254115,-0.4807007875823747,-0.0,-0.37615668985786777,-0.3314734449266377,0.0
2018-10-26,1.0,-0.0993624772313297,-0.47315573770491803,-0.0,-0.37800546448087435,-0.3263433515482696,0.0
2018-10-29,1.0,-0.08878112891164941,-0.4766490675488886,-0.0,-0.3726632072692665,-0.3278874260723754,0.0
2018-10-30,1.0,-0.0979411898377494,-0.47832113802663273,-0.0,-0.3739944553015498,-0.322137890287688,0.0
2018-10-31,1.0,-0.10271125169453231,-0.46267510167193854,-0.0,-0.37433348395842747,-0.31967916854948036,0.0
2018-11-01,1.0,-0.09013950968441013,-0.4727978689782834,-0.0,-0.3742606889701567,-0.320262765813355,0.0
2018-11-02,1.0,-0.11255982835451393,-0.44976775988494094,-0.0,-0.4452880013203499,-0.35017565369108533,0.0
2018-11-05,1.0,-0.12289069990412273,-0.4388542665388303,-0.0,-0.45551294343240645,-0.37965004793863855,0.0
2018-11-06,1.0,-0.10821355753014322,-0.45991391245248825,-0.0,-0.5107357716414529,-0.43829133838447404,0.0
2018-11-07,1.0,-0.10746569306307441,-0.4615132821352134,-0.0,-0.5101095304041294,-0.43887699861513285,0.0
2018-11-08,1.0,-0.129214795587281,-0.4799740428293316,-0.0,-0.5363530175210902,-0.4501752109020117,0.0
2018-11-09,1.0,-0.1327262259904747,-0.4869157900245984,-0.0,-0.540456377243942,-0.45674360182132206,0.0
2018-11-12,1.0,-0.13213941242407654,-0.4781157946873126,-0.0,-0.5422955605953963,-0.4542895127864237,0.0
2018-11-13,1.0,-0.10581585293126247,-0.47812897036326396,-0.0,-0.552856068659735,-0.45606347395441693,0.0
2018-11-14,1.0,-0.10429847171235908,-0.4830638652399178,-0.0,-0.5562238017131401,-0.4599703194563774,0.0
2018-11-15,1.0,-0.10358555370524562,-0.4829308909242298,-0.0,-0.5565934637801832,-0.45888842631140714,0.0
2018-11-16,1.0,-0.10089790834068614,-0.47586546945554575,-0.0,-0.5554056158197954,-0.4629158665074999,0.0
2018-11-19,1.0,-0.10255079533954381,-0.47533539196097263,-0.0,-0.5544541609362431,-0.46256844071930875,0.0
2018-11-20,1.0,-0.07394611318808819,-0.4685832151605003,-0.0,-0.5584117571225989,-0.47737527394611323,0.0
2018-11-21,1.0,-0.07677366591699039,-0.462712124309957,-0.0,-0.5559190349621754,-0.4602841954610509,0.0
2018-11-23,1.0,-0.07659411011523687,-0.4682970550576184,-0.0,-0.5551088348271447,-0.4608194622279129,0.0
2018-11-26,1.0,-0.07650748943797209,-0.4685955703495071,-0.0,-0.554832927922161,-0.4605556266803226,0.0
2018-11-27,1.0,-0.06935738674004994,-0.4709014931457983,-0.0,-0.5512408907914182,-0.456530601844774,0.0
2018-11-28,1.0,-0.06946461789363707,-0.4717784063399842,-0.0,-0.5507224218331932,-0.4562851973600387,0.0
2018-11-29,1.0,-0.05362593012990289,-0.4633118930508261,-0.0,-0.54733257661748,-0.4581157775255391,0.0
2018-11-30,1.0,-0.05386517307498234,-0.4640730648905036,-0.0,-0.549172469472197,-0.4558229892017358,0.0
2018-12-03,1.0,-0.051419200201841805,-0.46559858710735463,-0.0,-0.5499432319919263,-0.45606156175097773,0.0
2018-12-04,1.0,-0.046292801972475914,-0.46743150426447283,-0.0,-0.547487860719048,-0.45470098372204193,0.0
2018-12-06,1.0,-0.041495712846718914,-0.43227771908704515,-0.0,-0.5454880475640617,-0.43755988502076015,0.0
2018-12-07,1.0,-0.03403289846851957,-0.4362376384127845,-0.0,-0.5499519100347727,-0.4459296160201238,0.0
2018-12-10,1.0,-0.020086503921999854,-0.43650270019304555,-0.0,-0.5501551694646043,-0.43686924223541773,0.0
2018-12-11,1.0,-0.0213077900498485,-0.4361255009285505,-0.0,-0.5501905972045743,-0.4359300166161666,0.0
2018-12-12,1.0,-0.017077006241092926,-0.441594181532262,-0.0,-0.5539338542434518,-0.44451815814044915,0.0
2018-12-13,1.0,-0.01627135307853017,-0.43782720904510264,-0.0,-0.5606980459628855,-0.4431117119331449,0.0
2018-12-14,1.0,-0.01465120287606806,-0.4451995764694294,-0.0,-0.5582970131245228,-0.44423924552461147,0.0
2018-12-17,1.0,-0.009504862953138815,-0.44427252185872873,-0.0,-0.5548433048433048,-0.44744080950977505,0.0
2018-12-18,1.0,-0.005506338407322206,-0.44084968919778766,-0.0,-0.553864225931183,-0.4470657334442759,0.0
2018-12-19,1.0,-0.01396250490773459,-0.4405427954456223,-0.0,-0.5520219866509619,-0.44731546917942683,0.0
2018-12-20,1.0,-0.012724697147323173,-0.43049042594763576,-0.0,-0.555978898007034,-0.44316627588901913,0.0
2018-12-21,1.0,-0.01013716459751702,-0.4448087705246296,-0.0,-0.5735632759311173,-0.4744943932719263,0.0
2018-12-24,1.0,-0.005090328376085438,-0.4401387364008384,-0.0,-0.5726868948996906,-0.47731809561832517,0.0
2018-12-26,1.0,-0.0004059059313004212,-0.4447967933431428,-0.0,-0.5974174235121011,-0.4942919478410879,0.0
2018-12-27,1.0,-0.012329189355799856,-0.4530977088256447,-0.0,-0.6069557176615638,-0.49619849994862836,0.0
2018-12-28,1.0,-0.007884936432515732,-0.45830229870296646,-0.0,-0.6076280981122384,-0.49456786952613335,0.0
2018-12-31,1.0,-0.006040820523366408,-0.4621356228471544,-0.0,-0.6079636008431444,-0.49442188062310427,0.0
2019-01-02,1.0,-0.00036073177016232924,-0.46539551661942796,-0.0,-0.6085544962638495,-0.5023189899510436,0.0
2019-01-03,1.0,-0.0,-0.47135923590023093,-0.0,-0.6010277972436346,-0.5230605517921565,0.0
2019-01-04,1.0,-0.0,-0.4859579779488246,-0.0,-0.5763990014562097,-0.5380174745163303,0.0
2019-01-07,1.0,-0.0,-0.4806925824318029,-0.0,-0.5735804130648584,-0.5338268026295356,0.0
2019-01-08,1.0,-0.0,-0.5039293760150888,-0.0,-0.5710955100330067,-0.5445853198512076,0.0
2019-01-09,1.0,-0.0,-0.5117746005046258,-0.0,-0.5735386879730866,-0.5429194701429774,0.0
2019-01-10,1.0,-0.0,-0.5095355679310707,-0.0,-0.5755227487653672,-0.5417936324471997,0.0
2019-01-11,1.0,-0.0,-0.5012755437498356,-0.0,-0.578676064487284,-0.5500355048260264,0.0
2019-01-14,1.0,-0.0,-0.5017631578947368,-0.0,-0.5790263157894737,-0.5507894736842106,0.0
2019-01-15,1.0,-0.0,-0.49682485310005003,-0.0,-0.5787462780954389,-0.559405549260889,0.0
2019-01-16,1.0,-0.0,-0.49582708053602925,-0.0,-0.5729931811599926,-0.5639628254745545,0.0
2019-01-17,1.0,-0.0,-0.4873985137386613,-0.0,-0.5837939333033613,-0.5734006823050274,0.0
2019-01-18,1.0,-0.0,-0.48337902217017537,-0.0,-0.5858728342160594,-0.5922603997551433,0.0
2019-01-22,1.0,-0.0,-0.456759003512912,-0.0,-0.6321900726716901,-0.5926631090611676,0.0
2019-01-23,1.0,-0.0,-0.4347954949614701,-0.0,-0.6376300048499218,-0.6219755348386053,0.0
2019-01-24,1.0,-0.0,-0.4351105962227551,-0.0,-0.6370126896031468,-0.6220330306867473,0.0
2019-01-25,1.0,-0.0,-0.3718282101114061,-0.0,-0.6952344455697589,-0.6701885966112829,0.0
2019-01-28,1.0,-0.0,-0.370633608815427,-0.0,-0.710137741046832,-0.6740495867768596,0.0
2019-01-29,1.0,-0.0,-0.3614923641987241,-0.0,-0.7107784927232057,-0.6893485404987435,0.0
2019-01-30,1.0,-0.0,-0.3597537408204959,-0.0,-0.7079951410744851,-0.6930042515598256,0.0
2019-01-31,1.0,-0.0,-0.3603750172342479,-0.0,-0.6940852061216048,-0.7030194402316283,0.0
2019-02-01,1.0,-0.0,-0.36036484245439465,-0.0,-0.7123548922056385,-0.69126589275843,0.0
2019-02-04,1.0,-0.0,-0.36581460829238666,-0.0,-0.7104013691823552,-0.6842047148456909,0.0
2019-02-05,1.0,-0.0,-0.35802060033689553,-0.0,-0.7029795929638528,-0.7004114544500593,0.0
2019-02-06,1.0,-0.0,-0.34464275846825443,-0.0,-0.7122451235011329,-0.7060009946399955,0.0
2019-02-07,1.0,-0.0,-0.3412678665229051,-0.0,-0.7079704735838102,-0.7154073705454647,0.0
2019-02-08,1.0,-0.0,-0.33620141098353856,-0.0,-0.7198782680868723,-0.7105823765389404,0.0
2019-02-11,1.0,-0.0,-0.32679992237531535,-0.0,-0.7258185245765296,-0.719691719109534,0.0
2019-02-12,1.0,-0.0,-0.3294523022202462,-0.0,-0.734431878178231,-0.7148970461555562,0.0
2019-02-13,1.0,-0.0,-0.3505737568601364,-0.0,-0.7215477576362326,-0.69965075669383,0.0
