Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WBT
2018-09-24,-0.384742295255065,-0.7010163004025606,-0.017290305550056093,-0.6365076222530192,-0.5600871114630767,0.0,1.0
2018-09-25,-0.3842699597173611,-0.7023046952387241,-0.01611305553721191,-0.6376213431948755,-0.5615796077395496,0.0,1.0
2018-09-26,-0.3838784274859597,-0.7022134126197555,-0.014370664023785925,-0.6386190948133466,-0.5645193260654112,0.0,1.0
2018-09-27,-0.38454173269941894,-0.6995179609086107,-0.015154516640253567,-0.6382725832012678,-0.5641508188061278,0.0,1.0
2018-09-28,-0.3809145392536671,-0.7071620145028311,-0.01605907089169233,-0.640442369457965,-0.5665706433561803,0.0,1.0
2018-10-01,-0.38327144940989255,-0.7063386818724307,-0.01574724837554701,-0.6424877337223179,-0.5673319188436546,0.0,1.0
2018-10-02,-0.3843252445008178,-0.7378750959644848,-0.007977569344771188,-0.641910611168597,-0.5657732234053205,0.0,1.0
2018-10-03,-0.38387376567921,-0.7319855884707765,-0.00737256471844142,-0.6436482519348812,-0.569121964238057,0.0,1.0
2018-10-04,-0.3839121876355387,-0.7319921262469556,-0.007873753044406634,-0.6433790411370234,-0.5692122910619558,0.0,1.0
2018-10-05,-0.385772045310255,-0.7374611554783307,-0.003608781367995456,-0.6455374745213353,-0.5690513583052094,0.0,1.0
2018-10-08,-0.38589572192513366,-0.7381016042780748,-0.00320855614973262,-0.6457219251336899,-0.5693181818181817,0.0,1.0
2018-10-09,-0.3871744291016082,-0.7385068039720485,-0.0055501688454980104,-0.644755759136046,-0.5674880470761309,0.0,1.0
2018-10-10,-0.3866881158254575,-0.7428446946846304,-0.002781687780682352,-0.6463569944366245,-0.5727595683356793,0.0,1.0
2018-10-11,-0.3212283218150998,-0.7319076802712219,-0.0,-0.6254400834528623,-0.5813013430695007,0.0,1.0
2018-10-12,-0.347776436425332,-0.7422428137949036,-0.0,-0.6118307285718947,-0.5608992136774447,0.0,1.0
2018-10-15,-0.3036618236802314,-0.8004733416606403,-0.0,-0.6117612254289659,-0.5711984747879825,0.0,1.0
2018-10-16,-0.29591063367054404,-0.8172801265363956,-0.0,-0.6113619138629848,-0.5706659636866905,0.0,1.0
2018-10-17,-0.2857142857142857,-0.7970868091762252,-0.0,-0.6055787278415016,-0.5702554744525548,0.0,1.0
2018-10-18,-0.285512622697876,-0.7988575555628509,-0.0,-0.6203013689635928,-0.5782147664226388,0.0,1.0
2018-10-19,-0.27212591240875916,-0.7896246089676747,-0.0,-0.6207312304483837,-0.5761209593326382,0.0,1.0
2018-10-22,-0.27284876140808345,-0.7904498044328553,-0.0,-0.6203063885267275,-0.5758800521512386,0.0,1.0
2018-10-23,-0.27210485133020346,-0.7906559728742828,-0.0,-0.6211202399582681,-0.5764214919144497,0.0,1.0
2018-10-24,-0.272384759034171,-0.8009042361497887,-0.0,-0.6249058087343969,-0.5779903679192739,0.0,1.0
2018-10-25,-0.23550759239805175,-0.7570114283895203,-0.0,-0.641486008977175,-0.5493903797790723,0.0,1.0
2018-10-26,-0.22758860319666438,-0.7475835491818814,-0.0,-0.640722724113968,-0.5428327752858678,0.0,1.0
2018-10-29,-0.2045561813662251,-0.7597935873635191,-0.0,-0.6317296497907555,-0.5504861395173217,0.0,1.0
2018-10-30,-0.2163032158298356,-0.76226843816076,-0.0,-0.6337299207877047,-0.5435667623946729,0.0,1.0
2018-10-31,-0.22187735139202405,-0.7411274140958113,-0.0,-0.6329006772009029,-0.5392525708552796,0.0,1.0
2018-11-01,-0.21169619936134246,-0.7482311689938013,-0.0,-0.6318640035063553,-0.5388829753928996,0.0,1.0
2018-11-02,-0.2148973935789244,-0.7296110609410519,-0.0,-0.6350699093824931,-0.5344253106218665,0.0,1.0
2018-11-05,-0.2080874316939891,-0.7538173302107729,-0.0,-0.6401873536299767,-0.5204996096799376,0.0,1.0
2018-11-06,-0.549616368286445,-1.420920716112532,-0.0,-1.1663427109974425,-0.9782097186700767,0.0,1.0
2018-11-07,-0.5490387080235837,-1.4273263265829272,-0.0,-1.1684183542681363,-0.9821071520123046,0.0,1.0
2018-11-08,-0.5219415903224174,-1.4165612188085237,-0.0,-1.1489598623272765,-0.9740345194108417,0.0,1.0
2018-11-09,-0.5237709072478459,-1.4184490623416117,-0.0,-1.149974657881399,-0.9761784085149519,0.0,1.0
