Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZUMZ
2018-09-24,-0.6287678801645281,-1.9889495978881453,-0.0,-1.1770519982810486,-1.3443428080299589,0.0,1.0
2018-09-25,-0.62913622690159,-1.9885812511510834,-0.0,-1.177113389403892,-1.3443428080299589,0.0,1.0
2018-09-26,-0.6286945812807881,-1.9915024630541873,-0.0,-1.1823275862068965,-1.3551108374384238,0.0,1.0
2018-09-27,-0.6361622253677149,-1.977906332697397,-0.0,-1.1841959505200321,-1.3559603667918025,0.0,1.0
2018-09-28,-0.63375933814904,-1.989751188491696,-0.0,-1.1894177934185342,-1.3610545162684449,0.0,1.0
2018-10-01,-0.6367175431007848,-1.9886918371130198,-0.0,-1.191929802879565,-1.3619847988630043,0.0,1.0
2018-10-02,-0.6503661412436391,-1.9623308923917089,-0.0,-1.2118654586074222,-1.381159240412064,0.0,1.0
2018-10-03,-0.6748861911987861,-2.021686899342438,-0.0,-1.2338770864946889,-1.3922610015174508,0.0,1.0
2018-10-04,-0.6778226824955798,-2.013260924475878,-0.0,-1.2363601919676686,-1.3872189946956301,0.0,1.0
2018-10-05,-0.6383633963924329,-1.998177361573754,-0.0,-1.2445477971214882,-1.4038715354157503,0.0,1.0
2018-10-08,-0.6315031615851749,-1.9886683778876852,-0.0,-1.242096037062543,-1.3982345207537719,0.0,1.0
2018-10-09,-0.6372585904188612,-1.9928517682468019,-0.0,-1.2431025833960372,-1.3971657888136442,0.0,1.0
2018-10-10,-0.6440369277146266,-1.993970985367079,-0.0,-1.2491992714940652,-1.3930791936192928,0.0,1.0
2018-10-11,-0.4835787089467723,-1.940692614889432,-0.0,-1.1612922453358765,-1.3749776479704356,0.0,1.0
2018-10-12,-0.47039897039897033,-1.9171639171639172,-0.0,-1.123259623259623,-1.3391833391833392,0.0,1.0
2018-10-15,-0.4438166249199045,-1.9327197530145046,-0.0,-1.1131822683054697,-1.3353527115978332,0.0,1.0
2018-10-16,-0.4356955380577428,-1.9501895596383785,-0.0,-1.1123359580052494,-1.3343832020997377,0.0,1.0
2018-10-17,-0.38838590623378116,-1.879880053053457,-0.0,-1.1214462833746612,-1.3769678795917188,0.0,1.0
2018-10-18,-0.38871581862236065,-1.881677627783547,-0.0,-1.1211491865697474,-1.3775239413868698,0.0,1.0
2018-10-19,-0.35267323350224905,-1.8573706086659454,-0.0,-1.1131355690941183,-1.3706656038262255,0.0,1.0
2018-10-22,-0.3564785759114509,-1.8651223826096879,-0.0,-1.1134250014263707,-1.3704570091858275,0.0,1.0
2018-10-23,-0.36855655357858,-1.871045254305166,-0.0,-1.1107042736998685,-1.37084501401682,0.0,1.0
2018-10-24,-0.3636987084238199,-1.8650131443593554,-0.0,-1.1110984112469997,-1.3751285861241285,0.0,1.0
2018-10-25,-0.2844789109573756,-1.7953581789779065,-0.0,-1.1635795581343449,-1.335639366212899,0.0,1.0
2018-10-26,-0.27296732313785893,-1.7650456595885138,-0.0,-1.1496314225987458,-1.313455825723402,0.0,1.0
2018-10-29,-0.2258860967848129,-1.7946340392845386,-0.0,-1.1335454844727313,-1.3326566443542192,0.0,1.0
2018-10-30,-0.2143327119201667,-1.7940563658295867,-0.0,-1.1333479548196075,-1.3412654896370217,0.0,1.0
2018-10-31,-0.21718648473034435,-1.7540069309075155,-0.0,-1.1192874160710418,-1.3242906649339397,0.0,1.0
2018-11-01,-0.16522885872850154,-1.8319138414198581,-0.0,-1.1459420847299302,-1.3516676740480245,0.0,1.0
2018-11-02,-0.1774695571451974,-1.7728935728717308,-0.0,-1.1667121716813194,-1.3435264566155192,0.0,1.0
2018-11-05,-0.1778166129648845,-1.7725410955163565,-0.0,-1.1668396046092513,-1.34400087379171,0.0,1.0
2018-11-06,-0.18796458242238737,-1.7814276344556186,-0.0,-1.1616746829908176,-1.334608657630083,0.0,1.0
2018-11-07,-0.1892784413011173,-1.7972920909241017,-0.0,-1.1712807529308162,-1.3460289504100391,0.0,1.0
2018-11-08,-0.12106282867423195,-1.8390810960420705,-0.0,-1.1807362302795459,-1.3947412122889566,0.0,1.0
2018-11-09,-0.12008866722083679,-1.8407869215849266,-0.0,-1.1849819894707674,-1.395843724023275,0.0,1.0
2018-11-12,-0.11657318816672166,-1.8113933795227097,-0.0,-1.1853623666556694,-1.3854063565379964,0.0,1.0
2018-11-13,-0.05567697519396787,-1.817998033001858,-0.0,-1.1995410337668015,-1.390613047754344,0.0,1.0
2018-11-14,-0.05588942307692307,-1.8176354895104894,-0.0,-1.199409965034965,-1.3903518356643356,0.0,1.0
2018-11-15,-0.052909764603312995,-1.8176765475152572,-0.0,-1.201122493461203,-1.3772885789014822,0.0,1.0
2018-11-16,-0.0458322020092316,-1.7988596253054574,-0.0,-1.1986424110779257,-1.3870214499049687,0.0,1.0
2018-11-19,-0.048544743701129454,-1.7980017376194615,-0.0,-1.197002606429192,-1.3864574283231974,0.0,1.0
2018-11-20,-0.00887287588728759,-1.7842546784254678,-0.0,-1.189503118950312,-1.3948698644869866,0.0,1.0
2018-11-21,-0.008475474096832292,-1.7655471977963766,-0.0,-1.1709397181904861,-1.3522089204364869,0.0,1.0
2018-11-23,-0.009678954884434337,-1.7569683186121543,-0.0,-1.1714179933358018,-1.3509811181044058,0.0,1.0
2018-11-26,-0.0116710875331565,-1.7565517241379311,-0.0,-1.1789389920424405,-1.3578249336870027,0.0,1.0
2018-11-27,-0.0,-1.753445554971068,-0.0,-1.1629668595476066,-1.3440294581799055,0.0,1.0
2018-11-28,-0.0,-1.7559320250434052,-0.0,-1.1619929499658022,-1.3433471878781502,0.0,1.0
2018-11-29,-0.0,-1.7201997087580612,-0.0,-1.1377158310796756,-1.3428333680049926,0.0,1.0
2018-11-30,-0.0,-1.7208818635607321,-0.0,-1.1388311148086523,-1.3399542429284526,0.0,1.0
2018-12-03,-0.0,-1.7213899292550978,-0.0,-1.1397211818560133,-1.3406679151061174,0.0,1.0
2018-12-04,-0.0,-1.722158914327152,-0.0,-1.125246037501295,-1.332331917538589,0.0,1.0
2018-12-06,-0.0,-1.6051361170556908,-0.0,-1.0996864579704375,-1.2720848056537102,0.0,1.0
2018-12-07,-0.0,-1.6062913742471754,-0.0,-1.1014384550296152,-1.2696232143745954,0.0,1.0
2018-12-10,-0.0,-1.5928032160015688,-0.0,-1.0735366212373763,-1.236150603000294,0.0,1.0
2018-12-11,-0.0,-1.5958493164158554,-0.0,-1.094029703944133,-1.2279925248352515,0.0,1.0
2018-12-12,-0.0,-1.5957017802694993,-0.0,-1.0946690272450084,-1.2275007376807319,0.0,1.0
2018-12-13,-0.0,-1.5883017385325606,-0.0,-1.0993026225321678,-1.2234554562420195,0.0,1.0
2018-12-14,-0.0,-1.586340649089213,-0.0,-1.100211125840821,-1.2233514999754505,0.0,1.0
2018-12-17,-0.0,-1.6023127698645094,-0.0,-1.0769765248895726,-1.2837857958211325,0.0,1.0
2018-12-18,-0.0,-1.580538404544332,-0.0,-1.0670288960237095,-1.291923931835021,0.0,1.0
2018-12-19,-0.0,-1.5809575571915608,-0.0,-1.0678393201245122,-1.2922081130490637,0.0,1.0
2018-12-20,-0.0,-1.5551090419014946,-0.0,-1.0675324675324676,-1.2781181083067874,0.0,1.0
2018-12-21,-0.0,-1.5551823182902487,-0.0,-1.0663550946886715,-1.2467747431965337,0.0,1.0
2018-12-24,-0.0,-1.5175983436853002,-0.0,-1.0401560017333524,-1.2571621166161104,0.0,1.0
2018-12-26,-0.0,-1.5342283157193184,-0.0,-0.9947157954870037,-1.231600495096639,0.0,1.0
2018-12-27,-0.0,-1.443654685320977,-0.0,-0.8603625894102299,-1.1946106437536552,0.0,1.0
2018-12-28,-0.0,-1.4483053133147532,-0.0,-0.85691809763553,-1.1899667355929158,0.0,1.0
2018-12-31,-0.0,-1.4472714195810485,-0.0,-0.857547424256046,-1.19041625460757,0.0,1.0
2019-01-02,-0.0,-1.4451326242089673,-0.0,-0.8527444908217764,-1.190296665320228,0.0,1.0
2019-01-03,-0.0,-1.445082813411733,-0.0,-0.8528659275550968,-1.1905830602809822,0.0,1.0
2019-01-04,-0.0,-1.446269586894587,-0.0,-0.8156160968660968,-1.189636752136752,0.0,1.0
2019-01-07,-0.0,-1.3952428490819915,-0.0,-0.7929597638786405,-1.1522635531056034,0.0,1.0
2019-01-08,-0.0,-1.3964738579121068,-0.0,-0.7932516935904116,-1.152857391002258,0.0,1.0
2019-01-09,-0.0,-1.3834055459272097,-0.0,-0.7912478336221838,-1.1580589254766032,0.0,1.0
2019-01-10,-0.0,-1.3798536859876196,-0.0,-0.7930392623695944,-1.155923985974633,0.0,1.0
2019-01-11,-0.0,-1.3958490065052882,-0.0,-0.8313492941540912,-1.198167898393592,0.0,1.0
2019-01-14,-0.0,-1.4081242213917067,-0.0,-0.8569585335468946,-1.1841074924363766,0.0,1.0
2019-01-15,-0.0,-1.4009588919470837,-0.0,-0.8573204297256505,-1.1810352481576845,0.0,1.0
2019-01-16,-0.0,-1.3936840237736183,-0.0,-0.8425884857624413,-1.1991040539341788,0.0,1.0
2019-01-17,-0.0,-1.3982764747690122,-0.0,-0.8435056858564322,-1.2002931769722816,0.0,1.0
2019-01-18,-0.0,-1.3910719899402704,-0.0,-0.8622176314725827,-1.2376611128575918,0.0,1.0
2019-01-22,-0.0,-1.5081412367361873,-0.0,-0.7564946944749359,-1.3090925722649103,0.0,1.0
2019-01-23,-0.0,-1.4563524777869377,-0.0,-0.759824127507557,-1.3638362187414124,0.0,1.0
2019-01-24,-0.0,-1.4571310799670238,-0.0,-0.7591829257121919,-1.3636988183566914,0.0,1.0
2019-01-25,-0.0,-1.4405656831422664,-0.0,-0.7534298064273632,-1.5044164630708512,0.0,1.0
2019-01-28,-0.0,-1.392704062616474,-0.0,-0.7861069698099142,-1.480152814014163,0.0,1.0
2019-01-29,-0.0,-1.3669720460418133,-0.0,-0.789758045571999,-1.5414611228564716,0.0,1.0
2019-01-30,-0.0,-1.3676940424732194,-0.0,-0.7904059387333208,-1.5402649877842511,0.0,1.0
2019-01-31,-0.0,-1.3711780153817295,-0.0,-0.7573625961358094,-1.561011067341962,0.0,1.0
