Date,APD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.25065006500650067,-0.3465596559655966,-0.08468346834683468,-0.42994299429942995,-0.38843884388438843,0.0
2018-09-25,1.0,-0.2507188039102933,-0.34647598569892746,-0.08483136235217642,-0.4298322374178063,-0.38830412280921073,0.0
2018-09-26,1.0,-0.2503314239975988,-0.3462317716801321,-0.0833937817354111,-0.43060106555941874,-0.39075514645188725,0.0
2018-09-27,1.0,-0.2504564439886952,-0.3458219743390941,-0.08356051321811771,-0.4305329765150188,-0.3906910436935697,0.0
2018-09-28,1.0,-0.2509005403241945,-0.345657394436662,-0.08370022013207924,-0.43053331999199523,-0.39070942565539324,0.0
2018-10-01,1.0,-0.2514197083031046,-0.3451329647512071,-0.08368148500237661,-0.4307907837790509,-0.3906636979961474,0.0
2018-10-02,1.0,-0.254241535724131,-0.32756935568754225,-0.09016865899807032,-0.4368844447785881,-0.3972132421121219,0.0
2018-10-03,1.0,-0.25399052797754784,-0.3209211416543463,-0.08910717417996844,-0.439747412734608,-0.402059789009447,0.0
2018-10-04,1.0,-0.256381992634717,-0.3170077911666709,-0.08953578675752186,-0.4427937971290427,-0.3994789187564195,0.0
2018-10-05,1.0,-0.24797123523683487,-0.31051961347349494,-0.08132537641389298,-0.44972408799220953,-0.4073759644435566,0.0
2018-10-08,1.0,-0.24708229426433914,-0.3087780548628429,-0.07972568578553615,-0.45109725685785534,-0.4070822942643391,0.0
2018-10-09,1.0,-0.24593475658419794,-0.3091081404628891,-0.0766660015961692,-0.45286312849162014,-0.4094672785315243,0.0
2018-10-10,1.0,-0.24609020280496416,-0.3225204318434063,-0.07009888003228736,-0.4590101906972051,-0.42475532236908486,0.0
2018-10-11,1.0,-0.22484152139461175,-0.3171057844690967,-0.04162539619651347,-0.4574336370839937,-0.43524663232963556,0.0
2018-10-12,1.0,-0.22559370001230467,-0.3123907961117263,-0.038710471268610804,-0.4539436446413191,-0.430318690783807,0.0
2018-10-15,1.0,-0.21872773286812944,-0.32244035479987226,-0.02901791198800953,-0.45453205238457944,-0.4323202044276272,0.0
2018-10-16,1.0,-0.21967406533441486,-0.3196421109554359,-0.031413612565445025,-0.45466165228719607,-0.43263771108325344,0.0
2018-10-17,1.0,-0.2141429407176287,-0.30601599063962565,-0.026496684867394694,-0.4543437987519501,-0.43659808892355695,0.0
2018-10-18,1.0,-0.21385395339767965,-0.30557180462123434,-0.02664034318026714,-0.4546894803548796,-0.4366042702544604,0.0
2018-10-19,1.0,-0.21053654271210315,-0.3013771829685944,-0.02246727065167229,-0.45694785164314683,-0.43754098758835097,0.0
2018-10-22,1.0,-0.21011446207684267,-0.3035553719409949,-0.024812267612821695,-0.4553938127293494,-0.4363411018493766,0.0
2018-10-23,1.0,-0.20893196318122045,-0.30567866361466906,-0.020187016022987385,-0.4605513076510982,-0.43977986655627527,0.0
2018-10-24,1.0,-0.20861225383997467,-0.3051775760083737,-0.01896253742606071,-0.4612351208587912,-0.44022784255495245,0.0
2018-10-25,1.0,-0.19337359463394838,-0.28231446781085145,-0.016207958370133436,-0.46783472179123,-0.42727902036139687,0.0
2018-10-26,1.0,-0.1899206386922017,-0.2789763816946253,-0.01207052226393575,-0.47018010739913507,-0.424915648909376,0.0
2018-10-29,1.0,-0.18507547572217353,-0.28064646081660705,-0.00751202635133534,-0.46903955070025355,-0.4274508874617882,0.0
2018-10-30,1.0,-0.17266187050359713,-0.28432699385046417,-0.0,-0.4737279483344018,-0.4436450839328537,0.0
2018-10-31,1.0,-0.17319362791579745,-0.2814337189455718,-0.0,-0.4731888867817182,-0.4427745116631899,0.0
2018-11-01,1.0,-0.16485884804850323,-0.28782209170140205,-0.0,-0.4727879878741948,-0.44285240621447514,0.0
2018-11-02,1.0,-0.16764192345807183,-0.2746920862630362,-0.0,-0.4766646217733944,-0.440493605776037,0.0
2018-11-05,1.0,-0.16412979351032447,-0.28505014749262536,-0.0,-0.47799410029498524,-0.43270796460176986,0.0
2018-11-06,1.0,-0.162506199371797,-0.28403750324729,-0.0,-0.4797959521054248,-0.43532579174834096,0.0
2018-11-07,1.0,-0.16230700221917937,-0.28400774351952407,-0.0,-0.4793427451721044,-0.4351480239860239,0.0
2018-11-08,1.0,-0.15511240711127836,-0.28318126234596935,-0.0,-0.4769306744426676,-0.43641237889191986,0.0
2018-11-09,1.0,-0.15462220445406016,-0.28328198857089104,-0.0,-0.4775298073983491,-0.43623450838369826,0.0
2018-11-12,1.0,-0.1542882612367458,-0.27667260955240686,-0.0,-0.47989584310781647,-0.43501923618279065,0.0
2018-11-13,1.0,-0.1446772763335978,-0.27262332571055214,-0.0,-0.48193867550287023,-0.4342885144910627,0.0
2018-11-14,1.0,-0.14555425904317387,-0.27206534422403733,-0.0,-0.4821236872812135,-0.43397899649941657,0.0
2018-11-15,1.0,-0.14512519233459226,-0.2719727700843941,-0.0,-0.4833776285727608,-0.4308761132093067,0.0
2018-11-16,1.0,-0.14694536017394966,-0.2765425171260901,-0.0,-0.4847443361155923,-0.42980056580393255,0.0
2018-11-19,1.0,-0.14164279340628375,-0.2815244446531724,-0.0,-0.49128821678485884,-0.43373409101582683,0.0
2018-11-20,1.0,-0.14066021788129224,-0.28101521412471825,-0.0,-0.4925572877535687,-0.4336260330578512,0.0
2018-11-21,1.0,-0.14249672958325546,-0.2773547000560643,-0.0,-0.4922911605307419,-0.4238693702111755,0.0
2018-11-23,1.0,-0.14249994157923027,-0.2787371766410394,-0.0,-0.49178603977286006,-0.4238076320893604,0.0
2018-11-26,1.0,-0.14268680445151033,-0.2777284204619845,-0.0,-0.4927756476199383,-0.42476386421023105,0.0
2018-11-27,1.0,-0.13823639075316926,-0.2790361670395227,-0.0,-0.4907019015659955,-0.4223993288590604,0.0
2018-11-28,1.0,-0.13559044815178278,-0.2930277115753072,-0.0,-0.48714893219309313,-0.420814056731623,0.0
2018-11-29,1.0,-0.12443969621664305,-0.2885941890981722,-0.0,-0.48621594630373693,-0.4232528973221544,0.0
2018-11-30,1.0,-0.12469517151682653,-0.28896578953480273,-0.0,-0.4875397728592331,-0.4213252200571335,0.0
2018-12-03,1.0,-0.12516554752666187,-0.28904017286646994,-0.0,-0.4877204396012919,-0.42157113315829825,0.0
2018-12-04,1.0,-0.13038891623883536,-0.29038610310148394,-0.0,-0.4963780856600324,-0.42710457838103943,0.0
2018-12-06,1.0,-0.12809232044962454,-0.2579812963560142,-0.0,-0.5014741788363201,-0.41585663610816787,0.0
2018-12-07,1.0,-0.12168713639301874,-0.2603887708929726,-0.0,-0.5042709391448887,-0.42229199372056514,0.0
2018-12-10,1.0,-0.11641770432941284,-0.25948857228347183,-0.0,-0.5056505627546205,-0.42009805049830823,0.0
2018-12-11,1.0,-0.11724630008976453,-0.2593274564411812,-0.0,-0.5056505627546205,-0.4194305705802472,0.0
2018-12-12,1.0,-0.1160418201915991,-0.2600635593220339,-0.0,-0.5055499263080324,-0.42121868091378034,0.0
2018-12-13,1.0,-0.11632300426218178,-0.2609146411703721,-0.0,-0.5049879046192834,-0.4216334523672388,0.0
2018-12-14,1.0,-0.11756034641606782,-0.25806154413119586,-0.0,-0.5062419384558688,-0.42143449419568824,0.0
2018-12-17,1.0,-0.11227046034336144,-0.2571303808232401,-0.0,-0.5027004665486888,-0.42614511273011424,0.0
2018-12-18,1.0,-0.10662395606909965,-0.25129847843496167,-0.0,-0.5021393433245623,-0.42800594897608973,0.0
2018-12-19,1.0,-0.11022612835301658,-0.2505721871280784,-0.0,-0.500503524672709,-0.42744667215966314,0.0
2018-12-20,1.0,-0.10919002759973541,-0.24344791405305535,-0.0,-0.5038434342282339,-0.4245113022056978,0.0
2018-12-21,1.0,-0.1063626650905867,-0.245141051578732,-0.0,-0.5095360414630264,-0.41217521765815734,0.0
2018-12-24,1.0,-0.09074241738343142,-0.2299004074241738,-0.0,-0.5104572204617474,-0.43239022181982795,0.0
2018-12-26,1.0,-0.08871607681320424,-0.2290339401908994,-0.0,-0.5148389144580225,-0.4346248894733262,0.0
2018-12-27,1.0,-0.08337258596325954,-0.22340353946571562,-0.0,-0.5006841172644282,-0.43556961173541486,0.0
2018-12-28,1.0,-0.0850203338800638,-0.2220998943986339,-0.0,-0.5019884512548588,-0.43772889657806635,0.0
2018-12-31,1.0,-0.08366489086699486,-0.22476229010722232,-0.0,-0.5020118236788276,-0.43740868118776277,0.0
2019-01-02,1.0,-0.08221393593602587,-0.22456085179028706,-0.0,-0.501235455321443,-0.4382721595759019,0.0
2019-01-03,1.0,-0.08732261541225077,-0.22298814442248968,-0.0,-0.50509700017963,-0.4299667684569786,0.0
2019-01-04,1.0,-0.0865572445382491,-0.2224442598289063,-0.0,-0.5061634146889104,-0.4301591934795788,0.0
2019-01-07,1.0,-0.08506586611703558,-0.22009140603996774,-0.0,-0.5062729635271978,-0.4288914777309795,0.0
2019-01-08,1.0,-0.0878724785635928,-0.20608055163767436,-0.0,-0.517675241229543,-0.42718337922851324,0.0
2019-01-09,1.0,-0.08383153086585611,-0.19571885985535478,-0.0,-0.5212153780703521,-0.43832426501869637,0.0
2019-01-10,1.0,-0.08507064961820096,-0.1927805271290055,-0.0,-0.5244642497256868,-0.4369975591732539,0.0
2019-01-11,1.0,-0.09189586769491374,-0.16364284759060313,-0.0,-0.5219542638077832,-0.45136629073240314,0.0
2019-01-14,1.0,-0.09563321691544502,-0.1644161679976865,-0.0,-0.5179409605588059,-0.44655529108179653,0.0
2019-01-15,1.0,-0.08977983571158255,-0.16181741279134482,-0.003094321141559627,-0.5134346964671312,-0.45800405155717816,0.0
2019-01-16,1.0,-0.0841920192286293,-0.16357688113413302,-0.0,-0.5109385084459084,-0.466828388934636,0.0
2019-01-17,1.0,-0.08301828047858383,-0.16318996575190145,-0.0014232976026331008,-0.5107192100698306,-0.4655517502112707,0.0
2019-01-18,1.0,-0.0846721183627086,-0.16531117003498297,-0.004968916419706322,-0.506851756946456,-0.46638739722364575,0.0
2019-01-22,1.0,-0.0,-0.0763328394843332,-0.0,-0.6284633925215045,-0.5064679477257148,0.0
2019-01-23,1.0,-0.0,-0.07051451769481953,-0.0,-0.6326670196805225,-0.5031329979701703,0.0
2019-01-24,1.0,-0.0,-0.0787220898420263,-0.0,-0.6196496337481247,-0.5079869384873357,0.0
2019-01-25,1.0,-0.0,-0.010730134899432583,-0.0,-0.6788024639569028,-0.5183140882697106,0.0
2019-01-28,1.0,-0.0,-0.02700022040996253,-0.0,-0.6547718756887811,-0.52232752920432,0.0
2019-01-29,1.0,-0.0,-0.02176360225140713,-0.0,-0.658095132987529,-0.5274252290034213,0.0
2019-01-30,1.0,-0.0,-0.0176375440384658,-0.0,-0.6569320422769273,-0.5412022778134763,0.0
2019-01-31,1.0,-0.0,-0.02007089056269384,-0.0,-0.639344262295082,-0.5559149313247673,0.0
2019-02-01,1.0,-0.0,-0.019080927926332564,-0.0,-0.6365548078625819,-0.5579289888436337,0.0
2019-02-04,1.0,-0.0,-0.018672337032360955,-0.0,-0.6337298159346135,-0.5625844463640995,0.0
2019-02-05,1.0,-0.0,-0.019810756309969643,-0.0,-0.6320163095264476,-0.5641412014979945,0.0
2019-02-06,1.0,-0.0,-0.024775821986051147,-0.0,-0.6310860179342411,-0.5582420015498727,0.0
2019-02-07,1.0,-0.0,-0.025333274281411935,-0.0,-0.6224589220071749,-0.5666327118118606,0.0
2019-02-08,1.0,-0.0,-0.019552451285701572,-0.0,-0.6234540439540883,-0.5813906931221638,0.0
2019-02-11,1.0,-0.0,-0.014410762411742434,-0.0,-0.624741074013854,-0.5881907477114283,0.0
2019-02-12,1.0,-0.0,-0.025348655584067837,-0.0,-0.6203280151734911,-0.5857413812339619,0.0
2019-02-13,1.0,-0.0,-0.023134295029252825,-0.0,-0.6213657273011478,-0.5885400384082891,0.0
2019-02-14,1.0,-0.0,-0.0031765205914591863,-0.0,-0.6379437621636131,-0.5958436793951188,0.0
2019-02-15,1.0,-0.0,-0.02064923152643236,-0.0,-0.6286941542316383,-0.5878431284816215,0.0
2019-02-19,1.0,-0.0,-0.021781338570376486,-0.0,-0.6239371554821576,-0.5859760316007946,0.0
2019-02-20,1.0,-0.0,-0.020465095518657384,-0.0,-0.6240626673808248,-0.5872388859132297,0.0
2019-02-21,1.0,-0.0,-0.02025305137032235,-0.0,-0.6242231859435775,-0.5909598962757634,0.0
2019-02-22,1.0,-0.0,-0.028253883235136584,-0.0,-0.6177468309230495,-0.585765934654526,0.0
2019-02-25,1.0,-0.0,-0.028137611201533966,-0.0,-0.6164634010389958,-0.5850036788477403,0.0
2019-02-26,1.0,-0.0,-0.028343963248740025,-0.0,-0.6154498015253557,-0.5862361179251595,0.0
2019-02-27,1.0,-0.0,-0.026923934865045733,-0.0,-0.6206781173321437,-0.5830693731875977,0.0
2019-02-28,1.0,-0.0,-0.029580259022313368,-0.0,-0.6219433360825661,-0.5775618020106551,0.0
2019-03-01,1.0,-0.0,-0.030536052602251198,-0.0,-0.6222890894906943,-0.5760838069764851,0.0
2019-03-04,1.0,-0.0,-0.024006954660960277,-0.0,-0.6196335428647853,-0.5854397931434175,0.0
2019-03-05,1.0,-0.0,-0.021365236376598495,-0.0,-0.6250055696653746,-0.581495343759747,0.0
2019-03-06,1.0,-0.0,-0.020320402843073907,-0.0,-0.6230921770905283,-0.584701766894677,0.0
2019-03-07,1.0,-0.0,-0.0,-0.0,-0.6493922799519166,-0.5766884822581363,0.0
2019-03-08,1.0,-0.0,-0.0,-0.0,-0.6485501610932118,-0.5734251749805578,0.0
2019-03-11,1.0,-0.0,-0.0,-0.0,-0.6466742530736105,-0.5845995939040989,0.0
2019-03-12,1.0,-0.0,-0.0,-0.0,-0.6475899555276043,-0.5984906338439423,0.0
2019-03-13,1.0,-0.0,-0.0,-0.0,-0.6500135025654874,-0.6003915743991359,0.0
2019-03-14,1.0,-0.0,-0.0,-0.0,-0.6492013498312711,-0.6005174353205849,0.0
2019-03-15,1.0,-0.0,-0.0,-0.0,-0.6498637295312747,-0.6025407122102846,0.0
2019-03-18,1.0,-0.0,-0.0,-0.0,-0.6560859728506788,-0.6063800904977376,0.0
2019-03-19,1.0,-0.0,-0.0,-0.0,-0.656591479830773,-0.6058007737381507,0.0
2019-03-20,1.0,-0.0,-0.0,-0.0,-0.6569691215696912,-0.603530901035309,0.0
2019-03-21,1.0,-0.0,-0.0,-0.0,-0.6659969297453494,-0.5915432544699295,0.0
2019-03-22,1.0,-0.0,-0.0,-0.0,-0.6679386727482106,-0.5900828685618805,0.0
2019-03-25,1.0,-0.0,-0.0,-0.0,-0.6717939505535221,-0.5737318393101745,0.0
2019-03-26,1.0,-0.0,-0.0,-0.0,-0.6723013981926899,-0.5755743379939756,0.0
2019-03-27,1.0,-0.0,-0.0,-0.0,-0.671621014818141,-0.573551863493489,0.0
2019-03-28,1.0,-0.0,-0.0,-0.0,-0.6695337765001796,-0.5762441609773625,0.0
2019-03-29,1.0,-0.0,-0.0,-0.0,-0.6733702254015387,-0.576123633418815,0.0
2019-04-01,1.0,-0.0,-0.0,-0.0,-0.6731253371695738,-0.5746718216148174,0.0
2019-04-02,1.0,-0.0,-0.0,-0.0,-0.6806109195144893,-0.5588301160030457,0.0
2019-04-03,1.0,-0.0,-0.0,-0.0,-0.678024193548387,-0.5621191756272401,0.0
2019-04-04,1.0,-0.0,-0.0,-0.0,-0.6771360724046775,-0.5631076661140731,0.0
2019-04-05,1.0,-0.0,-0.0,-0.0,-0.6796205767592053,-0.5628335650535946,0.0
2019-04-08,1.0,-0.0,-0.0,-0.0,-0.6791128453534266,-0.5634418729817007,0.0
2019-04-09,1.0,-0.0,-0.0,-0.0,-0.6798546628986678,-0.5630018391423317,0.0
2019-04-10,1.0,-0.0,-0.0,-0.0,-0.6846703555187168,-0.5555455991397656,0.0
2019-04-11,1.0,-0.0,-0.0,-0.0,-0.6914490642160708,-0.5499495685307632,0.0
2019-04-12,1.0,-0.0,-0.0,-0.0,-0.69122917039957,-0.5485128113241355,0.0
2019-04-15,1.0,-0.0,-0.0,-0.0,-0.6873966480446927,-0.5472625698324023,0.0
2019-04-16,1.0,-0.0,-0.0,-0.0,-0.6874273710556896,-0.5473093769553946,0.0
2019-04-17,1.0,-0.0,-0.0,-0.0,-0.6787418509308422,-0.561552075632323,0.0
2019-04-18,1.0,-0.0,-0.0,-0.0,-0.6775428852958302,-0.5618981502217048,0.0
