Date,AWF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1224701608718215,-0.2227123335063138,-0.001539526033558208,-0.20501643314305484,-0.17806607853312578,0.0
2018-09-25,1.0,-0.12453711714829557,-0.22164734383111268,-0.004377920055372902,-0.2039107111957086,-0.17593009171136875,0.0
2018-09-26,1.0,-0.12443759950162665,-0.22155118709766736,-0.004083892849726587,-0.20402159617913757,-0.1763687962898872,0.0
2018-09-27,1.0,-0.12507999100641656,-0.21963368442899392,-0.004635154533976721,-0.2039467994949757,-0.17623964440754772,0.0
2018-09-28,1.0,-0.1247535028541775,-0.21999654039093583,-0.004808856599204291,-0.20394395433316037,-0.17630167791039614,0.0
2018-10-01,1.0,-0.1251384083044983,-0.21967128027681662,-0.004775086505190312,-0.2041868512110727,-0.17633217993079586,0.0
2018-10-02,1.0,-0.12607529208135007,-0.21234097793163134,-0.007442665512765037,-0.20631761142362615,-0.17869320640415404,0.0
2018-10-03,1.0,-0.12643598496006098,-0.21494290714397102,-0.007797203403046107,-0.2058808240777641,-0.17763762064006375,0.0
2018-10-04,1.0,-0.12722390645300996,-0.213529666522304,-0.008003464703334776,-0.20686011260285836,-0.1767345171069727,0.0
2018-10-05,1.0,-0.12336464707403255,-0.2098250452469189,-0.004636731879686288,-0.2078427992760493,-0.1780056881840903,0.0
2018-10-08,1.0,-0.12250589632792191,-0.20818771842236644,-0.0023241000568113347,-0.21047738736722502,-0.17806049546370098,0.0
2018-10-09,1.0,-0.12284174829147372,-0.20812174002857584,-0.0031158010707338485,-0.2100153207897953,-0.17734244547348124,0.0
2018-10-10,1.0,-0.12274964717221437,-0.2080823379573853,-0.0029775222883893842,-0.20995834911018554,-0.17732608171835737,0.0
2018-10-11,1.0,-0.1062596860049862,-0.20027289266221954,-0.0,-0.20182265346000944,-0.1761505289400984,0.0
2018-10-12,1.0,-0.10989321712517881,-0.19485379727886631,-0.0,-0.1928079571537873,-0.16572968297794485,0.0
2018-10-15,1.0,-0.11174494411921233,-0.19262240553485896,-0.0,-0.19327102182011707,-0.16546367748802554,0.0
2018-10-16,1.0,-0.11064176547870483,-0.19435898288736259,-0.0,-0.19291214182368496,-0.16512281518684208,0.0
2018-10-17,1.0,-0.10353672372120554,-0.18061789901182196,-0.0,-0.19155198211085353,-0.16853285979710286,0.0
2018-10-18,1.0,-0.10423286521016152,-0.18260096478374685,-0.0,-0.19068473303808098,-0.16887008347190438,0.0
2018-10-19,1.0,-0.10063798462293473,-0.17803042695893997,-0.0,-0.18989039751349585,-0.16728283984950107,0.0
2018-10-22,1.0,-0.10108604845446952,-0.18102445656625224,-0.0,-0.1892148672334431,-0.1667567611840058,0.0
2018-10-23,1.0,-0.10187035277932457,-0.18099184382062955,-0.0,-0.1885256641226375,-0.16638278358282288,0.0
2018-10-24,1.0,-0.10160305218516154,-0.18154279445235874,-0.0,-0.18842003569615695,-0.1658725090468471,0.0
2018-10-25,1.0,-0.09253314500337068,-0.16697698308240505,-0.0,-0.18944817180828866,-0.15611055824853134,0.0
2018-10-26,1.0,-0.08566918587965178,-0.1627921808731146,-0.0,-0.19265601581683092,-0.15332121559998724,0.0
2018-10-29,1.0,-0.08062160703514398,-0.16354487444045843,-0.0,-0.18945045874472205,-0.1537191656877996,0.0
2018-10-30,1.0,-0.08184878219173732,-0.16361817662189196,-0.0,-0.18948270934552727,-0.15280556349433172,0.0
2018-10-31,1.0,-0.08338602592475497,-0.1574138476130256,-0.0,-0.18874486247233638,-0.1512330066392665,0.0
2018-11-01,1.0,-0.07619047619047618,-0.1631051093737661,-0.0,-0.1886282871357498,-0.15148069177919923,0.0
2018-11-02,1.0,-0.07743307086614173,-0.1569763779527559,-0.0,-0.19014173228346457,-0.15023622047244095,0.0
2018-11-05,1.0,-0.07638659298792487,-0.15977896377461862,-0.0,-0.19033674963396777,-0.14781403989357514,0.0
2018-11-06,1.0,-0.07677047580061087,-0.16007494410681108,-0.0,-0.1900998205120131,-0.14749504046351986,0.0
2018-11-07,1.0,-0.07657806524715546,-0.16009631273310984,-0.0,-0.18969831452717056,-0.14736477660796624,0.0
2018-11-08,1.0,-0.07337881282835411,-0.15942915392456675,-0.0,-0.18804987061867795,-0.14738492903630515,0.0
2018-11-09,1.0,-0.0730093006477517,-0.15950689314449726,-0.0,-0.18855377280070265,-0.14733606235982372,0.0
2018-11-12,1.0,-0.0729189476647793,-0.15501923858979572,-0.0,-0.1898833171708324,-0.1462758469671849,0.0
2018-11-13,1.0,-0.06504342431761787,-0.15181451612903227,-0.0,-0.1900589330024814,-0.1439516129032258,0.0
2018-11-14,1.0,-0.0651334460245336,-0.15172991331048494,-0.0,-0.19005009072158555,-0.14389839182420172,0.0
2018-11-15,1.0,-0.06497127015348399,-0.15159446776216953,-0.0,-0.19054625427850141,-0.1416513079436864,0.0
2018-11-16,1.0,-0.06277936741164644,-0.1472894594385585,-0.0,-0.19085917562446833,-0.1457427886474364,0.0
2018-11-19,1.0,-0.06390942555758344,-0.14698239861416154,-0.0,-0.19024344974788876,-0.14555943947783587,0.0
2018-11-20,1.0,-0.05144219675409584,-0.14340435351126835,-0.0,-0.19153911237597107,-0.15195754172755943,0.0
2018-11-21,1.0,-0.05240843065525845,-0.14118439379792755,-0.0,-0.19040913474048338,-0.14661809499028058,0.0
2018-11-23,1.0,-0.05364125684317063,-0.1310515097146187,-0.0,-0.19861679777951574,-0.1501740503902716,0.0
