Date,CHFS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-2.2624683638529106,-4.353729343456901,-0.27497394670239694,-3.527318743486676,-3.469108232842043,0.0
2018-09-25,1.0,-2.265724907063197,-4.343643122676579,-0.2840148698884758,-3.5188104089219325,-3.4575464684014867,0.0
2018-09-26,1.0,-2.2681838464970996,-4.346720214190094,-0.28841291090287074,-3.5185185185185186,-3.452476572958501,0.0
2018-09-27,1.0,-2.267457375833951,-4.31653076352854,-0.2908821349147517,-3.5086730911786512,-3.442105263157895,0.0
2018-09-28,1.0,-2.2846291331546023,-4.3336312183497165,-0.29014000595770034,-3.527256478999106,-3.4585939827226686,0.0
2018-10-01,1.0,-2.2883325882878855,-4.331992251527343,-0.29101475189986586,-3.530025331545224,-3.459693041275518,0.0
2018-10-02,1.0,-2.3003734129947726,-4.294548170276326,-0.31067961165048547,-3.5504107542942496,-3.4805078416728907,0.0
2018-10-03,1.0,-2.2972247090420774,-4.262160549089824,-0.30737093404953747,-3.5578931662190394,-3.4961205610265593,0.0
2018-10-04,1.0,-2.2977008062108095,-4.267542550014929,-0.30486712451478054,-3.5601672140937595,-3.4995521051060017,0.0
2018-10-05,1.0,-2.236358244365362,-4.227313167259787,-0.23798932384341634,-3.587930011862396,-3.5384045077105575,0.0
2018-10-08,1.0,-2.2143908181283107,-4.192171865803413,-0.21777516185991758,-3.5743084167157146,-3.5158917010005886,0.0
2018-10-09,1.0,-2.21141088014153,-4.203007518796992,-0.1993218339967566,-3.591626124133864,-3.5373728438743917,0.0
2018-10-10,1.0,-2.2317037037037033,-4.218074074074074,-0.2102222222222222,-3.615555555555555,-3.5391111111111107,0.0
2018-10-11,1.0,-1.92041914471821,-4.150665533843104,-0.0,-3.504389691305579,-3.5848201642594164,0.0
2018-10-12,1.0,-1.8724448078495501,-4.010084491687109,-0.0,-3.335650040883074,-3.4096484055600977,0.0
2018-10-15,1.0,-1.7693254891229988,-4.147215761390067,-0.0,-3.3321931864824186,-3.4330277739772876,0.0
2018-10-16,1.0,-1.7561745334796925,-4.191547749725576,-0.0,-3.336306256860593,-3.4370197585071347,0.0
2018-10-17,1.0,-1.6347593582887698,-3.982620320855615,-0.0,-3.293983957219251,-3.4577540106951865,0.0
2018-10-18,1.0,-1.6325003340906055,-3.979019109982628,-0.0,-3.295202458906856,-3.457035948149138,0.0
2018-10-19,1.0,-1.5743624161073826,-3.975838926174497,-0.0,-3.3602684563758394,-3.5122147651006714,0.0
2018-10-22,1.0,-1.591889325918893,-3.9727383697273835,-0.0,-3.4247931642479315,-3.5735792757357925,0.0
2018-10-23,1.0,-1.5888843481814465,-3.9927802751668704,-0.0,-3.4472142759841984,-3.593379648549244,0.0
2018-10-24,1.0,-1.5794341675734493,-3.974564744287269,-0.0,-3.4479053318824806,-3.5998367791077257,0.0
2018-10-25,1.0,-1.3334167396471912,-3.5828850243963473,-0.0,-3.2891279869886154,-3.305642437132491,0.0
2018-10-26,1.0,-1.2509298289114803,-3.539052814282172,-0.0,-3.3290354574758245,-3.2788246962558887,0.0
2018-10-29,1.0,-1.159601916697383,-3.559528197567269,-0.0,-3.2796412335667773,-3.287627472662489,0.0
2018-10-30,1.0,-1.190240277433738,-3.591528362645529,-0.0,-3.308892742135249,-3.294773346544463,0.0
2018-10-31,1.0,-1.2053483807654564,-3.495093228655545,-0.0,-3.297350343473994,-3.269136408243376,0.0
2018-11-01,1.0,-1.3027407593663567,-3.5446316318833295,-0.0,-3.38068896152879,-3.3442293185818457,0.0
2018-11-02,1.0,-1.306711243189698,-3.4045319465081727,-0.0,-3.3756810302129763,-3.2953194650817235,0.0
2018-11-05,1.0,-1.296946470515515,-3.419211274570404,-0.0,-3.371244900482136,-3.2749412782791443,0.0
2018-11-06,1.0,-1.2926072934755644,-3.4261969734557187,-0.0,-3.389853634333912,-3.2952121061771273,0.0
2018-11-07,1.0,-1.2901785714285714,-3.429439484126984,-0.0,-3.3860367063492065,-3.2952628968253967,0.0
2018-11-08,1.0,-1.1684261618735592,-3.386239534037131,-0.0,-3.3067588884844072,-3.273025118310885,0.0
2018-11-09,1.0,-1.168412079883098,-3.40014612761812,-0.0,-3.32476863127131,-3.283974671212859,0.0
2018-11-12,1.0,-1.1642839835231402,-3.329052580566998,-0.0,-3.34964865519748,-3.2722316452629028,0.0
2018-11-13,1.0,-1.0546735108033902,-3.2930643428435,-0.0,-3.342366002148741,-3.247463292348096,0.0
2018-11-14,1.0,-1.0564506504356128,-3.2907268170426063,-0.0,-3.3416875522138683,-3.2458527270557345,0.0
2018-11-15,1.0,-1.0472908745247147,-3.2811311787072244,-0.0,-3.3372148288973382,-3.216492395437262,0.0
2018-11-16,1.0,-1.0364701662082985,-3.271911993303838,-0.0,-3.370919526485711,-3.2780102833911275,0.0
2018-11-19,1.0,-1.0313960455362492,-3.2822049131216295,-0.0,-3.3826243259436786,-3.286998202516477,0.0
2018-11-20,1.0,-0.8994945339132479,-3.2095921006230164,-0.0,-3.34724344657341,-3.29857764194193,0.0
2018-11-21,1.0,-0.8937442502299908,-3.140409383624655,-0.0,-3.2922033118675254,-3.173183072677093,0.0
2018-11-23,1.0,-0.8938925174745044,-3.102440701271915,-0.0,-3.294488369428211,-3.167984416179672,0.0
2018-11-26,1.0,-0.8905802907176377,-3.1050703902941508,-0.0,-3.288199610850406,-3.1617259929037425,0.0
2018-11-27,1.0,-0.8520885642547363,-3.1306779274138323,-0.0,-3.279274138324583,-3.1508787947957084,0.0
2018-11-28,1.0,-0.8536863729742068,-3.1307920566080805,-0.0,-3.2781328463821042,-3.150194019630221,0.0
2018-11-29,1.0,-0.7199588006408788,-3.1437399862668802,-0.0,-3.3387502861066607,-3.241817349507897,0.0
2018-11-30,1.0,-0.7305465493283927,-3.1904817044928206,-0.0,-3.3932376100046318,-3.265169059749884,0.0
2018-12-03,1.0,-0.723332948110482,-3.186871605223622,-0.0,-3.3873800993874954,-3.259100889864787,0.0
2018-12-04,1.0,-0.6901505574071946,-3.191587173888059,-0.0,-3.365705091368808,-3.2454890242500856,0.0
2018-12-06,1.0,-0.6298673047639766,-2.878181422666957,-0.0,-3.289427887752882,-3.0791820752664787,0.0
2018-12-07,1.0,-0.632952691680261,-2.877433387710712,-0.0,-3.289722675367047,-3.0753670473083194,0.0
2018-12-10,1.0,-0.5273578880136257,-2.8598041302959336,-0.0,-3.260272514370875,-2.9975516286991697,0.0
2018-12-11,1.0,-0.484769647696477,-2.9394037940379407,-0.0,-3.3140379403794036,-3.102005420054201,0.0
2018-12-12,1.0,-0.49683198601704176,-2.9631854926807955,-0.0,-3.3477168450950407,-3.1164518243390864,0.0
2018-12-13,1.0,-0.49426668122747625,-2.962214699137272,-0.0,-3.3482581631538713,-3.1158676422409086,0.0
2018-12-14,1.0,-0.4880140752144272,-3.0109962612711683,-0.0,-3.360127556630746,-3.1371233780514625,0.0
2018-12-17,1.0,-0.41763928650077076,-3.0327020480070472,-0.0,-3.3353886809072897,-3.225060559348161,0.0
2018-12-18,1.0,-0.37578446223761086,-2.9702445358147584,-0.0,-3.284678640986799,-3.189461155594027,0.0
2018-12-19,1.0,-0.39238446517682796,-2.974180950314602,-0.0,-3.2873725320026037,-3.1944022564547625,0.0
2018-12-20,1.0,-0.38004496306605284,-2.908146879349106,-0.0,-3.266459693822931,-3.150947436034685,0.0
2018-12-21,1.0,-0.3550264550264551,-2.88984126984127,-0.0,-3.2530158730158734,-3.084126984126984,0.0
2018-12-24,1.0,-0.3658793757908056,-2.8723112610712778,-0.0,-3.2321805145508224,-3.0737030788696753,0.0
2018-12-26,1.0,-0.3735607675906184,-2.99498933901919,-0.0,-3.2100213219616203,-3.0824093816631133,0.0
2018-12-27,1.0,-0.13906447534766117,-2.9961019806152547,-0.0,-3.1174673409186684,-3.2825537294563842,0.0
2018-12-28,1.0,-0.11082748351414592,-3.0572218676877254,-0.0,-3.157626037013401,-3.3103594979791535,0.0
2018-12-31,1.0,-0.1524348810872027,-3.308833522083805,-0.0,-3.3647791619479044,-3.498980747451869,0.0
