Date,IWF,IWM,MTUM,PSLV,SPY,VLUE,VXX
2018-09-24,-0.18561970596826013,-0.47828838477266095,-0.0,1.0,-0.3970888910524779,-0.3730405997468601,0.0
2018-09-25,-0.1872262773722628,-0.47749391727493923,-0.0,1.0,-0.39652068126520684,-0.3718491484184915,0.0
2018-09-26,-0.1955406035901088,-0.48972325221619234,-0.0,1.0,-0.4023279227954719,-0.36799842840655156,0.0
2018-09-27,-0.19590514066872883,-0.4888545195659646,-0.0,1.0,-0.40226837531300635,-0.3679236019050425,0.0
2018-09-28,-0.1934388305072232,-0.49415499716978806,-0.0,1.0,-0.403834321856619,-0.3696256737134841,0.0
2018-10-01,-0.19536184128410594,-0.5109463541276617,-0.0,1.0,-0.4113432686786989,-0.3786415037819217,0.0
2018-10-02,-0.19518896910049208,-0.5141758049609072,-0.0,1.0,-0.4106362251142807,-0.377938200984188,0.0
2018-10-03,-0.1961716470469866,-0.5028674916993661,-0.0,1.0,-0.4222255760136835,-0.39407888117516854,0.0
2018-10-04,-0.19977358490566036,-0.4980125786163522,-0.0,1.0,-0.42684276729559745,-0.39109433962264145,0.0
2018-10-05,-0.18805365096842,-0.4908913467794405,-0.0,1.0,-0.4289324858615685,-0.3945247985586307,0.0
2018-10-08,-0.18591120211756482,-0.4880886979973031,-0.0,1.0,-0.4297557808520202,-0.3933476502022674,0.0
2018-10-09,-0.1929661845436543,-0.4921414784548668,-0.0,1.0,-0.4303261223773594,-0.3912716516682125,0.0
2018-10-10,-0.19409642177007116,-0.4912799438709031,-0.0,1.0,-0.43101633757642577,-0.3893705522702215,0.0
2018-10-11,-0.14412271546807118,-0.47824081939758745,-0.0,1.0,-0.4120773767626999,-0.3926846435766122,0.0
2018-10-12,-0.15976060042956777,-0.48015059005236865,-0.0,1.0,-0.3985327123102541,-0.374882351521587,0.0
2018-10-15,-0.15116139126248646,-0.48578649656998435,-0.0,1.0,-0.39612468407750634,-0.37395595137802384,0.0
2018-10-16,-0.14526986271624,-0.4981542693077906,-0.0,1.0,-0.3958066928848891,-0.37348903418824037,0.0
2018-10-17,-0.12783955897728352,-0.46744606026043156,-0.0,1.0,-0.39556601083547194,-0.3853483509172132,0.0
2018-10-18,-0.12734616298408175,-0.4665241149916845,-0.0,1.0,-0.39655500118793063,-0.38545972915181753,0.0
2018-10-19,-0.11645593463775282,-0.45720609356972997,-0.0,1.0,-0.39685903322266963,-0.38405029314120226,0.0
2018-10-22,-0.11636560608558442,-0.45043687148206596,-0.0,1.0,-0.40072066131273404,-0.3875791903158192,0.0
2018-10-23,-0.11682011915134105,-0.45034968328349073,-0.0,1.0,-0.4002872818894671,-0.38731250147173096,0.0
2018-10-24,-0.11576813370736193,-0.4464298342801914,-0.0,1.0,-0.4031022370995498,-0.39202281888687207,0.0
2018-10-25,-0.0924442618835718,-0.41295269391387696,-0.0,1.0,-0.4067456242440839,-0.3698683279706077,0.0
2018-10-26,-0.07870171552561987,-0.4042673417263748,-0.0,1.0,-0.413172705286712,-0.3641027959225189,0.0
2018-10-29,-0.06083316453986901,-0.4130713658767133,-0.0,1.0,-0.40618459253257716,-0.37051290707357143,0.0
2018-10-30,-0.0774641495734253,-0.41849700490107095,-0.0,1.0,-0.4107823561444908,-0.362248139408241,0.0
2018-10-31,-0.08100011262529563,-0.40387431017006414,-0.0,1.0,-0.4090775988286969,-0.35855389120396436,0.0
2018-11-01,-0.05898038506734159,-0.42567567567567566,-0.0,1.0,-0.4124559341950646,-0.36265027569375397,0.0
2018-11-02,-0.057847472307061124,-0.4397593107535214,-0.0,1.0,-0.4136162647581711,-0.36803118019783926,0.0
2018-11-05,-0.05370873166168518,-0.45282803623171874,-0.0,1.0,-0.4158433913618837,-0.3592370348399462,0.0
2018-11-06,-0.06041557135346423,-0.45964294694493335,-0.0,1.0,-0.41259972112373416,-0.3531899330239788,0.0
2018-11-07,-0.059744832632156575,-0.46101609657947684,-0.0,1.0,-0.41199469544539963,-0.3536903237607463,0.0
2018-11-08,-0.044322585030930645,-0.4603113457660148,-0.0,1.0,-0.40554258910969615,-0.3558043098955383,0.0
2018-11-09,-0.04551335890858738,-0.46151226931196515,-0.0,1.0,-0.40582934192904,-0.3571379928722221,0.0
2018-11-12,-0.044982777374909355,-0.4588923132704859,-0.0,1.0,-0.40609137055837563,-0.35616841914430747,0.0
2018-11-13,-0.032937158776876585,-0.4555033813386057,-0.0,1.0,-0.4056033611179761,-0.35269271383315737,0.0
2018-11-14,-0.033450901983690155,-0.455058072922517,-0.0,1.0,-0.4056118437310448,-0.35241390155684854,0.0
2018-11-15,-0.0332170586249578,-0.45972769213457854,-0.0,1.0,-0.41339034544840775,-0.3441431304152132,0.0
2018-11-16,-0.032977408115094975,-0.4577273238170169,-0.0,1.0,-0.41261099246937166,-0.34463302236709004,0.0
2018-11-19,-0.03064901139485655,-0.4597576904021979,-0.0,1.0,-0.41532675764536325,-0.3462144755213259,0.0
2018-11-20,-0.0049444034275231,-0.45432579367742804,-0.0,1.0,-0.41864107210774776,-0.3593977224422221,0.0
2018-11-21,-0.0074726151935784295,-0.44975386935119077,-0.0,1.0,-0.4161603618785756,-0.34402856002483484,0.0
2018-11-23,-0.007204162404945079,-0.4562191488415529,-0.0,1.0,-0.41535109174189533,-0.34473251211811273,0.0
2018-11-26,-0.007946605951025693,-0.45458603986696133,-0.0,1.0,-0.4203442041116989,-0.3492935110158709,0.0
2018-11-27,-0.002221086999977789,-0.45618905892543804,-0.0,1.0,-0.41698687337583007,-0.3456899806765431,0.0
2018-11-28,-0.0018664178109585388,-0.4590721237168377,-0.0,1.0,-0.41585566368928584,-0.34515397946940407,0.0
2018-11-29,-0.0,-0.45112301351142853,-0.0,1.0,-0.40959686129295336,-0.34342833212105184,0.0
2018-11-30,-0.0,-0.45150413223140495,-0.0,1.0,-0.41064462809917357,-0.34170798898071625,0.0
2018-12-03,-0.0,-0.45174578698094503,-0.0,1.0,-0.4100451591584976,-0.34109483423284503,0.0
2018-12-04,-0.0,-0.4517536129714487,-0.0,1.0,-0.4102264716249559,-0.34102925625660907,0.0
2018-12-06,-0.0,-0.4061687264911338,-0.0,1.0,-0.41925846319183235,-0.32393336915636756,0.0
2018-12-07,-0.0,-0.4061761292818155,-0.0,1.0,-0.41945674130743116,-0.32331198693428465,0.0
2018-12-10,-0.0,-0.4083663640625666,-0.0,1.0,-0.4161658781911946,-0.30650385713676853,0.0
2018-12-11,-0.0,-0.4087788863306899,-0.0,1.0,-0.4146627440948239,-0.30839089281146076,0.0
2018-12-12,-0.0,-0.40880503144654085,-0.0,1.0,-0.41494510180151367,-0.3082187400063959,0.0
2018-12-13,-0.0,-0.4122626988199077,-0.0,1.0,-0.4148281169830682,-0.3107362750128271,0.0
2018-12-14,-0.0,-0.40728236249412364,-0.0,1.0,-0.4184366853284328,-0.3111244070259413,0.0
2018-12-17,-0.0,-0.4053437879530394,-0.0,1.0,-0.4128225342509535,-0.3125306287686702,0.0
2018-12-18,-0.0,-0.39530552204372765,-0.0,1.0,-0.4077084259318052,-0.3135013863314073,0.0
2018-12-19,-0.0,-0.39535572913359157,-0.0,1.0,-0.40773904024046914,-0.31373171609407086,0.0
2018-12-20,-0.0,-0.38686777190284594,-0.0,1.0,-0.4097870278696467,-0.30987339638937456,0.0
2018-12-21,-0.0,-0.38855560682971846,-0.0,1.0,-0.413726559550279,-0.2952972270000419,0.0
2018-12-24,-0.0,-0.37746467130768274,-0.0,1.0,-0.4073533702947184,-0.2994705906873984,0.0
2018-12-26,-0.0,-0.38974454519107354,-0.0,1.0,-0.3900343642611684,-0.2903573055107026,0.0
2018-12-27,-0.0,-0.36731583064241163,-0.0,1.0,-0.34948554924888187,-0.2888545698870816,0.0
2018-12-28,-0.0,-0.3670396908461476,-0.0,1.0,-0.35291039368810884,-0.29275018114483536,0.0
2018-12-31,-0.0,-0.36893614450552775,-0.0,1.0,-0.3525040778106688,-0.2922934412694577,0.0
2019-01-02,-0.0,-0.3694403579129804,-0.0,1.0,-0.35341891537856956,-0.29241651720037887,0.0
2019-01-03,-0.0,-0.3692577369439071,-0.0,1.0,-0.3546099290780142,-0.29096147646679565,0.0
