Date,APOG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5404031627422018,-1.216178642801286,-0.0,-0.861499695890173,-0.7263445998783561,0.0
2018-09-25,1.0,-0.5405334955252411,-1.2160917542792598,-0.0,-0.861499695890173,-0.7263880441393692,0.0
2018-09-26,1.0,-0.5399122235258332,-1.2158779820101682,-0.0,-0.8617737800373702,-0.7278060226828315,0.0
2018-09-27,1.0,-0.5408198714608302,-1.2128278617335417,-0.0,-0.8614295640090324,-0.7274622199062011,0.0
2018-09-28,1.0,-0.5380200860832138,-1.2179035694100258,-0.0,-0.8626581452980306,-0.7290552584670232,0.0
2018-10-01,1.0,-0.5382374679361767,-1.21764271118647,-0.0,-0.8626581452980306,-0.7291422112082083,0.0
2018-10-02,1.0,-0.5379394361294814,-1.2234597981204316,-0.0,-0.8613818308388445,-0.7280717020536025,0.0
2018-10-03,1.0,-0.5373043478260869,-1.2178260869565218,-0.0,-0.8623043478260869,-0.7304347826086957,0.0
2018-10-04,1.0,-0.5388744664935979,-1.244950939411273,-0.0,-0.8660183922207066,-0.7502090025080301,0.0
2018-10-05,1.0,-0.5182817357796559,-1.2358453387047335,-0.0,-0.8695100056925166,-0.7552217892017341,0.0
2018-10-08,1.0,-0.5138737164081276,-1.2306751147039545,-0.0,-0.8720122350884859,-0.7531133930522176,0.0
2018-10-09,1.0,-0.5138737164081276,-1.2310683854052873,-0.0,-0.8719685383438934,-0.7527638190954774,0.0
2018-10-10,1.0,-0.5132016086728449,-1.232252141982864,-0.0,-0.8721804511278196,-0.7537593984962406,0.0
2018-10-11,1.0,-0.41660677292521037,-1.2184923688327063,-0.0,-0.836299835116053,-0.7564368156259248,0.0
2018-10-12,1.0,-0.42262326511899306,-1.2109782019755762,-0.0,-0.8099445671654233,-0.7243779435668737,0.0
2018-10-15,1.0,-0.389341875364007,-1.24286546301689,-0.0,-0.803353024378068,-0.7245195107746069,0.0
2018-10-16,1.0,-0.38564891846921795,-1.2486688851913477,-0.0,-0.8021214642262895,-0.7232945091514144,0.0
2018-10-17,1.0,-0.35774613407319755,-1.1990289281488433,-0.0,-0.7932188175772166,-0.7301399485903137,0.0
2018-10-18,1.0,-0.3602176937556265,-1.2061543497831249,-0.0,-0.7929454128815779,-0.7326704312955233,0.0
2018-10-19,1.0,-0.3475589910496339,-1.2017493897477625,-0.0,-0.790846216436127,-0.7281936533767291,0.0
2018-10-22,1.0,-0.3475589910496339,-1.1910496338486576,-0.0,-0.7963791700569569,-0.7333604556550041,0.0
2018-10-23,1.0,-0.35789473684210527,-1.1955528355773153,-0.0,-0.7932680538555691,-0.7332517339861281,0.0
2018-10-24,1.0,-0.35771325607109217,-1.2056595274171753,-0.0,-0.7968794790941481,-0.7348785781563537,0.0
2018-10-25,1.0,-0.3106012658227848,-1.1474287974683544,-0.0,-0.8048259493670885,-0.6928006329113923,0.0
2018-10-26,1.0,-0.2816779474264127,-1.1371792853769873,-0.0,-0.8277585392727845,-0.6884936250590272,0.0
2018-10-29,1.0,-0.2768468255841397,-1.1403508771929824,-0.0,-0.8286130123515065,-0.6877901030603415,0.0
2018-10-30,1.0,-0.27885107220145583,-1.1405469211095811,-0.0,-0.828801888648436,-0.6864843596301397,0.0
2018-10-31,1.0,-0.279500667347099,-1.1352359268273533,-0.0,-0.8266467771060688,-0.6841877993248017,0.0
2018-11-01,1.0,-0.28668660004721064,-1.1323471555590527,-0.0,-0.8290974899677394,-0.6860885986308914,0.0
2018-11-02,1.0,-0.28926363565224195,-1.112841380389702,-0.0,-0.8302292824164645,-0.6802957977932547,0.0
2018-11-05,1.0,-0.2833144065473627,-1.1321220190312096,-0.0,-0.8330265888710499,-0.667423738105494,0.0
2018-11-06,1.0,-0.29011281729865246,-1.1378486367909746,-0.0,-0.8287370730178627,-0.6605296145408962,0.0
2018-11-07,1.0,-0.2922913469484122,-1.1422106795734464,-0.0,-0.8352418053752017,-0.6652107189233857,0.0
2018-11-08,1.0,-0.26313123441396513,-1.1420277431421448,-0.0,-0.823371259351621,-0.6679395261845387,0.0
2018-11-09,1.0,-0.26301231104877665,-1.1416160199470158,-0.0,-0.8235156615240766,-0.6677575190899173,0.0
2018-11-12,1.0,-0.26172178233193605,-1.1311908088806086,-0.0,-0.8245614035087719,-0.6639108834031984,0.0
2018-11-13,1.0,-0.22977184409988075,-1.130237389865723,-0.0,-0.8290562117656113,-0.6584586972413528,0.0
2018-11-14,1.0,-0.23089649865332817,-1.1294343978453252,-0.0,-0.8292804924971142,-0.6580607926125431,0.0
2018-11-15,1.0,-0.22969962356917875,-1.1302143351002534,-0.0,-0.8314895905354536,-0.6497656910194362,0.0
2018-11-16,1.0,-0.22444129259784568,-1.1182581362364397,-0.0,-0.8314869475217541,-0.6591789013684978,0.0
2018-11-19,1.0,-0.23702702702702702,-1.1235907335907336,-0.0,-0.8349420849420849,-0.6654440154440154,0.0
2018-11-20,1.0,-0.19447001073784323,-1.1160070562969782,-0.0,-0.8393541954287468,-0.6851127473538887,0.0
2018-11-21,1.0,-0.19380642212318594,-1.111530110844475,-0.0,-0.8350664685940655,-0.6686854835637833,0.0
2018-11-23,1.0,-0.1944592434736281,-1.1060582997183956,-0.0,-0.836288910876018,-0.6686581931653854,0.0
2018-11-26,1.0,-0.19335439424504242,-1.1132721805655996,-0.0,-0.8337076085715374,-0.6658166178205762,0.0
2018-11-27,1.0,-0.1840999432140829,-1.1150482680295288,-0.0,-0.8275222411508613,-0.6590573537762635,0.0
2018-11-28,1.0,-0.18758767107707472,-1.1046745270500813,-0.0,-0.8348182128369412,-0.6640633885582137,0.0
2018-11-29,1.0,-0.1511266074307352,-1.0911783451430284,-0.0,-0.8337644809357777,-0.6730401529636711,0.0
2018-11-30,1.0,-0.15062228220122958,-1.0914679862048282,-0.0,-0.834008097165992,-0.6726270805218174,0.0
2018-12-03,1.0,-0.15036917656759494,-1.0913758854615645,-0.0,-0.8338143248004198,-0.6724260709868446,0.0
2018-12-04,1.0,-0.14368997346687096,-1.093463881310961,-0.0,-0.8301506035352592,-0.6697933405583169,0.0
2018-12-06,1.0,-0.13355865678150894,-1.0367786015409215,-0.0,-0.8262102049716528,-0.6377017008286088,0.0
2018-12-07,1.0,-0.13123454994910572,-1.0377708303039117,-0.0,-0.8270684891667879,-0.6391958702922785,0.0
2018-12-10,1.0,-0.10362936585014929,-1.0433797345419231,-0.0,-0.8281716485018525,-0.6217761951008958,0.0
2018-12-11,1.0,-0.09356640836186701,-1.0490538835826275,-0.0,-0.8274283654712562,-0.6342043611461525,0.0
2018-12-12,1.0,-0.09231878831590336,-1.0498737829065994,-0.0,-0.8274792643346556,-0.6365308330328164,0.0
2018-12-13,1.0,-0.09148936170212767,-1.0444284168770286,-0.0,-0.8356653443923548,-0.6346195456184638,0.0
2018-12-14,1.0,-0.09156835155319838,-1.0469387018797127,-0.0,-0.8342533463217519,-0.6351336724753761,0.0
2018-12-17,1.0,-0.07616857686918406,-1.0468149319153521,-0.0,-0.8228362016311572,-0.6470736176481156,0.0
2018-12-18,1.0,-0.06453569262602118,-1.0373158289037137,-0.0,-0.8187007241982092,-0.6469266169597945,0.0
2018-12-19,1.0,-0.07207400264295152,-1.0363227258116359,-0.0,-0.8164934461945069,-0.6466302367941711,0.0
2018-12-20,1.0,-0.07179159114333439,-1.0248427337669261,-0.0,-0.8164338771013256,-0.6409354231083626,0.0
2018-12-21,1.0,-0.07835820895522388,-1.0863920194943648,-0.0,-0.892590618336887,-0.7501903746573257,0.0
2018-12-24,1.0,-0.04377564979480164,-1.0610275117799057,-0.0,-0.8994908040735674,-0.7956756345949232,0.0
2018-12-26,1.0,-0.0454337899543379,-1.0993531202435314,-0.0,-0.8741248097412482,-0.7862252663622528,0.0
2018-12-27,1.0,-0.001352833638025594,-1.0584643510054845,-0.0,-0.8044241316270566,-0.7920658135283363,0.0
2018-12-28,1.0,-0.0027451411002525528,-1.0577943706306503,-0.0,-0.805680611983456,-0.793931408074375,0.0
2018-12-31,1.0,-0.0017207922967085272,-1.0601911177827408,-0.0,-0.805696920880167,-0.7936513748032072,0.0
2019-01-02,1.0,-0.0,-1.0593936290823975,-0.0,-0.8031306001536042,-0.7947555132940789,0.0
2019-01-03,1.0,-0.0,-1.0616799824085612,-0.0,-0.7985413765300887,-0.8046617312907719,0.0
2019-01-04,1.0,-0.0,-1.0654620960985028,-0.0,-0.7707915922917199,-0.8066008524279626,0.0
2019-01-07,1.0,-0.0,-1.0306093292378027,-0.0,-0.7593399528537753,-0.7817344096006857,0.0
2019-01-08,1.0,-0.0,-1.0238553701326485,-0.0,-0.7622307802025389,-0.7797389816003423,0.0
2019-01-09,1.0,-0.0,-1.013135412217001,-0.0,-0.761355546062936,-0.7852413498504912,0.0
2019-01-10,1.0,-0.0,-1.011206375182326,-0.0,-0.7622825429577714,-0.7840905048205201,0.0
2019-01-11,1.0,-0.0,-1.0071619454836986,-0.0,-0.7659362194904685,-0.7900231605202209,0.0
2019-01-14,1.0,-0.0,-1.004856795943147,-0.0,-0.7666952360545676,-0.7996214556103136,0.0
2019-01-15,1.0,-0.0,-0.9930654847011724,-0.0,-0.7635473262796683,-0.8178796110952244,0.0
2019-01-16,1.0,-0.0,-0.9879058151980021,-0.0,-0.7567249375668926,-0.8229753835176596,0.0
2019-01-17,1.0,-0.0,-0.9861621313170941,-0.0,-0.7573379935090411,-0.8229608759228219,0.0
2019-01-18,1.0,-0.0,-0.9814508591559422,-0.0,-0.7656912790279675,-0.8476885469839672,0.0
2019-01-22,1.0,-0.0,-1.0509509875640088,-0.0,-0.7550475493782005,-0.8516459400146306,0.0
2019-01-23,1.0,-0.0,-1.007727805449751,-0.0,-0.7626355112803984,-0.8921037210665104,0.0
2019-01-24,1.0,-0.0,-1.0064468864468863,-0.0,-0.7651648351648351,-0.8913919413919413,0.0
2019-01-25,1.0,-0.0,-0.9575680810639645,-0.0,-0.8205118652907648,-0.9473233245166338,0.0
2019-01-28,1.0,-0.0,-0.9435748360166966,-0.0,-0.8382155635062611,-0.945102862254025,0.0
