Date,BBIO,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-04-03,1.0,-1.1746799274685422,-1.3668882905654156,-0.6250343425462938,-1.2625968459805483,-0.06566294851365459,0.0
2020-04-06,1.0,-1.1754762691333553,-1.3723158242484308,-0.6284550159674045,-1.2626362735381564,-0.06711815879308446,0.0
2020-04-07,1.0,-1.1255581543695514,-1.318945354029343,-0.586381033382947,-1.2420795237082713,-0.042791834998936844,0.0
2020-04-08,1.0,-1.1294749720729826,-1.3190595244427896,-0.5934358210543115,-1.2437363689557954,-0.03377839246768445,0.0
2020-04-09,1.0,-1.1306301543666737,-1.3008564178473252,-0.5953689997885389,-1.2385282300697822,-0.02114611968703743,0.0
2020-04-13,1.0,-1.1429174583069452,-1.2641967489972556,-0.6051826050242769,-1.2405530926746886,-0.024804728731264512,0.0
2020-04-14,1.0,-1.142751596390311,-1.2629162488785688,-0.6061005857828909,-1.239907119109188,-0.02564779144018154,0.0
2020-04-15,1.0,-1.1201950810215533,-1.275787928050763,-0.5813624206827835,-1.235513136504274,-0.03125491635638995,0.0
2020-04-16,1.0,-1.1273965426925092,-1.2761655316919855,-0.5790990047145103,-1.241435306443164,-0.0141959140911472,0.0
2020-04-17,1.0,-1.1225846991674084,-1.2813530921087082,-0.5724982981620149,-1.2409278944336806,-0.019008221186573807,0.0
2020-04-20,1.0,-1.1473552294919325,-1.2425460811445876,-0.5946425774111012,-1.2371155553234816,-0.0,0.0
2020-04-21,1.0,-1.1474271996660057,-1.2476255088195387,-0.5971192986118359,-1.2264899279824653,-0.0,0.0
2020-04-22,1.0,-1.1273792853067788,-1.2676209740158704,-0.5680721954255484,-1.223328665525647,-0.0,0.0
2020-04-23,1.0,-1.1196647524445136,-1.2738889751151121,-0.5599358476899996,-1.2200320761550003,-0.0,0.0
2020-04-24,1.0,-1.1182957133982192,-1.2810105611927936,-0.5579312487057362,-1.2198177676537585,-0.0,0.0
2020-04-27,1.0,-1.1168287132809267,-1.2793752585850227,-0.5557509309060819,-1.2197972693421597,-0.0,0.0
2020-04-28,1.0,-1.133519351005012,-1.2409962279749909,-0.5626517852529324,-1.229938510825195,-0.0,0.0
2020-04-29,1.0,-1.143818247684107,-1.2279666718418463,-0.5704600734875537,-1.2329865962842208,-0.0,0.0
2020-04-30,1.0,-1.143254663506132,-1.1791198598371637,-0.5829640317427599,-1.2477584252293104,-0.0,0.0
2020-05-01,1.0,-1.1515604078689876,-1.1656710268822743,-0.5816252961170049,-1.2510042228859821,-0.0,0.0
2020-05-04,1.0,-1.150584495488105,-1.1465340442986056,-0.577932731747334,-1.2521021328958164,-0.0,0.0
2020-05-05,1.0,-1.1511359556900354,-1.1463664803323248,-0.5797220370275399,-1.2512436535206934,-0.0,0.0
2020-05-06,1.0,-1.1495566603454461,-1.1474040284967455,-0.5763415509199938,-1.25201168571575,-0.0,0.0
2020-05-07,1.0,-1.1609307581672488,-1.1441853297719335,-0.5841380727347443,-1.247380316416684,-0.0,0.0
2020-05-08,1.0,-1.158556616363823,-1.1420285391643568,-0.5868493994456422,-1.2455600041063546,-0.0,0.0
2020-05-11,1.0,-1.1683158164573186,-1.1127915918995128,-0.5959497564726993,-1.24988464496283,-0.0,0.0
2020-05-12,1.0,-1.1657260133401746,-1.121549512570549,-0.5851205746536686,-1.2584402257567984,-0.0,0.0
2020-05-13,1.0,-1.1702280297207277,-1.0935178068152704,-0.5916986933128363,-1.2688188572892647,-0.0,0.0
2020-05-14,1.0,-1.1721437346437347,-1.0871212121212122,-0.5886056511056511,-1.2708845208845208,-0.0,0.0
2020-05-15,1.0,-1.1702661207778917,-1.0924257932446264,-0.5902763561924258,-1.2647389969293756,-0.0,0.0
2020-05-18,1.0,-1.1702933797552608,-1.0945676104654138,-0.5916235727817316,-1.2635809738364652,-0.0,0.0
2020-05-19,1.0,-1.1768638056845435,-1.0525590651630352,-0.6169311629331019,-1.2565188549267745,-0.0,0.0
2020-05-20,1.0,-1.1802275161965006,-1.0455032393001071,-0.6196500535632301,-1.2559302147630464,-0.0,0.0
2020-05-21,1.0,-1.1803395706929078,-1.0251363891296588,-0.6349869984194156,-1.258145107836639,-0.0,0.0
2020-05-22,1.0,-1.1796727661960345,-1.0276262806463123,-0.6328049339925582,-1.2569957694072074,-0.0,0.0
2020-05-26,1.0,-1.1795107033639143,-1.0272171253822628,-0.6326197757390417,-1.257441386340469,-0.0,0.0
2020-05-27,1.0,-1.1863559883750574,-1.0116249426400856,-0.6491102839953092,-1.2515678376586958,-0.0,0.0
2020-05-28,1.0,-1.1979198531661057,-0.9910778015703069,-0.6588151320485367,-1.2505353319057815,-0.0,0.0
2020-05-29,1.0,-1.1991434689507494,-0.9888854899561537,-0.6588151320485367,-1.2516059957173449,-0.0,0.0
2020-06-01,1.0,-1.230371954718556,-1.0376128123532786,-0.6411915071208723,-1.3075799467890865,-0.0,0.0
2020-06-02,1.0,-1.2310784006681281,-1.033823989978077,-0.6426558095834638,-1.3122455371124335,-0.0,0.0
2020-06-03,1.0,-1.2305965864606712,-1.0326739391408737,-0.6465368756198131,-1.309723889555822,-0.0,0.0
2020-06-04,1.0,-1.2339514233481326,-1.0169234787150692,-0.6674327500652912,-1.3049882475842256,-0.0,0.0
2020-06-05,1.0,-1.2364253984844527,-1.0158348575908023,-0.6698719623726156,-1.3038933890776065,-0.0,0.0
2020-06-08,1.0,-1.2347114331890934,-0.9965590949376987,-0.6861477503779781,-1.2960742401334653,-0.0,0.0
2020-06-09,1.0,-1.2363731109953102,-0.9924439812402294,-0.6878061490359563,-1.294372068785826,-0.0,0.0
2020-06-10,1.0,-1.2408922708083596,-0.9857716161984676,-0.6928128420284567,-1.2924375879501746,-0.0,0.0
2020-06-11,1.0,-1.2400583728566217,-0.9875957679678948,-0.6915098764788659,-1.2926981810600926,-0.0,0.0
2020-06-12,1.0,-1.2146231258985418,-0.9231875128363114,-0.7367015814335592,-1.259960977613473,-0.0,0.0
2020-06-15,1.0,-1.218250911518513,-0.9154727057977714,-0.7408719765829611,-1.260719971242233,-0.0,0.0
2020-06-16,1.0,-1.219283803251698,-0.9181415929203539,-0.7473245523770322,-1.2603416340810867,-0.0,0.0
2020-06-17,1.0,-1.2143846509003233,-0.9125327040476069,-0.7449340789001181,-1.2581439491099369,-0.0,0.0
2020-06-18,1.0,-1.2172909184197025,-0.905797845048743,-0.7492560287326834,-1.2584915341200615,-0.0,0.0
2020-06-19,1.0,-1.2180763703551631,-0.9057688359679736,-0.750051324163416,-1.2585198111270786,-0.0,0.0
2020-06-22,1.0,-1.2209397763414385,-0.9059710680209294,-0.7437160151841592,-1.2591566635887965,-0.0,0.0
2020-06-23,1.0,-1.2239963035219221,-0.9058938289352089,-0.7443269329499949,-1.2597802649142622,-0.0,0.0
2020-06-24,1.0,-1.2120484390169128,-0.9140054161769967,-0.7395125440703081,-1.2440345409023554,-0.0,0.0
2020-06-25,1.0,-1.206532816958826,-0.9020587036282104,-0.7498980839788015,-1.2372604973501835,-0.0,0.0
2020-06-26,1.0,-1.2067613665291992,-0.8985285881574258,-0.7492490199073367,-1.2368514841403186,-0.0,0.0
2020-06-29,1.0,-1.1930197268588771,-0.8979767324228629,-0.7427921092564492,-1.2244309559939304,-0.0,0.0
2020-06-30,1.0,-1.2085973538804684,-0.8682009428701779,-0.7604805596390732,-1.231864956658387,-0.0,0.0
2020-07-01,1.0,-1.2031297477970222,-0.8692393396130862,-0.7520510483135825,-1.2398966879367974,-0.0,0.0
2020-07-02,1.0,-1.186980749746707,-0.898936170212766,-0.7445288753799392,-1.2354103343465046,-0.0,0.0
2020-07-06,1.0,-1.1711068663918769,-0.9058007439428973,-0.7278576455212628,-1.2219262089072083,-0.0,0.0
2020-07-07,1.0,-1.1557635517293159,-0.9191150708243655,-0.7081435507282646,-1.22218329245708,-0.0,0.0
2020-07-08,1.0,-1.1556745396317054,-0.9206865492393915,-0.7126701361088871,-1.2149719775820658,-0.0,0.0
2020-07-09,1.0,-1.1520695860827834,-0.9190661867626475,-0.7131573685262949,-1.2146570685862828,-0.0,0.0
2020-07-10,1.0,-1.1586920653967303,-0.9048047597620119,-0.7236638168091596,-1.2125893705314734,-0.0,0.0
2020-07-13,1.0,-1.1719875900720578,-0.8976681345076061,-0.7257806244995997,-1.2085668534827863,-0.0,0.0
2020-07-14,1.0,-1.16620041962234,-0.9048856029573384,-0.7194524927565192,-1.2050154860625437,-0.0,0.0
2020-07-15,1.0,-1.1776865708994444,-0.8883327493868562,-0.7316181991090646,-1.2076179988988438,-0.0,0.0
2020-07-16,1.0,-1.1706522284052738,-0.9136712287562039,-0.7206597483330826,-1.208251867448739,-0.0,0.0
2020-07-17,1.0,-1.16682535705337,-0.9134552743673264,-0.7208719619143072,-1.2101227762465547,-0.0,0.0
2020-07-20,1.0,-1.1785282258064516,-0.9132056451612904,-0.7344758064516129,-1.2141129032258065,-0.0,0.0
2020-07-21,1.0,-1.1622506548458593,-0.926052790650816,-0.726677412855128,-1.222294982873262,-0.0,0.0
2020-07-22,1.0,-1.170151660200534,-0.9143447372398851,-0.734720612687056,-1.219378243563259,-0.0,0.0
2020-07-23,1.0,-1.1753659767794042,-0.9160524987380111,-0.7373043917213529,-1.2192327107521455,-0.0,0.0
2020-07-24,1.0,-1.147609980960016,-0.9239903797975748,-0.7297324381200521,-1.209189297524802,-0.0,0.0
2020-07-27,1.0,-1.1497243107769421,-0.9219548872180451,-0.7297243107769422,-1.2111779448621554,-0.0,0.0
2020-07-28,1.0,-1.1588418618678997,-0.9194229415904291,-0.735246808082839,-1.2131295868100935,-0.0,0.0
2020-07-29,1.0,-1.166422620550366,-0.9187073971219389,-0.7424387780863418,-1.2216611966675082,-0.0,0.0
2020-07-30,1.0,-1.1812862521624097,-0.9010379566500458,-0.7590312404599573,-1.246667345069706,-0.0,0.0
2020-07-31,1.0,-1.1857004535494062,-0.9047036640676757,-0.7607909086276309,-1.2448657187993681,-0.0,0.0
2020-08-03,1.0,-1.1664282064384262,-0.9267245784363821,-0.7732243229432806,-1.2435360245273377,-0.0,0.0
2020-08-04,1.0,-1.1651568657556681,-0.9173447975843185,-0.7715338553661907,-1.2638824914274016,-0.0,0.0
2020-08-05,1.0,-1.1648076135898484,-0.9170589439214081,-0.7715411379451494,-1.26320098239869,-0.0,0.0
2020-08-06,1.0,-1.1658821121571838,-0.9123516168645108,-0.7744576340564879,-1.2639684813753582,-0.0,0.0
2020-08-07,1.0,-1.1685658556616365,-0.9219792629093523,-0.7812339595524074,-1.2611641515244842,-0.0,0.0
2020-08-10,1.0,-1.1623203285420944,-0.9296201232032855,-0.7790041067761807,-1.2625770020533882,-0.0,0.0
2020-08-11,1.0,-1.1588229262790934,-0.9391981954270481,-0.770275812570491,-1.258330770019481,-0.0,0.0
2020-08-12,1.0,-1.1438412082865599,-0.9504031023573836,-0.7503826921114399,-1.2579344831105215,-0.0,0.0
2020-08-13,1.0,-1.139027622056875,-0.9610641117113443,-0.7370808276424422,-1.2591988584242177,-0.0,0.0
2020-08-14,1.0,-1.1394933999286478,-0.9608582641047857,-0.7376280515773915,-1.2586004790785383,-0.0,0.0
2020-08-17,1.0,-1.137401095556908,-0.9716981132075472,-0.7242848447961048,-1.238689389328464,-0.0,0.0
2020-08-18,1.0,-1.135020027379202,-0.968311108857679,-0.7286923895959032,-1.238148354712772,-0.0,0.0
2020-08-19,1.0,-1.1347801835606712,-0.9791592718421986,-0.720906647735916,-1.235890674915065,-0.0,0.0
2020-08-20,1.0,-1.133891001267427,-0.9798732572877059,-0.72,-1.235893536121673,-0.0,0.0
2020-08-21,1.0,-1.1111167078023472,-1.00745479272654,-0.6811061300559109,-1.2373444819422756,-0.0,0.0
2020-08-24,1.0,-1.1020356999598877,-1.0235158443642198,-0.6562876052948255,-1.232150020056157,-0.0,0.0
2020-08-25,1.0,-1.1010379581808154,-1.0285814571528857,-0.6546657975229404,-1.2300055157198013,-0.0,0.0
2020-08-26,1.0,-1.0978957915831664,-1.0257014028056113,-0.6593186372745491,-1.2271543086172345,-0.0,0.0
2020-08-27,1.0,-1.0851979776743255,-1.040046052960905,-0.6532011813585623,-1.2273114081193373,-0.0,0.0
2020-08-28,1.0,-1.0839671737389913,-1.0416333066453163,-0.6520216172938351,-1.226381104883907,-0.0,0.0
2020-08-31,1.0,-1.0840836334533814,-1.03796518607443,-0.6558623449379751,-1.2240896358543418,-0.0,0.0
2020-09-01,1.0,-1.085051030618371,-1.0360216129677806,-0.6591454872923754,-1.2228337002201322,-0.0,0.0
2020-09-02,1.0,-1.0820275104549806,-1.0356728976671536,-0.6721922708721721,-1.2486018037990627,-0.0,0.0
2020-09-03,1.0,-1.0858188380369944,-1.0293749060103263,-0.66188781392551,-1.235650909820041,-0.0,0.0
2020-09-04,1.0,-1.0364069242597094,-1.0566440156738257,-0.6096919795645057,-1.2573285055304795,-0.0,0.0
2020-09-08,1.0,-1.0205838693715983,-1.0584858980702623,-0.6083621969322118,-1.2606135576447304,-0.0,0.0
2020-09-09,1.0,-0.9892302347511043,-1.0968782569854585,-0.541565338230185,-1.2847287706585933,-0.050672489949873445,0.0
2020-09-10,1.0,-0.9694986963152457,-1.084173759039701,-0.528361292861711,-1.2724947114675063,-0.06503665076007281,0.0
2020-09-11,1.0,-0.9581555064998774,-1.0875153298994358,-0.5245033112582781,-1.2669610007358352,-0.06848172675987245,0.0
2020-09-14,1.0,-0.949170784208209,-1.084976273176459,-0.5201800303311971,-1.2628540678049018,-0.07489848833227337,0.0
2020-09-15,1.0,-0.9486400392060769,-1.090075961774075,-0.524234256309728,-1.2615535407988236,-0.07625581965204606,0.0
2020-09-16,1.0,-0.9454946131243879,-1.0886875612144957,-0.5235553379040158,-1.2555827619980413,-0.08383937316356513,0.0
2020-09-17,1.0,-0.939641668298414,-1.0918836890542394,-0.5200704914822792,-1.2535245741139613,-0.09012140199725867,0.0
2020-09-18,1.0,-0.9297902508189508,-1.086002053488486,-0.5230039602992226,-1.2522368356720286,-0.09822519923727571,0.0
2020-09-21,1.0,-0.9276555873360293,-1.1041522832626491,-0.5520761416313246,-1.253180787059868,-0.09438800670677583,0.0
2020-09-22,1.0,-0.9270220860714463,-1.106378773654825,-0.5553634072829685,-1.2533722021839024,-0.09881911161618658,0.0
2020-09-23,1.0,-0.9196155741744703,-1.0978314440611139,-0.5566781665845244,-1.247067520946279,-0.10734351897486447,0.0
2020-09-24,1.0,-0.910782677010704,-1.089020917214966,-0.5461062555239123,-1.2481586958656583,-0.11607581262889129,0.0
2020-09-25,1.0,-0.9073101281358927,-1.0948009229711817,-0.5426874171535175,-1.2437036673376207,-0.1209681378565467,0.0
2020-09-28,1.0,-0.9023875024562783,-1.0885242680290823,-0.5301630968756141,-1.249901748870112,-0.14162900373354295,0.0
2020-09-29,1.0,-0.9041607309524979,-1.0800216141867662,-0.5342633983396374,-1.2530824777717737,-0.1407869528908975,0.0
2020-09-30,1.0,-0.9021781789638933,-1.0825156985871272,-0.532034929356358,-1.2505396389324963,-0.13858908948194662,0.0
2020-10-01,1.0,-0.9019713613181641,-1.081894860729698,-0.5308944684189878,-1.2496076892899177,-0.13946645743428795,0.0
2020-10-02,1.0,-0.9036800785083414,-1.0840039254170755,-0.5322374877330716,-1.2493621197252207,-0.1375368007850834,0.0
2020-10-05,1.0,-0.8942416074491546,-1.0914971820632198,-0.5219799068855672,-1.2488605733888751,-0.14418034795393286,0.0
2020-10-06,1.0,-0.8973994808756549,-1.0767912238601303,-0.516577697242764,-1.2553993829276655,-0.15123169596944022,0.0
2020-10-07,1.0,-0.8929270201526119,-1.0821267853648993,-0.5130600665231853,-1.2512717667775386,-0.15207395812952454,0.0
2020-10-08,1.0,-0.892926924579914,-1.078546307151231,-0.5133841344275107,-1.2508792497069166,-0.14898397811645173,0.0
2020-10-09,1.0,-0.9038292037998237,-1.0788365488198999,-0.521545392224072,-1.2540397610420133,-0.13838017823915386,0.0
2020-10-12,1.0,-0.8981309325765731,-1.0775516195322439,-0.5202563851648889,-1.252030531363147,-0.14487718954887954,0.0
2020-10-13,1.0,-0.8915803867942957,-1.0804844696229732,-0.5164094549716741,-1.2463860128931432,-0.1489548739988279,0.0
2020-10-14,1.0,-0.891986913423507,-1.0810098149323697,-0.5170662630011231,-1.2453733092436154,-0.14756579911128473,0.0
2020-10-15,1.0,-0.87347450677729,-1.0816651391635714,-0.5058607881915972,-1.2145096715064396,-0.14818387921470264,0.0
2020-10-16,1.0,-0.8700929627667261,-1.0811617937478928,-0.5067674967487116,-1.2107316603246472,-0.14792158373874092,0.0
2020-10-19,1.0,-0.8636735479524565,-1.0763197151243926,-0.49352774168711805,-1.2121649583754392,-0.16640200182859344,0.0
2020-10-20,1.0,-0.8626310222136744,-1.0772189633618616,-0.4920665448600827,-1.2113664775459179,-0.16482354072506972,0.0
2020-10-21,1.0,-0.8592279623583639,-1.0726906087958519,-0.4957269060879585,-1.2078452083733437,-0.1657384290378337,0.0
2020-10-22,1.0,-0.8502500595379853,-1.0720171469397475,-0.4908787806620624,-1.1911407477970948,-0.1587997142176709,0.0
2020-10-23,1.0,-0.8415687384963897,-1.0707442540941055,-0.47307565246118266,-1.177025815281514,-0.156968238236821,0.0
2020-10-26,1.0,-0.8403361344537814,-1.06684921159475,-0.4743650269096402,-1.1758096497025776,-0.16362949674251723,0.0
2020-10-27,1.0,-0.8367712159743808,-1.067721578600358,-0.4790901384571913,-1.1731656776867287,-0.15267966468870678,0.0
2020-10-28,1.0,-0.8330672426746807,-1.064519158527423,-0.48666416228399695,-1.167684072126221,-0.14373591284748308,0.0
