Date,IPAR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4816223559091792,-1.0456821269163594,-0.0,-0.729361536968756,-0.624568212691636,0.0
2018-09-25,1.0,-0.4835331083440009,-1.0443384149889445,-0.0,-0.728422359284689,-0.6228325381124171,0.0
2018-09-26,1.0,-0.48397982932505823,-1.0447633824670288,-0.0,-0.728355314197052,-0.6219162141194725,0.0
2018-09-27,1.0,-0.48572092843027076,-1.0397179059944976,-0.0,-0.7280582787615762,-0.6214592939900027,0.0
2018-09-28,1.0,-0.4843259580733909,-1.0409578796450574,-0.0,-0.7279807804084163,-0.6216530398729027,0.0
2018-10-01,1.0,-0.48463595148603084,-1.0405703878792574,-0.0,-0.7280195295849963,-0.6216917890494826,0.0
2018-10-02,1.0,-0.4880251123856766,-1.027980158115021,-0.0,-0.7327158580065106,-0.6266470314679895,0.0
2018-10-03,1.0,-0.48890784982935154,-1.0310269934843315,-0.0,-0.732586099906919,-0.6258920260626745,0.0
2018-10-04,1.0,-0.5039674784036273,-1.025954735566587,-0.0,-0.7544072235468866,-0.6244771918852363,0.0
2018-10-05,1.0,-0.48920695422192834,-1.0183579012873867,-0.0,-0.7557076737583136,-0.6261133367041345,0.0
2018-10-08,1.0,-0.48843537414965993,-1.0177648202137999,-0.0,-0.7555685131195335,-0.6255004859086493,0.0
2018-10-09,1.0,-0.4865505714063594,-1.0177252584933532,-0.0,-0.7561999533545829,-0.6266034362123922,0.0
2018-10-10,1.0,-0.48684670681950654,-1.0172527686030697,-0.0,-0.7563240722751117,-0.6253740042743345,0.0
2018-10-11,1.0,-0.43348788118662596,-0.9963813185570507,-0.0,-0.7265633834671491,-0.6130272531946171,0.0
2018-10-12,1.0,-0.44397753895355324,-0.9894760328734521,-0.0,-0.7024655089063256,-0.5827972184002083,0.0
2018-10-15,1.0,-0.4030507589602059,-1.0384887927497854,-0.0,-0.6993622496550181,-0.5886696751575728,0.0
2018-10-16,1.0,-0.39672939068100355,-1.0507765830346476,-0.0,-0.6984020310633213,-0.5877016129032258,0.0
2018-10-17,1.0,-0.37041788856304986,-1.003592375366569,-0.0,-0.693108504398827,-0.5986070381231672,0.0
2018-10-18,1.0,-0.3697540593043287,-1.0023824359491258,-0.0,-0.6944617527398013,-0.598687827584943,0.0
2018-10-19,1.0,-0.35763926791107226,-0.99483316959575,-0.0,-0.6925008186879161,-0.593676090674235,0.0
2018-10-22,1.0,-0.357452071737786,-0.9856669940703554,-0.0,-0.6968605624067808,-0.5978391356542617,0.0
2018-10-23,1.0,-0.3606372531189757,-0.9857781980867857,-0.0,-0.6943949368930273,-0.596515476666788,0.0
2018-10-24,1.0,-0.3586790670638669,-0.983542832231345,-0.0,-0.694180047954661,-0.5964905907142338,0.0
2018-10-25,1.0,-0.3132346693102959,-0.9357385639427843,-0.0,-0.7253575980739271,-0.5662087523013737,0.0
2018-10-26,1.0,-0.3082632708340662,-0.9266190593449888,-0.0,-0.7224469694304709,-0.5604530903718296,0.0
2018-10-29,1.0,-0.2947147357367868,-0.9302415120756038,-0.0,-0.7152257612880644,-0.5599929996499825,0.0
2018-10-30,1.0,-0.2741975092089107,-0.9340466584809681,-0.0,-0.7194878091562883,-0.5804244869321171,0.0
2018-10-31,1.0,-0.277402742014058,-0.9140162850581112,-0.0,-0.7147679031247824,-0.57349154429675,0.0
2018-11-01,1.0,-0.25185417319544556,-0.9371496222013301,-0.0,-0.7164594867509314,-0.576552108360319,0.0
2018-11-02,1.0,-0.2633481646273637,-0.8971774193548387,-0.0,-0.7397455506117909,-0.57581340378198,0.0
2018-11-05,1.0,-0.25434660684240046,-0.9387969713965229,-0.0,-0.7525238362310713,-0.5596606842400449,0.0
2018-11-06,1.0,-0.2538747457745985,-0.9381092643242864,-0.0,-0.7534188933305281,-0.5611894242232975,0.0
2018-11-07,1.0,-0.25327587415037484,-0.9377058370121224,-0.0,-0.752119683273772,-0.5605073225422185,0.0
2018-11-08,1.0,-0.21916475575012156,-0.9424987839621985,-0.0,-0.7430338405948161,-0.5696963379890209,0.0
2018-11-09,1.0,-0.2213360267483979,-0.94493591529674,-0.0,-0.7440791306770689,-0.5724784062412929,0.0
2018-11-12,1.0,-0.2217004104918945,-0.9235024003339595,-0.0,-0.7608710777151604,-0.5726709803103041,0.0
2018-11-13,1.0,-0.18909492731102592,-0.9237542732829173,-0.0,-0.7700196830001035,-0.5703235608964398,0.0
2018-11-14,1.0,-0.18771112612452442,-0.9617395014756606,-0.0,-0.8031504462539558,-0.6032073391885646,0.0
2018-11-15,1.0,-0.18913004484304935,-0.9786547085201793,-0.0,-0.8260089686098655,-0.5936860986547086,0.0
2018-11-16,1.0,-0.18440071556350626,-0.9671198568872986,-0.0,-0.8249731663685151,-0.6013237924865831,0.0
2018-11-19,1.0,-0.18436493738819318,-0.9671556350626117,-0.0,-0.8250089445438281,-0.6013237924865831,0.0
2018-11-20,1.0,-0.15459486341515402,-0.9596817164576747,-0.0,-0.8262939149586161,-0.6116656601896914,0.0
2018-11-21,1.0,-0.16009982074443782,-0.9519876278513936,-0.0,-0.8224666971283963,-0.5802607992689185,0.0
2018-11-23,1.0,-0.16204825624275632,-0.9362553998524918,-0.0,-0.8306465774593474,-0.5831489481262951,0.0
2018-11-26,1.0,-0.16102409215424598,-0.9422982369881295,-0.0,-0.8281941420243029,-0.580459366439559,0.0
2018-11-27,1.0,-0.14794204115917683,-0.9509309813803725,-0.0,-0.8252484950300994,-0.5758084838303235,0.0
2018-11-28,1.0,-0.15052369776158617,-0.9431113602129821,-0.0,-0.8301047395523172,-0.579220233299471,0.0
2018-11-29,1.0,-0.12436916695471828,-0.9278257863809194,-0.0,-0.8232976149325959,-0.5810922917386796,0.0
2018-11-30,1.0,-0.12482706142778084,-0.9295102379634753,-0.0,-0.8264042612064195,-0.5780298837852794,0.0
2018-12-03,1.0,-0.12458506224066389,-0.9293222683264176,-0.0,-0.8261065006915629,-0.5777662517289073,0.0
2018-12-04,1.0,-0.11765516766033704,-0.9314195126994521,-0.0,-0.8222421339214944,-0.5749388289623325,0.0
2018-12-06,1.0,-0.10981959888467094,-0.8892397621527195,-0.0,-0.813383948667988,-0.5469815567574832,0.0
2018-12-07,1.0,-0.11040945886936954,-0.8892546437808606,-0.0,-0.8135433811427228,-0.5457324241711733,0.0
2018-12-10,1.0,-0.08054761746527547,-0.8965906825280787,-0.0,-0.8179371303249818,-0.5278128530604108,0.0
2018-12-11,1.0,-0.08734379154480193,-0.894376495612869,-0.0,-0.8198285030576975,-0.5220353629353895,0.0
2018-12-12,1.0,-0.09067599067599068,-0.8954711954711954,-0.0,-0.8232767232767233,-0.5205794205794205,0.0
2018-12-13,1.0,-0.09081534213765345,-0.8925185456238981,-0.0,-0.8241908120155684,-0.5190446092944346,0.0
2018-12-14,1.0,-0.09970645139769164,-0.8700380278871173,-0.0,-0.8433184335179131,-0.5226833010874642,0.0
2018-12-17,1.0,-0.0925932085010144,-0.8691921375594507,-0.0,-0.8384940299996674,-0.5256261017061896,0.0
2018-12-18,1.0,-0.07828182778658214,-0.8577654516640253,-0.0,-0.8368991019545695,-0.5287242472266245,0.0
2018-12-19,1.0,-0.09143691317474537,-0.8589296970903421,-0.0,-0.8362695331939882,-0.5310706346836535,0.0
2018-12-20,1.0,-0.08970636753546685,-0.8440118772682283,-0.0,-0.8405806664467174,-0.5249422632794458,0.0
2018-12-21,1.0,-0.08331960596975586,-0.8527328435410009,-0.0,-0.8552367146575296,-0.5032780944222977,0.0
