Date,IWF,IWM,MTUM,SPY,TW,VLUE,VXX
2019-12-02,-0.24314765694076038,-0.4226348364279398,-2.3717317165593026,-1.8964254136667928,1.0,-0.3816470885436402,0.0
2019-12-03,-0.20786376158276984,-0.41053092912597045,-2.351490107688455,-1.9045830202854999,1.0,-0.38648885549712,0.0
2019-12-04,-0.1767100977198697,-0.43385116512152344,-2.3975194186920574,-1.9067276371836632,1.0,-0.34922325231771484,0.0
2019-12-05,-0.17783618046430136,-0.43088667793004193,-2.401101307803016,-1.9035729929291032,1.0,-0.3440335398285464,0.0
2019-12-06,-0.1796508353669983,-0.43113697515800015,-2.3999123959702144,-1.902196358175333,1.0,-0.34459670859145236,0.0
2019-12-09,-0.17310211465286007,-0.4219948849104859,-2.4150708003243713,-1.8847233485122574,1.0,-0.34296051400411703,0.0
2019-12-10,-0.15462760984730445,-0.42343409161732626,-2.4238080398878155,-1.8944842630102836,1.0,-0.3360548457463384,0.0
2019-12-11,-0.15477599850457974,-0.4257586142438782,-2.4220823727335037,-1.8932020686647144,1.0,-0.335098760047355,0.0
2019-12-12,-0.15198553706128046,-0.4333270993080232,-2.424412443114519,-1.8925877439062404,1.0,-0.3316501464995948,0.0
2019-12-13,-0.15713305470650615,-0.4440771006175535,-2.461855155635955,-1.8830391117210405,1.0,-0.2918719980038675,0.0
2019-12-16,-0.15607260931944358,-0.4451999251450315,-2.4596718857214146,-1.8817291497723159,1.0,-0.2952404715863015,0.0
2019-12-17,-0.15759955131800335,-0.44575310026796283,-2.45622234685611,-1.8781080575808562,1.0,-0.2940736586277809,0.0
2019-12-18,-0.15935435622585067,-0.4449707092110184,-2.4557522123893807,-1.8771033279321951,1.0,-0.29496447712825624,0.0
2019-12-19,-0.15866882712202418,-0.4451576716938801,-2.4561261373551044,-1.8773526112426775,1.0,-0.29483983547301507,0.0
2019-12-20,-0.1586777888446215,-0.4449078685258964,-2.4513197211155378,-1.8751867529880477,1.0,-0.29494521912350596,0.0
2019-12-23,-0.16765089824081555,-0.46260956051470126,-2.4325853173369802,-1.883757070926835,1.0,-0.26959656865792253,0.0
2019-12-24,-0.1647900466562986,-0.4621461897356143,-2.4391290824261276,-1.883421461897356,1.0,-0.271353032659409,0.0
2019-12-26,-0.16342679127725857,-0.4671028037383177,-2.4453582554517133,-1.8834890965732087,1.0,-0.2711526479750779,0.0
2019-12-27,-0.1495763767754797,-0.4778220782457015,-2.453401445302766,-1.8752803388985797,1.0,-0.27361076501370546,0.0
2019-12-30,-0.14535825545171338,-0.4779439252336449,-2.4562616822429906,-1.8785669781931464,1.0,-0.272398753894081,0.0
2019-12-31,-0.12255176273083379,-0.4899583411055151,-2.4631598582354037,-1.8794379158117265,1.0,-0.26257539016352666,0.0
2020-01-02,-0.12589502521636262,-0.4930577174522134,-2.46584895087479,-1.881887802752008,1.0,-0.25957287840109583,0.0
2020-01-03,-0.09086956521739131,-0.5121739130434783,-2.4850310559006212,-1.8651552795031054,1.0,-0.2579503105590062,0.0
2020-01-06,-0.060617329862402376,-0.5246064212222635,-2.5136358001735464,-1.8625263418866986,1.0,-0.2367050948307921,0.0
2020-01-07,-0.042454002983590255,-0.5255469915464943,-2.533938339134759,-1.858217304823471,1.0,-0.25559423172550966,0.0
2020-01-08,-0.043762043886367875,-0.5257661465779822,-2.5332255858767945,-1.8576490333809907,1.0,-0.2557344439609623,0.0
2020-01-09,-0.041226871973177696,-0.5264497702719484,-2.530237178691171,-1.8530982242642493,1.0,-0.25791630448280145,0.0
2020-01-10,-0.03132545038073423,-0.5351947006747972,-2.518974803442085,-1.8405868878846035,1.0,-0.26471862811861574,0.0
2020-01-13,-0.03231597845601436,-0.5352566086795022,-2.51829381539033,-1.8399058998328484,1.0,-0.26502816814214075,0.0
2020-01-14,-0.01713753492704129,-0.5285315119528097,-2.5172927662216704,-1.8506674945669046,1.0,-0.29562247749146225,0.0
2020-01-15,-0.014155336189234495,-0.5313838703669213,-2.5168560253306014,-1.8471472030794067,1.0,-0.2989383497858074,0.0
2020-01-16,-0.01801130364573629,-0.5155580398732998,-2.499409974535743,-1.8532389292590523,1.0,-0.32457611328488917,0.0
2020-01-17,-0.01563663440059568,-0.488024323653512,-2.5031645569620253,-1.8591461901216182,1.0,-0.339041945892281,0.0
2020-01-21,-0.014574547258744729,-0.49689903249813944,-2.496092780947656,-1.8564872240138923,1.0,-0.3378814190027289,0.0
2020-01-22,-0.01345819895807492,-0.49634085834780456,-2.4975192259985115,-1.8570453981642272,1.0,-0.33763334160258,0.0
2020-01-23,-0.016669776699633015,-0.5060023636250545,-2.4985382845058157,-1.8764694905766002,1.0,-0.3223860172917833,0.0
2020-01-24,-0.01686162269785963,-0.5075286212045794,-2.498382279741165,-1.8766799402687904,1.0,-0.32261075161772024,0.0
