Date,IWF,IWM,LAWS,MTUM,SPY,VLUE,VXX
2018-12-07,-0.0,-1.5869928582282329,1.0,-0.0,-1.334599604923264,-1.1434938965709365,0.0
2018-12-10,-0.0,-1.5743886038750807,1.0,-0.0,-1.3071175972505853,-1.0992678188972456,0.0
2018-12-11,-0.0,-1.5836795994993742,1.0,-0.0,-1.303078848560701,-1.1195494367959948,0.0
2018-12-12,-0.0,-1.5846901457842792,1.0,-0.0,-1.3062471820049097,-1.1188317218576223,0.0
2018-12-13,-0.0,-1.5780367055058258,1.0,-0.0,-1.3077961694254137,-1.1149172375856378,0.0
2018-12-14,-0.0,-1.5632775418436173,1.0,-0.0,-1.317212090931801,-1.1157631776167873,0.0
2018-12-17,-0.0,-1.5565615361655556,1.0,-0.0,-1.2825589493582727,-1.1355089045866082,0.0
2018-12-18,-0.0,-1.5309524983968825,1.0,-0.0,-1.267104029990628,-1.134612538844769,0.0
2018-12-19,-0.0,-1.5628905462608347,1.0,-0.0,-1.3062890546260835,-1.1701269905261036,0.0
2018-12-20,-0.0,-1.5367982742186324,1.0,-0.0,-1.318918376561481,-1.1610896503286008,0.0
2018-12-21,-0.0,-1.5415355412358258,1.0,-0.0,-1.3264398821119936,-1.1272790848693741,0.0
2018-12-24,-0.0,-1.4947807933194155,1.0,-0.0,-1.3102197037478875,-1.165672532060841,0.0
2018-12-26,-0.0,-1.5005142269454919,1.0,-0.0,-1.2626475341593613,-1.1342377197708016,0.0
2018-12-27,-0.0,-1.4143888242142026,1.0,-0.0,-1.110686845168801,-1.1315017462165309,0.0
2018-12-28,-0.0,-1.4182909243150208,1.0,-0.0,-1.1070847094943481,-1.1264362469181748,0.0
2018-12-31,-0.0,-1.4168411258432192,1.0,-0.0,-1.107978599674343,-1.1273784601070016,0.0
2019-01-02,-0.0,-1.4161279821420267,1.0,-0.0,-1.103659954424964,-1.1307259452169465,0.0
2019-01-03,-0.0,-1.4145797518933234,1.0,-0.0,-1.1097895274822283,-1.1217767039910793,0.0
2019-01-04,-0.0,-1.4124792932081722,1.0,-0.0,-1.0719676053745628,-1.1170623964660409,0.0
2019-01-07,-0.0,-1.360889369954449,1.0,-0.0,-1.0643124520813603,-1.0847878049880484,0.0
2019-01-08,-0.0,-1.3344914718888188,1.0,-0.0,-1.0924104322714556,-1.0853262340943957,0.0
2019-01-09,-0.0,-1.3155299917830732,1.0,-0.0,-1.1174564046379987,-1.1319729754405186,0.0
2019-01-10,-0.0,-1.3117789228875005,1.0,-0.0,-1.1187468648821195,-1.1296000729627433,0.0
2019-01-11,-0.0,-1.295380819664641,1.0,-0.0,-1.1261479417005529,-1.1474391191118014,0.0
2019-01-14,-0.0,-1.314520951198197,1.0,-0.0,-1.1522929028103583,-1.1328365760544594,0.0
2019-01-15,-0.0,-1.2986331630539831,1.0,-0.0,-1.1467623912743339,-1.1567030236090017,0.0
2019-01-16,-0.0,-1.2964872703835,1.0,-0.0,-1.130334699139082,-1.1770176327056765,0.0
2019-01-17,-0.0,-1.2945155056593356,1.0,-0.0,-1.1303487623079047,-1.176175577436275,0.0
2019-01-18,-0.0,-1.2825199480423084,1.0,-0.0,-1.138708480237521,-1.21785117832622,0.0
2019-01-22,-0.0,-1.3634871596833364,1.0,-0.0,-1.2174647615369762,-1.246234794361846,0.0
2019-01-23,-0.0,-1.2889917100443418,1.0,-0.0,-1.2257085020242915,-1.3049932523616734,0.0
2019-01-24,-0.0,-1.296641250844513,1.0,-0.0,-1.2188012740083005,-1.31029823376122,0.0
2019-01-25,-0.0,-1.22312282446544,1.0,-0.0,-1.333565390353058,-1.4160119343610145,0.0
2019-01-28,-0.0,-1.1897384806973847,1.0,-0.0,-1.3805230386052303,-1.4110585305105854,0.0
2019-01-29,-0.0,-1.1795771119350635,1.0,-0.0,-1.3866619901793766,-1.4442829942880049,0.0
2019-01-30,-0.0,-1.180806257521059,1.0,-0.0,-1.3881367829923785,-1.4450461291616525,0.0
2019-01-31,-0.0,-1.2070506454816288,1.0,-0.0,-1.3016881827209534,-1.4565541211519364,0.0
2019-02-01,-0.0,-1.2019701994950744,1.0,-0.0,-1.282906786792733,-1.4653730013365676,0.0
2019-02-04,-0.0,-1.212272300933011,1.0,-0.0,-1.2799032433232957,-1.4443895937206892,0.0
2019-02-05,-0.0,-1.1999114347569375,1.0,-0.0,-1.2565439874040543,-1.4638358590828577,0.0
2019-02-06,-0.0,-1.1828194915670946,1.0,-0.0,-1.2589369130156856,-1.4753896838275065,0.0
2019-02-07,-0.0,-1.1780592380858508,1.0,-0.0,-1.253905672465625,-1.4963284214676458,0.0
2019-02-08,-0.0,-1.163931203931204,1.0,-0.0,-1.2672727272727273,-1.482751842751843,0.0
2019-02-11,-0.0,-1.1678000097842571,1.0,-0.0,-1.2559561665280563,-1.468323467540727,0.0
2019-02-12,-0.0,-1.1700970302852103,1.0,-0.0,-1.2623248064294814,-1.468097618347545,0.0
2019-02-13,-0.0,-1.1946430320242873,1.0,-0.0,-1.253403192635393,-1.4486338262657916,0.0
2019-02-14,-0.0,-1.1587925864018485,1.0,-0.0,-1.2925126591612996,-1.464923061796372,0.0
2019-02-15,-0.0,-1.1563115399763686,1.0,-0.0,-1.297558093737692,-1.4693284757778653,0.0
2019-02-19,-0.0,-1.1316165246934857,1.0,-0.0,-1.3234034172041953,-1.4689054113939632,0.0
2019-02-20,-0.0,-1.1458682162907516,1.0,-0.0,-1.3167044223382252,-1.462080173347779,0.0
2019-02-21,-0.0,-1.1305020461123865,1.0,-0.0,-1.3600159696576504,-1.5,0.0
2019-02-22,-0.0,-1.1112161153941804,1.0,-0.0,-1.3738373538920667,-1.4887838846058192,0.0
2019-02-25,-0.0,-1.101294288141522,1.0,-0.0,-1.3944330618160012,-1.5015241617110588,0.0
2019-02-26,-0.0,-1.1017287898471069,1.0,-0.0,-1.3973718397122012,-1.4974018187268912,0.0
2019-02-27,-0.0,-1.0870982299553729,1.0,-0.0,-1.4264152835581407,-1.5007772150629295,0.0
2019-02-28,-0.0,-1.082273709604463,1.0,-0.0,-1.4254912800924762,-1.5180680504598683,0.0
2019-03-01,-0.0,-1.121606564019449,1.0,-0.0,-1.463077390599676,-1.4801458670988654,0.0
2019-03-04,-0.0,-1.0846806790622474,1.0,-0.0,-1.4748383185125302,-1.4930274858528696,0.0
2019-03-05,-0.0,-1.0597643952472835,1.0,-0.0,-1.521173961612674,-1.4967502792728749,0.0
2019-03-06,-0.0,-1.0499014105869864,1.0,-0.0,-1.5138783558319429,-1.4920875676222256,0.0
2019-03-07,-0.0,-0.9768896962357453,1.0,-0.0,-1.5840649914219396,-1.4849127056211524,0.0
2019-03-08,-0.0,-0.9643939783178339,1.0,-0.0,-1.6580177773210707,-1.5155423110517392,0.0
2019-03-11,-0.0,-0.965648854961832,1.0,-0.0,-1.677559343302311,-1.5852765868451324,0.0
2019-03-12,-0.0,-0.8949783873205613,1.0,-0.0,-1.7432093494850311,-1.6982763221089707,0.0
2019-03-13,-0.0,-0.9229773462783171,1.0,-0.0,-1.7656957928802588,-1.7050701186623516,0.0
2019-03-14,-0.0,-0.9274245689655173,1.0,-0.0,-1.7588900862068968,-1.701616379310345,0.0
2019-03-15,-0.0,-0.8878035761942888,1.0,-0.0,-1.7344008540165468,-1.715398985855351,0.0
2019-03-18,-0.0,-0.9161873459326213,1.0,-0.0,-1.786907696521501,-1.774910983292249,0.0
2019-03-19,-0.0,-0.9154860237404956,1.0,-0.0,-1.764071987309228,-1.7905475630435972,0.0
2019-03-20,-0.0,-0.9232410548200023,1.0,-0.0,-1.7484954590217747,-1.7993215887952732,0.0
2019-03-21,-0.0,-0.9220836069161742,1.0,-0.0,-1.7909827095644562,-1.7585905012037646,0.0
2019-03-22,-0.0,-0.9149477409721839,1.0,-0.0,-1.8681081678924958,-1.7469999446994418,0.0
2019-03-25,-0.0,-0.779619697708435,1.0,-0.0,-1.9037867706809686,-1.7340050923668668,0.0
2019-03-26,-0.0,-0.8032679021822569,1.0,-0.0,-1.9243338085316373,-1.755510472639544,0.0
2019-03-27,-0.0,-0.7695163166934457,1.0,-0.0,-1.9900825530500303,-1.780874286664081,0.0
2019-03-28,-0.0,-0.7654156241312204,1.0,-0.0,-1.984876285793717,-1.8098415346121768,0.0
2019-03-29,-0.0,-0.755424502058529,1.0,-0.0,-1.9883164571047065,-1.8198508957382886,0.0
2019-04-01,-0.0,-0.7634408602150538,1.0,-0.0,-1.987854476572511,-1.8200456849963786,0.0
2019-04-02,-0.0,-0.806221030881778,1.0,-0.0,-2.0502596749874353,-1.7279276260680179,0.0
2019-04-03,-0.0,-0.807623618707445,1.0,-0.0,-2.0481080477731886,-1.725248353610894,0.0
2019-04-04,-0.0,-0.8057139662305713,1.0,-0.0,-2.0467404674046743,-1.7385105669238512,0.0
2019-04-05,-0.0,-0.7990468180543874,1.0,-0.0,-2.060106532099804,-1.7477992710961592,0.0
2019-04-08,-0.0,-0.7798657718120806,1.0,-0.0,-2.061241610738255,-1.7517337807606264,0.0
2019-04-09,-0.0,-0.7583937911253585,1.0,-0.0,-2.120184466565435,-1.7454023958157585,0.0
2019-04-10,-0.0,-0.7373760017934203,1.0,-0.0,-2.121055876253993,-1.7460628818023873,0.0
2019-04-11,-0.0,-0.6978554230360043,1.0,-0.0,-2.181925079791702,-1.7195811635589897,0.0
2019-04-12,-0.0,-0.6847435117038349,1.0,-0.0,-2.1551657351557743,-1.6938188257429028,0.0
2019-04-15,-0.0,-0.6864235332713654,1.0,-0.0,-2.0989119142654054,-1.6824320629886815,0.0
2019-04-16,-0.0,-0.6946793997271486,1.0,-0.0,-2.090968622100955,-1.6713778990450205,0.0
2019-04-17,-0.0,-0.6967995202006434,1.0,-0.0,-2.0900714246769536,-1.665394471402868,0.0
2019-04-18,-0.0,-0.6988793243462725,1.0,-0.0,-2.044339775864869,-1.6706188078609712,0.0
2019-04-22,-0.0,-0.6937025506581463,1.0,-0.0,-2.0728603419083513,-1.6952318531869572,0.0
2019-04-23,-0.0,-0.7172473678497775,1.0,-0.0,-2.060837946380115,-1.649028546618908,0.0
2019-04-24,-0.0,-0.6882856523623754,1.0,-0.0,-2.0625270914607716,-1.6674794104898136,0.0
2019-04-25,-0.0,-0.6940755596509296,1.0,-0.0,-2.0652609897555427,-1.6609572334543878,0.0
2019-04-26,-0.0,-0.671364301588162,1.0,-0.0,-2.0866713643015884,-1.662312320450973,0.0
2019-04-29,-0.0,-0.6738355128066573,1.0,-0.0,-2.078190857019345,-1.6516264995136711,0.0
2019-04-30,-0.0,-0.6389007243289305,1.0,-0.0,-2.0367490413293563,-1.65029825308905,0.0
2019-05-01,-0.0,-0.6449572013397842,1.0,-0.0,-2.020841086713807,-1.6508054654686586,0.0
2019-05-02,-0.0,-0.6360634785387156,1.0,-0.0,-2.0150175737565235,-1.6742997124294388,0.0
2019-05-03,-0.0,-0.6239808153477218,1.0,-0.0,-2.0258459898747665,-1.6792432720490273,0.0
2019-05-06,-0.0,-0.5517495395948434,1.0,-0.0,-2.0044198895027625,-1.7055511707445408,0.0
2019-05-07,-0.0,-0.5590418531192419,1.0,-0.0,-1.9986312187417739,-1.7068175835746249,0.0
2019-05-08,-0.0,-0.5488811588183375,1.0,-0.0,-1.9427859405015315,-1.7001713306681896,0.0
2019-05-09,-0.0,-0.5467316365144368,1.0,-0.0,-1.9391426053600125,-1.6978902078689544,0.0
2019-05-10,-0.0,-0.5492709252244306,1.0,-0.0,-1.947537751024856,-1.6923356338539775,0.0
2019-05-13,-0.0,-0.5475585076020965,1.0,-0.0,-1.9453583104146126,-1.696227492086555,0.0
2019-05-14,-0.0,-0.4742421138877509,1.0,-0.0,-1.9692748873412536,-1.6773351085620647,0.0
2019-05-15,-0.0,-0.5269066767420522,1.0,-0.0,-2.0822043504075136,-1.7884169050574839,0.0
2019-05-16,-0.0,-0.5308415253321811,1.0,-0.0,-2.0824781246624178,-1.787998271578265,0.0
2019-05-17,-0.0,-0.5202688055495339,1.0,-0.0,-2.071536960763061,-1.8276067634944722,0.0
2019-05-20,-0.0,-0.494468546637744,1.0,-0.0,-2.0886659436008674,-1.8398590021691974,0.0
2019-05-21,-0.0,-0.49801338921243127,1.0,-0.0,-2.094214336254286,-1.8505415555434606,0.0
2019-05-22,-0.0,-0.470990514008383,1.0,-0.0,-2.1706375468784467,-1.8734833443635561,0.0
2019-05-23,-0.0,-0.4657013873596124,1.0,-0.0,-2.187293547676723,-1.8524003523452983,0.0
2019-05-24,-0.0,-0.4211737629459148,1.0,-0.0,-2.1960655378376894,-1.8625130144117485,0.0
2019-05-28,-0.0,-0.42397196517549146,1.0,-0.0,-2.1886327547500413,-1.862946941904397,0.0
2019-05-29,-0.0,-0.43614641863509895,1.0,-0.0,-2.189733238775844,-1.8293601003764117,0.0
2019-05-30,-0.0,-0.43435830334750847,1.0,-0.0,-2.1878203031294294,-1.8297350343473995,0.0
2019-05-31,-0.0,-0.43976659213611824,1.0,-0.0,-2.1826362000327206,-1.830997436876261,0.0
2019-06-03,-0.0,-0.45320010802052385,1.0,-0.0,-2.1846610856062654,-1.7631650013502567,0.0
2019-06-04,-0.0,-0.4455969746083199,1.0,-0.0,-2.206212857914641,-1.7506212857914643,0.0
2019-06-05,-0.0,-0.43086558535410313,1.0,-0.0,-2.2823724640008565,-1.6398479738772014,0.0
2019-06-06,-0.0,-0.4557355939478485,1.0,-0.0,-2.235111063418822,-1.6745358944092714,0.0
2019-06-07,-0.0,-0.5159817351598174,1.0,-0.0,-2.236355729506414,-1.6835725157642965,0.0
2019-06-10,-0.0,-0.5267505263726179,1.0,-0.0,-2.200993359606975,-1.6709496301894942,0.0
2019-06-11,-0.0,-0.5343420050070753,1.0,-0.0,-2.2358767824099273,-1.6721998476107545,0.0
2019-06-12,-0.0,-0.5416734894383494,1.0,-0.0,-2.2477484853446863,-1.6687953714316903,0.0
2019-06-13,-0.0,-0.566865394081934,1.0,-0.0,-2.243176721544604,-1.6594650768473447,0.0
2019-06-14,-0.0,-0.5670794915161765,1.0,-0.0,-2.2497681270118393,-1.638987397021114,0.0
2019-06-17,-0.0,-0.5570532060027286,1.0,-0.0,-2.2604638472032743,-1.6395634379263302,0.0
2019-06-18,-0.0,-0.5794622363099792,1.0,-0.0,-2.2563668160454693,-1.629249098262105,0.0
2019-06-19,-0.0,-0.5661111720206118,1.0,-0.0,-2.3030369477031027,-1.6127069400285057,0.0
2019-06-20,-0.0,-0.5754245205253613,1.0,-0.0,-2.3018629444413916,-1.6181788206847283,0.0
2019-06-21,-0.0,-0.5892906279236145,1.0,-0.0,-2.286445435033845,-1.6274833525947938,0.0
2019-06-24,-0.0,-0.5473018360949395,1.0,-0.0,-2.3470667263770713,-1.7034818629646218,0.0
2019-06-25,-0.0,-0.572522548074196,1.0,-0.0,-2.370412388677747,-1.7295365590787906,0.0
2019-06-26,-0.0,-0.5676366943276117,1.0,-0.0,-2.349607820848016,-1.766454473115835,0.0
2019-06-27,-0.0,-0.5578192579103118,1.0,-0.0,-2.363931254268154,-1.7691213293876622,0.0
2019-06-28,-0.0,-0.5663590795169743,1.0,-0.0,-2.3597060833902943,-1.769993164730007,0.0
2019-07-01,-0.0,-0.5658994032395568,1.0,-0.0,-2.3586814435919297,-1.758851946575732,0.0
2019-07-02,-0.0,-0.5750424448217318,1.0,-0.0,-2.3364459535936617,-1.7478211658177703,0.0
2019-07-03,-0.0,-0.5698833389964889,1.0,-0.0,-2.345452486125269,-1.7477630535734512,0.0
2019-07-05,-0.0,-0.5652567292467767,1.0,-0.0,-2.34087310563221,-1.748699389278444,0.0
2019-07-08,-0.0,-0.5667024826104168,1.0,-0.0,-2.339365492280722,-1.749081038285359,0.0
2019-07-09,-0.0,-0.5587986224806639,1.0,-0.0,-2.335572743182973,-1.7511996838480213,0.0
2019-07-10,-0.0,-0.5250987027636773,1.0,-0.0,-2.3598420755781158,-1.75521714608009,0.0
2019-07-11,-0.0,-0.5229118164783375,1.0,-0.0,-2.3970245869059115,-1.758332860144228,0.0
2019-07-12,-0.0,-0.4251460502921006,1.0,-0.0,-2.1912623825247652,-1.4636525273050545,0.0
2019-07-15,-0.0,-0.4457090594990092,1.0,-0.0,-2.201514150703724,-1.433768609318632,0.0
2019-07-16,-0.0,-0.4467252680249987,1.0,-0.0,-2.201158477719628,-1.4331588842030383,0.0
2019-07-17,-0.0,-0.44541440389788356,1.0,-0.0,-2.197228848398721,-1.432725980815104,0.0
2019-07-18,-0.0,-0.45189172403084726,1.0,-0.0,-2.277677138864448,-1.4461466797784794,0.0
2019-07-19,-0.0,-0.4565624025771589,1.0,-0.0,-2.296113478125325,-1.4431570196404448,0.0
2019-07-22,-0.0,-0.4437512996464962,1.0,-0.0,-2.2959035142441255,-1.45898315658141,0.0
2019-07-23,-0.0,-0.43630986353966683,1.0,-0.0,-2.2939864058527473,-1.4583614382815335,0.0
2019-07-24,-0.0,-0.44043862825221125,1.0,-0.0,-2.2917808927740135,-1.4402317281332437,0.0
2019-07-25,-0.0,-0.4311488049344641,1.0,-0.0,-2.2901567720380367,-1.4187612438961705,0.0
2019-07-26,-0.0,-0.4148805250743513,1.0,-0.0,-2.302584350323044,-1.4102143369910778,0.0
2019-07-29,-0.0,-0.3927309956488354,1.0,-0.0,-2.2966470437675968,-1.4296391092910161,0.0
2019-07-30,-0.0,-0.3916184230749526,1.0,-0.0,-2.2926891746503406,-1.4389569137763205,0.0
2019-07-31,-0.0,-0.399446210645062,1.0,-0.0,-2.2902266434211875,-1.4379550815300997,0.0
2019-08-01,-0.0,-0.4242237934214571,1.0,-0.0,-2.281125115278205,-1.418126857259965,0.0
2019-08-02,-0.0,-0.4100168479093277,1.0,-0.0,-2.2661459131056314,-1.4292643079593608,0.0
2019-08-05,-0.0,-0.40757772668199543,1.0,-0.0,-2.2218334499650108,-1.369039288213536,0.0
2019-08-06,-0.0,-0.409443474888501,1.0,-0.0,-2.093465192941633,-1.3448710490595308,0.0
2019-08-07,-0.0,-0.4122498191463709,1.0,-0.0,-2.06322642874367,-1.347335423197492,0.0
2019-08-08,-0.0,-0.40656955431217445,1.0,-0.0,-2.0646826162454177,-1.3522091452826548,0.0
2019-08-09,-0.0,-0.37106676899462776,1.0,-0.0,-2.0355909439754414,-1.3900134305448963,0.0
2019-08-12,-0.0,-0.3606005196804928,1.0,-0.0,-2.092098931767876,-1.359108844192089,0.0
2019-08-13,-0.0,-0.31215548374833685,1.0,-0.0,-2.0725147310397265,-1.3672780840144458,0.0
2019-08-14,-0.0,-0.33627012096390135,1.0,-0.0,-2.0600533384131823,-1.3660348604629011,0.0
2019-08-15,-0.0,-0.37328957100591714,1.0,-0.0020340236686390532,-1.9750369822485205,-1.2724667159763312,0.0
2019-08-16,-0.0,-0.35247561200073624,1.0,-0.014126633535799741,-1.9709644763482421,-1.2639425731639977,0.0
2019-08-19,-0.0,-0.3038694129950439,1.0,-0.018051198108489062,-1.9779929977720185,-1.2469876778975129,0.0
2019-08-20,-0.0,-0.32798045034037354,1.0,-0.0,-1.8759818467446325,-1.1598010123930877,0.0
2019-08-21,-0.0,-0.33797909407665505,1.0,-0.0,-1.8809233449477354,-1.1364982578397214,0.0
2019-08-22,-0.0,-0.33881935120620205,1.0,-0.0032483000563038674,-1.881761877950539,-1.1071939018580275,0.0
2019-08-23,-0.0,-0.35327362838014087,1.0,-0.004434397008955743,-1.8972263281453787,-1.0925136944613514,0.0
2019-08-26,-0.0,-0.3319011358318799,1.0,-0.007316969413366231,-1.8678266048411112,-1.0470072744288936,0.0
2019-08-27,-0.0,-0.33053185619084,1.0,-0.015153444543486565,-1.8615815611868076,-1.0373954751899488,0.0
2019-08-28,-0.0,-0.3208929933067864,1.0,-0.019486571210709142,-1.8607557400660848,-1.0351181902906041,0.0
2019-08-29,-0.0,-0.3065833120694055,1.0,-0.039806072977800463,-1.888959768648465,-1.0174364208556606,0.0
2019-08-30,-0.0,-0.28340063761955364,1.0,-0.05007438894792774,-1.9124760892667376,-1.004845908607864,0.0
2019-09-03,-0.0,-0.28504613291381437,1.0,-0.05425400739827373,-1.905735788086228,-1.0068455291466474,0.0
2019-09-04,-0.0,-0.2707208165001063,1.0,-0.060386987029555604,-1.9086115245587922,-1.0128853923027854,0.0
2019-09-05,-0.0,-0.28117865900059186,1.0,-0.03492009808066289,-1.9271581973450578,-0.9843155491671599,0.0
2019-09-06,-0.0,-0.2854958589934169,1.0,-0.03032490974729242,-1.9341261414313018,-0.9972393289445742,0.0
2019-09-09,-0.0,-0.29477564509978393,1.0,-0.03381212660480488,-1.9289436888267446,-0.9795771365620102,0.0
2019-09-10,-0.0,-0.30068298477071226,1.0,-0.010308403682178764,-1.931234887371145,-0.9999151571713402,0.0
2019-09-11,-0.0,-0.28190206999750606,1.0,-0.0,-1.837185135921523,-1.037534292127359,0.0
2019-09-12,-0.0,-0.26717557251908397,1.0,-0.0,-1.8411881845336873,-1.0403252572187187,0.0
2019-09-13,-0.0,-0.26629547452589275,1.0,-0.0,-1.890233181228283,-1.0298488717712564,0.0
2019-09-16,-0.0,-0.25664749520713515,1.0,-0.0,-1.886971742935734,-1.0240893556722515,0.0
2019-09-17,-0.0,-0.24019342198507648,1.0,-0.0,-1.8989120013339447,-1.029471841260578,0.0
2019-09-18,-0.0,-0.20542041357589824,1.0,-0.0,-1.8904313953006506,-1.048153827027475,0.0
2019-09-19,-0.0,-0.19913974936928738,1.0,-0.0,-1.8948674469581042,-1.0417717854336408,0.0
