Date,IWF,IWM,MTUM,RMAX,SPY,VLUE,VXX
2018-09-24,-0.3373182036119546,-0.8147354962442065,-0.0005114272015342816,1.0,-0.5456288956368867,-0.498194022694582,0.0
2018-09-25,-0.33675525280629376,-0.8156001151300009,-0.0,1.0,-0.5463877962198983,-0.4993124180498256,0.0
2018-09-26,-0.3371602174608251,-0.8160217460825073,-0.0,1.0,-0.5462743843939879,-0.49827310521266394,0.0
2018-09-27,-0.33849939285486036,-0.8116891416885026,-0.001437975330734326,1.0,-0.5460152105834984,-0.497890969514923,0.0
2018-09-28,-0.34575748820186847,-0.8121609040418633,-0.0009631127805065973,1.0,-0.5501942277440689,-0.5013323060130341,0.0
2018-10-01,-0.3450960208447261,-0.8161932640653651,-0.0016405571460739218,1.0,-0.5508090198475247,-0.5030720236754914,0.0
2018-10-02,-0.34467317418897586,-0.8262942559840211,-0.0,1.0,-0.5492413259882091,-0.5013369414645147,0.0
2018-10-03,-0.3440136536356025,-0.8193147420622142,-0.0,1.0,-0.5513943453339345,-0.5054421330585431,0.0
2018-10-04,-0.34515724080213733,-0.8169762127015804,-0.0,1.0,-0.5525477194450703,-0.5041684102101909,0.0
2018-10-05,-0.33104620218666836,-0.8106704286767771,-0.0,1.0,-0.5556766808810798,-0.5088653050755073,0.0
2018-10-08,-0.33242305468097416,-0.8138533701728459,-0.0,1.0,-0.5560945833065605,-0.5103450491550472,0.0
2018-10-09,-0.32874819219026197,-0.8139161176281536,-0.0,1.0,-0.5578017033585088,-0.5133858267716536,0.0
2018-10-10,-0.3276505404014411,-0.815652341739578,-0.0,1.0,-0.5578679876479671,-0.5155043746783325,0.0
2018-10-11,-0.2786463238525774,-0.807371130784203,-0.0,1.0,-0.5378288441012118,-0.5154454699566774,0.0
2018-10-12,-0.27948670146656723,-0.8033805617698235,-0.0,1.0,-0.5243599304001988,-0.49987571464081526,0.0
2018-10-15,-0.24112767417202022,-0.849622653277615,-0.0,1.0,-0.5216740472774902,-0.5061747645481195,0.0
2018-10-16,-0.2289578210705504,-0.8870815207111783,-0.0,1.0,-0.5262593783494105,-0.51008763634071,0.0
2018-10-17,-0.21827537813815687,-0.8677374083892094,-0.0,1.0,-0.5215031966318416,-0.5111492281303602,0.0
2018-10-18,-0.21848582212933212,-0.868733817886889,-0.0,1.0,-0.5210094519137786,-0.5112143993511558,0.0
2018-10-19,-0.20596256353043263,-0.862743275071278,-0.0,1.0,-0.5209805379942978,-0.5093591173918433,0.0
2018-10-22,-0.205924273408936,-0.8552704963747908,-0.0,1.0,-0.5245708619941748,-0.5126727396666046,0.0
2018-10-23,-0.20648739079249023,-0.8552264700415144,-0.0,1.0,-0.5240411425738893,-0.5123613606791003,0.0
2018-10-24,-0.20524586097848327,-0.8584671668630248,-0.0,1.0,-0.5245550939418367,-0.5121225274384572,0.0
2018-10-25,-0.18614468808844073,-0.8347810241146814,-0.0,1.0,-0.5229302071311426,-0.4932576079693859,0.0
2018-10-26,-0.18068686380523757,-0.827921587579666,-0.0,1.0,-0.5230011779986106,-0.48892983356993996,0.0
2018-10-29,-0.17579268108727789,-0.8306030711678282,-0.0,1.0,-0.5218873502881106,-0.4885811687332187,0.0
2018-10-30,-0.16600301659125188,-0.8310105580693815,-0.0,1.0,-0.5226244343891402,-0.4969532428355957,0.0
2018-10-31,-0.17123061695809966,-0.8121532047629046,-0.0,1.0,-0.5224198434360098,-0.4934765004049069,0.0
2018-11-01,-0.1469793418208023,-0.8344643286091761,-0.0,1.0,-0.5245015613740092,-0.4966970934422292,0.0
2018-11-02,-0.14484010956880367,-0.8835677572250777,-0.0,1.0,-0.5317164753316304,-0.5176510418269675,0.0
2018-11-05,-0.20442159383033418,-0.9005312767780634,-0.0,1.0,-0.6365724078834618,-0.6860668380462724,0.0
2018-11-06,-0.21594307517789008,-0.9127221477432882,-0.0,1.0,-0.6321886494104706,-0.6766353855144203,0.0
2018-11-07,-0.21502234444826399,-0.9143004468889653,-0.0,1.0,-0.631213475421107,-0.6771055345479546,0.0
2018-11-08,-0.18239552034963127,-0.920479377219339,-0.0,1.0,-0.6233952472002185,-0.6880633706637531,0.0
2018-11-09,-0.18381925692996548,-0.9213863348942133,-0.0,1.0,-0.6235430837064635,-0.689236763851386,0.0
2018-11-12,-0.18284408987078515,-0.9148682281545123,-0.0,1.0,-0.6244587637652994,-0.6872251201800142,0.0
2018-11-13,-0.15523600067670446,-0.9142277110472001,-0.0,1.0,-0.6280155642023346,-0.6860768059549992,0.0
2018-11-14,-0.1554284940961532,-0.9139966843725683,-0.0,1.0,-0.6279730689853503,-0.6859288831748824,0.0
2018-11-15,-0.15442969384990518,-0.9151991330262801,-0.0,1.0,-0.6282511514494717,-0.6887361148740179,0.0
2018-11-16,-0.1477658563085699,-0.905167730544615,-0.0,1.0,-0.6352030422382181,-0.7072524786092625,0.0
2018-11-19,-0.15091520358610386,-0.9044045233809895,-0.0,1.0,-0.6337487689747683,-0.7068631779128604,0.0
2018-11-20,-0.08502106837025962,-0.9027796656245753,-0.0,1.0,-0.6545466902269947,-0.7557768112002176,0.0
2018-11-21,-0.10148582333696839,-0.9117707197382771,-0.0,1.0,-0.671619411123228,-0.7229757360959652,0.0
2018-11-23,-0.10144525699234049,-0.9536616642983399,-0.0,1.0,-0.6768446955255952,-0.7338924895158215,0.0
2018-11-26,-0.1055350553505535,-0.9546652609383236,-0.0,1.0,-0.6997364259356879,-0.754384115269724,0.0
2018-11-27,-0.10966233214045282,-0.960068029621231,-0.0,1.0,-0.7100591715976332,-0.763419905750629,0.0
2018-11-28,-0.11101661882994932,-0.956380000708692,-0.0,1.0,-0.7117040501754013,-0.7643953084582402,0.0
2018-11-29,-0.0753763554058322,-0.9454679439941046,-0.0,1.0,-0.7132680633049093,-0.7750640418289645,0.0
2018-11-30,-0.07617976738465863,-0.9481359148248357,-0.0,1.0,-0.71773428440915,-0.7717418039987349,0.0
2018-12-03,-0.07074805928016938,-0.9563514467184192,-0.0,1.0,-0.7248412138320395,-0.7766407904022583,0.0
2018-12-04,-0.06394059893725587,-0.9588274624344583,-0.0,1.0,-0.7213287820670725,-0.7749234613083718,0.0
2018-12-06,-0.053668245144465034,-0.9086884908379658,-0.0,1.0,-0.7176926772356049,-0.7514240614920047,0.0
2018-12-07,-0.05696245968018667,-0.908448287694736,-0.0,1.0,-0.7176240477661108,-0.748472994303754,0.0
2018-12-10,-0.04062936348465756,-0.9097844225726254,-0.0,1.0,-0.715798794401117,-0.7394680380070155,0.0
2018-12-11,-0.04359079144530718,-0.9086636697997548,-0.0,1.0,-0.7163193025473369,-0.7369568178722244,0.0
2018-12-12,-0.04185840406312847,-0.9100453352421856,-0.0,1.0,-0.7166717796639056,-0.7400893070184409,0.0
2018-12-13,-0.042480651870035115,-0.9102655893082404,-0.0,1.0,-0.7163410725853192,-0.7402747945859329,0.0
2018-12-14,-0.04373615135503665,-0.9085392875404806,-0.0,1.0,-0.7166524629282427,-0.7400034088972217,0.0
2018-12-17,-0.033468111854846924,-0.9080221535116033,-0.0,1.0,-0.7089463490876966,-0.7473072610512724,0.0
2018-12-18,-0.02316393719398953,-0.8998142833023804,-0.0,1.0,-0.7051831841971973,-0.7485058247509707,0.0
2018-12-19,-0.028887086965335495,-0.8987431583215082,-0.0,1.0,-0.7031218325562537,-0.747854584769241,0.0
2018-12-20,-0.0285214583613615,-0.888268532221176,-0.0,1.0,-0.704056235705637,-0.7425332974572851,0.0
2018-12-21,-0.023097007431211087,-0.8905737430541608,-0.0,1.0,-0.7079734886523398,-0.7257481421972284,0.0
2018-12-24,-0.0,-0.8640518026373478,-0.0,1.0,-0.7207176823715895,-0.7877980506559644,0.0
2018-12-26,-0.0,-0.8755726467145963,-0.0,1.0,-0.6946998829627152,-0.7736498913225214,0.0
2018-12-27,-0.0,-0.8348561650469764,-0.0,1.0,-0.6238336615762116,-0.7699286475317211,0.0
2018-12-28,-0.0,-0.8348029045643155,-0.0,1.0,-0.630121887966805,-0.7767764522821577,0.0
2018-12-31,-0.0,-0.8342518153526972,-0.0,1.0,-0.6304460580912863,-0.7770357883817428,0.0
2019-01-02,-0.0,-0.8335061232424027,-0.0,1.0,-0.6272597680295471,-0.779012505669669,0.0
