Date,BMRN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5172104627139126,-0.9367715276965658,-0.17752309671383465,-0.6911472342416093,-0.5755272287841579,0.0
2018-09-25,1.0,-0.5183525561097257,-0.9352010598503742,-0.1796680174563591,-0.6897599750623442,-0.5735271197007481,0.0
2018-09-26,1.0,-0.5179156908665106,-0.9358704137392663,-0.17576112412177988,-0.6927790788446527,-0.5809133489461358,0.0
2018-09-27,1.0,-0.527560288130285,-0.923856874412778,-0.1805903538991544,-0.6979329783902286,-0.5848731600375823,0.0
2018-09-28,1.0,-0.5256234584817758,-0.9253415808636417,-0.18122381865873233,-0.6977645538895196,-0.5850135066358689,0.0
2018-10-01,1.0,-0.5281185092291413,-0.9242465807108986,-0.18082062938433202,-0.6999255398361877,-0.5858447309636713,0.0
2018-10-02,1.0,-0.5323777734144904,-0.9001374435499706,-0.1900647948164147,-0.7088945611623798,-0.595444728058119,0.0
2018-10-03,1.0,-0.5320218321749716,-0.8896611300899202,-0.18847920838732476,-0.7134330702477716,-0.6030549338359446,0.0
2018-10-04,1.0,-0.533320251177394,-0.8862637362637361,-0.18908948194662478,-0.7149136577708005,-0.6010596546310831,0.0
2018-10-05,1.0,-0.5216456141723046,-0.8798639083336592,-0.17598060302686638,-0.7232411716397481,-0.6099487700911188,0.0
2018-10-08,1.0,-0.5230303268693702,-0.8835699956732093,-0.16599142508751918,-0.7426739566534241,-0.6182197222987059,0.0
2018-10-09,1.0,-0.5214414981509166,-0.8843339365803761,-0.16146038240616883,-0.745259265087733,-0.6216854197812574,0.0
2018-10-10,1.0,-0.5312079207920792,-0.888039603960396,-0.16780198019801978,-0.7558019801980198,-0.6175445544554455,0.0
2018-10-11,1.0,-0.499767549976755,-0.8817216798388345,-0.1252518208585154,-0.7462033162869982,-0.6212226871222687,0.0
2018-10-12,1.0,-0.5114337150955682,-0.8753207951890297,-0.12142337304171294,-0.7267399548013942,-0.5955107825487417,0.0
2018-10-15,1.0,-0.5049720798592519,-0.8855274229327621,-0.11099212116576149,-0.727032815727071,-0.59619062189245,0.0
2018-10-16,1.0,-0.5034042227662179,-0.8918681150550795,-0.10629589963280293,-0.7272796817625459,-0.5961214810281518,0.0
2018-10-17,1.0,-0.501067887109077,-0.8863844393592678,-0.10484363081617087,-0.7257818459191457,-0.5958428680396645,0.0
2018-10-18,1.0,-0.5002478740037372,-0.8850627311901764,-0.10544178774358387,-0.726880982343744,-0.5958128360599473,0.0
2018-10-19,1.0,-0.49162498105199337,-0.8769137486736395,-0.09496740942852812,-0.731089889343641,-0.5949674094285281,0.0
2018-10-22,1.0,-0.49280193968783154,-0.8729352932262465,-0.09198363388392182,-0.7334823458099713,-0.5972874677981512,0.0
2018-10-23,1.0,-0.4942998901639965,-0.8722493656023937,-0.09570882096731433,-0.7299928038480475,-0.595159640949892,0.0
2018-10-24,1.0,-0.494183836387136,-0.8814338934083479,-0.09746825819204744,-0.7328366152208622,-0.5954915228464989,0.0
2018-10-25,1.0,-0.4798563573111884,-0.8583772864998317,-0.09523809523809523,-0.7299592264242696,-0.5772266487113306,0.0
2018-10-26,1.0,-0.4725678838081795,-0.8495969689090301,-0.08836967423201218,-0.7321421938263809,-0.5718955462278519,0.0
2018-10-29,1.0,-0.45156615761899455,-0.8774198342808308,-0.06450414297922938,-0.7297216958347268,-0.5924646081819196,0.0
2018-10-30,1.0,-0.4690989207961463,-0.8810261772284254,-0.07330370812950447,-0.731692744314575,-0.5791851824190597,0.0
2018-10-31,1.0,-0.48250364118459876,-0.8548754528139821,-0.07196474586398774,-0.7426149307241289,-0.5825895357956455,0.0
2018-11-01,1.0,-0.4681828366569572,-0.8762790350287549,-0.05459705728583165,-0.7477406826499364,-0.5876092314586601,0.0
2018-11-02,1.0,-0.46639128802102897,-0.8917761922643636,-0.05595193390912505,-0.7478407810739768,-0.5932031543372137,0.0
2018-11-05,1.0,-0.46180998873451,-0.9056327450244086,-0.05553886594066842,-0.7493428464138191,-0.5828389034923019,0.0
2018-11-06,1.0,-0.4670321417843196,-0.9093571643136077,-0.05324421748272754,-0.7467332532291979,-0.5785145689396215,0.0
2018-11-07,1.0,-0.46255307955356806,-0.9111645560106721,-0.061403179136447335,-0.7441659464131374,-0.5785953177257525,0.0
2018-11-08,1.0,-0.4471769227898646,-0.9146173079076017,-0.04500503787737433,-0.7400455274844199,-0.5849162219651454,0.0
2018-11-09,1.0,-0.44695697600656736,-0.9142878465614388,-0.04548677189447367,-0.739915668495093,-0.58479794022165,0.0
2018-11-12,1.0,-0.4465256572577642,-0.9086169658151485,-0.0449467490876592,-0.7410069263424444,-0.5827437253295598,0.0
2018-11-13,1.0,-0.43525233091608695,-0.9090202752700902,-0.029265946425928665,-0.7464111291993488,-0.5799171229835726,0.0
2018-11-14,1.0,-0.4365055872123141,-0.9081995115814401,-0.029268112188263154,-0.7466883741582181,-0.5794790202027676,0.0
2018-11-15,1.0,-0.4364019676739283,-0.9087916558789807,-0.0280356548433628,-0.7474941746495544,-0.577948736916078,0.0
2018-11-16,1.0,-0.43650823007212874,-0.9084889957462549,-0.028851488810800813,-0.7471056038468652,-0.5779175143332717,0.0
2018-11-19,1.0,-0.4364591814077418,-0.9099252460957737,-0.025978832062763673,-0.7491673451261934,-0.5791577233365406,0.0
2018-11-20,1.0,-0.4133775566611388,-0.9086788280818132,-0.0,-0.761341440943431,-0.6019163442049015,0.0
2018-11-21,1.0,-0.4166453265044815,-0.9027986098408635,-0.0028169014084507044,-0.757344064386318,-0.5787086153283336,0.0
2018-11-23,1.0,-0.4167886416861826,-0.9039080796252926,-0.002671252927400468,-0.7570623536299765,-0.5788202576112411,0.0
2018-11-26,1.0,-0.4165660556836059,-0.9090110855010426,-0.0012073317967292282,-0.7551677459481213,-0.5766289832802839,0.0
2018-11-27,1.0,-0.41417460839084236,-0.9095556285829043,-0.0,-0.7534596706466572,-0.5741775294847921,0.0
2018-11-28,1.0,-0.41360797633395424,-0.9130784120375444,-0.0,-0.7519447792264708,-0.5735363938497499,0.0
2018-11-29,1.0,-0.38506620360321253,-0.9019969611460821,-0.0,-0.7505245640691701,-0.5800593300050648,0.0
2018-11-30,1.0,-0.3841249139586277,-0.9034162953302177,-0.0,-0.7510415534543347,-0.5842480889758359,0.0
2018-12-03,1.0,-0.3803500887906353,-0.9060631319537564,-0.0,-0.7526546587902729,-0.5850759250534555,0.0
2018-12-04,1.0,-0.3754158831187618,-0.9079632576305512,-0.0,-0.7498915087516274,-0.5831042962534355,0.0
2018-12-06,1.0,-0.3702288726166472,-0.8580777530156709,-0.0033959460893558317,-0.7493013548409919,-0.5564399165163253,0.0
2018-12-07,1.0,-0.3776171750451695,-0.8577248733482126,-0.008927622489106175,-0.7493180288376377,-0.5491196372267686,0.0
2018-12-10,1.0,-0.3621695725534308,-0.8621695725534307,-0.002601237345331833,-0.7516169853768279,-0.5366633858267716,0.0
2018-12-11,1.0,-0.3688781070913757,-0.8582779594276272,-0.00805119009949724,-0.7530851176036283,-0.5275111626762297,0.0
2018-12-12,1.0,-0.36726645304412125,-0.861051445473432,-0.0054579386598119645,-0.7546392478608401,-0.5328356632275785,0.0
2018-12-13,1.0,-0.3677776211950395,-0.8621054114994363,-0.005178974069898534,-0.7541572717023676,-0.5338571025930102,0.0
2018-12-14,1.0,-0.36830616484174206,-0.8541703341196352,-0.009541245643065873,-0.7559060662606063,-0.5327958314262577,0.0
2018-12-17,1.0,-0.356235079342789,-0.8567265833450358,-0.0,-0.7467701165566635,-0.5510110939474794,0.0
2018-12-18,1.0,-0.3426326815642458,-0.8462988826815643,-0.0,-0.7462988826815643,-0.5564245810055867,0.0
2018-12-19,1.0,-0.32645179411558173,-0.8567516326100694,-0.0,-0.7617793694263043,-0.5660066006600659,0.0
2018-12-20,1.0,-0.3270883766621057,-0.8547521313545943,-0.0,-0.7611830333649089,-0.565379082903554,0.0
2018-12-21,1.0,-0.3228591401607829,-0.8588605382733309,-0.0,-0.7685075148549458,-0.5450541768612372,0.0
2018-12-24,1.0,-0.32239098481136697,-0.8629173374396305,-0.0,-0.7712955833974943,-0.5430811226989571,0.0
2018-12-26,1.0,-0.32445386031327056,-0.8748306880144479,-0.0,-0.7461188483311916,-0.5276629736394263,0.0
2018-12-27,1.0,-0.28348657842443836,-0.8474621939308208,-0.0,-0.6940150213869523,-0.5430601865885285,0.0
2018-12-28,1.0,-0.2801844558887879,-0.8510888956208557,-0.0,-0.693695513144165,-0.5410145073883335,0.0
2018-12-31,1.0,-0.28152561772032586,-0.8490877263852421,-0.0,-0.6939675486433717,-0.5417087457079378,0.0
2019-01-02,1.0,-0.28098811967825527,-0.8490559687678794,-0.0,-0.6937367482246828,-0.5417157473159896,0.0
2019-01-03,1.0,-0.2882131324004306,-0.8464074273412272,-0.0,-0.6989706673842843,-0.5302744886975242,0.0
2019-01-04,1.0,-0.2542037917866952,-0.8609566557245258,-0.0,-0.6913646412541032,-0.5431098010316875,0.0
2019-01-07,1.0,-0.23984692025997165,-0.8397611428194385,-0.0,-0.6900795090891095,-0.5291808254429085,0.0
2019-01-08,1.0,-0.23881090008257638,-0.8439306358381502,-0.0,-0.6900743187448389,-0.5302394715111478,0.0
2019-01-09,1.0,-0.2385275668537471,-0.8417629580719709,-0.0,-0.6898646417959723,-0.5312974579069,0.0
2019-01-10,1.0,-0.24052097451323926,-0.837063237578923,-0.0,-0.6976298304188292,-0.5304618029156061,0.0
2019-01-11,1.0,-0.24218568344128885,-0.8373359906992195,-0.0,-0.703105796379339,-0.5391131041355257,0.0
2019-01-14,1.0,-0.24598930481283424,-0.8349221111369448,-0.0,-0.7029594446474242,-0.5376158368485734,0.0
2019-01-15,1.0,-0.24666179499103172,-0.8332890453730153,-0.0,-0.7024513386036007,-0.539194844881419,0.0
2019-01-16,1.0,-0.24306731759157785,-0.8354421972036797,-0.0,-0.7005745408654644,-0.5419281989970443,0.0
2019-01-17,1.0,-0.2518207097457627,-0.8218683792372881,-0.0,-0.695610434322034,-0.5411149364406779,0.0
2019-01-18,1.0,-0.25022475277195083,-0.8157027270002997,-0.0029967036260113876,-0.6976991975493624,-0.5630473146205841,0.0
2019-01-22,1.0,-0.023662201672672876,-0.9473040048956279,-0.0,-0.9105867954035494,-0.518154620248861,0.0
2019-01-23,1.0,-0.029063435883474004,-0.9033147291042745,-0.0,-0.9146133950449225,-0.5562210726926219,0.0
