Date,IPGP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9462161167668343,-1.3658775910707714,-0.5510241628848276,-1.1719612412608855,-1.0976327732123143,0.0
2018-09-25,1.0,-0.9459941017449005,-1.3709142295404277,-0.5481690833128533,-1.1761489309412632,-1.102789383140821,0.0
2018-09-26,1.0,-0.9458761301433052,-1.3718555876745187,-0.5452364844086353,-1.1787932837197859,-1.1086782704963405,0.0
2018-09-27,1.0,-0.9460092449922958,-1.380030816640986,-0.5443451463790446,-1.1815100154083205,-1.1114946070878273,0.0
2018-09-28,1.0,-0.9500678928527343,-1.3800148129860512,-0.5449327243550178,-1.1836810270336997,-1.1133810640661645,0.0
2018-10-01,1.0,-0.9531636183885319,-1.3795724172021748,-0.5448591201186356,-1.1865422639644092,-1.1148047454275827,0.0
2018-10-02,1.0,-0.9536693847294292,-1.372992340004942,-0.5473190017296763,-1.1874845564615766,-1.1159500864838152,0.0
2018-10-03,1.0,-0.9530072866493763,-1.3609361491910583,-0.5456959367667037,-1.1918611831542545,-1.123626034333704,0.0
2018-10-04,1.0,-0.9537122755045362,-1.3576498179349503,-0.5462568660124668,-1.1923717830031475,-1.1216441399740789,0.0
2018-10-05,1.0,-0.9366590895128095,-1.3466240707747128,-0.5275542176076673,-1.2005897892732076,-1.1322110954107023,0.0
2018-10-08,1.0,-0.9963685882886972,-1.453083457622722,-0.5563193048440438,-1.2692432397380193,-1.2097140263277348,0.0
2018-10-09,1.0,-0.9940119760479041,-1.4617287164800834,-0.5419161676646707,-1.2834548294714918,-1.2275449101796407,0.0
2018-10-10,1.0,-0.995185112889583,-1.4599518511288958,-0.54336651701477,-1.2838831413885095,-1.2242175808445575,0.0
2018-10-11,1.0,-0.9078270805560845,-1.4766076302926427,-0.406144861296261,-1.2807719164603566,-1.276645718275884,0.0
2018-10-12,1.0,-0.931992940879869,-1.475923358124291,-0.398525148115467,-1.2540652968612127,-1.2422790873566116,0.0
2018-10-15,1.0,-0.9215920523138834,-1.4884305835010063,-0.3819793762575453,-1.2528294768611672,-1.242894869215292,0.0
2018-10-16,1.0,-0.9197887855167212,-1.4937138546643198,-0.37760875031430724,-1.2525144581342722,-1.2424566255971838,0.0
2018-10-17,1.0,-0.888615233052152,-1.4274983067545102,-0.34819284526814853,-1.2422264638876916,-1.2506619050551073,0.0
2018-10-18,1.0,-0.8875823431632087,-1.4255371544665396,-0.3489503170596565,-1.2436741981161117,-1.2506926060456813,0.0
2018-10-19,1.0,-0.8685514962364604,-1.409950431430145,-0.3253166880851845,-1.2567774310017747,-1.2589192827856313,0.0
2018-10-22,1.0,-0.8688152240638428,-1.4229588704726828,-0.33511356660527936,-1.2544505831798651,-1.2573971761817067,0.0
2018-10-23,1.0,-0.8691462591296877,-1.422512735530596,-0.3361566316823176,-1.2532375866936722,-1.2565518934511755,0.0
2018-10-24,1.0,-0.8748462484624846,-1.4203567035670357,-0.32115621156211566,-1.2638991389913898,-1.2698031980319804,0.0
2018-10-25,1.0,-0.8160926401241568,-1.344356234704232,-0.294156270518713,-1.2900972960066852,-1.2243180325911776,0.0
2018-10-26,1.0,-0.7938994229183841,-1.3213991284889883,-0.2680485219644329,-1.2960193145683665,-1.2092215286774233,0.0
2018-10-29,1.0,-0.7662851073873025,-1.3627566674533869,-0.23371489261269768,-1.2966721737078122,-1.2409723861222564,0.0
2018-10-30,1.0,-0.7639355866218368,-1.3627676517430545,-0.2319353506753967,-1.2968796083289094,-1.2431428065829058,0.0
2018-10-31,1.0,-0.7639601391591486,-1.3614599917447965,-0.2327967450911021,-1.2960080193407633,-1.2423491951176366,0.0
2018-11-01,1.0,-0.7355366925531274,-1.470290771175727,-0.17097104328457047,-1.3488652098007345,-1.2944434410932513,0.0
2018-11-02,1.0,-0.7361102786934373,-1.4531015882529217,-0.1697932274498052,-1.3467785436020376,-1.287623614024573,0.0
2018-11-05,1.0,-0.7292394841508979,-1.4993371097987223,-0.1669278052308063,-1.3595878028202966,-1.2711220923225262,0.0
2018-11-06,1.0,-0.7489711934156379,-1.520878721859114,-0.15758896151053015,-1.3599612684580005,-1.2643427741466957,0.0
2018-11-07,1.0,-0.7451027811366385,-1.519770253929867,-0.16299879081015722,-1.3559854897218864,-1.2620918984280531,0.0
2018-11-08,1.0,-0.7103117505995203,-1.5316546762589927,-0.12140287769784172,-1.3513189448441245,-1.2804556354916066,0.0
2018-11-09,1.0,-0.7103291169594148,-1.5313230621665366,-0.12193513578322641,-1.3510580900425633,-1.2802589772795394,0.0
2018-11-12,1.0,-0.7081445265919389,-1.504948724063916,-0.11960410207488673,-1.3563081326019555,-1.273312663963749,0.0
2018-11-13,1.0,-0.688031663516068,-1.4999999999999998,-0.09463610586011341,-1.3572778827977314,-1.2674858223062382,0.0
