Date,IWF,IWM,LECO,MTUM,SPY,VLUE,VXX
2018-09-24,-0.27243330638641877,-0.5290887296852786,1.0,-0.12368633791430882,-0.447132941209266,-0.4152426616117972,0.0
2018-09-25,-0.27113482706598874,-0.5327149801642733,1.0,-0.12021567860535286,-0.4502989327820305,-0.4193998994244846,0.0
2018-09-26,-0.27054545454545453,-0.5326993006993007,1.0,-0.11734265734265735,-0.4521118881118881,-0.42450349650349656,0.0
2018-09-27,-0.2704842364394215,-0.5329678014938316,1.0,-0.11732453072985145,-0.4521218563795564,-0.42453912216409767,0.0
2018-09-28,-0.26992474892998014,-0.5333874171259126,1.0,-0.11760427448457213,-0.45198198450219595,-0.4245111477886256,0.0
2018-10-01,-0.2711347418497272,-0.5324191968658178,1.0,-0.11741989646005316,-0.45280537288372746,-0.42462571708409125,0.0
2018-10-02,-0.27228969608775955,-0.5228074103095092,1.0,-0.120865282364135,-0.45519673140426486,-0.4272961325348408,0.0
2018-10-03,-0.27205059323931047,-0.5150828296395792,1.0,-0.1196272666218939,-0.45858518021043204,-0.4329527647190508,0.0
2018-10-04,-0.27278576623957923,-0.5135120013428076,1.0,-0.11992950260168969,-0.45932412018127905,-0.4319644155989481,0.0
2018-10-05,-0.2663802962260467,-0.5099718278430169,1.0,-0.11363699757328945,-0.46308331706228556,-0.43627792809126664,0.0
2018-10-08,-0.2675985462678222,-0.5129438076600503,1.0,-0.11456527816606095,-0.4629577858540676,-0.43757338551859093,0.0
2018-10-09,-0.26915976728574625,-0.5132859700156635,1.0,-0.11783956142313717,-0.4615406131125531,-0.4351924367867532,0.0
2018-10-10,-0.26870015391073176,-0.5143696655939555,1.0,-0.11680425353295089,-0.4617321953267105,-0.4367426892402406,0.0
2018-10-11,-0.255550633962682,-0.5130945130391451,1.0,-0.09982835944853553,-0.459802890205415,-0.44014727866674047,0.0
2018-10-12,-0.2554961705879112,-0.5114331368119456,1.0,-0.09672709240178522,-0.456168383932999,-0.4351203923081161,0.0
2018-10-15,-0.24419436495707683,-0.5305965221219459,1.0,-0.08075610829848119,-0.45715936605767116,-0.43875192604006163,0.0
2018-10-16,-0.24150485436893204,-0.5476059135039717,1.0,-0.06914717563989409,-0.4596756398940865,-0.4402305825242719,0.0
2018-10-17,-0.23603011635865842,-0.5350034223134839,1.0,-0.06455852156057494,-0.45886379192334015,-0.4434223134839151,0.0
2018-10-18,-0.23524419623302675,-0.5337823039859834,1.0,-0.06518287341217696,-0.45997590889180906,-0.4434680245291283,0.0
2018-10-19,-0.23578953143860418,-0.5387633051684407,1.0,-0.06210907494787666,-0.46186766158235487,-0.44480412597388347,0.0
2018-10-22,-0.23508415474588837,-0.5422695697537135,1.0,-0.06592350566980588,-0.4594602015320831,-0.44293127591224846,0.0
2018-10-23,-0.23718388753123368,-0.5419423927071034,1.0,-0.07048518630385238,-0.45547653697245943,-0.44073148631208986,0.0
2018-10-24,-0.23645604395604394,-0.5439285714285714,1.0,-0.07054945054945055,-0.4558516483516484,-0.440467032967033,0.0
2018-10-25,-0.22850457117979972,-0.5339845450587724,1.0,-0.06854048759251197,-0.456682629516761,-0.4332009142359599,0.0
2018-10-26,-0.21763776094184337,-0.5379353572791192,1.0,-0.036872513217419745,-0.49206954815501175,-0.44075325666321474,0.0
2018-10-29,-0.20124758246846994,-0.557244422652611,1.0,-0.020130206205224592,-0.4894445806434039,-0.4559123968292882,0.0
2018-10-30,-0.19197535911903402,-0.5595715103442637,1.0,-0.013301714503775179,-0.49276310409681906,-0.46817673835418544,0.0
2018-10-31,-0.19170192438924524,-0.5623038078340384,1.0,-0.012774669032346118,-0.4936263136345025,-0.4692234202265593,0.0
2018-11-01,-0.1930586275634199,-0.5608257557139347,1.0,-0.014144889544250567,-0.4935146500641709,-0.46910242756888126,0.0
2018-11-02,-0.1931793359545653,-0.5605340760157274,1.0,-0.014225644386194844,-0.4935015290519878,-0.46900939274792486,0.0
2018-11-05,-0.18770341602166124,-0.5802587315045263,1.0,-0.013100675546317315,-0.4973333698000711,-0.4566091403878237,0.0
2018-11-06,-0.1908277955533678,-0.58230098175951,1.0,-0.011813930593157766,-0.4957475319276944,-0.4540159159898269,0.0
2018-11-07,-0.19248569159569517,-0.5833995125557959,1.0,-0.00917380945860832,-0.49801462332612206,-0.4553769477229783,0.0
2018-11-08,-0.18579026319378156,-0.5846174826128461,1.0,-0.0026728487658529932,-0.49630437747170325,-0.4580117278058094,0.0
2018-11-09,-0.18651096802357306,-0.5848521226672487,1.0,-0.0024009603841536613,-0.4961802902979373,-0.4584197315289752,0.0
2018-11-12,-0.18614600648554375,-0.5820639289315203,1.0,-0.0020165136114668773,-0.49712510559446277,-0.45769408943510365,0.0
2018-11-13,-0.17383881632431847,-0.5808899246653297,1.0,-0.0,-0.4991328383285458,-0.45604574277816917,0.0
2018-11-14,-0.17445263386082813,-0.5803706915239542,1.0,-0.0,-0.49915998265770656,-0.4557500541946673,0.0
2018-11-15,-0.17389421254940177,-0.5807211304206593,1.0,-0.0,-0.5004060419035244,-0.4519517080829408,0.0
2018-11-16,-0.173577862533474,-0.5788633720143904,1.0,-0.0,-0.4998512267034542,-0.4526765668533095,0.0
2018-11-19,-0.17394714776446407,-0.5786968164236834,1.0,-0.0,-0.4996078007086636,-0.4525709339752779,0.0
2018-11-20,-0.15593759262752283,-0.5753819622214438,1.0,-0.0,-0.5018997062865458,-0.4614265312171594,0.0
2018-11-21,-0.1601681752450324,-0.5722778640672701,1.0,-0.0,-0.501285415885598,-0.4442183064645708,0.0
2018-11-23,-0.16051398741801634,-0.5702315620398876,1.0,-0.0,-0.5019408379065721,-0.4443314148039084,0.0
2018-11-26,-0.16042079340435783,-0.5704534503988435,1.0,-0.0,-0.5017934578938915,-0.444135125006692,0.0
2018-11-27,-0.15907024019686514,-0.5707484084951585,1.0,-0.0,-0.5014443909484834,-0.4435350131065104,0.0
2018-11-28,-0.15688218429302536,-0.5825674553200612,1.0,-0.0,-0.49803059939444283,-0.44194957262667134,0.0
2018-11-29,-0.14901050834800236,-0.578359204139329,1.0,-0.0,-0.49658612044593803,-0.44316423961167123,0.0
2018-11-30,-0.1487852361522255,-0.5784462757020562,1.0,-0.0,-0.49675974077926227,-0.44291543323465876,0.0
2018-12-03,-0.15029519408008976,-0.5790612561109182,1.0,-0.0,-0.4979563486763017,-0.4441535543504394,0.0
2018-12-04,-0.14566446245733788,-0.581431313993174,1.0,-0.0,-0.4960004266211604,-0.44328604948805467,0.0
2018-12-06,-0.1412730680888138,-0.5672835757847771,1.0,-0.0,-0.49615861868680206,-0.43543575256752115,0.0
2018-12-07,-0.14444503115429297,-0.5669817298553174,1.0,-0.0,-0.4960661104657303,-0.43267504488330344,0.0
2018-12-10,-0.138265104646571,-0.5681979728840332,1.0,-0.0,-0.496590759510333,-0.4295643016980387,0.0
2018-12-11,-0.13678611864451407,-0.5687880144290265,1.0,-0.0,-0.49611627478343295,-0.4313436372732299,0.0
2018-12-12,-0.1392988929889299,-0.5689773326304691,1.0,-0.0,-0.49807590933052187,-0.429388508170796,0.0
2018-12-13,-0.13972624416488647,-0.5700872959358598,1.0,-0.0,-0.49740222063981854,-0.43015006461481653,0.0
2018-12-14,-0.14073253698283364,-0.5678348231943675,1.0,-0.0,-0.4982728159692007,-0.4300556390580914,0.0
2018-12-17,-0.13162047020459686,-0.5679798032924841,1.0,-0.0,-0.4914532162204807,-0.438726134749908,0.0
2018-12-18,-0.12466294929186629,-0.5623969213853766,1.0,-0.0,-0.49016989973559516,-0.44063980732479907,0.0
2018-12-19,-0.13116729988209092,-0.5612734180531901,1.0,-0.0,-0.4877505567928731,-0.44001048080702215,0.0
2018-12-20,-0.13221229637414608,-0.5651865475564898,1.0,-0.0,-0.48762480294272204,-0.44238045191802416,0.0
2018-12-21,-0.12965047781123185,-0.5661474014923419,1.0,-0.0,-0.4896976043984815,-0.4326482523890562,0.0
2018-12-24,-0.11394021526673791,-0.5514581324437726,1.0,-0.0,-0.48914544838549945,-0.45156498397227074,0.0
2018-12-26,-0.11202627326278475,-0.552077360162644,1.0,-0.0,-0.4904081739039775,-0.45198874003023515,0.0
2018-12-27,-0.10070299671592775,-0.5403581691297208,1.0,-0.0,-0.4692118226600985,-0.45540845648604267,0.0
2018-12-28,-0.1017845679804853,-0.5394273976120169,1.0,-0.0,-0.46989343946591344,-0.4566183078700731,0.0
2018-12-31,-0.10206701758890743,-0.5391706252407241,1.0,-0.0,-0.46984208499165486,-0.45666966234433176,0.0
2019-01-02,-0.10296688605512136,-0.5400041135335254,1.0,-0.0,-0.47143665158371045,-0.45657651172357056,0.0
2019-01-03,-0.11083978099375369,-0.5376192067449811,1.0,-0.0,-0.47803511297329254,-0.44400174793717706,0.0
2019-01-04,-0.10644962514121392,-0.539000718907261,1.0,-0.0,-0.4771746944644141,-0.44490089349902434,0.0
2019-01-07,-0.09892823502456659,-0.5294926300246939,1.0,-0.0037168096535220587,-0.4754461444464245,-0.43815075990937097,0.0
2019-01-08,-0.09975854619392553,-0.5198627525733892,1.0,-0.0062777989579362046,-0.48003558266615837,-0.4356843309187952,0.0
2019-01-09,-0.1003179448047819,-0.522243418542541,1.0,-0.006333460511255246,-0.48019839755818394,-0.43449065242273943,0.0
2019-01-10,-0.10005852864086318,-0.5232969437870575,1.0,-0.006158230908211822,-0.47998574954831164,-0.4352495101407232,0.0
2019-01-11,-0.10113876646370978,-0.5128779965862482,1.0,-0.008891040175273228,-0.4810332968180776,-0.443634881410338,0.0
2019-01-14,-0.10523901742941597,-0.5125114667210274,1.0,-0.010549383345224747,-0.481169095912751,-0.4386912649067373,0.0
2019-01-15,-0.10050789923687502,-0.511829713381486,1.0,-0.016436538117965343,-0.4787779791225339,-0.44470534187488836,0.0
2019-01-16,-0.09248392693131952,-0.511302173691193,1.0,-0.01400653127870191,-0.4760944994387183,-0.4574191244004491,0.0
2019-01-17,-0.09380738624770456,-0.5084676596612937,1.0,-0.014869414405223425,-0.4756937359722506,-0.45766170169353193,0.0
2019-01-18,-0.0959727765837683,-0.5075734315832565,1.0,-0.01801248592774537,-0.474874629004196,-0.4621328420837171,0.0
2019-01-22,-0.0,-0.5445148382794265,1.0,-0.0,-0.5517223689947932,-0.4686946931028292,0.0
2019-01-23,-0.0,-0.5211785898095728,1.0,-0.0,-0.5550952135872362,-0.49709212557900156,0.0
2019-01-24,-0.0,-0.5249626846466623,1.0,-0.0,-0.5488702455092903,-0.49963971382984196,0.0
2019-01-25,-0.0,-0.5131487084012101,1.0,-0.0,-0.5704755255604685,-0.5021332712745326,0.0
2019-01-28,-0.0,-0.5153573845593211,1.0,-0.0,-0.5806132542037586,-0.5069758967150815,0.0
2019-01-29,-0.0,-0.5148422039370899,1.0,-0.0,-0.5824914071450891,-0.5065618164774502,0.0
2019-01-30,-0.0,-0.510978670012547,1.0,-0.0,-0.5830196570472606,-0.5199707235466332,0.0
2019-01-31,-0.0,-0.5157324824104831,1.0,-0.0,-0.5703711453456438,-0.5294379201213611,0.0
