Date,BDC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5537569676700111,-1.1212931995540691,-0.19166109253065775,-0.7712374581939799,-0.8213154960981048,0.0
2018-09-25,1.0,-0.5533746710086095,-1.1222286657447473,-0.190792701967257,-0.7720926082883526,-0.8224115626533434,0.0
2018-09-26,1.0,-0.5538653700316724,-1.1228085827720033,-0.1919971450238658,-0.771691127269483,-0.8204933755631887,0.0
2018-09-27,1.0,-0.5530916081727545,-1.1309071399830106,-0.19063799347252647,-0.7736844458353825,-0.8225063709929806,0.0
2018-09-28,1.0,-0.5517657577112204,-1.1315601251676353,-0.19123826553419757,-0.7734018775145284,-0.8223066607063031,0.0
2018-10-01,1.0,-0.5517009245130599,-1.1406965263441344,-0.19262184723094875,-0.776142177542411,-0.8267659994614487,0.0
2018-10-02,1.0,-0.552120260264752,-1.1369082342382768,-0.1943459726273278,-0.7766210455463316,-0.8273277989679156,0.0
2018-10-03,1.0,-0.5516282407822732,-1.1272988247959093,-0.1931012828563739,-0.7801202117161568,-0.8333632367453127,0.0
2018-10-04,1.0,-0.5514626704953338,-1.1280509691313712,-0.1936019382627423,-0.7796123474515434,-0.8339913854989232,0.0
2018-10-05,1.0,-0.545975724459175,-1.1292605365700723,-0.1845747301473552,-0.7817888654991715,-0.8373270031800063,0.0
2018-10-08,1.0,-0.5475474577031818,-1.133330341515954,-0.1852084548759144,-0.7823901629044563,-0.8392945294619216,0.0
2018-10-09,1.0,-0.5467600071800395,-1.1337282355052951,-0.1830910070005385,-0.7832974331358823,-0.8406928738108059,0.0
2018-10-10,1.0,-0.5461410527262103,-1.137996134310244,-0.18042882186362208,-0.7846451206904301,-0.8457320088101767,0.0
2018-10-11,1.0,-0.48740012292562995,-1.1499253665817895,-0.09329177276319256,-0.7785143559575027,-0.8810694529809465,0.0
2018-10-12,1.0,-0.4945298254753842,-1.145003038985847,-0.08648085438916385,-0.7569679604063558,-0.8584700876964487,0.0
2018-10-15,1.0,-0.46718920095797956,-1.2062268669714782,-0.04154147615937296,-0.7648595689092097,-0.8745917700849118,0.0
2018-10-16,1.0,-0.46375355036049815,-1.2335590998470614,-0.02420799650426043,-0.7699366397203409,-0.8781734760760324,0.0
2018-10-17,1.0,-0.4481837376653596,-1.1997242211401733,-0.010384797690352048,-0.7656741500409359,-0.8850346878097125,0.0
2018-10-18,1.0,-0.44760878931495046,-1.1989659629470057,-0.010598879793192588,-0.7663076260232657,-0.8850495476087893,0.0
2018-10-19,1.0,-0.43342036553524804,-1.1908145358044773,-0.0,-0.7691221161665881,-0.8869580105294697,0.0
2018-10-22,1.0,-0.4334246106452165,-1.182782817046038,-0.0,-0.7725483484511381,-0.8898682183809686,0.0
2018-10-23,1.0,-0.43500021388544297,-1.1826581682850665,-0.0,-0.7710570218590922,-0.8889934551054455,0.0
2018-10-24,1.0,-0.43286581715556316,-1.1829299580945865,-0.0,-0.7707175233045412,-0.8895065423757804,0.0
2018-10-25,1.0,-0.40168515892216566,-1.1428213898389923,-0.0,-0.7665387503128388,-0.8601818636856594,0.0
2018-10-26,1.0,-0.3807595355179966,-1.127856522996818,-0.0,-0.7736270093805528,-0.8502004215050208,0.0
2018-10-29,1.0,-0.3617546603020452,-1.1355499773671864,-0.0,-0.7638780297107114,-0.8538331755894819,0.0
2018-10-30,1.0,-0.35298231180584116,-1.1355820649938297,-0.0,-0.7641299876593994,-0.8608802961744138,0.0
2018-10-31,1.0,-0.3594650963072016,-1.1101296364454258,-0.0,-0.7637099742362901,-0.8561730666993824,0.0
2018-11-01,1.0,-0.3074722176148615,-1.1782633935976115,-0.0,-0.783712058384475,-0.8771769779399569,0.0
2018-11-02,1.0,-0.3281719532554257,-1.1295909849749581,-0.0,-0.8297161936560935,-0.886143572621035,0.0
2018-11-05,1.0,-0.31684678957406226,-1.2007204916295826,-0.0,-0.8552235643144734,-0.86543759271032,0.0
2018-11-06,1.0,-0.3190119062751578,-1.201686369221643,-0.0,-0.8534384136265412,-0.8629719079700012,0.0
2018-11-07,1.0,-0.3181048352951139,-1.2017105597425692,-0.0,-0.8518502836819375,-0.8623930900160894,0.0
2018-11-08,1.0,-0.2895234096157884,-1.2023934495066135,-0.0,-0.8407306319546505,-0.8663867310518581,0.0
2018-11-09,1.0,-0.2901600100793751,-1.2023434547058083,-0.0,-0.8406198815673429,-0.866616269791273,0.0
2018-11-12,1.0,-0.28863693414777003,-1.1880595766044681,-0.0,-0.8441134633085097,-0.8629403397205254,0.0
2018-11-13,1.0,-0.26210045662100456,-1.1863013698630136,-0.0,-0.8440016604400166,-0.8586965545869655,0.0
2018-11-14,1.0,-0.2681969949916527,-1.190025041736227,-0.0,-0.8521285475792988,-0.8632303839732889,0.0
2018-11-15,1.0,-0.26672226855713094,-1.190533778148457,-0.0,-0.8525854879065887,-0.8603419516263552,0.0
2018-11-16,1.0,-0.26682501979414097,-1.1880651748135185,-0.0,-0.8516897945576531,-0.8605659040713423,0.0
2018-11-19,1.0,-0.2616490450917297,-1.1936980233189853,-0.0,-0.8586652179363952,-0.8650173429729617,0.0
2018-11-20,1.0,-0.22067561391116466,-1.186978019695018,-0.0,-0.86242572817551,-0.8849461918809989,0.0
2018-11-21,1.0,-0.2212871287128713,-1.1820957095709572,-0.0,-0.8579620462046204,-0.8640676567656765,0.0
2018-11-23,1.0,-0.22389044712093717,-1.1630918990265633,-0.0,-0.8692872463289886,-0.868421052631579,0.0
2018-11-26,1.0,-0.2225526641883519,-1.175505989260636,-0.0,-0.8669971086327963,-0.8654275092936803,0.0
2018-11-27,1.0,-0.21041375339310683,-1.181006827342272,-0.0,-0.8616846261413178,-0.8597515834498644,0.0
2018-11-28,1.0,-0.20915490058864694,-1.1902605688881571,-0.0,-0.8586835713991685,-0.8582719301856502,0.0
2018-11-29,1.0,-0.1720329312031301,-1.1773720247799153,-0.0,-0.8584528855559179,-0.8677861102054125,0.0
2018-11-30,1.0,-0.1746304712770749,-1.1851123940547843,-0.0,-0.8698358105064897,-0.8649633542152888,0.0
2018-12-03,1.0,-0.17459667512898205,-1.185160920481533,-0.0,-0.8698714274015232,-0.8649987715993777,0.0
