Date,IWF,IWM,LIND,MTUM,SPY,VLUE,VXX
2019-02-11,-0.0,-0.5339115025238965,1.0,-0.0,-0.6761894533347653,-0.4749221351090109,0.0
2019-02-12,-0.0,-0.5271645487831144,1.0,-0.0,-0.6866519491707948,-0.47843527891449494,0.0
2019-02-13,-0.0,-0.5418941818866504,1.0,-0.0,-0.6791564677085294,-0.4687844635123867,0.0
2019-02-14,-0.0,-0.5175364948676977,1.0,-0.0,-0.6949056143866965,-0.49589686645180514,0.0
2019-02-15,-0.0,-0.5252920402064657,1.0,-0.0,-0.6952458571040478,-0.49611518609073624,0.0
2019-02-19,-0.0,-0.5284675125793044,1.0,-0.0,-0.7033745351126668,-0.5027893239991249,0.0
2019-02-20,-0.0,-0.5251879185458521,1.0,-0.0,-0.7077764110974443,-0.5003963372967063,0.0
2019-02-21,-0.0,-0.5212411153635866,1.0,-0.0,-0.710196828868234,-0.5023236741388737,0.0
2019-02-22,-0.0,-0.5263230127360563,1.0,-0.0,-0.7240612648221345,-0.49448287220026355,0.0
2019-02-25,-0.0,-0.5217008151575236,1.0,-0.0,-0.7310806345009914,-0.5011291033267239,0.0
2019-02-26,-0.0,-0.5216301803662399,1.0,-0.0,-0.7333608701638442,-0.4986920005507367,0.0
2019-02-27,-0.0,-0.5117504275390302,1.0,-0.0,-0.7451591548518784,-0.5014067413250952,0.0
2019-02-28,-0.0,-0.5057678639768192,1.0,-0.0,-0.7286643704554153,-0.4991799245530589,0.0
2019-03-01,-0.0,-0.5051921079958464,1.0,-0.0,-0.7315680166147456,-0.49590096737170025,0.0
2019-03-04,-0.0,-0.5182646516365238,1.0,-0.0,-0.7503234508767583,-0.4841853167065819,0.0
2019-03-05,-0.0,-0.49558157516845247,1.0,-0.0,-0.7836628741853529,-0.4822986855186126,0.0
2019-03-06,-0.0,-0.4883541016218606,1.0,-0.0,-0.7967839084905922,-0.47782720415549973,0.0
2019-03-07,-0.0,-0.445389088895043,1.0,-0.0,-0.855857103295486,-0.46806978676266964,0.0
2019-03-08,-0.0,-0.4365313756926279,1.0,-0.0,-0.9024554889882711,-0.4737152982870643,0.0
2019-03-11,-0.0,-0.43707172224760166,1.0,-0.0,-0.8859353586112381,-0.5321779351301964,0.0
2019-03-12,-0.0,-0.4098865664766511,1.0,-0.0,-0.9028905395289918,-0.5662463292451201,0.0
2019-03-13,-0.0,-0.4324237933339145,1.0,-0.0,-0.9049196524569204,-0.568535146601575,0.0
2019-03-14,-0.0,-0.44163109931941397,1.0,-0.0,-0.878590379513208,-0.5635886492098281,0.0
2019-03-15,-0.0,-0.44644307763722874,1.0,-0.0,-0.8778287106881746,-0.5769699431356621,0.0
2019-03-18,-0.0,-0.461434925093633,1.0,-0.0,-0.8785404962546817,-0.5860545411985019,0.0
2019-03-19,-0.0,-0.4608162427016401,1.0,-0.0,-0.8803215679370946,-0.5928762139483026,0.0
2019-03-20,-0.0,-0.45864351919964697,1.0,-0.0,-0.8811240253052818,-0.6027365013976754,0.0
2019-03-21,-0.0,-0.4596885762222942,1.0,-0.0,-0.8871456745062256,-0.5966502811055838,0.0
2019-03-22,-0.0,-0.4533107967855767,1.0,-0.0,-0.9281202739969754,-0.5839338137176409,0.0
2019-03-25,-0.0,-0.3638852903073843,1.0,-0.0,-0.9843363561417973,-0.5960723118596161,0.0
2019-03-26,-0.0,-0.3663404393719878,1.0,-0.0,-0.9852458531681499,-0.6051269921054966,0.0
2019-03-27,-0.0,-0.35460615730071504,1.0,-0.0,-0.9937658807540034,-0.6061868463038469,0.0
2019-03-28,-0.0,-0.3512202336932406,1.0,-0.0,-0.991125573140068,-0.6158260612335453,0.0
2019-03-29,-0.0,-0.3422906185261912,1.0,-0.0,-0.9940514945250075,-0.6231133471441255,0.0
2019-04-01,-0.0,-0.3483691469839579,1.0,-0.0,-0.9940507902681583,-0.6173858994849938,0.0
2019-04-02,-0.0,-0.3547844063792085,1.0,-0.0,-0.9991730655640874,-0.5993797991730655,0.0
2019-04-03,-0.0,-0.35375756680939024,1.0,-0.0,-1.0053742802303263,-0.5937989074265465,0.0
2019-04-04,-0.0,-0.3530333491012299,1.0,-0.0,-0.9986991485335857,-0.6047776726584674,0.0
2019-04-05,-0.0,-0.34299674267100977,1.0,-0.0,-0.9970980159905242,-0.6211134142730234,0.0
2019-04-08,-0.0,-0.34394904458598724,1.0,-0.0,-0.9963264701525699,-0.6222485557695157,0.0
2019-04-09,-0.0,-0.33617615594912637,1.0,-0.0,-1.013996196362772,-0.6214192321407346,0.0
2019-04-10,-0.0,-0.31720875221762274,1.0,-0.0,-1.0026907155529274,-0.6369308101714961,0.0
2019-04-11,-0.0,-0.3002692068751294,1.0,-0.0,-1.0333402360737212,-0.6247078661657249,0.0
2019-04-12,-0.0,-0.2997870074547391,1.0,-0.0,-1.0337534019642645,-0.6246893858714945,0.0
2019-04-15,-0.0,-0.30252598537119846,1.0,-0.0,-1.0266220498089964,-0.6321182149308537,0.0
2019-04-16,-0.0,-0.30486144007579347,1.0,-0.0,-1.0269422074846044,-0.6288488867835149,0.0
2019-04-17,-0.0,-0.2939677648731927,1.0,-0.0,-1.0419826973216402,-0.6268369281820337,0.0
2019-04-18,-0.0,-0.3027259259259259,1.0,-0.0,-1.0312,-0.6290074074074073,0.0
2019-04-22,-0.0,-0.3036411302068162,1.0,-0.0,-1.0016894844159627,-0.6075735508301776,0.0
2019-04-23,-0.0,-0.3065084586466165,1.0,-0.0,-0.9973566729323308,-0.6331943139097744,0.0
2019-04-24,-0.0,-0.3010355246560474,1.0,-0.0,-0.9949250491360849,-0.6375370354073161,0.0
2019-04-25,-0.0,-0.28889212827988336,1.0,-0.0,-1.0005539358600581,-0.6259766763848397,0.0
2019-04-26,-0.0,-0.27556411828239485,1.0,-0.0,-1.0213678956125756,-0.6221794085880258,0.0
2019-04-29,-0.0,-0.2802881844380404,1.0,-0.0,-0.9997406340057637,-0.6018155619596541,0.0
2019-04-30,-0.0,-0.2847358121330724,1.0,-0.0,-1.0013238171981123,-0.5918038448256014,0.0
2019-05-01,-0.0,-0.28124189971486996,1.0,-0.0,-1.0038593358486219,-0.5949713429912733,0.0
2019-05-02,-0.0,-0.2866119037325263,1.0,-0.0,-0.995301916702695,-0.6003458711629919,0.0
2019-05-03,-0.0,-0.29969683845820705,1.0,-0.0,-0.989779125162408,-0.597747942832395,0.0
2019-05-06,-0.0,-0.23683007656267854,1.0,-0.0,-0.9840589646897496,-0.6359273225917037,0.0
2019-05-07,-0.0,-0.23807486020769142,1.0,-0.0,-0.9825972840351478,-0.6322321122903115,0.0
2019-05-08,-0.0,-0.2422415019200683,1.0,-0.0,-0.961143507324705,-0.641160574598208,0.0
2019-05-09,-0.0,-0.24328863836934547,1.0,-0.0,-0.9584934665641813,-0.6450308879209724,0.0
2019-05-10,-0.0,-0.24420854914906936,1.0,-0.0,-0.9595309920883374,-0.6421537936137515,0.0
2019-05-13,-0.0,-0.24718212378880755,1.0,-0.0,-0.9489251108788382,-0.6288313229187265,0.0
2019-05-14,-0.0,-0.23577461658146254,1.0,-0.02625583462991776,-0.9130640142253833,-0.6032729495443432,0.0
2019-05-15,-0.0,-0.24558725577264656,1.0,-0.0313332593250444,-0.9157415630550622,-0.5826210035523979,0.0
2019-05-16,-0.0,-0.24653847221066066,1.0,-0.03293654096950526,-0.9120674824495685,-0.5832570271095202,0.0
2019-05-17,-0.0,-0.23676237596242047,1.0,-0.04060927814992912,-0.8923200933930011,-0.6098618561858966,0.0
2019-05-20,-0.0,-0.2326905979106468,1.0,-0.04389864414314292,-0.891448099577684,-0.6103856412536118,0.0
2019-05-21,-0.0,-0.2349079174317031,1.0,-0.056612696823012294,-0.8778167250876314,-0.6126133644911812,0.0
2019-05-22,-0.0,-0.2279947880568878,1.0,-0.06442848825926645,-0.8752737656288986,-0.6046131241163262,0.0
2019-05-23,-0.0,-0.22525171275622002,1.0,-0.09596982220619643,-0.8832829445538513,-0.5692175408426483,0.0
2019-05-24,-0.0,-0.20227235030685023,1.0,-0.10983026483109416,-0.8774810637474428,-0.5748327528058828,0.0
2019-05-28,-0.0,-0.1972547725147164,1.0,-0.11789624250426364,-0.8694779116465864,-0.5661000165043737,0.0
2019-05-29,-0.0,-0.2036828672576086,1.0,-0.11948736244134033,-0.8702489091358161,-0.550893273690277,0.0
2019-05-30,-0.0,-0.2021681403816146,1.0,-0.12343617399874073,-0.8635878343234143,-0.54838621369323,0.0
2019-05-31,-0.0,-0.1941763454932112,1.0,-0.12118981405747316,-0.8553901521347947,-0.555673700856099,0.0
2019-06-03,-0.0,-0.19599761375345734,1.0,-0.13821248440804818,-0.8503986116383752,-0.5270350886707522,0.0
2019-06-04,-0.0,-0.18753754573753484,1.0,-0.11547703566162416,-0.840014199115286,-0.5875703129266562,0.0
2019-06-05,-0.0,-0.17961283999019848,1.0,-0.14171363227967002,-0.8841514879250727,-0.5171934983255737,0.0
2019-06-06,-0.0,-0.1921926819985864,1.0,-0.13787854074919806,-0.8691078127548523,-0.5192192681998586,0.0
2019-06-07,-0.0,-0.20988930290749858,1.0,-0.1358283243125629,-0.8583784371855196,-0.5157614164876112,0.0
2019-06-10,-0.0,-0.20918741346075528,1.0,-0.11953954334428366,-0.8652838487226129,-0.5209458909130399,0.0
2019-06-11,-0.0,-0.20759390310288514,1.0,-0.13976592270005445,-0.8586826347305389,-0.5158138268916712,0.0
2019-06-12,-0.0,-0.2031305198510829,1.0,-0.1385091986195277,-0.8587461615804778,-0.517052093806897,0.0
2019-06-13,-0.0,-0.21243509229807248,1.0,-0.1473506783024767,-0.8526493216975234,-0.5062392953266455,0.0
2019-06-14,-0.0,-0.21560480147737768,1.0,-0.13950898919124435,-0.8480256368475367,-0.5126283200260714,0.0
2019-06-17,-0.0,-0.18222606175454242,1.0,-0.1379166202207112,-0.934148924311671,-0.5324657228848512,0.0
2019-06-18,-0.0,-0.18531507459363172,1.0,-0.1421732353596081,-0.9242095301714541,-0.5316466265865064,0.0
2019-06-19,-0.0,-0.15259622620474372,1.0,-0.1807463976142033,-0.930683686836311,-0.5230915019928092,0.0
2019-06-20,-0.0,-0.16156386432329561,1.0,-0.1846803985223329,-0.9277398410388447,-0.524627784618829,0.0
2019-06-21,-0.0,-0.16878499440089587,1.0,-0.18309070548712206,-0.9188409854423292,-0.5288353863381859,0.0
2019-06-24,-0.0,-0.16067771887009455,1.0,-0.18777525316278157,-0.9121995006872563,-0.5444753008499538,0.0
2019-06-25,-0.0,-0.16721826443035842,1.0,-0.18671116845234756,-0.9081169013294441,-0.5426880574409603,0.0
2019-06-26,-0.0,-0.16693797361773785,1.0,-0.1868930676396295,-0.9093179904574796,-0.5434746000561325,0.0
2019-06-27,-0.0,-0.15628166160081053,1.0,-0.190279184960036,-0.9070133963750985,-0.5607902735562309,0.0
2019-06-28,-0.0,-0.1541361845807541,1.0,-0.18964546989307823,-0.9090039392234103,-0.5609454136184581,0.0
2019-07-01,-0.0,-0.16116274471030254,1.0,-0.18506172490748324,-0.9068335263708014,-0.5718805615977852,0.0
2019-07-02,-0.0,-0.1551108339475027,1.0,-0.18643347128522025,-0.9190713759283408,-0.5739837859289075,0.0
2019-07-03,-0.0,-0.19011450934918106,1.0,-0.15315263081606031,-0.9426873459921729,-0.6129873894767358,0.0
2019-07-05,-0.0,-0.18033546742373766,1.0,-0.15559546916191083,-0.9429589501433994,-0.6180654132506735,0.0
2019-07-08,-0.0,-0.16661807580174925,1.0,-0.1675801749271137,-0.9601166180758017,-0.621137026239067,0.0
2019-07-09,-0.0,-0.16476245992422034,1.0,-0.16694841154182452,-0.9605071407752842,-0.6223841445642669,0.0
2019-07-10,-0.0,-0.15166622933613222,1.0,-0.16370739671710544,-0.9751887810140237,-0.6249744890521589,0.0
2019-07-11,-0.0,-0.1490150299139063,1.0,-0.17119509703779365,-0.9762439807383626,-0.6219757770319568,0.0
2019-07-12,-0.0,-0.16032513693042771,1.0,-0.1681039505885095,-0.961542943712854,-0.6234121897214777,0.0
2019-07-15,-0.0,-0.14684491033832925,1.0,-0.15211566208297753,-0.9715850534436559,-0.6740084214245752,0.0
2019-07-16,-0.0,-0.14238547255468428,1.0,-0.16384647131654972,-0.9711396733683155,-0.6705677731265844,0.0
2019-07-17,-0.0,-0.13938340014147604,1.0,-0.16246168356519688,-0.9677257722235322,-0.6778177316670596,0.0
2019-07-18,-0.0,-0.14232154454744053,1.0,-0.1790458758930153,-0.9619767373206589,-0.6687725098895908,0.0
2019-07-19,-0.0,-0.14370903938123636,1.0,-0.17585758989195252,-0.9682352246560785,-0.6643148137214383,0.0
2019-07-22,-0.0,-0.14301831893352335,1.0,-0.1800421602684006,-0.9868768742020725,-0.6591253228823373,0.0
2019-07-23,-0.0,-0.14424048000950512,1.0,-0.17100338620566743,-0.9874056912018059,-0.6676765876552011,0.0
2019-07-24,-0.0,-0.14488123761351202,1.0,-0.16035140651344398,-0.983553701896057,-0.669210518531665,0.0
2019-07-25,-0.0,-0.1402563952467365,1.0,-0.1693203769829655,-0.9552479072762394,-0.662061698764854,0.0
2019-07-26,-0.0,-0.12390853605116374,1.0,-0.169640510469293,-0.9603130566831177,-0.6664427766258797,0.0
2019-07-29,-0.0,-0.1087375803623612,1.0,-0.17045587375803622,-0.9602279368790181,-0.6828462887200467,0.0
2019-07-30,-0.0,-0.11505719217154724,1.0,-0.17181054910335544,-0.9582248486089576,-0.680338179796975,0.0
2019-07-31,-0.0,-0.1441528423886012,1.0,-0.16837824395096404,-0.9493256092922555,-0.6639164399192488,0.0
2019-08-01,-0.0,-0.16232704769688833,1.0,-0.1696829937532839,-0.9368030824916808,-0.6502130889135385,0.0
2019-08-02,-0.0,-0.1604967061155483,1.0,-0.16909578499387862,-0.9397189995919082,-0.6456305019530112,0.0
2019-08-05,-0.0,-0.15346650312481747,1.0,-0.1630453828631505,-0.9660066584895742,-0.637871619648385,0.0
2019-08-06,-0.0,-0.15922631897072792,1.0,-0.16434965316754452,-0.9278991451515413,-0.6268025213712114,0.0
2019-08-07,-0.0,-0.1662737883056402,1.0,-0.16029437129879837,-0.9220088541367217,-0.6261139538894958,0.0
2019-08-08,-0.0,-0.16493155412400784,1.0,-0.15731047969630738,-0.9243069136086508,-0.6293569538709307,0.0
2019-08-09,-0.0,-0.15855788780390023,1.0,-0.1532315798516652,-0.915638154692019,-0.6361788035852352,0.0
2019-08-12,-0.0,-0.15608374806933242,1.0,-0.1634345861220754,-0.9150792288770665,-0.6256507064813226,0.0
2019-08-13,-0.0,-0.14360820618321046,1.0,-0.16126635807760442,-0.9203383050460026,-0.632121835533459,0.0
2019-08-14,-0.0,-0.15015938069216758,1.0,-0.16088911657559196,-0.9075591985428051,-0.6274760928961749,0.0
2019-08-15,-0.0,-0.16675550568102118,1.0,-0.17449852714265676,-0.8787487726188806,-0.5854116986954692,0.0
2019-08-16,-0.0,-0.1624421052631579,1.0,-0.17790877192982457,-0.8819087719298245,-0.5847859649122806,0.0
2019-08-19,-0.0,-0.13492286115007013,1.0,-0.18698457223001402,-0.9044880785413746,-0.5786816269284714,0.0
2019-08-20,-0.0,-0.14265359148436846,1.0,-0.17858240438074482,-0.9048696672533735,-0.567736708294918,0.0
2019-08-21,-0.0,-0.14815331788615618,1.0,-0.18251863432064988,-0.9036598643253958,-0.557298791211859,0.0
2019-08-22,-0.0,-0.14578189585818513,1.0,-0.19388576025744164,-0.894887230560102,-0.5396010763725136,0.0
2019-08-23,-0.0,-0.14892438882582573,1.0,-0.19169965945901046,-0.8925773138791218,-0.5354245687865112,0.0
2019-08-26,-0.0,-0.14070379302784478,1.0,-0.1944200833150625,-0.8839618504713879,-0.5215413286559966,0.0
2019-08-27,-0.0,-0.13800552350222856,1.0,-0.1956194799157803,-0.8791118645921633,-0.5216975198928112,0.0
2019-08-28,-0.0,-0.1324204657264677,1.0,-0.1995462993331147,-0.8826117852847929,-0.518557997157538,0.0
2019-08-29,-0.0,-0.1219059067810502,1.0,-0.20252991639801105,-0.8859898366209497,-0.5216654827605048,0.0
2019-08-30,-0.0,-0.11432930982807007,1.0,-0.20637039862674042,-0.889567041769979,-0.514454647012343,0.0
2019-09-03,-0.0,-0.13302213850899464,1.0,-0.22381459339939397,-0.8885704146534547,-0.4843720143040428,0.0
2019-09-04,-0.0,-0.1242658255383946,1.0,-0.21475962584294106,-0.8936534696541223,-0.4864857515771156,0.0
2019-09-05,-0.0,-0.12610296107833052,1.0,-0.20091484869809995,-0.9029394251069128,-0.4766957180750284,0.0
2019-09-06,-0.0,-0.11486431534144821,1.0,-0.21885759210561986,-0.9320898961693823,-0.44517038523056907,0.0
2019-09-09,-0.0,-0.12306191044128809,1.0,-0.2195326900140952,-0.9307166865445082,-0.43730348042936135,0.0
